year,bula_h,hhtyp,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,North Rhine-Westphalia,Single parent,Yes,0.60700,40,73,0.49418,0.71982
1985,North Rhine-Westphalia,Single parent,No,0.39300,33,73,0.28018,0.50582
1985,North Rhine-Westphalia,Couple with children,Yes,0.74643,415,645,0.71283,0.78003
1985,North Rhine-Westphalia,Couple with children,No,0.25357,230,645,0.21997,0.28717
1985,Hesse,Single-person household,Yes,0.44931,43,97,0.34980,0.54881
1985,Hesse,Single-person household,No,0.55069,54,97,0.45119,0.65020
1985,Hesse,Couple without children,Yes,0.67193,82,133,0.59183,0.75203
1985,Hesse,Couple without children,No,0.32807,51,133,0.24797,0.40817
1985,Hesse,Couple with children,Yes,0.71375,143,233,0.65559,0.77192
1985,Hesse,Couple with children,No,0.28625,90,233,0.22808,0.34441
1985,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.53688,35,67,0.41658,0.65718
1985,"Rhineland-Palatinate, Saarland",Single-person household,No,0.46312,32,67,0.34282,0.58342
1985,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.68329,60,60,0.56458,0.80199
1985,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.74408,95,143,0.67231,0.81586
1985,"Rhineland-Palatinate, Saarland",Couple with children,No,0.25592,48,143,0.18414,0.32769
1985,Baden-Wuerttemberg,Single-person household,Yes,0.60145,92,172,0.52807,0.67483
1985,Baden-Wuerttemberg,Single-person household,No,0.39855,80,172,0.32517,0.47193
1985,Baden-Wuerttemberg,Couple without children,Yes,0.69978,109,176,0.63187,0.76769
1985,Baden-Wuerttemberg,Couple without children,No,0.30022,67,176,0.23231,0.36813
1985,Baden-Wuerttemberg,Couple with children,Yes,0.73713,308,489,0.69807,0.77618
1985,Baden-Wuerttemberg,Couple with children,No,0.26287,181,489,0.22382,0.30193
1985,Bavaria,Single-person household,Yes,0.60714,95,163,0.53193,0.68235
1985,Bavaria,Single-person household,No,0.39286,68,163,0.31765,0.46807
1985,Bavaria,Couple without children,Yes,0.77765,158,213,0.72168,0.83363
1985,Bavaria,Couple without children,No,0.22235,55,213,0.16637,0.27832
1985,Bavaria,Couple with children,Yes,0.83529,302,400,0.79889,0.87168
1985,Bavaria,Couple with children,No,0.16471,98,400,0.12832,0.20111
1985,Berlin,Single-person household,Yes,0.70105,52,52,0.57540,0.82669
1985,Berlin,Couple without children,Yes,0.85720,35,35,0.73960,0.97481
1985,Berlin,Couple with children,Yes,0.84790,49,49,0.74631,0.94950
1986,Schleswig-Holstein,Couple with children,Yes,0.78064,52,52,0.66707,0.89421
1986,Hamburg,Single-person household,Yes,0.69775,38,38,0.54977,0.84572
1986,Lower Saxony,Single-person household,Yes,0.48770,42,97,0.38771,0.58769
1986,Lower Saxony,Single-person household,No,0.51230,55,97,0.41231,0.61229
1986,Lower Saxony,Couple without children,Yes,0.65017,92,142,0.57145,0.72889
1986,Lower Saxony,Couple without children,No,0.34983,50,142,0.27111,0.42855
1986,Lower Saxony,Couple with children,Yes,0.72118,139,204,0.65950,0.78287
1986,Lower Saxony,Couple with children,No,0.27882,65,204,0.21713,0.34050
1986,North Rhine-Westphalia,Single-person household,Yes,0.48021,130,286,0.42221,0.53822
1986,North Rhine-Westphalia,Single-person household,No,0.51979,156,286,0.46178,0.57779
1986,North Rhine-Westphalia,Couple without children,Yes,0.67762,202,320,0.62633,0.72891
1986,North Rhine-Westphalia,Couple without children,No,0.32238,118,320,0.27109,0.37367
1986,North Rhine-Westphalia,Single parent,Yes,0.59766,38,38,0.43965,0.75566
1986,North Rhine-Westphalia,Couple with children,Yes,0.75332,402,610,0.71908,0.78756
1986,North Rhine-Westphalia,Couple with children,No,0.24668,208,610,0.21244,0.28092
1986,Hesse,Single-person household,Yes,0.49214,44,97,0.39213,0.59215
1986,Hesse,Single-person household,No,0.50786,53,97,0.40785,0.60787
1986,Hesse,Couple without children,Yes,0.67818,73,120,0.59424,0.76212
1986,Hesse,Couple without children,No,0.32182,47,120,0.23788,0.40576
1986,Hesse,Couple with children,Yes,0.72927,134,216,0.66988,0.78867
1986,Hesse,Couple with children,No,0.27073,82,216,0.21133,0.33012
1986,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.54651,35,35,0.37917,0.71385
1986,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.70077,63,94,0.60770,0.79384
1986,"Rhineland-Palatinate, Saarland",Couple without children,No,0.29923,31,94,0.20616,0.39230
1986,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.72483,94,142,0.65111,0.79855
1986,"Rhineland-Palatinate, Saarland",Couple with children,No,0.27517,48,142,0.20145,0.34889
1986,Baden-Wuerttemberg,Single-person household,Yes,0.61329,85,156,0.53663,0.68996
1986,Baden-Wuerttemberg,Single-person household,No,0.38671,71,156,0.31004,0.46337
1986,Baden-Wuerttemberg,Couple without children,Yes,0.70173,115,184,0.63545,0.76802
1986,Baden-Wuerttemberg,Couple without children,No,0.29827,69,184,0.23198,0.36455
1986,Baden-Wuerttemberg,Couple with children,Yes,0.74203,295,460,0.70200,0.78205
1986,Baden-Wuerttemberg,Couple with children,No,0.25797,165,460,0.21795,0.29800
1986,Bavaria,Single-person household,Yes,0.61880,99,161,0.54354,0.69406
1986,Bavaria,Single-person household,No,0.38120,62,161,0.30594,0.45646
1986,Bavaria,Couple without children,Yes,0.77661,146,194,0.71785,0.83537
1986,Bavaria,Couple without children,No,0.22339,48,194,0.16463,0.28215
1986,Bavaria,Couple with children,Yes,0.83387,276,369,0.79584,0.87190
1986,Bavaria,Couple with children,No,0.16613,93,369,0.12810,0.20416
1986,Berlin,Single-person household,Yes,0.75968,53,53,0.64354,0.87581
1986,Berlin,Couple without children,Yes,0.86469,32,32,0.74427,0.98510
1986,Berlin,Couple with children,Yes,0.86180,47,47,0.76207,0.96153
1987,Schleswig-Holstein,Couple with children,Yes,0.81128,52,52,0.70389,0.91867
1987,Hamburg,Single-person household,Yes,0.69041,35,35,0.53501,0.84582
1987,Lower Saxony,Single-person household,Yes,0.51615,47,102,0.41868,0.61361
1987,Lower Saxony,Single-person household,No,0.48385,55,102,0.38639,0.58132
1987,Lower Saxony,Couple without children,Yes,0.64909,88,139,0.56946,0.72872
1987,Lower Saxony,Couple without children,No,0.35091,51,139,0.27128,0.43054
1987,Lower Saxony,Couple with children,Yes,0.73445,144,204,0.67370,0.79520
1987,Lower Saxony,Couple with children,No,0.26555,60,204,0.20480,0.32630
1987,North Rhine-Westphalia,Single-person household,Yes,0.50151,137,292,0.44407,0.55896
1987,North Rhine-Westphalia,Single-person household,No,0.49849,155,292,0.44104,0.55593
1987,North Rhine-Westphalia,Couple without children,Yes,0.68404,197,310,0.63220,0.73587
1987,North Rhine-Westphalia,Couple without children,No,0.31596,113,310,0.26413,0.36780
1987,North Rhine-Westphalia,Single parent,Yes,0.64604,41,41,0.49785,0.79424
1987,North Rhine-Westphalia,Couple with children,Yes,0.74825,385,593,0.71329,0.78321
1987,North Rhine-Westphalia,Couple with children,No,0.25175,208,593,0.21679,0.28671
1987,Hesse,Single-person household,Yes,0.50842,46,92,0.40570,0.61114
1987,Hesse,Single-person household,No,0.49158,46,92,0.38886,0.59430
1987,Hesse,Couple without children,Yes,0.68548,70,116,0.60061,0.77034
1987,Hesse,Couple without children,No,0.31452,46,116,0.22966,0.39939
1987,Hesse,Couple with children,Yes,0.73504,141,219,0.67646,0.79362
1987,Hesse,Couple with children,No,0.26496,78,219,0.20638,0.32354
1987,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.54071,34,34,0.37068,0.71074
1987,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.66456,62,93,0.56808,0.76104
1987,"Rhineland-Palatinate, Saarland",Couple without children,No,0.33544,31,93,0.23896,0.43192
1987,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.68049,90,140,0.60297,0.75801
1987,"Rhineland-Palatinate, Saarland",Couple with children,No,0.31951,50,140,0.24199,0.39703
1987,Baden-Wuerttemberg,Single-person household,Yes,0.57007,78,154,0.49162,0.64852
1987,Baden-Wuerttemberg,Single-person household,No,0.42993,76,154,0.35148,0.50838
1987,Baden-Wuerttemberg,Couple without children,Yes,0.73828,120,185,0.67477,0.80180
1987,Baden-Wuerttemberg,Couple without children,No,0.26172,65,185,0.19820,0.32523
1987,Baden-Wuerttemberg,Couple with children,Yes,0.76482,305,454,0.72576,0.80387
1987,Baden-Wuerttemberg,Couple with children,No,0.23518,149,454,0.19613,0.27424
1987,Bavaria,Single-person household,Yes,0.61033,104,171,0.53702,0.68364
1987,Bavaria,Single-person household,No,0.38967,67,171,0.31636,0.46298
1987,Bavaria,Couple without children,Yes,0.78553,145,194,0.72763,0.84344
1987,Bavaria,Couple without children,No,0.21447,49,194,0.15656,0.27237
1987,Bavaria,Couple with children,Yes,0.81017,263,356,0.76937,0.85096
1987,Bavaria,Couple with children,No,0.18983,93,356,0.14904,0.23063
1987,Berlin,Single-person household,Yes,0.77408,52,52,0.65930,0.88885
1987,Berlin,Couple without children,Yes,0.85714,38,38,0.74439,0.96990
1987,Berlin,Couple with children,Yes,0.89610,48,48,0.80887,0.98334
1988,Schleswig-Holstein,Couple without children,Yes,0.69027,31,31,0.52481,0.85574
1988,Schleswig-Holstein,Couple with children,Yes,0.80840,54,54,0.70245,0.91436
1988,Lower Saxony,Single-person household,Yes,0.56964,52,97,0.47059,0.66868
1988,Lower Saxony,Single-person household,No,0.43036,45,97,0.33132,0.52941
1988,Lower Saxony,Couple without children,Yes,0.67601,88,135,0.59677,0.75525
1988,Lower Saxony,Couple without children,No,0.32399,47,135,0.24475,0.40323
1988,Lower Saxony,Couple with children,Yes,0.73874,137,190,0.67611,0.80137
1988,Lower Saxony,Couple with children,No,0.26126,53,190,0.19863,0.32389
1988,North Rhine-Westphalia,Single-person household,Yes,0.47456,120,267,0.41455,0.53457
1988,North Rhine-Westphalia,Single-person household,No,0.52544,147,267,0.46543,0.58545
1988,North Rhine-Westphalia,Couple without children,Yes,0.69713,196,302,0.64522,0.74904
1988,North Rhine-Westphalia,Couple without children,No,0.30287,106,302,0.25096,0.35478
1988,North Rhine-Westphalia,Single parent,Yes,0.60102,38,38,0.44324,0.75881
1988,North Rhine-Westphalia,Couple with children,Yes,0.76401,382,575,0.72927,0.79875
1988,North Rhine-Westphalia,Couple with children,No,0.23599,193,575,0.20125,0.27073
1988,Hesse,Single-person household,Yes,0.47229,38,87,0.36677,0.57780
1988,Hesse,Single-person household,No,0.52771,49,87,0.42220,0.63323
1988,Hesse,Couple without children,Yes,0.76512,73,73,0.66719,0.86304
1988,Hesse,Couple with children,Yes,0.73135,134,213,0.67169,0.79102
1988,Hesse,Couple with children,No,0.26865,79,213,0.20898,0.32831
1988,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.61228,38,38,0.45529,0.76928
1988,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.65336,62,94,0.55664,0.75009
1988,"Rhineland-Palatinate, Saarland",Couple without children,No,0.34664,32,94,0.24991,0.44336
1988,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.65074,81,132,0.56910,0.73238
1988,"Rhineland-Palatinate, Saarland",Couple with children,No,0.34926,51,132,0.26762,0.43090
1988,Baden-Wuerttemberg,Single-person household,Yes,0.58918,84,157,0.51197,0.66638
1988,Baden-Wuerttemberg,Single-person household,No,0.41082,73,157,0.33362,0.48803
1988,Baden-Wuerttemberg,Couple without children,Yes,0.71139,117,192,0.64713,0.77565
1988,Baden-Wuerttemberg,Couple without children,No,0.28861,75,192,0.22435,0.35287
1988,Baden-Wuerttemberg,Couple with children,Yes,0.76845,285,431,0.72858,0.80832
1988,Baden-Wuerttemberg,Couple with children,No,0.23155,146,431,0.19168,0.27142
1988,Bavaria,Single-person household,Yes,0.68344,121,178,0.61492,0.75197
1988,Bavaria,Single-person household,No,0.31656,57,178,0.24803,0.38508
1988,Bavaria,Couple without children,Yes,0.77694,132,178,0.71561,0.83827
1988,Bavaria,Couple without children,No,0.22306,46,178,0.16173,0.28439
1988,Bavaria,Single parent,Yes,0.73699,34,34,0.58677,0.88721
1988,Bavaria,Couple with children,Yes,0.81470,250,339,0.77328,0.85612
1988,Bavaria,Couple with children,No,0.18530,89,339,0.14388,0.22672
1988,Berlin,Single-person household,Yes,0.75814,51,51,0.63945,0.87684
1988,Berlin,Couple without children,Yes,0.87735,36,36,0.76867,0.98603
1988,Berlin,Couple with children,Yes,0.88970,42,42,0.79382,0.98559
1989,Schleswig-Holstein,Couple without children,Yes,0.75304,31,31,0.59872,0.90736
1989,Schleswig-Holstein,Couple with children,Yes,0.77200,48,48,0.65206,0.89195
1989,Hamburg,Single-person household,Yes,0.67010,34,34,0.50968,0.83052
1989,Lower Saxony,Single-person household,Yes,0.54023,56,104,0.44398,0.63648
1989,Lower Saxony,Single-person household,No,0.45977,48,104,0.36352,0.55602
1989,Lower Saxony,Couple without children,Yes,0.64785,89,143,0.56929,0.72642
1989,Lower Saxony,Couple without children,No,0.35215,54,143,0.27358,0.43071
1989,Lower Saxony,Couple with children,Yes,0.71898,121,174,0.65200,0.78596
1989,Lower Saxony,Couple with children,No,0.28102,53,174,0.21404,0.34800
1989,North Rhine-Westphalia,Single-person household,Yes,0.49670,123,259,0.43569,0.55771
1989,North Rhine-Westphalia,Single-person household,No,0.50330,136,259,0.44229,0.56431
1989,North Rhine-Westphalia,Couple without children,Yes,0.70681,193,299,0.65512,0.75849
1989,North Rhine-Westphalia,Couple without children,No,0.29319,106,299,0.24151,0.34488
1989,North Rhine-Westphalia,Single parent,Yes,0.63320,41,41,0.48385,0.78255
1989,North Rhine-Westphalia,Couple with children,Yes,0.77577,373,548,0.74082,0.81073
1989,North Rhine-Westphalia,Couple with children,No,0.22423,175,548,0.18927,0.25918
1989,Hesse,Single-person household,Yes,0.48933,38,88,0.38429,0.59438
1989,Hesse,Single-person household,No,0.51067,50,88,0.40562,0.61571
1989,Hesse,Couple without children,Yes,0.73810,76,114,0.65704,0.81917
1989,Hesse,Couple without children,No,0.26190,38,114,0.18083,0.34296
1989,Hesse,Couple with children,Yes,0.71957,132,207,0.65822,0.78091
1989,Hesse,Couple with children,No,0.28043,75,207,0.21909,0.34178
1989,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.61003,35,35,0.44608,0.77397
1989,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.67427,61,61,0.55568,0.79285
1989,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.66452,79,123,0.58074,0.74830
1989,"Rhineland-Palatinate, Saarland",Couple with children,No,0.33548,44,123,0.25170,0.41926
1989,Baden-Wuerttemberg,Single-person household,Yes,0.60244,82,152,0.52438,0.68050
1989,Baden-Wuerttemberg,Single-person household,No,0.39756,70,152,0.31950,0.47562
1989,Baden-Wuerttemberg,Couple without children,Yes,0.75440,118,179,0.69117,0.81764
1989,Baden-Wuerttemberg,Couple without children,No,0.24560,61,179,0.18236,0.30883
1989,Baden-Wuerttemberg,Couple with children,Yes,0.76803,267,412,0.72722,0.80883
1989,Baden-Wuerttemberg,Couple with children,No,0.23197,145,412,0.19117,0.27278
1989,Bavaria,Single-person household,Yes,0.65595,110,175,0.58536,0.72653
1989,Bavaria,Single-person household,No,0.34405,65,175,0.27347,0.41464
1989,Bavaria,Couple without children,Yes,0.76412,131,178,0.70157,0.82666
1989,Bavaria,Couple without children,No,0.23588,47,178,0.17334,0.29843
1989,Bavaria,Couple with children,Yes,0.82632,246,327,0.78519,0.86744
1989,Bavaria,Couple with children,No,0.17368,81,327,0.13256,0.21481
1989,Berlin,Single-person household,Yes,0.74530,52,52,0.62572,0.86487
1989,Berlin,Couple without children,Yes,0.84024,35,35,0.71709,0.96340
1989,Berlin,Couple with children,Yes,0.89300,42,42,0.79838,0.98762
1990,Schleswig-Holstein,Couple with children,Yes,0.71612,40,40,0.57461,0.85763
1990,Hamburg,Single-person household,Yes,0.65157,32,32,0.48384,0.81931
1990,Lower Saxony,Single-person household,Yes,0.56471,53,102,0.46802,0.66141
1990,Lower Saxony,Single-person household,No,0.43529,49,102,0.33859,0.53198
1990,Lower Saxony,Couple without children,Yes,0.61515,91,149,0.53676,0.69354
1990,Lower Saxony,Couple without children,No,0.38485,58,149,0.30646,0.46324
1990,Lower Saxony,Couple with children,Yes,0.76306,126,174,0.69970,0.82642
1990,Lower Saxony,Couple with children,No,0.23694,48,174,0.17358,0.30030
1990,North Rhine-Westphalia,Single-person household,Yes,0.51018,120,251,0.44822,0.57215
1990,North Rhine-Westphalia,Single-person household,No,0.48982,131,251,0.42785,0.55178
1990,North Rhine-Westphalia,Couple without children,Yes,0.69411,195,305,0.64231,0.74591
1990,North Rhine-Westphalia,Couple without children,No,0.30589,110,305,0.25409,0.35769
1990,North Rhine-Westphalia,Single parent,Yes,0.68644,43,43,0.54612,0.82675
1990,North Rhine-Westphalia,Couple with children,Yes,0.76249,353,530,0.72623,0.79876
1990,North Rhine-Westphalia,Couple with children,No,0.23751,177,530,0.20124,0.27377
1990,Hesse,Single-person household,Yes,0.59201,42,81,0.48432,0.69971
1990,Hesse,Single-person household,No,0.40799,39,81,0.30029,0.51568
1990,Hesse,Couple without children,Yes,0.72511,73,113,0.64242,0.80779
1990,Hesse,Couple without children,No,0.27489,40,113,0.19221,0.35758
1990,Hesse,Couple with children,Yes,0.73488,132,205,0.67431,0.79545
1990,Hesse,Couple with children,No,0.26512,73,205,0.20455,0.32569
1990,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.57777,31,31,0.40102,0.75451
1990,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.68553,60,60,0.56705,0.80401
1990,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.65978,82,127,0.57706,0.74251
1990,"Rhineland-Palatinate, Saarland",Couple with children,No,0.34022,45,127,0.25749,0.42294
1990,Baden-Wuerttemberg,Single-person household,Yes,0.61501,78,138,0.53353,0.69649
1990,Baden-Wuerttemberg,Single-person household,No,0.38499,60,138,0.30351,0.46647
1990,Baden-Wuerttemberg,Couple without children,Yes,0.72080,122,186,0.65615,0.78544
1990,Baden-Wuerttemberg,Couple without children,No,0.27920,64,186,0.21456,0.34385
1990,Baden-Wuerttemberg,Single parent,Yes,0.88243,35,35,0.77417,0.99070
1990,Baden-Wuerttemberg,Couple with children,Yes,0.77795,261,402,0.73727,0.81863
1990,Baden-Wuerttemberg,Couple with children,No,0.22205,141,402,0.18137,0.26273
1990,Bavaria,Single-person household,Yes,0.65746,115,180,0.58794,0.72698
1990,Bavaria,Single-person household,No,0.34254,65,180,0.27302,0.41206
1990,Bavaria,Couple without children,Yes,0.77987,139,189,0.72064,0.83910
1990,Bavaria,Couple without children,No,0.22013,50,189,0.16090,0.27936
1990,Bavaria,Couple with children,Yes,0.81353,235,318,0.77066,0.85641
1990,Bavaria,Couple with children,No,0.18647,83,318,0.14359,0.22934
1990,Berlin,Single-person household,Yes,0.81071,63,63,0.71320,0.90822
1990,Berlin,Couple without children,Yes,0.83439,50,50,0.73031,0.93848
1990,Berlin,Couple with children,Yes,0.88109,86,86,0.81228,0.94990
1991,Schleswig-Holstein,Couple without children,Yes,0.74763,32,32,0.59472,0.90054
1991,Schleswig-Holstein,Couple with children,Yes,0.85388,49,49,0.75395,0.95381
1991,Lower Saxony,Single-person household,Yes,0.60573,55,100,0.50947,0.70200
1991,Lower Saxony,Single-person household,No,0.39427,45,100,0.29800,0.49053
1991,Lower Saxony,Couple without children,Yes,0.67599,98,145,0.59955,0.75243
1991,Lower Saxony,Couple without children,No,0.32401,47,145,0.24757,0.40045
1991,Lower Saxony,Couple with children,Yes,0.70946,121,177,0.64239,0.77654
1991,Lower Saxony,Couple with children,No,0.29054,56,177,0.22346,0.35761
1991,North Rhine-Westphalia,Single-person household,Yes,0.51563,126,264,0.45523,0.57603
1991,North Rhine-Westphalia,Single-person household,No,0.48437,138,264,0.42397,0.54477
1991,North Rhine-Westphalia,Couple without children,Yes,0.69226,202,313,0.64104,0.74347
1991,North Rhine-Westphalia,Couple without children,No,0.30774,111,313,0.25653,0.35896
1991,North Rhine-Westphalia,Single parent,Yes,0.66405,45,45,0.52449,0.80361
1991,North Rhine-Westphalia,Couple with children,Yes,0.79446,380,547,0.76057,0.82836
1991,North Rhine-Westphalia,Couple with children,No,0.20554,167,547,0.17164,0.23943
1991,Hesse,Single-person household,Yes,0.60730,52,93,0.50751,0.70709
1991,Hesse,Single-person household,No,0.39270,41,93,0.29291,0.49249
1991,Hesse,Couple without children,Yes,0.76209,88,125,0.68714,0.83703
1991,Hesse,Couple without children,No,0.23791,37,125,0.16297,0.31286
1991,Hesse,Couple with children,Yes,0.79199,134,195,0.73487,0.84910
1991,Hesse,Couple with children,No,0.20801,61,195,0.15090,0.26513
1991,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.51851,34,68,0.39886,0.63815
1991,"Rhineland-Palatinate, Saarland",Single-person household,No,0.48149,34,68,0.36185,0.60114
1991,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.68041,56,56,0.55717,0.80365
1991,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.72784,90,133,0.65191,0.80377
1991,"Rhineland-Palatinate, Saarland",Couple with children,No,0.27216,43,133,0.19623,0.34809
1991,Baden-Wuerttemberg,Single-person household,Yes,0.68737,83,139,0.61003,0.76472
1991,Baden-Wuerttemberg,Single-person household,No,0.31263,56,139,0.23528,0.38997
1991,Baden-Wuerttemberg,Couple without children,Yes,0.75051,130,195,0.68962,0.81141
1991,Baden-Wuerttemberg,Couple without children,No,0.24949,65,195,0.18859,0.31038
1991,Baden-Wuerttemberg,Single parent,Yes,0.75197,35,35,0.60680,0.89714
1991,Baden-Wuerttemberg,Couple with children,Yes,0.76444,270,407,0.72316,0.80572
1991,Baden-Wuerttemberg,Couple with children,No,0.23556,137,407,0.19428,0.27684
1991,Bavaria,Single-person household,Yes,0.66147,111,172,0.59054,0.73240
1991,Bavaria,Single-person household,No,0.33853,61,172,0.26760,0.40946
1991,Bavaria,Couple without children,Yes,0.81565,156,206,0.76256,0.86873
1991,Bavaria,Couple without children,No,0.18435,50,206,0.13127,0.23744
1991,Bavaria,Single parent,Yes,0.64852,32,32,0.48046,0.81659
1991,Bavaria,Couple with children,Yes,0.85915,268,335,0.82184,0.89645
1991,Bavaria,Couple with children,No,0.14085,67,335,0.10355,0.17816
1991,Berlin,Single-person household,Yes,0.74624,58,58,0.63326,0.85921
1991,Berlin,Couple without children,Yes,0.68790,50,50,0.55816,0.81764
1991,Berlin,Couple with children,Yes,0.77902,90,90,0.69282,0.86522
1991,Brandenburg,Single-person household,No,0.78555,34,34,0.64551,0.92559
1991,Brandenburg,Couple without children,Yes,0.49606,36,69,0.37722,0.61490
