year,regtyp,rentown,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,Rural regions,Tenant,No,0.43201,190,424,0.38480,0.47921
1990,Urban regions,Owner,Yes,0.80407,1037,1278,0.78230,0.82584
1990,Urban regions,Owner,No,0.19593,241,1278,0.17416,0.21770
1990,Urban regions,Tenant,Yes,0.65784,1643,2640,0.63974,0.67594
1990,Urban regions,Tenant,No,0.34216,997,2640,0.32406,0.36026
1990,Rural regions,Owner,Yes,0.80149,574,678,0.77144,0.83154
1990,Rural regions,Owner,No,0.19851,104,678,0.16846,0.22856
1990,Rural regions,Tenant,Yes,0.68336,563,753,0.65011,0.71661
1990,Rural regions,Tenant,No,0.31664,190,753,0.28339,0.34989
1991,Urban regions,Owner,Yes,0.83393,1108,1340,0.81400,0.85387
1991,Urban regions,Owner,No,0.16607,232,1340,0.14613,0.18600
1991,Urban regions,Tenant,Yes,0.60304,1655,2982,0.58548,0.62061
1991,Urban regions,Tenant,No,0.39696,1327,2982,0.37939,0.41452
1991,Rural regions,Owner,Yes,0.67338,598,981,0.64402,0.70275
1991,Rural regions,Owner,No,0.32662,383,981,0.29725,0.35598
1991,Rural regions,Tenant,Yes,0.47297,552,1208,0.44480,0.50114
1991,Rural regions,Tenant,No,0.52703,656,1208,0.49886,0.55520
1992,Urban regions,Owner,Yes,0.83597,1127,1359,0.81628,0.85567
1992,Urban regions,Owner,No,0.16403,232,1359,0.14433,0.18372
1992,Urban regions,Tenant,Yes,0.61877,1660,2921,0.60116,0.63639
1992,Urban regions,Tenant,No,0.38123,1261,2921,0.36361,0.39884
1992,Rural regions,Owner,Yes,0.68368,581,944,0.65400,0.71336
1992,Rural regions,Owner,No,0.31632,363,944,0.28664,0.34600
1992,Rural regions,Tenant,Yes,0.50495,554,1154,0.47610,0.53381
1992,Rural regions,Tenant,No,0.49505,600,1154,0.46619,0.52390
1993,Urban regions,Owner,Yes,0.84020,1118,1344,0.82060,0.85979
1993,Urban regions,Owner,No,0.15980,226,1344,0.14021,0.17940
1993,Urban regions,Tenant,Yes,0.62083,1667,2904,0.60318,0.63848
1993,Urban regions,Tenant,No,0.37917,1237,2904,0.36152,0.39682
1993,Rural regions,Owner,Yes,0.67660,578,941,0.64669,0.70650
1993,Rural regions,Owner,No,0.32340,363,941,0.29350,0.35331
1993,Rural regions,Tenant,Yes,0.50245,555,1171,0.47380,0.53110
1993,Rural regions,Tenant,No,0.49755,616,1171,0.46890,0.52620
1994,Urban regions,Owner,Yes,0.83701,1103,1333,0.81718,0.85685
1994,Urban regions,Owner,No,0.16299,230,1333,0.14315,0.18282
1994,Urban regions,Tenant,Yes,0.62748,1673,2844,0.60971,0.64525
1994,Urban regions,Tenant,No,0.37252,1171,2844,0.35475,0.39029
1994,Rural regions,Owner,Yes,0.69802,603,959,0.66895,0.72709
1994,Rural regions,Owner,No,0.30198,356,959,0.27291,0.33105
1994,Rural regions,Tenant,Yes,0.50008,544,1129,0.47090,0.52926
1994,Rural regions,Tenant,No,0.49992,585,1129,0.47074,0.52910
1995,Urban regions,Owner,Yes,0.84421,1142,1371,0.82501,0.86342
1995,Urban regions,Owner,No,0.15579,229,1371,0.13658,0.17499
1995,Urban regions,Tenant,Yes,0.63955,1771,2934,0.62218,0.65693
1995,Urban regions,Tenant,No,0.36045,1163,2934,0.34307,0.37782
1995,Rural regions,Owner,Yes,0.71531,611,944,0.68651,0.74412
1995,Rural regions,Owner,No,0.28469,333,944,0.25588,0.31349
1995,Rural regions,Tenant,Yes,0.52586,615,1198,0.49757,0.55415
1995,Rural regions,Tenant,No,0.47414,583,1198,0.44585,0.50243
1996,Urban regions,Owner,Yes,0.84710,1144,1370,0.82804,0.86617
1996,Urban regions,Owner,No,0.15290,226,1370,0.13383,0.17196
1996,Urban regions,Tenant,Yes,0.64974,1780,2880,0.63231,0.66716
1996,Urban regions,Tenant,No,0.35026,1100,2880,0.33284,0.36769
1996,Rural regions,Owner,Yes,0.72161,636,973,0.69343,0.74978
1996,Rural regions,Owner,No,0.27839,337,973,0.25022,0.30657
1996,Rural regions,Tenant,Yes,0.55268,624,1161,0.52407,0.58129
1996,Rural regions,Tenant,No,0.44732,537,1161,0.41871,0.47593
1997,Urban regions,Owner,Yes,0.85306,1174,1392,0.83445,0.87166
1997,Urban regions,Owner,No,0.14694,218,1392,0.12834,0.16555
1997,Urban regions,Tenant,Yes,0.66130,1748,2790,0.64374,0.67886
1997,Urban regions,Tenant,No,0.33870,1042,2790,0.32114,0.35626
1997,Rural regions,Owner,Yes,0.72497,650,992,0.69717,0.75277
1997,Rural regions,Owner,No,0.27503,342,992,0.24723,0.30283
1997,Rural regions,Tenant,Yes,0.56619,628,1123,0.53719,0.59519
1997,Rural regions,Tenant,No,0.43381,495,1123,0.40481,0.46281
1998,Urban regions,Owner,Yes,0.86500,1439,1678,0.84864,0.88135
1998,Urban regions,Owner,No,0.13500,239,1678,0.11865,0.15136
1998,Urban regions,Tenant,Yes,0.66100,2060,3217,0.64464,0.67736
1998,Urban regions,Tenant,No,0.33900,1157,3217,0.32264,0.35536
1998,Rural regions,Owner,Yes,0.74085,848,1208,0.71613,0.76557
1998,Rural regions,Owner,No,0.25915,360,1208,0.23443,0.28387
1998,Rural regions,Tenant,Yes,0.58972,738,1259,0.56254,0.61690
1998,Rural regions,Tenant,No,0.41028,521,1259,0.38310,0.43746
1999,Urban regions,Owner,Yes,0.87177,1425,1650,0.85563,0.88791
1999,Urban regions,Owner,No,0.12823,225,1650,0.11209,0.14437
1999,Urban regions,Tenant,Yes,0.66603,1953,3017,0.64919,0.68286
1999,Urban regions,Tenant,No,0.33397,1064,3017,0.31714,0.35081
1999,Rural regions,Owner,Yes,0.75794,844,1185,0.73354,0.78234
1999,Rural regions,Owner,No,0.24206,341,1185,0.21766,0.26646
1999,Rural regions,Tenant,Yes,0.60147,719,1205,0.57381,0.62912
1999,Rural regions,Tenant,No,0.39853,486,1205,0.37088,0.42619
2000,Urban regions,Owner,Yes,0.88677,3062,3466,0.87622,0.89732
2000,Urban regions,Owner,No,0.11323,404,3466,0.10268,0.12378
2000,Urban regions,Tenant,Yes,0.66452,3312,5017,0.65145,0.67758
2000,Urban regions,Tenant,No,0.33548,1705,5017,0.32242,0.34855
2000,Rural regions,Owner,Yes,0.74952,1679,2300,0.73180,0.76723
2000,Rural regions,Owner,No,0.25048,621,2300,0.23277,0.26820
2000,Rural regions,Tenant,Yes,0.58422,1166,1997,0.56260,0.60584
2000,Rural regions,Tenant,No,0.41578,831,1997,0.39416,0.43740
2001,Urban regions,Owner,Yes,0.88913,2757,3104,0.87808,0.90018
2001,Urban regions,Owner,No,0.11087,347,3104,0.09982,0.12192
2001,Urban regions,Tenant,Yes,0.67158,3056,4550,0.65793,0.68523
2001,Urban regions,Tenant,No,0.32842,1494,4550,0.31477,0.34207
2001,Rural regions,Owner,Yes,0.74946,1525,2097,0.73091,0.76801
2001,Rural regions,Owner,No,0.25054,572,2097,0.23199,0.26909
2001,Rural regions,Tenant,Yes,0.60898,1059,1742,0.58606,0.63190
2001,Rural regions,Tenant,No,0.39102,683,1742,0.36810,0.41394
2002,Urban regions,Owner,Yes,0.89248,3277,3620,0.88239,0.90257
2002,Urban regions,Owner,No,0.10752,343,3620,0.09743,0.11761
2002,Urban regions,Tenant,Yes,0.68108,3083,4461,0.66740,0.69476
2002,Urban regions,Tenant,No,0.31892,1378,4461,0.30524,0.33260
2002,Rural regions,Owner,Yes,0.74834,1602,2144,0.72997,0.76672
2002,Rural regions,Owner,No,0.25166,542,2144,0.23328,0.27003
2002,Rural regions,Tenant,Yes,0.60720,1057,1740,0.58425,0.63016
2002,Rural regions,Tenant,No,0.39280,683,1740,0.36984,0.41575
2003,Urban regions,Owner,Yes,0.88921,3161,3505,0.87882,0.89961
2003,Urban regions,Owner,No,0.11079,344,3505,0.10039,0.12118
2003,Urban regions,Tenant,Yes,0.69089,3016,4301,0.67708,0.70470
2003,Urban regions,Tenant,No,0.30911,1285,4301,0.29530,0.32292
2003,Rural regions,Owner,Yes,0.75879,1556,2075,0.74038,0.77720
2003,Rural regions,Owner,No,0.24121,519,2075,0.22280,0.25962
2003,Rural regions,Tenant,Yes,0.60158,1015,1667,0.57807,0.62509
2003,Rural regions,Tenant,No,0.39842,652,1667,0.37491,0.42193
2004,Urban regions,Owner,Yes,0.89488,3101,3419,0.88460,0.90516
2004,Urban regions,Owner,No,0.10512,318,3419,0.09484,0.11540
2004,Urban regions,Tenant,Yes,0.69860,2967,4185,0.68469,0.71250
2004,Urban regions,Tenant,No,0.30140,1218,4185,0.28750,0.31531
2004,Rural regions,Owner,Yes,0.76685,1564,2059,0.74858,0.78512
2004,Rural regions,Owner,No,0.23315,495,2059,0.21488,0.25142
2004,Rural regions,Tenant,Yes,0.61028,1006,1612,0.58646,0.63409
2004,Rural regions,Tenant,No,0.38972,606,1612,0.36591,0.41354
2005,Urban regions,Owner,Yes,0.90109,3048,3337,0.89096,0.91122
2005,Urban regions,Owner,No,0.09891,289,3337,0.08878,0.10904
2005,Urban regions,Tenant,Yes,0.71117,2989,4201,0.69746,0.72487
2005,Urban regions,Tenant,No,0.28883,1212,4201,0.27513,0.30254
2005,Rural regions,Owner,Yes,0.80627,1603,2045,0.78913,0.82340
2005,Rural regions,Owner,No,0.19373,442,2045,0.17660,0.21087
2005,Rural regions,Tenant,Yes,0.62509,1006,1592,0.60130,0.64888
2005,Rural regions,Tenant,No,0.37491,586,1592,0.35112,0.39870
2006,Urban regions,Owner,Yes,0.90165,3384,3708,0.89206,0.91124
2006,Urban regions,Owner,No,0.09835,324,3708,0.08876,0.10794
2006,Urban regions,Tenant,Yes,0.70923,3184,4449,0.69588,0.72257
2006,Urban regions,Tenant,No,0.29077,1265,4449,0.27743,0.30412
2006,Rural regions,Owner,Yes,0.82097,1851,2293,0.80528,0.83667
2006,Rural regions,Owner,No,0.17903,442,2293,0.16333,0.19472
2006,Rural regions,Tenant,Yes,0.62964,1138,1797,0.60731,0.65198
2006,Rural regions,Tenant,No,0.37036,659,1797,0.34802,0.39269
2007,Urban regions,Owner,Yes,0.90730,3182,3469,0.89765,0.91695
2007,Urban regions,Owner,No,0.09270,287,3469,0.08305,0.10235
2007,Urban regions,Tenant,Yes,0.73476,3044,4128,0.72129,0.74823
2007,Urban regions,Tenant,No,0.26524,1084,4128,0.25177,0.27871
2007,Rural regions,Owner,Yes,0.81879,1738,2148,0.80250,0.83508
2007,Rural regions,Owner,No,0.18121,410,2148,0.16492,0.19750
2007,Rural regions,Tenant,Yes,0.63576,1069,1689,0.61280,0.65871
2007,Rural regions,Tenant,No,0.36424,620,1689,0.34129,0.38720
2008,Urban regions,Owner,Yes,0.91410,3046,3308,0.90455,0.92365
2008,Urban regions,Owner,No,0.08590,262,3308,0.07635,0.09545
2008,Urban regions,Tenant,Yes,0.73571,2873,3873,0.72183,0.74960
2008,Urban regions,Tenant,No,0.26429,1000,3873,0.25040,0.27817
2008,Rural regions,Owner,Yes,0.82664,1694,2069,0.81032,0.84295
2008,Rural regions,Owner,No,0.17336,375,2069,0.15705,0.18968
2008,Rural regions,Tenant,Yes,0.66149,1012,1560,0.63800,0.68498
2008,Rural regions,Tenant,No,0.33851,548,1560,0.31502,0.36200
2009,Urban regions,Owner,Yes,0.91118,2850,3099,0.90116,0.92120
2009,Urban regions,Owner,No,0.08882,249,3099,0.07880,0.09884
2009,Urban regions,Tenant,Yes,0.74680,2692,3596,0.73258,0.76101
2009,Urban regions,Tenant,No,0.25320,904,3596,0.23899,0.26742
2009,Rural regions,Owner,Yes,0.82354,1608,1962,0.80667,0.84041
2009,Rural regions,Owner,No,0.17646,354,1962,0.15959,0.19333
2009,Rural regions,Tenant,Yes,0.66558,982,1511,0.64179,0.68938
2009,Rural regions,Tenant,No,0.33442,529,1511,0.31062,0.35821
2010,Urban regions,Owner,Yes,0.91158,3546,3831,0.90259,0.92057
2010,Urban regions,Owner,No,0.08842,285,3831,0.07943,0.09741
2010,Urban regions,Tenant,Yes,0.74195,3965,5249,0.73011,0.75379
2010,Urban regions,Tenant,No,0.25805,1284,5249,0.24621,0.26989
2010,Rural regions,Owner,Yes,0.81437,2071,2498,0.79912,0.82962
2010,Rural regions,Owner,No,0.18563,427,2498,0.17038,0.20088
2010,Rural regions,Tenant,Yes,0.67077,1503,2210,0.65117,0.69037
2010,Rural regions,Tenant,No,0.32923,707,2210,0.30963,0.34883
2011,Urban regions,Owner,Yes,0.92882,4308,4622,0.92140,0.93623
2011,Urban regions,Owner,No,0.07118,314,4622,0.06377,0.07860
2011,Urban regions,Tenant,Yes,0.74711,4682,6134,0.73623,0.75799
2011,Urban regions,Tenant,No,0.25289,1452,6134,0.24201,0.26377
2011,Rural regions,Owner,Yes,0.83940,2604,3099,0.82647,0.85233
2011,Rural regions,Owner,No,0.16060,495,3099,0.14767,0.17353
2011,Rural regions,Tenant,Yes,0.66184,1870,2744,0.64413,0.67954
2011,Rural regions,Tenant,No,0.33816,874,2744,0.32046,0.35587
2012,Urban regions,Owner,Yes,0.92310,4186,4514,0.91532,0.93087
2012,Urban regions,Owner,No,0.07690,328,4514,0.06913,0.08468
2012,Urban regions,Tenant,Yes,0.74743,4536,5933,0.73638,0.75849
2012,Urban regions,Tenant,No,0.25257,1397,5933,0.24151,0.26362
2012,Rural regions,Owner,Yes,0.85171,2618,3082,0.83916,0.86426
2012,Rural regions,Owner,No,0.14829,464,3082,0.13574,0.16084
2012,Rural regions,Tenant,Yes,0.69352,1943,2773,0.67636,0.71069
2012,Rural regions,Tenant,No,0.30648,830,2773,0.28931,0.32364
2013,Urban regions,Owner,Yes,0.92422,4357,4681,0.91663,0.93180
2013,Urban regions,Owner,No,0.07578,324,4681,0.06820,0.08337
2013,Urban regions,Tenant,Yes,0.74350,5486,7170,0.73339,0.75360
2013,Urban regions,Tenant,No,0.25650,1684,7170,0.24640,0.26661
2013,Rural regions,Owner,Yes,0.84999,2585,3027,0.83727,0.86272
2013,Rural regions,Owner,No,0.15001,442,3027,0.13728,0.16273
2013,Rural regions,Tenant,Yes,0.68708,2113,2992,0.67046,0.70370
2013,Rural regions,Tenant,No,0.31292,879,2992,0.29630,0.32954
2014,Urban regions,Owner,Yes,0.93148,3995,4273,0.92391,0.93906
2014,Urban regions,Owner,No,0.06852,278,4273,0.06094,0.07609
2014,Urban regions,Tenant,Yes,0.74933,4754,6123,0.73848,0.76019
2014,Urban regions,Tenant,No,0.25067,1369,6123,0.23981,0.26152
2014,Rural regions,Owner,Yes,0.84734,2360,2779,0.83396,0.86071
2014,Rural regions,Owner,No,0.15266,419,2779,0.13929,0.16604
2014,Rural regions,Tenant,Yes,0.68433,1855,2649,0.66663,0.70204
2014,Rural regions,Tenant,No,0.31567,794,2649,0.29796,0.33337
2015,Urban regions,Owner,Yes,0.92874,3771,4048,0.92081,0.93666
2015,Urban regions,Owner,No,0.07126,277,4048,0.06334,0.07919
2015,Urban regions,Tenant,Yes,0.74435,4764,6330,0.73360,0.75510
2015,Urban regions,Tenant,No,0.25565,1566,6330,0.24490,0.26640
2015,Rural regions,Owner,Yes,0.85469,2306,2689,0.84137,0.86801
2015,Rural regions,Owner,No,0.14531,383,2689,0.13199,0.15863
2015,Rural regions,Tenant,Yes,0.69336,1893,2691,0.67594,0.71079
2015,Rural regions,Tenant,No,0.30664,798,2691,0.28921,0.32406
2016,Urban regions,Not included in this version of the questionnaire,Yes,0.43396,779,1452,0.40846,0.45946
2016,Urban regions,Not included in this version of the questionnaire,No,0.56604,673,1452,0.54054,0.59154
2016,Urban regions,Owner,Yes,0.93286,3531,3770,0.92487,0.94085
2016,Urban regions,Owner,No,0.06714,239,3770,0.05915,0.07513
2016,Urban regions,Tenant,Yes,0.73989,4249,5601,0.72840,0.75138
2016,Urban regions,Tenant,No,0.26011,1352,5601,0.24862,0.27160
2016,Rural regions,Not included in this version of the questionnaire,Yes,0.51861,346,651,0.48020,0.55703
2016,Rural regions,Not included in this version of the questionnaire,No,0.48139,305,651,0.44297,0.51980
2016,Rural regions,Owner,Yes,0.85272,2161,2531,0.83891,0.86653
2016,Rural regions,Owner,No,0.14728,370,2531,0.13347,0.16109
2016,Rural regions,Tenant,Yes,0.70332,1703,2392,0.68501,0.72163
2016,Rural regions,Tenant,No,0.29668,689,2392,0.27837,0.31499
2017,Urban regions,Not included in this version of the questionnaire,Yes,0.49403,274,526,0.45126,0.53680
2017,Urban regions,Not included in this version of the questionnaire,No,0.50597,252,526,0.46320,0.54874
2017,Urban regions,Owner,Yes,0.92971,3980,4258,0.92203,0.93739
2017,Urban regions,Owner,No,0.07029,278,4258,0.06261,0.07797
2017,Urban regions,Tenant,Yes,0.74118,5279,7242,0.73110,0.75127
2017,Urban regions,Tenant,No,0.25882,1963,7242,0.24873,0.26890
2017,Rural regions,Not included in this version of the questionnaire,Yes,0.52432,146,272,0.46486,0.58378
2017,Rural regions,Not included in this version of the questionnaire,No,0.47568,126,272,0.41622,0.53514
2017,Rural regions,Owner,Yes,0.85668,2409,2804,0.84371,0.86965
2017,Rural regions,Owner,No,0.14332,395,2804,0.13035,0.15629
2017,Rural regions,Tenant,Yes,0.67883,2113,3172,0.66258,0.69508
2017,Rural regions,Tenant,No,0.32117,1059,3172,0.30492,0.33742
2018,Urban regions,Owner,Yes,0.92722,3809,4078,0.91924,0.93519
2018,Urban regions,Owner,No,0.07278,269,4078,0.06481,0.08076
2018,Urban regions,Tenant,Yes,0.75467,5565,7719,0.74507,0.76427
2018,Urban regions,Tenant,No,0.24533,2154,7719,0.23573,0.25493
2018,Rural regions,Owner,Yes,0.86623,2307,2677,0.85333,0.87913
2018,Rural regions,Owner,No,0.13377,370,2677,0.12087,0.14667
2018,Rural regions,Tenant,Yes,0.68871,2182,3223,0.67273,0.70470
2018,Rural regions,Tenant,No,0.31129,1041,3223,0.29530,0.32727
2019,Urban regions,Owner,Yes,0.93088,3336,3558,0.92254,0.93921
2019,Urban regions,Owner,No,0.06912,222,3558,0.06079,0.07746
2019,Urban regions,Tenant,Yes,0.76089,4597,6346,0.75040,0.77139
2019,Urban regions,Tenant,No,0.23911,1749,6346,0.22861,0.24960
2019,Rural regions,Owner,Yes,0.86153,2056,2387,0.84767,0.87539
2019,Rural regions,Owner,No,0.13847,331,2387,0.12461,0.15233
2019,Rural regions,Tenant,Yes,0.69990,1790,2619,0.68235,0.71746
2019,Rural regions,Tenant,No,0.30010,829,2619,0.28254,0.31765
2020,Urban regions,Owner,Yes,0.93708,4065,4292,0.92981,0.94435
2020,Urban regions,Owner,No,0.06292,227,4292,0.05565,0.07019
2020,Urban regions,Tenant,Yes,0.74816,6264,9083,0.73923,0.75709
2020,Urban regions,Tenant,No,0.25184,2819,9083,0.24291,0.26077
2020,Rural regions,Owner,Yes,0.87160,2345,2691,0.85896,0.88425
2020,Rural regions,Owner,No,0.12840,346,2691,0.11575,0.14104
2020,Rural regions,Tenant,Yes,0.71322,2225,3235,0.69763,0.72880
2020,Rural regions,Tenant,No,0.28678,1010,3235,0.27120,0.30237
2021,Urban regions,Owner,Yes,0.93740,2707,2854,0.92851,0.94629
2021,Urban regions,Owner,No,0.06260,147,2854,0.05371,0.07149
2021,Urban regions,Tenant,Yes,0.74767,3401,4754,0.73532,0.76001
2021,Urban regions,Tenant,No,0.25233,1353,4754,0.23999,0.26468
2021,Rural regions,Owner,Yes,0.88070,1584,1811,0.86577,0.89564
2021,Rural regions,Owner,No,0.11930,227,1811,0.10436,0.13423
2021,Rural regions,Tenant,Yes,0.71721,1225,1755,0.69613,0.73828
2021,Rural regions,Tenant,No,0.28279,530,1755,0.26172,0.30387
2022,Urban regions,Owner,Yes,0.93467,4431,4699,0.92760,0.94173
2022,Urban regions,Owner,No,0.06533,268,4699,0.05827,0.07240
2022,Urban regions,Tenant,Yes,0.76811,6567,9117,0.75944,0.77677
2022,Urban regions,Tenant,No,0.23189,2550,9117,0.22323,0.24056
2022,Rural regions,Owner,Yes,0.87858,2756,3159,0.86719,0.88997
2022,Rural regions,Owner,No,0.12142,403,3159,0.11003,0.13281
2022,Rural regions,Tenant,Yes,0.71023,2157,3072,0.69418,0.72627
2022,Rural regions,Tenant,No,0.28977,915,3072,0.27373,0.30582
