year,hhtyp,regtyp,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Single parent,Urban regions,No,0.32190,69,204,0.25763,0.38617
1987,Single parent,Rural regions,Yes,0.62455,42,42,0.47632,0.77277
1987,Couple with children,Urban regions,Yes,0.75224,1122,1689,0.73164,0.77283
1987,Couple with children,Urban regions,No,0.24776,567,1689,0.22717,0.26836
1987,Couple with children,Rural regions,Yes,0.79040,342,454,0.75292,0.82788
1987,Couple with children,Rural regions,No,0.20960,112,454,0.17212,0.24708
1987,Multi-generational household,Urban regions,Yes,0.60083,43,80,0.49284,0.70882
1987,Multi-generational household,Urban regions,No,0.39917,37,80,0.29118,0.50716
1987,Other Combinations,Urban regions,Yes,0.64586,56,90,0.54650,0.74522
1987,Other Combinations,Urban regions,No,0.35414,34,90,0.25478,0.45350
1988,Single-person household,Urban regions,Yes,0.58679,480,853,0.55372,0.61985
1988,Single-person household,Urban regions,No,0.41321,373,853,0.38015,0.44628
1988,Single-person household,Rural regions,Yes,0.60226,97,163,0.52690,0.67763
1988,Single-person household,Rural regions,No,0.39774,66,163,0.32237,0.47310
1988,Couple without children,Urban regions,Yes,0.74041,635,919,0.71205,0.76877
1988,Couple without children,Urban regions,No,0.25959,284,919,0.23123,0.28795
1988,Couple without children,Rural regions,Yes,0.66815,141,225,0.60648,0.72981
1988,Couple without children,Rural regions,No,0.33185,84,225,0.27019,0.39352
1988,Single parent,Urban regions,Yes,0.68285,135,203,0.61867,0.74702
1988,Single parent,Urban regions,No,0.31715,68,203,0.25298,0.38133
1988,Single parent,Rural regions,Yes,0.69690,40,40,0.55266,0.84115
1988,Couple with children,Urban regions,Yes,0.76267,1081,1618,0.74194,0.78341
1988,Couple with children,Urban regions,No,0.23733,537,1618,0.21659,0.25806
1988,Couple with children,Rural regions,Yes,0.78250,321,429,0.74341,0.82158
1988,Couple with children,Rural regions,No,0.21750,108,429,0.17842,0.25659
1988,Multi-generational household,Urban regions,Yes,0.65132,35,35,0.49113,0.81151
1988,Other Combinations,Urban regions,Yes,0.69618,51,51,0.56870,0.82366
1989,Single-person household,Urban regions,Yes,0.59515,488,857,0.56227,0.62803
1989,Single-person household,Urban regions,No,0.40485,369,857,0.37197,0.43773
1989,Single-person household,Rural regions,Yes,0.55579,85,157,0.47781,0.63376
1989,Single-person household,Rural regions,No,0.44421,72,157,0.36624,0.52219
1989,Couple without children,Urban regions,Yes,0.74063,622,907,0.71209,0.76917
1989,Couple without children,Urban regions,No,0.25937,285,907,0.23083,0.28791
1989,Couple without children,Rural regions,Yes,0.68198,149,225,0.62099,0.74297
1989,Couple without children,Rural regions,No,0.31802,76,225,0.25703,0.37901
1989,Single parent,Urban regions,Yes,0.71506,135,197,0.65187,0.77826
1989,Single parent,Urban regions,No,0.28494,62,197,0.22174,0.34813
1989,Single parent,Rural regions,Yes,0.63827,32,32,0.46912,0.80742
1989,Couple with children,Urban regions,Yes,0.76806,1053,1555,0.74708,0.78905
1989,Couple with children,Urban regions,No,0.23194,502,1555,0.21095,0.25292
1989,Couple with children,Rural regions,Yes,0.77562,295,401,0.73474,0.81651
1989,Couple with children,Rural regions,No,0.22438,106,401,0.18349,0.26526
1989,Multi-generational household,Urban regions,Yes,0.69020,38,72,0.58264,0.79776
1989,Multi-generational household,Urban regions,No,0.30980,34,72,0.20224,0.41736
1989,Other Combinations,Urban regions,Yes,0.73563,49,49,0.61087,0.86039
1990,Single-person household,Urban regions,Yes,0.61697,501,840,0.58408,0.64987
1990,Single-person household,Urban regions,No,0.38303,339,840,0.35013,0.41592
1990,Single-person household,Rural regions,Yes,0.63026,140,217,0.56588,0.69463
1990,Single-person household,Rural regions,No,0.36974,77,217,0.30537,0.43412
1990,Couple without children,Urban regions,Yes,0.73941,692,986,0.71200,0.76683
1990,Couple without children,Urban regions,No,0.26059,294,986,0.23317,0.28800
1990,Couple without children,Rural regions,Yes,0.74376,263,344,0.69756,0.78996
1990,Couple without children,Rural regions,No,0.25624,81,344,0.21004,0.30244
1990,Single parent,Urban regions,Yes,0.78909,184,238,0.73715,0.84103
1990,Single parent,Urban regions,No,0.21091,54,238,0.15897,0.26285
1990,Single parent,Rural regions,Yes,0.74290,59,59,0.63042,0.85538
1990,Couple with children,Urban regions,Yes,0.78004,1199,1695,0.76031,0.79976
1990,Couple with children,Urban regions,No,0.21996,496,1695,0.20024,0.23969
1990,Couple with children,Rural regions,Yes,0.82133,618,725,0.79342,0.84923
1990,Couple with children,Rural regions,No,0.17867,107,725,0.15077,0.20658
1990,Multi-generational household,Urban regions,Yes,0.75561,57,91,0.66683,0.84439
1990,Multi-generational household,Urban regions,No,0.24439,34,91,0.15561,0.33317
1990,Multi-generational household,Rural regions,Yes,0.75241,32,32,0.60048,0.90435
1990,Other Combinations,Urban regions,Yes,0.68508,49,49,0.55368,0.81649
1991,Single-person household,Urban regions,Yes,0.59145,511,930,0.55984,0.62306
1991,Single-person household,Urban regions,No,0.40855,419,930,0.37694,0.44016
1991,Single-person household,Rural regions,Yes,0.47498,144,331,0.42110,0.52886
1991,Single-person household,Rural regions,No,0.52502,187,331,0.47114,0.57890
1991,Couple without children,Urban regions,Yes,0.71832,731,1093,0.69164,0.74500
1991,Couple without children,Urban regions,No,0.28168,362,1093,0.25500,0.30836
1991,Couple without children,Rural regions,Yes,0.56308,269,533,0.52094,0.60523
1991,Couple without children,Rural regions,No,0.43692,264,533,0.39477,0.47906
1991,Single parent,Urban regions,Yes,0.69097,173,264,0.63512,0.74681
1991,Single parent,Urban regions,No,0.30903,91,264,0.25319,0.36488
1991,Single parent,Rural regions,Yes,0.63798,68,114,0.54937,0.72659
1991,Single parent,Rural regions,No,0.36202,46,114,0.27341,0.45063
1991,Couple with children,Urban regions,Yes,0.76215,1246,1863,0.74281,0.78149
1991,Couple with children,Urban regions,No,0.23785,617,1863,0.21851,0.25719
1991,Couple with children,Rural regions,Yes,0.63700,614,1086,0.60839,0.66562
1991,Couple with children,Rural regions,No,0.36300,472,1086,0.33438,0.39161
1991,Multi-generational household,Urban regions,Yes,0.71875,52,92,0.62638,0.81113
1991,Multi-generational household,Urban regions,No,0.28125,40,92,0.18887,0.37362
1991,Multi-generational household,Rural regions,Yes,0.64935,31,31,0.47860,0.82011
1991,Other Combinations,Urban regions,Yes,0.65469,51,51,0.52290,0.78648
1991,Other Combinations,Rural regions,No,0.60385,43,43,0.45593,0.75177
1992,Single-person household,Urban regions,Yes,0.61391,532,920,0.58243,0.64539
1992,Single-person household,Urban regions,No,0.38609,388,920,0.35461,0.41757
1992,Single-person household,Rural regions,Yes,0.49327,150,330,0.43925,0.54730
1992,Single-person household,Rural regions,No,0.50673,180,330,0.45270,0.56075
1992,Couple without children,Urban regions,Yes,0.72045,756,1126,0.69423,0.74668
1992,Couple without children,Urban regions,No,0.27955,370,1126,0.25332,0.30577
1992,Couple without children,Rural regions,Yes,0.59683,268,502,0.55388,0.63979
1992,Couple without children,Rural regions,No,0.40317,234,502,0.36021,0.44612
1992,Single parent,Urban regions,Yes,0.74558,179,265,0.69304,0.79812
1992,Single parent,Urban regions,No,0.25442,86,265,0.20188,0.30696
1992,Single parent,Rural regions,Yes,0.61239,63,119,0.52449,0.70030
1992,Single parent,Rural regions,No,0.38761,56,119,0.29970,0.47551
1992,Couple with children,Urban regions,Yes,0.76933,1214,1792,0.74982,0.78884
1992,Couple with children,Urban regions,No,0.23067,578,1792,0.21116,0.25018
1992,Couple with children,Rural regions,Yes,0.66338,597,1022,0.63439,0.69237
1992,Couple with children,Rural regions,No,0.33662,425,1022,0.30763,0.36561
1992,Multi-generational household,Urban regions,Yes,0.73036,49,84,0.63489,0.82583
1992,Multi-generational household,Urban regions,No,0.26964,35,84,0.17417,0.36511
1992,Multi-generational household,Rural regions,Yes,0.71116,33,33,0.55413,0.86819
1992,Other Combinations,Urban regions,Yes,0.65911,57,93,0.56225,0.75597
1992,Other Combinations,Urban regions,No,0.34089,36,93,0.24403,0.43775
1992,Other Combinations,Rural regions,No,0.58488,44,44,0.43760,0.73215
1993,Single-person household,Urban regions,Yes,0.62014,548,935,0.58901,0.65127
1993,Single-person household,Urban regions,No,0.37986,387,935,0.34873,0.41099
1993,Single-person household,Rural regions,Yes,0.49428,167,366,0.44299,0.54558
1993,Single-person household,Rural regions,No,0.50572,199,366,0.45442,0.55701
1993,Couple without children,Urban regions,Yes,0.72373,775,1142,0.69779,0.74968
1993,Couple without children,Urban regions,No,0.27627,367,1142,0.25032,0.30221
1993,Couple without children,Rural regions,Yes,0.60057,280,521,0.55848,0.64267
1993,Couple without children,Rural regions,No,0.39943,241,521,0.35733,0.44152
1993,Single parent,Urban regions,Yes,0.75835,174,251,0.70529,0.81142
1993,Single parent,Urban regions,No,0.24165,77,251,0.18858,0.29471
1993,Single parent,Rural regions,Yes,0.56606,56,115,0.47508,0.65704
1993,Single parent,Rural regions,No,0.43394,59,115,0.34296,0.52492
1993,Couple with children,Urban regions,Yes,0.77317,1181,1742,0.75349,0.79284
1993,Couple with children,Urban regions,No,0.22683,561,1742,0.20716,0.24651
1993,Couple with children,Rural regions,Yes,0.65272,568,987,0.62301,0.68244
1993,Couple with children,Rural regions,No,0.34728,419,987,0.31756,0.37699
1993,Multi-generational household,Urban regions,Yes,0.70652,49,83,0.60796,0.80508
1993,Multi-generational household,Urban regions,No,0.29348,34,83,0.19492,0.39204
1993,Multi-generational household,Rural regions,Yes,0.78980,39,39,0.66025,0.91935
1993,Other Combinations,Urban regions,Yes,0.63217,58,96,0.53520,0.72914
1993,Other Combinations,Urban regions,No,0.36783,38,96,0.27086,0.46480
1993,Other Combinations,Rural regions,No,0.59687,38,38,0.43881,0.75493
1994,Single-person household,Urban regions,Yes,0.61479,539,926,0.58343,0.64615
1994,Single-person household,Urban regions,No,0.38521,387,926,0.35385,0.41657
1994,Single-person household,Rural regions,Yes,0.50688,175,368,0.45573,0.55803
1994,Single-person household,Rural regions,No,0.49312,193,368,0.44197,0.54427
1994,Couple without children,Urban regions,Yes,0.74260,803,1157,0.71739,0.76780
1994,Couple without children,Urban regions,No,0.25740,354,1157,0.23220,0.28261
1994,Couple without children,Rural regions,Yes,0.60348,297,547,0.56245,0.64451
1994,Couple without children,Rural regions,No,0.39652,250,547,0.35549,0.43755
1994,Single parent,Urban regions,Yes,0.70622,161,241,0.64859,0.76385
1994,Single parent,Urban regions,No,0.29378,80,241,0.23615,0.35141
1994,Single parent,Rural regions,Yes,0.59787,53,108,0.50496,0.69078
1994,Single parent,Rural regions,No,0.40213,55,108,0.30922,0.49504
1994,Couple with children,Urban regions,Yes,0.78258,1163,1681,0.76285,0.80230
1994,Couple with children,Urban regions,No,0.21742,518,1681,0.19770,0.23715
1994,Couple with children,Rural regions,Yes,0.66803,561,948,0.63804,0.69803
1994,Couple with children,Rural regions,No,0.33197,387,948,0.30197,0.36196
1994,Multi-generational household,Urban regions,Yes,0.69534,45,45,0.55934,0.83134
1994,Multi-generational household,Rural regions,Yes,0.78955,35,35,0.65253,0.92657
1994,Other Combinations,Urban regions,Yes,0.71485,66,100,0.62591,0.80378
1994,Other Combinations,Urban regions,No,0.28515,34,100,0.19622,0.37409
1994,Other Combinations,Rural regions,No,0.54621,32,32,0.37095,0.72147
1995,Single-person household,Urban regions,Yes,0.63155,571,962,0.60105,0.66205
1995,Single-person household,Urban regions,No,0.36845,391,962,0.33795,0.39895
1995,Single-person household,Rural regions,Yes,0.50849,170,368,0.45735,0.55964
1995,Single-person household,Rural regions,No,0.49151,198,368,0.44036,0.54265
1995,Couple without children,Urban regions,Yes,0.75238,836,1194,0.72789,0.77687
1995,Couple without children,Urban regions,No,0.24762,358,1194,0.22313,0.27211
1995,Couple without children,Rural regions,Yes,0.64505,328,561,0.60542,0.68469
1995,Couple without children,Rural regions,No,0.35495,233,561,0.31531,0.39458
1995,Single parent,Urban regions,Yes,0.72963,169,243,0.67367,0.78559
1995,Single parent,Urban regions,No,0.27037,74,243,0.21441,0.32633
1995,Single parent,Rural regions,Yes,0.59244,62,119,0.50378,0.68110
1995,Single parent,Rural regions,No,0.40756,57,119,0.31890,0.49622
1995,Couple with children,Urban regions,Yes,0.79037,1213,1721,0.77114,0.80961
1995,Couple with children,Urban regions,No,0.20963,508,1721,0.19039,0.22886
1995,Couple with children,Rural regions,Yes,0.68417,601,987,0.65516,0.71319
1995,Couple with children,Rural regions,No,0.31583,386,987,0.28681,0.34484
1995,Multi-generational household,Urban regions,Yes,0.69839,51,85,0.60024,0.79654
1995,Multi-generational household,Urban regions,No,0.30161,34,85,0.20346,0.39976
1995,Multi-generational household,Rural regions,Yes,0.77166,31,31,0.62145,0.92187
1995,Other Combinations,Urban regions,Yes,0.75548,73,73,0.65621,0.85476
1995,Other Combinations,Rural regions,Yes,0.62991,34,34,0.46518,0.79465
1996,Single-person household,Urban regions,Yes,0.63936,584,964,0.60903,0.66969
1996,Single-person household,Urban regions,No,0.36064,380,964,0.33031,0.39097
1996,Single-person household,Rural regions,Yes,0.53811,189,394,0.48882,0.58740
1996,Single-person household,Rural regions,No,0.46189,205,394,0.41260,0.51118
1996,Couple without children,Urban regions,Yes,0.76686,842,1194,0.74286,0.79085
1996,Couple without children,Urban regions,No,0.23314,352,1194,0.20915,0.25714
1996,Couple without children,Rural regions,Yes,0.66233,352,585,0.62397,0.70069
1996,Couple without children,Rural regions,No,0.33767,233,585,0.29931,0.37603
1996,Single parent,Urban regions,Yes,0.70472,174,252,0.64829,0.76116
1996,Single parent,Urban regions,No,0.29528,78,252,0.23884,0.35171
1996,Single parent,Rural regions,Yes,0.62320,66,118,0.53539,0.71100
1996,Single parent,Rural regions,No,0.37680,52,118,0.28900,0.46461
1996,Couple with children,Urban regions,Yes,0.80082,1218,1677,0.78170,0.81994
1996,Couple with children,Urban regions,No,0.19918,459,1677,0.18006,0.21830
1996,Couple with children,Rural regions,Yes,0.69987,587,932,0.67043,0.72931
1996,Couple with children,Rural regions,No,0.30013,345,932,0.27069,0.32957
1996,Multi-generational household,Urban regions,Yes,0.68258,45,45,0.54504,0.82011
1996,Multi-generational household,Rural regions,Yes,0.77293,31,31,0.62301,0.92284
1996,Other Combinations,Urban regions,Yes,0.70759,61,61,0.59249,0.82268
1996,Other Combinations,Rural regions,Yes,0.65343,35,35,0.49346,0.81339
1997,Single-person household,Urban regions,Yes,0.64073,566,947,0.61015,0.67130
1997,Single-person household,Urban regions,No,0.35927,381,947,0.32870,0.38985
1997,Single-person household,Rural regions,Yes,0.56121,199,382,0.51138,0.61104
1997,Single-person household,Rural regions,No,0.43879,183,382,0.38896,0.48862
1997,Couple without children,Urban regions,Yes,0.77568,871,1210,0.75217,0.79920
1997,Couple without children,Urban regions,No,0.22432,339,1210,0.20080,0.24783
1997,Couple without children,Rural regions,Yes,0.65656,357,603,0.61863,0.69449
1997,Couple without children,Rural regions,No,0.34344,246,603,0.30551,0.38137
1997,Single parent,Urban regions,Yes,0.75314,173,250,0.69958,0.80670
1997,Single parent,Urban regions,No,0.24686,77,250,0.19330,0.30042
1997,Single parent,Rural regions,Yes,0.66001,74,124,0.57629,0.74373
1997,Single parent,Rural regions,No,0.33999,50,124,0.25627,0.42371
1997,Couple with children,Urban regions,Yes,0.81627,1204,1614,0.79737,0.83517
1997,Couple with children,Urban regions,No,0.18373,410,1614,0.16483,0.20263
1997,Couple with children,Rural regions,Yes,0.71277,590,906,0.68329,0.74225
1997,Couple with children,Rural regions,No,0.28723,316,906,0.25775,0.31671
1997,Multi-generational household,Urban regions,Yes,0.72783,46,46,0.59778,0.85787
1997,Other Combinations,Urban regions,Yes,0.73073,62,62,0.61941,0.84205
1998,Single-person household,Urban regions,Yes,0.64671,739,1204,0.61970,0.67372
1998,Single-person household,Urban regions,No,0.35329,465,1204,0.32628,0.38030
1998,Single-person household,Rural regions,Yes,0.54538,250,480,0.50079,0.58997
1998,Single-person household,Rural regions,No,0.45462,230,480,0.41003,0.49921
1998,Couple without children,Urban regions,Yes,0.78727,1065,1435,0.76609,0.80846
1998,Couple without children,Urban regions,No,0.21273,370,1435,0.19154,0.23391
1998,Couple without children,Rural regions,Yes,0.68183,464,728,0.64797,0.71568
1998,Couple without children,Rural regions,No,0.31817,264,728,0.28432,0.35203
1998,Single parent,Urban regions,Yes,0.73889,209,302,0.68927,0.78851
1998,Single parent,Urban regions,No,0.26111,93,302,0.21149,0.31073
1998,Single parent,Rural regions,Yes,0.72452,97,144,0.65129,0.79774
1998,Single parent,Rural regions,No,0.27548,47,144,0.20226,0.34871
1998,Couple with children,Urban regions,Yes,0.81044,1367,1783,0.79224,0.82864
1998,Couple with children,Urban regions,No,0.18956,416,1783,0.17136,0.20776
1998,Couple with children,Rural regions,Yes,0.75587,718,1021,0.72951,0.78223
1998,Couple with children,Rural regions,No,0.24413,303,1021,0.21777,0.27049
1998,Multi-generational household,Urban regions,Yes,0.71151,45,45,0.57764,0.84538
1998,Other Combinations,Urban regions,Yes,0.75001,74,74,0.65067,0.84934
1998,Other Combinations,Rural regions,Yes,0.65856,33,33,0.49426,0.82286
1999,Single-person household,Urban regions,Yes,0.64681,693,1138,0.61903,0.67459
1999,Single-person household,Urban regions,No,0.35319,445,1138,0.32541,0.38097
1999,Single-person household,Rural regions,Yes,0.57408,259,471,0.52937,0.61879
1999,Single-person household,Rural regions,No,0.42592,212,471,0.38121,0.47063
1999,Couple without children,Urban regions,Yes,0.79396,1055,1408,0.77282,0.81509
1999,Couple without children,Urban regions,No,0.20604,353,1408,0.18491,0.22718
1999,Couple without children,Rural regions,Yes,0.70028,469,726,0.66694,0.73363
1999,Couple without children,Rural regions,No,0.29972,257,726,0.26637,0.33306
1999,Single parent,Urban regions,Yes,0.75189,196,280,0.70120,0.80257
1999,Single parent,Urban regions,No,0.24811,84,280,0.19743,0.29880
1999,Single parent,Rural regions,Yes,0.72428,108,160,0.65482,0.79374
1999,Single parent,Rural regions,No,0.27572,52,160,0.20626,0.34518
1999,Couple with children,Urban regions,Yes,0.82262,1361,1736,0.80465,0.84060
1999,Couple with children,Urban regions,No,0.17738,375,1736,0.15940,0.19535
1999,Couple with children,Rural regions,Yes,0.75840,687,971,0.73146,0.78534
1999,Couple with children,Rural regions,No,0.24160,284,971,0.21466,0.26854
1999,Multi-generational household,Urban regions,Yes,0.71897,43,43,0.58303,0.85492
2000,Single-person household,Urban regions,Yes,0.64861,1410,2241,0.62884,0.66839
2000,Single-person household,Urban regions,No,0.35139,831,2241,0.33161,0.37116
2000,Single-person household,Rural regions,Yes,0.55007,519,962,0.51862,0.58153
2000,Single-person household,Rural regions,No,0.44993,443,962,0.41847,0.48138
2000,Couple without children,Urban regions,Yes,0.81098,2080,2615,0.79597,0.82598
2000,Couple without children,Urban regions,No,0.18902,535,2615,0.17402,0.20403
2000,Couple without children,Rural regions,Yes,0.70485,880,1312,0.68016,0.72954
2000,Couple without children,Rural regions,No,0.29515,432,1312,0.27046,0.31984
2000,Single parent,Urban regions,Yes,0.74660,360,499,0.70840,0.78481
2000,Single parent,Urban regions,No,0.25340,139,499,0.21519,0.29160
2000,Single parent,Rural regions,Yes,0.68778,159,247,0.62987,0.74569
2000,Single parent,Rural regions,No,0.31222,88,247,0.25431,0.37013
2000,Couple with children,Urban regions,Yes,0.82425,2368,2928,0.81046,0.83804
2000,Couple with children,Urban regions,No,0.17575,560,2928,0.16196,0.18954
2000,Couple with children,Rural regions,Yes,0.75538,1210,1652,0.73464,0.77611
2000,Couple with children,Rural regions,No,0.24462,442,1652,0.22389,0.26536
2000,Multi-generational household,Urban regions,Yes,0.82347,79,79,0.73886,0.90809
2000,Multi-generational household,Rural regions,Yes,0.70439,46,46,0.57107,0.83772
2000,Other Combinations,Urban regions,Yes,0.76618,77,77,0.67102,0.86134
2000,Other Combinations,Rural regions,Yes,0.58472,31,31,0.40839,0.76106
2001,Single-person household,Urban regions,Yes,0.66137,1302,2021,0.64073,0.68201
2001,Single-person household,Urban regions,No,0.33863,719,2021,0.31799,0.35927
2001,Single-person household,Rural regions,Yes,0.56470,463,846,0.53127,0.59813
2001,Single-person household,Rural regions,No,0.43530,383,846,0.40187,0.46873
2001,Couple without children,Urban regions,Yes,0.81286,1863,2340,0.79705,0.82867
2001,Couple without children,Urban regions,No,0.18714,477,2340,0.17133,0.20295
2001,Couple without children,Rural regions,Yes,0.72274,829,1203,0.69743,0.74805
2001,Couple without children,Rural regions,No,0.27726,374,1203,0.25195,0.30257
2001,Single parent,Urban regions,Yes,0.70886,322,455,0.66707,0.75065
2001,Single parent,Urban regions,No,0.29114,133,455,0.24935,0.33293
2001,Single parent,Rural regions,Yes,0.68280,149,232,0.62278,0.74281
2001,Single parent,Rural regions,No,0.31720,83,232,0.25719,0.37722
2001,Couple with children,Urban regions,Yes,0.83626,2183,2654,0.82218,0.85034
2001,Couple with children,Urban regions,No,0.16374,471,2654,0.14966,0.17782
2001,Couple with children,Rural regions,Yes,0.76865,1080,1462,0.74703,0.79027
2001,Couple with children,Rural regions,No,0.23135,382,1462,0.20973,0.25297
2001,Multi-generational household,Urban regions,Yes,0.79340,81,81,0.70468,0.88212
2001,Multi-generational household,Rural regions,Yes,0.73201,38,38,0.58929,0.87472
2001,Other Combinations,Urban regions,Yes,0.79927,62,62,0.69875,0.89978
2002,Single-person household,Urban regions,Yes,0.67248,1334,2026,0.65204,0.69292
2002,Single-person household,Urban regions,No,0.32752,692,2026,0.30708,0.34796
2002,Single-person household,Rural regions,Yes,0.56316,460,837,0.52954,0.59678
2002,Single-person household,Rural regions,No,0.43684,377,837,0.40322,0.47046
2002,Couple without children,Urban regions,Yes,0.82297,2145,2592,0.80827,0.83767
2002,Couple without children,Urban regions,No,0.17703,447,2592,0.16233,0.19173
2002,Couple without children,Rural regions,Yes,0.72109,873,1246,0.69618,0.74600
2002,Couple without children,Rural regions,No,0.27891,373,1246,0.25400,0.30382
2002,Single parent,Urban regions,Yes,0.72013,318,438,0.67803,0.76222
2002,Single parent,Urban regions,No,0.27987,120,438,0.23778,0.32197
2002,Single parent,Rural regions,Yes,0.67631,154,239,0.61686,0.73575
2002,Single parent,Rural regions,No,0.32369,85,239,0.26425,0.38314
2002,Couple with children,Urban regions,Yes,0.84895,2425,2846,0.83579,0.86211
2002,Couple with children,Urban regions,No,0.15105,421,2846,0.13789,0.16421
2002,Couple with children,Rural regions,Yes,0.76207,1106,1468,0.74028,0.78386
2002,Couple with children,Rural regions,No,0.23793,362,1468,0.21614,0.25972
2002,Multi-generational household,Urban regions,Yes,0.76575,71,71,0.66653,0.86497
2002,Multi-generational household,Rural regions,Yes,0.74939,44,44,0.61986,0.87892
2002,Other Combinations,Urban regions,Yes,0.76336,67,67,0.66082,0.86590
2003,Single-person household,Urban regions,Yes,0.67833,1340,2004,0.65787,0.69878
2003,Single-person household,Urban regions,No,0.32167,664,2004,0.30122,0.34213
2003,Single-person household,Rural regions,Yes,0.57586,470,824,0.54210,0.60963
2003,Single-person household,Rural regions,No,0.42414,354,824,0.39037,0.45790
2003,Couple without children,Urban regions,Yes,0.82118,2084,2513,0.80620,0.83617
2003,Couple without children,Urban regions,No,0.17882,429,2513,0.16383,0.19380
2003,Couple without children,Rural regions,Yes,0.72422,871,1241,0.69935,0.74910
2003,Couple without children,Rural regions,No,0.27578,370,1241,0.25090,0.30065
