year,hhtyp,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Other Combinations,No,0.44945,76,157,0.37139,0.52751
1994,Single-person household,Yes,0.58598,714,1294,0.55913,0.61283
1994,Single-person household,No,0.41402,580,1294,0.38717,0.44087
1994,Couple without children,Yes,0.70135,1100,1704,0.67962,0.72309
1994,Couple without children,No,0.29865,604,1704,0.27691,0.32038
1994,Single parent,Yes,0.67510,214,349,0.62590,0.72431
1994,Single parent,No,0.32490,135,349,0.27569,0.37410
1994,Couple with children,Yes,0.74448,1724,2629,0.72781,0.76116
1994,Couple with children,No,0.25552,905,2629,0.23884,0.27219
1994,Multi-generational household,Yes,0.74146,80,134,0.66705,0.81587
1994,Multi-generational household,No,0.25854,54,134,0.18413,0.33295
1994,Other Combinations,Yes,0.62573,92,158,0.55003,0.70143
1994,Other Combinations,No,0.37427,66,158,0.29857,0.44997
1995,Single-person household,Yes,0.60005,741,1330,0.57371,0.62639
1995,Single-person household,No,0.39995,589,1330,0.37361,0.42629
1995,Couple without children,Yes,0.72051,1164,1755,0.69951,0.74151
1995,Couple without children,No,0.27949,591,1755,0.25849,0.30049
1995,Single parent,Yes,0.68771,231,362,0.63990,0.73552
1995,Single parent,No,0.31229,131,362,0.26448,0.36010
1995,Couple with children,Yes,0.75412,1814,2708,0.73790,0.77035
1995,Couple with children,No,0.24588,894,2708,0.22965,0.26210
1995,Multi-generational household,Yes,0.73115,82,134,0.65579,0.80650
1995,Multi-generational household,No,0.26885,52,134,0.19350,0.34421
1995,Other Combinations,Yes,0.71026,107,158,0.63930,0.78123
1995,Other Combinations,No,0.28974,51,158,0.21877,0.36070
1996,Single-person household,Yes,0.61260,773,1358,0.58668,0.63852
1996,Single-person household,No,0.38740,585,1358,0.36148,0.41332
1996,Couple without children,Yes,0.73601,1194,1779,0.71552,0.75650
1996,Couple without children,No,0.26399,585,1779,0.24350,0.28448
1996,Single parent,Yes,0.68028,240,370,0.63270,0.72787
1996,Single parent,No,0.31972,130,370,0.27213,0.36730
1996,Couple with children,Yes,0.76777,1805,2609,0.75156,0.78397
1996,Couple with children,No,0.23223,804,2609,0.21603,0.24844
1996,Multi-generational household,Yes,0.72384,76,122,0.64418,0.80351
1996,Multi-generational household,No,0.27616,46,122,0.19649,0.35582
1996,Other Combinations,Yes,0.68621,96,146,0.61068,0.76174
1996,Other Combinations,No,0.31379,50,146,0.23826,0.38932
1997,Single-person household,Yes,0.62096,766,1330,0.59488,0.64704
1997,Single-person household,No,0.37904,564,1330,0.35296,0.40512
1997,Couple without children,Yes,0.73947,1228,1813,0.71926,0.75968
1997,Couple without children,No,0.26053,585,1813,0.24032,0.28074
1997,Single parent,Yes,0.72480,247,374,0.67947,0.77012
1997,Single parent,No,0.27520,127,374,0.22988,0.32053
1997,Couple with children,Yes,0.78225,1794,2520,0.76614,0.79837
1997,Couple with children,No,0.21775,726,2520,0.20163,0.23386
1997,Multi-generational household,Yes,0.74498,75,117,0.66565,0.82430
1997,Multi-generational household,No,0.25502,42,117,0.17570,0.33435
1997,Other Combinations,Yes,0.67145,91,144,0.59446,0.74843
1997,Other Combinations,No,0.32855,53,144,0.25157,0.40554
1998,Single-person household,Yes,0.62063,989,1684,0.59745,0.64381
1998,Single-person household,No,0.37937,695,1684,0.35619,0.40255
1998,Couple without children,Yes,0.75490,1529,2163,0.73677,0.77304
1998,Couple without children,No,0.24510,634,2163,0.22696,0.26323
1998,Single parent,Yes,0.73485,306,446,0.69384,0.77587
1998,Single parent,No,0.26515,140,446,0.22413,0.30616
1998,Couple with children,Yes,0.79199,2085,2804,0.77696,0.80701
1998,Couple with children,No,0.20801,719,2804,0.19299,0.22304
1998,Multi-generational household,Yes,0.72284,69,106,0.63723,0.80846
1998,Multi-generational household,No,0.27716,37,106,0.19154,0.36277
1998,Other Combinations,Yes,0.71855,107,159,0.64842,0.78867
1998,Other Combinations,No,0.28145,52,159,0.21133,0.35158
1999,Single-person household,Yes,0.62738,952,1609,0.60375,0.65101
1999,Single-person household,No,0.37262,657,1609,0.34899,0.39625
1999,Couple without children,Yes,0.76512,1524,2134,0.74713,0.78311
1999,Couple without children,No,0.23488,610,2134,0.21689,0.25287
1999,Single parent,Yes,0.74326,304,440,0.70240,0.78412
1999,Single parent,No,0.25674,136,440,0.21588,0.29760
1999,Couple with children,Yes,0.80165,2048,2707,0.78662,0.81667
1999,Couple with children,No,0.19835,659,2707,0.18333,0.21338
1999,Multi-generational household,Yes,0.73931,66,99,0.65239,0.82623
1999,Multi-generational household,No,0.26069,33,99,0.17377,0.34761
1999,Other Combinations,Yes,0.74294,47,47,0.61665,0.86923
2000,Single-person household,Yes,0.62125,1929,3203,0.60444,0.63805
2000,Single-person household,No,0.37875,1274,3203,0.36195,0.39556
2000,Couple without children,Yes,0.77814,2960,3927,0.76515,0.79114
2000,Couple without children,No,0.22186,967,3927,0.20886,0.23485
2000,Single parent,Yes,0.72843,519,746,0.69649,0.76037
2000,Single parent,No,0.27157,227,746,0.23963,0.30351
2000,Couple with children,Yes,0.80124,3578,4580,0.78968,0.81280
2000,Couple with children,No,0.19876,1002,4580,0.18720,0.21032
2000,Multi-generational household,Yes,0.77534,125,166,0.71165,0.83902
2000,Multi-generational household,No,0.22466,41,166,0.16098,0.28835
2000,Other Combinations,Yes,0.70246,108,158,0.63095,0.77397
2000,Other Combinations,No,0.29754,50,158,0.22603,0.36905
2001,Single-person household,Yes,0.63485,1765,2867,0.61722,0.65248
2001,Single-person household,No,0.36515,1102,2867,0.34752,0.38278
2001,Couple without children,Yes,0.78468,2692,3543,0.77115,0.79822
2001,Couple without children,No,0.21532,851,3543,0.20178,0.22885
2001,Single parent,Yes,0.70084,471,687,0.66657,0.73510
2001,Single parent,No,0.29916,216,687,0.26490,0.33343
2001,Couple with children,Yes,0.81388,3263,4116,0.80199,0.82577
2001,Couple with children,No,0.18612,853,4116,0.17423,0.19801
2001,Multi-generational household,Yes,0.76999,119,157,0.70395,0.83603
2001,Multi-generational household,No,0.23001,38,157,0.16397,0.29605
2001,Other Combinations,Yes,0.75357,87,123,0.67710,0.83004
2001,Other Combinations,No,0.24643,36,123,0.16996,0.32290
2002,Single-person household,Yes,0.64328,1794,2863,0.62573,0.66083
2002,Single-person household,No,0.35672,1069,2863,0.33917,0.37427
2002,Couple without children,Yes,0.79083,3018,3838,0.77796,0.80370
2002,Couple without children,No,0.20917,820,3838,0.19630,0.22204
2002,Single parent,Yes,0.70602,472,677,0.67168,0.74037
2002,Single parent,No,0.29398,205,677,0.25963,0.32832
2002,Couple with children,Yes,0.81975,3531,4314,0.80828,0.83122
2002,Couple with children,No,0.18025,783,4314,0.16878,0.19172
2002,Multi-generational household,Yes,0.75851,115,146,0.68885,0.82817
2002,Multi-generational household,No,0.24149,31,146,0.17183,0.31115
2002,Other Combinations,Yes,0.74169,89,127,0.66526,0.81812
2002,Other Combinations,No,0.25831,38,127,0.18188,0.33474
2003,Single-person household,Yes,0.65091,1810,2828,0.63334,0.66848
2003,Single-person household,No,0.34909,1018,2828,0.33152,0.36666
2003,Couple without children,Yes,0.78999,2955,3754,0.77696,0.80302
2003,Couple without children,No,0.21001,799,3754,0.19698,0.22304
2003,Single parent,Yes,0.71483,476,676,0.68077,0.74889
2003,Single parent,No,0.28517,200,676,0.25111,0.31923
2003,Couple with children,Yes,0.82759,3345,4061,0.81597,0.83921
2003,Couple with children,No,0.17241,716,4061,0.16079,0.18403
2003,Multi-generational household,Yes,0.71077,90,90,0.61657,0.80497
2003,Other Combinations,Yes,0.64937,72,110,0.55979,0.73895
2003,Other Combinations,No,0.35063,38,110,0.26105,0.44021
2004,Single-person household,Yes,0.65844,1801,2765,0.64076,0.67612
2004,Single-person household,No,0.34156,964,2765,0.32388,0.35924
2004,Couple without children,Yes,0.79975,2996,3751,0.78694,0.81256
2004,Couple without children,No,0.20025,755,3751,0.18744,0.21306
2004,Single parent,Yes,0.73452,476,660,0.70081,0.76824
2004,Single parent,No,0.26548,184,660,0.23176,0.29919
2004,Couple with children,Yes,0.82812,3211,3883,0.81625,0.83999
2004,Couple with children,No,0.17188,672,3883,0.16001,0.18375
2004,Multi-generational household,Yes,0.70305,82,82,0.60354,0.80255
2004,Other Combinations,Yes,0.70975,72,105,0.62251,0.79698
2004,Other Combinations,No,0.29025,33,105,0.20302,0.37749
2005,Single-person household,Yes,0.67687,1912,2892,0.65982,0.69392
2005,Single-person household,No,0.32313,980,2892,0.30608,0.34018
2005,Couple without children,Yes,0.81374,2976,3687,0.80117,0.82631
2005,Couple without children,No,0.18626,711,3687,0.17369,0.19883
2005,Single parent,Yes,0.70560,486,691,0.67159,0.73961
2005,Single parent,No,0.29440,205,691,0.26039,0.32841
2005,Couple with children,Yes,0.84924,3125,3700,0.83771,0.86078
2005,Couple with children,No,0.15076,575,3700,0.13922,0.16229
2005,Multi-generational household,Yes,0.71825,79,79,0.61842,0.81809
2005,Other Combinations,Yes,0.70216,68,100,0.61207,0.79224
2005,Other Combinations,No,0.29784,32,100,0.20776,0.38793
2006,Single-person household,Yes,0.67568,2189,3282,0.65966,0.69170
2006,Single-person household,No,0.32432,1093,3282,0.30830,0.34034
2006,Couple without children,Yes,0.81893,3420,4154,0.80721,0.83064
2006,Couple without children,No,0.18107,734,4154,0.16936,0.19279
2006,Single parent,Yes,0.73564,560,768,0.70443,0.76685
2006,Single parent,No,0.26436,208,768,0.23315,0.29557
2006,Couple with children,Yes,0.84871,3235,3835,0.83737,0.86006
2006,Couple with children,No,0.15129,600,3835,0.13994,0.16263
2006,Multi-generational household,Yes,0.71838,76,76,0.61659,0.82018
2006,Other Combinations,Yes,0.79177,78,78,0.70107,0.88246
2007,Single-person household,Yes,0.69429,2135,3099,0.67807,0.71052
2007,Single-person household,No,0.30571,964,3099,0.28948,0.32193
2007,Couple without children,Yes,0.83081,3188,3871,0.81900,0.84262
2007,Couple without children,No,0.16919,683,3871,0.15738,0.18100
2007,Single parent,Yes,0.74667,522,710,0.71465,0.77868
2007,Single parent,No,0.25333,188,710,0.22132,0.28535
2007,Couple with children,Yes,0.86389,3062,3573,0.85265,0.87514
2007,Couple with children,No,0.13611,511,3573,0.12486,0.14735
2007,Multi-generational household,Yes,0.70543,64,64,0.59286,0.81800
2007,Other Combinations,Yes,0.68825,62,62,0.57201,0.80449
2008,Single-person household,Yes,0.71071,2097,2979,0.69443,0.72700
2008,Single-person household,No,0.28929,882,2979,0.27300,0.30557
2008,Couple without children,Yes,0.84108,3112,3732,0.82935,0.85281
2008,Couple without children,No,0.15892,620,3732,0.14719,0.17065
2008,Single parent,Yes,0.75505,511,681,0.72273,0.78738
2008,Single parent,No,0.24495,170,681,0.21262,0.27727
2008,Couple with children,Yes,0.86315,2796,3264,0.85136,0.87494
2008,Couple with children,No,0.13685,468,3264,0.12506,0.14864
2008,Multi-generational household,Yes,0.76572,59,59,0.65672,0.87473
2008,Other Combinations,Yes,0.70110,50,50,0.57292,0.82927
2009,Single-person household,Yes,0.71307,2020,2844,0.69644,0.72970
2009,Single-person household,No,0.28693,824,2844,0.27030,0.30356
2009,Couple without children,Yes,0.85004,2976,3548,0.83829,0.86179
2009,Couple without children,No,0.14996,572,3548,0.13821,0.16171
2009,Single parent,Yes,0.77335,471,632,0.74068,0.80602
2009,Single parent,No,0.22665,161,632,0.19398,0.25932
2009,Couple with children,Yes,0.86787,2568,3007,0.85576,0.87998
2009,Couple with children,No,0.13213,439,3007,0.12002,0.14424
2009,Multi-generational household,Yes,0.73690,47,47,0.60965,0.86414
2009,Other Combinations,Yes,0.67201,50,50,0.54056,0.80347
2010,Single-person household,Yes,0.71187,1921,2691,0.69475,0.72898
2010,Single-person household,No,0.28813,770,2691,0.27102,0.30525
2010,Couple without children,Yes,0.85774,2853,3370,0.84594,0.86953
2010,Couple without children,No,0.14226,517,3370,0.13047,0.15406
2010,Single parent,Yes,0.73840,1366,1847,0.71835,0.75844
2010,Single parent,No,0.26160,481,1847,0.24156,0.28165
2010,Couple with children,Yes,0.86400,4816,5712,0.85511,0.87289
2010,Couple with children,No,0.13600,896,5712,0.12711,0.14489
2010,Multi-generational household,Yes,0.89496,81,81,0.82778,0.96215
2010,Other Combinations,Yes,0.75529,48,48,0.63238,0.87820
2011,Single-person household,Yes,0.72240,2510,3533,0.70764,0.73717
2011,Single-person household,No,0.27760,1023,3533,0.26283,0.29236
2011,Couple without children,Yes,0.85607,3698,4372,0.84566,0.86647
2011,Couple without children,No,0.14393,674,4372,0.13353,0.15434
2011,Single parent,Yes,0.77542,1786,2306,0.75839,0.79246
2011,Single parent,No,0.22458,520,2306,0.20754,0.24161
2011,Couple with children,Yes,0.88054,5311,6168,0.87244,0.88863
2011,Couple with children,No,0.11946,857,6168,0.11137,0.12756
2011,Multi-generational household,Yes,0.82541,87,120,0.75721,0.89362
2011,Multi-generational household,No,0.17459,33,120,0.10638,0.24279
2011,Other Combinations,Yes,0.77519,72,72,0.67809,0.87230
2012,Single-person household,Yes,0.72484,2628,3682,0.71041,0.73927
2012,Single-person household,No,0.27516,1054,3682,0.26073,0.28959
2012,Couple without children,Yes,0.86421,3793,4450,0.85414,0.87427
2012,Couple without children,No,0.13579,657,4450,0.12573,0.14586
2012,Single parent,Yes,0.76138,1678,2179,0.74348,0.77928
2012,Single parent,No,0.23862,501,2179,0.22072,0.25652
2012,Couple with children,Yes,0.89091,5025,5774,0.88286,0.89895
2012,Couple with children,No,0.10909,749,5774,0.10105,0.11714
2012,Multi-generational household,Yes,0.80839,87,119,0.73738,0.87940
2012,Multi-generational household,No,0.19161,32,119,0.12060,0.26262
2012,Other Combinations,Yes,0.76637,72,72,0.66795,0.86480
2013,Single-person household,Yes,0.72172,2708,3844,0.70755,0.73588
2013,Single-person household,No,0.27828,1136,3844,0.26412,0.29245
2013,Couple without children,Yes,0.86653,3935,4639,0.85674,0.87632
2013,Couple without children,No,0.13347,704,4639,0.12368,0.14326
2013,Single parent,Yes,0.77317,1744,2245,0.75584,0.79050
2013,Single parent,No,0.22683,501,2245,0.20950,0.24416
2013,Couple with children,Yes,0.88377,5774,6641,0.87607,0.89148
2013,Couple with children,No,0.11623,867,6641,0.10852,0.12393
2013,Multi-generational household,Yes,0.83148,114,145,0.77034,0.89262
2013,Multi-generational household,No,0.16852,31,145,0.10738,0.22966
2013,Other Combinations,Yes,0.75884,266,356,0.71434,0.80335
2013,Other Combinations,No,0.24116,90,356,0.19665,0.28566
2014,Single-person household,Yes,0.73080,2554,3562,0.71623,0.74537
2014,Single-person household,No,0.26920,1008,3562,0.25463,0.28377
2014,Couple without children,Yes,0.87108,3725,4363,0.86114,0.88103
2014,Couple without children,No,0.12892,638,4363,0.11897,0.13886
2014,Single parent,Yes,0.77558,1426,1815,0.75638,0.79478
2014,Single parent,No,0.22442,389,1815,0.20522,0.24362
2014,Couple with children,Yes,0.87792,4961,5700,0.86942,0.88642
2014,Couple with children,No,0.12208,739,5700,0.11358,0.13058
2014,Multi-generational household,Yes,0.84719,98,98,0.77559,0.91879
2014,Other Combinations,Yes,0.75977,200,261,0.70784,0.81170
2014,Other Combinations,No,0.24023,61,261,0.18830,0.29216
2015,Single-person household,Yes,0.73037,2555,3624,0.71591,0.74482
2015,Single-person household,No,0.26963,1069,3624,0.25518,0.28409
2015,Couple without children,Yes,0.87464,3693,4375,0.86482,0.88445
2015,Couple without children,No,0.12536,682,4375,0.11555,0.13518
2015,Single parent,Yes,0.76624,1314,1711,0.74618,0.78630
2015,Single parent,No,0.23376,397,1711,0.21370,0.25382
2015,Couple with children,Yes,0.87877,4866,5657,0.87027,0.88728
2015,Couple with children,No,0.12123,791,5657,0.11272,0.12973
2015,Multi-generational household,Yes,0.88721,113,113,0.82862,0.94580
2015,Other Combinations,Yes,0.80318,193,251,0.75390,0.85247
2015,Other Combinations,No,0.19682,58,251,0.14753,0.24610
2016,Single-person household,Yes,0.72986,2572,3800,0.71574,0.74398
2016,Single-person household,No,0.27014,1228,3800,0.25602,0.28426
2016,Couple without children,Yes,0.87268,3533,4157,0.86254,0.88281
2016,Couple without children,No,0.12732,624,4157,0.11719,0.13746
2016,Single parent,Yes,0.75620,1253,1706,0.73582,0.77659
2016,Single parent,No,0.24380,453,1706,0.22341,0.26418
2016,Couple with children,Yes,0.88198,5049,6204,0.87395,0.89001
2016,Couple with children,No,0.11802,1155,6204,0.10999,0.12605
2016,Multi-generational household,Yes,0.78595,108,146,0.71918,0.85271
2016,Multi-generational household,No,0.21405,38,146,0.14729,0.28082
2016,Other Combinations,Yes,0.84007,255,385,0.80341,0.87673
2016,Other Combinations,No,0.15993,130,385,0.12327,0.19659
2017,Single-person household,Yes,0.72525,2871,4294,0.71190,0.73860
2017,Single-person household,No,0.27475,1423,4294,0.26140,0.28810
2017,Couple without children,Yes,0.88011,4014,4710,0.87083,0.88939
2017,Couple without children,No,0.11989,696,4710,0.11061,0.12917
2017,Single parent,Yes,0.75905,1306,1760,0.73906,0.77904
2017,Single parent,No,0.24095,454,1760,0.22096,0.26094
2017,Couple with children,Yes,0.87905,5547,6831,0.87132,0.88678
2017,Couple with children,No,0.12095,1284,6831,0.11322,0.12868
2017,Multi-generational household,Yes,0.84075,122,163,0.78440,0.89709
2017,Multi-generational household,No,0.15925,41,163,0.10291,0.21560
2017,Other Combinations,Yes,0.79464,341,516,0.75975,0.82953
2017,Other Combinations,No,0.20536,175,516,0.17047,0.24025
2018,Single-person household,Yes,0.73471,2998,4419,0.72169,0.74773
2018,Single-person household,No,0.26529,1421,4419,0.25227,0.27831
2018,Couple without children,Yes,0.88496,3943,4626,0.87577,0.89416
2018,Couple without children,No,0.11504,683,4626,0.10584,0.12423
2018,Single parent,Yes,0.75811,1273,1723,0.73789,0.77834
2018,Single parent,No,0.24189,450,1723,0.22166,0.26211
2018,Couple with children,Yes,0.89077,5249,6376,0.88311,0.89843
2018,Couple with children,No,0.10923,1127,6376,0.10157,0.11689
2018,Multi-generational household,Yes,0.88327,126,126,0.82698,0.93956
2018,Other Combinations,Yes,0.82447,274,397,0.78700,0.86194
2018,Other Combinations,No,0.17553,123,397,0.13806,0.21300
2019,Single-person household,Yes,0.75284,2590,3717,0.73897,0.76671
2019,Single-person household,No,0.24716,1127,3717,0.23329,0.26103
2019,Couple without children,Yes,0.88223,3383,3941,0.87217,0.89230
2019,Couple without children,No,0.11777,558,3941,0.10770,0.12783
2019,Single parent,Yes,0.77403,1088,1436,0.75239,0.79567
2019,Single parent,No,0.22597,348,1436,0.20433,0.24761
2019,Couple with children,Yes,0.89455,4413,5387,0.88634,0.90275
2019,Couple with children,No,0.10545,974,5387,0.09725,0.11366
2019,Multi-generational household,Yes,0.87024,94,94,0.80194,0.93853
2019,Other Combinations,Yes,0.79739,211,310,0.75258,0.84221
2019,Other Combinations,No,0.20261,99,310,0.15779,0.24742
2020,Single-person household,Yes,0.74778,3540,5344,0.73613,0.75942
2020,Single-person household,No,0.25222,1804,5344,0.24058,0.26387
2020,Couple without children,Yes,0.87487,4343,5167,0.86585,0.88389
2020,Couple without children,No,0.12513,824,5167,0.11611,0.13415
2020,Single parent,Yes,0.77293,1190,1599,0.75239,0.79347
2020,Single parent,No,0.22707,409,1599,0.20653,0.24761
2020,Couple with children,Yes,0.89252,5349,6564,0.88503,0.90001
2020,Couple with children,No,0.10748,1215,6564,0.09999,0.11497
2020,Multi-generational household,Yes,0.87520,124,124,0.81680,0.93361
2020,Other Combinations,Yes,0.85538,353,479,0.82385,0.88691
2020,Other Combinations,No,0.14462,126,479,0.11309,0.17615
2021,Single-person household,Yes,0.76039,2175,3096,0.74535,0.77543
2021,Single-person household,No,0.23961,921,3096,0.22457,0.25465
2021,Couple without children,Yes,0.88250,2744,3173,0.87130,0.89371
2021,Couple without children,No,0.11750,429,3173,0.10629,0.12870
2021,Single parent,Yes,0.77474,700,927,0.74783,0.80165
2021,Single parent,No,0.22526,227,927,0.19835,0.25217
2021,Couple with children,Yes,0.89024,2984,3573,0.87999,0.90049
2021,Couple with children,No,0.10976,589,3573,0.09951,0.12001
2021,Multi-generational household,Yes,0.93896,68,68,0.88163,0.99628
2021,Other Combinations,Yes,0.81089,229,297,0.76628,0.85550
2021,Other Combinations,No,0.18911,68,297,0.14450,0.23372
