year,age_gr,regtyp,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,46-65 y.,Rural regions,No,0.23778,159,660,0.20528,0.27029
1987,66 and older,Urban regions,Yes,0.86369,681,796,0.83984,0.88755
1987,66 and older,Urban regions,No,0.13631,115,796,0.11245,0.16016
1987,66 and older,Rural regions,Yes,0.89090,241,272,0.85379,0.92802
1987,66 and older,Rural regions,No,0.10910,31,272,0.07198,0.14621
1988,17-29 y.,Urban regions,Yes,0.61111,1334,2288,0.59113,0.63109
1988,17-29 y.,Urban regions,No,0.38730,954,2288,0.36733,0.40726
1988,17-29 y.,Rural regions,Yes,0.59314,329,576,0.55299,0.63330
1988,17-29 y.,Rural regions,No,0.40641,247,576,0.36627,0.44656
1988,30-45 y.,Urban regions,Yes,0.59966,1403,2326,0.57974,0.61957
1988,30-45 y.,Urban regions,No,0.39805,923,2326,0.37815,0.41794
1988,30-45 y.,Rural regions,Yes,0.60366,368,616,0.56500,0.64232
1988,30-45 y.,Rural regions,No,0.39162,248,616,0.35304,0.43020
1988,46-65 y.,Urban regions,Yes,0.71223,1780,2472,0.69438,0.73008
1988,46-65 y.,Urban regions,No,0.28277,692,2472,0.26501,0.30053
1988,46-65 y.,Rural regions,Yes,0.70747,446,627,0.67184,0.74311
1988,46-65 y.,Rural regions,No,0.28841,181,627,0.25292,0.32390
1988,66 and older,Urban regions,Yes,0.84911,654,777,0.82393,0.87430
1988,66 and older,Urban regions,No,0.14757,123,777,0.12261,0.17252
1988,66 and older,Rural regions,Yes,0.86143,219,253,0.81877,0.90409
1988,66 and older,Rural regions,No,0.13124,34,253,0.08955,0.17293
1989,17-29 y.,Urban regions,Yes,0.62750,1368,2256,0.60755,0.64746
1989,17-29 y.,Urban regions,No,0.37072,888,2256,0.35078,0.39065
1989,17-29 y.,Rural regions,Yes,0.65457,362,562,0.61522,0.69392
1989,17-29 y.,Rural regions,No,0.34244,200,562,0.30317,0.38171
1989,30-45 y.,Urban regions,Yes,0.60912,1402,2262,0.58901,0.62923
1989,30-45 y.,Urban regions,No,0.38760,860,2262,0.36752,0.40769
1989,30-45 y.,Rural regions,Yes,0.57974,340,570,0.53918,0.62030
1989,30-45 y.,Rural regions,No,0.41533,230,570,0.37484,0.45582
1989,46-65 y.,Urban regions,Yes,0.71794,1684,2384,0.69987,0.73601
1989,46-65 y.,Urban regions,No,0.27739,700,2384,0.25941,0.29536
1989,46-65 y.,Rural regions,Yes,0.75898,431,587,0.72435,0.79361
1989,46-65 y.,Rural regions,No,0.23888,156,587,0.20435,0.27340
1989,66 and older,Urban regions,Yes,0.85537,646,756,0.83029,0.88046
1989,66 and older,Urban regions,No,0.13865,110,756,0.11400,0.16330
1989,66 and older,Rural regions,Yes,0.85327,211,250,0.80932,0.89722
1989,66 and older,Rural regions,No,0.14471,39,250,0.10101,0.18841
1991,17-29 y.,Urban regions,Yes,0.65243,1488,2406,0.63340,0.67146
1991,17-29 y.,Urban regions,No,0.34346,918,2406,0.32448,0.36244
1991,17-29 y.,Rural regions,Yes,0.60982,731,1245,0.58271,0.63692
1991,17-29 y.,Rural regions,No,0.38532,514,1245,0.35827,0.41236
1991,30-45 y.,Urban regions,Yes,0.62621,1689,2732,0.60806,0.64435
1991,30-45 y.,Urban regions,No,0.37203,1043,2732,0.35390,0.39016
1991,30-45 y.,Rural regions,Yes,0.54863,819,1526,0.52365,0.57360
1991,30-45 y.,Rural regions,No,0.44500,707,1526,0.42005,0.46994
1991,46-65 y.,Urban regions,Yes,0.73390,1932,2672,0.71714,0.75066
1991,46-65 y.,Urban regions,No,0.25935,740,2672,0.24273,0.27597
1991,46-65 y.,Rural regions,Yes,0.71216,977,1410,0.68852,0.73580
1991,46-65 y.,Rural regions,No,0.27949,433,1410,0.25606,0.30292
1991,66 and older,Urban regions,Yes,0.85869,784,908,0.83602,0.88136
1991,66 and older,Urban regions,No,0.13518,124,908,0.11293,0.15744
1991,66 and older,Rural regions,Yes,0.84643,440,525,0.81556,0.87730
1991,66 and older,Rural regions,No,0.15153,85,525,0.12083,0.18224
1992,17-29 y.,Urban regions,Yes,0.62993,1398,2336,0.61034,0.64951
1992,17-29 y.,Urban regions,No,0.36279,938,2336,0.34328,0.38229
1992,17-29 y.,Rural regions,Yes,0.58435,702,1176,0.55617,0.61253
1992,17-29 y.,Rural regions,No,0.40983,474,1176,0.38171,0.43795
1992,30-45 y.,Urban regions,Yes,0.64376,1735,2679,0.62562,0.66190
1992,30-45 y.,Urban regions,No,0.34565,944,2679,0.32764,0.36367
1992,30-45 y.,Rural regions,Yes,0.58831,892,1483,0.56325,0.61336
1992,30-45 y.,Rural regions,No,0.40348,591,1483,0.37850,0.42846
1992,46-65 y.,Urban regions,Yes,0.72196,1893,2600,0.70473,0.73918
1992,46-65 y.,Urban regions,No,0.25992,707,2600,0.24306,0.27678
1992,46-65 y.,Rural regions,Yes,0.71622,958,1344,0.69210,0.74033
1992,46-65 y.,Rural regions,No,0.27430,386,1344,0.25044,0.29816
1992,66 and older,Urban regions,Yes,0.84033,779,916,0.81660,0.86407
1992,66 and older,Urban regions,No,0.14585,137,916,0.12298,0.16872
1992,66 and older,Rural regions,Yes,0.85421,439,505,0.82340,0.88502
1992,66 and older,Rural regions,No,0.12702,66,505,0.09795,0.15609
1994,17-29 y.,Urban regions,Yes,0.70914,1526,2226,0.69027,0.72801
1994,17-29 y.,Urban regions,No,0.28835,700,2226,0.26953,0.30718
1994,17-29 y.,Rural regions,Yes,0.71167,786,1107,0.68498,0.73837
1994,17-29 y.,Rural regions,No,0.28645,321,1107,0.25980,0.31309
1994,30-45 y.,Urban regions,Yes,0.71321,1912,2678,0.69608,0.73035
1994,30-45 y.,Urban regions,No,0.28003,766,2678,0.26302,0.29704
1994,30-45 y.,Rural regions,Yes,0.72525,1069,1446,0.70223,0.74826
1994,30-45 y.,Rural regions,No,0.26707,377,1446,0.24425,0.28988
1994,46-65 y.,Urban regions,Yes,0.77983,2009,2543,0.76373,0.79594
1994,46-65 y.,Urban regions,No,0.21062,534,2543,0.19477,0.22648
1994,46-65 y.,Rural regions,Yes,0.82107,1084,1323,0.80040,0.84173
1994,46-65 y.,Rural regions,No,0.17310,239,1323,0.15271,0.19350
1994,66 and older,Urban regions,Yes,0.88824,868,965,0.86835,0.90813
1994,66 and older,Urban regions,No,0.10439,97,965,0.08509,0.12369
1994,66 and older,Rural regions,Yes,0.91852,478,518,0.89493,0.94210
1994,66 and older,Rural regions,No,0.07443,40,518,0.05181,0.09706
1995,17-29 y.,Urban regions,Yes,0.62473,1364,2212,0.60455,0.64492
1995,17-29 y.,Urban regions,No,0.36175,848,2212,0.34173,0.38178
1995,17-29 y.,Rural regions,Yes,0.61645,692,1121,0.58798,0.64493
1995,17-29 y.,Rural regions,No,0.38046,429,1121,0.35202,0.40889
1995,30-45 y.,Urban regions,Yes,0.63721,1839,2863,0.61959,0.65482
1995,30-45 y.,Urban regions,No,0.35536,1024,2863,0.33783,0.37290
1995,30-45 y.,Rural regions,Yes,0.63877,981,1548,0.61483,0.66270
1995,30-45 y.,Rural regions,No,0.35504,567,1548,0.33119,0.37888
1995,46-65 y.,Urban regions,Yes,0.73927,1932,2576,0.72231,0.75622
1995,46-65 y.,Urban regions,No,0.25157,644,2576,0.23481,0.26833
1995,46-65 y.,Rural regions,Yes,0.74595,1000,1355,0.72276,0.76914
1995,46-65 y.,Rural regions,No,0.23775,355,1355,0.21507,0.26042
1995,66 and older,Urban regions,Yes,0.87088,887,997,0.85005,0.89170
1995,66 and older,Urban regions,No,0.11413,110,997,0.09438,0.13387
1995,66 and older,Rural regions,Yes,0.89402,454,505,0.86715,0.92089
1995,66 and older,Rural regions,No,0.08806,51,505,0.06332,0.11281
1996,17-29 y.,Urban regions,Yes,0.62480,1247,2055,0.60386,0.64574
1996,17-29 y.,Urban regions,No,0.36288,808,2055,0.34209,0.38368
1996,17-29 y.,Rural regions,Yes,0.60777,692,1073,0.57854,0.63700
1996,17-29 y.,Rural regions,No,0.36953,381,1073,0.34063,0.39842
1996,30-45 y.,Urban regions,Yes,0.64164,1878,2875,0.62411,0.65918
1996,30-45 y.,Urban regions,No,0.34543,997,2875,0.32804,0.36281
1996,30-45 y.,Rural regions,Yes,0.62987,954,1512,0.60552,0.65421
1996,30-45 y.,Rural regions,No,0.35794,558,1512,0.33377,0.38211
1996,46-65 y.,Urban regions,Yes,0.74554,1889,2500,0.72846,0.76262
1996,46-65 y.,Urban regions,No,0.24472,611,2500,0.22787,0.26158
1996,46-65 y.,Rural regions,Yes,0.73847,1012,1356,0.71507,0.76187
1996,46-65 y.,Rural regions,No,0.23074,344,1356,0.20831,0.25317
1996,66 and older,Urban regions,Yes,0.84427,871,1011,0.82191,0.86663
1996,66 and older,Urban regions,No,0.13206,140,1011,0.11118,0.15294
1996,66 and older,Rural regions,Yes,0.87296,452,513,0.84412,0.90181
1996,66 and older,Rural regions,No,0.11513,61,513,0.08748,0.14277
1997,17-29 y.,Urban regions,Yes,0.61067,1178,1968,0.58912,0.63222
1997,17-29 y.,Urban regions,No,0.38748,790,1968,0.36595,0.40901
1997,17-29 y.,Rural regions,Yes,0.60759,643,1051,0.57805,0.63712
1997,17-29 y.,Rural regions,No,0.38658,408,1051,0.35712,0.41603
1997,30-45 y.,Urban regions,Yes,0.61770,1771,2861,0.59989,0.63551
1997,30-45 y.,Urban regions,No,0.37855,1090,2861,0.36077,0.39632
1997,30-45 y.,Rural regions,Yes,0.59369,906,1487,0.56872,0.61866
1997,30-45 y.,Rural regions,No,0.40431,581,1487,0.37936,0.42926
1997,46-65 y.,Urban regions,Yes,0.74590,1823,2462,0.72870,0.76310
1997,46-65 y.,Urban regions,No,0.25110,639,2462,0.23397,0.26823
1997,46-65 y.,Rural regions,Yes,0.75271,1038,1377,0.72991,0.77550
1997,46-65 y.,Rural regions,No,0.24447,339,1377,0.22176,0.26718
1997,66 and older,Urban regions,Yes,0.85136,909,1040,0.82973,0.87299
1997,66 and older,Urban regions,No,0.13128,131,1040,0.11075,0.15182
1997,66 and older,Rural regions,Yes,0.91665,484,529,0.89308,0.94023
1997,66 and older,Rural regions,No,0.08049,45,529,0.05728,0.10370
1998,17-29 y.,Urban regions,Yes,0.57926,1211,2046,0.55787,0.60066
1998,17-29 y.,Urban regions,No,0.41596,835,2046,0.39460,0.43733
1998,17-29 y.,Rural regions,Yes,0.57388,648,1102,0.54467,0.60309
1998,17-29 y.,Rural regions,No,0.42043,454,1102,0.39128,0.44959
1998,30-45 y.,Urban regions,Yes,0.58601,1888,3148,0.56880,0.60322
1998,30-45 y.,Urban regions,No,0.40633,1260,3148,0.38917,0.42349
1998,30-45 y.,Rural regions,Yes,0.58560,976,1643,0.56177,0.60942
1998,30-45 y.,Rural regions,No,0.40458,667,1643,0.38084,0.42832
1998,46-65 y.,Urban regions,Yes,0.71073,1968,2775,0.69386,0.72761
1998,46-65 y.,Urban regions,No,0.27460,807,2775,0.25799,0.29121
1998,46-65 y.,Rural regions,Yes,0.71836,1151,1581,0.69618,0.74054
1998,46-65 y.,Rural regions,No,0.27916,430,1581,0.25704,0.30128
1998,66 and older,Urban regions,Yes,0.84748,1048,1216,0.82726,0.86770
1998,66 and older,Urban regions,No,0.13042,168,1216,0.11149,0.14936
1998,66 and older,Rural regions,Yes,0.87629,540,618,0.85032,0.90227
1998,66 and older,Rural regions,No,0.12065,78,618,0.09495,0.14635
1999,17-29 y.,Urban regions,Yes,0.62242,1169,1912,0.60069,0.64416
1999,17-29 y.,Urban regions,No,0.37036,743,1912,0.34870,0.39201
1999,17-29 y.,Rural regions,Yes,0.66187,696,1046,0.63319,0.69056
1999,17-29 y.,Rural regions,No,0.33658,350,1046,0.30793,0.36524
1999,30-45 y.,Urban regions,Yes,0.60173,1915,3078,0.58443,0.61903
1999,30-45 y.,Urban regions,No,0.39298,1163,3078,0.37572,0.41024
1999,30-45 y.,Rural regions,Yes,0.61187,1019,1618,0.58811,0.63562
1999,30-45 y.,Rural regions,No,0.38222,599,1618,0.35854,0.40591
1999,46-65 y.,Urban regions,Yes,0.73743,1978,2660,0.72070,0.75415
1999,46-65 y.,Urban regions,No,0.25530,682,2660,0.23873,0.27187
1999,46-65 y.,Rural regions,Yes,0.73441,1138,1508,0.71211,0.75671
1999,46-65 y.,Rural regions,No,0.26482,370,1508,0.24254,0.28710
1999,66 and older,Urban regions,Yes,0.87753,1037,1176,0.85878,0.89627
1999,66 and older,Urban regions,No,0.11523,139,1176,0.09697,0.13349
1999,66 and older,Rural regions,Yes,0.88374,551,614,0.85836,0.90911
1999,66 and older,Rural regions,No,0.11374,63,614,0.08860,0.13887
2000,17-29 y.,Urban regions,Yes,0.58259,1722,2888,0.56460,0.60058
2000,17-29 y.,Urban regions,No,0.41039,1166,2888,0.39244,0.42833
2000,17-29 y.,Rural regions,Yes,0.57826,989,1666,0.55454,0.60199
2000,17-29 y.,Rural regions,No,0.41679,677,1666,0.39310,0.44047
2000,30-45 y.,Urban regions,Yes,0.59267,3235,5364,0.57952,0.60583
2000,30-45 y.,Urban regions,No,0.40347,2129,5364,0.39034,0.41660
2000,30-45 y.,Rural regions,Yes,0.59477,1663,2780,0.57652,0.61302
2000,30-45 y.,Rural regions,No,0.40211,1117,2780,0.38388,0.42034
2000,46-65 y.,Urban regions,Yes,0.70476,3597,5063,0.69219,0.71733
2000,46-65 y.,Urban regions,No,0.29151,1466,5063,0.27899,0.30403
2000,46-65 y.,Rural regions,Yes,0.72675,1973,2670,0.70984,0.74366
2000,46-65 y.,Rural regions,No,0.26840,697,2670,0.25159,0.28521
2000,66 and older,Urban regions,Yes,0.85403,2000,2323,0.83967,0.86839
2000,66 and older,Urban regions,No,0.13773,323,2323,0.12371,0.15174
2000,66 and older,Rural regions,Yes,0.88385,1109,1258,0.86614,0.90156
2000,66 and older,Rural regions,No,0.11560,149,1258,0.09792,0.13328
2001,17-29 y.,Urban regions,Yes,0.57379,1523,2610,0.55481,0.59277
2001,17-29 y.,Urban regions,No,0.42341,1087,2610,0.40445,0.44236
2001,17-29 y.,Rural regions,Yes,0.59551,909,1477,0.57047,0.62054
2001,17-29 y.,Rural regions,No,0.40049,568,1477,0.37549,0.42549
2001,30-45 y.,Urban regions,Yes,0.61198,2988,4837,0.59825,0.62571
2001,30-45 y.,Urban regions,No,0.38512,1849,4837,0.37140,0.39883
2001,30-45 y.,Rural regions,Yes,0.58990,1507,2472,0.57051,0.60930
2001,30-45 y.,Rural regions,No,0.40534,965,2472,0.38598,0.42470
2001,46-65 y.,Urban regions,Yes,0.71731,3329,4600,0.70429,0.73032
2001,46-65 y.,Urban regions,No,0.27402,1271,4600,0.26113,0.28691
2001,46-65 y.,Rural regions,Yes,0.72226,1816,2458,0.70455,0.73997
2001,46-65 y.,Rural regions,No,0.27286,642,2458,0.25524,0.29047
2001,66 and older,Urban regions,Yes,0.86384,1910,2195,0.84949,0.87819
2001,66 and older,Urban regions,No,0.12930,285,2195,0.11526,0.14334
2001,66 and older,Rural regions,Yes,0.88911,1057,1188,0.87125,0.90698
2001,66 and older,Rural regions,No,0.10876,131,1188,0.09105,0.12647
2002,17-29 y.,Urban regions,Yes,0.57193,1545,2652,0.55310,0.59077
2002,17-29 y.,Urban regions,No,0.42346,1107,2652,0.40465,0.44227
2002,17-29 y.,Rural regions,Yes,0.53243,840,1473,0.50694,0.55792
2002,17-29 y.,Rural regions,No,0.46018,633,1473,0.43472,0.48564
2002,30-45 y.,Urban regions,Yes,0.58963,3019,4992,0.57598,0.60328
2002,30-45 y.,Urban regions,No,0.40603,1973,4992,0.39240,0.41965
2002,30-45 y.,Rural regions,Yes,0.59099,1463,2432,0.57145,0.61054
2002,30-45 y.,Rural regions,No,0.40690,969,2432,0.38737,0.42643
2002,46-65 y.,Urban regions,Yes,0.69799,3711,5230,0.68554,0.71043
2002,46-65 y.,Urban regions,No,0.29771,1519,5230,0.28531,0.31010
2002,46-65 y.,Rural regions,Yes,0.70925,1866,2602,0.69180,0.72670
2002,46-65 y.,Rural regions,No,0.28786,736,2602,0.27046,0.30527
2002,66 and older,Urban regions,Yes,0.85669,2022,2349,0.84251,0.87086
2002,66 and older,Urban regions,No,0.13899,327,2349,0.12500,0.15299
2002,66 and older,Rural regions,Yes,0.87546,1080,1230,0.85700,0.89392
2002,66 and older,Rural regions,No,0.12148,150,1230,0.10322,0.13974
2003,17-29 y.,Urban regions,Yes,0.58026,1529,2597,0.56128,0.59925
2003,17-29 y.,Urban regions,No,0.40946,1068,2597,0.39054,0.42838
2003,17-29 y.,Rural regions,Yes,0.59779,830,1386,0.57197,0.62361
2003,17-29 y.,Rural regions,No,0.39992,556,1386,0.37412,0.42572
2003,30-45 y.,Urban regions,Yes,0.60391,2922,4647,0.58985,0.61798
2003,30-45 y.,Urban regions,No,0.39006,1725,4647,0.37603,0.40408
2003,30-45 y.,Rural regions,Yes,0.60523,1392,2262,0.58508,0.62537
2003,30-45 y.,Rural regions,No,0.39189,870,2262,0.37177,0.41202
2003,46-65 y.,Urban regions,Yes,0.71353,3646,5015,0.70102,0.72605
2003,46-65 y.,Urban regions,No,0.27717,1369,5015,0.26478,0.28956
2003,46-65 y.,Rural regions,Yes,0.72821,1823,2518,0.71083,0.74559
2003,46-65 y.,Rural regions,No,0.26915,695,2518,0.25182,0.28648
2003,66 and older,Urban regions,Yes,0.86374,2065,2381,0.84996,0.87752
2003,66 and older,Urban regions,No,0.12533,316,2381,0.11203,0.13863
2003,66 and older,Rural regions,Yes,0.86599,1084,1242,0.84703,0.88494
2003,66 and older,Rural regions,No,0.12764,158,1242,0.10908,0.14621
2004,17-29 y.,Urban regions,Yes,0.55509,1472,2573,0.53589,0.57430
2004,17-29 y.,Urban regions,No,0.43809,1101,2573,0.41891,0.45726
2004,17-29 y.,Rural regions,Yes,0.56468,777,1372,0.53843,0.59092
2004,17-29 y.,Rural regions,No,0.43222,595,1372,0.40600,0.45844
2004,30-45 y.,Urban regions,Yes,0.59570,2660,4419,0.58123,0.61017
2004,30-45 y.,Urban regions,No,0.39986,1759,4419,0.38541,0.41430
2004,30-45 y.,Rural regions,Yes,0.59650,1262,2091,0.57547,0.61753
2004,30-45 y.,Rural regions,No,0.40092,829,2091,0.37990,0.42193
2004,46-65 y.,Urban regions,Yes,0.70517,3438,4860,0.69234,0.71799
2004,46-65 y.,Urban regions,No,0.29200,1422,4860,0.27922,0.30479
2004,46-65 y.,Rural regions,Yes,0.68191,1721,2485,0.66360,0.70023
2004,46-65 y.,Rural regions,No,0.31543,764,2485,0.29715,0.33370
2004,66 and older,Urban regions,Yes,0.86361,2113,2448,0.85001,0.87721
2004,66 and older,Urban regions,No,0.12682,335,2448,0.11363,0.14000
2004,66 and older,Rural regions,Yes,0.88497,1145,1284,0.86752,0.90243
2004,66 and older,Rural regions,No,0.10462,139,1284,0.08787,0.12136
2005,17-29 y.,Urban regions,Yes,0.58533,1482,2510,0.56605,0.60461
2005,17-29 y.,Urban regions,No,0.40691,1028,2510,0.38769,0.42614
2005,17-29 y.,Rural regions,Yes,0.56360,753,1299,0.53662,0.59058
2005,17-29 y.,Rural regions,No,0.42773,546,1299,0.40081,0.45464
2005,30-45 y.,Urban regions,Yes,0.61934,2580,4121,0.60452,0.63417
2005,30-45 y.,Urban regions,No,0.37565,1541,4121,0.36086,0.39044
2005,30-45 y.,Rural regions,Yes,0.60507,1202,1943,0.58333,0.62681
2005,30-45 y.,Rural regions,No,0.38605,741,1943,0.36440,0.40771
2005,46-65 y.,Urban regions,Yes,0.71095,3312,4597,0.69784,0.72405
2005,46-65 y.,Urban regions,No,0.28068,1285,4597,0.26769,0.29367
2005,46-65 y.,Rural regions,Yes,0.68264,1673,2382,0.66394,0.70133
2005,46-65 y.,Rural regions,No,0.30624,709,2382,0.28773,0.32476
2005,66 and older,Urban regions,Yes,0.86230,2135,2467,0.84870,0.87590
2005,66 and older,Urban regions,No,0.12593,332,2467,0.11284,0.13903
2005,66 and older,Rural regions,Yes,0.89035,1124,1277,0.87320,0.90749
2005,66 and older,Rural regions,No,0.10747,153,1277,0.09048,0.12447
2006,17-29 y.,Urban regions,Yes,0.54711,1408,2394,0.52717,0.56706
2006,17-29 y.,Urban regions,No,0.39441,986,2394,0.37483,0.41400
2006,17-29 y.,Rural regions,Yes,0.52139,733,1277,0.49398,0.54880
2006,17-29 y.,Rural regions,No,0.40358,544,1277,0.37666,0.43050
2006,30-45 y.,Urban regions,Yes,0.61113,2579,4214,0.59640,0.62585
2006,30-45 y.,Urban regions,No,0.38463,1635,4214,0.36994,0.39932
2006,30-45 y.,Rural regions,Yes,0.59595,1210,2056,0.57473,0.61717
2006,30-45 y.,Rural regions,No,0.40273,846,2056,0.38152,0.42393
2006,46-65 y.,Urban regions,Yes,0.68330,3436,4933,0.67032,0.69629
2006,46-65 y.,Urban regions,No,0.31531,1497,4933,0.30235,0.32828
2006,46-65 y.,Rural regions,Yes,0.69335,1832,2632,0.67574,0.71097
2006,46-65 y.,Rural regions,No,0.30416,800,2632,0.28658,0.32174
2006,66 and older,Urban regions,Yes,0.85877,2464,2869,0.84602,0.87151
2006,66 and older,Urban regions,No,0.13701,405,2869,0.12443,0.14959
2006,66 and older,Rural regions,Yes,0.86651,1345,1548,0.84956,0.88346
2006,66 and older,Rural regions,No,0.12884,203,1548,0.11215,0.14554
2007,17-29 y.,Urban regions,Yes,0.54266,1330,2208,0.52187,0.56344
2007,17-29 y.,Urban regions,No,0.37210,878,2208,0.35193,0.39227
2007,17-29 y.,Rural regions,Yes,0.53032,680,1171,0.50172,0.55891
2007,17-29 y.,Rural regions,No,0.37775,491,1171,0.34997,0.40553
2007,30-45 y.,Urban regions,Yes,0.60966,2363,3807,0.59416,0.62515
2007,30-45 y.,Urban regions,No,0.38585,1444,3807,0.37039,0.40132
2007,30-45 y.,Rural regions,Yes,0.61605,1184,1885,0.59408,0.63801
2007,30-45 y.,Rural regions,No,0.37994,701,1885,0.35803,0.40186
2007,46-65 y.,Urban regions,Yes,0.71784,3297,4548,0.70476,0.73092
2007,46-65 y.,Urban regions,No,0.27511,1251,4548,0.26213,0.28809
2007,46-65 y.,Rural regions,Yes,0.69553,1752,2479,0.67741,0.71365
2007,46-65 y.,Rural regions,No,0.29723,727,2479,0.27924,0.31523
2007,66 and older,Urban regions,Yes,0.86766,2433,2813,0.85514,0.88019
2007,66 and older,Urban regions,No,0.12591,380,2813,0.11365,0.13817
2007,66 and older,Rural regions,Yes,0.88492,1337,1504,0.86878,0.90105
2007,66 and older,Rural regions,No,0.10684,167,1504,0.09123,0.12246
2008,17-29 y.,Urban regions,Yes,0.53088,1215,2074,0.50939,0.55236
2008,17-29 y.,Urban regions,No,0.38788,859,2074,0.36690,0.40886
2008,17-29 y.,Rural regions,Yes,0.53333,609,1060,0.50328,0.56337
2008,17-29 y.,Rural regions,No,0.38265,451,1060,0.35337,0.41192
2008,30-45 y.,Urban regions,Yes,0.62163,2174,3439,0.60542,0.63784
2008,30-45 y.,Urban regions,No,0.37551,1265,3439,0.35932,0.39169
2008,30-45 y.,Rural regions,Yes,0.59048,1033,1715,0.56720,0.61376
2008,30-45 y.,Rural regions,No,0.40113,682,1715,0.37792,0.42433
2008,46-65 y.,Urban regions,Yes,0.71898,3141,4306,0.70555,0.73240
2008,46-65 y.,Urban regions,No,0.27369,1165,4306,0.26037,0.28701
2008,46-65 y.,Rural regions,Yes,0.70299,1671,2358,0.68454,0.72144
2008,46-65 y.,Rural regions,No,0.29056,687,2358,0.27223,0.30889
2008,66 and older,Urban regions,Yes,0.86712,2413,2787,0.85452,0.87973
2008,66 and older,Urban regions,No,0.12695,374,2787,0.11459,0.13931
2008,66 and older,Rural regions,Yes,0.88282,1332,1488,0.86648,0.89917
2008,66 and older,Rural regions,No,0.10601,156,1488,0.09037,0.12166
2009,17-29 y.,Urban regions,Yes,0.55175,1146,1864,0.52917,0.57434
2009,17-29 y.,Urban regions,No,0.37160,718,1864,0.34966,0.39355
2009,17-29 y.,Rural regions,Yes,0.51453,581,978,0.48319,0.54587
2009,17-29 y.,Rural regions,No,0.43198,397,978,0.40092,0.46304
2009,30-45 y.,Urban regions,Yes,0.65022,2015,3067,0.63334,0.66710
2009,30-45 y.,Urban regions,No,0.34780,1052,3067,0.33094,0.36466
2009,30-45 y.,Rural regions,Yes,0.61827,1012,1591,0.59439,0.64214
