year,pgisced97,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Lower Secondary Level,Yes,0.76367,2091,2907,0.74823,0.77912
1986,Lower Secondary Level,No,0.23583,816,2907,0.22039,0.25126
1986,Upper Secondary Level,Yes,0.72780,3520,4992,0.71545,0.74014
1986,Upper Secondary Level,No,0.27220,1472,4992,0.25986,0.28455
1986,Post-secondary Non-tertiary Level,Yes,0.75823,197,274,0.70744,0.80902
1986,Post-secondary Non-tertiary Level,No,0.24177,77,274,0.19098,0.29256
1986,First Stage of Tertiary Education,Yes,0.77258,439,582,0.73849,0.80666
1986,First Stage of Tertiary Education,No,0.22742,143,582,0.19334,0.26151
1986,Second Stage of Tertiary Education,Yes,0.68461,500,749,0.65131,0.71791
1986,Second Stage of Tertiary Education,No,0.31539,249,749,0.28209,0.34869
1987,Pre-primary Level,Yes,0.65626,113,191,0.58873,0.72380
1987,Pre-primary Level,No,0.34267,78,191,0.27518,0.41016
1987,Primary Level,Yes,0.70345,502,751,0.67077,0.73614
1987,Primary Level,No,0.29655,249,751,0.26386,0.32923
1987,Lower Secondary Level,Yes,0.75868,1989,2836,0.74293,0.77443
1987,Lower Secondary Level,No,0.24127,847,2836,0.22552,0.25702
1987,Upper Secondary Level,Yes,0.72445,3485,4969,0.71202,0.73687
1987,Upper Secondary Level,No,0.27555,1484,4969,0.26313,0.28798
1987,Post-secondary Non-tertiary Level,Yes,0.73335,189,274,0.68089,0.78581
1987,Post-secondary Non-tertiary Level,No,0.26665,85,274,0.21419,0.31911
1987,First Stage of Tertiary Education,Yes,0.76322,435,566,0.72816,0.79827
1987,First Stage of Tertiary Education,No,0.23678,131,566,0.20173,0.27184
1987,Second Stage of Tertiary Education,Yes,0.67461,482,742,0.64087,0.70834
1987,Second Stage of Tertiary Education,No,0.32539,260,742,0.29166,0.35913
1988,Pre-primary Level,Yes,0.56797,88,163,0.49169,0.64425
1988,Pre-primary Level,No,0.42297,75,163,0.34689,0.49904
1988,Primary Level,Yes,0.66427,463,690,0.62901,0.69953
1988,Primary Level,No,0.33430,227,690,0.29908,0.36953
1988,Lower Secondary Level,Yes,0.70432,1794,2708,0.68713,0.72151
1988,Lower Secondary Level,No,0.29264,914,2708,0.27550,0.30978
1988,Upper Secondary Level,Yes,0.68937,3146,4727,0.67618,0.70257
1988,Upper Secondary Level,No,0.30812,1581,4727,0.29496,0.32129
1988,Post-secondary Non-tertiary Level,Yes,0.69490,176,266,0.63946,0.75033
1988,Post-secondary Non-tertiary Level,No,0.30180,90,266,0.24653,0.35707
1988,First Stage of Tertiary Education,Yes,0.66633,351,537,0.62641,0.70625
1988,First Stage of Tertiary Education,No,0.32703,186,537,0.28732,0.36675
1988,Second Stage of Tertiary Education,Yes,0.61319,420,699,0.57706,0.64933
1988,Second Stage of Tertiary Education,No,0.38007,279,699,0.34406,0.41608
1989,Pre-primary Level,Yes,0.53920,90,175,0.46514,0.61327
1989,Pre-primary Level,No,0.46080,85,175,0.38673,0.53486
1989,Primary Level,Yes,0.70805,439,646,0.67296,0.74314
1989,Primary Level,No,0.27875,207,646,0.24414,0.31335
1989,Lower Secondary Level,Yes,0.73389,1759,2563,0.71678,0.75101
1989,Lower Secondary Level,No,0.26286,804,2563,0.24582,0.27991
1989,Upper Secondary Level,Yes,0.68666,3061,4607,0.67326,0.70005
1989,Upper Secondary Level,No,0.31084,1546,4607,0.29747,0.32420
1989,Post-secondary Non-tertiary Level,Yes,0.66343,187,287,0.60866,0.71819
1989,Post-secondary Non-tertiary Level,No,0.33336,100,287,0.27872,0.38799
1989,First Stage of Tertiary Education,Yes,0.70854,359,512,0.66913,0.74794
1989,First Stage of Tertiary Education,No,0.28187,153,512,0.24286,0.32087
1989,Second Stage of Tertiary Education,Yes,0.66331,454,696,0.62818,0.69845
1989,Second Stage of Tertiary Education,No,0.33329,242,696,0.29825,0.36834
1991,Pre-primary Level,Yes,0.59591,84,161,0.51987,0.67195
1991,Pre-primary Level,No,0.39663,77,161,0.32083,0.47243
1991,Primary Level,Yes,0.67904,437,651,0.64315,0.71493
1991,Primary Level,No,0.31153,214,651,0.27592,0.34713
1991,Lower Secondary Level,Yes,0.74857,1994,2840,0.73261,0.76453
1991,Lower Secondary Level,No,0.24591,846,2840,0.23007,0.26175
1991,Upper Secondary Level,Yes,0.68670,4466,6880,0.67574,0.69766
1991,Upper Secondary Level,No,0.30973,2414,6880,0.29881,0.32066
1991,Post-secondary Non-tertiary Level,Yes,0.72577,261,378,0.68074,0.77081
1991,Post-secondary Non-tertiary Level,No,0.27423,117,378,0.22919,0.31926
1991,First Stage of Tertiary Education,Yes,0.67408,494,752,0.64056,0.70760
1991,First Stage of Tertiary Education,No,0.31461,258,752,0.28140,0.34783
1991,Second Stage of Tertiary Education,Yes,0.65361,1060,1670,0.63078,0.67643
1991,Second Stage of Tertiary Education,No,0.34253,610,1670,0.31976,0.36530
1992,Pre-primary Level,Yes,0.61443,116,187,0.54448,0.68438
1992,Pre-primary Level,No,0.37767,71,187,0.30800,0.44734
1992,Primary Level,Yes,0.61844,392,606,0.57973,0.65715
1992,Primary Level,No,0.34280,214,606,0.30498,0.38062
1992,Lower Secondary Level,Yes,0.72083,1883,2746,0.70405,0.73761
1992,Lower Secondary Level,No,0.26619,863,2746,0.24966,0.28272
1992,Upper Secondary Level,Yes,0.69252,4487,6649,0.68143,0.70361
1992,Upper Secondary Level,No,0.29634,2162,6649,0.28536,0.30732
1992,Post-secondary Non-tertiary Level,Yes,0.71733,257,382,0.67211,0.76255
1992,Post-secondary Non-tertiary Level,No,0.28229,125,382,0.23709,0.32748
1992,First Stage of Tertiary Education,Yes,0.67213,501,758,0.63869,0.70557
1992,First Stage of Tertiary Education,No,0.31481,257,758,0.28172,0.34789
1992,Second Stage of Tertiary Education,Yes,0.67919,1117,1639,0.65658,0.70179
1992,Second Stage of Tertiary Education,No,0.30891,522,1639,0.28653,0.33128
1994,Pre-primary Level,Yes,0.69845,161,237,0.63990,0.75700
1994,Pre-primary Level,No,0.29161,76,237,0.23362,0.34960
1994,Primary Level,Yes,0.69877,395,550,0.66040,0.73715
1994,Primary Level,No,0.28751,155,550,0.24965,0.32537
1994,Lower Secondary Level,Yes,0.78755,1901,2473,0.77143,0.80368
1994,Lower Secondary Level,No,0.20316,572,2473,0.18729,0.21902
1994,Upper Secondary Level,Yes,0.77086,4945,6543,0.76067,0.78104
1994,Upper Secondary Level,No,0.22395,1598,6543,0.21385,0.23405
1994,Post-secondary Non-tertiary Level,Yes,0.78705,305,389,0.74632,0.82779
1994,Post-secondary Non-tertiary Level,No,0.20559,84,389,0.16537,0.24580
1994,First Stage of Tertiary Education,Yes,0.77682,568,744,0.74688,0.80676
1994,First Stage of Tertiary Education,No,0.21782,176,744,0.18814,0.24749
1994,Second Stage of Tertiary Education,Yes,0.78223,1299,1647,0.76229,0.80217
1994,Second Stage of Tertiary Education,No,0.21059,348,1647,0.19089,0.23028
1995,Pre-primary Level,Yes,0.56071,171,283,0.50278,0.61863
1995,Pre-primary Level,No,0.43021,112,283,0.37242,0.48799
1995,Primary Level,Yes,0.67849,364,531,0.63873,0.71826
1995,Primary Level,No,0.31893,167,531,0.27925,0.35860
1995,Lower Secondary Level,Yes,0.76310,1784,2474,0.74634,0.77985
1995,Lower Secondary Level,No,0.22509,690,2474,0.20863,0.24155
1995,Upper Secondary Level,Yes,0.70950,4605,6668,0.69861,0.72040
1995,Upper Secondary Level,No,0.27899,2063,6668,0.26823,0.28976
1995,Post-secondary Non-tertiary Level,Yes,0.70375,318,467,0.66229,0.74521
1995,Post-secondary Non-tertiary Level,No,0.28865,149,467,0.24751,0.32979
1995,First Stage of Tertiary Education,Yes,0.69583,508,749,0.66286,0.72880
1995,First Stage of Tertiary Education,No,0.29697,241,749,0.26423,0.32972
1995,Second Stage of Tertiary Education,Yes,0.69846,1240,1743,0.67691,0.72001
1995,Second Stage of Tertiary Education,No,0.29483,503,1743,0.27341,0.31624
1996,Pre-primary Level,Yes,0.57818,172,293,0.52154,0.63483
1996,Pre-primary Level,No,0.41565,121,293,0.35912,0.47218
1996,Primary Level,Yes,0.70912,342,485,0.66866,0.74959
1996,Primary Level,No,0.27247,143,485,0.23280,0.31214
1996,Lower Secondary Level,Yes,0.76062,1732,2350,0.74336,0.77787
1996,Lower Secondary Level,No,0.22181,618,2350,0.20501,0.23861
1996,Upper Secondary Level,Yes,0.70203,4499,6534,0.69094,0.71312
1996,Upper Secondary Level,No,0.28041,2035,6534,0.26952,0.29130
1996,Post-secondary Non-tertiary Level,Yes,0.68369,321,469,0.64156,0.72582
1996,Post-secondary Non-tertiary Level,No,0.31404,148,469,0.27199,0.35609
1996,First Stage of Tertiary Education,Yes,0.70221,516,753,0.66952,0.73489
1996,First Stage of Tertiary Education,No,0.28067,237,753,0.24855,0.31278
1996,Second Stage of Tertiary Education,Yes,0.70103,1251,1756,0.67961,0.72245
1996,Second Stage of Tertiary Education,No,0.29015,505,1756,0.26892,0.31138
1997,Pre-primary Level,Yes,0.61574,195,314,0.56185,0.66963
1997,Pre-primary Level,No,0.37901,119,314,0.32527,0.43276
1997,Primary Level,Yes,0.70631,332,459,0.66460,0.74803
1997,Primary Level,No,0.28560,127,459,0.24424,0.32697
1997,Lower Secondary Level,Yes,0.74841,1650,2313,0.73072,0.76609
1997,Lower Secondary Level,No,0.24337,663,2313,0.22587,0.26086
1997,Upper Secondary Level,Yes,0.70666,4394,6463,0.69556,0.71776
1997,Upper Secondary Level,No,0.28911,2069,6463,0.27806,0.30016
1997,Post-secondary Non-tertiary Level,Yes,0.61700,294,450,0.57203,0.66196
1997,Post-secondary Non-tertiary Level,No,0.37917,156,450,0.33429,0.42404
1997,First Stage of Tertiary Education,Yes,0.68832,498,754,0.65524,0.72140
1997,First Stage of Tertiary Education,No,0.31009,256,754,0.27705,0.34312
1997,Second Stage of Tertiary Education,Yes,0.68936,1226,1758,0.66772,0.71100
1997,Second Stage of Tertiary Education,No,0.30713,532,1758,0.28556,0.32870
1998,Pre-primary Level,Yes,0.55975,187,331,0.50619,0.61331
1998,Pre-primary Level,No,0.43568,144,331,0.38218,0.48918
1998,Primary Level,Yes,0.67349,297,439,0.62957,0.71741
1998,Primary Level,No,0.30699,142,439,0.26379,0.35018
1998,Lower Secondary Level,Yes,0.70744,1727,2520,0.68968,0.72521
1998,Lower Secondary Level,No,0.28464,793,2520,0.26702,0.30227
1998,Upper Secondary Level,Yes,0.67501,4616,6965,0.66401,0.68601
1998,Upper Secondary Level,No,0.31397,2349,6965,0.30307,0.32487
1998,Post-secondary Non-tertiary Level,Yes,0.68700,348,504,0.64648,0.72753
1998,Post-secondary Non-tertiary Level,No,0.31066,156,504,0.27022,0.35110
1998,First Stage of Tertiary Education,Yes,0.66049,537,809,0.62784,0.69314
1998,First Stage of Tertiary Education,No,0.31655,272,809,0.28448,0.34862
1998,Second Stage of Tertiary Education,Yes,0.68724,1347,1960,0.66671,0.70777
1998,Second Stage of Tertiary Education,No,0.30712,613,1960,0.28669,0.32755
1999,Pre-primary Level,Yes,0.60423,190,315,0.55014,0.65832
1999,Pre-primary Level,No,0.38674,125,315,0.33288,0.44061
1999,Primary Level,Yes,0.72523,304,423,0.68264,0.76782
1999,Primary Level,No,0.27050,119,423,0.22812,0.31288
1999,Lower Secondary Level,Yes,0.75851,1776,2423,0.74147,0.77556
1999,Lower Secondary Level,No,0.23325,647,2423,0.21641,0.25009
1999,Upper Secondary Level,Yes,0.70701,4789,6903,0.69628,0.71775
1999,Upper Secondary Level,No,0.28790,2114,6903,0.27722,0.29858
1999,Post-secondary Non-tertiary Level,Yes,0.68576,348,502,0.64511,0.72641
1999,Post-secondary Non-tertiary Level,No,0.31175,154,502,0.27119,0.35232
1999,First Stage of Tertiary Education,Yes,0.67681,565,811,0.64460,0.70902
1999,First Stage of Tertiary Education,No,0.31565,246,811,0.28364,0.34766
1999,Second Stage of Tertiary Education,Yes,0.68409,1369,1955,0.66347,0.70470
1999,Second Stage of Tertiary Education,No,0.31468,586,1955,0.29409,0.33527
2000,Pre-primary Level,Yes,0.53128,273,490,0.48705,0.57551
2000,Pre-primary Level,No,0.45732,217,490,0.41316,0.50147
2000,Primary Level,Yes,0.64997,266,403,0.60334,0.69660
2000,Primary Level,No,0.34493,137,403,0.29846,0.39140
2000,Lower Secondary Level,Yes,0.72716,2548,3532,0.71247,0.74185
2000,Lower Secondary Level,No,0.26527,984,3532,0.25071,0.27983
2000,Upper Secondary Level,Yes,0.67826,8563,12755,0.67015,0.68637
2000,Upper Secondary Level,No,0.31820,4192,12755,0.31011,0.32628
2000,Post-secondary Non-tertiary Level,Yes,0.66064,726,1118,0.63288,0.68841
2000,Post-secondary Non-tertiary Level,No,0.33864,392,1118,0.31089,0.36639
2000,First Stage of Tertiary Education,Yes,0.68853,1285,1876,0.66757,0.70949
2000,First Stage of Tertiary Education,No,0.30694,591,1876,0.28606,0.32781
2000,Second Stage of Tertiary Education,Yes,0.68007,2596,3800,0.66523,0.69490
2000,Second Stage of Tertiary Education,No,0.31447,1204,3800,0.29970,0.32923
2001,Pre-primary Level,Yes,0.54742,307,538,0.50532,0.58952
2001,Pre-primary Level,No,0.44898,231,538,0.40691,0.49105
2001,Primary Level,Yes,0.72485,228,312,0.67521,0.77448
2001,Primary Level,No,0.26935,84,312,0.22004,0.31865
2001,Lower Secondary Level,Yes,0.72392,2201,3069,0.70810,0.73974
2001,Lower Secondary Level,No,0.26966,868,3069,0.25395,0.28536
2001,Upper Secondary Level,Yes,0.69211,7944,11528,0.68368,0.70053
2001,Upper Secondary Level,No,0.30260,3584,11528,0.29421,0.31098
2001,Post-secondary Non-tertiary Level,Yes,0.68099,698,1066,0.65300,0.70898
2001,Post-secondary Non-tertiary Level,No,0.31712,368,1066,0.28917,0.34507
2001,First Stage of Tertiary Education,Yes,0.68561,1132,1670,0.66334,0.70789
2001,First Stage of Tertiary Education,No,0.31083,538,1670,0.28862,0.33303
2001,Second Stage of Tertiary Education,Yes,0.68775,2452,3538,0.67248,0.70302
2001,Second Stage of Tertiary Education,No,0.30766,1086,3538,0.29245,0.32287
2002,Pre-primary Level,Yes,0.53358,350,610,0.49396,0.57320
2002,Pre-primary Level,No,0.45659,260,610,0.41703,0.49615
2002,Primary Level,Yes,0.63278,181,285,0.57672,0.68885
2002,Primary Level,No,0.35909,104,285,0.30330,0.41489
2002,Lower Secondary Level,Yes,0.69880,2005,2875,0.68203,0.71557
2002,Lower Secondary Level,No,0.29341,870,2875,0.27676,0.31005
2002,Upper Secondary Level,Yes,0.68030,7841,11549,0.67180,0.68881
2002,Upper Secondary Level,No,0.31659,3708,11549,0.30810,0.32507
2002,Post-secondary Non-tertiary Level,Yes,0.66382,766,1165,0.63668,0.69096
2002,Post-secondary Non-tertiary Level,No,0.33253,399,1165,0.30546,0.35959
2002,First Stage of Tertiary Education,Yes,0.66975,1165,1743,0.64766,0.69183
2002,First Stage of Tertiary Education,No,0.33025,578,1743,0.30817,0.35234
2002,Second Stage of Tertiary Education,Yes,0.68563,3127,4548,0.67214,0.69912
2002,Second Stage of Tertiary Education,No,0.30958,1421,4548,0.29614,0.32302
2003,Pre-primary Level,Yes,0.53599,355,612,0.49645,0.57554
2003,Pre-primary Level,No,0.44013,257,612,0.40077,0.47949
2003,Primary Level,Yes,0.69656,190,269,0.64152,0.75161
2003,Primary Level,No,0.28329,79,269,0.22935,0.33724
2003,Lower Secondary Level,Yes,0.70565,1936,2714,0.68850,0.72280
2003,Lower Secondary Level,No,0.28484,778,2714,0.26785,0.30182
2003,Upper Secondary Level,Yes,0.69857,7648,11052,0.69002,0.70713
2003,Upper Secondary Level,No,0.29530,3404,11052,0.28680,0.30381
2003,Post-secondary Non-tertiary Level,Yes,0.69547,792,1150,0.66886,0.72208
2003,Post-secondary Non-tertiary Level,No,0.30092,358,1150,0.27440,0.32744
2003,First Stage of Tertiary Education,Yes,0.69121,1164,1681,0.66912,0.71330
2003,First Stage of Tertiary Education,No,0.30557,517,1681,0.28355,0.32760
2003,Second Stage of Tertiary Education,Yes,0.69533,3061,4329,0.68161,0.70904
2003,Second Stage of Tertiary Education,No,0.29569,1268,4329,0.28209,0.30928
2004,Pre-primary Level,Yes,0.55666,369,637,0.51805,0.59527
2004,Pre-primary Level,No,0.43760,268,637,0.39904,0.47615
2004,Primary Level,Yes,0.63809,163,255,0.57899,0.69719
2004,Primary Level,No,0.35576,92,255,0.29688,0.41463
2004,Lower Secondary Level,Yes,0.69618,1774,2558,0.67836,0.71401
2004,Lower Secondary Level,No,0.29618,784,2558,0.27848,0.31388
2004,Upper Secondary Level,Yes,0.68790,7317,10749,0.67914,0.69666
2004,Upper Secondary Level,No,0.30899,3432,10749,0.30026,0.31773
2004,Post-secondary Non-tertiary Level,Yes,0.68231,767,1155,0.65545,0.70917
2004,Post-secondary Non-tertiary Level,No,0.30977,388,1155,0.28309,0.33645
2004,First Stage of Tertiary Education,Yes,0.67753,1097,1633,0.65485,0.70020
2004,First Stage of Tertiary Education,No,0.31420,536,1633,0.29168,0.33672
2004,Second Stage of Tertiary Education,Yes,0.68904,2956,4280,0.67517,0.70291
2004,Second Stage of Tertiary Education,No,0.30535,1324,4280,0.29155,0.31915
2005,Pre-primary Level,Yes,0.59945,385,647,0.56166,0.63723
2005,Pre-primary Level,No,0.38936,262,647,0.35176,0.42697
2005,Primary Level,Yes,0.69068,172,245,0.63269,0.74868
2005,Primary Level,No,0.30192,73,245,0.24432,0.35953
2005,Lower Secondary Level,Yes,0.72428,1715,2381,0.70633,0.74223
2005,Lower Secondary Level,No,0.26959,666,2381,0.25177,0.28742
2005,Upper Secondary Level,Yes,0.68616,7049,10185,0.67715,0.69518
2005,Upper Secondary Level,No,0.30483,3136,10185,0.29589,0.31378
2005,Post-secondary Non-tertiary Level,Yes,0.67443,771,1128,0.64707,0.70178
2005,Post-secondary Non-tertiary Level,No,0.32347,357,1128,0.29616,0.35078
2005,First Stage of Tertiary Education,Yes,0.69869,1080,1554,0.67587,0.72151
2005,First Stage of Tertiary Education,No,0.29683,474,1554,0.27411,0.31956
2005,Second Stage of Tertiary Education,Yes,0.70540,2909,4148,0.69153,0.71928
2005,Second Stage of Tertiary Education,No,0.28593,1239,4148,0.27217,0.29968
2006,Pre-primary Level,Yes,0.36073,224,397,0.31343,0.40803
2006,Pre-primary Level,No,0.27433,173,397,0.23038,0.31828
2006,Primary Level,Yes,0.65467,162,239,0.59426,0.71508
2006,Primary Level,No,0.33883,77,239,0.27870,0.39896
2006,Lower Secondary Level,Yes,0.70719,1790,2473,0.68925,0.72513
2006,Lower Secondary Level,No,0.27102,683,2473,0.25349,0.28854
2006,Upper Secondary Level,Yes,0.68509,7581,11054,0.67643,0.69375
2006,Upper Secondary Level,No,0.31110,3473,11054,0.30247,0.31974
2006,Post-secondary Non-tertiary Level,Yes,0.68009,806,1213,0.65383,0.70635
2006,Post-secondary Non-tertiary Level,No,0.31654,407,1213,0.29035,0.34272
2006,First Stage of Tertiary Education,Yes,0.69873,1139,1649,0.67658,0.72089
2006,First Stage of Tertiary Education,No,0.30059,510,1649,0.27845,0.32273
2006,Second Stage of Tertiary Education,Yes,0.67091,3118,4571,0.65729,0.68453
2006,Second Stage of Tertiary Education,No,0.32704,1453,4571,0.31344,0.34064
2007,Pre-primary Level,Yes,0.30947,201,340,0.26026,0.35868
2007,Pre-primary Level,No,0.21145,139,340,0.16798,0.25492
2007,Primary Level,Yes,0.67241,158,216,0.60968,0.73515
2007,Primary Level,No,0.32759,58,216,0.26485,0.39032
2007,Lower Secondary Level,Yes,0.71597,1598,2192,0.69709,0.73485
2007,Lower Secondary Level,No,0.25553,594,2192,0.23727,0.27380
2007,Upper Secondary Level,Yes,0.70344,7224,10267,0.69461,0.71228
2007,Upper Secondary Level,No,0.28967,3043,10267,0.28090,0.29845
2007,Post-secondary Non-tertiary Level,Yes,0.67320,811,1165,0.64625,0.70014
2007,Post-secondary Non-tertiary Level,No,0.32287,354,1165,0.29601,0.34973
2007,First Stage of Tertiary Education,Yes,0.70693,1083,1527,0.68409,0.72976
2007,First Stage of Tertiary Education,No,0.28322,444,1527,0.26061,0.30582
2007,Second Stage of Tertiary Education,Yes,0.69524,3111,4375,0.68159,0.70888
2007,Second Stage of Tertiary Education,No,0.30206,1264,4375,0.28845,0.31566
2008,Pre-primary Level,Yes,0.37255,222,353,0.32204,0.42306
2008,Pre-primary Level,No,0.22010,131,353,0.17682,0.26338
2008,Primary Level,Yes,0.62276,118,182,0.55214,0.69337
2008,Primary Level,No,0.36166,64,182,0.29166,0.43166
2008,Lower Secondary Level,Yes,0.68269,1410,1996,0.66227,0.70312
2008,Lower Secondary Level,No,0.28314,586,1996,0.26337,0.30291
2008,Upper Secondary Level,Yes,0.71100,6904,9689,0.70197,0.72002
2008,Upper Secondary Level,No,0.28259,2785,9689,0.27362,0.29155
2008,Post-secondary Non-tertiary Level,Yes,0.66946,739,1087,0.64148,0.69744
2008,Post-secondary Non-tertiary Level,No,0.32432,348,1087,0.29648,0.35217
2008,First Stage of Tertiary Education,Yes,0.72236,1031,1408,0.69896,0.74576
2008,First Stage of Tertiary Education,No,0.26626,377,1408,0.24316,0.28935
2008,Second Stage of Tertiary Education,Yes,0.69206,2984,4180,0.67806,0.70606
2008,Second Stage of Tertiary Education,No,0.30330,1196,4180,0.28936,0.31724
2009,Pre-primary Level,Yes,0.39735,201,311,0.34288,0.45183
2009,Pre-primary Level,No,0.23124,110,311,0.18431,0.27818
2009,Primary Level,Yes,0.61533,109,165,0.54087,0.68979
2009,Primary Level,No,0.38467,56,165,0.31021,0.45913
2009,Lower Secondary Level,Yes,0.70264,1304,1778,0.68139,0.72389
2009,Lower Secondary Level,No,0.26586,474,1778,0.24532,0.28640
2009,Upper Secondary Level,Yes,0.70727,6528,9017,0.69787,0.71666
2009,Upper Secondary Level,No,0.28730,2489,9017,0.27796,0.29664
2009,Post-secondary Non-tertiary Level,Yes,0.70313,701,995,0.67473,0.73153
2009,Post-secondary Non-tertiary Level,No,0.29602,294,995,0.26764,0.32440
2009,First Stage of Tertiary Education,Yes,0.73907,982,1325,0.71542,0.76272
2009,First Stage of Tertiary Education,No,0.25574,343,1325,0.23224,0.27924
2009,Second Stage of Tertiary Education,Yes,0.73073,2997,4021,0.71702,0.74444
2009,Second Stage of Tertiary Education,No,0.26569,1024,4021,0.25203,0.27934
2010,Pre-primary Level,Yes,0.37671,240,409,0.32969,0.42373
2010,Pre-primary Level,No,0.29291,169,409,0.24875,0.33707
2010,Primary Level,Yes,0.63366,211,342,0.58252,0.68480
2010,Primary Level,No,0.36433,131,342,0.31325,0.41541
2010,Lower Secondary Level,Yes,0.70268,1669,2423,0.68447,0.72088
2010,Lower Secondary Level,No,0.26076,754,2423,0.24328,0.27825
2010,Upper Secondary Level,Yes,0.70812,8088,11672,0.69988,0.71637
2010,Upper Secondary Level,No,0.28247,3584,11672,0.27430,0.29064
2010,Post-secondary Non-tertiary Level,Yes,0.69543,1135,1704,0.67357,0.71729
2010,Post-secondary Non-tertiary Level,No,0.30017,569,1704,0.27840,0.32194
2010,First Stage of Tertiary Education,Yes,0.72260,1116,1604,0.70068,0.74451
2010,First Stage of Tertiary Education,No,0.26197,488,1604,0.24045,0.28350
2010,Second Stage of Tertiary Education,Yes,0.70564,3760,5356,0.69343,0.71785
2010,Second Stage of Tertiary Education,No,0.29237,1596,5356,0.28019,0.30455
2011,Pre-primary Level,Yes,0.37738,311,473,0.33364,0.42111
2011,Pre-primary Level,No,0.19656,162,473,0.16071,0.23241
2011,Primary Level,Yes,0.71133,273,407,0.66725,0.75541
2011,Primary Level,No,0.28867,134,407,0.24459,0.33275
2011,Lower Secondary Level,Yes,0.73181,2095,2939,0.71579,0.74783
2011,Lower Secondary Level,No,0.24270,844,2939,0.22720,0.25820
2011,Upper Secondary Level,Yes,0.71390,9793,13869,0.70637,0.72142
2011,Upper Secondary Level,No,0.28154,4076,13869,0.27406,0.28903
2011,Post-secondary Non-tertiary Level,Yes,0.70621,1390,2000,0.68625,0.72618
2011,Post-secondary Non-tertiary Level,No,0.29081,610,2000,0.27090,0.31072
2011,First Stage of Tertiary Education,Yes,0.71201,1310,1847,0.69136,0.73267
2011,First Stage of Tertiary Education,No,0.27689,537,1847,0.25647,0.29730
2011,Second Stage of Tertiary Education,Yes,0.72698,4471,6199,0.71589,0.73807
2011,Second Stage of Tertiary Education,No,0.26957,1728,6199,0.25853,0.28062
2012,Pre-primary Level,Yes,0.35350,306,470,0.31023,0.39676
2012,Pre-primary Level,No,0.20634,164,470,0.16972,0.24297
2012,Primary Level,Yes,0.64152,251,385,0.59355,0.68948
2012,Primary Level,No,0.35470,134,385,0.30685,0.40256
2012,Lower Secondary Level,Yes,0.72499,2062,2885,0.70869,0.74128
2012,Lower Secondary Level,No,0.25015,823,2885,0.23434,0.26596
2012,Upper Secondary Level,Yes,0.71195,9575,13484,0.70431,0.71960
2012,Upper Secondary Level,No,0.28208,3909,13484,0.27449,0.28968
2012,Post-secondary Non-tertiary Level,Yes,0.70148,1367,1961,0.68122,0.72174
2012,Post-secondary Non-tertiary Level,No,0.29669,594,1961,0.27647,0.31691
2012,First Stage of Tertiary Education,Yes,0.71156,1294,1806,0.69066,0.73246
