"year","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2003","(Fach-)Abitur","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2003","AkademikerIn","","","","","","","","","","","","","",""
"2003","Hauptschule","33.73","37.4","3107","17","34","40","40","50","33.39","34.07","1.5","60","37.5","38"
"2003","Realschule","34.45","38.35","3382","20","33","40","40","48","34.15","34.75","2","56","38","38.5"
"2004","(Fach-)Abitur","","","","","","","","","","","","","",""
"2004","(noch) kein Abschluss","29.07","35.5","87","7.5","14","40","40","45","26.03","32.11","1.5","49","30","38"
"2004","AkademikerIn","","","","","","","","","","","","","",""
"2004","Hauptschule","","","","","","","","","","","","","",""
"2004","Realschule","34.8","38.4","3211","20","35","40","40","50","34.49","35.11","1","80","38.5","38.5"
"2005","(Fach-)Abitur","","","","","","","","","","","","","",""
"2005","(noch) kein Abschluss","30.98","37.25","76","6","27.5","40","42","60.5","27.88","34.08","2","60.5","35","38.5"
"2005","AkademikerIn","","","","","","","","","","","","","",""
"2005","Hauptschule","","","","","","","","","","","","","",""
"2005","Realschule","35.18","38.25","3046","20","35","40","40","50","34.86","35.5","4","75","38.5","38.5"
"2006","(Fach-)Abitur","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","32.19","37.75","69","7","30","40","40","44","29","35.38","1.5","49","30","38.5"
"2006","AkademikerIn","","","","","","","","","","","","","",""
"2006","Hauptschule","","","","","","","","","","","","","",""
"2006","Realschule","34.88","38.35","3183","20","34","40","40","48","34.56","35.2","3","72","38.5","38.5"
"2007","(Fach-)Abitur","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","29.89","38.25","63","8","20","40","40","42","26.37","33.41","2.5","49","25.5","39.5"
"2007","AkademikerIn","","","","","","","","","","","","","",""
"2007","Hauptschule","","","","","","","","","","","","","",""
"2007","Realschule","35.1","38.25","3058","20","34","40","40","50.5","34.78","35.42","3","72","38.5","38.5"
"2008","(Fach-)Abitur","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","31.76","36","62","10","25.5","40","40","60","28.5","35.02","8","60","27.5","38"
"2008","AkademikerIn","","","","","","","","","","","","","",""
"2008","Hauptschule","","","","","","","","","","","","","",""
"2008","Realschule","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","32.68","35.5","56","10.5","30","40","41","50","28.98","36.38","2.5","52","27.5","38"
"2009","AkademikerIn","","","","","","","","","","","","","",""
"2009","Hauptschule","","","","","","","","","","","","","",""
"2009","Realschule","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2010","AkademikerIn","","","","","","","","","","","","","",""
"2010","Hauptschule","","","","","","","","","","","","","",""
"2010","Realschule","34.74","38.95","3915","20","31.5","40","40","50","34.41","35.07","1","72","38","38.5"
"2011","(Fach-)Abitur","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2011","AkademikerIn","35.4","39.75","3319","20","33","40","40.1","46.2","35.09","35.71","2","64","39","39"
"2011","Hauptschule","33.58","38.25","3352","15","30","40","40","50","33.21","33.95","2","72","38","38"
"2011","Realschule","34.89","38.95","4693","20","32","40","40","48","34.59","35.19","0.5","80","38","38"
"2012","(Fach-)Abitur","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2012","AkademikerIn","35.53","39.9","3272","20","35","40","40","46.8","35.21","35.85","2","70","39","39.5"
"2012","Hauptschule","33.53","38.25","3285","15","30","40","40","50","33.15","33.91","1","72","38","38.5"
"2012","Realschule","34.78","38.9","4649","20","31.5","40","40","50","34.48","35.08","1","70","38","38.5"
"2013","(Fach-)Abitur","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","26.72","29.5","303","6","12","40","40","60","25.11","28.33","1","60","27.5","35"
"2013","AkademikerIn","35.27","39.85","3732","20","34","40","40","45.7","34.97","35.57","1","60","39","39"
"2013","Hauptschule","33.64","38.25","3884","15","30","40","40","50","33.3","33.98","2","72","38","38.5"
"2013","Realschule","34.92","38.9","4728","20","31.5","40","40","50","34.63","35.21","1","70","38","38.5"
"2014","(Fach-)Abitur","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2014","AkademikerIn","35.03","39.85","3430","20","32","40","40","48","34.72","35.34","2","70","39","39"
"2014","Hauptschule","32.69","37.75","3406","13","25","40","40","48","32.31","33.07","1.5","60","38","38"
"2014","Realschule","34.22","38.25","4204","20","30","40","40","48","33.91","34.53","1","70","38","38"
"2015","(Fach-)Abitur","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2015","AkademikerIn","35.21","39.25","3498","20","32","40","40","48","34.9","35.52","1.5","60","39","39"
"2015","Hauptschule","32.99","37.85","3169","15","28","40","40","48","32.61","33.37","2","70","38","38.5"
"2015","Realschule","34.21","38.25","3986","20","30","40","40","48","33.9","34.52","2","63","38","38"
"2016","(Fach-)Abitur","","","","","","","","","","","","","",""
"2016","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2016","AkademikerIn","34.83","38.85","3251","20","32","40","40","45","34.51","35.15","1.5","70","39","39"
"2016","Hauptschule","","","","","","","","","","","","","",""
"2016","Realschule","34.36","38.25","3658","20","30","40","40","48","34.04","34.68","1.5","65","38","38"
"2017","(Fach-)Abitur","","","","","","","","","","","","","",""
"2017","(noch) kein Abschluss","28.45","34","328","9","18","40","40","50","26.99","29.91","1","58","28","36"
"2017","AkademikerIn","34.8","38.9","3804","20","31","40","40","46","34.5","35.1","2","70","39","39"
"2017","Hauptschule","33.05","37.85","3122","13","30","40","40","50","32.66","33.44","0.8","75","38","38.5"
"2017","Realschule","34.27","38.25","4314","20","30","40","40","48","33.98","34.56","1","72","38","38.5"
"2018","(Fach-)Abitur","","","","","","","","","","","","","",""
"2018","(noch) kein Abschluss","28.84","37.25","406","6","15","40","40","47","27.54","30.14","1","60","35","38.5"
"2018","AkademikerIn","34.94","38.9","3782","20","32","40","40","48","34.65","35.23","1","70","39","39"
"2018","Hauptschule","32.54","37.9","3048","12","25","40","40","48","32.14","32.94","0.4","70","38","38.5"
"2018","Realschule","34.01","38.25","4138","20","30","40","40","48","33.71","34.31","1","72","38","38"
"2019","(Fach-)Abitur","","","","","","","","","","","","","",""
"2019","(noch) kein Abschluss","29.83","34","466","12","20","40","40","48","28.68","30.98","2","50","38","40"
"2019","AkademikerIn","35.15","38.5","3809","20","32","40","40","48","34.85","35.45","1","75","38","39"
"2019","Hauptschule","","","","","","","","","","","","","",""
"2019","Realschule","34.02","37.5","3876","20","30","40","40","48","33.72","34.32","1","60","38","38"
"2020","(Fach-)Abitur","","","","","","","","","","","","","",""
"2020","(noch) kein Abschluss","30.27","35.5","545","10","20","40","40","48","29.27","31.27","2","50","40","40"
"2020","AkademikerIn","34.88","38.9","4244","20","32","40","40","42.5","34.62","35.14","1","70","39","39.5"
"2020","Hauptschule","","","","","","","","","","","","","",""
"2020","Realschule","34.29","38.25","3643","20","30","40","40","48","33.99","34.59","1","72","38","38"
