year,regtyp,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Rural regions,As soon as possible,0.04239,300,688,0.02732,0.05745
1992,Rural regions,Next year,0.02672,173,688,0.01466,0.03878
1992,Rural regions,In the next 2 to 5 years,0.02304,154,688,0.01182,0.03426
1992,Rural regions,"In the distant future, in more than five years",0.01165,61,688,0.00363,0.01967
1993,Urban regions,As soon as possible,0.02855,368,1210,0.01916,0.03794
1993,Urban regions,Next year,0.02114,253,1210,0.01303,0.02925
1993,Urban regions,In the next 2 to 5 years,0.03635,416,1210,0.02580,0.04690
1993,Urban regions,"In the distant future, in more than five years",0.01323,173,1210,0.00679,0.01967
1993,Rural regions,As soon as possible,0.05126,351,709,0.03502,0.06751
1993,Rural regions,Next year,0.02229,154,709,0.01142,0.03317
1993,Rural regions,In the next 2 to 5 years,0.02638,160,709,0.01458,0.03819
1993,Rural regions,"In the distant future, in more than five years",0.00719,44,709,0.00097,0.01341
1994,Urban regions,As soon as possible,0.03256,432,1309,0.02294,0.04218
1994,Urban regions,Next year,0.02596,293,1309,0.01734,0.03458
1994,Urban regions,In the next 2 to 5 years,0.03508,415,1309,0.02511,0.04505
1994,Urban regions,"In the distant future, in more than five years",0.01400,169,1309,0.00763,0.02037
1994,Rural regions,As soon as possible,0.05542,356,704,0.03850,0.07233
1994,Rural regions,Next year,0.02230,138,704,0.01139,0.03322
1994,Rural regions,In the next 2 to 5 years,0.02890,164,704,0.01652,0.04128
1994,Rural regions,"In the distant future, in more than five years",0.00713,46,704,0.00091,0.01335
1995,Urban regions,As soon as possible,0.03175,426,1400,0.02256,0.04093
1995,Urban regions,Next year,0.02504,302,1400,0.01686,0.03323
1995,Urban regions,In the next 2 to 5 years,0.03978,494,1400,0.02954,0.05002
1995,Urban regions,"In the distant future, in more than five years",0.01450,178,1400,0.00823,0.02076
1995,Rural regions,As soon as possible,0.04610,302,724,0.03082,0.06139
1995,Rural regions,Next year,0.02131,161,724,0.01078,0.03184
1995,Rural regions,In the next 2 to 5 years,0.03081,187,724,0.01822,0.04341
1995,Rural regions,"In the distant future, in more than five years",0.01145,74,724,0.00369,0.01920
1996,Urban regions,As soon as possible,0.03396,429,1380,0.02440,0.04352
1996,Urban regions,Next year,0.02554,307,1380,0.01721,0.03387
1996,Urban regions,In the next 2 to 5 years,0.04001,459,1380,0.02966,0.05035
1996,Urban regions,"In the distant future, in more than five years",0.01433,185,1380,0.00806,0.02060
1996,Rural regions,As soon as possible,0.04764,337,750,0.03239,0.06290
1996,Rural regions,Next year,0.02689,176,750,0.01530,0.03847
1996,Rural regions,In the next 2 to 5 years,0.02710,180,750,0.01547,0.03873
1996,Rural regions,"In the distant future, in more than five years",0.01271,57,750,0.00469,0.02074
1997,Urban regions,As soon as possible,0.03751,477,1362,0.02741,0.04760
1997,Urban regions,Next year,0.02467,269,1362,0.01643,0.03291
1997,Urban regions,In the next 2 to 5 years,0.03755,452,1362,0.02745,0.04765
1997,Urban regions,"In the distant future, in more than five years",0.01334,164,1362,0.00725,0.01944
1997,Rural regions,As soon as possible,0.05492,346,749,0.03859,0.07124
1997,Rural regions,Next year,0.02157,138,749,0.01116,0.03198
1997,Rural regions,In the next 2 to 5 years,0.03533,201,749,0.02210,0.04856
1997,Rural regions,"In the distant future, in more than five years",0.01018,64,749,0.00299,0.01738
1998,Urban regions,As soon as possible,0.03477,454,1384,0.02512,0.04443
1998,Urban regions,Next year,0.02339,295,1384,0.01542,0.03135
1998,Urban regions,In the next 2 to 5 years,0.03399,442,1384,0.02444,0.04355
1998,Urban regions,"In the distant future, in more than five years",0.01463,193,1384,0.00831,0.02096
1998,Rural regions,As soon as possible,0.05589,405,828,0.04023,0.07154
1998,Rural regions,Next year,0.02249,162,828,0.01239,0.03260
1998,Rural regions,In the next 2 to 5 years,0.03023,192,828,0.01856,0.04190
1998,Rural regions,"In the distant future, in more than five years",0.01048,69,828,0.00354,0.01742
1999,Urban regions,As soon as possible,0.03126,383,1208,0.02144,0.04107
1999,Urban regions,Next year,0.02129,255,1208,0.01315,0.02944
1999,Urban regions,In the next 2 to 5 years,0.03250,413,1208,0.02249,0.04250
1999,Urban regions,"In the distant future, in more than five years",0.01200,157,1208,0.00586,0.01814
1999,Rural regions,As soon as possible,0.04362,305,714,0.02863,0.05862
1999,Rural regions,Next year,0.02242,165,714,0.01156,0.03329
1999,Rural regions,In the next 2 to 5 years,0.02884,182,714,0.01655,0.04112
1999,Rural regions,"In the distant future, in more than five years",0.00846,62,714,0.00174,0.01518
2000,Urban regions,As soon as possible,0.02821,615,2123,0.02116,0.03525
2000,Urban regions,Next year,0.02112,462,2123,0.01501,0.02724
2000,Urban regions,In the next 2 to 5 years,0.03369,760,2123,0.02602,0.04137
2000,Urban regions,"In the distant future, in more than five years",0.01254,286,2123,0.00780,0.01727
2000,Rural regions,As soon as possible,0.04126,483,1214,0.03007,0.05245
2000,Rural regions,Next year,0.02359,272,1214,0.01505,0.03213
2000,Rural regions,In the next 2 to 5 years,0.02861,325,1214,0.01923,0.03799
2000,Rural regions,"In the distant future, in more than five years",0.01106,134,1214,0.00517,0.01695
2001,Urban regions,As soon as possible,0.02782,515,1834,0.02029,0.03535
2001,Urban regions,Next year,0.02243,412,1834,0.01565,0.02921
2001,Urban regions,In the next 2 to 5 years,0.03137,655,1834,0.02339,0.03935
2001,Urban regions,"In the distant future, in more than five years",0.01176,252,1834,0.00683,0.01670
2001,Rural regions,As soon as possible,0.04582,477,1125,0.03360,0.05805
2001,Rural regions,Next year,0.02316,240,1125,0.01437,0.03195
2001,Rural regions,In the next 2 to 5 years,0.02730,297,1125,0.01777,0.03682
2001,Rural regions,"In the distant future, in more than five years",0.01091,111,1125,0.00483,0.01698
2002,Urban regions,As soon as possible,0.03611,607,2008,0.02794,0.04427
2002,Urban regions,Next year,0.02306,425,2008,0.01649,0.02962
2002,Urban regions,In the next 2 to 5 years,0.03267,688,2008,0.02489,0.04045
2002,Urban regions,"In the distant future, in more than five years",0.01208,288,2008,0.00730,0.01686
2002,Rural regions,As soon as possible,0.05225,491,1154,0.03940,0.06509
2002,Rural regions,Next year,0.02412,248,1154,0.01526,0.03297
2002,Rural regions,In the next 2 to 5 years,0.02811,315,1154,0.01857,0.03765
2002,Rural regions,"In the distant future, in more than five years",0.00962,100,1154,0.00398,0.01525
2003,Urban regions,As soon as possible,0.04056,679,1975,0.03186,0.04926
2003,Urban regions,Next year,0.02340,425,1975,0.01673,0.03007
2003,Urban regions,In the next 2 to 5 years,0.03120,639,1975,0.02353,0.03886
2003,Urban regions,"In the distant future, in more than five years",0.00955,232,1975,0.00526,0.01384
2003,Rural regions,As soon as possible,0.05920,517,1099,0.04524,0.07316
2003,Rural regions,Next year,0.02444,243,1099,0.01531,0.03357
2003,Rural regions,In the next 2 to 5 years,0.02391,256,1099,0.01487,0.03295
2003,Rural regions,"In the distant future, in more than five years",0.00769,83,1099,0.00253,0.01286
2004,Urban regions,As soon as possible,0.04480,720,2015,0.03576,0.05383
2004,Urban regions,Next year,0.02117,406,2015,0.01489,0.02746
2004,Urban regions,In the next 2 to 5 years,0.03350,661,2015,0.02564,0.04136
2004,Urban regions,"In the distant future, in more than five years",0.00874,228,2015,0.00467,0.01280
2004,Rural regions,As soon as possible,0.06578,538,1152,0.05146,0.08011
2004,Rural regions,Next year,0.02652,228,1152,0.01724,0.03580
2004,Rural regions,In the next 2 to 5 years,0.03024,284,1152,0.02035,0.04014
2004,Rural regions,"In the distant future, in more than five years",0.00988,102,1152,0.00416,0.01559
2005,Urban regions,As soon as possible,0.04763,702,1968,0.03822,0.05704
2005,Urban regions,Next year,0.02368,409,1968,0.01696,0.03040
2005,Urban regions,In the next 2 to 5 years,0.03325,611,1968,0.02533,0.04117
2005,Urban regions,"In the distant future, in more than five years",0.01144,246,1968,0.00674,0.01614
2005,Rural regions,As soon as possible,0.06864,531,1094,0.05365,0.08363
2005,Rural regions,Next year,0.02191,203,1094,0.01323,0.03058
2005,Rural regions,In the next 2 to 5 years,0.03034,271,1094,0.02017,0.04051
2005,Rural regions,"In the distant future, in more than five years",0.00829,89,1094,0.00291,0.01366
2006,Urban regions,As soon as possible,0.04875,745,1943,0.03918,0.05833
2006,Urban regions,Next year,0.02284,385,1943,0.01620,0.02949
2006,Urban regions,In the next 2 to 5 years,0.03333,621,1943,0.02534,0.04131
2006,Urban regions,"In the distant future, in more than five years",0.00861,192,1943,0.00450,0.01273
2006,Rural regions,As soon as possible,0.06298,532,1107,0.04867,0.07730
2006,Rural regions,Next year,0.02258,217,1107,0.01383,0.03134
2006,Rural regions,In the next 2 to 5 years,0.02779,282,1107,0.01810,0.03747
2006,Rural regions,"In the distant future, in more than five years",0.00645,76,1107,0.00173,0.01117
2007,Urban regions,As soon as possible,0.04253,588,1647,0.03278,0.05228
2007,Urban regions,Next year,0.02474,364,1647,0.01724,0.03225
2007,Urban regions,In the next 2 to 5 years,0.02723,525,1647,0.01937,0.03509
2007,Urban regions,"In the distant future, in more than five years",0.00887,170,1647,0.00434,0.01340
2007,Rural regions,As soon as possible,0.05466,430,909,0.03988,0.06945
2007,Rural regions,Next year,0.01958,177,909,0.01057,0.02859
2007,Rural regions,In the next 2 to 5 years,0.02850,251,909,0.01767,0.03932
2007,Rural regions,"In the distant future, in more than five years",0.00373,51,909,-0.00023,0.00770
2008,Urban regions,As soon as possible,0.03650,464,1439,0.02681,0.04619
2008,Urban regions,Next year,0.01981,322,1439,0.01261,0.02702
2008,Urban regions,In the next 2 to 5 years,0.02766,484,1439,0.01918,0.03614
2008,Urban regions,"In the distant future, in more than five years",0.00870,169,1439,0.00390,0.01350
2008,Rural regions,As soon as possible,0.04703,366,818,0.03252,0.06155
2008,Rural regions,Next year,0.02281,190,818,0.01257,0.03304
2008,Rural regions,In the next 2 to 5 years,0.02327,196,818,0.01293,0.03361
2008,Rural regions,"In the distant future, in more than five years",0.00744,66,818,0.00155,0.01333
2009,Urban regions,As soon as possible,0.03894,471,1317,0.02849,0.04939
2009,Urban regions,Next year,0.02146,295,1317,0.01363,0.02929
2009,Urban regions,In the next 2 to 5 years,0.02772,421,1317,0.01885,0.03659
2009,Urban regions,"In the distant future, in more than five years",0.00745,130,1317,0.00280,0.01210
2009,Rural regions,As soon as possible,0.04770,331,751,0.03245,0.06295
2009,Rural regions,Next year,0.02100,177,751,0.01074,0.03126
2009,Rural regions,In the next 2 to 5 years,0.02195,185,751,0.01147,0.03244
2009,Rural regions,"In the distant future, in more than five years",0.00848,58,751,0.00192,0.01505
2010,Urban regions,As soon as possible,0.04186,814,2896,0.03456,0.04915
2010,Urban regions,Next year,0.02730,867,2896,0.02136,0.03324
2010,Urban regions,In the next 2 to 5 years,0.02845,935,2896,0.02239,0.03450
2010,Urban regions,"In the distant future, in more than five years",0.00918,280,2896,0.00571,0.01265
2010,Rural regions,As soon as possible,0.04293,522,1460,0.03253,0.05333
2010,Rural regions,Next year,0.02095,403,1460,0.01360,0.02830
2010,Rural regions,In the next 2 to 5 years,0.02144,401,1460,0.01401,0.02887
2010,Rural regions,"In the distant future, in more than five years",0.00692,134,1460,0.00266,0.01117
2011,Urban regions,As soon as possible,0.03282,800,2764,0.02617,0.03946
2011,Urban regions,Next year,0.02218,715,2764,0.01669,0.02767
2011,Urban regions,In the next 2 to 5 years,0.03144,943,2764,0.02494,0.03795
2011,Urban regions,"In the distant future, in more than five years",0.00918,306,2764,0.00562,0.01273
2011,Rural regions,As soon as possible,0.03836,586,1492,0.02861,0.04811
2011,Rural regions,Next year,0.01871,400,1492,0.01183,0.02558
2011,Rural regions,In the next 2 to 5 years,0.02015,378,1492,0.01302,0.02728
2011,Rural regions,"In the distant future, in more than five years",0.00662,128,1492,0.00250,0.01074
2012,Urban regions,As soon as possible,0.03391,760,2500,0.02681,0.04101
2012,Urban regions,Next year,0.02590,708,2500,0.01967,0.03213
2012,Urban regions,In the next 2 to 5 years,0.02804,775,2500,0.02157,0.03452
2012,Urban regions,"In the distant future, in more than five years",0.00865,257,2500,0.00502,0.01228
2012,Rural regions,As soon as possible,0.04090,544,1389,0.03048,0.05132
2012,Rural regions,Next year,0.02288,366,1389,0.01502,0.03075
2012,Rural regions,In the next 2 to 5 years,0.02081,326,1389,0.01330,0.02832
2012,Rural regions,"In the distant future, in more than five years",0.00780,153,1389,0.00317,0.01243
2013,Urban regions,As soon as possible,0.03261,994,3184,0.02644,0.03878
2013,Urban regions,Next year,0.02700,855,3184,0.02137,0.03264
2013,Urban regions,In the next 2 to 5 years,0.02869,1002,3184,0.02289,0.03449
2013,Urban regions,"In the distant future, in more than five years",0.00774,333,3184,0.00470,0.01079
2013,Rural regions,As soon as possible,0.04059,594,1503,0.03061,0.05057
2013,Rural regions,Next year,0.02752,390,1503,0.01924,0.03579
2013,Rural regions,In the next 2 to 5 years,0.02063,372,1503,0.01345,0.02782
2013,Rural regions,"In the distant future, in more than five years",0.00718,147,1503,0.00291,0.01145
2014,Urban regions,As soon as possible,0.03537,825,2579,0.02824,0.04250
2014,Urban regions,Next year,0.02648,725,2579,0.02028,0.03268
2014,Urban regions,In the next 2 to 5 years,0.02864,779,2579,0.02220,0.03508
2014,Urban regions,"In the distant future, in more than five years",0.00670,250,2579,0.00355,0.00985
2014,Rural regions,As soon as possible,0.03945,501,1239,0.02861,0.05029
2014,Rural regions,Next year,0.02179,307,1239,0.01365,0.02992
2014,Rural regions,In the next 2 to 5 years,0.02077,317,1239,0.01282,0.02871
2014,Rural regions,"In the distant future, in more than five years",0.00700,114,1239,0.00236,0.01165
2015,Urban regions,As soon as possible,0.03534,810,2651,0.02831,0.04237
2015,Urban regions,Next year,0.02368,695,2651,0.01789,0.02947
2015,Urban regions,In the next 2 to 5 years,0.03095,895,2651,0.02436,0.03755
2015,Urban regions,"In the distant future, in more than five years",0.00634,251,2651,0.00332,0.00936
2015,Rural regions,As soon as possible,0.03358,454,1264,0.02364,0.04351
2015,Rural regions,Next year,0.02448,326,1264,0.01595,0.03300
2015,Rural regions,In the next 2 to 5 years,0.02216,362,1264,0.01404,0.03027
2015,Rural regions,"In the distant future, in more than five years",0.00598,122,1264,0.00173,0.01024
2016,Urban regions,As soon as possible,0.03220,1359,3820,0.02660,0.03780
2016,Urban regions,Next year,0.02810,1064,3820,0.02286,0.03334
2016,Urban regions,In the next 2 to 5 years,0.03114,1103,3820,0.02563,0.03665
2016,Urban regions,"In the distant future, in more than five years",0.00817,294,3820,0.00531,0.01102
2016,Rural regions,As soon as possible,0.03060,697,1721,0.02246,0.03874
2016,Rural regions,Next year,0.02482,455,1721,0.01747,0.03217
2016,Rural regions,In the next 2 to 5 years,0.02437,448,1721,0.01708,0.03165
2016,Rural regions,"In the distant future, in more than five years",0.00610,121,1721,0.00242,0.00979
2017,Urban regions,As soon as possible,0.03055,1442,4371,0.02545,0.03566
2017,Urban regions,Next year,0.03106,1215,4371,0.02591,0.03620
2017,Urban regions,In the next 2 to 5 years,0.02893,1368,4371,0.02396,0.03390
2017,Urban regions,"In the distant future, in more than five years",0.00776,346,4371,0.00516,0.01037
2017,Rural regions,As soon as possible,0.02905,699,1919,0.02154,0.03657
2017,Rural regions,Next year,0.02298,582,1919,0.01627,0.02968
2017,Rural regions,In the next 2 to 5 years,0.02117,487,1919,0.01473,0.02761
2017,Rural regions,"In the distant future, in more than five years",0.00482,151,1919,0.00172,0.00792
2018,Urban regions,As soon as possible,0.02706,1292,3917,0.02197,0.03214
2018,Urban regions,Next year,0.02972,1159,3917,0.02440,0.03504
2018,Urban regions,In the next 2 to 5 years,0.02893,1179,3917,0.02368,0.03418
2018,Urban regions,"In the distant future, in more than five years",0.00623,287,3917,0.00377,0.00870
2018,Rural regions,As soon as possible,0.02840,582,1653,0.02039,0.03641
2018,Rural regions,Next year,0.02558,499,1653,0.01797,0.03320
2018,Rural regions,In the next 2 to 5 years,0.01813,459,1653,0.01170,0.02457
2018,Rural regions,"In the distant future, in more than five years",0.00532,113,1653,0.00181,0.00883
2019,Urban regions,As soon as possible,0.02525,1084,3249,0.01986,0.03065
2019,Urban regions,Next year,0.02673,972,3249,0.02119,0.03228
2019,Urban regions,In the next 2 to 5 years,0.02791,941,3249,0.02224,0.03357
2019,Urban regions,"In the distant future, in more than five years",0.00647,252,3249,0.00371,0.00922
2019,Rural regions,As soon as possible,0.02270,454,1351,0.01475,0.03064
2019,Rural regions,Next year,0.02604,427,1351,0.01754,0.03454
2019,Rural regions,In the next 2 to 5 years,0.01815,388,1351,0.01103,0.02527
2019,Rural regions,"In the distant future, in more than five years",0.00523,82,1351,0.00138,0.00907
2020,Urban regions,As soon as possible,0.02534,1310,3642,0.02023,0.03044
2020,Urban regions,Next year,0.03002,1035,3642,0.02448,0.03556
2020,Urban regions,In the next 2 to 5 years,0.02673,1041,3642,0.02149,0.03197
2020,Urban regions,"In the distant future, in more than five years",0.00679,256,3642,0.00412,0.00945
2020,Rural regions,As soon as possible,0.02664,504,1317,0.01794,0.03534
2020,Rural regions,Next year,0.02311,338,1317,0.01500,0.03123
2020,Rural regions,In the next 2 to 5 years,0.02134,386,1317,0.01353,0.02915
2020,Rural regions,"In the distant future, in more than five years",0.00379,89,1317,0.00047,0.00711
2021,Urban regions,As soon as possible,0.02564,722,2281,0.01915,0.03213
2021,Urban regions,Next year,0.03343,723,2281,0.02605,0.04081
2021,Urban regions,In the next 2 to 5 years,0.02662,623,2281,0.02001,0.03323
2021,Urban regions,"In the distant future, in more than five years",0.00615,213,2281,0.00294,0.00936
2021,Rural regions,As soon as possible,0.01787,237,745,0.00835,0.02739
2021,Rural regions,Next year,0.02661,230,745,0.01505,0.03818
2021,Rural regions,In the next 2 to 5 years,0.01520,216,745,0.00641,0.02399
2021,Rural regions,"In the distant future, in more than five years",0.00490,62,745,-0.00012,0.00992
