year,age_gr,regtyp,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,30-45 y.,Urban regions,As soon as possible,0.04766,147,474,0.02846,0.06686
1996,30-45 y.,Urban regions,Next year,0.03178,102,474,0.01598,0.04759
1996,30-45 y.,Urban regions,In the next 2 to 5 years,0.05836,167,474,0.03723,0.07949
1996,30-45 y.,Urban regions,"In the distant future, in more than five years",0.01896,58,474,0.00667,0.03125
1996,30-45 y.,Rural regions,As soon as possible,0.06968,131,241,0.03746,0.10189
1996,30-45 y.,Rural regions,Next year,0.03763,54,241,0.01356,0.06171
1996,30-45 y.,Rural regions,In the next 2 to 5 years,0.03592,56,241,0.01237,0.05946
1996,46-65 y.,Urban regions,As soon as possible,0.04243,124,177,0.01265,0.07221
1996,46-65 y.,Urban regions,Next year,0.02143,53,177,0.00004,0.04283
1996,46-65 y.,Rural regions,As soon as possible,0.06378,104,104,0.01659,0.11097
1997,17-29 y.,Urban regions,As soon as possible,0.07402,155,669,0.05417,0.09388
1997,17-29 y.,Urban regions,Next year,0.07049,129,669,0.05107,0.08990
1997,17-29 y.,Urban regions,In the next 2 to 5 years,0.14758,278,669,0.12068,0.17447
1997,17-29 y.,Urban regions,"In the distant future, in more than five years",0.05229,107,669,0.03541,0.06917
1997,17-29 y.,Rural regions,As soon as possible,0.07688,89,322,0.04774,0.10603
1997,17-29 y.,Rural regions,Next year,0.05804,65,322,0.03246,0.08362
1997,17-29 y.,Rural regions,In the next 2 to 5 years,0.13657,131,322,0.09900,0.17414
1997,17-29 y.,Rural regions,"In the distant future, in more than five years",0.03639,37,322,0.01591,0.05688
1997,30-45 y.,Urban regions,As soon as possible,0.05255,173,477,0.03250,0.07259
1997,30-45 y.,Urban regions,Next year,0.03207,93,477,0.01624,0.04790
1997,30-45 y.,Urban regions,In the next 2 to 5 years,0.05323,156,477,0.03306,0.07339
1997,30-45 y.,Urban regions,"In the distant future, in more than five years",0.02077,55,477,0.00796,0.03358
1997,30-45 y.,Rural regions,As soon as possible,0.09220,144,249,0.05619,0.12821
1997,30-45 y.,Rural regions,Next year,0.03180,47,249,0.00996,0.05364
1997,30-45 y.,Rural regions,In the next 2 to 5 years,0.04508,58,249,0.01926,0.07091
1997,46-65 y.,Urban regions,As soon as possible,0.04837,147,194,0.01810,0.07863
1997,46-65 y.,Urban regions,Next year,0.02227,47,194,0.00145,0.04309
1997,46-65 y.,Rural regions,As soon as possible,0.07850,112,112,0.02846,0.12853
1998,17-29 y.,Urban regions,As soon as possible,0.06932,158,693,0.05039,0.08824
1998,17-29 y.,Urban regions,Next year,0.06959,149,693,0.05063,0.08855
1998,17-29 y.,Urban regions,In the next 2 to 5 years,0.13500,267,693,0.10954,0.16046
1998,17-29 y.,Urban regions,"In the distant future, in more than five years",0.06130,119,693,0.04343,0.07917
1998,17-29 y.,Rural regions,As soon as possible,0.08089,97,342,0.05195,0.10983
1998,17-29 y.,Rural regions,Next year,0.08411,90,342,0.05465,0.11357
1998,17-29 y.,Rural regions,In the next 2 to 5 years,0.11606,119,342,0.08206,0.15005
1998,17-29 y.,Rural regions,"In the distant future, in more than five years",0.03650,36,342,0.01660,0.05641
1998,30-45 y.,Urban regions,As soon as possible,0.04933,159,492,0.03017,0.06849
1998,30-45 y.,Urban regions,Next year,0.03505,108,492,0.01879,0.05132
1998,30-45 y.,Urban regions,In the next 2 to 5 years,0.04792,158,492,0.02903,0.06682
1998,30-45 y.,Urban regions,"In the distant future, in more than five years",0.01882,67,492,0.00680,0.03084
1998,30-45 y.,Rural regions,As soon as possible,0.09633,179,288,0.06219,0.13046
1998,30-45 y.,Rural regions,Next year,0.02987,51,288,0.01017,0.04956
1998,30-45 y.,Rural regions,In the next 2 to 5 years,0.04327,58,288,0.01973,0.06680
1998,46-65 y.,Urban regions,As soon as possible,0.04345,136,174,0.01307,0.07384
1998,46-65 y.,Urban regions,Next year,0.01500,38,174,-0.00311,0.03312
1998,46-65 y.,Rural regions,As soon as possible,0.07644,129,129,0.03041,0.12247
1999,17-29 y.,Urban regions,As soon as possible,0.06383,132,622,0.04461,0.08306
1999,17-29 y.,Urban regions,Next year,0.07583,137,622,0.05501,0.09666
1999,17-29 y.,Urban regions,In the next 2 to 5 years,0.13057,251,622,0.10407,0.15707
1999,17-29 y.,Urban regions,"In the distant future, in more than five years",0.05374,102,622,0.03600,0.07148
1999,17-29 y.,Rural regions,As soon as possible,0.09316,90,321,0.06132,0.12501
1999,17-29 y.,Rural regions,Next year,0.07813,87,321,0.04872,0.10753
1999,17-29 y.,Rural regions,In the next 2 to 5 years,0.10949,111,321,0.07528,0.14370
1999,17-29 y.,Rural regions,"In the distant future, in more than five years",0.02612,33,321,0.00865,0.04360
1999,30-45 y.,Urban regions,As soon as possible,0.04673,143,419,0.02649,0.06696
1999,30-45 y.,Urban regions,Next year,0.02688,82,419,0.01137,0.04238
1999,30-45 y.,Urban regions,In the next 2 to 5 years,0.04643,149,419,0.02626,0.06660
1999,30-45 y.,Urban regions,"In the distant future, in more than five years",0.01150,45,419,0.00128,0.02173
1999,30-45 y.,Rural regions,As soon as possible,0.07024,125,239,0.03777,0.10271
1999,30-45 y.,Rural regions,Next year,0.03034,52,239,0.00855,0.05213
1999,30-45 y.,Rural regions,In the next 2 to 5 years,0.04742,62,239,0.02041,0.07442
1999,46-65 y.,Urban regions,As soon as possible,0.03613,107,142,0.00533,0.06694
1999,46-65 y.,Urban regions,Next year,0.01188,35,142,-0.00600,0.02976
1999,46-65 y.,Rural regions,As soon as possible,0.04868,90,90,0.00397,0.09339
2000,17-29 y.,Urban regions,As soon as possible,0.06206,182,1001,0.04711,0.07702
2000,17-29 y.,Urban regions,Next year,0.07398,224,1001,0.05776,0.09021
2000,17-29 y.,Urban regions,In the next 2 to 5 years,0.13577,439,1001,0.11454,0.15700
2000,17-29 y.,Urban regions,"In the distant future, in more than five years",0.05117,156,1001,0.03751,0.06483
2000,17-29 y.,Rural regions,As soon as possible,0.07416,123,533,0.05189,0.09642
2000,17-29 y.,Rural regions,Next year,0.08059,145,533,0.05745,0.10372
2000,17-29 y.,Rural regions,In the next 2 to 5 years,0.11517,199,533,0.08804,0.14230
2000,17-29 y.,Rural regions,"In the distant future, in more than five years",0.03426,66,533,0.01881,0.04972
2000,30-45 y.,Urban regions,As soon as possible,0.03893,235,804,0.02555,0.05231
2000,30-45 y.,Urban regions,Next year,0.02951,176,804,0.01780,0.04121
2000,30-45 y.,Urban regions,In the next 2 to 5 years,0.05030,282,804,0.03518,0.06541
2000,30-45 y.,Urban regions,"In the distant future, in more than five years",0.01745,111,804,0.00839,0.02650
2000,30-45 y.,Rural regions,As soon as possible,0.06663,206,464,0.04391,0.08934
2000,30-45 y.,Rural regions,Next year,0.03208,88,464,0.01603,0.04813
2000,30-45 y.,Rural regions,In the next 2 to 5 years,0.03797,109,464,0.02056,0.05537
2000,30-45 y.,Rural regions,"In the distant future, in more than five years",0.02175,61,464,0.00846,0.03504
2000,46-65 y.,Urban regions,As soon as possible,0.03509,198,296,0.01409,0.05609
2000,46-65 y.,Urban regions,Next year,0.01128,60,296,-0.00077,0.02334
2000,46-65 y.,Urban regions,In the next 2 to 5 years,0.00631,38,296,-0.00273,0.01535
2000,46-65 y.,Rural regions,As soon as possible,0.05218,153,192,0.02064,0.08372
2000,46-65 y.,Rural regions,Next year,0.01395,39,192,-0.00268,0.03058
2001,17-29 y.,Urban regions,As soon as possible,0.05852,160,887,0.04307,0.07398
2001,17-29 y.,Urban regions,Next year,0.07908,197,887,0.06131,0.09685
2001,17-29 y.,Urban regions,In the next 2 to 5 years,0.12639,375,887,0.10451,0.14827
2001,17-29 y.,Urban regions,"In the distant future, in more than five years",0.05358,155,887,0.03875,0.06841
2001,17-29 y.,Rural regions,As soon as possible,0.07654,118,509,0.05342,0.09966
2001,17-29 y.,Rural regions,Next year,0.08292,131,509,0.05894,0.10691
2001,17-29 y.,Rural regions,In the next 2 to 5 years,0.11891,193,509,0.09076,0.14706
2001,17-29 y.,Rural regions,"In the distant future, in more than five years",0.04280,67,509,0.02520,0.06041
2001,30-45 y.,Urban regions,As soon as possible,0.03513,185,682,0.02130,0.04896
2001,30-45 y.,Urban regions,Next year,0.03441,164,682,0.02072,0.04810
2001,30-45 y.,Urban regions,In the next 2 to 5 years,0.04817,248,682,0.03209,0.06426
2001,30-45 y.,Urban regions,"In the distant future, in more than five years",0.01526,85,682,0.00606,0.02447
2001,30-45 y.,Rural regions,As soon as possible,0.07483,194,399,0.04898,0.10068
2001,30-45 y.,Rural regions,Next year,0.03250,78,399,0.01508,0.04992
2001,30-45 y.,Rural regions,In the next 2 to 5 years,0.03428,92,399,0.01640,0.05215
2001,30-45 y.,Rural regions,"In the distant future, in more than five years",0.01513,35,399,0.00314,0.02712
2001,46-65 y.,Urban regions,As soon as possible,0.03896,169,250,0.01493,0.06300
2001,46-65 y.,Urban regions,Next year,0.01000,49,250,-0.00236,0.02236
2001,46-65 y.,Urban regions,In the next 2 to 5 years,0.00680,32,250,-0.00341,0.01701
2001,46-65 y.,Rural regions,As soon as possible,0.06172,165,165,0.02489,0.09855
2002,17-29 y.,Urban regions,As soon as possible,0.07338,184,973,0.05698,0.08977
2002,17-29 y.,Urban regions,Next year,0.07753,188,973,0.06072,0.09435
2002,17-29 y.,Urban regions,In the next 2 to 5 years,0.13902,408,973,0.11727,0.16077
2002,17-29 y.,Urban regions,"In the distant future, in more than five years",0.05195,193,973,0.03799,0.06590
2002,17-29 y.,Rural regions,As soon as possible,0.09303,124,534,0.06837,0.11769
2002,17-29 y.,Rural regions,Next year,0.08651,140,534,0.06265,0.11038
2002,17-29 y.,Rural regions,In the next 2 to 5 years,0.12245,205,534,0.09462,0.15028
2002,17-29 y.,Rural regions,"In the distant future, in more than five years",0.03551,65,534,0.01980,0.05122
2002,30-45 y.,Urban regions,As soon as possible,0.05358,229,718,0.03709,0.07006
2002,30-45 y.,Urban regions,Next year,0.03694,176,718,0.02313,0.05074
2002,30-45 y.,Urban regions,In the next 2 to 5 years,0.04720,234,718,0.03167,0.06272
2002,30-45 y.,Urban regions,"In the distant future, in more than five years",0.01670,79,718,0.00732,0.02609
2002,30-45 y.,Rural regions,As soon as possible,0.08720,211,419,0.06015,0.11424
2002,30-45 y.,Rural regions,Next year,0.03427,81,419,0.01683,0.05171
2002,30-45 y.,Rural regions,In the next 2 to 5 years,0.03763,96,419,0.01939,0.05588
2002,30-45 y.,Rural regions,"In the distant future, in more than five years",0.01635,31,419,0.00419,0.02851
2002,46-65 y.,Urban regions,As soon as possible,0.04673,192,298,0.02273,0.07073
2002,46-65 y.,Urban regions,Next year,0.01240,61,298,-0.00019,0.02498
2002,46-65 y.,Urban regions,In the next 2 to 5 years,0.00781,45,298,-0.00220,0.01782
2002,46-65 y.,Rural regions,As soon as possible,0.06432,155,155,0.02557,0.10307
2003,17-29 y.,Urban regions,As soon as possible,0.08235,194,964,0.06499,0.09971
2003,17-29 y.,Urban regions,Next year,0.07157,185,964,0.05529,0.08785
2003,17-29 y.,Urban regions,In the next 2 to 5 years,0.13953,412,964,0.11765,0.16142
2003,17-29 y.,Urban regions,"In the distant future, in more than five years",0.04929,173,964,0.03561,0.06296
2003,17-29 y.,Rural regions,As soon as possible,0.11053,129,497,0.08293,0.13812
2003,17-29 y.,Rural regions,Next year,0.08869,139,497,0.06367,0.11371
2003,17-29 y.,Rural regions,In the next 2 to 5 years,0.10167,176,497,0.07507,0.12827
2003,17-29 y.,Rural regions,"In the distant future, in more than five years",0.02949,53,497,0.01460,0.04438
2003,30-45 y.,Urban regions,As soon as possible,0.06745,285,690,0.04873,0.08618
2003,30-45 y.,Urban regions,Next year,0.03542,164,690,0.02162,0.04922
2003,30-45 y.,Urban regions,In the next 2 to 5 years,0.04022,192,690,0.02555,0.05490
2003,30-45 y.,Urban regions,"In the distant future, in more than five years",0.00870,49,690,0.00177,0.01564
2003,30-45 y.,Rural regions,As soon as possible,0.10141,215,346,0.06956,0.13326
2003,30-45 y.,Rural regions,Next year,0.03075,65,346,0.01254,0.04897
2003,30-45 y.,Rural regions,In the next 2 to 5 years,0.03181,66,346,0.01329,0.05033
2003,46-65 y.,Urban regions,As soon as possible,0.04594,199,304,0.02237,0.06951
