"year","quintil","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1998","4","Staedtischer Raum","92.04","76","837","88.09","95.99"
"1998","5 Einkommensstärkstes Quintil","Laendlicher Raum","89.95","73","193","80.91","98.99"
"1998","5 Einkommensstärkstes Quintil","Staedtischer Raum","105.33","86","531","99.11","111.55"
"1999","1 Einkommensschwächstes Quintil","Laendlicher Raum","70.65","50.5","905","67.11","74.19"
"1999","1 Einkommensschwächstes Quintil","Staedtischer Raum","82.62","75","707","78.34","86.9"
"1999","2","Laendlicher Raum","72.19","55","1085","68.92","75.46"
"1999","2","Staedtischer Raum","76.21","60.5","1078","73.25","79.17"
"1999","3","Laendlicher Raum","75.79","55.5","729","71.64","79.94"
"1999","3","Staedtischer Raum","84.56","73","1087","81.79","87.33"
"1999","4","Laendlicher Raum","75.08","55.5","410","70.04","80.12"
"1999","4","Staedtischer Raum","86.66","71","838","82.66","90.66"
"1999","5 Einkommensstärkstes Quintil","Laendlicher Raum","75.08","49.5","215","68.47","81.69"
"1999","5 Einkommensstärkstes Quintil","Staedtischer Raum","93.57","75.5","623","88.98","98.16"
"2000","1 Einkommensschwächstes Quintil","Laendlicher Raum","46.55","38.12","1557","44.98","48.12"
"2000","1 Einkommensschwächstes Quintil","Staedtischer Raum","52.74","42.25","1296","50.57","54.91"
"2000","2","Laendlicher Raum","47.28","42.33","1936","45.96","48.6"
"2000","2","Staedtischer Raum","53.75","44.38","1947","52.28","55.22"
"2000","3","Laendlicher Raum","51.87","42.38","1355","50.04","53.7"
"2000","3","Staedtischer Raum","54.73","46.62","2136","53.32","56.14"
"2000","4","Laendlicher Raum","52.21","42.17","865","49.91","54.51"
"2000","4","Staedtischer Raum","58.48","50.71","1784","56.8","60.16"
"2000","5 Einkommensstärkstes Quintil","Laendlicher Raum","54.02","46.46","438","51.07","56.97"
"2000","5 Einkommensstärkstes Quintil","Staedtischer Raum","62.58","50","1314","60.26","64.9"
"2001","1 Einkommensschwächstes Quintil","Laendlicher Raum","51.17","42.17","1397","49.28","53.06"
"2001","1 Einkommensschwächstes Quintil","Staedtischer Raum","57.91","49.96","1061","55.41","60.41"
"2001","2","Laendlicher Raum","50.62","42.38","1641","49.02","52.22"
"2001","2","Staedtischer Raum","56.46","49.88","1727","54.81","58.11"
"2001","3","Laendlicher Raum","53.12","42.17","1335","50.92","55.32"
"2001","3","Staedtischer Raum","58.15","50.29","1926","56.68","59.62"
"2001","4","Laendlicher Raum","54.55","49.08","855","52.58","56.52"
"2001","4","Staedtischer Raum","58.46","51.08","1666","56.7","60.22"
"2001","5 Einkommensstärkstes Quintil","Laendlicher Raum","54.59","41.88","437","51.31","57.87"
"2001","5 Einkommensstärkstes Quintil","Staedtischer Raum","64.97","57.38","1304","62.6","67.34"
"2002","1 Einkommensschwächstes Quintil","Laendlicher Raum","54.47","45.21","1082","52.3","56.64"
"2002","1 Einkommensschwächstes Quintil","Staedtischer Raum","57.23","48.88","827","54.4","60.06"
"2002","2","Laendlicher Raum","57.57","41.58","1386","55.33","59.81"
"2002","2","Staedtischer Raum","58.64","49.58","1490","56.52","60.76"
"2002","3","Laendlicher Raum","53.99","47.92","1252","52.09","55.89"
"2002","3","Staedtischer Raum","60.02","53.83","1739","58.27","61.77"
"2002","4","Laendlicher Raum","54.64","42.08","1141","52.16","57.12"
"2002","4","Staedtischer Raum","62.4","49.58","2004","60.57","64.23"
"2002","5 Einkommensstärkstes Quintil","Laendlicher Raum","63.74","49.38","886","60.77","66.71"
"2002","5 Einkommensstärkstes Quintil","Staedtischer Raum","68.34","58.08","2762","66.58","70.1"
"2003","1 Einkommensschwächstes Quintil","Laendlicher Raum","52.79","43.33","944","50.27","55.31"
"2003","1 Einkommensschwächstes Quintil","Staedtischer Raum","60.03","49.17","702","57.58","62.48"
"2003","2","Laendlicher Raum","57.24","45.75","1253","54.91","59.57"
"2003","2","Staedtischer Raum","60.11","49.58","1348","57.5","62.72"
"2003","3","Laendlicher Raum","57.15","48.25","1323","55.16","59.14"
"2003","3","Staedtischer Raum","65.09","53.96","1817","63.23","66.95"
"2003","4","Laendlicher Raum","55.53","49.58","1139","53.31","57.75"
"2003","4","Staedtischer Raum","66.46","55.04","2061","64.6","68.32"
"2003","5 Einkommensstärkstes Quintil","Laendlicher Raum","61.2","49.83","789","57.74","64.66"
"2003","5 Einkommensstärkstes Quintil","Staedtischer Raum","67.62","56.04","2488","65.51","69.73"
"2004","1 Einkommensschwächstes Quintil","Laendlicher Raum","63.17","54.04","934","60.08","66.26"
"2004","1 Einkommensschwächstes Quintil","Staedtischer Raum","61.72","49.25","767","57.95","65.49"
"2004","2","Laendlicher Raum","60.4","49.5","1235","58.13","62.67"
"2004","2","Staedtischer Raum","68.08","57.67","1280","65.68","70.48"
"2004","3","Laendlicher Raum","54.18","49.79","1355","52.11","56.25"
"2004","3","Staedtischer Raum","67","57.75","1702","64.88","69.12"
"2004","4","Laendlicher Raum","63.4","49.58","1091","60.75","66.05"
"2004","4","Staedtischer Raum","65.78","54.08","2124","63.9","67.66"
"2004","5 Einkommensstärkstes Quintil","Laendlicher Raum","63.73","55.46","785","60.7","66.76"
"2004","5 Einkommensstärkstes Quintil","Staedtischer Raum","74.61","62.12","2422","72.4","76.82"
"2005","1 Einkommensschwächstes Quintil","Laendlicher Raum","62.31","48.33","975","58.45","66.17"
"2005","1 Einkommensschwächstes Quintil","Staedtischer Raum","67.89","57.92","720","64.46","71.32"
"2005","2","Laendlicher Raum","58.92","49.17","1205","56.64","61.2"
"2005","2","Staedtischer Raum","59.9","53.75","1285","57.9","61.9"
"2005","3","Laendlicher Raum","63.79","49.58","1189","61.32","66.26"
"2005","3","Staedtischer Raum","70.27","57.62","1498","67.9","72.64"
"2005","4","Laendlicher Raum","56.82","49.17","1120","54.41","59.23"
"2005","4","Staedtischer Raum","71.8","59.46","2076","69.61","73.99"
"2005","5 Einkommensstärkstes Quintil","Laendlicher Raum","70.83","53.96","802","66.45","75.21"
"2005","5 Einkommensstärkstes Quintil","Staedtischer Raum","75.93","64.29","2375","73.88","77.98"
"2006","1 Einkommensschwächstes Quintil","Laendlicher Raum","57.08","45.5","1012","54.15","60.01"
"2006","1 Einkommensschwächstes Quintil","Staedtischer Raum","67.71","57.5","681","63.2","72.22"
"2006","2","Laendlicher Raum","60.65","49.17","1312","58.49","62.81"
"2006","2","Staedtischer Raum","68.02","56.58","1380","65.76","70.28"
"2006","3","Laendlicher Raum","59.51","49.42","1346","57.48","61.54"
"2006","3","Staedtischer Raum","68.9","59.71","1686","66.7","71.1"
"2006","4","Laendlicher Raum","63.96","49.29","1186","61.07","66.85"
"2006","4","Staedtischer Raum","69.14","56.96","2285","67.28","71"
"2006","5 Einkommensstärkstes Quintil","Laendlicher Raum","63.41","53.17","846","60.37","66.45"
"2006","5 Einkommensstärkstes Quintil","Staedtischer Raum","78.73","62.08","2533","76.54","80.92"
"2007","1 Einkommensschwächstes Quintil","Laendlicher Raum","58.18","49.17","788","55.45","60.91"
"2007","1 Einkommensschwächstes Quintil","Staedtischer Raum","72.03","61.67","637","68.26","75.8"
"2007","2","Laendlicher Raum","59.7","52.17","1207","57.56","61.84"
"2007","2","Staedtischer Raum","67.23","57.29","1171","64.17","70.29"
"2007","3","Laendlicher Raum","64.88","53.75","1299","62.89","66.87"
"2007","3","Staedtischer Raum","65.86","58.08","1539","63.91","67.81"
"2007","4","Laendlicher Raum","58.59","49.67","1120","56.23","60.95"
"2007","4","Staedtischer Raum","69.04","57.29","2136","67.02","71.06"
"2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","65.09","55.42","812","61.86","68.32"
"2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","74.95","60.62","2533","72.66","77.24"
"2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","65.64","52.92","669","61.7","69.58"
"2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","60.15","49.17","519","56.58","63.72"
"2008","2","Laendlicher Raum","60.33","52.08","1043","58.12","62.54"
"2008","2","Staedtischer Raum","67.67","57.92","1041","64.93","70.41"
"2008","3","Laendlicher Raum","63.65","51.71","1245","61.41","65.89"
"2008","3","Staedtischer Raum","65.81","53.75","1519","63.72","67.9"
"2008","4","Laendlicher Raum","63.39","53.75","1215","60.97","65.81"
"2008","4","Staedtischer Raum","68.18","54.79","1909","66.17","70.19"
"2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","69.93","58","819","66.7","73.16"
"2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","75.6","62.08","2505","73.54","77.66"
"2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","51.89","41.21","519","48.15","55.63"
"2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","62.19","49.83","466","57.79","66.59"
"2009","2","Laendlicher Raum","62.26","53.75","970","59.86","64.66"
"2009","2","Staedtischer Raum","60.02","51.25","954","56.94","63.1"
"2009","3","Laendlicher Raum","56.83","49.75","1201","54.98","58.68"
"2009","3","Staedtischer Raum","71.34","59.29","1272","68.73","73.95"
"2009","4","Laendlicher Raum","62.39","49.42","1182","59.8","64.98"
"2009","4","Staedtischer Raum","72.7","59.58","1877","70.62","74.78"
"2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","58.48","49.96","858","55.12","61.84"
"2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","79.56","66.46","2397","77.28","81.84"
"2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","54.5","45.42","924","51.27","57.73"
"2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","58.24","45.21","777","54.87","61.61"
"2010","2","Laendlicher Raum","55.97","49.58","1578","54.46","57.48"
"2010","2","Staedtischer Raum","64.21","54.71","1450","62.32","66.1"
"2010","3","Laendlicher Raum","51.94","47.71","1599","50.48","53.4"
"2010","3","Staedtischer Raum","58.19","54.08","1895","56.48","59.9"
"2010","4","Laendlicher Raum","54.47","49.54","1530","52.97","55.97"
"2010","4","Staedtischer Raum","63.95","57.5","2435","62.25","65.65"
"2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","56.19","49.58","1092","54.26","58.12"
"2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","67.34","58.12","2954","65.76","68.92"
"2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","51.13","48.54","1034","48.67","53.59"
"2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","62.77","53.33","871","59.86","65.68"
"2011","2","Laendlicher Raum","49.26","45.58","1786","47.67","50.85"
"2011","2","Staedtischer Raum","60.01","49.58","1765","58.05","61.97"
"2011","3","Laendlicher Raum","51.81","47.92","2082","50.5","53.12"
"2011","3","Staedtischer Raum","59.44","52.38","2331","57.86","61.02"
"2011","4","Laendlicher Raum","52.32","45.75","2144","50.99","53.65"
"2011","4","Staedtischer Raum","63.7","54.08","3274","62.37","65.03"
"2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","58.51","49.83","1484","56.82","60.2"
"2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","67.09","58.08","3886","65.58","68.6"
"2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","47.95","41.62","841","45.31","50.59"
"2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","60.41","52.25","742","57.05","63.77"
"2012","2","Laendlicher Raum","55.15","49.58","1636","53.45","56.85"
"2012","2","Staedtischer Raum","66.81","57.08","1525","64.65","68.97"
"2012","3","Laendlicher Raum","51.73","45.42","2114","50.54","52.92"
"2012","3","Staedtischer Raum","64.22","53.96","2274","62.57","65.87"
"2012","4","Laendlicher Raum","52.39","46.5","2092","51.15","53.63"
"2012","4","Staedtischer Raum","66.45","56.17","3288","64.97","67.93"
"2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","56.83","49.67","1580","55.09","58.57"
"2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","71.76","59.79","4017","70.37","73.15"
"2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","51.84","41.46","770","48.46","55.22"
"2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","62.73","57.5","779","60.02","65.44"
"2013","2","Laendlicher Raum","53.98","49.58","1400","52.47","55.49"
"2013","2","Staedtischer Raum","61.27","49.5","1562","59.12","63.42"
"2013","3","Laendlicher Raum","48.96","45.75","1956","47.68","50.24"
"2013","3","Staedtischer Raum","67.44","57.5","2198","65.77","69.11"
"2013","4","Laendlicher Raum","52.42","49.92","2330","51.16","53.68"
"2013","4","Staedtischer Raum","63.64","53.96","3360","62.35","64.93"
"2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","58.04","49.75","1672","56.2","59.88"
"2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","69.81","58.62","4281","68.38","71.24"
"2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","33.95","28.92","896","31.47","36.43"
"2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","34.25","13.54","1164","31.8","36.7"
"2014","2","Laendlicher Raum","47.49","41.25","1476","45.56","49.42"
"2014","2","Staedtischer Raum","56.19","44.62","1645","53.81","58.57"
"2014","3","Laendlicher Raum","50.84","46.83","1882","49.31","52.37"
"2014","3","Staedtischer Raum","56.78","49.71","2319","55.16","58.4"
"2014","4","Laendlicher Raum","50.63","46.33","2276","49.35","51.91"
"2014","4","Staedtischer Raum","59.59","49.58","3372","58.2","60.98"
"2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","52.65","45.62","1744","51","54.3"
"2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","68.14","58.25","4418","66.74","69.54"
"2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","3","3","619","3","3"
"2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","3","3","1327","3","3"
"2015","2","Laendlicher Raum","3","3","476","3","3"
"2015","2","Staedtischer Raum","3","3","1048","3","3"
"2015","3","Laendlicher Raum","3","3","413","3","3"
"2015","3","Staedtischer Raum","3","3","827","3","3"
"2015","4","Laendlicher Raum","3","3","339","3","3"
"2015","4","Staedtischer Raum","3","3","759","3","3"
"2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","3","3","147","3","3"
"2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","3","3","632","3","3"
"2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","30.1","20.42","776","27.19","33.01"
"2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","27.03","3","1055","24.96","29.1"
"2016","2","Laendlicher Raum","39.32","33.75","1038","37.11","41.53"
"2016","2","Staedtischer Raum","43.84","32.08","1387","41.36","46.32"
"2016","3","Laendlicher Raum","38.79","33.17","1686","37.15","40.43"
"2016","3","Staedtischer Raum","44.97","37.71","1866","43.09","46.85"
"2016","4","Laendlicher Raum","52","44.58","2305","50.42","53.58"
"2016","4","Staedtischer Raum","54.32","49.75","3221","52.77","55.87"
"2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","51.61","43.96","1945","49.98","53.24"
"2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","58.65","49.79","4443","57.31","59.99"
"2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","38.46","28","617","34.77","42.15"
"2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","29.19","3","861","26.11","32.27"
"2017","2","Laendlicher Raum","44.24","41.62","938","41.99","46.49"
"2017","2","Staedtischer Raum","39.22","31.75","1236","36.84","41.6"
"2017","3","Laendlicher Raum","46.4","41.5","1715","44.8","48"
"2017","3","Staedtischer Raum","54.07","45.79","2032","51.97","56.17"
"2017","4","Laendlicher Raum","49.75","41.25","2540","48.29","51.21"
"2017","4","Staedtischer Raum","55.2","42.92","3496","53.63","56.77"
"2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","55.39","48.21","2412","53.67","57.11"
"2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","61.16","49.96","5372","59.83","62.49"
"2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","31.89","19.54","561","27.87","35.91"
"2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","27.3","3","753","24.31","30.29"
"2018","2","Laendlicher Raum","42.4","39.79","765","39.69","45.11"
"2018","2","Staedtischer Raum","38.8","25.17","1054","35.76","41.84"
"2018","3","Laendlicher Raum","44.38","41.25","1566","42.64","46.12"
"2018","3","Staedtischer Raum","51.26","40.33","1737","48.98","53.54"
"2018","4","Laendlicher Raum","49.24","41.42","2483","47.83","50.65"
"2018","4","Staedtischer Raum","55.87","48.42","3313","54.27","57.47"
"2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","53.68","48.75","2525","52.29","55.07"
"2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","62.54","51.25","5413","61.28","63.8"
"2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","39.31","28.33","431","35.71","42.91"
"2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","36.66","19.17","551","32.12","41.2"
"2019","2","Laendlicher Raum","39.78","32.83","630","34.21","45.35"
"2019","2","Staedtischer Raum","44.28","33.04","923","41.1","47.46"
"2019","3","Laendlicher Raum","52.23","45.33","1279","50.01","54.45"
"2019","3","Staedtischer Raum","49.61","40.83","1490","47.13","52.09"
"2019","4","Laendlicher Raum","47.95","41.25","2516","46.57","49.33"
"2019","4","Staedtischer Raum","57.76","46.25","3040","56.04","59.48"
"2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","53.63","47.42","3412","52.09","55.17"
"2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","66.56","55.75","7063","65.12","68"
"2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","29.98","19.17","1093","27.34","32.62"
"2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","23.16","2.33","2390","22.39","23.93"
"2020","2","Laendlicher Raum","47.22","41.25","688","43.82","50.62"
"2020","2","Staedtischer Raum","38.1","20.42","1443","36.15","40.05"
"2020","3","Laendlicher Raum","45.7","40.83","1175","43.66","47.74"
"2020","3","Staedtischer Raum","46.06","41.58","1404","43.71","48.41"
"2020","4","Laendlicher Raum","51.17","45","2249","49.44","52.9"
"2020","4","Staedtischer Raum","61.13","49.58","3132","58.97","63.29"
"2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","57.13","49.92","3351","55.64","58.62"
"2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","67.09","53.04","6772","65.56","68.62"
