"year","hhtyp","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1994","1-Pers.- Haushalt","Ostdeutschland","36.9","24.5","41","8","13","61","77","128","27.51","46.29","5","128","15","51"
"1994","1-Pers.- Haushalt","Westdeutschland","","","","","","","","","","","","","",""
"1994","Alleinerziehende","Ostdeutschland","56.74","46","51","24","27","72","102","153","46.22","67.26","10","153","36","51"
"1994","Alleinerziehende","Westdeutschland","","","","","","","","","","","","","",""
"1994","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"1994","Paar mit Kind(ern)","Westdeutschland","84.97","65","3041","31","46","102","153","281","82.91","87.03","5","429","61","66"
"1994","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"1994","Sonstige","Westdeutschland","72.51","58.5","401","28","41","80","128","409","67.17","77.85","6","409","51","61"
"1995","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"1995","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","","","","","","","","","","",""
"1995","1-Pers.- Haushalt","Ostdeutschland","44","28.5","41","10","18","54","66","286","27.09","60.91","6","286","20","51"
"1995","1-Pers.- Haushalt","Westdeutschland","","","","","","","","","","","","","",""
"1995","Alleinerziehende","Ostdeutschland","65.59","47.5","48","29","43","77","118","205","54.99","76.19","23","205","51","59"
"1995","Alleinerziehende","Westdeutschland","","","","","","","","","","","","","",""
"1995","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"1995","Paar mit Kind(ern)","Westdeutschland","91.83","75.5","3119","34","51","118","179","307","89.72","93.94","5","358","72","77"
"1995","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"1995","Sonstige","Westdeutschland","81.1","64.5","427","29","41","102","153","256","75.7","86.5","4","276","66","77"
"1996","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","58.86","49.5","328","20","26","77","122","205","54.08","63.64","10","286","43","51"
"1996","(Ehe-)Paar ohne Kind(er)","Westdeutschland","75.35","60","982","30","41","102","137","256","72.24","78.46","8","358","51","61"
"1996","1-Pers.- Haushalt","Ostdeutschland","45.15","24.5","41","15","23","51","92","256","30.66","59.64","10","256","26","51"
"1996","1-Pers.- Haushalt","Westdeutschland","","","","","","","","","","","","","",""
"1996","Alleinerziehende","Ostdeutschland","81.33","71.5","50","41","43","102","153","179","69.76","92.9","33","179","51","92"
"1996","Alleinerziehende","Westdeutschland","","","","","","","","","","","","","",""
"1996","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"1996","Paar mit Kind(ern)","Westdeutschland","94.97","76.5","3101","35","51","123","169","307","92.72","97.22","8","767","77","77"
"1996","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"1996","Sonstige","Westdeutschland","89.58","76","367","31","51","102","179","205","84.92","94.24","6","205","66","77"
"1997","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","70.2","50","336","23","31","82","143","307","64.47","75.93","5","345","51","61"
"1997","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","","","","","","","","","","",""
"1997","1-Pers.- Haushalt","Ostdeutschland","70.02","46.5","43","18","31","82","146","245","56.18","83.86","5","245","41","73"
"1997","1-Pers.- Haushalt","Westdeutschland","","","","","","","","","","","","","",""
"1997","Alleinerziehende","Ostdeutschland","79.31","64","52","26","41","102","102","256","63.79","94.83","10","256","41","82"
"1997","Alleinerziehende","Westdeutschland","","","","","","","","","","","","","",""
"1997","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"1997","Paar mit Kind(ern)","Westdeutschland","92.11","75.5","3211","36","51","112","179","307","89.75","94.47","5","1023","72","77"
"1997","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"1997","Sonstige","Westdeutschland","96.01","71.5","380","31","51","107","205","358","90.01","102.01","5","358","61","80"
"1998","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","72.49","49","390","20","31","85","153","409","66.98","78","5","409","51","61"
"1998","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","","","","","","","","","","",""
"1998","1-Pers.- Haushalt","Ostdeutschland","58.52","43.5","60","18","23","77","153","179","47.43","69.61","10","179","31","51"
"1998","1-Pers.- Haushalt","Westdeutschland","","","","","","","","","","","","","",""
"1998","Alleinerziehende","Ostdeutschland","101.25","69","41","15","46","153","256","256","79.98","122.52","15","256","56","153"
"1998","Alleinerziehende","Westdeutschland","","","","","","","","","","","","","",""
"1998","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"1998","Paar mit Kind(ern)","Westdeutschland","95.75","76","3677","36","51","123","179","307","93.71","97.79","6","460","77","77"
"1998","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"1998","Sonstige","Westdeutschland","87.64","74.5","355","36","61","102","153","230","82.88","92.4","8","296","77","77"
"1999","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","62.31","50.5","400","26","31","77","120","235","57.97","66.65","8","256","51","61"
"1999","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","","","","","","","","","","",""
"1999","1-Pers.- Haushalt","Ostdeutschland","61.14","44.5","70","20","31","77","102","307","47.64","74.64","5","307","36","51"
"1999","1-Pers.- Haushalt","Westdeutschland","","","","","","","","","","","","","",""
"1999","Alleinerziehende","Ostdeutschland","71.56","48.5","53","26","38","87","169","205","56.95","86.17","20","205","51","77"
"1999","Alleinerziehende","Westdeutschland","","","","","","","","","","","","","",""
"1999","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"1999","Paar mit Kind(ern)","Westdeutschland","86.44","75.5","3759","36","51","102","153","307","84.73","88.15","0","383","66","74"
"1999","Sonstige","Ostdeutschland","80.83","73","86","51","61","102","128","205","72.65","89.01","36","205","66","77"
"1999","Sonstige","Westdeutschland","","","","","","","","","","","","","",""
"2000","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","45.69","38.96","704","17.08","25.58","59.67","85.25","127.83","43.64","47.74","3.42","157.67","38.3333320617676","42.5833320617676"
"2000","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","","","","","","","","","","",""
"2000","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2000","1-Pers.- Haushalt","Westdeutschland","39.73","33.67","635","12.75","21.33","51.17","76","128.75","37.55","41.91","0","204.5","31.9166660308838","34.0833320617676"
"2000","Alleinerziehende","Ostdeutschland","55.84","44.29","90","21.33","34.08","66.33","106.5","145.33","49.34","62.34","12.75","145.33","42.5833320617676","59.6666679382324"
"2000","Alleinerziehende","Westdeutschland","51.54","41.96","355","19.17","30.67","63.92","102.25","149.17","48.16","54.92","6.17","149.17","42.5833320617676","48.9166679382324"
"2000","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2000","Paar mit Kind(ern)","Westdeutschland","58.47","50.79","7000","21.33","34.08","76.67","106.5","186","57.61","59.33","0","340.83","51.1666679382324","51.1666679382324"
"2000","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"2000","Sonstige","Westdeutschland","53.85","47.29","580","17.08","29.83","69.92","85.25","170.42","51.13","56.57","3.83","178.92","46.8333320617676","52.75"
"2001","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","46.63","42.38","706","17.42","25.58","55.42","85.25","170.42","44.47","48.79","7.67","255.67","40.9166679382324","42.5833320617676"
"2001","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","","","","","","","","","","",""
"2001","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2001","1-Pers.- Haushalt","Westdeutschland","42.23","36.33","559","14.92","23.83","51.17","76.67","136.5","39.83","44.63","0","213","34.0833320617676","41.75"
"2001","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2001","Alleinerziehende","Westdeutschland","52.3","42.08","314","21.33","30.67","63.92","94.42","170.42","48.67","55.93","4","178.83","42.5833320617676","46.8333320617676"
"2001","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2001","Paar mit Kind(ern)","Westdeutschland","61.25","51","6371","21.33","34.75","80.92","106.5","191.75","60.32","62.18","0","370.67","51.1666679382324","51.1666679382324"
"2001","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"2001","Sonstige","Westdeutschland","61.68","49","571","25.58","35.17","84.83","106.5","187.5","58.64","64.72","4.25","213","51.1666679382324","59.6666679382324"
"2002","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","47.73","41.58","700","15","26.67","60","83.33","166.67","45.39","50.07","2.42","208.33","41.6666679382324","48.1666679382324"
"2002","(Ehe-)Paar ohne Kind(er)","Westdeutschland","55.08","44","3056","20.83","29.17","71.67","100","183.33","53.73","56.43","0","291.67","45.8333320617676","50"
"2002","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2002","1-Pers.- Haushalt","Westdeutschland","46.29","37.08","543","16.67","25","59.67","83.33","166.67","43.41","49.17","0","245.83","35.8333320617676","41.6666679382324"
"2002","Alleinerziehende","Ostdeutschland","62.81","47.92","96","25","29.17","75","139.17","166.67","54.09","71.53","13.33","166.67","41.6666679382324","60.5"
"2002","Alleinerziehende","Westdeutschland","58.31","40.83","343","21.67","29.17","71.67","103.83","208.33","53.03","63.59","6.67","279.33","42.9166679382324","50"
"2002","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2002","Paar mit Kind(ern)","Westdeutschland","63.81","54.08","7172","25","37.5","83.33","116.67","208.33","62.82","64.8","0","333.33","54.1666679382324","58.3333320617676"
"2002","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"2002","Sonstige","Westdeutschland","64.99","52.08","525","25","33.33","75","116.67","268","60.55","69.43","8.33","350","50","63.9166679382324"
"2003","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","55.69","49.38","738","20","33.33","66.67","100","208.33","53.02","58.36","5","250","45.8333320617676","50"
"2003","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","","","","","","","","","","",""
"2003","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2003","1-Pers.- Haushalt","Westdeutschland","44.93","36.62","556","16.67","25","55.08","82.5","166.67","42.16","47.7","5.17","244.17","34.1666679382324","40"
"2003","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2003","Alleinerziehende","Westdeutschland","","","","","","","","","","","","","",""
"2003","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2003","Paar mit Kind(ern)","Westdeutschland","67.55","58.17","6824","25","39.17","83.33","125","208.33","66.43","68.67","0","613.83","58.3333320617676","59.8333320617676"
"2003","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"2003","Sonstige","Westdeutschland","66.66","57.92","409","17.5","40","83.33","108.33","250","61.48","71.84","8.33","250","58.3333320617676","66.6666641235352"
"2004","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","55.45","49.17","740","20.83","33.33","66.67","91.67","205.33","52.74","58.16","0","250","50","50"
"2004","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","","","","","","","","","","",""
"2004","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2004","1-Pers.- Haushalt","Westdeutschland","47.18","36.54","593","13.33","25","58.33","90.83","166.67","43.49","50.87","0","700","34.5833320617676","41.6666679382324"
"2004","Alleinerziehende","Ostdeutschland","77.02","77.08","87","33.33","44.75","100","125","300","65.89","88.15","15.83","300","55","75"
"2004","Alleinerziehende","Westdeutschland","","","","","","","","","","","","","",""
"2004","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2004","Paar mit Kind(ern)","Westdeutschland","72.29","62.25","6641","26.5","41.67","91.67","133.33","233.33","71.12","73.46","0","491.67","62.9166679382324","66.6666641235352"
"2004","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"2004","Sonstige","Westdeutschland","64.86","54.79","393","25","36.67","76.42","116.67","233.33","60.17","69.55","8.33","250","54.1666679382324","66.6666641235352"
"2005","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","58.97","49.62","748","20.83","33.33","66.67","100","200","55.41","62.53","0","733.33","50","54.1666679382324"
"2005","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","","","","","","","","","","",""
"2005","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2005","1-Pers.- Haushalt","Westdeutschland","49.16","40.92","594","15.83","25","62.5","100","166.67","46.4","51.92","0","216.67","37.5","41.6666679382324"
"2005","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2005","Alleinerziehende","Westdeutschland","55.76","48.96","325","23.33","35.5","75","92.17","157.08","51.84","59.68","8.17","191.67","46.3333320617676","50"
"2005","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2005","Paar mit Kind(ern)","Westdeutschland","73.4","62.29","6280","25","41.67","91.67","137.5","250","72.2","74.6","0","500","62.5","66.6666641235352"
"2005","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"2005","Sonstige","Westdeutschland","62.96","48.33","346","23.33","33.33","79.17","101.67","250","56.7","69.22","5","300","50","58.3333320617676"
"2006","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","55.74","49.58","900","20.83","33.33","66.67","91.67","175","53.36","58.12","0","290","50","53.3333320617676"
"2006","(Ehe-)Paar ohne Kind(er)","Westdeutschland","59.97","49.67","3316","23.33","33.33","75","105","208.33","58.54","61.4","0","375","50","54.1666679382324"
"2006","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2006","1-Pers.- Haushalt","Westdeutschland","51.85","41.46","673","16.67","29.17","60","100","208.33","48.87","54.83","0","375","39.1666679382324","41.6666679382324"
"2006","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2006","Alleinerziehende","Westdeutschland","58.48","44.17","366","26.67","33.33","82.33","112.5","206.67","54.42","62.54","0","208.33","43.3333320617676","50"
"2006","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2006","Paar mit Kind(ern)","Westdeutschland","76.07","66.46","6560","29.17","41.67","95.83","135.17","250","74.85","77.29","0","583.33","66.6666641235352","66.6666641235352"
"2006","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"2006","Sonstige","Westdeutschland","61.5","48.04","352","25","33.33","66.67","100","366.67","53.69","69.31","8.33","366.67","50","54.1666679382324"
"2007","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","61.31","49.67","888","20.83","35","75","105.83","257.83","58.15","64.47","0","666.67","50","54.1666679382324"
"2007","(Ehe-)Paar ohne Kind(er)","Westdeutschland","63.02","52.79","3108","25","35.33","79.17","116.67","208.33","61.41","64.63","0","500","51.6666679382324","55"
"2007","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2007","1-Pers.- Haushalt","Westdeutschland","48.42","40.75","638","16","25","62.5","83.33","166.67","45.41","51.43","0","365.83","37.5","41.6666679382324"
"2007","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2007","Alleinerziehende","Westdeutschland","61.75","53.75","369","29.17","39.58","83.33","100","166.67","58.31","65.19","12.92","166.67","50.5","59.1666679382324"
"2007","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2007","Paar mit Kind(ern)","Westdeutschland","72.64","62.08","6020","27","41.67","91.67","125","233.33","71.38","73.9","0","500","63.3333320617676","66.6666641235352"
"2007","Sonstige","Ostdeutschland","59.4","52.08","88","35.33","37.5","73.33","91.67","167.5","51.88","66.92","33.33","167.5","54.1666679382324","73.3333358764648"
"2007","Sonstige","Westdeutschland","66.3","64.12","310","31.67","41.67","83.33","116.67","200","61.77","70.83","15.67","200","52.5","66.6666641235352"
"2008","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","62.72","54.79","886","26.67","41.67","75","100","208.33","60.31","65.13","0","275","50","55"
"2008","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","","","","","","","","","","",""
"2008","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2008","1-Pers.- Haushalt","Westdeutschland","47.41","39.58","625","16.67","25.08","56.67","88.17","158.33","44.88","49.94","5.42","208.33","37.5","41.6666679382324"
"2008","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2008","Alleinerziehende","Westdeutschland","62.01","52.71","347","25","33.33","80","116.67","200","57.2","66.82","8.33","282.17","52.5","58.3333320617676"
"2008","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2008","Paar mit Kind(ern)","Westdeutschland","74.21","62.08","5642","29.17","41.67","91.67","133.33","250","72.97","75.45","0","391.67","61","65.8333358764648"
"2008","Sonstige","Ostdeutschland","81.28","68.75","73","48.33","66.67","91.67","125","183.33","71.86","90.7","41.67","183.33","70.8333358764648","91.6666641235352"
"2008","Sonstige","Westdeutschland","","","","","","","","","","","","","",""
"2009","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","57.81","49.67","884","28.92","41.67","66.67","90","166.67","55.43","60.19","5","275","50","54.1666679382324"
"2009","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","","","","","","","","","","",""
"2009","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2009","1-Pers.- Haushalt","Westdeutschland","47.18","40.33","588","16.67","25","58.33","90","166.67","44.43","49.93","0","283.33","37.5","41.6666679382324"
"2009","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2009","Alleinerziehende","Westdeutschland","66.02","52.92","308","27.58","40","83.33","125","241.67","60.74","71.3","8.33","266.67","50","54.1666679382324"
