year,age_gr,regtyp,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,46-65 y.,Urban regions,Secondary School Degree,0.65674,1494,2759,0.63902,0.67446
1990,46-65 y.,Urban regions,Intermediate School Degree,0.16097,355,2759,0.14725,0.17469
1990,46-65 y.,Urban regions,Technical School Degree,0.02356,49,2759,0.01790,0.02923
1990,46-65 y.,Urban regions,Upper Secondary Degree,0.08566,209,2759,0.07521,0.09610
1990,46-65 y.,Urban regions,Other Degree,0.03699,348,2759,0.02995,0.04404
1990,46-65 y.,Urban regions,"Dropout, No School Degree",0.02097,228,2759,0.01562,0.02632
1990,46-65 y.,Urban regions,No School Attended,0.00774,76,2759,0.00447,0.01101
1990,46-65 y.,Rural regions,Secondary School Degree,0.74249,1034,1397,0.71955,0.76543
1990,46-65 y.,Rural regions,Intermediate School Degree,0.14729,213,1397,0.12870,0.16588
1990,46-65 y.,Rural regions,Upper Secondary Degree,0.05407,75,1397,0.04221,0.06594
1990,46-65 y.,Rural regions,Other Degree,0.02524,75,1397,0.01701,0.03346
1990,66 and older,Urban regions,Secondary School Degree,0.70928,642,856,0.67884,0.73972
1990,66 and older,Urban regions,Intermediate School Degree,0.18375,155,856,0.15779,0.20971
1990,66 and older,Urban regions,Upper Secondary Degree,0.06443,59,856,0.04797,0.08089
1990,66 and older,Rural regions,Secondary School Degree,0.81090,445,505,0.77671,0.84509
1990,66 and older,Rural regions,Intermediate School Degree,0.11739,60,505,0.08929,0.14550
1991,17-29 y.,Urban regions,Secondary School Degree,0.29108,788,2293,0.27248,0.30968
1991,17-29 y.,Urban regions,Intermediate School Degree,0.34581,753,2293,0.32634,0.36528
1991,17-29 y.,Urban regions,Technical School Degree,0.04089,86,2293,0.03278,0.04900
1991,17-29 y.,Urban regions,Upper Secondary Degree,0.17556,328,2293,0.15999,0.19114
1991,17-29 y.,Urban regions,Other Degree,0.02803,124,2293,0.02127,0.03478
1991,17-29 y.,Urban regions,"Dropout, No School Degree",0.02164,89,2293,0.01568,0.02760
1991,17-29 y.,Urban regions,No School Degree Yet,0.05426,125,2293,0.04498,0.06353
1991,17-29 y.,Rural regions,Secondary School Degree,0.29787,323,1166,0.27160,0.32413
1991,17-29 y.,Rural regions,Intermediate School Degree,0.46385,650,1166,0.43521,0.49248
1991,17-29 y.,Rural regions,Upper Secondary Degree,0.10467,125,1166,0.08709,0.12225
1991,17-29 y.,Rural regions,"Dropout, No School Degree",0.02427,37,1166,0.01544,0.03311
1991,17-29 y.,Rural regions,No School Degree Yet,0.03909,31,1166,0.02796,0.05022
1991,30-45 y.,Urban regions,Secondary School Degree,0.41907,962,2693,0.40043,0.43771
1991,30-45 y.,Urban regions,Intermediate School Degree,0.24908,668,2693,0.23274,0.26542
1991,30-45 y.,Urban regions,Technical School Degree,0.05026,93,2693,0.04201,0.05852
1991,30-45 y.,Urban regions,Upper Secondary Degree,0.18882,436,2693,0.17404,0.20361
1991,30-45 y.,Urban regions,Other Degree,0.04744,349,2693,0.03941,0.05547
1991,30-45 y.,Urban regions,"Dropout, No School Degree",0.02646,153,2693,0.02040,0.03253
1991,30-45 y.,Urban regions,No School Attended,0.00481,32,2693,0.00219,0.00742
1991,30-45 y.,Rural regions,Secondary School Degree,0.41115,473,1497,0.38621,0.43608
1991,30-45 y.,Rural regions,Intermediate School Degree,0.41449,753,1497,0.38952,0.43945
1991,30-45 y.,Rural regions,Upper Secondary Degree,0.10295,169,1497,0.08755,0.11835
1991,30-45 y.,Rural regions,Other Degree,0.02650,71,1497,0.01836,0.03464
1991,30-45 y.,Rural regions,"Dropout, No School Degree",0.01200,31,1497,0.00648,0.01752
1991,46-65 y.,Urban regions,Secondary School Degree,0.63699,1396,2663,0.61872,0.65526
1991,46-65 y.,Urban regions,Intermediate School Degree,0.16629,356,2663,0.15215,0.18044
1991,46-65 y.,Urban regions,Technical School Degree,0.02141,44,2663,0.01591,0.02691
1991,46-65 y.,Urban regions,Upper Secondary Degree,0.09389,215,2663,0.08281,0.10497
1991,46-65 y.,Urban regions,Other Degree,0.04363,364,2663,0.03587,0.05139
1991,46-65 y.,Urban regions,"Dropout, No School Degree",0.02280,220,2663,0.01713,0.02847
1991,46-65 y.,Urban regions,No School Attended,0.00777,68,2663,0.00444,0.01111
1991,46-65 y.,Rural regions,Secondary School Degree,0.72066,982,1366,0.69685,0.74446
1991,46-65 y.,Rural regions,Intermediate School Degree,0.15537,223,1366,0.13616,0.17459
1991,46-65 y.,Rural regions,Upper Secondary Degree,0.06272,81,1366,0.04985,0.07558
1991,46-65 y.,Rural regions,Other Degree,0.02752,80,1366,0.01884,0.03620
1991,66 and older,Urban regions,Secondary School Degree,0.71007,637,852,0.67958,0.74055
1991,66 and older,Urban regions,Intermediate School Degree,0.18489,156,852,0.15881,0.21097
1991,66 and older,Urban regions,Upper Secondary Degree,0.06542,59,852,0.04880,0.08203
1991,66 and older,Rural regions,Secondary School Degree,0.81398,431,486,0.77935,0.84861
1991,66 and older,Rural regions,Intermediate School Degree,0.11254,55,486,0.08441,0.14067
1992,17-29 y.,Urban regions,Secondary School Degree,0.28162,759,2226,0.26293,0.30031
1992,17-29 y.,Urban regions,Intermediate School Degree,0.33795,721,2226,0.31829,0.35760
1992,17-29 y.,Urban regions,Technical School Degree,0.04458,92,2226,0.03600,0.05315
1992,17-29 y.,Urban regions,Upper Secondary Degree,0.17702,317,2226,0.16116,0.19288
1992,17-29 y.,Urban regions,Other Degree,0.03015,121,2226,0.02304,0.03726
1992,17-29 y.,Urban regions,"Dropout, No School Degree",0.01978,80,2226,0.01399,0.02557
1992,17-29 y.,Urban regions,No School Degree Yet,0.05769,136,2226,0.04800,0.06737
1992,17-29 y.,Rural regions,Secondary School Degree,0.27386,298,1061,0.24702,0.30071
1992,17-29 y.,Rural regions,Intermediate School Degree,0.47163,598,1061,0.44158,0.50168
1992,17-29 y.,Rural regions,Upper Secondary Degree,0.10763,114,1061,0.08898,0.12629
1992,17-29 y.,Rural regions,No School Degree Yet,0.04580,51,1061,0.03321,0.05838
1992,30-45 y.,Urban regions,Secondary School Degree,0.41125,954,2673,0.39260,0.42991
1992,30-45 y.,Urban regions,Intermediate School Degree,0.25332,683,2673,0.23683,0.26981
1992,30-45 y.,Urban regions,Technical School Degree,0.04943,92,2673,0.04121,0.05765
1992,30-45 y.,Urban regions,Upper Secondary Degree,0.19291,448,2673,0.17795,0.20787
1992,30-45 y.,Urban regions,Other Degree,0.04723,314,2673,0.03918,0.05527
1992,30-45 y.,Urban regions,"Dropout, No School Degree",0.02690,151,2673,0.02077,0.03303
1992,30-45 y.,Urban regions,No School Attended,0.00474,31,2673,0.00214,0.00735
1992,30-45 y.,Rural regions,Secondary School Degree,0.40871,457,1423,0.38315,0.43426
1992,30-45 y.,Rural regions,Intermediate School Degree,0.40361,736,1423,0.37811,0.42911
1992,30-45 y.,Rural regions,Upper Secondary Degree,0.11037,166,1423,0.09408,0.12665
1992,30-45 y.,Rural regions,Other Degree,0.02442,64,1423,0.01640,0.03244
1992,46-65 y.,Urban regions,Secondary School Degree,0.61959,1348,2620,0.60100,0.63818
1992,46-65 y.,Urban regions,Intermediate School Degree,0.17144,363,2620,0.15701,0.18588
1992,46-65 y.,Urban regions,Technical School Degree,0.02187,45,2620,0.01627,0.02747
1992,46-65 y.,Urban regions,Upper Secondary Degree,0.09491,216,2620,0.08368,0.10613
1992,46-65 y.,Urban regions,Other Degree,0.05153,377,2620,0.04306,0.05999
1992,46-65 y.,Urban regions,"Dropout, No School Degree",0.02386,205,2620,0.01801,0.02970
1992,46-65 y.,Urban regions,No School Attended,0.00868,66,2620,0.00513,0.01224
1992,46-65 y.,Rural regions,Secondary School Degree,0.71776,919,1296,0.69324,0.74227
1992,46-65 y.,Rural regions,Intermediate School Degree,0.15781,227,1296,0.13796,0.17767
1992,46-65 y.,Rural regions,Upper Secondary Degree,0.05595,72,1296,0.04343,0.06847
1992,46-65 y.,Rural regions,Other Degree,0.02883,78,1296,0.01972,0.03795
1992,66 and older,Urban regions,Secondary School Degree,0.70251,645,864,0.67201,0.73301
1992,66 and older,Urban regions,Intermediate School Degree,0.18710,158,864,0.16108,0.21312
1992,66 and older,Urban regions,Upper Secondary Degree,0.07218,61,864,0.05492,0.08945
1992,66 and older,Rural regions,Secondary School Degree,0.80909,422,480,0.77390,0.84429
1992,66 and older,Rural regions,Intermediate School Degree,0.13249,58,480,0.10213,0.16285
1993,17-29 y.,Urban regions,Secondary School Degree,0.26811,707,2172,0.24948,0.28675
1993,17-29 y.,Urban regions,Intermediate School Degree,0.33411,721,2172,0.31427,0.35395
1993,17-29 y.,Urban regions,Technical School Degree,0.04248,89,2172,0.03400,0.05097
1993,17-29 y.,Urban regions,Upper Secondary Degree,0.18156,323,2172,0.16535,0.19778
1993,17-29 y.,Urban regions,Other Degree,0.03522,124,2172,0.02746,0.04297
