year,sex,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,male,Secondary School Degree,0.46169,2334,4835,0.44764,0.47574
1988,male,Intermediate School Degree,0.14323,739,4835,0.13335,0.15310
1988,male,Technical School Degree,0.03696,181,4835,0.03164,0.04228
1988,male,Upper Secondary Degree,0.11121,551,4835,0.10234,0.12007
1988,male,Other Degree,0.02942,636,4835,0.02466,0.03419
1988,male,"Dropout, No School Degree",0.01507,253,4835,0.01164,0.01850
1988,male,No School Degree Yet,0.01338,91,4835,0.01014,0.01662
1988,male,No School Attended,0.00203,50,4835,0.00076,0.00330
1988,female,Secondary School Degree,0.50748,2538,4945,0.49354,0.52141
1988,female,Intermediate School Degree,0.19645,1025,4945,0.18537,0.20752
1988,female,Technical School Degree,0.01829,96,4945,0.01456,0.02203
1988,female,Upper Secondary Degree,0.06825,350,4945,0.06122,0.07528
1988,female,Other Degree,0.01752,429,4945,0.01386,0.02117
1988,female,"Dropout, No School Degree",0.01525,329,4945,0.01183,0.01866
1988,female,No School Degree Yet,0.01026,76,4945,0.00745,0.01307
1988,female,No School Attended,0.00356,102,4945,0.00190,0.00522
1989,male,Secondary School Degree,0.45069,2222,4667,0.43641,0.46496
1989,male,Intermediate School Degree,0.14231,714,4667,0.13229,0.15234
1989,male,Technical School Degree,0.03880,185,4667,0.03326,0.04435
1989,male,Upper Secondary Degree,0.11690,562,4667,0.10768,0.12612
1989,male,Other Degree,0.03093,604,4667,0.02596,0.03590
1989,male,"Dropout, No School Degree",0.01470,241,4667,0.01125,0.01816
1989,male,No School Degree Yet,0.01657,92,4667,0.01291,0.02023
1989,male,No School Attended,0.00217,47,4667,0.00083,0.00350
1989,female,Secondary School Degree,0.50014,2430,4804,0.48600,0.51428
1989,female,Intermediate School Degree,0.19566,996,4804,0.18444,0.20688
1989,female,Technical School Degree,0.01837,94,4804,0.01457,0.02216
1989,female,Upper Secondary Degree,0.07192,362,4804,0.06461,0.07923
1989,female,Other Degree,0.01929,422,4804,0.01540,0.02318
1989,female,"Dropout, No School Degree",0.01655,316,4804,0.01294,0.02016
1989,female,No School Degree Yet,0.01157,86,4804,0.00855,0.01459
1989,female,No School Attended,0.00366,98,4804,0.00195,0.00536
1990,male,Secondary School Degree,0.41348,2933,6660,0.40165,0.42531
1990,male,Intermediate School Degree,0.18194,1659,6660,0.17268,0.19121
1990,male,Technical School Degree,0.03090,189,6660,0.02674,0.03505
1990,male,Upper Secondary Degree,0.11660,855,6660,0.10889,0.12431
1990,male,Other Degree,0.02932,622,6660,0.02527,0.03337
1990,male,"Dropout, No School Degree",0.01332,242,6660,0.01057,0.01608
1990,male,No School Degree Yet,0.01310,115,6660,0.01037,0.01583
1990,male,No School Attended,0.00191,45,6660,0.00086,0.00295
1990,female,Secondary School Degree,0.46772,3326,7004,0.45604,0.47941
1990,female,Intermediate School Degree,0.22472,2063,7004,0.21495,0.23450
1990,female,Technical School Degree,0.01522,97,7004,0.01235,0.01809
1990,female,Upper Secondary Degree,0.07165,595,7004,0.06561,0.07769
1990,female,Other Degree,0.01896,442,7004,0.01577,0.02216
1990,female,"Dropout, No School Degree",0.01399,303,7004,0.01124,0.01674
1990,female,No School Degree Yet,0.00867,84,7004,0.00650,0.01085
1990,female,No School Attended,0.00317,94,7004,0.00185,0.00449
1991,male,Secondary School Degree,0.40574,2850,6504,0.39380,0.41767
1991,male,Intermediate School Degree,0.18394,1622,6504,0.17452,0.19335
1991,male,Technical School Degree,0.03285,198,6504,0.02852,0.03718
1991,male,Upper Secondary Degree,0.11897,848,6504,0.11110,0.12684
1991,male,Other Degree,0.03056,609,6504,0.02637,0.03474
1991,male,"Dropout, No School Degree",0.01432,247,6504,0.01143,0.01720
1991,male,No School Degree Yet,0.00995,85,6504,0.00754,0.01237
1991,male,No School Attended,0.00205,45,6504,0.00095,0.00315
1991,female,Secondary School Degree,0.45646,3170,6820,0.44463,0.46828
1991,female,Intermediate School Degree,0.22992,2041,6820,0.21993,0.23991
1991,female,Technical School Degree,0.01496,99,6820,0.01208,0.01784
1991,female,Upper Secondary Degree,0.07514,598,6820,0.06888,0.08139
1991,female,Other Degree,0.01991,428,6820,0.01660,0.02323
1991,female,"Dropout, No School Degree",0.01597,326,6820,0.01299,0.01894
1991,female,No School Degree Yet,0.00858,71,6820,0.00639,0.01076
1991,female,No School Attended,0.00329,87,6820,0.00193,0.00465
1992,male,Secondary School Degree,0.40206,2776,6328,0.38998,0.41415
1992,male,Intermediate School Degree,0.18463,1577,6328,0.17507,0.19419
1992,male,Technical School Degree,0.03369,201,6328,0.02925,0.03814
1992,male,Upper Secondary Degree,0.11872,829,6328,0.11075,0.12669
1992,male,Other Degree,0.03221,580,6328,0.02786,0.03656
1992,male,"Dropout, No School Degree",0.01425,233,6328,0.01133,0.01717
1992,male,No School Degree Yet,0.01038,90,6328,0.00789,0.01288
1992,male,No School Attended,0.00221,42,6328,0.00105,0.00336
1992,female,Secondary School Degree,0.44582,3060,6713,0.43393,0.45771
1992,female,Intermediate School Degree,0.23071,2027,6713,0.22063,0.24079
1992,female,Technical School Degree,0.01533,103,6713,0.01239,0.01827
1992,female,Upper Secondary Degree,0.07879,605,6713,0.07234,0.08523
1992,female,Other Degree,0.02146,426,6713,0.01799,0.02493
1992,female,"Dropout, No School Degree",0.01656,313,6713,0.01351,0.01961
1992,female,No School Degree Yet,0.00910,97,6713,0.00683,0.01138
1992,female,No School Attended,0.00334,82,6713,0.00196,0.00472
1993,male,Secondary School Degree,0.39427,2699,6226,0.38213,0.40641
1993,male,Intermediate School Degree,0.18917,1566,6226,0.17944,0.19890
1993,male,Technical School Degree,0.03369,200,6226,0.02921,0.03817
1993,male,Upper Secondary Degree,0.11953,838,6226,0.11147,0.12759
1993,male,Other Degree,0.03429,565,6226,0.02977,0.03881
1993,male,"Dropout, No School Degree",0.01560,232,6226,0.01252,0.01868
1993,male,No School Degree Yet,0.01002,84,6226,0.00755,0.01250
1993,male,No School Attended,0.00252,42,6226,0.00127,0.00377
1993,female,Secondary School Degree,0.43843,2970,6587,0.42645,0.45042
1993,female,Intermediate School Degree,0.22949,2004,6587,0.21933,0.23964
1993,female,Technical School Degree,0.01572,107,6587,0.01272,0.01873
1993,female,Upper Secondary Degree,0.08182,621,6587,0.07520,0.08844
1993,female,Other Degree,0.02237,408,6587,0.01880,0.02594
1993,female,"Dropout, No School Degree",0.01718,297,6587,0.01404,0.02032
1993,female,No School Degree Yet,0.00914,97,6587,0.00684,0.01143
1993,female,No School Attended,0.00391,83,6587,0.00240,0.00541
1994,male,Secondary School Degree,0.38893,2612,6061,0.37665,0.40120
1994,male,Intermediate School Degree,0.18510,1528,6061,0.17532,0.19488
1994,male,Technical School Degree,0.03518,211,6061,0.03054,0.03982
1994,male,Upper Secondary Degree,0.12122,845,6061,0.11300,0.12944
1994,male,Other Degree,0.03377,513,6061,0.02922,0.03832
1994,male,"Dropout, No School Degree",0.01450,211,6061,0.01149,0.01751
1994,male,No School Degree Yet,0.01228,101,6061,0.00951,0.01505
1994,male,No School Attended,0.00256,40,6061,0.00129,0.00383
1994,female,Secondary School Degree,0.43030,2878,6479,0.41824,0.44236
1994,female,Intermediate School Degree,0.22799,1981,6479,0.21777,0.23821
1994,female,Technical School Degree,0.01660,110,6479,0.01349,0.01971
1994,female,Upper Secondary Degree,0.08676,649,6479,0.07991,0.09362
1994,female,Other Degree,0.02278,383,6479,0.01915,0.02641
1994,female,"Dropout, No School Degree",0.01754,274,6479,0.01434,0.02073
1994,female,No School Degree Yet,0.01199,129,6479,0.00934,0.01464
1994,female,No School Attended,0.00380,75,6479,0.00230,0.00530
1995,male,Secondary School Degree,0.37710,2591,6240,0.36508,0.38913
1995,male,Intermediate School Degree,0.17960,1536,6240,0.17008,0.18913
1995,male,Technical School Degree,0.03687,222,6240,0.03220,0.04155
1995,male,Upper Secondary Degree,0.12232,872,6240,0.11419,0.13045
1995,male,Other Degree,0.04615,636,6240,0.04094,0.05135
1995,male,"Dropout, No School Degree",0.01329,207,6240,0.01045,0.01613
1995,male,No School Degree Yet,0.01540,140,6240,0.01234,0.01845
1995,male,No School Attended,0.00198,36,6240,0.00088,0.00309
1995,female,Secondary School Degree,0.41547,2802,6664,0.40363,0.42730
1995,female,Intermediate School Degree,0.22624,2046,6664,0.21619,0.23628
1995,female,Technical School Degree,0.01666,118,6664,0.01359,0.01974
1995,female,Upper Secondary Degree,0.09024,695,6664,0.08336,0.09712
1995,female,Other Degree,0.03512,523,6664,0.03070,0.03954
1995,female,"Dropout, No School Degree",0.01511,271,6664,0.01218,0.01804
1995,female,No School Degree Yet,0.01256,140,6664,0.00988,0.01523
1995,female,No School Attended,0.00279,69,6664,0.00153,0.00406
1996,male,Secondary School Degree,0.37236,2527,6114,0.36024,0.38448
1996,male,Intermediate School Degree,0.18318,1545,6114,0.17349,0.19288
1996,male,Technical School Degree,0.03665,219,6114,0.03194,0.04136
1996,male,Upper Secondary Degree,0.12295,869,6114,0.11472,0.13118
1996,male,Other Degree,0.04526,592,6114,0.04005,0.05047
1996,male,"Dropout, No School Degree",0.01385,193,6114,0.01092,0.01678
1996,male,No School Degree Yet,0.01526,135,6114,0.01218,0.01833
1996,male,No School Attended,0.00205,34,6114,0.00092,0.00318
1996,female,Secondary School Degree,0.40981,2734,6549,0.39790,0.42172
1996,female,Intermediate School Degree,0.22810,2037,6549,0.21794,0.23826
1996,female,Technical School Degree,0.01751,119,6549,0.01433,0.02069
1996,female,Upper Secondary Degree,0.09123,703,6549,0.08425,0.09820
1996,female,Other Degree,0.03549,493,6549,0.03101,0.03997
1996,female,"Dropout, No School Degree",0.01528,249,6549,0.01231,0.01825
1996,female,No School Degree Yet,0.01561,154,6549,0.01261,0.01862
1996,female,No School Attended,0.00265,60,6549,0.00141,0.00390
1997,male,Secondary School Degree,0.37081,2483,6024,0.35862,0.38301
1997,male,Intermediate School Degree,0.18383,1530,6024,0.17405,0.19361
1997,male,Technical School Degree,0.03829,225,6024,0.03345,0.04314
1997,male,Upper Secondary Degree,0.12568,875,6024,0.11730,0.13405
1997,male,Other Degree,0.04300,545,6024,0.03788,0.04813
1997,male,"Dropout, No School Degree",0.01383,182,6024,0.01088,0.01678
1997,male,No School Degree Yet,0.01542,153,6024,0.01231,0.01853
1997,male,No School Attended,0.00222,31,6024,0.00103,0.00341
1997,female,Secondary School Degree,0.40536,2651,6411,0.39334,0.41738
1997,female,Intermediate School Degree,0.22796,2005,6411,0.21769,0.23823
1997,female,Technical School Degree,0.01804,117,6411,0.01478,0.02130
1997,female,Upper Secondary Degree,0.09306,718,6411,0.08595,0.10017
1997,female,Other Degree,0.03635,470,6411,0.03177,0.04093
1997,female,"Dropout, No School Degree",0.01545,232,6411,0.01243,0.01847
1997,female,No School Degree Yet,0.01559,159,6411,0.01256,0.01863
1997,female,No School Attended,0.00290,59,6411,0.00158,0.00422
1998,male,Secondary School Degree,0.35172,2715,6497,0.34011,0.36333
1998,male,Intermediate School Degree,0.18651,1694,6497,0.17704,0.19598
1998,male,Technical School Degree,0.03627,246,6497,0.03173,0.04082
1998,male,Upper Secondary Degree,0.12241,978,6497,0.11444,0.13038
1998,male,Other Degree,0.04375,531,6497,0.03878,0.04873
1998,male,"Dropout, No School Degree",0.01345,171,6497,0.01065,0.01625
1998,male,No School Degree Yet,0.01518,162,6497,0.01220,0.01815
1998,female,Secondary School Degree,0.38079,2890,6963,0.36938,0.39219
1998,female,Intermediate School Degree,0.22252,2184,6963,0.21275,0.23229
1998,female,Technical School Degree,0.02035,149,6963,0.01703,0.02367
1998,female,Upper Secondary Degree,0.09538,834,6963,0.08848,0.10228
1998,female,Other Degree,0.03628,459,6963,0.03188,0.04067
1998,female,"Dropout, No School Degree",0.01609,223,6963,0.01313,0.01904
1998,female,No School Degree Yet,0.01599,169,6963,0.01304,0.01893
1998,female,No School Attended,0.00292,55,6963,0.00165,0.00418
1999,male,Secondary School Degree,0.36483,2671,6388,0.35303,0.37664
1999,male,Intermediate School Degree,0.19083,1673,6388,0.18119,0.20047
1999,male,Technical School Degree,0.03535,234,6388,0.03082,0.03988
1999,male,Upper Secondary Degree,0.12892,987,6388,0.12070,0.13714
1999,male,Other Degree,0.04593,499,6388,0.04080,0.05106
1999,male,"Dropout, No School Degree",0.01475,166,6388,0.01180,0.01771
1999,male,No School Degree Yet,0.01588,158,6388,0.01281,0.01895
1999,female,Secondary School Degree,0.38890,2813,6839,0.37734,0.40045
1999,female,Intermediate School Degree,0.22973,2176,6839,0.21976,0.23970
1999,female,Technical School Degree,0.02162,151,6839,0.01817,0.02507
1999,female,Upper Secondary Degree,0.10008,846,6839,0.09296,0.10719
1999,female,Other Degree,0.03657,426,6839,0.03212,0.04102
1999,female,"Dropout, No School Degree",0.01731,219,6839,0.01422,0.02040
1999,female,No School Degree Yet,0.01561,158,6839,0.01267,0.01855
1999,female,No School Attended,0.00312,50,6839,0.00180,0.00444
2000,male,Secondary School Degree,0.35306,4794,11559,0.34435,0.36178
2000,male,Intermediate School Degree,0.20038,3021,11559,0.19308,0.20768
2000,male,Technical School Degree,0.04789,606,11559,0.04400,0.05178
2000,male,Upper Secondary Degree,0.13863,1948,11559,0.13233,0.14493
2000,male,Other Degree,0.04879,770,11559,0.04487,0.05272
2000,male,"Dropout, No School Degree",0.01293,183,11559,0.01087,0.01499
2000,male,No School Degree Yet,0.01462,237,11559,0.01243,0.01680
2000,female,Secondary School Degree,0.37450,5135,12484,0.36601,0.38299
2000,female,Intermediate School Degree,0.24394,3959,12484,0.23641,0.25148
2000,female,Technical School Degree,0.02860,411,12484,0.02568,0.03153
2000,female,Upper Secondary Degree,0.11382,1732,12484,0.10825,0.11939
2000,female,Other Degree,0.04511,756,12484,0.04147,0.04875
2000,female,"Dropout, No School Degree",0.01394,227,12484,0.01189,0.01600
2000,female,No School Degree Yet,0.01427,264,12484,0.01219,0.01635
2001,male,Secondary School Degree,0.34618,4237,10456,0.33706,0.35530
2001,male,Intermediate School Degree,0.20219,2773,10456,0.19449,0.20989
2001,male,Technical School Degree,0.04805,557,10456,0.04395,0.05215
2001,male,Upper Secondary Degree,0.14351,1821,10456,0.13679,0.15023
2001,male,Other Degree,0.04773,670,10456,0.04365,0.05182
2001,male,"Dropout, No School Degree",0.01103,141,10456,0.00903,0.01303
2001,male,No School Degree Yet,0.01757,257,10456,0.01505,0.02008
2001,female,Secondary School Degree,0.36354,4488,11317,0.35467,0.37240
2001,female,Intermediate School Degree,0.24443,3643,11317,0.23651,0.25235
2001,female,Technical School Degree,0.03075,402,11317,0.02757,0.03394
2001,female,Upper Secondary Degree,0.11874,1637,11317,0.11278,0.12470
2001,female,Other Degree,0.04817,692,11317,0.04423,0.05212
2001,female,"Dropout, No School Degree",0.01129,172,11317,0.00934,0.01323
2001,female,No School Degree Yet,0.01487,283,11317,0.01264,0.01710
2002,male,Secondary School Degree,0.34637,4040,11014,0.33748,0.35526
2002,male,Intermediate School Degree,0.20482,2878,11014,0.19728,0.21235
2002,male,Technical School Degree,0.04668,646,11014,0.04274,0.05062
2002,male,Upper Secondary Degree,0.13890,2385,11014,0.13244,0.14536
2002,male,Other Degree,0.04857,639,11014,0.04456,0.05259
2002,male,"Dropout, No School Degree",0.01096,129,11014,0.00902,0.01291
2002,male,No School Degree Yet,0.01819,297,11014,0.01570,0.02069
2002,female,Secondary School Degree,0.36147,4283,11789,0.35280,0.37014
2002,female,Intermediate School Degree,0.24711,3804,11789,0.23933,0.25490
2002,female,Technical School Degree,0.03035,445,11789,0.02726,0.03345
2002,female,Upper Secondary Degree,0.11598,2103,11789,0.11020,0.12176
2002,female,Other Degree,0.04940,678,11789,0.04549,0.05332
2002,female,"Dropout, No School Degree",0.01182,160,11789,0.00987,0.01377
2002,female,No School Degree Yet,0.01588,316,11789,0.01363,0.01814
2003,male,Secondary School Degree,0.33872,3847,10538,0.32968,0.34775
2003,male,Intermediate School Degree,0.20790,2775,10538,0.20015,0.21565
2003,male,Technical School Degree,0.04712,620,10538,0.04307,0.05116
2003,male,Upper Secondary Degree,0.14158,2276,10538,0.13493,0.14824
2003,male,Other Degree,0.04912,597,10538,0.04499,0.05325
2003,male,"Dropout, No School Degree",0.01163,121,10538,0.00959,0.01368
2003,male,No School Degree Yet,0.01831,302,10538,0.01575,0.02087
2003,female,Secondary School Degree,0.35185,4045,11341,0.34306,0.36064
2003,female,Intermediate School Degree,0.24585,3667,11341,0.23793,0.25378
2003,female,Technical School Degree,0.03268,440,11341,0.02941,0.03595
2003,female,Upper Secondary Degree,0.12126,2075,11341,0.11525,0.12727
2003,female,Other Degree,0.04962,642,11341,0.04563,0.05362
2003,female,"Dropout, No School Degree",0.01260,156,11341,0.01055,0.01465
2003,female,No School Degree Yet,0.01590,316,11341,0.01360,0.01820
2004,male,Secondary School Degree,0.33581,3671,10208,0.32664,0.34497
2004,male,Intermediate School Degree,0.20712,2684,10208,0.19926,0.21498
2004,male,Technical School Degree,0.04656,608,10208,0.04247,0.05065
2004,male,Upper Secondary Degree,0.14335,2247,10208,0.13655,0.15015
2004,male,Other Degree,0.05074,574,10208,0.04648,0.05500
2004,male,"Dropout, No School Degree",0.01204,114,10208,0.00993,0.01416
2004,male,No School Degree Yet,0.02026,310,10208,0.01753,0.02300
2004,female,Secondary School Degree,0.34901,3865,11064,0.34013,0.35789
2004,female,Intermediate School Degree,0.24594,3596,11064,0.23792,0.25397
2004,female,Technical School Degree,0.03294,444,11064,0.02962,0.03627
2004,female,Upper Secondary Degree,0.12043,2060,11064,0.11436,0.12649
2004,female,Other Degree,0.05203,617,11064,0.04790,0.05617
2004,female,"Dropout, No School Degree",0.01317,151,11064,0.01104,0.01529
2004,female,No School Degree Yet,0.01734,331,11064,0.01491,0.01977
2005,male,Secondary School Degree,0.32570,3453,9696,0.31637,0.33503
2005,male,Intermediate School Degree,0.21273,2573,9696,0.20458,0.22088
2005,male,Technical School Degree,0.04537,579,9696,0.04122,0.04951
2005,male,Upper Secondary Degree,0.14475,2134,9696,0.13775,0.15176
2005,male,Other Degree,0.05175,536,9696,0.04734,0.05616
2005,male,"Dropout, No School Degree",0.01315,108,9696,0.01088,0.01542
2005,male,No School Degree Yet,0.02123,313,9696,0.01836,0.02410
2005,female,Secondary School Degree,0.33600,3617,10598,0.32701,0.34500
2005,female,Intermediate School Degree,0.24882,3446,10598,0.24059,0.25706
2005,female,Technical School Degree,0.03450,439,10598,0.03103,0.03798
2005,female,Upper Secondary Degree,0.12596,2025,10598,0.11964,0.13228
2005,female,Other Degree,0.05410,590,10598,0.04979,0.05841
2005,female,"Dropout, No School Degree",0.01323,140,10598,0.01105,0.01541
2005,female,No School Degree Yet,0.02118,341,10598,0.01844,0.02393
2006,male,Secondary School Degree,0.31753,3720,10394,0.30858,0.32648
2006,male,Intermediate School Degree,0.21208,2759,10394,0.20423,0.21994
2006,male,Technical School Degree,0.04699,632,10394,0.04292,0.05106
2006,male,Upper Secondary Degree,0.15104,2288,10394,0.14416,0.15793
2006,male,Other Degree,0.05344,560,10394,0.04912,0.05777
2006,male,"Dropout, No School Degree",0.01254,103,10394,0.01040,0.01468
2006,male,No School Degree Yet,0.02112,332,10394,0.01836,0.02389
2006,female,Secondary School Degree,0.32596,3896,11414,0.31736,0.33456
2006,female,Intermediate School Degree,0.25225,3731,11414,0.24428,0.26022
2006,female,Technical School Degree,0.03483,490,11414,0.03147,0.03820
2006,female,Upper Secondary Degree,0.13234,2200,11414,0.12612,0.13855
2006,female,Other Degree,0.05663,638,11414,0.05239,0.06087
2006,female,"Dropout, No School Degree",0.01302,139,11414,0.01094,0.01510
2006,female,No School Degree Yet,0.01772,320,11414,0.01530,0.02014
2007,male,Secondary School Degree,0.31115,3410,9706,0.30194,0.32036
2007,male,Intermediate School Degree,0.21145,2584,9706,0.20333,0.21958
2007,male,Technical School Degree,0.04926,596,9706,0.04496,0.05357
2007,male,Upper Secondary Degree,0.15811,2220,9706,0.15085,0.16537
2007,male,Other Degree,0.05323,498,9706,0.04876,0.05770
2007,male,"Dropout, No School Degree",0.01120,84,9706,0.00910,0.01329
2007,male,No School Degree Yet,0.02286,314,9706,0.01989,0.02584
2007,female,Secondary School Degree,0.31654,3523,10651,0.30770,0.32537
2007,female,Intermediate School Degree,0.25497,3499,10651,0.24670,0.26325
2007,female,Technical School Degree,0.03613,463,10651,0.03259,0.03967
2007,female,Upper Secondary Degree,0.14063,2149,10651,0.13403,0.14723
2007,female,Other Degree,0.05545,572,10651,0.05111,0.05980
2007,female,"Dropout, No School Degree",0.01287,129,10651,0.01073,0.01501
2007,female,No School Degree Yet,0.02028,316,10651,0.01760,0.02296
2008,male,Secondary School Degree,0.30765,3177,9085,0.29816,0.31714
2008,male,Intermediate School Degree,0.21472,2455,9085,0.20627,0.22316
2008,male,Technical School Degree,0.05105,567,9085,0.04653,0.05558
2008,male,Upper Secondary Degree,0.16128,2085,9085,0.15372,0.16885
2008,male,Other Degree,0.05058,438,9085,0.04607,0.05508
2008,male,"Dropout, No School Degree",0.01091,80,9085,0.00878,0.01305
2008,male,No School Degree Yet,0.02193,283,9085,0.01892,0.02494
2008,female,Secondary School Degree,0.31346,3296,9977,0.30436,0.32257
2008,female,Intermediate School Degree,0.25842,3314,9977,0.24983,0.26701
2008,female,Technical School Degree,0.03756,451,9977,0.03383,0.04129
2008,female,Upper Secondary Degree,0.14221,2023,9977,0.13536,0.14907
2008,female,Other Degree,0.05388,508,9977,0.04945,0.05831
2008,female,"Dropout, No School Degree",0.01205,108,9977,0.00991,0.01419
2008,female,No School Degree Yet,0.01995,277,9977,0.01721,0.02270
2009,male,Secondary School Degree,0.30229,2924,8462,0.29250,0.31207
2009,male,Intermediate School Degree,0.21554,2301,8462,0.20677,0.22430
2009,male,Technical School Degree,0.05516,544,8462,0.05029,0.06002
2009,male,Upper Secondary Degree,0.16640,1968,8462,0.15847,0.17434
2009,male,Other Degree,0.04632,373,8462,0.04184,0.05080
2009,male,"Dropout, No School Degree",0.01119,78,8462,0.00895,0.01343
2009,male,No School Degree Yet,0.02304,274,8462,0.01984,0.02624
2009,female,Secondary School Degree,0.30174,3022,9278,0.29240,0.31108
2009,female,Intermediate School Degree,0.26321,3129,9278,0.25424,0.27217
2009,female,Technical School Degree,0.03924,420,9278,0.03529,0.04319
2009,female,Upper Secondary Degree,0.14991,1947,9278,0.14265,0.15718
2009,female,Other Degree,0.05085,435,9278,0.04638,0.05532
2009,female,"Dropout, No School Degree",0.01162,93,9278,0.00944,0.01380
2009,female,No School Degree Yet,0.01905,232,9278,0.01627,0.02183
2010,male,Secondary School Degree,0.28735,3365,10828,0.27882,0.29587
2010,male,Intermediate School Degree,0.22131,2964,10828,0.21349,0.22913
2010,male,Technical School Degree,0.05583,695,10828,0.05150,0.06015
2010,male,Upper Secondary Degree,0.17120,2566,10828,0.16411,0.17830
2010,male,Other Degree,0.05347,722,10828,0.04923,0.05770
2010,male,"Dropout, No School Degree",0.01086,150,10828,0.00891,0.01281
2010,male,No School Degree Yet,0.02085,366,10828,0.01816,0.02354
2010,female,Secondary School Degree,0.29283,3511,12974,0.28500,0.30066
2010,female,Intermediate School Degree,0.25875,4515,12974,0.25122,0.26629
2010,female,Technical School Degree,0.04118,674,12974,0.03776,0.04460
2010,female,Upper Secondary Degree,0.15198,2854,12974,0.14580,0.15815
