year,regtyp,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Rural regions,"Dropout, No School Degree",0.01094,74,2150,0.00655,0.01534
1988,Urban regions,Secondary School Degree,0.46999,3659,7723,0.45885,0.48112
1988,Urban regions,Intermediate School Degree,0.17398,1374,7723,0.16552,0.18243
1988,Urban regions,Technical School Degree,0.02872,225,7723,0.02500,0.03245
1988,Urban regions,Upper Secondary Degree,0.10070,778,7723,0.09399,0.10742
1988,Urban regions,Other Degree,0.02479,909,7723,0.02133,0.02826
1988,Urban regions,"Dropout, No School Degree",0.01625,510,7723,0.01343,0.01907
1988,Urban regions,No School Degree Yet,0.01242,138,7723,0.00995,0.01489
1988,Urban regions,No School Attended,0.00324,130,7723,0.00197,0.00450
1988,Rural regions,Secondary School Degree,0.53369,1213,2006,0.51185,0.55552
1988,Rural regions,Intermediate School Degree,0.16091,390,2006,0.14483,0.17699
1988,Rural regions,Technical School Degree,0.02279,52,2006,0.01626,0.02933
1988,Rural regions,Upper Secondary Degree,0.05217,123,2006,0.04244,0.06190
1988,Rural regions,Other Degree,0.01843,156,2006,0.01254,0.02432
1988,Rural regions,"Dropout, No School Degree",0.01174,72,2006,0.00703,0.01646
1989,Urban regions,Secondary School Degree,0.46031,3509,7525,0.44904,0.47157
1989,Urban regions,Intermediate School Degree,0.17442,1341,7525,0.16585,0.18300
1989,Urban regions,Technical School Degree,0.02931,226,7525,0.02550,0.03312
1989,Urban regions,Upper Secondary Degree,0.10479,799,7525,0.09787,0.11172
1989,Urban regions,Other Degree,0.02683,883,7525,0.02318,0.03048
1989,Urban regions,"Dropout, No School Degree",0.01665,488,7525,0.01376,0.01954
1989,Urban regions,No School Degree Yet,0.01464,151,7525,0.01192,0.01735
1989,Urban regions,No School Attended,0.00346,128,7525,0.00213,0.00478
1989,Rural regions,Secondary School Degree,0.52783,1143,1902,0.50539,0.55027
1989,Rural regions,Intermediate School Degree,0.15538,369,1902,0.13909,0.17166
1989,Rural regions,Technical School Degree,0.02472,53,1902,0.01774,0.03171
1989,Rural regions,Upper Secondary Degree,0.05755,125,1902,0.04708,0.06802
1989,Rural regions,Other Degree,0.01870,143,1902,0.01261,0.02479
1989,Rural regions,"Dropout, No School Degree",0.01245,69,1902,0.00747,0.01744
1990,Urban regions,Secondary School Degree,0.43428,3931,8769,0.42391,0.44466
1990,Urban regions,Intermediate School Degree,0.19024,1963,8769,0.18202,0.19845
1990,Urban regions,Technical School Degree,0.02631,227,8769,0.02296,0.02966
1990,Urban regions,Upper Secondary Degree,0.10845,1040,8769,0.10195,0.11496
1990,Urban regions,Other Degree,0.02703,873,8769,0.02363,0.03042
1990,Urban regions,"Dropout, No School Degree",0.01607,468,8769,0.01344,0.01870
1990,Urban regions,No School Degree Yet,0.01138,145,8769,0.00916,0.01360
1990,Urban regions,No School Attended,0.00333,122,8769,0.00213,0.00454
1990,Rural regions,Secondary School Degree,0.45843,2297,4791,0.44432,0.47254
1990,Rural regions,Intermediate School Degree,0.23178,1713,4791,0.21983,0.24373
1990,Rural regions,Technical School Degree,0.01556,59,4791,0.01206,0.01907
1990,Rural regions,Upper Secondary Degree,0.06105,400,4791,0.05427,0.06783
1990,Rural regions,Other Degree,0.01770,191,4791,0.01397,0.02144
1990,Rural regions,"Dropout, No School Degree",0.00866,77,4791,0.00604,0.01128
1990,Rural regions,No School Degree Yet,0.00974,54,4791,0.00696,0.01252
1991,Urban regions,Secondary School Degree,0.42210,3783,8562,0.41163,0.43256
1991,Urban regions,Intermediate School Degree,0.19335,1933,8562,0.18498,0.20171
1991,Urban regions,Technical School Degree,0.02744,239,8562,0.02398,0.03090
1991,Urban regions,Upper Secondary Degree,0.11124,1038,8562,0.10458,0.11790
1991,Urban regions,Other Degree,0.02903,855,8562,0.02547,0.03258
1991,Urban regions,"Dropout, No School Degree",0.01725,475,8562,0.01450,0.02001
1991,Urban regions,No School Degree Yet,0.01009,125,8562,0.00797,0.01220
1991,Urban regions,No School Attended,0.00349,114,8562,0.00224,0.00474
1991,Rural regions,Secondary School Degree,0.45492,2209,4654,0.44062,0.46923
1991,Rural regions,Intermediate School Degree,0.23530,1681,4654,0.22311,0.24749
1991,Rural regions,Technical School Degree,0.01602,58,4654,0.01241,0.01963
1991,Rural regions,Upper Secondary Degree,0.06512,397,4654,0.05803,0.07221
1991,Rural regions,Other Degree,0.01711,181,4654,0.01339,0.02084
1991,Rural regions,"Dropout, No School Degree",0.01094,97,4654,0.00795,0.01392
1991,Rural regions,No School Degree Yet,0.00762,31,4654,0.00512,0.01012
1992,Urban regions,Secondary School Degree,0.41468,3706,8444,0.40417,0.42519
1992,Urban regions,Intermediate School Degree,0.19371,1925,8444,0.18528,0.20214
1992,Urban regions,Technical School Degree,0.02779,244,8444,0.02428,0.03129
1992,Urban regions,Upper Secondary Degree,0.11346,1042,8444,0.10669,0.12022
1992,Urban regions,Other Degree,0.03141,831,8444,0.02769,0.03513
1992,Urban regions,"Dropout, No School Degree",0.01752,452,8444,0.01472,0.02031
1992,Urban regions,No School Degree Yet,0.01033,136,8444,0.00817,0.01249
1992,Urban regions,No School Attended,0.00372,108,8444,0.00242,0.00502
1992,Rural regions,Secondary School Degree,0.44938,2096,4463,0.43479,0.46398
1992,Rural regions,Intermediate School Degree,0.23764,1619,4463,0.22515,0.25013
1992,Rural regions,Technical School Degree,0.01715,60,4463,0.01334,0.02096
1992,Rural regions,Upper Secondary Degree,0.06394,370,4463,0.05676,0.07112
1992,Rural regions,Other Degree,0.01700,174,4463,0.01320,0.02079
1992,Rural regions,"Dropout, No School Degree",0.01119,93,4463,0.00810,0.01428
1992,Rural regions,No School Degree Yet,0.00863,51,4463,0.00591,0.01134
1993,Urban regions,Secondary School Degree,0.40664,3631,8371,0.39612,0.41717
1993,Urban regions,Intermediate School Degree,0.19492,1952,8371,0.18643,0.20340
1993,Urban regions,Technical School Degree,0.02744,242,8371,0.02394,0.03094
1993,Urban regions,Upper Secondary Degree,0.11426,1069,8371,0.10745,0.12108
1993,Urban regions,Other Degree,0.03375,804,8371,0.02988,0.03761
1993,Urban regions,"Dropout, No School Degree",0.01861,435,8371,0.01571,0.02150
1993,Urban regions,No School Degree Yet,0.01031,130,8371,0.00814,0.01247
1993,Urban regions,No School Attended,0.00430,108,8371,0.00289,0.00570
1993,Rural regions,Secondary School Degree,0.43900,2038,4425,0.42438,0.45363
1993,Rural regions,Intermediate School Degree,0.24191,1618,4425,0.22929,0.25453
1993,Rural regions,Technical School Degree,0.01810,65,4425,0.01417,0.02203
1993,Rural regions,Upper Secondary Degree,0.06998,390,4425,0.06246,0.07749
1993,Rural regions,Other Degree,0.01622,169,4425,0.01250,0.01995
1993,Rural regions,"Dropout, No School Degree",0.01170,94,4425,0.00853,0.01487
1993,Rural regions,No School Degree Yet,0.00798,51,4425,0.00536,0.01061
1994,Urban regions,Secondary School Degree,0.40123,3524,8206,0.39062,0.41184
1994,Urban regions,Intermediate School Degree,0.19139,1924,8206,0.18288,0.19991
1994,Urban regions,Technical School Degree,0.02826,252,8206,0.02467,0.03184
1994,Urban regions,Upper Secondary Degree,0.11672,1085,8206,0.10977,0.12366
1994,Urban regions,Other Degree,0.03464,751,8206,0.03069,0.03860
1994,Urban regions,"Dropout, No School Degree",0.01841,403,8206,0.01551,0.02132
1994,Urban regions,No School Degree Yet,0.01353,168,8206,0.01103,0.01603
1994,Urban regions,No School Attended,0.00421,99,8206,0.00281,0.00561
1994,Rural regions,Secondary School Degree,0.42957,1966,4318,0.41481,0.44434
1994,Rural regions,Intermediate School Degree,0.24131,1585,4318,0.22855,0.25408
1994,Rural regions,Technical School Degree,0.01997,69,4318,0.01580,0.02415
1994,Rural regions,Upper Secondary Degree,0.07484,409,4318,0.06699,0.08269
1994,Rural regions,Other Degree,0.01395,145,4318,0.01045,0.01745
1994,Rural regions,"Dropout, No School Degree",0.01092,82,4318,0.00782,0.01402
1994,Rural regions,No School Degree Yet,0.00908,62,4318,0.00625,0.01191
1995,Urban regions,Secondary School Degree,0.38677,3445,8437,0.37638,0.39716
1995,Urban regions,Intermediate School Degree,0.18685,1953,8437,0.17853,0.19516
1995,Urban regions,Technical School Degree,0.02917,266,8437,0.02558,0.03276
1995,Urban regions,Upper Secondary Degree,0.11932,1119,8437,0.11240,0.12623
1995,Urban regions,Other Degree,0.05071,966,8437,0.04603,0.05539
1995,Urban regions,"Dropout, No School Degree",0.01654,402,8437,0.01382,0.01926
1995,Urban regions,No School Degree Yet,0.01545,196,8437,0.01281,0.01808
1995,Urban regions,No School Attended,0.00318,90,8437,0.00198,0.00438
1995,Rural regions,Secondary School Degree,0.41796,1948,4452,0.40347,0.43245
1995,Rural regions,Intermediate School Degree,0.23884,1629,4452,0.22632,0.25137
1995,Rural regions,Technical School Degree,0.02089,74,4452,0.01669,0.02509
1995,Rural regions,Upper Secondary Degree,0.07737,448,4452,0.06952,0.08522
1995,Rural regions,Other Degree,0.01882,193,4452,0.01483,0.02282
1995,Rural regions,"Dropout, No School Degree",0.00931,76,4452,0.00649,0.01213
1995,Rural regions,No School Degree Yet,0.01075,84,4452,0.00772,0.01378
1996,Urban regions,Secondary School Degree,0.38055,3345,8238,0.37007,0.39104
1996,Urban regions,Intermediate School Degree,0.18918,1952,8238,0.18072,0.19764
1996,Urban regions,Technical School Degree,0.02939,261,8238,0.02575,0.03304
1996,Urban regions,Upper Secondary Degree,0.12159,1143,8238,0.11454,0.12865
1996,Urban regions,Other Degree,0.04974,894,8238,0.04505,0.05444
1996,Urban regions,"Dropout, No School Degree",0.01623,364,8238,0.01350,0.01896
1996,Urban regions,No School Degree Yet,0.01599,198,8238,0.01328,0.01870
1996,Urban regions,No School Attended,0.00315,81,8238,0.00194,0.00436
1996,Rural regions,Secondary School Degree,0.41553,1916,4412,0.40098,0.43007
1996,Rural regions,Intermediate School Degree,0.24332,1630,4412,0.23066,0.25598
1996,Rural regions,Technical School Degree,0.02130,77,4412,0.01704,0.02556
1996,Rural regions,Upper Secondary Degree,0.07418,429,4412,0.06645,0.08191
1996,Rural regions,Other Degree,0.01953,191,4412,0.01544,0.02361
1996,Rural regions,"Dropout, No School Degree",0.01097,78,4412,0.00790,0.01405
1996,Rural regions,No School Degree Yet,0.01423,91,4412,0.01073,0.01773
1997,Urban regions,Secondary School Degree,0.37886,3279,8085,0.36828,0.38943
1997,Urban regions,Intermediate School Degree,0.19014,1930,8085,0.18158,0.19869
1997,Urban regions,Technical School Degree,0.03086,269,8085,0.02709,0.03463
1997,Urban regions,Upper Secondary Degree,0.12284,1146,8085,0.11568,0.12999
1997,Urban regions,Other Degree,0.04863,835,8085,0.04394,0.05332
1997,Urban regions,"Dropout, No School Degree",0.01657,343,8085,0.01379,0.01935
1997,Urban regions,No School Degree Yet,0.01583,206,8085,0.01311,0.01856
1997,Urban regions,No School Attended,0.00339,77,8085,0.00212,0.00466
1997,Rural regions,Secondary School Degree,0.40964,1855,4336,0.39500,0.42428
1997,Rural regions,Intermediate School Degree,0.24197,1605,4336,0.22922,0.25472
1997,Rural regions,Technical School Degree,0.02158,73,4336,0.01725,0.02590
1997,Rural regions,Upper Secondary Degree,0.07844,446,4336,0.07043,0.08644
1997,Rural regions,Other Degree,0.01992,180,4336,0.01576,0.02408
1997,Rural regions,"Dropout, No School Degree",0.01048,71,4336,0.00745,0.01352
1997,Rural regions,No School Degree Yet,0.01480,106,4336,0.01121,0.01840
1998,Urban regions,Secondary School Degree,0.35736,3562,8760,0.34732,0.36740
1998,Urban regions,Intermediate School Degree,0.18618,2137,8760,0.17803,0.19434
1998,Urban regions,Technical School Degree,0.03244,317,8760,0.02873,0.03615
1998,Urban regions,Upper Secondary Degree,0.12338,1317,8760,0.11650,0.13027
1998,Urban regions,Other Degree,0.04867,811,8760,0.04417,0.05318
1998,Urban regions,"Dropout, No School Degree",0.01701,326,8760,0.01430,0.01971
1998,Urban regions,No School Degree Yet,0.01635,219,8760,0.01369,0.01900
1998,Urban regions,No School Attended,0.00342,71,8760,0.00220,0.00464
1998,Rural regions,Secondary School Degree,0.38642,2043,4716,0.37252,0.40032
1998,Rural regions,Intermediate School Degree,0.24524,1741,4716,0.23296,0.25752
1998,Rural regions,Technical School Degree,0.01886,78,4716,0.01498,0.02274
1998,Rural regions,Upper Secondary Degree,0.07675,495,4716,0.06915,0.08435
1998,Rural regions,Other Degree,0.02113,179,4716,0.01702,0.02523
1998,Rural regions,"Dropout, No School Degree",0.01005,68,4716,0.00721,0.01290
1998,Rural regions,No School Degree Yet,0.01397,112,4716,0.01062,0.01732
1999,Urban regions,Secondary School Degree,0.36756,3480,8576,0.35735,0.37776
1999,Urban regions,Intermediate School Degree,0.18891,2109,8576,0.18063,0.19720
1999,Urban regions,Technical School Degree,0.03230,308,8576,0.02856,0.03604
1999,Urban regions,Upper Secondary Degree,0.13024,1321,8576,0.12312,0.13737
1999,Urban regions,Other Degree,0.05052,758,8576,0.04588,0.05515
1999,Urban regions,"Dropout, No School Degree",0.01901,325,8576,0.01612,0.02190
1999,Urban regions,No School Degree Yet,0.01695,209,8576,0.01422,0.01969
1999,Urban regions,No School Attended,0.00320,66,8576,0.00200,0.00439
1999,Rural regions,Secondary School Degree,0.39799,2004,4667,0.38394,0.41203
1999,Rural regions,Intermediate School Degree,0.25823,1740,4667,0.24567,0.27078
1999,Rural regions,Technical School Degree,0.01969,77,4667,0.01571,0.02368
1999,Rural regions,Upper Secondary Degree,0.07917,512,4667,0.07143,0.08692
1999,Rural regions,Other Degree,0.02072,167,4667,0.01663,0.02481
1999,Rural regions,"Dropout, No School Degree",0.00961,60,4667,0.00681,0.01241
1999,Rural regions,No School Degree Yet,0.01311,107,4667,0.00984,0.01637
2000,Urban regions,Secondary School Degree,0.35090,6279,15661,0.34343,0.35838
2000,Urban regions,Intermediate School Degree,0.20267,3998,15661,0.19638,0.20897
2000,Urban regions,Technical School Degree,0.04230,764,15661,0.03915,0.04546
2000,Urban regions,Upper Secondary Degree,0.14437,2721,15661,0.13887,0.14988
2000,Urban regions,Other Degree,0.05640,1238,15661,0.05279,0.06002
2000,Urban regions,"Dropout, No School Degree",0.01594,334,15661,0.01398,0.01790
2000,Urban regions,No School Degree Yet,0.01438,327,15661,0.01252,0.01625
2000,Rural regions,Secondary School Degree,0.39187,3650,8382,0.38142,0.40232
2000,Rural regions,Intermediate School Degree,0.26505,2982,8382,0.25560,0.27450
2000,Rural regions,Technical School Degree,0.02897,253,8382,0.02538,0.03256
2000,Rural regions,Upper Secondary Degree,0.08683,959,8382,0.08080,0.09286
2000,Rural regions,Other Degree,0.02675,288,8382,0.02329,0.03020
2000,Rural regions,"Dropout, No School Degree",0.00815,76,8382,0.00622,0.01007
2000,Rural regions,No School Degree Yet,0.01456,174,8382,0.01199,0.01712
2001,Urban regions,Secondary School Degree,0.33800,5487,14200,0.33022,0.34578
2001,Urban regions,Intermediate School Degree,0.20487,3702,14200,0.19823,0.21151
2001,Urban regions,Technical School Degree,0.04331,713,14200,0.03996,0.04666
2001,Urban regions,Upper Secondary Degree,0.15034,2574,14200,0.14446,0.15622
2001,Urban regions,Other Degree,0.05804,1126,14200,0.05420,0.06189
2001,Urban regions,"Dropout, No School Degree",0.01271,248,14200,0.01086,0.01455
2001,Urban regions,No School Degree Yet,0.01649,350,14200,0.01439,0.01858
2001,Rural regions,Secondary School Degree,0.39155,3238,7573,0.38056,0.40255
2001,Rural regions,Intermediate School Degree,0.26419,2714,7573,0.25426,0.27412
2001,Rural regions,Technical School Degree,0.03047,246,7573,0.02660,0.03434
2001,Rural regions,Upper Secondary Degree,0.08914,884,7573,0.08273,0.09556
2001,Rural regions,Other Degree,0.02635,236,7573,0.02274,0.02996
2001,Rural regions,"Dropout, No School Degree",0.00785,65,7573,0.00586,0.00983
2001,Rural regions,No School Degree Yet,0.01555,190,7573,0.01277,0.01834
2002,Urban regions,Secondary School Degree,0.33845,5252,15131,0.33091,0.34599
2002,Urban regions,Intermediate School Degree,0.20724,3954,15131,0.20078,0.21370
2002,Urban regions,Technical School Degree,0.04166,811,15131,0.03848,0.04485
2002,Urban regions,Upper Secondary Degree,0.14726,3372,15131,0.14161,0.15290
2002,Urban regions,Other Degree,0.05892,1087,15131,0.05517,0.06268
2002,Urban regions,"Dropout, No School Degree",0.01307,229,15131,0.01126,0.01488
2002,Urban regions,No School Degree Yet,0.01755,426,15131,0.01546,0.01965
2002,Rural regions,Secondary School Degree,0.38719,3071,7672,0.37629,0.39809
2002,Rural regions,Intermediate School Degree,0.26696,2728,7672,0.25706,0.27686
2002,Rural regions,Technical School Degree,0.03135,280,7672,0.02745,0.03525
2002,Rural regions,Upper Secondary Degree,0.08472,1116,7672,0.07849,0.09095
2002,Rural regions,Other Degree,0.02795,230,7672,0.02426,0.03164
2002,Rural regions,"Dropout, No School Degree",0.00785,60,7672,0.00587,0.00982
2002,Rural regions,No School Degree Yet,0.01588,187,7672,0.01308,0.01867
2003,Urban regions,Secondary School Degree,0.33017,5012,14537,0.32252,0.33781
2003,Urban regions,Intermediate School Degree,0.20654,3808,14537,0.19996,0.21312
2003,Urban regions,Technical School Degree,0.04299,787,14537,0.03969,0.04629
2003,Urban regions,Upper Secondary Degree,0.15077,3280,14537,0.14496,0.15659
2003,Urban regions,Other Degree,0.05888,1013,14537,0.05505,0.06270
2003,Urban regions,"Dropout, No School Degree",0.01387,217,14537,0.01197,0.01578
2003,Urban regions,No School Degree Yet,0.01761,420,14537,0.01547,0.01975
2003,Rural regions,Secondary School Degree,0.37825,2880,7342,0.36716,0.38935
2003,Rural regions,Intermediate School Degree,0.27184,2634,7342,0.26167,0.28202
2003,Rural regions,Technical School Degree,0.03280,273,7342,0.02872,0.03687
2003,Rural regions,Upper Secondary Degree,0.08910,1071,7342,0.08258,0.09562
2003,Rural regions,Other Degree,0.02890,226,7342,0.02507,0.03274
2003,Rural regions,"Dropout, No School Degree",0.00836,60,7342,0.00627,0.01044
2003,Rural regions,No School Degree Yet,0.01595,198,7342,0.01308,0.01881
2004,Urban regions,Secondary School Degree,0.32628,4780,14117,0.31855,0.33402
2004,Urban regions,Intermediate School Degree,0.20466,3688,14117,0.19800,0.21131
2004,Urban regions,Technical School Degree,0.04299,782,14117,0.03965,0.04634
2004,Urban regions,Upper Secondary Degree,0.15118,3238,14117,0.14527,0.15709
2004,Urban regions,Other Degree,0.06194,978,14117,0.05796,0.06591
2004,Urban regions,"Dropout, No School Degree",0.01435,209,14117,0.01239,0.01631
2004,Urban regions,No School Degree Yet,0.01970,442,14117,0.01741,0.02199
2004,Rural regions,Secondary School Degree,0.37784,2756,7155,0.36661,0.38908
2004,Rural regions,Intermediate School Degree,0.27522,2592,7155,0.26487,0.28557
2004,Rural regions,Technical School Degree,0.03230,270,7155,0.02820,0.03640
2004,Rural regions,Upper Secondary Degree,0.08929,1069,7155,0.08268,0.09590
2004,Rural regions,Other Degree,0.02850,213,7155,0.02464,0.03236
2004,Rural regions,"Dropout, No School Degree",0.00885,56,7155,0.00668,0.01102
2004,Rural regions,No School Degree Yet,0.01676,199,7155,0.01379,0.01974
2005,Urban regions,Secondary School Degree,0.31598,4489,13479,0.30813,0.32383
2005,Urban regions,Intermediate School Degree,0.20848,3538,13479,0.20162,0.21533
2005,Urban regions,Technical School Degree,0.04275,755,13479,0.03933,0.04616
2005,Urban regions,Upper Secondary Degree,0.15418,3128,13479,0.14809,0.16028
2005,Urban regions,Other Degree,0.06421,925,13479,0.06007,0.06835
2005,Urban regions,"Dropout, No School Degree",0.01495,197,13479,0.01290,0.01700
2005,Urban regions,No School Degree Yet,0.02196,447,13479,0.01949,0.02444
2005,Rural regions,Secondary School Degree,0.36330,2581,6815,0.35188,0.37472
2005,Rural regions,Intermediate School Degree,0.28005,2481,6815,0.26939,0.29071
2005,Rural regions,Technical School Degree,0.03352,263,6815,0.02925,0.03780
2005,Rural regions,Upper Secondary Degree,0.09410,1031,6815,0.08717,0.10104
2005,Rural regions,Other Degree,0.02861,201,6815,0.02465,0.03256
2005,Rural regions,"Dropout, No School Degree",0.00939,51,6815,0.00710,0.01168
2005,Rural regions,No School Degree Yet,0.01958,207,6815,0.01629,0.02287
2006,Urban regions,Secondary School Degree,0.30651,4768,14307,0.29896,0.31407
2006,Urban regions,Intermediate School Degree,0.20822,3759,14307,0.20157,0.21488
2006,Urban regions,Technical School Degree,0.04399,833,14307,0.04063,0.04735
2006,Urban regions,Upper Secondary Degree,0.16254,3364,14307,0.15649,0.16859
2006,Urban regions,Other Degree,0.06664,961,14307,0.06255,0.07073
2006,Urban regions,"Dropout, No School Degree",0.01447,185,14307,0.01251,0.01642
2006,Urban regions,No School Degree Yet,0.01953,437,14307,0.01726,0.02180
2006,Rural regions,Secondary School Degree,0.35407,2848,7501,0.34325,0.36490
2006,Rural regions,Intermediate School Degree,0.28373,2731,7501,0.27353,0.29393
2006,Rural regions,Technical School Degree,0.03408,289,7501,0.02997,0.03818
2006,Rural regions,Upper Secondary Degree,0.09724,1124,7501,0.09054,0.10395
2006,Rural regions,Other Degree,0.03069,237,7501,0.02679,0.03459
2006,Rural regions,"Dropout, No School Degree",0.00924,57,7501,0.00707,0.01140
2006,Rural regions,No School Degree Yet,0.01910,215,7501,0.01601,0.02220
2007,Urban regions,Secondary School Degree,0.29893,4332,13319,0.29115,0.30670
2007,Urban regions,Intermediate School Degree,0.20815,3526,13319,0.20126,0.21505
2007,Urban regions,Technical School Degree,0.04612,780,13319,0.04256,0.04969
2007,Urban regions,Upper Secondary Degree,0.17148,3270,13319,0.16508,0.17788
2007,Urban regions,Other Degree,0.06273,835,13319,0.05861,0.06685
2007,Urban regions,"Dropout, No School Degree",0.01345,160,13319,0.01150,0.01541
2007,Urban regions,No School Degree Yet,0.02109,416,13319,0.01865,0.02353
2007,Rural regions,Secondary School Degree,0.34548,2601,7038,0.33437,0.35659
2007,Rural regions,Intermediate School Degree,0.28732,2557,7038,0.27675,0.29790
2007,Rural regions,Technical School Degree,0.03510,279,7038,0.03080,0.03940
2007,Rural regions,Upper Secondary Degree,0.10221,1099,7038,0.09513,0.10929
2007,Rural regions,Other Degree,0.03670,235,7038,0.03231,0.04109
2007,Rural regions,"Dropout, No School Degree",0.00907,53,7038,0.00686,0.01129
2007,Rural regions,No School Degree Yet,0.02252,214,7038,0.01905,0.02598
2008,Urban regions,Secondary School Degree,0.29697,4052,12487,0.28895,0.30498
2008,Urban regions,Intermediate School Degree,0.21291,3354,12487,0.20573,0.22009
2008,Urban regions,Technical School Degree,0.04733,749,12487,0.04361,0.05106
2008,Urban regions,Upper Secondary Degree,0.17387,3076,12487,0.16722,0.18051
2008,Urban regions,Other Degree,0.06015,739,12487,0.05598,0.06432
2008,Urban regions,"Dropout, No School Degree",0.01283,145,12487,0.01086,0.01481
2008,Urban regions,No School Degree Yet,0.02063,372,12487,0.01814,0.02312
2008,Rural regions,Secondary School Degree,0.33975,2421,6575,0.32830,0.35120
2008,Rural regions,Intermediate School Degree,0.28833,2415,6575,0.27738,0.29928
2008,Rural regions,Technical School Degree,0.03746,269,6575,0.03287,0.04205
2008,Rural regions,Upper Secondary Degree,0.10397,1032,6575,0.09659,0.11135
2008,Rural regions,Other Degree,0.03539,207,6575,0.03093,0.03986
2008,Rural regions,"Dropout, No School Degree",0.00862,43,6575,0.00638,0.01085
2008,Rural regions,No School Degree Yet,0.02155,188,6575,0.01804,0.02506
2009,Urban regions,Secondary School Degree,0.29048,3698,11510,0.28219,0.29878
2009,Urban regions,Intermediate School Degree,0.21423,3112,11510,0.20673,0.22172
2009,Urban regions,Technical School Degree,0.04939,694,11510,0.04543,0.05335
2009,Urban regions,Upper Secondary Degree,0.18047,2892,11510,0.17345,0.18750
2009,Urban regions,Other Degree,0.05613,628,11510,0.05192,0.06033
2009,Urban regions,"Dropout, No School Degree",0.01294,132,11510,0.01088,0.01501
2009,Urban regions,No School Degree Yet,0.02223,354,11510,0.01953,0.02492
2009,Rural regions,Secondary School Degree,0.32613,2248,6230,0.31448,0.33777
2009,Rural regions,Intermediate School Degree,0.29325,2318,6230,0.28195,0.30456
2009,Rural regions,Technical School Degree,0.04219,270,6230,0.03720,0.04718
2009,Rural regions,Upper Secondary Degree,0.11102,1023,6230,0.10322,0.11882
2009,Rural regions,Other Degree,0.03292,180,6230,0.02849,0.03735
2009,Rural regions,"Dropout, No School Degree",0.00820,39,6230,0.00596,0.01044
2009,Rural regions,No School Degree Yet,0.01847,152,6230,0.01513,0.02182
