year,migback,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,No migration background,Technical School Degree,0.02800,277,9824,0.02473,0.03126
1995,No migration background,Upper Secondary Degree,0.11223,1379,9824,0.10599,0.11847
1995,No migration background,Other Degree,0.00529,69,9824,0.00386,0.00673
1995,No migration background,"Dropout, No School Degree",0.00499,57,9824,0.00359,0.00638
1995,No migration background,No School Degree Yet,0.01219,189,9824,0.01002,0.01436
1995,Direct migration background,Secondary School Degree,0.28620,631,2636,0.26894,0.30345
1995,Direct migration background,Intermediate School Degree,0.09565,188,2636,0.08442,0.10688
1995,Direct migration background,Technical School Degree,0.02241,48,2636,0.01676,0.02806
1995,Direct migration background,Upper Secondary Degree,0.09226,144,2636,0.08121,0.10331
1995,Direct migration background,Other Degree,0.28839,1075,2636,0.27109,0.30568
1995,Direct migration background,"Dropout, No School Degree",0.07983,408,2636,0.06948,0.09017
1995,Direct migration background,No School Degree Yet,0.01570,38,2636,0.01096,0.02045
1995,Direct migration background,No School Attended,0.01933,104,2636,0.01408,0.02459
1995,Indirect migration background,Secondary School Degree,0.10597,186,400,0.07577,0.13617
1995,Indirect migration background,Intermediate School Degree,0.08009,117,400,0.05346,0.10673
1995,Indirect migration background,Upper Secondary Degree,0.02708,44,400,0.01115,0.04301
1995,Indirect migration background,No School Degree Yet,0.04105,53,400,0.02158,0.06051
1996,No migration background,Secondary School Degree,0.42387,4455,9723,0.41405,0.43369
1996,No migration background,Intermediate School Degree,0.22907,3279,9723,0.22072,0.23742
1996,No migration background,Technical School Degree,0.02815,274,9723,0.02487,0.03144
1996,No migration background,Upper Secondary Degree,0.11373,1382,9723,0.10742,0.12004
1996,No migration background,Other Degree,0.00524,70,9723,0.00380,0.00667
1996,No migration background,"Dropout, No School Degree",0.00548,56,9723,0.00401,0.00695
1996,No migration background,No School Degree Yet,0.01451,207,9723,0.01214,0.01689
1996,Direct migration background,Secondary School Degree,0.28461,607,2436,0.26669,0.30254
1996,Direct migration background,Intermediate School Degree,0.09921,176,2436,0.08733,0.11108
1996,Direct migration background,Technical School Degree,0.02559,51,2436,0.01932,0.03186
1996,Direct migration background,Upper Secondary Degree,0.08650,132,2436,0.07533,0.09766
1996,Direct migration background,Other Degree,0.29106,1002,2436,0.27301,0.30910
1996,Direct migration background,"Dropout, No School Degree",0.08043,375,2436,0.06963,0.09124
1996,Direct migration background,No School Attended,0.01915,93,2436,0.01370,0.02459
1996,Indirect migration background,Secondary School Degree,0.11100,199,437,0.08152,0.14049
1996,Indirect migration background,Intermediate School Degree,0.08517,127,437,0.05897,0.11137
1996,Indirect migration background,Upper Secondary Degree,0.03846,58,437,0.02041,0.05651
1996,Indirect migration background,No School Degree Yet,0.03551,53,437,0.01814,0.05288
1997,No migration background,Secondary School Degree,0.41937,4339,9592,0.40950,0.42925
1997,No migration background,Intermediate School Degree,0.22933,3231,9592,0.22091,0.23774
1997,No migration background,Technical School Degree,0.02935,278,9592,0.02597,0.03273
1997,No migration background,Upper Secondary Degree,0.11626,1405,9592,0.10985,0.12268
1997,No migration background,Other Degree,0.00500,64,9592,0.00359,0.00641
1997,No migration background,"Dropout, No School Degree",0.00546,57,9592,0.00399,0.00694
1997,No migration background,No School Degree Yet,0.01436,218,9592,0.01198,0.01675
1997,Direct migration background,Secondary School Degree,0.28971,586,2316,0.27123,0.30819
1997,Direct migration background,Intermediate School Degree,0.09952,176,2316,0.08732,0.11171
1997,Direct migration background,Technical School Degree,0.02646,50,2316,0.01992,0.03300
1997,Direct migration background,Upper Secondary Degree,0.08746,130,2316,0.07595,0.09897
1997,Direct migration background,Other Degree,0.29030,938,2316,0.27181,0.30879
1997,Direct migration background,"Dropout, No School Degree",0.08200,347,2316,0.07082,0.09317
1997,Direct migration background,No School Attended,0.02097,89,2316,0.01513,0.02680
1997,Indirect migration background,Secondary School Degree,0.12456,209,462,0.09442,0.15471
1997,Indirect migration background,Intermediate School Degree,0.08937,128,462,0.06333,0.11541
1997,Indirect migration background,Upper Secondary Degree,0.04292,58,462,0.02442,0.06142
1997,Indirect migration background,No School Degree Yet,0.04169,67,462,0.02345,0.05994
1998,No migration background,Secondary School Degree,0.39585,4817,10719,0.38659,0.40511
1998,No migration background,Intermediate School Degree,0.22869,3570,10719,0.22074,0.23664
1998,No migration background,Technical School Degree,0.03007,335,10719,0.02684,0.03330
1998,No migration background,Upper Secondary Degree,0.11611,1608,10719,0.11004,0.12217
1998,No migration background,Other Degree,0.00643,89,10719,0.00492,0.00794
1998,No migration background,"Dropout, No School Degree",0.00548,66,10719,0.00408,0.00688
1998,No migration background,No School Degree Yet,0.01410,234,10719,0.01187,0.01633
1998,Direct migration background,Secondary School Degree,0.27430,577,2212,0.25570,0.29290
1998,Direct migration background,Intermediate School Degree,0.08893,169,2212,0.07707,0.10080
1998,Direct migration background,Technical School Degree,0.02247,44,2212,0.01630,0.02865
1998,Direct migration background,Upper Secondary Degree,0.08394,138,2212,0.07239,0.09550
1998,Direct migration background,Other Degree,0.29086,885,2212,0.27193,0.30979
1998,Direct migration background,"Dropout, No School Degree",0.08488,317,2212,0.07326,0.09649
1998,Direct migration background,No School Attended,0.02172,82,2212,0.01564,0.02780
1998,Indirect migration background,Secondary School Degree,0.12602,211,486,0.09648,0.15555
1998,Indirect migration background,Intermediate School Degree,0.09615,139,486,0.06992,0.12239
1998,Indirect migration background,Upper Secondary Degree,0.04869,66,486,0.02954,0.06785
1998,Indirect migration background,No School Degree Yet,0.04501,70,486,0.02656,0.06347
1999,No migration background,Secondary School Degree,0.40862,4719,10629,0.39927,0.41796
1999,No migration background,Intermediate School Degree,0.23638,3559,10629,0.22831,0.24446
1999,No migration background,Technical School Degree,0.03014,326,10629,0.02689,0.03339
1999,No migration background,Upper Secondary Degree,0.12229,1636,10629,0.11606,0.12851
1999,No migration background,Other Degree,0.00696,91,10629,0.00538,0.00854
1999,No migration background,"Dropout, No School Degree",0.00606,69,10629,0.00458,0.00753
1999,No migration background,No School Degree Yet,0.01439,229,10629,0.01212,0.01665
1999,Direct migration background,Secondary School Degree,0.27862,548,2066,0.25928,0.29796
1999,Direct migration background,Intermediate School Degree,0.08589,156,2066,0.07380,0.09797
1999,Direct migration background,Technical School Degree,0.02427,43,2066,0.01763,0.03091
1999,Direct migration background,Upper Secondary Degree,0.08773,124,2066,0.07553,0.09994
1999,Direct migration background,Other Degree,0.30304,816,2066,0.28322,0.32286
1999,Direct migration background,"Dropout, No School Degree",0.09335,305,2066,0.08081,0.10590
1999,Direct migration background,No School Attended,0.01988,74,2066,0.01386,0.02590
1999,Indirect migration background,Secondary School Degree,0.12996,217,490,0.10016,0.15976
1999,Indirect migration background,Intermediate School Degree,0.09550,134,490,0.06945,0.12155
1999,Indirect migration background,Upper Secondary Degree,0.05281,73,490,0.03298,0.07263
1999,Indirect migration background,No School Degree Yet,0.04883,66,490,0.02973,0.06793
2000,No migration background,Secondary School Degree,0.39639,8727,19955,0.38960,0.40318
2000,No migration background,Intermediate School Degree,0.24749,6428,19955,0.24150,0.25348
2000,No migration background,Technical School Degree,0.04128,908,19955,0.03852,0.04404
2000,No migration background,Upper Secondary Degree,0.13570,3299,19955,0.13095,0.14045
2000,No migration background,Other Degree,0.00554,132,19955,0.00451,0.00657
2000,No migration background,"Dropout, No School Degree",0.00448,91,19955,0.00355,0.00540
2000,No migration background,No School Degree Yet,0.01290,370,19955,0.01133,0.01446
2000,Direct migration background,Secondary School Degree,0.24110,879,3271,0.22644,0.25576
2000,Direct migration background,Intermediate School Degree,0.09778,315,3271,0.08760,0.10796
2000,Direct migration background,Technical School Degree,0.02490,77,3271,0.01956,0.03024
2000,Direct migration background,Upper Secondary Degree,0.08902,253,3271,0.07926,0.09878
2000,Direct migration background,Other Degree,0.35898,1373,3271,0.34253,0.37542
2000,Direct migration background,"Dropout, No School Degree",0.08159,311,3271,0.07220,0.09097
2000,Direct migration background,No School Degree Yet,0.01628,63,3271,0.01194,0.02062
2000,Indirect migration background,Secondary School Degree,0.14573,323,788,0.12108,0.17038
2000,Indirect migration background,Intermediate School Degree,0.11683,237,788,0.09439,0.13928
2000,Indirect migration background,Technical School Degree,0.01790,32,788,0.00864,0.02716
2000,Indirect migration background,Upper Secondary Degree,0.06023,128,788,0.04361,0.07686
2000,Indirect migration background,No School Degree Yet,0.03293,68,788,0.02046,0.04540
2001,No migration background,Secondary School Degree,0.38623,7649,18147,0.37915,0.39332
2001,No migration background,Intermediate School Degree,0.24940,5923,18147,0.24311,0.25570
2001,No migration background,Technical School Degree,0.04251,855,18147,0.03958,0.04545
2001,No migration background,Upper Secondary Degree,0.14145,3104,18147,0.13637,0.14652
2001,No migration background,Other Degree,0.00525,103,18147,0.00420,0.00630
2001,No migration background,"Dropout, No School Degree",0.00471,85,18147,0.00371,0.00571
2001,No migration background,No School Degree Yet,0.01497,428,18147,0.01321,0.01674
2001,Direct migration background,Secondary School Degree,0.24397,785,2873,0.22827,0.25968
2001,Direct migration background,Intermediate School Degree,0.09936,285,2873,0.08842,0.11030
2001,Direct migration background,Technical School Degree,0.02709,72,2873,0.02115,0.03303
2001,Direct migration background,Upper Secondary Degree,0.08941,227,2873,0.07897,0.09984
2001,Direct migration background,Other Degree,0.38451,1239,2873,0.36672,0.40230
2001,Direct migration background,"Dropout, No School Degree",0.06217,219,2873,0.05333,0.07100
2001,Direct migration background,No School Degree Yet,0.01600,46,2873,0.01141,0.02059
2001,Indirect migration background,Secondary School Degree,0.13597,291,724,0.11099,0.16095
2001,Indirect migration background,Intermediate School Degree,0.10404,208,724,0.08178,0.12629
2001,Indirect migration background,Technical School Degree,0.01694,32,724,0.00753,0.02634
2001,Indirect migration background,Upper Secondary Degree,0.06356,127,724,0.04578,0.08135
2001,Indirect migration background,No School Degree Yet,0.03303,66,724,0.02001,0.04606
2002,No migration background,Secondary School Degree,0.38609,7348,19307,0.37922,0.39296
2002,No migration background,Intermediate School Degree,0.25263,6192,19307,0.24650,0.25876
2002,No migration background,Technical School Degree,0.04141,987,19307,0.03860,0.04422
2002,No migration background,Upper Secondary Degree,0.13843,4108,19307,0.13356,0.14330
2002,No migration background,Other Degree,0.00522,108,19307,0.00420,0.00623
2002,No migration background,"Dropout, No School Degree",0.00463,80,19307,0.00368,0.00559
2002,No migration background,No School Degree Yet,0.01486,484,19307,0.01316,0.01657
2002,Direct migration background,Secondary School Degree,0.24177,721,2748,0.22576,0.25778
2002,Direct migration background,Intermediate School Degree,0.09982,279,2748,0.08861,0.11103
2002,Direct migration background,Technical School Degree,0.02695,70,2748,0.02089,0.03300
2002,Direct migration background,Upper Secondary Degree,0.08377,234,2748,0.07341,0.09413
2002,Direct migration background,Other Degree,0.39157,1192,2748,0.37332,0.40982
2002,Direct migration background,"Dropout, No School Degree",0.06344,200,2748,0.05432,0.07255
2002,Direct migration background,No School Degree Yet,0.02077,52,2748,0.01544,0.02611
2002,Indirect migration background,Secondary School Degree,0.13005,254,722,0.10550,0.15460
2002,Indirect migration background,Intermediate School Degree,0.10659,211,722,0.08407,0.12912
2002,Indirect migration background,Technical School Degree,0.01827,34,722,0.00850,0.02805
2002,Indirect migration background,Upper Secondary Degree,0.05629,146,722,0.03947,0.07312
2002,Indirect migration background,No School Degree Yet,0.03910,77,722,0.02495,0.05325
2003,No migration background,Secondary School Degree,0.37611,6960,18570,0.36914,0.38308
2003,No migration background,Intermediate School Degree,0.25437,5977,18570,0.24811,0.26064
2003,No migration background,Technical School Degree,0.04265,954,18570,0.03974,0.04555
2003,No migration background,Upper Secondary Degree,0.14318,3983,18570,0.13815,0.14822
2003,No migration background,Other Degree,0.00554,110,18570,0.00447,0.00661
2003,No migration background,"Dropout, No School Degree",0.00538,89,18570,0.00433,0.00643
2003,No migration background,No School Degree Yet,0.01544,497,18570,0.01366,0.01721
2003,Direct migration background,Secondary School Degree,0.24037,684,2572,0.22386,0.25689
2003,Direct migration background,Intermediate School Degree,0.09602,258,2572,0.08463,0.10740
2003,Direct migration background,Technical School Degree,0.03077,69,2572,0.02410,0.03745
2003,Direct migration background,Upper Secondary Degree,0.08760,220,2572,0.07668,0.09853
2003,Direct migration background,Other Degree,0.39276,1111,2572,0.37388,0.41164
2003,Direct migration background,"Dropout, No School Degree",0.06323,179,2572,0.05382,0.07264
2003,Direct migration background,No School Degree Yet,0.01952,51,2572,0.01417,0.02487
2003,Indirect migration background,Secondary School Degree,0.13812,248,710,0.11272,0.16351
2003,Indirect migration background,Intermediate School Degree,0.11135,207,710,0.08820,0.13451
2003,Indirect migration background,Technical School Degree,0.01870,37,710,0.00873,0.02867
2003,Indirect migration background,Upper Secondary Degree,0.05522,148,710,0.03841,0.07203
2003,Indirect migration background,No School Degree Yet,0.03375,70,710,0.02046,0.04704
2004,No migration background,Secondary School Degree,0.37371,6630,18039,0.36665,0.38077
2004,No migration background,Intermediate School Degree,0.25434,5825,18039,0.24799,0.26070
2004,No migration background,Technical School Degree,0.04280,950,18039,0.03985,0.04576
2004,No migration background,Upper Secondary Degree,0.14440,3939,18039,0.13927,0.14953
2004,No migration background,Other Degree,0.00613,112,18039,0.00499,0.00727
2004,No migration background,"Dropout, No School Degree",0.00559,84,18039,0.00451,0.00668
2004,No migration background,No School Degree Yet,0.01600,499,18039,0.01417,0.01784
2004,Direct migration background,Secondary School Degree,0.23833,658,2486,0.22158,0.25508
2004,Direct migration background,Intermediate School Degree,0.09863,251,2486,0.08691,0.11035
2004,Direct migration background,Technical School Degree,0.02924,66,2486,0.02262,0.03587
2004,Direct migration background,Upper Secondary Degree,0.08104,216,2486,0.07031,0.09177
2004,Direct migration background,Other Degree,0.40328,1061,2486,0.38400,0.42257
2004,Direct migration background,"Dropout, No School Degree",0.06531,172,2486,0.05560,0.07503
