year,age_gr,migback,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,17-29 y.,Direct migration background,Intermediate School Degree,0.15493,79,746,0.12894,0.18091
1986,17-29 y.,Direct migration background,Upper Secondary Degree,0.08960,32,746,0.06909,0.11011
1986,17-29 y.,Direct migration background,Other Degree,0.16516,165,746,0.13850,0.19182
1986,17-29 y.,Direct migration background,"Dropout, No School Degree",0.08091,88,746,0.06132,0.10049
1986,17-29 y.,Direct migration background,No School Degree Yet,0.04755,36,746,0.03227,0.06284
1986,17-29 y.,Indirect migration background,Secondary School Degree,0.39914,60,60,0.27418,0.52411
1986,30-45 y.,No migration background,Secondary School Degree,0.58797,1252,2122,0.56702,0.60891
1986,30-45 y.,No migration background,Intermediate School Degree,0.22275,479,2122,0.20504,0.24045
1986,30-45 y.,No migration background,Technical School Degree,0.04290,88,2122,0.03428,0.05152
1986,30-45 y.,No migration background,Upper Secondary Degree,0.13620,303,2122,0.12160,0.15080
1986,30-45 y.,Direct migration background,Secondary School Degree,0.23696,97,1067,0.21143,0.26248
1986,30-45 y.,Direct migration background,Intermediate School Degree,0.08470,34,1067,0.06799,0.10141
1986,30-45 y.,Direct migration background,Upper Secondary Degree,0.11142,40,1067,0.09253,0.13030
1986,30-45 y.,Direct migration background,Other Degree,0.35859,597,1067,0.32980,0.38738
1986,30-45 y.,Direct migration background,"Dropout, No School Degree",0.13718,234,1067,0.11653,0.15783
1986,30-45 y.,Direct migration background,No School Attended,0.03947,65,1067,0.02778,0.05116
1986,46-65 y.,No migration background,Secondary School Degree,0.74494,1745,2316,0.72719,0.76270
1986,46-65 y.,No migration background,Intermediate School Degree,0.15150,346,2316,0.13689,0.16610
1986,46-65 y.,No migration background,Technical School Degree,0.02492,62,2316,0.01857,0.03127
1986,46-65 y.,No migration background,Upper Secondary Degree,0.06664,163,2316,0.05648,0.07680
1986,46-65 y.,Direct migration background,Secondary School Degree,0.41541,115,837,0.38200,0.44882
1986,46-65 y.,Direct migration background,Intermediate School Degree,0.12355,34,837,0.10125,0.14586
1986,46-65 y.,Direct migration background,Other Degree,0.20768,346,837,0.18018,0.23517
1986,46-65 y.,Direct migration background,"Dropout, No School Degree",0.13070,259,837,0.10785,0.15355
1986,46-65 y.,Direct migration background,No School Attended,0.04745,83,837,0.03304,0.06186
1986,66 and older,No migration background,Secondary School Degree,0.73794,724,944,0.70987,0.76601
1986,66 and older,No migration background,Intermediate School Degree,0.16969,160,944,0.14573,0.19365
1986,66 and older,No migration background,Upper Secondary Degree,0.05893,60,944,0.04390,0.07397
1987,17-29 y.,No migration background,Secondary School Degree,0.36339,754,1964,0.34211,0.38467
1987,17-29 y.,No migration background,Intermediate School Degree,0.32079,664,1964,0.30014,0.34144
1987,17-29 y.,No migration background,Technical School Degree,0.04505,88,1964,0.03588,0.05423
1987,17-29 y.,No migration background,Upper Secondary Degree,0.15839,307,1964,0.14224,0.17454
1987,17-29 y.,No migration background,No School Degree Yet,0.05814,151,1964,0.04779,0.06849
1987,17-29 y.,Direct migration background,Secondary School Degree,0.41055,365,737,0.37501,0.44610
1987,17-29 y.,Direct migration background,Intermediate School Degree,0.15366,79,737,0.12761,0.17972
1987,17-29 y.,Direct migration background,Upper Secondary Degree,0.08983,32,737,0.06917,0.11049
1987,17-29 y.,Direct migration background,Other Degree,0.16170,156,737,0.13510,0.18830
1987,17-29 y.,Direct migration background,"Dropout, No School Degree",0.06797,70,737,0.04978,0.08615
1987,17-29 y.,Direct migration background,No School Degree Yet,0.04100,35,737,0.02668,0.05533
1987,17-29 y.,Indirect migration background,Secondary School Degree,0.40306,67,67,0.28472,0.52140
1987,30-45 y.,No migration background,Secondary School Degree,0.57485,1193,2063,0.55351,0.59618
1987,30-45 y.,No migration background,Intermediate School Degree,0.22845,478,2063,0.21033,0.24657
1987,30-45 y.,No migration background,Technical School Degree,0.04416,87,2063,0.03529,0.05302
1987,30-45 y.,No migration background,Upper Secondary Degree,0.13983,305,2063,0.12486,0.15480
1987,30-45 y.,Direct migration background,Secondary School Degree,0.22759,101,1020,0.20185,0.25334
1987,30-45 y.,Direct migration background,Intermediate School Degree,0.09217,35,1020,0.07441,0.10994
1987,30-45 y.,Direct migration background,Upper Secondary Degree,0.10151,35,1020,0.08296,0.12005
1987,30-45 y.,Direct migration background,Other Degree,0.36010,558,1020,0.33063,0.38958
1987,30-45 y.,Direct migration background,"Dropout, No School Degree",0.14404,230,1020,0.12248,0.16560
1987,30-45 y.,Direct migration background,No School Attended,0.04049,61,1020,0.02839,0.05259
1987,46-65 y.,No migration background,Secondary School Degree,0.74618,1703,2261,0.72824,0.76412
1987,46-65 y.,No migration background,Intermediate School Degree,0.14780,335,2261,0.13317,0.16243
1987,46-65 y.,No migration background,Technical School Degree,0.02652,62,2261,0.01989,0.03314
1987,46-65 y.,No migration background,Upper Secondary Degree,0.06813,161,2261,0.05774,0.07851
1987,46-65 y.,Direct migration background,Secondary School Degree,0.40321,116,870,0.37060,0.43583
1987,46-65 y.,Direct migration background,Intermediate School Degree,0.11517,35,870,0.09394,0.13639
1987,46-65 y.,Direct migration background,Other Degree,0.22294,370,870,0.19526,0.25061
1987,46-65 y.,Direct migration background,"Dropout, No School Degree",0.13432,264,870,0.11165,0.15700
1987,46-65 y.,Direct migration background,No School Attended,0.05135,85,870,0.03668,0.06603
1987,66 and older,No migration background,Secondary School Degree,0.73891,750,977,0.71136,0.76647
1987,66 and older,No migration background,Intermediate School Degree,0.16849,162,977,0.14501,0.19197
1987,66 and older,No migration background,Upper Secondary Degree,0.06286,65,977,0.04763,0.07809
1988,17-29 y.,No migration background,Secondary School Degree,0.36493,701,1799,0.34268,0.38718
1988,17-29 y.,No migration background,Intermediate School Degree,0.31521,615,1799,0.29374,0.33669
1988,17-29 y.,No migration background,Technical School Degree,0.04145,75,1799,0.03224,0.05067
1988,17-29 y.,No migration background,Upper Secondary Degree,0.16164,283,1799,0.14463,0.17866
1988,17-29 y.,No migration background,No School Degree Yet,0.05822,125,1799,0.04740,0.06904
1988,17-29 y.,Direct migration background,Secondary School Degree,0.41077,365,681,0.37379,0.44774
1988,17-29 y.,Direct migration background,Intermediate School Degree,0.15877,81,681,0.13130,0.18624
1988,17-29 y.,Direct migration background,Upper Secondary Degree,0.09812,31,681,0.07576,0.12048
1988,17-29 y.,Direct migration background,Other Degree,0.14056,138,681,0.11443,0.16668
1988,17-29 y.,Direct migration background,"Dropout, No School Degree",0.06513,66,681,0.04658,0.08367
1988,17-29 y.,Indirect migration background,Secondary School Degree,0.36822,81,120,0.28156,0.45488
1988,17-29 y.,Indirect migration background,Intermediate School Degree,0.21545,39,120,0.14158,0.28932
1988,30-45 y.,No migration background,Secondary School Degree,0.55741,1106,1960,0.53542,0.57941
1988,30-45 y.,No migration background,Intermediate School Degree,0.23294,469,1960,0.21423,0.25166
1988,30-45 y.,No migration background,Technical School Degree,0.04581,89,1960,0.03655,0.05507
1988,30-45 y.,No migration background,Upper Secondary Degree,0.14667,296,1960,0.13101,0.16234
1988,30-45 y.,Direct migration background,Secondary School Degree,0.26569,106,874,0.23639,0.29499
1988,30-45 y.,Direct migration background,Upper Secondary Degree,0.10430,35,874,0.08402,0.12457
1988,30-45 y.,Direct migration background,Other Degree,0.33200,489,874,0.30076,0.36324
1988,30-45 y.,Direct migration background,"Dropout, No School Degree",0.13371,195,874,0.11114,0.15629
1988,30-45 y.,Direct migration background,No School Attended,0.03581,49,874,0.02348,0.04813
1988,46-65 y.,No migration background,Secondary School Degree,0.74269,1628,2172,0.72430,0.76108
1988,46-65 y.,No migration background,Intermediate School Degree,0.14766,323,2172,0.13274,0.16259
1988,46-65 y.,No migration background,Technical School Degree,0.02813,59,2172,0.02118,0.03509
1988,46-65 y.,No migration background,Upper Secondary Degree,0.07053,162,2172,0.05976,0.08130
1988,46-65 y.,Direct migration background,Secondary School Degree,0.40787,113,864,0.37509,0.44066
1988,46-65 y.,Direct migration background,Intermediate School Degree,0.12138,36,864,0.09959,0.14316
1988,46-65 y.,Direct migration background,Other Degree,0.22251,378,864,0.19476,0.25026
1988,46-65 y.,Direct migration background,"Dropout, No School Degree",0.12210,249,864,0.10025,0.14394
1988,46-65 y.,Direct migration background,No School Attended,0.05067,88,864,0.03604,0.06531
1988,66 and older,No migration background,Secondary School Degree,0.73559,717,940,0.70738,0.76380
1988,66 and older,No migration background,Intermediate School Degree,0.17413,162,940,0.14987,0.19838
1988,66 and older,No migration background,Upper Secondary Degree,0.06087,61,940,0.04558,0.07616
1988,66 and older,Direct migration background,Secondary School Degree,0.68707,33,33,0.52641,0.84773
1989,17-29 y.,No migration background,Secondary School Degree,0.35245,671,1751,0.33007,0.37483
1989,17-29 y.,No migration background,Intermediate School Degree,0.30592,586,1751,0.28433,0.32751
1989,17-29 y.,No migration background,Technical School Degree,0.04235,73,1751,0.03291,0.05179
1989,17-29 y.,No migration background,Upper Secondary Degree,0.17091,300,1751,0.15327,0.18854
1989,17-29 y.,No migration background,No School Degree Yet,0.06727,121,1751,0.05553,0.07901
1989,17-29 y.,Direct migration background,Secondary School Degree,0.41124,347,653,0.37347,0.44901
1989,17-29 y.,Direct migration background,Intermediate School Degree,0.15698,79,653,0.12906,0.18491
1989,17-29 y.,Direct migration background,Upper Secondary Degree,0.09810,36,653,0.07527,0.12093
1989,17-29 y.,Direct migration background,Other Degree,0.13484,126,653,0.10862,0.16106
1989,17-29 y.,Direct migration background,"Dropout, No School Degree",0.06719,65,653,0.04798,0.08641
1989,17-29 y.,Indirect migration background,Secondary School Degree,0.34597,94,170,0.27425,0.41769
1989,17-29 y.,Indirect migration background,Intermediate School Degree,0.19479,45,170,0.13508,0.25450
1989,17-29 y.,Indirect migration background,No School Degree Yet,0.19271,31,170,0.13324,0.25218
1989,30-45 y.,No migration background,Secondary School Degree,0.55035,1058,1899,0.52797,0.57273
1989,30-45 y.,No migration background,Intermediate School Degree,0.22941,458,1899,0.21049,0.24832
1989,30-45 y.,No migration background,Technical School Degree,0.04915,95,1899,0.03942,0.05887
1989,30-45 y.,No migration background,Upper Secondary Degree,0.15079,288,1899,0.13469,0.16688
1989,30-45 y.,Direct migration background,Secondary School Degree,0.25094,106,821,0.22126,0.28061
1989,30-45 y.,Direct migration background,Upper Secondary Degree,0.11752,38,821,0.09548,0.13956
1989,30-45 y.,Direct migration background,Other Degree,0.34129,454,821,0.30883,0.37374
1989,30-45 y.,Direct migration background,"Dropout, No School Degree",0.13161,178,821,0.10847,0.15475
1989,30-45 y.,Direct migration background,No School Attended,0.03478,45,821,0.02224,0.04733
1989,46-65 y.,No migration background,Secondary School Degree,0.73153,1512,2043,0.71231,0.75075
1989,46-65 y.,No migration background,Intermediate School Degree,0.15401,311,2043,0.13835,0.16966
1989,46-65 y.,No migration background,Technical School Degree,0.02969,60,2043,0.02233,0.03705
1989,46-65 y.,No migration background,Upper Secondary Degree,0.07372,160,2043,0.06239,0.08505
1989,46-65 y.,Direct migration background,Secondary School Degree,0.39026,111,863,0.35769,0.42282
1989,46-65 y.,Direct migration background,Intermediate School Degree,0.11262,34,863,0.09152,0.13373
1989,46-65 y.,Direct migration background,Other Degree,0.24354,389,863,0.21488,0.27219
1989,46-65 y.,Direct migration background,"Dropout, No School Degree",0.12290,243,863,0.10099,0.14482
1989,46-65 y.,Direct migration background,No School Attended,0.05125,86,863,0.03653,0.06597
1989,66 and older,No migration background,Secondary School Degree,0.73156,694,914,0.70282,0.76031
1989,66 and older,No migration background,Intermediate School Degree,0.17506,155,914,0.15041,0.19971
1989,66 and older,No migration background,Upper Secondary Degree,0.06625,65,914,0.05012,0.08238
1989,66 and older,Direct migration background,Secondary School Degree,0.65377,35,35,0.49385,0.81369
1990,17-29 y.,No migration background,Secondary School Degree,0.28880,731,2770,0.27192,0.30568
1990,17-29 y.,No migration background,Intermediate School Degree,0.40716,1402,2770,0.38886,0.42546
1990,17-29 y.,No migration background,Technical School Degree,0.03403,77,2770,0.02728,0.04078
1990,17-29 y.,No migration background,Upper Secondary Degree,0.16496,428,2770,0.15114,0.17879
1990,17-29 y.,No migration background,No School Degree Yet,0.05250,132,2770,0.04420,0.06081
1990,17-29 y.,Direct migration background,Secondary School Degree,0.43516,333,611,0.39582,0.47450
1990,17-29 y.,Direct migration background,Intermediate School Degree,0.17517,79,611,0.14501,0.20534
1990,17-29 y.,Direct migration background,Other Degree,0.13811,118,611,0.11073,0.16549
1990,17-29 y.,Direct migration background,"Dropout, No School Degree",0.05496,50,611,0.03688,0.07305
1990,17-29 y.,Direct migration background,No School Degree Yet,0.04485,31,611,0.02843,0.06128
1990,17-29 y.,Indirect migration background,Secondary School Degree,0.34932,111,195,0.28223,0.41641
1990,17-29 y.,Indirect migration background,Intermediate School Degree,0.20031,48,195,0.14399,0.25663
1990,17-29 y.,Indirect migration background,No School Degree Yet,0.17911,36,195,0.12516,0.23307
1990,30-45 y.,No migration background,Secondary School Degree,0.45871,1319,3341,0.44182,0.47561
1990,30-45 y.,No migration background,Intermediate School Degree,0.31817,1367,3341,0.30237,0.33396
1990,30-45 y.,No migration background,Technical School Degree,0.03957,95,3341,0.03296,0.04618
1990,30-45 y.,No migration background,Upper Secondary Degree,0.16337,560,3341,0.15083,0.17591
1990,30-45 y.,Direct migration background,Secondary School Degree,0.24151,113,837,0.21249,0.27052
1990,30-45 y.,Direct migration background,Intermediate School Degree,0.08371,35,837,0.06494,0.10248
1990,30-45 y.,Direct migration background,Upper Secondary Degree,0.11392,46,837,0.09238,0.13546
1990,30-45 y.,Direct migration background,Other Degree,0.33837,440,837,0.30630,0.37044
1990,30-45 y.,Direct migration background,"Dropout, No School Degree",0.12165,162,837,0.09949,0.14381
1990,30-45 y.,Direct migration background,No School Attended,0.03450,41,837,0.02212,0.04687
1990,46-65 y.,No migration background,Secondary School Degree,0.72550,2373,3210,0.71006,0.74094
1990,46-65 y.,No migration background,Intermediate School Degree,0.16147,520,3210,0.14873,0.17420
1990,46-65 y.,No migration background,Technical School Degree,0.02239,56,3210,0.01727,0.02751
1990,46-65 y.,No migration background,Upper Secondary Degree,0.07681,261,3210,0.06760,0.08603
1990,46-65 y.,Direct migration background,Secondary School Degree,0.38820,165,937,0.35698,0.41942
1990,46-65 y.,Direct migration background,Intermediate School Degree,0.12529,52,937,0.10408,0.14650
1990,46-65 y.,Direct migration background,Other Degree,0.22686,393,937,0.20003,0.25369
1990,46-65 y.,Direct migration background,"Dropout, No School Degree",0.11816,243,937,0.09748,0.13884
1990,46-65 y.,Direct migration background,No School Attended,0.04653,84,937,0.03304,0.06003
1990,66 and older,No migration background,Secondary School Degree,0.74755,1032,1306,0.72398,0.77112
1990,66 and older,No migration background,Intermediate School Degree,0.16323,202,1306,0.14318,0.18329
1990,66 and older,No migration background,Upper Secondary Degree,0.05572,72,1306,0.04328,0.06817
1990,66 and older,Direct migration background,Secondary School Degree,0.67086,57,57,0.54779,0.79394
1991,17-29 y.,No migration background,Secondary School Degree,0.27790,681,2603,0.26069,0.29511
1991,17-29 y.,No migration background,Intermediate School Degree,0.41483,1282,2603,0.39589,0.43376
1991,17-29 y.,No migration background,Technical School Degree,0.03779,82,2603,0.03047,0.04512
1991,17-29 y.,No migration background,Upper Secondary Degree,0.16135,402,2603,0.14722,0.17549
1991,17-29 y.,No migration background,"Dropout, No School Degree",0.01770,56,2603,0.01263,0.02277
1991,17-29 y.,No migration background,No School Degree Yet,0.04657,100,2603,0.03847,0.05466
1991,17-29 y.,Direct migration background,Secondary School Degree,0.40261,300,547,0.36147,0.44374
1991,17-29 y.,Direct migration background,Intermediate School Degree,0.17695,80,547,0.14494,0.20897
1991,17-29 y.,Direct migration background,Other Degree,0.14398,110,547,0.11453,0.17342
1991,17-29 y.,Direct migration background,"Dropout, No School Degree",0.06489,57,547,0.04423,0.08555
1991,17-29 y.,Indirect migration background,Secondary School Degree,0.37918,132,226,0.31578,0.44257
1991,17-29 y.,Indirect migration background,Intermediate School Degree,0.18188,59,226,0.13148,0.23228
1991,17-29 y.,Indirect migration background,No School Degree Yet,0.12048,35,226,0.07795,0.16302
1991,30-45 y.,No migration background,Secondary School Degree,0.43509,1297,3371,0.41836,0.45183
1991,30-45 y.,No migration background,Intermediate School Degree,0.32738,1410,3371,0.31153,0.34322
1991,30-45 y.,No migration background,Technical School Degree,0.04150,100,3371,0.03476,0.04823
1991,30-45 y.,No migration background,Upper Secondary Degree,0.16953,564,3371,0.15686,0.18219
1991,30-45 y.,Direct migration background,Secondary School Degree,0.24938,131,800,0.21938,0.27938
1991,30-45 y.,Direct migration background,Intermediate School Degree,0.08912,33,800,0.06936,0.10888
1991,30-45 y.,Direct migration background,Upper Secondary Degree,0.11579,45,800,0.09360,0.13797
1991,30-45 y.,Direct migration background,Other Degree,0.31792,398,800,0.28563,0.35021
1991,30-45 y.,Direct migration background,"Dropout, No School Degree",0.12380,156,800,0.10097,0.14664
1991,30-45 y.,Direct migration background,No School Attended,0.03371,37,800,0.02120,0.04623
1991,46-65 y.,No migration background,Secondary School Degree,0.71051,2224,3075,0.69448,0.72655
1991,46-65 y.,No migration background,Intermediate School Degree,0.16872,527,3075,0.15548,0.18196
1991,46-65 y.,No migration background,Technical School Degree,0.02191,53,3075,0.01674,0.02709
1991,46-65 y.,No migration background,Upper Secondary Degree,0.08573,271,3075,0.07583,0.09563
1991,46-65 y.,Direct migration background,Secondary School Degree,0.36594,160,948,0.33526,0.39662
1991,46-65 y.,Direct migration background,Intermediate School Degree,0.12612,55,948,0.10497,0.14726
1991,46-65 y.,Direct migration background,Other Degree,0.25305,420,948,0.22536,0.28074
1991,46-65 y.,Direct migration background,"Dropout, No School Degree",0.11881,235,948,0.09820,0.13941
1991,46-65 y.,Direct migration background,No School Attended,0.04512,78,948,0.03190,0.05834
1991,66 and older,No migration background,Secondary School Degree,0.74997,1008,1275,0.72619,0.77375
1991,66 and older,No migration background,Intermediate School Degree,0.16132,195,1275,0.14112,0.18152
1991,66 and older,No migration background,Upper Secondary Degree,0.05702,72,1275,0.04428,0.06975
1991,66 and older,Direct migration background,Secondary School Degree,0.67561,64,64,0.56001,0.79121
1992,17-29 y.,No migration background,Secondary School Degree,0.25692,628,2455,0.23963,0.27421
1992,17-29 y.,No migration background,Intermediate School Degree,0.41764,1202,2455,0.39813,0.43715
1992,17-29 y.,No migration background,Technical School Degree,0.03911,83,2455,0.03144,0.04678
1992,17-29 y.,No migration background,Upper Secondary Degree,0.16863,382,2455,0.15382,0.18345
1992,17-29 y.,No migration background,"Dropout, No School Degree",0.01517,40,2455,0.01034,0.02001
1992,17-29 y.,No migration background,No School Degree Yet,0.04890,120,2455,0.04037,0.05744
1992,17-29 y.,Direct migration background,Secondary School Degree,0.42084,279,510,0.37795,0.46372
1992,17-29 y.,Direct migration background,Intermediate School Degree,0.14828,71,510,0.11740,0.17915
1992,17-29 y.,Direct migration background,Other Degree,0.15302,107,510,0.12174,0.18429
1992,17-29 y.,Direct migration background,"Dropout, No School Degree",0.06514,53,510,0.04370,0.08658
1992,17-29 y.,Indirect migration background,Secondary School Degree,0.37219,153,276,0.31506,0.42933
1992,17-29 y.,Indirect migration background,Intermediate School Degree,0.21655,72,276,0.16787,0.26524
1992,17-29 y.,Indirect migration background,No School Degree Yet,0.15234,51,276,0.10987,0.19481
1992,30-45 y.,No migration background,Secondary School Degree,0.42834,1266,3356,0.41159,0.44508
1992,30-45 y.,No migration background,Intermediate School Degree,0.32667,1406,3356,0.31080,0.34254
1992,30-45 y.,No migration background,Technical School Degree,0.04428,105,3356,0.03732,0.05124
1992,30-45 y.,No migration background,Upper Secondary Degree,0.17394,579,3356,0.16111,0.18677
1992,30-45 y.,Direct migration background,Secondary School Degree,0.24805,137,765,0.21742,0.27867
1992,30-45 y.,Direct migration background,Intermediate School Degree,0.08551,35,765,0.06569,0.10534
1992,30-45 y.,Direct migration background,Upper Secondary Degree,0.14261,48,765,0.11782,0.16741
1992,30-45 y.,Direct migration background,Other Degree,0.30804,357,765,0.27530,0.34077
1992,30-45 y.,Direct migration background,"Dropout, No School Degree",0.12502,152,765,0.10157,0.14847
1992,30-45 y.,Direct migration background,No School Attended,0.03290,36,765,0.02025,0.04555
1992,46-65 y.,No migration background,Secondary School Degree,0.70306,2123,2981,0.68666,0.71947
1992,46-65 y.,No migration background,Intermediate School Degree,0.17503,540,2981,0.16139,0.18867
1992,46-65 y.,No migration background,Technical School Degree,0.02359,54,2981,0.01814,0.02904
1992,46-65 y.,No migration background,Upper Secondary Degree,0.08474,264,2981,0.07474,0.09474
1992,46-65 y.,Direct migration background,Secondary School Degree,0.33747,154,937,0.30718,0.36777
1992,46-65 y.,Direct migration background,Intermediate School Degree,0.12064,54,937,0.09977,0.14150
1992,46-65 y.,Direct migration background,Other Degree,0.27824,432,937,0.24953,0.30695
