year,hhtyp,regtyp,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Couple with children,Urban regions,Yes,0.10223,212,2214,0.08961,0.11485
2007,Couple with children,Urban regions,No,0.81767,2002,2214,0.80158,0.83376
2007,Couple with children,Rural regions,Yes,0.11462,152,1151,0.09621,0.13304
2007,Couple with children,Rural regions,No,0.80043,999,1151,0.77733,0.82353
2007,Multi-generational household,Urban regions,No,0.73023,45,45,0.59908,0.86138
2007,Other Combinations,Urban regions,No,0.94397,54,54,0.88205,1.00589
2007,Other Combinations,Rural regions,No,0.92607,31,31,0.83243,1.01970
2008,Single-person household,Urban regions,Yes,0.07320,139,1978,0.06172,0.08468
2008,Single-person household,Urban regions,No,0.87900,1839,1978,0.86462,0.89337
2008,Single-person household,Rural regions,Yes,0.11358,115,895,0.09278,0.13438
2008,Single-person household,Rural regions,No,0.83295,780,895,0.80850,0.85740
2008,Couple without children,Urban regions,Yes,0.03973,83,2400,0.03191,0.04755
2008,Couple without children,Urban regions,No,0.92268,2317,2400,0.91199,0.93337
2008,Couple without children,Rural regions,Yes,0.05148,70,1217,0.03906,0.06390
2008,Couple without children,Rural regions,No,0.88784,1147,1217,0.87011,0.90558
2008,Single parent,Urban regions,Yes,0.30149,120,415,0.25728,0.34569
2008,Single parent,Urban regions,No,0.64523,295,415,0.59914,0.69132
2008,Single parent,Rural regions,Yes,0.33076,79,236,0.27060,0.39091
2008,Single parent,Rural regions,No,0.61354,157,236,0.55128,0.67580
2008,Couple with children,Urban regions,Yes,0.08507,167,1985,0.07279,0.09734
2008,Couple with children,Urban regions,No,0.81746,1818,1985,0.80046,0.83446
2008,Couple with children,Rural regions,Yes,0.11943,127,1038,0.09969,0.13916
2008,Couple with children,Rural regions,No,0.79037,911,1038,0.76560,0.81515
2008,Multi-generational household,Urban regions,No,0.74235,35,35,0.59534,0.88936
2008,Other Combinations,Urban regions,No,0.90800,44,44,0.82161,0.99439
2009,Single-person household,Urban regions,Yes,0.07448,142,1962,0.06286,0.08610
2009,Single-person household,Urban regions,No,0.92490,1820,1962,0.91323,0.93656
2009,Single-person household,Rural regions,Yes,0.09929,95,884,0.07956,0.11901
2009,Single-person household,Rural regions,No,0.90071,789,884,0.88099,0.92044
2009,Couple without children,Urban regions,Yes,0.04151,73,2315,0.03338,0.04964
2009,Couple without children,Urban regions,No,0.95849,2242,2315,0.95036,0.96662
2009,Couple without children,Rural regions,Yes,0.04788,61,1234,0.03597,0.05980
2009,Couple without children,Rural regions,No,0.95133,1173,1234,0.93932,0.96334
2009,Single parent,Urban regions,Yes,0.29478,100,396,0.24981,0.33974
2009,Single parent,Urban regions,No,0.70291,296,396,0.65784,0.74798
2009,Single parent,Rural regions,Yes,0.33488,78,237,0.27467,0.39510
2009,Single parent,Rural regions,No,0.66512,159,237,0.60490,0.72533
2009,Couple with children,Urban regions,Yes,0.07820,147,1944,0.06626,0.09013
2009,Couple with children,Urban regions,No,0.92129,1797,1944,0.90932,0.93327
2009,Couple with children,Rural regions,Yes,0.08967,99,1063,0.07249,0.10685
2009,Couple with children,Rural regions,No,0.90906,964,1063,0.89176,0.92635
2009,Multi-generational household,Urban regions,No,0.94659,32,32,0.86743,1.02574
2009,Other Combinations,Urban regions,No,0.98452,44,44,0.94763,1.02142
2010,Single-person household,Urban regions,Yes,0.07162,128,1855,0.05988,0.08336
2010,Single-person household,Urban regions,No,0.92838,1727,1855,0.91664,0.94012
2010,Single-person household,Rural regions,Yes,0.09642,83,843,0.07648,0.11635
2010,Single-person household,Rural regions,No,0.90358,760,843,0.88365,0.92352
2010,Couple without children,Urban regions,Yes,0.02992,61,2217,0.02283,0.03702
2010,Couple without children,Urban regions,No,0.97008,2156,2217,0.96298,0.97717
2010,Couple without children,Rural regions,Yes,0.04176,47,1154,0.03021,0.05331
2010,Couple without children,Rural regions,No,0.95529,1107,1154,0.94336,0.96722
2010,Single parent,Urban regions,Yes,0.32342,423,1204,0.29699,0.34986
2010,Single parent,Urban regions,No,0.67658,781,1204,0.65014,0.70301
2010,Single parent,Rural regions,Yes,0.30303,253,644,0.26751,0.33856
2010,Single parent,Rural regions,No,0.69697,391,644,0.66144,0.73249
2010,Couple with children,Urban regions,Yes,0.08098,406,3717,0.07220,0.08975
2010,Couple with children,Urban regions,No,0.91895,3311,3717,0.91018,0.92773
2010,Couple with children,Rural regions,Yes,0.09694,273,1995,0.08396,0.10993
2010,Couple with children,Rural regions,No,0.90306,1722,1995,0.89007,0.91604
2010,Multi-generational household,Urban regions,No,0.91140,45,45,0.82743,0.99536
2010,Multi-generational household,Rural regions,No,0.62107,32,32,0.45029,0.79185
2010,Other Combinations,Urban regions,No,0.95829,37,37,0.89298,1.02360
2011,Single-person household,Urban regions,Yes,0.07535,181,2389,0.06477,0.08594
2011,Single-person household,Urban regions,No,0.91369,2208,2389,0.90243,0.92495
2011,Single-person household,Rural regions,Yes,0.10100,122,1114,0.08330,0.11870
2011,Single-person household,Rural regions,No,0.87880,992,1114,0.85963,0.89797
2011,Couple without children,Urban regions,Yes,0.03015,85,2759,0.02377,0.03653
2011,Couple without children,Urban regions,No,0.96339,2674,2759,0.95638,0.97040
2011,Couple without children,Rural regions,Yes,0.04907,70,1577,0.03840,0.05973
2011,Couple without children,Rural regions,No,0.93307,1507,1577,0.92073,0.94541
2011,Single parent,Urban regions,Yes,0.30894,513,1491,0.28548,0.33240
2011,Single parent,Urban regions,No,0.67782,978,1491,0.65410,0.70155
2011,Single parent,Rural regions,Yes,0.33030,319,796,0.29761,0.36299
2011,Single parent,Rural regions,No,0.64873,477,796,0.61555,0.68191
2011,Couple with children,Urban regions,Yes,0.07472,390,3827,0.06639,0.08305
2011,Couple with children,Urban regions,No,0.86965,3437,3827,0.85898,0.88032
2011,Couple with children,Rural regions,Yes,0.08394,277,2167,0.07226,0.09562
2011,Couple with children,Rural regions,No,0.87676,1890,2167,0.86292,0.89060
2011,Multi-generational household,Urban regions,No,0.75281,48,48,0.62948,0.87614
2011,Multi-generational household,Rural regions,No,0.87343,42,42,0.77166,0.97521
2011,Other Combinations,Urban regions,No,0.87159,53,53,0.78066,0.96252
2012,Single-person household,Urban regions,Yes,0.07814,192,2452,0.06751,0.08876
2012,Single-person household,Urban regions,No,0.91114,2260,2452,0.89987,0.92240
2012,Single-person household,Rural regions,Yes,0.11107,146,1208,0.09334,0.12879
2012,Single-person household,Rural regions,No,0.87903,1062,1208,0.86064,0.89743
2012,Couple without children,Urban regions,Yes,0.02628,83,2751,0.02030,0.03226
2012,Couple without children,Urban regions,No,0.95990,2668,2751,0.95257,0.96723
2012,Couple without children,Rural regions,Yes,0.04156,80,1654,0.03194,0.05119
2012,Couple without children,Rural regions,No,0.93880,1574,1654,0.92725,0.95036
2012,Single parent,Urban regions,Yes,0.31057,464,1384,0.28618,0.33495
2012,Single parent,Urban regions,No,0.67336,920,1384,0.64865,0.69808
2012,Single parent,Rural regions,Yes,0.29524,285,765,0.26289,0.32759
2012,Single parent,Rural regions,No,0.67730,480,765,0.64415,0.71045
2012,Couple with children,Urban regions,Yes,0.06981,343,3566,0.06144,0.07817
2012,Couple with children,Urban regions,No,0.87837,3223,3566,0.86764,0.88910
2012,Couple with children,Rural regions,Yes,0.07577,228,2026,0.06425,0.08730
2012,Couple with children,Rural regions,No,0.88600,1798,2026,0.87215,0.89984
2012,Multi-generational household,Urban regions,No,0.77739,45,45,0.65447,0.90031
2012,Multi-generational household,Rural regions,No,0.80687,42,42,0.68604,0.92770
2012,Other Combinations,Urban regions,No,0.92540,50,50,0.85183,0.99897
2012,Other Combinations,Rural regions,No,0.71657,31,31,0.55530,0.87784
2013,Single-person household,Urban regions,Yes,0.08065,238,2607,0.07020,0.09111
2013,Single-person household,Urban regions,No,0.90815,2369,2607,0.89706,0.91924
2013,Single-person household,Rural regions,Yes,0.11384,154,1195,0.09583,0.13186
2013,Single-person household,Rural regions,No,0.86293,1041,1195,0.84342,0.88244
2013,Couple without children,Urban regions,Yes,0.02917,120,2932,0.02308,0.03526
2013,Couple without children,Urban regions,No,0.95495,2812,2932,0.94744,0.96246
2013,Couple without children,Rural regions,Yes,0.04707,95,1647,0.03683,0.05730
2013,Couple without children,Rural regions,No,0.93429,1552,1647,0.92232,0.94626
2013,Single parent,Urban regions,Yes,0.32023,501,1465,0.29633,0.34413
2013,Single parent,Urban regions,No,0.66450,964,1465,0.64031,0.68869
2013,Single parent,Rural regions,Yes,0.26422,257,753,0.23271,0.29574
2013,Single parent,Rural regions,No,0.71569,496,753,0.68345,0.74793
2013,Couple with children,Urban regions,Yes,0.07750,488,4319,0.06953,0.08548
2013,Couple with children,Urban regions,No,0.87590,3831,4319,0.86607,0.88574
2013,Couple with children,Rural regions,Yes,0.06816,238,2137,0.05747,0.07884
2013,Couple with children,Rural regions,No,0.87646,1899,2137,0.86251,0.89042
2013,Multi-generational household,Urban regions,No,0.75986,60,60,0.65086,0.86886
2013,Multi-generational household,Rural regions,No,0.76320,46,46,0.63899,0.88741
2013,Other Combinations,Urban regions,Yes,0.11429,46,259,0.07547,0.15312
2013,Other Combinations,Urban regions,No,0.85349,213,259,0.81034,0.89664
2013,Other Combinations,Rural regions,No,0.70511,75,75,0.60121,0.80900
2014,Single-person household,Urban regions,Yes,0.08321,222,2402,0.07217,0.09426
2014,Single-person household,Urban regions,No,0.90416,2180,2402,0.89239,0.91594
2014,Single-person household,Rural regions,Yes,0.11987,143,1130,0.10092,0.13881
2014,Single-person household,Rural regions,No,0.86492,987,1130,0.84499,0.88486
2014,Couple without children,Urban regions,Yes,0.02936,98,2729,0.02303,0.03570
2014,Couple without children,Urban regions,No,0.96067,2631,2729,0.95338,0.96796
2014,Couple without children,Rural regions,Yes,0.04605,86,1593,0.03575,0.05635
2014,Couple without children,Rural regions,No,0.93470,1507,1593,0.92256,0.94684
2014,Single parent,Urban regions,Yes,0.32222,408,1178,0.29552,0.34892
2014,Single parent,Urban regions,No,0.67280,770,1178,0.64600,0.69961
2014,Single parent,Rural regions,Yes,0.25488,213,629,0.22079,0.28896
2014,Single parent,Rural regions,No,0.74124,416,629,0.70698,0.77549
2014,Couple with children,Urban regions,Yes,0.06686,400,3747,0.05886,0.07486
2014,Couple with children,Urban regions,No,0.91634,3347,3747,0.90747,0.92520
2014,Couple with children,Rural regions,Yes,0.07104,197,1892,0.05947,0.08262
2014,Couple with children,Rural regions,No,0.90454,1695,1892,0.89129,0.91778
2014,Multi-generational household,Urban regions,No,0.81267,50,50,0.70342,0.92192
2014,Multi-generational household,Rural regions,No,0.72352,39,39,0.58131,0.86573
2014,Other Combinations,Urban regions,Yes,0.18867,47,187,0.13244,0.24490
2014,Other Combinations,Urban regions,No,0.75928,140,187,0.69784,0.82072
2014,Other Combinations,Rural regions,No,0.76104,55,55,0.64729,0.87478
2015,Single-person household,Urban regions,Yes,0.08648,230,2424,0.07529,0.09767
2015,Single-person household,Urban regions,No,0.89569,2194,2424,0.88352,0.90786
2015,Single-person household,Rural regions,Yes,0.10100,136,1144,0.08353,0.11847
2015,Single-person household,Rural regions,No,0.86793,1008,1144,0.84831,0.88756
2015,Couple without children,Urban regions,Yes,0.03122,106,2735,0.02470,0.03774
2015,Couple without children,Urban regions,No,0.94652,2629,2735,0.93808,0.95495
2015,Couple without children,Rural regions,Yes,0.04661,85,1557,0.03613,0.05708
2015,Couple without children,Rural regions,No,0.92306,1472,1557,0.90982,0.93630
2015,Single parent,Urban regions,Yes,0.32066,371,1105,0.29312,0.34819
2015,Single parent,Urban regions,No,0.64959,734,1105,0.62145,0.67773
2015,Single parent,Rural regions,Yes,0.27298,193,574,0.23650,0.30945
2015,Single parent,Rural regions,No,0.71012,381,574,0.67297,0.74726
2015,Couple with children,Urban regions,Yes,0.07046,430,3656,0.06216,0.07876
2015,Couple with children,Urban regions,No,0.89514,3226,3656,0.88521,0.90508
2015,Couple with children,Rural regions,Yes,0.06911,207,1846,0.05753,0.08068
2015,Couple with children,Rural regions,No,0.86686,1639,1846,0.85136,0.88236
2015,Multi-generational household,Urban regions,No,0.74225,58,58,0.62870,0.85581
2015,Multi-generational household,Rural regions,No,0.76155,42,42,0.63111,0.89199
2015,Other Combinations,Urban regions,Yes,0.18453,43,181,0.12786,0.24120
2015,Other Combinations,Urban regions,No,0.78192,138,181,0.72159,0.84224
2015,Other Combinations,Rural regions,No,0.66519,46,46,0.52731,0.80308
2016,Single-person household,Urban regions,Yes,0.08582,222,2298,0.07437,0.09728
2016,Single-person household,Urban regions,No,0.89879,2076,2298,0.88645,0.91112
2016,Single-person household,Rural regions,Yes,0.09982,127,1053,0.08171,0.11794
2016,Single-person household,Rural regions,No,0.87922,926,1053,0.85952,0.89891
2016,Couple without children,Urban regions,Yes,0.02654,85,2538,0.02028,0.03279
2016,Couple without children,Urban regions,No,0.95860,2453,2538,0.95085,0.96636
2016,Couple without children,Rural regions,Yes,0.04356,75,1498,0.03322,0.05390
2016,Couple without children,Rural regions,No,0.93297,1423,1498,0.92031,0.94564
2016,Single parent,Urban regions,Yes,0.31130,315,989,0.28242,0.34017
2016,Single parent,Urban regions,No,0.68003,674,989,0.65095,0.70912
2016,Single parent,Rural regions,Yes,0.26377,179,525,0.22604,0.30151
2016,Single parent,Rural regions,No,0.72172,346,525,0.68335,0.76009
2016,Couple with children,Urban regions,Yes,0.07557,365,3248,0.06648,0.08466
2016,Couple with children,Urban regions,No,0.89665,2883,3248,0.88618,0.90712
2016,Couple with children,Rural regions,Yes,0.06566,157,1659,0.05373,0.07758
2016,Couple with children,Rural regions,No,0.89625,1502,1659,0.88157,0.91093
2016,Multi-generational household,Urban regions,No,0.74359,43,43,0.61153,0.87564
2016,Other Combinations,Urban regions,No,0.80208,108,108,0.72658,0.87757
2016,Other Combinations,Rural regions,No,0.80931,46,46,0.69452,0.92409
2017,Single-person household,Urban regions,Yes,0.07731,294,2738,0.06730,0.08732
2017,Single-person household,Urban regions,No,0.90463,2444,2738,0.89363,0.91564
2017,Single-person household,Rural regions,Yes,0.09651,169,1311,0.08052,0.11251
2017,Single-person household,Rural regions,No,0.88724,1142,1311,0.87011,0.90437
2017,Couple without children,Urban regions,Yes,0.02743,105,2900,0.02148,0.03337
2017,Couple without children,Urban regions,No,0.95782,2795,2900,0.95050,0.96513
2017,Couple without children,Rural regions,Yes,0.03941,85,1720,0.03021,0.04860
2017,Couple without children,Rural regions,No,0.94997,1635,1720,0.93967,0.96028
2017,Single parent,Urban regions,Yes,0.29050,352,1115,0.26384,0.31716
2017,Single parent,Urban regions,No,0.70393,763,1115,0.67712,0.73073
2017,Single parent,Rural regions,Yes,0.20623,168,569,0.17295,0.23950
2017,Single parent,Rural regions,No,0.78753,401,569,0.75389,0.82117
2017,Couple with children,Urban regions,Yes,0.07505,619,4146,0.06703,0.08307
2017,Couple with children,Urban regions,No,0.90585,3527,4146,0.89696,0.91474
2017,Couple with children,Rural regions,Yes,0.06659,263,2079,0.05587,0.07731
2017,Couple with children,Rural regions,No,0.89914,1816,2079,0.88619,0.91209
2017,Multi-generational household,Urban regions,Yes,0.27515,32,88,0.18130,0.36899
2017,Multi-generational household,Urban regions,No,0.60937,56,88,0.50685,0.71190
2017,Multi-generational household,Rural regions,No,0.82721,35,35,0.70013,0.95429
2017,Other Combinations,Urban regions,Yes,0.17831,68,264,0.13205,0.22457
2017,Other Combinations,Urban regions,No,0.80802,196,264,0.76042,0.85562
2017,Other Combinations,Rural regions,No,0.84002,82,82,0.76018,0.91985
2018,Single-person household,Urban regions,Yes,0.07374,421,3061,0.06448,0.08300
2018,Single-person household,Urban regions,No,0.91714,2640,3061,0.90738,0.92691
2018,Single-person household,Rural regions,Yes,0.09846,211,1363,0.08263,0.11428
2018,Single-person household,Rural regions,No,0.88099,1152,1363,0.86379,0.89819
2018,Couple without children,Urban regions,Yes,0.02523,124,2901,0.01953,0.03094
2018,Couple without children,Urban regions,No,0.96572,2777,2901,0.95910,0.97234
2018,Couple without children,Rural regions,Yes,0.04163,91,1691,0.03210,0.05115
2018,Couple without children,Rural regions,No,0.94359,1600,1691,0.93259,0.95459
2018,Single parent,Urban regions,Yes,0.26591,387,1180,0.24069,0.29113
2018,Single parent,Urban regions,No,0.73156,793,1180,0.70626,0.75685
2018,Single parent,Rural regions,Yes,0.22566,181,556,0.19089,0.26044
2018,Single parent,Rural regions,No,0.77290,375,556,0.73804,0.80776
2018,Couple with children,Urban regions,Yes,0.06959,928,4287,0.06197,0.07721
2018,Couple with children,Urban regions,No,0.91523,3359,4287,0.90689,0.92357
2018,Couple with children,Rural regions,Yes,0.06332,396,2109,0.05292,0.07372
2018,Couple with children,Rural regions,No,0.91266,1713,2109,0.90061,0.92471
2018,Multi-generational household,Urban regions,Yes,0.35891,50,112,0.26967,0.44814
2018,Multi-generational household,Urban regions,No,0.64099,62,112,0.55175,0.73023
2018,Other Combinations,Urban regions,Yes,0.20719,99,291,0.16054,0.25384
2018,Other Combinations,Urban regions,No,0.79261,192,291,0.74595,0.83928
2018,Other Combinations,Rural regions,Yes,0.12547,42,114,0.06440,0.18655
2018,Other Combinations,Rural regions,No,0.83969,72,114,0.77204,0.90734
2019,Single-person household,Urban regions,Yes,0.06488,370,2972,0.05602,0.07374
2019,Single-person household,Urban regions,No,0.92482,2602,2972,0.91534,0.93430
2019,Single-person household,Rural regions,Yes,0.09717,201,1345,0.08133,0.11301
2019,Single-person household,Rural regions,No,0.88518,1144,1345,0.86814,0.90222
2019,Couple without children,Urban regions,Yes,0.02814,138,3187,0.02239,0.03388
2019,Couple without children,Urban regions,No,0.96312,3049,3187,0.95657,0.96966
2019,Couple without children,Rural regions,Yes,0.02749,82,1812,0.01996,0.03502
2019,Couple without children,Rural regions,No,0.96239,1730,1812,0.95363,0.97115
2019,Single parent,Urban regions,Yes,0.25418,342,1079,0.22819,0.28017
2019,Single parent,Urban regions,No,0.74391,737,1079,0.71786,0.76997
2019,Single parent,Rural regions,Yes,0.22287,153,516,0.18692,0.25881
2019,Single parent,Rural regions,No,0.73738,363,516,0.69938,0.77539
2019,Couple with children,Urban regions,Yes,0.06923,923,4337,0.06167,0.07679
2019,Couple with children,Urban regions,No,0.91620,3414,4337,0.90795,0.92445
2019,Couple with children,Rural regions,Yes,0.05815,392,2102,0.04814,0.06816
2019,Couple with children,Rural regions,No,0.93081,1710,2102,0.91995,0.94166
2019,Multi-generational household,Urban regions,Yes,0.14235,34,92,0.07056,0.21414
2019,Multi-generational household,Urban regions,No,0.85765,58,92,0.78586,0.92944
2019,Other Combinations,Urban regions,Yes,0.18282,108,235,0.13330,0.23235
2019,Other Combinations,Urban regions,No,0.81718,127,235,0.76765,0.86670
2019,Other Combinations,Rural regions,Yes,0.12840,33,100,0.06250,0.19430
2019,Other Combinations,Rural regions,No,0.86326,67,100,0.79558,0.93094
2020,Single-person household,Urban regions,Yes,0.06563,532,3829,0.05779,0.07348
2020,Single-person household,Urban regions,No,0.91492,3297,3829,0.90608,0.92375
2020,Single-person household,Rural regions,Yes,0.08827,182,1468,0.07375,0.10278
2020,Single-person household,Rural regions,No,0.89351,1286,1468,0.87773,0.90930
2020,Couple without children,Urban regions,Yes,0.02824,167,3368,0.02265,0.03384
2020,Couple without children,Urban regions,No,0.95451,3201,3368,0.94747,0.96155
2020,Couple without children,Rural regions,Yes,0.02828,91,1746,0.02050,0.03606
2020,Couple without children,Rural regions,No,0.95206,1655,1746,0.94203,0.96208
2020,Single parent,Urban regions,Yes,0.23877,361,1104,0.21361,0.26393
2020,Single parent,Urban regions,No,0.73943,743,1104,0.71353,0.76534
2020,Single parent,Rural regions,Yes,0.23481,146,479,0.19681,0.27281
2020,Single parent,Rural regions,No,0.74903,333,479,0.71016,0.78790
2020,Couple with children,Urban regions,Yes,0.05528,1093,4458,0.04857,0.06198
2020,Couple with children,Urban regions,No,0.90929,3365,4458,0.90086,0.91772
2020,Couple with children,Rural regions,Yes,0.05969,351,1992,0.04928,0.07009
2020,Couple with children,Rural regions,No,0.91686,1641,1992,0.90473,0.92899
2020,Multi-generational household,Urban regions,Yes,0.15952,31,88,0.08257,0.23646
2020,Multi-generational household,Urban regions,No,0.60449,57,88,0.50174,0.70724
2020,Multi-generational household,Rural regions,No,0.83290,37,37,0.71103,0.95477
2020,Other Combinations,Urban regions,Yes,0.20213,139,351,0.16006,0.24421
2020,Other Combinations,Urban regions,No,0.78913,212,351,0.74640,0.83187
2020,Other Combinations,Rural regions,No,0.89011,104,104,0.82971,0.95051
2021,Single-person household,Urban regions,Yes,0.06244,274,2529,0.05301,0.07187
2021,Single-person household,Urban regions,No,0.93509,2255,2529,0.92549,0.94470
2021,Single-person household,Rural regions,Yes,0.07606,94,991,0.05954,0.09257
2021,Single-person household,Rural regions,No,0.91232,897,991,0.89470,0.92994
2021,Couple without children,Urban regions,Yes,0.02003,72,2264,0.01426,0.02581
2021,Couple without children,Urban regions,No,0.97685,2192,2264,0.97065,0.98304
2021,Couple without children,Rural regions,Yes,0.01559,42,1208,0.00860,0.02257
2021,Couple without children,Rural regions,No,0.97716,1166,1208,0.96873,0.98559
2021,Single parent,Urban regions,Yes,0.19008,188,680,0.16057,0.21959
2021,Single parent,Urban regions,No,0.80937,492,680,0.77982,0.83891
2021,Single parent,Rural regions,Yes,0.17941,70,341,0.13863,0.22020
2021,Single parent,Rural regions,No,0.82018,271,341,0.77935,0.86100
2021,Couple with children,Urban regions,Yes,0.06275,508,2746,0.05368,0.07182
2021,Couple with children,Urban regions,No,0.91593,2238,2746,0.90555,0.92631
2021,Couple with children,Rural regions,Yes,0.04191,148,1223,0.03067,0.05314
2021,Couple with children,Rural regions,No,0.94925,1075,1223,0.93694,0.96156
2021,Multi-generational household,Urban regions,No,0.80633,39,39,0.68068,0.93198
2021,Other Combinations,Urban regions,Yes,0.20365,75,255,0.15413,0.25318
2021,Other Combinations,Urban regions,No,0.76811,180,255,0.71621,0.82001
2021,Other Combinations,Rural regions,No,0.87037,74,74,0.79332,0.94742
2022,Single-person household,Urban regions,Yes,0.05635,263,4211,0.04938,0.06331
2022,Single-person household,Urban regions,No,0.92692,3948,4211,0.91906,0.93478
2022,Single-person household,Rural regions,Yes,0.04849,114,1567,0.03785,0.05913
2022,Single-person household,Rural regions,No,0.93399,1453,1567,0.92169,0.94629
2022,Couple without children,Urban regions,Yes,0.02069,94,3915,0.01623,0.02515
2022,Couple without children,Urban regions,No,0.96663,3821,3915,0.96100,0.97225
2022,Couple without children,Rural regions,Yes,0.01570,38,1828,0.01000,0.02140
2022,Couple without children,Rural regions,No,0.97768,1790,1828,0.97091,0.98446
2022,Single parent,Urban regions,Yes,0.18599,186,825,0.15943,0.21256
2022,Single parent,Urban regions,No,0.80501,639,825,0.77795,0.83206
2022,Single parent,Rural regions,Yes,0.13279,68,394,0.09924,0.16635
2022,Single parent,Rural regions,No,0.86065,326,394,0.82641,0.89489
2022,Couple with children,Urban regions,Yes,0.04934,389,3830,0.04248,0.05620
2022,Couple with children,Urban regions,No,0.92465,3441,3830,0.91629,0.93301
2022,Couple with children,Rural regions,Yes,0.03464,128,1918,0.02645,0.04282
2022,Couple with children,Rural regions,No,0.93925,1790,1918,0.92856,0.94995
2022,Multi-generational household,Urban regions,No,0.76530,40,40,0.63228,0.89831
2022,Multi-generational household,Rural regions,No,0.94810,32,32,0.87002,1.02619
2022,Other Combinations,Urban regions,Yes,0.06630,69,813,0.04918,0.08341
2022,Other Combinations,Urban regions,No,0.90176,744,813,0.88129,0.92223
2022,Other Combinations,Rural regions,No,0.89540,328,328,0.86222,0.92857
