year,quintil_oecd_hh,regtyp,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,3rd Quintile,Rural regions,Yes,0.04400,45,799,0.02977,0.05823
2007,3rd Quintile,Rural regions,No,0.89619,754,799,0.87503,0.91735
2007,4th Quintile,Urban regions,Yes,0.02251,41,1495,0.01499,0.03004
2007,4th Quintile,Urban regions,No,0.92605,1454,1495,0.91278,0.93932
2007,4th Quintile,Rural regions,No,0.90444,721,721,0.88297,0.92591
2007,5th Quintile,Urban regions,Yes,0.01556,33,2075,0.01023,0.02088
2007,5th Quintile,Urban regions,No,0.95407,2042,2075,0.94506,0.96308
2007,5th Quintile,Rural regions,No,0.90702,644,644,0.88457,0.92947
2008,1st Quintile,Urban regions,Yes,0.26339,314,1135,0.23775,0.28902
2008,1st Quintile,Urban regions,No,0.67867,821,1135,0.65149,0.70585
2008,1st Quintile,Rural regions,Yes,0.33251,255,652,0.29632,0.36870
2008,1st Quintile,Rural regions,No,0.59385,397,652,0.55613,0.63158
2008,2nd Quintile,Urban regions,Yes,0.07574,97,1154,0.06046,0.09101
2008,2nd Quintile,Urban regions,No,0.86929,1057,1154,0.84984,0.88875
2008,2nd Quintile,Rural regions,Yes,0.09121,70,720,0.07016,0.11225
2008,2nd Quintile,Rural regions,No,0.84716,650,720,0.82085,0.87346
2008,3rd Quintile,Urban regions,Yes,0.03669,41,1258,0.02630,0.04708
2008,3rd Quintile,Urban regions,No,0.89290,1217,1258,0.87580,0.90999
2008,3rd Quintile,Rural regions,Yes,0.04523,45,790,0.03073,0.05973
2008,3rd Quintile,Rural regions,No,0.89202,745,790,0.87037,0.91368
2008,4th Quintile,Urban regions,Yes,0.02857,42,1360,0.01971,0.03743
2008,4th Quintile,Urban regions,No,0.91291,1318,1360,0.89791,0.92790
2008,4th Quintile,Rural regions,No,0.91168,630,630,0.88950,0.93386
2008,5th Quintile,Urban regions,No,0.94412,1934,1934,0.93389,0.95436
2008,5th Quintile,Rural regions,No,0.91796,620,620,0.89634,0.93958
2009,1st Quintile,Urban regions,Yes,0.26296,298,1140,0.23739,0.28852
2009,1st Quintile,Urban regions,No,0.73578,842,1140,0.71017,0.76138
2009,1st Quintile,Rural regions,Yes,0.29320,217,652,0.25823,0.32817
2009,1st Quintile,Rural regions,No,0.70680,435,652,0.67183,0.74177
2009,2nd Quintile,Urban regions,Yes,0.08414,90,1143,0.06804,0.10024
2009,2nd Quintile,Urban regions,No,0.91586,1053,1143,0.89976,0.93196
2009,2nd Quintile,Rural regions,Yes,0.07909,69,742,0.05965,0.09852
2009,2nd Quintile,Rural regions,No,0.91946,673,742,0.89987,0.93906
2009,3rd Quintile,Urban regions,Yes,0.02113,33,1190,0.01295,0.02930
2009,3rd Quintile,Urban regions,No,0.97887,1157,1190,0.97070,0.98705
2009,3rd Quintile,Rural regions,Yes,0.04621,32,759,0.03126,0.06116
2009,3rd Quintile,Rural regions,No,0.95379,727,759,0.93884,0.96874
2009,4th Quintile,Urban regions,No,0.98018,1342,1342,0.97272,0.98764
2009,4th Quintile,Rural regions,No,0.97136,675,675,0.95877,0.98395
2009,5th Quintile,Urban regions,No,0.98877,1836,1836,0.98395,0.99359
2009,5th Quintile,Rural regions,No,0.98209,619,619,0.97164,0.99255
2010,1st Quintile,Urban regions,Yes,0.27497,758,2004,0.25542,0.29452
2010,1st Quintile,Urban regions,No,0.72462,1246,2004,0.70506,0.74418
2010,1st Quintile,Rural regions,Yes,0.28723,484,1142,0.26098,0.31349
2010,1st Quintile,Rural regions,No,0.71277,658,1142,0.68651,0.73902
2010,2nd Quintile,Urban regions,Yes,0.08172,183,1758,0.06891,0.09453
2010,2nd Quintile,Urban regions,No,0.91828,1575,1758,0.90547,0.93109
2010,2nd Quintile,Rural regions,Yes,0.07907,132,1161,0.06354,0.09460
2010,2nd Quintile,Rural regions,No,0.91680,1029,1161,0.90091,0.93270
2010,3rd Quintile,Urban regions,Yes,0.01949,46,1551,0.01261,0.02638
2010,3rd Quintile,Urban regions,No,0.98051,1505,1551,0.97362,0.98739
2010,3rd Quintile,Rural regions,Yes,0.03704,41,1006,0.02537,0.04872
2010,3rd Quintile,Rural regions,No,0.96296,965,1006,0.95128,0.97463
2010,4th Quintile,Urban regions,No,0.98603,1642,1642,0.98036,0.99171
2010,4th Quintile,Rural regions,No,0.98085,775,775,0.97119,0.99051
2010,5th Quintile,Urban regions,No,0.99110,2087,2087,0.98707,0.99513
2010,5th Quintile,Rural regions,No,0.98796,605,605,0.97926,0.99666
2011,1st Quintile,Urban regions,Yes,0.28168,856,2262,0.26314,0.30022
2011,1st Quintile,Urban regions,No,0.70077,1406,2262,0.68190,0.71965
2011,1st Quintile,Rural regions,Yes,0.30031,578,1411,0.27639,0.32424
2011,1st Quintile,Rural regions,No,0.68342,833,1411,0.65914,0.70769
2011,2nd Quintile,Urban regions,Yes,0.06070,198,1999,0.05023,0.07118
2011,2nd Quintile,Urban regions,No,0.92231,1801,1999,0.91057,0.93405
2011,2nd Quintile,Rural regions,Yes,0.07527,152,1367,0.06128,0.08926
2011,2nd Quintile,Rural regions,No,0.89504,1215,1367,0.87879,0.91130
2011,3rd Quintile,Urban regions,Yes,0.03646,76,1947,0.02813,0.04479
2011,3rd Quintile,Urban regions,No,0.94110,1871,1947,0.93064,0.95156
2011,3rd Quintile,Rural regions,Yes,0.02613,52,1217,0.01717,0.03510
2011,3rd Quintile,Rural regions,No,0.95666,1165,1217,0.94522,0.96811
2011,4th Quintile,Urban regions,Yes,0.01434,36,2036,0.00917,0.01951
2011,4th Quintile,Urban regions,No,0.96811,2000,2036,0.96047,0.97574
2011,4th Quintile,Rural regions,No,0.95136,951,951,0.93768,0.96504
2011,5th Quintile,Urban regions,No,0.96492,2317,2317,0.95743,0.97242
2011,5th Quintile,Rural regions,No,0.95644,771,771,0.94203,0.97086
2012,1st Quintile,Urban regions,Yes,0.25919,769,2168,0.24074,0.27764
2012,1st Quintile,Urban regions,No,0.72145,1399,2168,0.70257,0.74032
2012,1st Quintile,Rural regions,Yes,0.31185,555,1384,0.28743,0.33626
2012,1st Quintile,Rural regions,No,0.66655,829,1384,0.64170,0.69140
2012,2nd Quintile,Urban regions,Yes,0.07299,205,1990,0.06156,0.08442
2012,2nd Quintile,Urban regions,No,0.90728,1785,1990,0.89453,0.92003
2012,2nd Quintile,Rural regions,Yes,0.06718,120,1271,0.05341,0.08095
2012,2nd Quintile,Rural regions,No,0.91070,1151,1271,0.89501,0.92638
2012,3rd Quintile,Urban regions,Yes,0.02997,70,1917,0.02234,0.03761
2012,3rd Quintile,Urban regions,No,0.94753,1847,1917,0.93754,0.95751
2012,3rd Quintile,Rural regions,Yes,0.03721,59,1221,0.02659,0.04783
2012,3rd Quintile,Rural regions,No,0.93727,1162,1221,0.92366,0.95088
2012,4th Quintile,Urban regions,Yes,0.01624,38,1912,0.01057,0.02191
2012,4th Quintile,Urban regions,No,0.95881,1874,1912,0.94990,0.96772
2012,4th Quintile,Rural regions,No,0.96783,1027,1027,0.95703,0.97863
2012,5th Quintile,Urban regions,No,0.97491,2258,2258,0.96846,0.98136
2012,5th Quintile,Rural regions,No,0.98012,815,815,0.97053,0.98971
2013,1st Quintile,Urban regions,Yes,0.28421,1009,2738,0.26731,0.30111
2013,1st Quintile,Urban regions,No,0.69711,1729,2738,0.67989,0.71432
2013,1st Quintile,Rural regions,Yes,0.31334,567,1452,0.28947,0.33720
2013,1st Quintile,Rural regions,No,0.64797,885,1452,0.62339,0.67254
2013,2nd Quintile,Urban regions,Yes,0.07082,259,2358,0.06046,0.08118
2013,2nd Quintile,Urban regions,No,0.90767,2099,2358,0.89598,0.91936
2013,2nd Quintile,Rural regions,Yes,0.06708,140,1435,0.05413,0.08003
2013,2nd Quintile,Rural regions,No,0.89543,1295,1435,0.87959,0.91127
2013,3rd Quintile,Urban regions,Yes,0.03150,90,2119,0.02406,0.03894
2013,3rd Quintile,Urban regions,No,0.94234,2029,2119,0.93241,0.95227
2013,3rd Quintile,Rural regions,Yes,0.02884,49,1200,0.01937,0.03831
2013,3rd Quintile,Rural regions,No,0.94780,1151,1200,0.93521,0.96039
2013,4th Quintile,Urban regions,No,0.97555,1983,1983,0.96875,0.98235
2013,4th Quintile,Rural regions,No,0.96128,1017,1017,0.94941,0.97314
2013,5th Quintile,Urban regions,No,0.96340,2401,2401,0.95589,0.97092
2013,5th Quintile,Rural regions,No,0.96998,761,761,0.95785,0.98211
2014,1st Quintile,Urban regions,Yes,0.27813,845,2208,0.25944,0.29683
2014,1st Quintile,Urban regions,No,0.70409,1363,2208,0.68505,0.72314
2014,1st Quintile,Rural regions,Yes,0.32253,479,1218,0.29627,0.34880
2014,1st Quintile,Rural regions,No,0.65901,739,1218,0.63237,0.68564
2014,2nd Quintile,Urban regions,Yes,0.08184,225,2014,0.06986,0.09381
2014,2nd Quintile,Urban regions,No,0.90229,1789,2014,0.88932,0.91526
2014,2nd Quintile,Rural regions,Yes,0.08004,129,1273,0.06513,0.09495
2014,2nd Quintile,Rural regions,No,0.90187,1144,1273,0.88552,0.91822
2014,3rd Quintile,Urban regions,Yes,0.02635,73,1930,0.01920,0.03349
2014,3rd Quintile,Urban regions,No,0.96626,1857,1930,0.95820,0.97431
2014,3rd Quintile,Rural regions,Yes,0.02301,36,1154,0.01435,0.03166
2014,3rd Quintile,Rural regions,No,0.95918,1118,1154,0.94776,0.97060
2014,4th Quintile,Urban regions,Yes,0.01736,31,1918,0.01152,0.02321
2014,4th Quintile,Urban regions,No,0.96978,1887,1918,0.96212,0.97745
2014,4th Quintile,Rural regions,No,0.96165,952,952,0.94944,0.97385
2014,5th Quintile,Urban regions,No,0.98279,2219,2219,0.97738,0.98821
2014,5th Quintile,Rural regions,No,0.97328,745,745,0.96169,0.98487
2015,1st Quintile,Urban regions,Yes,0.28648,861,2283,0.26793,0.30503
2015,1st Quintile,Urban regions,No,0.68962,1422,2283,0.67064,0.70860
2015,1st Quintile,Rural regions,Yes,0.32365,482,1222,0.29741,0.34990
2015,1st Quintile,Rural regions,No,0.66184,740,1222,0.63530,0.68838
2015,2nd Quintile,Urban regions,Yes,0.07750,208,2011,0.06581,0.08919
2015,2nd Quintile,Urban regions,No,0.88456,1803,2011,0.87059,0.89853
2015,2nd Quintile,Rural regions,Yes,0.05877,112,1289,0.04592,0.07161
2015,2nd Quintile,Rural regions,No,0.90438,1177,1289,0.88832,0.92044
2015,3rd Quintile,Urban regions,Yes,0.03059,72,1870,0.02278,0.03840
2015,3rd Quintile,Urban regions,No,0.94305,1798,1870,0.93254,0.95355
2015,3rd Quintile,Rural regions,Yes,0.01692,34,1075,0.00921,0.02464
2015,3rd Quintile,Rural regions,No,0.94554,1041,1075,0.93197,0.95911
2015,4th Quintile,Urban regions,Yes,0.02144,36,1823,0.01479,0.02809
2015,4th Quintile,Urban regions,No,0.96117,1787,1823,0.95230,0.97005
2015,4th Quintile,Rural regions,No,0.90796,912,912,0.88919,0.92673
2015,5th Quintile,Urban regions,No,0.97422,2164,2164,0.96754,0.98090
2015,5th Quintile,Rural regions,No,0.97389,717,717,0.96221,0.98557
2016,1st Quintile,Urban regions,Yes,0.28941,749,1976,0.26941,0.30941
2016,1st Quintile,Urban regions,No,0.67283,1227,1976,0.65214,0.69352
2016,1st Quintile,Rural regions,Yes,0.32010,433,1099,0.29250,0.34769
2016,1st Quintile,Rural regions,No,0.64568,666,1099,0.61738,0.67397
2016,2nd Quintile,Urban regions,Yes,0.07594,189,1831,0.06381,0.08808
2016,2nd Quintile,Urban regions,No,0.90851,1642,1831,0.89530,0.92172
2016,2nd Quintile,Rural regions,Yes,0.04916,86,1172,0.03677,0.06154
2016,2nd Quintile,Rural regions,No,0.93307,1086,1172,0.91876,0.94739
2016,3rd Quintile,Urban regions,Yes,0.02905,54,1702,0.02107,0.03703
2016,3rd Quintile,Urban regions,No,0.95796,1648,1702,0.94842,0.96749
2016,3rd Quintile,Rural regions,No,0.95237,969,969,0.93896,0.96579
2016,4th Quintile,Urban regions,Yes,0.01448,35,1738,0.00886,0.02009
2016,4th Quintile,Urban regions,No,0.97268,1703,1738,0.96501,0.98035
2016,4th Quintile,Rural regions,No,0.96112,869,869,0.94825,0.97398
2016,5th Quintile,Urban regions,No,0.98352,2012,2012,0.97796,0.98908
2016,5th Quintile,Rural regions,No,0.96999,681,681,0.95716,0.98281
2017,1st Quintile,Urban regions,Yes,0.27171,1126,3032,0.25587,0.28754
2017,1st Quintile,Urban regions,No,0.69859,1906,3032,0.68225,0.71492
2017,1st Quintile,Rural regions,Yes,0.31730,575,1590,0.29442,0.34019
2017,1st Quintile,Rural regions,No,0.66352,1015,1590,0.64029,0.68675
2017,2nd Quintile,Urban regions,Yes,0.07929,244,2009,0.06747,0.09111
2017,2nd Quintile,Urban regions,No,0.90892,1765,2009,0.89634,0.92150
2017,2nd Quintile,Rural regions,Yes,0.04029,91,1282,0.02952,0.05105
2017,2nd Quintile,Rural regions,No,0.94597,1191,1282,0.93359,0.95835
2017,3rd Quintile,Urban regions,Yes,0.02228,58,1892,0.01563,0.02894
2017,3rd Quintile,Urban regions,No,0.96773,1834,1892,0.95977,0.97570
2017,3rd Quintile,Rural regions,Yes,0.01253,37,1179,0.00618,0.01888
2017,3rd Quintile,Rural regions,No,0.97298,1142,1179,0.96372,0.98224
2017,4th Quintile,Urban regions,No,0.96792,1960,1960,0.96012,0.97573
2017,4th Quintile,Rural regions,No,0.96751,1000,1000,0.95652,0.97851
2017,5th Quintile,Urban regions,No,0.97992,2277,2277,0.97416,0.98568
2017,5th Quintile,Rural regions,No,0.98186,753,753,0.97232,0.99140
2018,1st Quintile,Urban regions,Yes,0.26003,1561,3566,0.24563,0.27443
2018,1st Quintile,Urban regions,No,0.72963,2005,3566,0.71505,0.74421
2018,1st Quintile,Rural regions,Yes,0.30878,791,1762,0.28720,0.33036
2018,1st Quintile,Rural regions,No,0.66954,971,1762,0.64757,0.69151
2018,2nd Quintile,Urban regions,Yes,0.06162,282,2142,0.05144,0.07181
2018,2nd Quintile,Urban regions,No,0.92941,1860,2142,0.91856,0.94026
2018,2nd Quintile,Rural regions,Yes,0.04859,97,1276,0.03679,0.06040
2018,2nd Quintile,Rural regions,No,0.92520,1179,1276,0.91075,0.93964
2018,3rd Quintile,Urban regions,Yes,0.02670,96,1881,0.01941,0.03399
2018,3rd Quintile,Urban regions,No,0.95866,1785,1881,0.94966,0.96766
2018,3rd Quintile,Rural regions,Yes,0.01621,36,1088,0.00871,0.02372
2018,3rd Quintile,Rural regions,No,0.97308,1052,1088,0.96346,0.98270
2018,4th Quintile,Urban regions,Yes,0.01493,45,1922,0.00950,0.02035
2018,4th Quintile,Urban regions,No,0.98089,1877,1922,0.97477,0.98701
2018,4th Quintile,Rural regions,No,0.96896,941,941,0.95788,0.98005
2018,5th Quintile,Urban regions,No,0.97857,2196,2196,0.97251,0.98462
2018,5th Quintile,Rural regions,No,0.98598,762,762,0.97763,0.99434
2019,1st Quintile,Urban regions,Yes,0.24856,1626,3329,0.23387,0.26324
2019,1st Quintile,Urban regions,No,0.74083,1703,3329,0.72594,0.75572
2019,1st Quintile,Rural regions,Yes,0.31263,764,1583,0.28978,0.33547
2019,1st Quintile,Rural regions,No,0.67104,819,1583,0.64789,0.69420
2019,2nd Quintile,Urban regions,Yes,0.05332,193,1853,0.04308,0.06355
2019,2nd Quintile,Urban regions,No,0.93131,1660,1853,0.91979,0.94283
2019,2nd Quintile,Rural regions,Yes,0.03777,75,1181,0.02689,0.04864
2019,2nd Quintile,Rural regions,No,0.94344,1106,1181,0.93026,0.95662
2019,3rd Quintile,Urban regions,Yes,0.02660,66,1772,0.01911,0.03409
2019,3rd Quintile,Urban regions,No,0.96827,1706,1772,0.96010,0.97643
2019,3rd Quintile,Rural regions,No,0.96601,1002,1002,0.95478,0.97723
2019,4th Quintile,Urban regions,No,0.97463,1830,1830,0.96742,0.98183
2019,4th Quintile,Rural regions,No,0.97789,965,965,0.96861,0.98717
2019,5th Quintile,Urban regions,No,0.99140,3064,3064,0.98813,0.99467
2019,5th Quintile,Rural regions,No,0.98973,1138,1138,0.98387,0.99559
2020,1st Quintile,Urban regions,Yes,0.23331,2004,4341,0.22073,0.24589
2020,1st Quintile,Urban regions,No,0.73319,2337,4341,0.72003,0.74635
2020,1st Quintile,Rural regions,Yes,0.28127,668,1693,0.25985,0.30269
2020,1st Quintile,Rural regions,No,0.69458,1025,1693,0.67263,0.71653
2020,2nd Quintile,Urban regions,Yes,0.05608,211,2206,0.04647,0.06568
2020,2nd Quintile,Urban regions,No,0.92284,1995,2206,0.91170,0.93398
2020,2nd Quintile,Rural regions,Yes,0.04648,90,1252,0.03482,0.05815
2020,2nd Quintile,Rural regions,No,0.92458,1162,1252,0.90995,0.93921
2020,3rd Quintile,Urban regions,Yes,0.02564,55,1848,0.01843,0.03285
2020,3rd Quintile,Urban regions,No,0.94494,1793,1848,0.93454,0.95534
2020,3rd Quintile,Rural regions,No,0.96827,981,981,0.95729,0.97924
2020,4th Quintile,Urban regions,No,0.97508,1882,1882,0.96803,0.98212
2020,4th Quintile,Rural regions,No,0.97844,911,911,0.96900,0.98788
2020,5th Quintile,Urban regions,No,0.97831,2713,2713,0.97283,0.98379
2020,5th Quintile,Rural regions,No,0.97956,961,961,0.97061,0.98851
2021,1st Quintile,Urban regions,Yes,0.22039,865,2291,0.20341,0.23736
2021,1st Quintile,Urban regions,No,0.77522,1426,2291,0.75813,0.79232
2021,1st Quintile,Rural regions,Yes,0.22105,299,924,0.19428,0.24782
2021,1st Quintile,Rural regions,No,0.74824,625,924,0.72024,0.77624
2021,2nd Quintile,Urban regions,Yes,0.05215,173,1485,0.04084,0.06346
2021,2nd Quintile,Urban regions,No,0.94016,1312,1485,0.92809,0.95222
2021,2nd Quintile,Rural regions,Yes,0.03474,58,878,0.02262,0.04686
2021,2nd Quintile,Rural regions,No,0.96158,820,878,0.94885,0.97430
2021,3rd Quintile,Urban regions,Yes,0.01843,47,1335,0.01122,0.02565
2021,3rd Quintile,Urban regions,No,0.97235,1288,1335,0.96355,0.98115
2021,3rd Quintile,Rural regions,No,0.97536,712,712,0.96396,0.98675
2021,4th Quintile,Urban regions,Yes,0.01602,32,1403,0.00945,0.02259
2021,4th Quintile,Urban regions,No,0.97559,1371,1403,0.96752,0.98367
2021,4th Quintile,Rural regions,No,0.98758,673,673,0.97921,0.99595
2021,5th Quintile,Urban regions,No,0.98723,2003,2003,0.98231,0.99215
2021,5th Quintile,Rural regions,No,0.98813,683,683,0.98000,0.99626
2022,1st Quintile,Urban regions,Yes,0.16573,680,3598,0.15358,0.17789
2022,1st Quintile,Urban regions,No,0.81444,2918,3598,0.80174,0.82714
2022,1st Quintile,Rural regions,Yes,0.13272,271,1597,0.11607,0.14936
2022,1st Quintile,Rural regions,No,0.84983,1326,1597,0.83230,0.86736
2022,2nd Quintile,Urban regions,Yes,0.06608,241,2764,0.05681,0.07534
2022,2nd Quintile,Urban regions,No,0.91647,2523,2764,0.90615,0.92679
2022,2nd Quintile,Rural regions,Yes,0.03761,70,1371,0.02753,0.04768
2022,2nd Quintile,Rural regions,No,0.94634,1301,1371,0.93441,0.95828
2022,3rd Quintile,Urban regions,Yes,0.01687,64,2310,0.01161,0.02212
2022,3rd Quintile,Urban regions,No,0.96754,2246,2310,0.96032,0.97477
2022,3rd Quintile,Rural regions,No,0.96679,1119,1119,0.95628,0.97729
2022,4th Quintile,Urban regions,Yes,0.00996,33,2347,0.00594,0.01398
2022,4th Quintile,Urban regions,No,0.97216,2314,2347,0.96551,0.97882
2022,4th Quintile,Rural regions,No,0.97658,1056,1056,0.96746,0.98571
2022,5th Quintile,Urban regions,No,0.98119,2751,2751,0.97612,0.98627
2022,5th Quintile,Rural regions,No,0.98111,1017,1017,0.97273,0.98948
