year,bula_h,hhtyp,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Lower Saxony,Couple with children,No,0.83326,284,316,0.79209,0.87442
2007,North Rhine-Westphalia,Single-person household,Yes,0.07214,42,579,0.05105,0.09324
2007,North Rhine-Westphalia,Single-person household,No,0.88725,537,579,0.86146,0.91303
2007,North Rhine-Westphalia,Couple without children,Yes,0.04851,38,797,0.03359,0.06344
2007,North Rhine-Westphalia,Couple without children,No,0.92557,759,797,0.90734,0.94381
2007,North Rhine-Westphalia,Single parent,Yes,0.38360,47,126,0.29835,0.46884
2007,North Rhine-Westphalia,Single parent,No,0.56444,79,126,0.47752,0.65136
2007,North Rhine-Westphalia,Couple with children,Yes,0.11396,66,720,0.09074,0.13719
2007,North Rhine-Westphalia,Couple with children,No,0.82329,654,720,0.79541,0.85117
2007,Hesse,Single-person household,No,0.84312,171,171,0.78845,0.89779
2007,Hesse,Couple without children,No,0.93497,269,269,0.90545,0.96449
2007,Hesse,Single parent,No,0.80969,36,36,0.67964,0.93974
2007,Hesse,Couple with children,No,0.79695,212,212,0.74267,0.85123
2007,"Rhineland-Palatinate, Saarland",Single-person household,No,0.86709,178,178,0.81708,0.91710
2007,"Rhineland-Palatinate, Saarland",Couple without children,No,0.93824,177,177,0.90267,0.97380
2007,"Rhineland-Palatinate, Saarland",Single parent,No,0.55289,31,31,0.37497,0.73081
2007,"Rhineland-Palatinate, Saarland",Couple with children,No,0.83876,189,189,0.78619,0.89133
2007,Baden-Wuerttemberg,Single-person household,No,0.95210,341,341,0.92941,0.97480
2007,Baden-Wuerttemberg,Couple without children,No,0.93144,403,403,0.90674,0.95615
2007,Baden-Wuerttemberg,Single parent,No,0.69494,63,63,0.58033,0.80955
2007,Baden-Wuerttemberg,Couple with children,No,0.83490,411,411,0.79896,0.87084
2007,Bavaria,Single-person household,No,0.87973,390,390,0.84741,0.91206
2007,Bavaria,Couple without children,No,0.88646,489,489,0.85831,0.91461
2007,Bavaria,Single parent,No,0.70842,77,77,0.60623,0.81060
2007,Bavaria,Couple with children,No,0.85110,494,494,0.81968,0.88253
2007,Berlin,Single-person household,No,0.78379,134,134,0.71383,0.85375
2007,Berlin,Couple without children,No,0.84033,128,128,0.77662,0.90404
2007,Berlin,Couple with children,No,0.71545,76,76,0.61333,0.81757
2007,Brandenburg,Single-person household,No,0.81936,110,110,0.74714,0.89159
2007,Brandenburg,Couple without children,No,0.86189,151,151,0.80667,0.91710
2007,Brandenburg,Couple with children,No,0.71768,96,96,0.62716,0.80820
2007,Mecklenburg-Western Pomerania,Single-person household,No,0.77060,57,57,0.66048,0.88072
2007,Mecklenburg-Western Pomerania,Couple without children,No,0.83170,93,93,0.75525,0.90815
2007,Mecklenburg-Western Pomerania,Couple with children,No,0.71499,56,56,0.59568,0.83429
2007,Saxony,Single-person household,Yes,0.13211,35,225,0.08777,0.17646
2007,Saxony,Single-person household,No,0.80603,190,225,0.75425,0.85781
2007,Saxony,Couple without children,No,0.86327,264,264,0.82175,0.90479
2007,Saxony,Single parent,No,0.47645,32,32,0.30063,0.65227
2007,Saxony,Couple with children,Yes,0.20817,39,214,0.15365,0.26270
2007,Saxony,Couple with children,No,0.71559,175,214,0.65501,0.77618
2007,Saxony-Anhalt,Single-person household,No,0.76942,94,94,0.68381,0.85503
2007,Saxony-Anhalt,Couple without children,No,0.83992,151,151,0.78124,0.89860
2007,Saxony-Anhalt,Couple with children,No,0.80173,111,111,0.72722,0.87623
2007,Thuringa,Single-person household,No,0.84195,113,113,0.77439,0.90951
2007,Thuringa,Couple without children,No,0.86032,146,146,0.80390,0.91675
2007,Thuringa,Couple with children,Yes,0.21304,33,140,0.14497,0.28110
2007,Thuringa,Couple with children,No,0.73549,107,140,0.66216,0.80881
2008,Schleswig-Holstein,Single-person household,No,0.87528,85,85,0.80462,0.94593
2008,Schleswig-Holstein,Couple without children,No,0.90962,113,113,0.85652,0.96272
2008,Schleswig-Holstein,Couple with children,No,0.79370,73,73,0.70023,0.88717
2008,Hamburg,Single-person household,No,0.92628,72,72,0.86550,0.98706
2008,Hamburg,Couple without children,No,0.89771,54,54,0.81613,0.97929
2008,Hamburg,Couple with children,No,0.78329,33,33,0.64054,0.92604
2008,Lower Saxony,Single-person household,No,0.85499,215,215,0.80782,0.90217
2008,Lower Saxony,Couple without children,No,0.94207,325,325,0.91664,0.96751
2008,Lower Saxony,Single parent,No,0.74789,40,40,0.61161,0.88417
2008,Lower Saxony,Couple with children,No,0.79345,259,259,0.74405,0.84285
2008,Bremen,Couple without children,No,0.95021,31,31,0.87238,1.02805
2008,North Rhine-Westphalia,Single-person household,Yes,0.06412,37,548,0.04359,0.08465
2008,North Rhine-Westphalia,Single-person household,No,0.90880,511,548,0.88467,0.93292
2008,North Rhine-Westphalia,Couple without children,No,0.94415,727,727,0.92745,0.96086
2008,North Rhine-Westphalia,Single parent,Yes,0.35593,43,126,0.27200,0.43987
2008,North Rhine-Westphalia,Single parent,No,0.60243,83,126,0.51664,0.68823
2008,North Rhine-Westphalia,Couple with children,Yes,0.07709,44,643,0.05645,0.09772
2008,North Rhine-Westphalia,Couple with children,No,0.84740,599,643,0.81959,0.87522
2008,Hesse,Single-person household,No,0.81806,155,155,0.75713,0.87899
2008,Hesse,Couple without children,No,0.90890,251,251,0.87323,0.94457
2008,Hesse,Single parent,No,0.81568,34,34,0.68339,0.94798
2008,Hesse,Couple with children,No,0.86196,207,207,0.81485,0.90906
2008,"Rhineland-Palatinate, Saarland",Single-person household,No,0.84119,172,172,0.78640,0.89597
2008,"Rhineland-Palatinate, Saarland",Couple without children,No,0.94666,168,168,0.91258,0.98074
2008,"Rhineland-Palatinate, Saarland",Single parent,No,0.64767,33,33,0.48215,0.81318
2008,"Rhineland-Palatinate, Saarland",Couple with children,No,0.74656,152,152,0.67718,0.81594
2008,Baden-Wuerttemberg,Single-person household,No,0.91007,316,316,0.87848,0.94166
2008,Baden-Wuerttemberg,Couple without children,No,0.92050,393,393,0.89372,0.94728
2008,Baden-Wuerttemberg,Single parent,No,0.77678,63,63,0.67313,0.88044
2008,Baden-Wuerttemberg,Couple with children,No,0.81132,362,362,0.77096,0.85168
2008,Bavaria,Single-person household,No,0.90440,380,380,0.87480,0.93400
2008,Bavaria,Couple without children,No,0.90428,471,471,0.87768,0.93088
2008,Bavaria,Single parent,No,0.76912,73,73,0.67179,0.86646
2008,Bavaria,Couple with children,No,0.84289,448,448,0.80916,0.87663
2008,Berlin,Single-person household,No,0.76235,136,136,0.69055,0.83415
2008,Berlin,Couple without children,No,0.78661,119,119,0.71269,0.86054
2008,Berlin,Couple with children,No,0.73575,67,67,0.62938,0.84213
2008,Brandenburg,Single-person household,No,0.76798,108,108,0.68799,0.84796
2008,Brandenburg,Couple without children,No,0.89344,151,151,0.84407,0.94282
2008,Brandenburg,Couple with children,No,0.74237,93,93,0.65301,0.83174
2008,Mecklenburg-Western Pomerania,Single-person household,No,0.77318,61,61,0.66722,0.87915
2008,Mecklenburg-Western Pomerania,Couple without children,No,0.88394,97,97,0.81987,0.94801
2008,Mecklenburg-Western Pomerania,Couple with children,No,0.71725,48,48,0.58851,0.84600
2008,Saxony,Single-person household,Yes,0.11333,31,218,0.07116,0.15551
2008,Saxony,Single-person household,No,0.83575,187,218,0.78645,0.88505
2008,Saxony,Couple without children,No,0.88844,266,266,0.85054,0.92635
2008,Saxony,Couple with children,No,0.75885,176,176,0.69547,0.82223
2008,Saxony-Anhalt,Single-person household,No,0.74345,89,89,0.65220,0.83470
2008,Saxony-Anhalt,Couple without children,No,0.83846,145,145,0.77835,0.89857
2008,Saxony-Anhalt,Couple with children,No,0.73568,96,96,0.64700,0.82435
2008,Thuringa,Single-person household,No,0.85685,107,107,0.79017,0.92352
2008,Thuringa,Couple without children,No,0.85043,153,153,0.79374,0.90713
2008,Thuringa,Couple with children,No,0.66936,101,101,0.57715,0.76156
2009,Schleswig-Holstein,Single-person household,No,0.95036,85,85,0.90391,0.99681
2009,Schleswig-Holstein,Couple without children,No,0.97752,114,114,0.95018,1.00485
2009,Schleswig-Holstein,Couple with children,No,0.91407,69,69,0.84746,0.98069
2009,Hamburg,Single-person household,No,0.95629,72,72,0.90874,1.00385
2009,Hamburg,Couple without children,No,0.97218,57,57,0.92910,1.01525
2009,Lower Saxony,Single-person household,No,0.88658,214,214,0.84399,0.92917
2009,Lower Saxony,Couple without children,No,0.98762,326,326,0.97559,0.99964
2009,Lower Saxony,Single parent,No,0.78667,32,32,0.64246,0.93088
2009,Lower Saxony,Couple with children,No,0.90828,264,264,0.87339,0.94316
2009,North Rhine-Westphalia,Single-person household,Yes,0.06010,35,540,0.04004,0.08017
2009,North Rhine-Westphalia,Single-person household,No,0.93990,505,540,0.91983,0.95996
2009,North Rhine-Westphalia,Couple without children,No,0.95304,683,683,0.93716,0.96892
2009,North Rhine-Westphalia,Single parent,Yes,0.34985,36,112,0.26112,0.43857
2009,North Rhine-Westphalia,Single parent,No,0.64234,76,112,0.55317,0.73151
2009,North Rhine-Westphalia,Couple with children,Yes,0.07711,45,639,0.05641,0.09781
2009,North Rhine-Westphalia,Couple with children,No,0.92145,594,639,0.90058,0.94233
2009,Hesse,Single-person household,No,0.91079,169,169,0.86768,0.95389
2009,Hesse,Couple without children,No,0.96477,246,246,0.94168,0.98785
2009,Hesse,Single parent,No,0.93966,39,39,0.86396,1.01537
2009,Hesse,Couple with children,No,0.97543,203,203,0.95408,0.99678
2009,"Rhineland-Palatinate, Saarland",Single-person household,No,0.92067,171,171,0.88004,0.96130
2009,"Rhineland-Palatinate, Saarland",Couple without children,No,0.96318,162,162,0.93409,0.99227
2009,"Rhineland-Palatinate, Saarland",Single parent,No,0.66136,31,31,0.49201,0.83071
2009,"Rhineland-Palatinate, Saarland",Couple with children,No,0.88467,156,156,0.83438,0.93496
2009,Baden-Wuerttemberg,Single-person household,No,0.97035,304,304,0.95125,0.98945
2009,Baden-Wuerttemberg,Couple without children,No,0.96852,366,366,0.95060,0.98643
2009,Baden-Wuerttemberg,Single parent,No,0.88422,65,65,0.80583,0.96261
2009,Baden-Wuerttemberg,Couple with children,No,0.94187,359,359,0.91763,0.96611
2009,Bavaria,Single-person household,No,0.94292,368,368,0.91919,0.96666
2009,Bavaria,Couple without children,No,0.95395,469,469,0.93496,0.97294
2009,Bavaria,Single parent,No,0.85569,76,76,0.77617,0.93522
2009,Bavaria,Couple with children,No,0.95642,459,459,0.93772,0.97512
2009,Berlin,Single-person household,No,0.83983,146,146,0.78013,0.89953
2009,Berlin,Couple without children,No,0.93231,140,140,0.89055,0.97408
2009,Berlin,Couple with children,No,0.83072,64,64,0.73811,0.92332
2009,Brandenburg,Single-person household,No,0.81854,105,105,0.74446,0.89261
2009,Brandenburg,Couple without children,No,0.93200,154,154,0.89211,0.97189
2009,Brandenburg,Couple with children,No,0.85393,99,99,0.78401,0.92386
2009,Mecklenburg-Western Pomerania,Single-person household,No,0.82215,63,63,0.72697,0.91734
2009,Mecklenburg-Western Pomerania,Couple without children,No,0.90438,107,107,0.84839,0.96036
2009,Mecklenburg-Western Pomerania,Couple with children,No,0.81792,49,49,0.70875,0.92710
2009,Saxony,Single-person household,No,0.89936,184,184,0.85577,0.94295
2009,Saxony,Couple without children,No,0.93375,263,263,0.90364,0.96387
2009,Saxony,Couple with children,No,0.84856,192,192,0.79772,0.89940
2009,Saxony-Anhalt,Single-person household,No,0.82801,101,101,0.75405,0.90198
2009,Saxony-Anhalt,Couple without children,No,0.98026,150,150,0.95792,1.00260
2009,Saxony-Anhalt,Couple with children,No,0.88493,101,101,0.82239,0.94748
2009,Thuringa,Single-person household,No,0.89455,101,101,0.83435,0.95475
2009,Thuringa,Couple without children,No,0.89680,151,151,0.84811,0.94548
2009,Thuringa,Couple with children,No,0.79688,107,107,0.72029,0.87347
2010,Schleswig-Holstein,Single-person household,No,0.93752,77,77,0.88310,0.99193
2010,Schleswig-Holstein,Couple without children,No,0.98813,105,105,0.96732,1.00894
2010,Schleswig-Holstein,Single parent,Yes,0.47073,35,79,0.35995,0.58150
2010,Schleswig-Holstein,Single parent,No,0.52927,44,79,0.41850,0.64005
2010,Schleswig-Holstein,Couple with children,No,0.92450,157,157,0.88304,0.96596
2010,Hamburg,Single-person household,No,0.93465,63,63,0.87313,0.99617
2010,Hamburg,Couple without children,No,0.96834,62,62,0.92440,1.01228
2010,Hamburg,Couple with children,No,0.89050,71,71,0.81735,0.96365
2010,Lower Saxony,Single-person household,No,0.91362,217,217,0.87615,0.95108
2010,Lower Saxony,Couple without children,No,0.97692,304,304,0.96001,0.99383
2010,Lower Saxony,Single parent,Yes,0.31454,70,183,0.24708,0.38200
2010,Lower Saxony,Single parent,No,0.68546,113,183,0.61800,0.75292
2010,Lower Saxony,Couple with children,Yes,0.09739,66,517,0.07181,0.12297
2010,Lower Saxony,Couple with children,No,0.90261,451,517,0.87703,0.92819
2010,Bremen,Couple with children,No,0.95235,31,31,0.87613,1.02858
2010,North Rhine-Westphalia,Single-person household,Yes,0.06717,35,484,0.04484,0.08949
2010,North Rhine-Westphalia,Single-person household,No,0.93283,449,484,0.91051,0.95516
2010,North Rhine-Westphalia,Couple without children,No,0.96701,653,653,0.95330,0.98072
2010,North Rhine-Westphalia,Single parent,Yes,0.32858,146,360,0.27999,0.37717
2010,North Rhine-Westphalia,Single parent,No,0.67142,214,360,0.62283,0.72001
2010,North Rhine-Westphalia,Couple with children,Yes,0.08720,138,1258,0.07161,0.10280
2010,North Rhine-Westphalia,Couple with children,No,0.91280,1120,1258,0.89720,0.92839
2010,Hesse,Single-person household,No,0.90730,159,159,0.86208,0.95252
2010,Hesse,Couple without children,No,0.97777,236,236,0.95893,0.99662
2010,Hesse,Single parent,No,0.78645,94,94,0.70316,0.86974
2010,Hesse,Couple with children,Yes,0.08236,50,421,0.05607,0.10866
2010,Hesse,Couple with children,No,0.91764,371,421,0.89134,0.94393
2010,"Rhineland-Palatinate, Saarland",Single-person household,No,0.93728,175,175,0.90126,0.97331
2010,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99327,160,160,0.98056,1.00598
2010,"Rhineland-Palatinate, Saarland",Single parent,No,0.62150,64,64,0.50173,0.74127
2010,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.09640,43,328,0.06441,0.12839
2010,"Rhineland-Palatinate, Saarland",Couple with children,No,0.90360,285,328,0.87161,0.93559
2010,Baden-Wuerttemberg,Single-person household,No,0.97632,298,298,0.95903,0.99362
2010,Baden-Wuerttemberg,Couple without children,No,0.98398,346,346,0.97073,0.99723
2010,Baden-Wuerttemberg,Single parent,Yes,0.21474,46,204,0.15825,0.27123
2010,Baden-Wuerttemberg,Single parent,No,0.78526,158,204,0.72877,0.84175
2010,Baden-Wuerttemberg,Couple with children,Yes,0.04866,51,745,0.03320,0.06412
2010,Baden-Wuerttemberg,Couple with children,No,0.95134,694,745,0.93588,0.96680
2010,Bavaria,Single-person household,No,0.94474,345,345,0.92060,0.96889
2010,Bavaria,Couple without children,No,0.97030,456,456,0.95470,0.98590
2010,Bavaria,Single parent,Yes,0.13706,59,271,0.09603,0.17808
2010,Bavaria,Single parent,No,0.86294,212,271,0.82192,0.90397
2010,Bavaria,Couple with children,Yes,0.05320,64,914,0.03864,0.06776
2010,Bavaria,Couple with children,No,0.94680,850,914,0.93224,0.96136
2010,Berlin,Single-person household,No,0.86926,151,151,0.81531,0.92321
2010,Berlin,Couple without children,No,0.95352,137,137,0.91814,0.98890
2010,Berlin,Single parent,Yes,0.39214,48,101,0.29645,0.48783
2010,Berlin,Single parent,No,0.60786,53,101,0.51217,0.70355
2010,Berlin,Couple with children,Yes,0.15489,36,177,0.10144,0.20834
2010,Berlin,Couple with children,No,0.84511,141,177,0.79166,0.89856
2010,Brandenburg,Single-person household,No,0.81454,92,92,0.73469,0.89440
2010,Brandenburg,Couple without children,No,0.95883,158,158,0.92775,0.98991
2010,Brandenburg,Single parent,Yes,0.45433,41,82,0.34590,0.56277
2010,Brandenburg,Single parent,No,0.54567,41,82,0.43723,0.65410
2010,Brandenburg,Couple with children,Yes,0.18622,47,190,0.13072,0.24173
2010,Brandenburg,Couple with children,No,0.81378,143,190,0.75827,0.86928
2010,Mecklenburg-Western Pomerania,Single-person household,No,0.81147,63,63,0.71411,0.90883
2010,Mecklenburg-Western Pomerania,Couple without children,No,0.89946,99,99,0.83992,0.95900
2010,Mecklenburg-Western Pomerania,Couple with children,Yes,0.14763,31,113,0.08194,0.21333
2010,Mecklenburg-Western Pomerania,Couple with children,No,0.85237,82,113,0.78667,0.91806
2010,Saxony,Single-person household,No,0.89471,169,169,0.84830,0.94113
2010,Saxony,Couple without children,No,0.91514,239,239,0.87974,0.95055
2010,Saxony,Single parent,Yes,0.42392,42,91,0.32183,0.52602
2010,Saxony,Single parent,No,0.57608,49,91,0.47398,0.67817
2010,Saxony,Couple with children,Yes,0.10320,60,386,0.07281,0.13359
2010,Saxony,Couple with children,No,0.89680,326,386,0.86641,0.92719
2010,Saxony-Anhalt,Single-person household,No,0.82007,100,100,0.74440,0.89574
2010,Saxony-Anhalt,Couple without children,No,0.97788,144,144,0.95377,1.00198
2010,Saxony-Anhalt,Single parent,Yes,0.59623,44,75,0.48444,0.70803
2010,Saxony-Anhalt,Single parent,No,0.40377,31,75,0.29197,0.51556
2010,Saxony-Anhalt,Couple with children,Yes,0.11178,35,183,0.06600,0.15756
2010,Saxony-Anhalt,Couple with children,No,0.88619,148,183,0.84005,0.93233
2010,Thuringa,Single-person household,No,0.92201,107,107,0.87097,0.97306
2010,Thuringa,Couple without children,No,0.87253,139,139,0.81689,0.92817
2010,Thuringa,Single parent,Yes,0.57067,32,67,0.45125,0.69009
2010,Thuringa,Single parent,No,0.42933,35,67,0.30991,0.54875
2010,Thuringa,Couple with children,Yes,0.16933,31,194,0.11642,0.22225
2010,Thuringa,Couple with children,No,0.83067,163,194,0.77775,0.88358
2011,Schleswig-Holstein,Single-person household,No,0.89597,107,107,0.83785,0.95409
2011,Schleswig-Holstein,Couple without children,No,0.94022,158,158,0.90313,0.97730
2011,Schleswig-Holstein,Single parent,Yes,0.43176,41,97,0.33267,0.53084
2011,Schleswig-Holstein,Single parent,No,0.56292,56,97,0.46369,0.66215
2011,Schleswig-Holstein,Couple with children,No,0.87928,182,182,0.83181,0.92674
2011,Hamburg,Single-person household,No,0.93105,69,69,0.87082,0.99127
2011,Hamburg,Couple without children,No,0.98960,67,67,0.96513,1.01408
2011,Hamburg,Couple with children,No,0.90261,77,77,0.83595,0.96927
2011,Lower Saxony,Single-person household,No,0.90028,251,251,0.86314,0.93742
2011,Lower Saxony,Couple without children,No,0.98219,420,420,0.96952,0.99485
2011,Lower Saxony,Single parent,Yes,0.35136,79,209,0.28649,0.41624
2011,Lower Saxony,Single parent,No,0.62551,130,209,0.55974,0.69129
2011,Lower Saxony,Couple with children,Yes,0.09453,71,569,0.07047,0.11859
2011,Lower Saxony,Couple with children,No,0.87165,498,569,0.84414,0.89916
2011,North Rhine-Westphalia,Single-person household,Yes,0.07324,50,634,0.05294,0.09354
2011,North Rhine-Westphalia,Single-person household,No,0.91742,584,634,0.89598,0.93886
2011,North Rhine-Westphalia,Couple without children,No,0.95691,822,822,0.94302,0.97080
2011,North Rhine-Westphalia,Single parent,Yes,0.32502,169,454,0.28188,0.36815
2011,North Rhine-Westphalia,Single parent,No,0.66533,285,454,0.62187,0.70878
2011,North Rhine-Westphalia,Couple with children,Yes,0.08486,142,1280,0.06959,0.10013
2011,North Rhine-Westphalia,Couple with children,No,0.89665,1138,1280,0.87997,0.91334
2011,Hesse,Single-person household,No,0.90147,213,213,0.86136,0.94159
2011,Hesse,Couple without children,No,0.98566,277,277,0.97163,0.99969
2011,Hesse,Single parent,Yes,0.24784,44,160,0.18072,0.31495
2011,Hesse,Single parent,No,0.75216,116,160,0.68505,0.81928
2011,Hesse,Couple with children,Yes,0.05923,44,448,0.03735,0.08112
2011,Hesse,Couple with children,No,0.80801,404,448,0.77150,0.84452
2011,"Rhineland-Palatinate, Saarland",Single-person household,No,0.92914,209,209,0.89426,0.96401
2011,"Rhineland-Palatinate, Saarland",Couple without children,No,0.94830,227,227,0.91944,0.97717
2011,"Rhineland-Palatinate, Saarland",Single parent,Yes,0.34399,38,116,0.25717,0.43081
2011,"Rhineland-Palatinate, Saarland",Single parent,No,0.65601,78,116,0.56919,0.74283
2011,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.07165,40,344,0.04436,0.09895
2011,"Rhineland-Palatinate, Saarland",Couple with children,No,0.85394,304,344,0.81657,0.89132
2011,Baden-Wuerttemberg,Single-person household,No,0.95526,382,382,0.93450,0.97602
2011,Baden-Wuerttemberg,Couple without children,No,0.98515,476,476,0.97427,0.99602
2011,Baden-Wuerttemberg,Single parent,Yes,0.18971,59,251,0.14111,0.23831
2011,Baden-Wuerttemberg,Single parent,No,0.81029,192,251,0.76169,0.85889
2011,Baden-Wuerttemberg,Couple with children,Yes,0.04192,43,807,0.02808,0.05575
2011,Baden-Wuerttemberg,Couple with children,No,0.90229,764,807,0.88179,0.92278
2011,Bavaria,Single-person household,No,0.92659,487,487,0.90340,0.94978
2011,Bavaria,Couple without children,No,0.96027,633,633,0.94504,0.97550
2011,Bavaria,Single parent,Yes,0.17840,89,348,0.13811,0.21868
2011,Bavaria,Single parent,No,0.78308,259,348,0.73971,0.82644
2011,Bavaria,Couple with children,Yes,0.04192,57,982,0.02938,0.05446
2011,Bavaria,Couple with children,No,0.90218,925,982,0.88359,0.92077
2011,Berlin,Single-person household,No,0.82829,181,181,0.77319,0.88338
2011,Berlin,Couple without children,No,0.95091,159,159,0.91722,0.98460
2011,Berlin,Single parent,Yes,0.30298,44,112,0.21749,0.38847
2011,Berlin,Single parent,No,0.68336,68,112,0.59682,0.76990
2011,Berlin,Couple with children,No,0.88547,144,144,0.83328,0.93767
2011,Brandenburg,Single-person household,No,0.83570,130,130,0.77176,0.89965
2011,Brandenburg,Couple without children,No,0.91115,186,186,0.87014,0.95215
2011,Brandenburg,Single parent,Yes,0.46726,52,106,0.37183,0.56269
2011,Brandenburg,Single parent,No,0.53274,54,106,0.43731,0.62817
2011,Brandenburg,Couple with children,Yes,0.18666,47,197,0.13211,0.24121
2011,Brandenburg,Couple with children,No,0.78680,150,197,0.72947,0.84414
2011,Mecklenburg-Western Pomerania,Single-person household,No,0.76181,80,80,0.66788,0.85575
2011,Mecklenburg-Western Pomerania,Couple without children,No,0.86557,109,109,0.80124,0.92991
