year,hhtyp,sampreg,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Multi-generational household,West,No,0.82018,71,71,0.73021,0.91015
2012,Other Combinations,West,No,0.93147,67,67,0.87052,0.99243
2013,Single-person household,West,Yes,0.07445,247,2911,0.06492,0.08399
2013,Single-person household,West,No,0.91073,2664,2911,0.90037,0.92109
2013,Single-person household,East,Yes,0.15925,145,891,0.13521,0.18329
2013,Single-person household,East,No,0.82606,746,891,0.80115,0.85096
2013,Couple without children,West,Yes,0.02873,132,3487,0.02319,0.03428
2013,Couple without children,West,No,0.95480,3355,3487,0.94790,0.96169
2013,Couple without children,East,Yes,0.06277,83,1092,0.04838,0.07717
2013,Couple without children,East,No,0.91887,1009,1092,0.90267,0.93508
2013,Single parent,West,Yes,0.27755,546,1750,0.25656,0.29853
2013,Single parent,West,No,0.70839,1204,1750,0.68709,0.72969
2013,Single parent,East,Yes,0.40358,212,468,0.35908,0.44808
2013,Single parent,East,No,0.56649,256,468,0.52154,0.61143
2013,Couple with children,West,Yes,0.06771,534,5401,0.06101,0.07441
2013,Couple with children,West,No,0.88528,4867,5401,0.87678,0.89378
2013,Couple with children,East,Yes,0.11421,192,1055,0.09500,0.13341
2013,Couple with children,East,No,0.82230,863,1055,0.79922,0.84538
2013,Multi-generational household,West,No,0.75969,86,86,0.66885,0.85052
2013,Other Combinations,West,Yes,0.12116,54,320,0.08535,0.15697
2013,Other Combinations,West,No,0.85020,266,320,0.81104,0.88936
2014,Single-person household,West,Yes,0.07782,229,2654,0.06762,0.08801
2014,Single-person household,West,No,0.90654,2425,2654,0.89547,0.91762
2014,Single-person household,East,Yes,0.16218,136,878,0.13778,0.18657
2014,Single-person household,East,No,0.83358,742,878,0.80893,0.85824
2014,Couple without children,West,Yes,0.03130,120,3248,0.02531,0.03729
2014,Couple without children,West,No,0.95547,3128,3248,0.94837,0.96256
2014,Couple without children,East,Yes,0.05149,64,1074,0.03827,0.06472
2014,Couple without children,East,No,0.93557,1010,1074,0.92088,0.95026
2014,Single parent,West,Yes,0.28272,450,1420,0.25929,0.30615
2014,Single parent,West,No,0.71293,970,1420,0.68939,0.73647
2014,Single parent,East,Yes,0.37409,171,387,0.32581,0.42236
2014,Single parent,East,No,0.62017,216,387,0.57175,0.66859
2014,Couple with children,West,Yes,0.06108,446,4677,0.05421,0.06794
2014,Couple with children,West,No,0.91947,4231,4677,0.91167,0.92727
2014,Couple with children,East,Yes,0.10823,151,962,0.08859,0.12788
2014,Couple with children,East,No,0.87422,811,962,0.85325,0.89518
2014,Multi-generational household,West,No,0.79360,75,75,0.70139,0.88581
2014,Other Combinations,West,Yes,0.18583,51,230,0.13545,0.23620
2014,Other Combinations,West,No,0.76871,179,230,0.71409,0.82332
2015,Single-person household,West,Yes,0.07280,231,2706,0.06301,0.08259
2015,Single-person household,West,No,0.90509,2475,2706,0.89405,0.91614
2015,Single-person household,East,Yes,0.16440,135,862,0.13964,0.18916
2015,Single-person household,East,No,0.81473,727,862,0.78877,0.84068
2015,Couple without children,West,Yes,0.03023,126,3251,0.02434,0.03611
2015,Couple without children,West,No,0.94657,3125,3251,0.93884,0.95430
2015,Couple without children,East,Yes,0.06372,65,1041,0.04887,0.07856
2015,Couple without children,East,No,0.90338,976,1041,0.88543,0.92134
2015,Single parent,West,Yes,0.28834,405,1328,0.26397,0.31272
2015,Single parent,West,No,0.68768,923,1328,0.66274,0.71261
2015,Single parent,East,Yes,0.38699,159,351,0.33596,0.43802
2015,Single parent,East,No,0.58008,192,351,0.52837,0.63179
2015,Couple with children,West,Yes,0.06489,494,4616,0.05778,0.07200
2015,Couple with children,West,No,0.89561,4122,4616,0.88678,0.90443
2015,Couple with children,East,Yes,0.09903,143,886,0.07935,0.11871
2015,Couple with children,East,No,0.83297,743,886,0.80839,0.85754
2015,Multi-generational household,West,No,0.74979,82,82,0.65546,0.84411
2015,Other Combinations,West,Yes,0.18303,41,209,0.13047,0.23558
2015,Other Combinations,West,No,0.78638,168,209,0.73068,0.84208
2016,Single-person household,West,Yes,0.07271,221,2510,0.06255,0.08287
2016,Single-person household,West,No,0.90975,2289,2510,0.89854,0.92096
2016,Single-person household,East,Yes,0.15962,128,841,0.13485,0.18439
2016,Single-person household,East,No,0.82541,713,841,0.79974,0.85109
2016,Couple without children,West,Yes,0.02636,104,3039,0.02066,0.03206
2016,Couple without children,West,No,0.95512,2935,3039,0.94776,0.96248
2016,Couple without children,East,Yes,0.06019,56,997,0.04542,0.07496
2016,Couple without children,East,No,0.92500,941,997,0.90865,0.94136
2016,Single parent,West,Yes,0.28022,352,1181,0.25459,0.30584
2016,Single parent,West,No,0.71052,829,1181,0.68464,0.73640
2016,Single parent,East,Yes,0.36210,142,333,0.31040,0.41380
2016,Single parent,East,No,0.62042,191,333,0.56821,0.67262
2016,Couple with children,West,Yes,0.06984,405,4104,0.06204,0.07764
2016,Couple with children,West,No,0.90398,3699,4104,0.89497,0.91300
2016,Couple with children,East,Yes,0.08785,117,803,0.06826,0.10744
2016,Couple with children,East,No,0.85368,686,803,0.82922,0.87814
2016,Multi-generational household,West,No,0.72653,57,57,0.60979,0.84328
2016,Other Combinations,West,Yes,0.15706,32,167,0.10171,0.21241
2016,Other Combinations,West,No,0.80549,135,167,0.74527,0.86570
2017,Single-person household,West,Yes,0.06964,319,3044,0.06060,0.07869
2017,Single-person household,West,No,0.91349,2725,3044,0.90350,0.92348
2017,Single-person household,East,Yes,0.13750,144,1005,0.11620,0.15880
2017,Single-person household,East,No,0.84227,861,1005,0.81972,0.86481
2017,Couple without children,West,Yes,0.02742,126,3493,0.02201,0.03284
2017,Couple without children,West,No,0.95836,3367,3493,0.95173,0.96499
2017,Couple without children,East,Yes,0.05006,64,1127,0.03732,0.06280
2017,Couple without children,East,No,0.94046,1063,1127,0.92664,0.95428
2017,Single parent,West,Yes,0.26002,381,1319,0.23634,0.28370
2017,Single parent,West,No,0.73381,938,1319,0.70995,0.75767
2017,Single parent,East,Yes,0.27542,139,365,0.22953,0.32131
2017,Single parent,East,No,0.72059,226,365,0.67450,0.76669
2017,Couple with children,West,Yes,0.06753,710,5155,0.06068,0.07438
2017,Couple with children,West,No,0.91128,4445,5155,0.90352,0.91904
2017,Couple with children,East,Yes,0.10119,172,1070,0.08311,0.11926
2017,Couple with children,East,No,0.86058,898,1070,0.83982,0.88135
2017,Multi-generational household,West,Yes,0.23338,38,109,0.15360,0.31315
2017,Multi-generational household,West,No,0.67204,71,109,0.58349,0.76058
2017,Other Combinations,West,Yes,0.16384,72,319,0.12316,0.20452
2017,Other Combinations,West,No,0.82052,247,319,0.77834,0.86270
2017,Other Combinations,East,No,0.76900,31,31,0.61817,0.91982
2018,Single-person household,West,Yes,0.06991,446,3345,0.06127,0.07855
2018,Single-person household,West,No,0.91890,2899,3345,0.90965,0.92815
2018,Single-person household,East,Yes,0.12789,186,1079,0.10795,0.14782
2018,Single-person household,East,No,0.85415,893,1079,0.83308,0.87522
2018,Couple without children,West,Yes,0.02821,151,3467,0.02269,0.03372
2018,Couple without children,West,No,0.96344,3316,3467,0.95719,0.96969
2018,Couple without children,East,Yes,0.04219,64,1125,0.03044,0.05394
2018,Couple without children,East,No,0.93484,1061,1125,0.92041,0.94927
2018,Single parent,West,Yes,0.24300,421,1362,0.22021,0.26578
2018,Single parent,West,No,0.75445,941,1362,0.73159,0.77732
2018,Single parent,East,Yes,0.30034,147,374,0.25382,0.34686
2018,Single parent,East,No,0.69921,227,374,0.65267,0.74575
2018,Couple with children,West,Yes,0.06572,1068,5312,0.05906,0.07238
2018,Couple with children,West,No,0.91828,4244,5312,0.91091,0.92565
2018,Couple with children,East,Yes,0.07885,256,1084,0.06279,0.09490
2018,Couple with children,East,No,0.89259,828,1084,0.87415,0.91103
2018,Multi-generational household,West,Yes,0.34546,59,132,0.26403,0.42689
2018,Multi-generational household,West,No,0.65015,73,132,0.56847,0.73182
2018,Other Combinations,West,Yes,0.17795,120,358,0.13827,0.21762
2018,Other Combinations,West,No,0.82171,238,358,0.78200,0.86141
2019,Single-person household,West,Yes,0.06176,428,3462,0.05374,0.06978
2019,Single-person household,West,No,0.92883,3034,3462,0.92027,0.93740
2019,Single-person household,East,Yes,0.12664,156,1056,0.10657,0.14671
2019,Single-person household,East,No,0.84917,900,1056,0.82757,0.87076
2019,Couple without children,West,Yes,0.02709,165,3865,0.02197,0.03221
2019,Couple without children,West,No,0.96583,3700,3865,0.96010,0.97155
2019,Couple without children,East,Yes,0.03466,61,1253,0.02453,0.04480
2019,Couple without children,East,No,0.94724,1192,1253,0.93485,0.95962
2019,Single parent,West,Yes,0.24931,379,1251,0.22532,0.27329
2019,Single parent,West,No,0.73896,872,1251,0.71461,0.76331
2019,Single parent,East,Yes,0.21810,119,356,0.17514,0.26106
2019,Single parent,East,No,0.75544,237,356,0.71073,0.80016
2019,Couple with children,West,Yes,0.06338,1082,5346,0.05685,0.06992
2019,Couple with children,West,No,0.92440,4264,5346,0.91732,0.93149
2019,Couple with children,East,Yes,0.08135,235,1128,0.06539,0.09731
2019,Couple with children,East,No,0.89826,893,1128,0.88061,0.91591
2019,Multi-generational household,West,Yes,0.18489,44,113,0.11299,0.25678
2019,Multi-generational household,West,No,0.81511,69,113,0.74322,0.88701
2019,Other Combinations,West,Yes,0.13901,123,322,0.10117,0.17686
2019,Other Combinations,West,No,0.86099,199,322,0.82314,0.89883
2020,Single-person household,West,Yes,0.05944,548,4170,0.05227,0.06662
2020,Single-person household,West,No,0.92286,3622,4170,0.91476,0.93095
2020,Single-person household,East,Yes,0.12500,166,1127,0.10568,0.14432
2020,Single-person household,East,No,0.85024,961,1127,0.82940,0.87108
2020,Couple without children,West,Yes,0.02690,193,3931,0.02184,0.03196
2020,Couple without children,West,No,0.95433,3738,3931,0.94780,0.96086
2020,Couple without children,East,Yes,0.03448,65,1183,0.02408,0.04489
2020,Couple without children,East,No,0.95085,1118,1183,0.93852,0.96317
2020,Single parent,West,Yes,0.23896,387,1238,0.21519,0.26272
2020,Single parent,West,No,0.74183,851,1238,0.71744,0.76621
2020,Single parent,East,Yes,0.23031,120,345,0.18582,0.27480
2020,Single parent,East,No,0.74636,225,345,0.70038,0.79234
2020,Couple with children,West,Yes,0.05302,1216,5389,0.04703,0.05900
2020,Couple with children,West,No,0.91454,4173,5389,0.90707,0.92200
2020,Couple with children,East,Yes,0.07789,228,1061,0.06176,0.09402
2020,Couple with children,East,No,0.89459,833,1061,0.87611,0.91308
2020,Multi-generational household,West,Yes,0.15112,40,114,0.08508,0.21716
2020,Multi-generational household,West,No,0.65286,74,114,0.56508,0.74063
2020,Other Combinations,West,Yes,0.16901,148,421,0.13316,0.20485
2020,Other Combinations,West,No,0.81298,273,421,0.77569,0.85027
2020,Other Combinations,East,No,0.87745,43,43,0.77827,0.97662
2021,Single-person household,West,Yes,0.05896,268,2762,0.05017,0.06774
2021,Single-person household,West,No,0.93686,2494,2762,0.92779,0.94594
2021,Single-person household,East,Yes,0.10004,100,759,0.07868,0.12141
2021,Single-person household,East,No,0.88997,659,759,0.86770,0.91225
2021,Couple without children,West,Yes,0.01696,86,2649,0.01204,0.02188
2021,Couple without children,West,No,0.98006,2563,2649,0.97474,0.98539
2021,Couple without children,East,No,0.96267,795,795,0.94949,0.97586
2021,Single parent,West,Yes,0.19274,189,765,0.16477,0.22072
2021,Single parent,West,No,0.80688,576,765,0.77889,0.83487
2021,Single parent,East,Yes,0.16155,69,256,0.11638,0.20672
2021,Single parent,East,No,0.83746,187,256,0.79217,0.88274
2021,Couple with children,West,Yes,0.05798,548,3320,0.05003,0.06593
2021,Couple with children,West,No,0.92318,2772,3320,0.91412,0.93224
2021,Couple with children,East,Yes,0.04505,108,649,0.02908,0.06102
2021,Couple with children,East,No,0.94652,541,649,0.92920,0.96384
2021,Multi-generational household,West,No,0.87621,48,48,0.78205,0.97036
2021,Other Combinations,West,Yes,0.18812,85,300,0.14382,0.23242
2021,Other Combinations,West,No,0.78881,215,300,0.74255,0.83508
2021,Other Combinations,East,No,0.86134,39,39,0.75146,0.97122
2022,Single-person household,West,Yes,0.05222,274,4479,0.04571,0.05874
2022,Single-person household,West,No,0.93434,4205,4479,0.92708,0.94159
2022,Single-person household,East,Yes,0.06164,103,1299,0.04855,0.07472
2022,Single-person household,East,No,0.90637,1196,1299,0.89053,0.92222
2022,Couple without children,West,Yes,0.01875,101,4487,0.01478,0.02272
2022,Couple without children,West,No,0.96988,4386,4487,0.96488,0.97488
2022,Couple without children,East,Yes,0.02049,31,1256,0.01265,0.02833
2022,Couple without children,East,No,0.97253,1225,1256,0.96348,0.98157
2022,Single parent,West,Yes,0.17648,180,899,0.15155,0.20142
2022,Single parent,West,No,0.81581,719,899,0.79046,0.84117
2022,Single parent,East,Yes,0.13893,74,320,0.10098,0.17689
2022,Single parent,East,No,0.85049,246,320,0.81135,0.88962
2022,Couple with children,West,Yes,0.04180,419,4645,0.03604,0.04755
2022,Couple with children,West,No,0.93322,4226,4645,0.92604,0.94040
2022,Couple with children,East,Yes,0.06252,98,1103,0.04823,0.07682
2022,Couple with children,East,No,0.90518,1005,1103,0.88788,0.92248
2022,Multi-generational household,West,No,0.81781,55,55,0.71485,0.92076
2022,Other Combinations,West,Yes,0.06074,71,938,0.04544,0.07603
2022,Other Combinations,West,No,0.90460,867,938,0.88579,0.92341
2022,Other Combinations,East,No,0.87343,205,205,0.82781,0.91906
