year,pgisced97,sex,plj0104,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2014,middle vocational,male,Yes,0.3375332741792369,38694,0.3328216071819809,0.3422449411764929
2014,middle vocational,female,No,0.6577602569718207,38694,0.6530327378645194,0.662487776079122
2014,middle vocational,female,Yes,0.3422397430281793,38694,0.337512223920878,0.34696726213548057
2014,vocational + Abi,male,No,0.5247657295850067,38694,0.5197898384976638,0.5297416206723495
2014,vocational + Abi,male,Yes,0.47523427041499333,38694,0.47025837932765047,0.4802101615023362
2014,vocational + Abi,female,Yes,0.5096227867590454,38694,0.5046417033111643,0.5146038702069264
2014,vocational + Abi,female,No,0.49037721324095457,38694,0.4853961297930735,0.49535829668883563
2014,higher vocational,male,No,0.6758409785932722,38694,0.6711772252378438,0.6805047319487005
2014,higher vocational,male,Yes,0.3241590214067278,38694,0.31949526805129946,0.32882277476215616
2014,higher vocational,female,No,0.6131147540983607,38694,0.6082619112760654,0.617967596920656
2014,higher vocational,female,Yes,0.38688524590163936,38694,0.3820324030793441,0.3917380887239346
2014,higher education,male,Yes,0.5163483327937844,38694,0.511368990386226,0.5213276752013429
2014,higher education,male,No,0.4836516672062156,38694,0.4786723247986572,0.48863100961377404
2014,higher education,female,Yes,0.5634615384615385,38694,0.5585198239416975,0.5684032529813794
2014,higher education,female,No,0.43653846153846154,38694,0.43159674701862055,0.44148017605830253
2019,in school,male,No,0.6526946107784432,42417,0.6481635814701158,0.6572256400867705
2019,in school,male,Yes,0.3473053892215569,42417,0.3427743599132296,0.35183641852988423
2019,in school,female,No,0.6296296296296297,42417,0.6250339812440566,0.6342252780152027
2019,in school,female,Yes,0.37037037037037035,42417,0.3657747219847973,0.3749660187559434
2019,inadequately,male,No,0.5263157894736842,42417,0.5215640376449991,0.5310675413023692
2019,inadequately,male,Yes,0.47368421052631576,42417,0.4689324586976307,0.4784359623550008
2019,inadequately,female,Yes,0.54337899543379,42417,0.5386385902691415,0.5481194005984384
2019,inadequately,female,No,0.45662100456621,42417,0.4518805994015616,0.46136140973085843
2019,general elementary,male,No,0.6170212765957447,42417,0.6123950863313142,0.6216474668601751
2019,general elementary,male,Yes,0.3829787234042553,42417,0.3783525331398249,0.3876049136686857
2019,general elementary,female,No,0.65,42417,0.6454608263512207,0.6545391736487793
2019,general elementary,female,Yes,0.35,42417,0.34546082635122066,0.3545391736487793
2019,middle vocational,male,No,0.6696975686894643,42417,0.6652216587119449,0.6741734786669836
2019,middle vocational,male,Yes,0.33030243131053566,42417,0.3258265213330164,0.33477834128805495
2019,middle vocational,female,No,0.6699205823957644,42417,0.665445438756461,0.6743957260350677
2019,middle vocational,female,Yes,0.3300794176042356,42417,0.3256042739649323,0.3345545612435389
2019,vocational + Abi,male,No,0.5216867469879518,42417,0.5169328780315307,0.526440615944373
2019,vocational + Abi,male,Yes,0.4783132530120482,42417,0.473559384055627,0.4830671219684694
2019,vocational + Abi,female,Yes,0.5018587360594795,42417,0.49710042203155297,0.506617050087406
2019,vocational + Abi,female,No,0.49814126394052044,42417,0.4933829499125939,0.502899577968447
2019,higher vocational,male,No,0.6669750231267345,42417,0.6624898492340284,0.6714601970194406
2019,higher vocational,male,Yes,0.3330249768732655,42417,0.3285398029805594,0.3375101507659716
2019,higher vocational,female,No,0.6352739726027398,42417,0.6306930810954761,0.6398548641100035
2019,higher vocational,female,Yes,0.3647260273972603,42417,0.3601451358899966,0.369306918904524
2019,higher education,male,Yes,0.5453056768558951,42417,0.540566904216843,0.5500444494949474
2019,higher education,male,No,0.4546943231441048,42417,0.44995555050505265,0.45943309578315694
2019,higher education,female,Yes,0.56877990430622,42417,0.5640667928027511,0.573493015809689
2019,higher education,female,No,0.4312200956937799,42417,0.42650698419031086,0.43593320719724893
