year,age_gr,quintil_oecd,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.88716,322,548,0.86064,0.91367
1984,46-65 y.,1st Quintile,Not born in Germany,0.11284,226,548,0.08633,0.13936
1984,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.87307,465,658,0.84762,0.89853
1984,46-65 y.,2nd Quintile,Not born in Germany,0.12693,193,658,0.10147,0.15238
1984,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.88490,499,709,0.86139,0.90841
1984,46-65 y.,3rd Quintile,Not born in Germany,0.11510,210,709,0.09159,0.13861
1984,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.91114,585,763,0.89093,0.93134
1984,46-65 y.,4th Quintile,Not born in Germany,0.08886,178,763,0.06866,0.10907
1984,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.93441,733,873,0.91798,0.95085
1984,46-65 y.,5th Quintile,Not born in Germany,0.06559,140,873,0.04915,0.08202
1984,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.97485,335,335,0.95806,0.99164
1984,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.97405,263,263,0.95480,0.99330
1984,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.96932,235,235,0.94722,0.99141
1984,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.99836,204,204,0.99279,1.00393
1984,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.98393,192,192,0.96610,1.00176
1985,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.86820,467,776,0.84439,0.89202
1985,17-29 y.,1st Quintile,Not born in Germany,0.13180,309,776,0.10798,0.15561
1985,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.88741,406,590,0.86189,0.91294
1985,17-29 y.,2nd Quintile,Not born in Germany,0.11259,184,590,0.08706,0.13811
1985,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.93001,494,649,0.91037,0.94965
1985,17-29 y.,3rd Quintile,Not born in Germany,0.06999,155,649,0.05035,0.08963
1985,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.93696,521,630,0.91796,0.95595
1985,17-29 y.,4th Quintile,Not born in Germany,0.06304,109,630,0.04405,0.08204
1985,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.93740,425,492,0.91597,0.95882
1985,17-29 y.,5th Quintile,Not born in Germany,0.06260,67,492,0.04118,0.08403
1985,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.76285,319,682,0.73090,0.79480
1985,30-45 y.,1st Quintile,Not born in Germany,0.23715,363,682,0.20520,0.26910
1985,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.85073,454,740,0.82504,0.87642
1985,30-45 y.,2nd Quintile,Not born in Germany,0.14927,286,740,0.12358,0.17496
1985,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.87991,442,649,0.85488,0.90494
1985,30-45 y.,3rd Quintile,Not born in Germany,0.12009,207,649,0.09506,0.14512
1985,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.87938,478,674,0.85477,0.90399
1985,30-45 y.,4th Quintile,Not born in Germany,0.12062,196,674,0.09601,0.14523
1985,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.91705,600,728,0.89700,0.93710
1985,30-45 y.,5th Quintile,Not born in Germany,0.08295,128,728,0.06290,0.10300
1985,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.88428,328,535,0.85714,0.91141
1985,46-65 y.,1st Quintile,Not born in Germany,0.11572,207,535,0.08859,0.14286
1985,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.87886,403,573,0.85212,0.90560
1985,46-65 y.,2nd Quintile,Not born in Germany,0.12114,170,573,0.09440,0.14788
1985,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.88875,491,683,0.86515,0.91235
1985,46-65 y.,3rd Quintile,Not born in Germany,0.11125,192,683,0.08765,0.13485
1985,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.89087,544,724,0.86814,0.91360
1985,46-65 y.,4th Quintile,Not born in Germany,0.10913,180,724,0.08640,0.13186
1985,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.93600,673,786,0.91888,0.95312
1985,46-65 y.,5th Quintile,Not born in Germany,0.06400,113,786,0.04688,0.08112
1985,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.96159,241,241,0.93728,0.98591
1985,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.96894,247,247,0.94726,0.99062
1985,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.97980,221,221,0.96122,0.99839
1985,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.97235,195,195,0.94927,0.99542
1985,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.98509,166,166,0.96660,1.00358
1986,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.87919,415,662,0.85435,0.90404
1986,17-29 y.,1st Quintile,Not born in Germany,0.12081,247,662,0.09596,0.14565
1986,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.88613,406,610,0.86090,0.91136
1986,17-29 y.,2nd Quintile,Not born in Germany,0.11387,204,610,0.08864,0.13910
1986,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.91302,457,616,0.89075,0.93529
1986,17-29 y.,3rd Quintile,Not born in Germany,0.08698,159,616,0.06471,0.10925
1986,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.94200,538,664,0.92421,0.95980
1986,17-29 y.,4th Quintile,Not born in Germany,0.05800,126,664,0.04020,0.07579
1986,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.93063,436,499,0.90832,0.95295
1986,17-29 y.,5th Quintile,Not born in Germany,0.06937,63,499,0.04705,0.09168
1986,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.74363,286,603,0.70875,0.77851
1986,30-45 y.,1st Quintile,Not born in Germany,0.25637,317,603,0.22149,0.29125
1986,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.82081,392,686,0.79208,0.84953
1986,30-45 y.,2nd Quintile,Not born in Germany,0.17919,294,686,0.15047,0.20792
1986,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.87271,454,658,0.84722,0.89819
1986,30-45 y.,3rd Quintile,Not born in Germany,0.12729,204,658,0.10181,0.15278
1986,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.88329,462,642,0.85843,0.90815
1986,30-45 y.,4th Quintile,Not born in Germany,0.11671,180,642,0.09185,0.14157
1986,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.92939,573,680,0.91012,0.94865
1986,30-45 y.,5th Quintile,Not born in Germany,0.07061,107,680,0.05135,0.08988
1986,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.87336,330,553,0.84561,0.90110
1986,46-65 y.,1st Quintile,Not born in Germany,0.12664,223,553,0.09890,0.15439
1986,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.87225,377,539,0.84404,0.90046
1986,46-65 y.,2nd Quintile,Not born in Germany,0.12775,162,539,0.09954,0.15596
1986,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.87083,426,622,0.84445,0.89721
1986,46-65 y.,3rd Quintile,Not born in Germany,0.12917,196,622,0.10279,0.15555
1986,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.90245,560,744,0.88111,0.92378
1986,46-65 y.,4th Quintile,Not born in Germany,0.09755,184,744,0.07622,0.11889
1986,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.92817,661,770,0.90993,0.94642
1986,46-65 y.,5th Quintile,Not born in Germany,0.07183,109,770,0.05358,0.09007
1986,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.95130,238,238,0.92390,0.97870
1986,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.95921,235,235,0.93387,0.98456
1986,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.96919,207,207,0.94559,0.99279
1986,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.97766,157,157,0.95447,1.00085
1986,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.93983,144,144,0.90085,0.97881
1987,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.85239,377,645,0.82500,0.87979
1987,17-29 y.,1st Quintile,Not born in Germany,0.14761,268,645,0.12021,0.17500
1987,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.89769,426,620,0.87382,0.92157
1987,17-29 y.,2nd Quintile,Not born in Germany,0.10231,194,620,0.07843,0.12618
1987,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.89932,454,608,0.87538,0.92325
1987,17-29 y.,3rd Quintile,Not born in Germany,0.10068,154,608,0.07675,0.12462
1987,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.93110,525,655,0.91169,0.95051
1987,17-29 y.,4th Quintile,Not born in Germany,0.06890,130,655,0.04949,0.08831
1987,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.95601,432,481,0.93766,0.97436
1987,17-29 y.,5th Quintile,Not born in Germany,0.04399,49,481,0.02564,0.06234
1987,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.74934,265,558,0.71334,0.78533
1987,30-45 y.,1st Quintile,Not born in Germany,0.25066,293,558,0.21467,0.28666
1987,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.83717,407,660,0.80898,0.86536
1987,30-45 y.,2nd Quintile,Not born in Germany,0.16283,253,660,0.13464,0.19102
1987,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.85355,425,647,0.82628,0.88081
1987,30-45 y.,3rd Quintile,Not born in Germany,0.14645,222,647,0.11919,0.17372
1987,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.88882,436,620,0.86406,0.91358
1987,30-45 y.,4th Quintile,Not born in Germany,0.11118,184,620,0.08642,0.13594
1987,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.91316,582,682,0.89202,0.93431
1987,30-45 y.,5th Quintile,Not born in Germany,0.08684,100,682,0.06569,0.10798
1987,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.85673,303,516,0.82647,0.88699
1987,46-65 y.,1st Quintile,Not born in Germany,0.14327,213,516,0.11301,0.17353
1987,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.85843,354,541,0.82902,0.88783
1987,46-65 y.,2nd Quintile,Not born in Germany,0.14157,187,541,0.11217,0.17098
1987,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.86849,438,634,0.84216,0.89482
1987,46-65 y.,3rd Quintile,Not born in Germany,0.13151,196,634,0.10518,0.15784
1987,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.89097,561,750,0.86865,0.91329
1987,46-65 y.,4th Quintile,Not born in Germany,0.10903,189,750,0.08671,0.13135
1987,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.92088,642,767,0.90177,0.94000
1987,46-65 y.,5th Quintile,Not born in Germany,0.07912,125,767,0.06000,0.09823
1987,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.95415,294,294,0.93020,0.97810
1987,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.96133,219,219,0.93574,0.98693
1987,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.96075,199,199,0.93370,0.98780
1987,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.96517,159,159,0.93658,0.99376
1987,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.94922,141,141,0.91285,0.98559
1988,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.83743,375,639,0.80880,0.86606
1988,17-29 y.,1st Quintile,Not born in Germany,0.16257,264,639,0.13394,0.19120
1988,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.89289,379,564,0.86735,0.91844
1988,17-29 y.,2nd Quintile,Not born in Germany,0.10711,185,564,0.08156,0.13265
1988,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.92858,475,608,0.90809,0.94906
1988,17-29 y.,3rd Quintile,Not born in Germany,0.07142,133,608,0.05094,0.09191
1988,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.92955,490,626,0.90948,0.94961
1988,17-29 y.,4th Quintile,Not born in Germany,0.07045,136,626,0.05039,0.09052
1988,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.94736,384,435,0.92635,0.96837
1988,17-29 y.,5th Quintile,Not born in Germany,0.05264,51,435,0.03163,0.07365
1988,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.77241,270,538,0.73695,0.80787
1988,30-45 y.,1st Quintile,Not born in Germany,0.22759,268,538,0.19213,0.26305
1988,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.84785,400,646,0.82013,0.87557
1988,30-45 y.,2nd Quintile,Not born in Germany,0.15215,246,646,0.12443,0.17987
1988,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.87603,414,597,0.84957,0.90249
1988,30-45 y.,3rd Quintile,Not born in Germany,0.12397,183,597,0.09751,0.15043
1988,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.88942,409,557,0.86335,0.91548
1988,30-45 y.,4th Quintile,Not born in Germany,0.11058,148,557,0.08452,0.13665
1988,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.92364,525,613,0.90260,0.94468
1988,30-45 y.,5th Quintile,Not born in Germany,0.07636,88,613,0.05532,0.09740
1988,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.84769,292,511,0.81650,0.87887
1988,46-65 y.,1st Quintile,Not born in Germany,0.15231,219,511,0.12113,0.18350
1988,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.86609,321,511,0.83653,0.89565
1988,46-65 y.,2nd Quintile,Not born in Germany,0.13391,190,511,0.10435,0.16347
1988,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.87124,438,626,0.84498,0.89750
1988,46-65 y.,3rd Quintile,Not born in Germany,0.12876,188,626,0.10250,0.15502
1988,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.87440,528,732,0.85037,0.89842
1988,46-65 y.,4th Quintile,Not born in Germany,0.12560,204,732,0.10158,0.14963
1988,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.93334,628,731,0.91525,0.95143
1988,46-65 y.,5th Quintile,Not born in Germany,0.06666,103,731,0.04857,0.08475
1988,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.94833,259,259,0.92132,0.97534
1988,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.94809,246,246,0.92031,0.97587
1988,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.95599,166,166,0.92470,0.98729
1988,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.97212,152,152,0.94586,0.99838
1988,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.95429,150,150,0.92076,0.98783
1989,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.83284,379,644,0.80400,0.86168
1989,17-29 y.,1st Quintile,Not born in Germany,0.16716,265,644,0.13832,0.19600
1989,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.86462,404,604,0.83732,0.89193
1989,17-29 y.,2nd Quintile,Not born in Germany,0.13538,200,604,0.10807,0.16268
1989,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.90878,410,531,0.88426,0.93329
1989,17-29 y.,3rd Quintile,Not born in Germany,0.09122,121,531,0.06671,0.11574
1989,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.94311,508,628,0.92498,0.96124
1989,17-29 y.,4th Quintile,Not born in Germany,0.05689,120,628,0.03876,0.07502
1989,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.95935,389,422,0.94049,0.97822
1989,17-29 y.,5th Quintile,Not born in Germany,0.04065,33,422,0.02178,0.05951
1989,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.77725,255,511,0.74114,0.81336
1989,30-45 y.,1st Quintile,Not born in Germany,0.22275,256,511,0.18664,0.25886
1989,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.82773,381,616,0.79788,0.85757
1989,30-45 y.,2nd Quintile,Not born in Germany,0.17227,235,616,0.14243,0.20212
1989,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.86376,413,592,0.83610,0.89141
1989,30-45 y.,3rd Quintile,Not born in Germany,0.13624,179,592,0.10859,0.16390
1989,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.89625,398,533,0.87034,0.92217
1989,30-45 y.,4th Quintile,Not born in Germany,0.10375,135,533,0.07783,0.12966
1989,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.92994,519,590,0.90933,0.95055
1989,30-45 y.,5th Quintile,Not born in Germany,0.07006,71,590,0.04945,0.09067
1989,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.81183,247,480,0.77682,0.84683
1989,46-65 y.,1st Quintile,Not born in Germany,0.18817,233,480,0.15317,0.22318
1989,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.81931,311,530,0.78653,0.85210
1989,46-65 y.,2nd Quintile,Not born in Germany,0.18069,219,530,0.14790,0.21347
1989,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.88067,426,585,0.85438,0.90696
1989,46-65 y.,3rd Quintile,Not born in Germany,0.11933,159,585,0.09304,0.14562
1989,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.88402,516,714,0.86052,0.90753
1989,46-65 y.,4th Quintile,Not born in Germany,0.11598,198,714,0.09247,0.13948
1989,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.92882,577,672,0.90937,0.94828
1989,46-65 y.,5th Quintile,Not born in Germany,0.07118,95,672,0.05172,0.09063
1989,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.94155,266,266,0.91331,0.96980
1989,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.93138,193,193,0.89562,0.96714
1989,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.96705,179,179,0.94082,0.99327
1989,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.97218,156,156,0.94628,0.99807
1989,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.91852,148,148,0.87430,0.96275
1990,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.81131,331,578,0.77939,0.84324
1990,17-29 y.,1st Quintile,Not born in Germany,0.18869,247,578,0.15676,0.22061
1990,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.87094,392,569,0.84337,0.89851
1990,17-29 y.,2nd Quintile,Not born in Germany,0.12906,177,569,0.10149,0.15663
1990,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.89393,411,554,0.86827,0.91960
1990,17-29 y.,3rd Quintile,Not born in Germany,0.10607,143,554,0.08040,0.13173
1990,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.93864,520,608,0.91955,0.95773
1990,17-29 y.,4th Quintile,Not born in Germany,0.06136,88,608,0.04227,0.08045
1990,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.95810,367,406,0.93859,0.97761
1990,17-29 y.,5th Quintile,Not born in Germany,0.04190,39,406,0.02239,0.06141
1990,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.75966,254,517,0.72280,0.79653
1990,30-45 y.,1st Quintile,Not born in Germany,0.24034,263,517,0.20347,0.27720
1990,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.84501,404,620,0.81650,0.87352
1990,30-45 y.,2nd Quintile,Not born in Germany,0.15499,216,620,0.12648,0.18350
1990,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.84345,390,581,0.81388,0.87303
1990,30-45 y.,3rd Quintile,Not born in Germany,0.15655,191,581,0.12697,0.18612
1990,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.91467,378,482,0.88970,0.93964
1990,30-45 y.,4th Quintile,Not born in Germany,0.08533,104,482,0.06036,0.11030
1990,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.93257,518,591,0.91234,0.95281
1990,30-45 y.,5th Quintile,Not born in Germany,0.06743,73,591,0.04719,0.08766
1990,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.78259,255,508,0.74669,0.81850
1990,46-65 y.,1st Quintile,Not born in Germany,0.21741,253,508,0.18150,0.25331
1990,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.81517,292,479,0.78038,0.84997
1990,46-65 y.,2nd Quintile,Not born in Germany,0.18483,187,479,0.15003,0.21962
1990,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.84659,383,579,0.81721,0.87597
1990,46-65 y.,3rd Quintile,Not born in Germany,0.15341,196,579,0.12403,0.18279
1990,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.89953,505,674,0.87681,0.92224
1990,46-65 y.,4th Quintile,Not born in Germany,0.10047,169,674,0.07776,0.12319
1990,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.91059,570,674,0.88904,0.93215
1990,46-65 y.,5th Quintile,Not born in Germany,0.08941,104,674,0.06785,0.11096
1990,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.94403,260,260,0.91603,0.97202
1990,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.94472,206,206,0.91344,0.97601
1990,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.93044,184,184,0.89358,0.96730
1990,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.96472,164,164,0.93639,0.99304
1990,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.92102,144,144,0.87681,0.96522
1991,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.81340,356,606,0.78236,0.84445
1991,17-29 y.,1st Quintile,Not born in Germany,0.18660,250,606,0.15555,0.21764
1991,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.84526,378,546,0.81490,0.87563
1991,17-29 y.,2nd Quintile,Not born in Germany,0.15474,168,546,0.12437,0.18510
1991,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.92110,433,549,0.89852,0.94367
1991,17-29 y.,3rd Quintile,Not born in Germany,0.07890,116,549,0.05633,0.10148
1991,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.92539,479,565,0.90370,0.94707
1991,17-29 y.,4th Quintile,Not born in Germany,0.07461,86,565,0.05293,0.09630
1991,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.96334,384,419,0.94532,0.98136
1991,17-29 y.,5th Quintile,Not born in Germany,0.03666,35,419,0.01864,0.05468
1991,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.77248,239,456,0.73396,0.81100
1991,30-45 y.,1st Quintile,Not born in Germany,0.22752,217,456,0.18900,0.26604
1991,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.82880,407,629,0.79934,0.85826
1991,30-45 y.,2nd Quintile,Not born in Germany,0.17120,222,629,0.14174,0.20066
1991,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.85962,416,602,0.83185,0.88740
1991,30-45 y.,3rd Quintile,Not born in Germany,0.14038,186,602,0.11260,0.16815
1991,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.88741,407,519,0.86019,0.91463
1991,30-45 y.,4th Quintile,Not born in Germany,0.11259,112,519,0.08537,0.13981
1991,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.92946,537,612,0.90916,0.94976
1991,30-45 y.,5th Quintile,Not born in Germany,0.07054,75,612,0.05024,0.09084
1991,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.76832,232,473,0.73025,0.80638
1991,46-65 y.,1st Quintile,Not born in Germany,0.23168,241,473,0.19362,0.26975
1991,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.81382,282,472,0.77867,0.84898
1991,46-65 y.,2nd Quintile,Not born in Germany,0.18618,190,472,0.15102,0.22133
1991,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.84088,380,563,0.81064,0.87113
1991,46-65 y.,3rd Quintile,Not born in Germany,0.15912,183,563,0.12887,0.18936
1991,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.85831,486,685,0.83218,0.88445
1991,46-65 y.,4th Quintile,Not born in Germany,0.14169,199,685,0.11555,0.16782
1991,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.91022,555,660,0.88839,0.93204
1991,46-65 y.,5th Quintile,Not born in Germany,0.08978,105,660,0.06796,0.11161
1991,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.93676,276,276,0.90799,0.96553
1991,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.91208,216,216,0.87423,0.94993
1991,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.93281,169,169,0.89496,0.97067
1991,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.97128,169,169,0.94602,0.99654
1991,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.89917,126,126,0.84639,0.95196
1992,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.88595,568,698,0.86235,0.90955
1992,17-29 y.,1st Quintile,Not born in Germany,0.11405,130,698,0.09045,0.13765
1992,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.87727,641,811,0.85467,0.89987
1992,17-29 y.,2nd Quintile,Not born in Germany,0.12273,170,811,0.10013,0.14533
1992,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.89802,603,765,0.87656,0.91948
1992,17-29 y.,3rd Quintile,Not born in Germany,0.10198,162,765,0.08052,0.12344
1992,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.92387,621,737,0.90471,0.94303
1992,17-29 y.,4th Quintile,Not born in Germany,0.07613,116,737,0.05697,0.09529
