year,pgisced97,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93763,572,620,0.91858,0.95668
1985,First Stage of Tertiary Education,Not born in Germany,0.06237,48,620,0.04332,0.08142
1985,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91288,645,755,0.89275,0.93301
1985,Second Stage of Tertiary Education,Not born in Germany,0.08712,110,755,0.06699,0.10725
1986,Pre-primary Level,Born in Germany or immigrated <1950,0.93576,157,188,0.90061,0.97090
1986,Pre-primary Level,Not born in Germany,0.06424,31,188,0.02910,0.09939
1986,Primary Level,Born in Germany or immigrated <1950,0.41529,92,778,0.38064,0.44994
1986,Primary Level,Not born in Germany,0.58471,686,778,0.55006,0.61936
1986,Lower Secondary Level,Born in Germany or immigrated <1950,0.88742,1991,2907,0.87592,0.89891
1986,Lower Secondary Level,Not born in Germany,0.11209,916,2907,0.10062,0.12356
1986,Upper Secondary Level,Born in Germany or immigrated <1950,0.92652,4121,4992,0.91929,0.93376
1986,Upper Secondary Level,Not born in Germany,0.07348,871,4992,0.06624,0.08071
1986,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.87302,172,274,0.83353,0.91252
1986,Post-secondary Non-tertiary Level,Not born in Germany,0.12698,102,274,0.08748,0.16647
1986,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93069,532,582,0.91003,0.95134
1986,First Stage of Tertiary Education,Not born in Germany,0.06931,50,582,0.04866,0.08997
1986,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90946,639,749,0.88890,0.93003
1986,Second Stage of Tertiary Education,Not born in Germany,0.09054,110,749,0.06997,0.11110
1987,Pre-primary Level,Born in Germany or immigrated <1950,0.93851,159,191,0.90435,0.97267
1987,Pre-primary Level,Not born in Germany,0.06043,32,191,0.02655,0.09431
1987,Primary Level,Born in Germany or immigrated <1950,0.36692,83,751,0.33243,0.40141
1987,Primary Level,Not born in Germany,0.63308,668,751,0.59859,0.66757
1987,Lower Secondary Level,Born in Germany or immigrated <1950,0.87533,1899,2836,0.86317,0.88749
1987,Lower Secondary Level,Not born in Germany,0.12463,937,2836,0.11247,0.13679
1987,Upper Secondary Level,Born in Germany or immigrated <1950,0.92565,4108,4969,0.91836,0.93295
1987,Upper Secondary Level,Not born in Germany,0.07435,861,4969,0.06705,0.08164
1987,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.86232,174,274,0.82145,0.90319
1987,Post-secondary Non-tertiary Level,Not born in Germany,0.13768,100,274,0.09681,0.17855
1987,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92826,511,566,0.90698,0.94954
1987,First Stage of Tertiary Education,Not born in Germany,0.07174,55,566,0.05046,0.09302
1987,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91256,642,742,0.89222,0.93290
1987,Second Stage of Tertiary Education,Not born in Germany,0.08744,100,742,0.06710,0.10778
1988,Pre-primary Level,Born in Germany or immigrated <1950,0.92354,143,143,0.87984,0.96725
1988,Primary Level,Born in Germany or immigrated <1950,0.38030,78,691,0.34408,0.41653
1988,Primary Level,Not born in Germany,0.61970,613,691,0.58347,0.65592
1988,Lower Secondary Level,Born in Germany or immigrated <1950,0.87875,1809,2719,0.86648,0.89102
1988,Lower Secondary Level,Not born in Germany,0.12125,910,2719,0.10898,0.13352
1988,Upper Secondary Level,Born in Germany or immigrated <1950,0.92451,3912,4742,0.91699,0.93203
1988,Upper Secondary Level,Not born in Germany,0.07549,830,4742,0.06797,0.08301
1988,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.88178,174,268,0.84305,0.92051
1988,Post-secondary Non-tertiary Level,Not born in Germany,0.11822,94,268,0.07949,0.15695
1988,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92223,486,540,0.89962,0.94484
1988,First Stage of Tertiary Education,Not born in Germany,0.07777,54,540,0.05516,0.10038
1988,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92300,617,702,0.90327,0.94274
1988,Second Stage of Tertiary Education,Not born in Germany,0.07700,85,702,0.05726,0.09673
1989,Pre-primary Level,Born in Germany or immigrated <1950,0.92802,150,150,0.88652,0.96952
1989,Primary Level,Born in Germany or immigrated <1950,0.37130,78,652,0.33419,0.40842
1989,Primary Level,Not born in Germany,0.62870,574,652,0.59158,0.66581
1989,Lower Secondary Level,Born in Germany or immigrated <1950,0.86629,1696,2570,0.85313,0.87946
1989,Lower Secondary Level,Not born in Germany,0.13361,874,2570,0.12046,0.14677
1989,Upper Secondary Level,Born in Germany or immigrated <1950,0.92011,3793,4621,0.91229,0.92793
1989,Upper Secondary Level,Not born in Germany,0.07989,828,4621,0.07207,0.08771
1989,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.88242,196,288,0.84515,0.91969
1989,Post-secondary Non-tertiary Level,Not born in Germany,0.11758,92,288,0.08031,0.15485
1989,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91952,465,516,0.89602,0.94301
1989,First Stage of Tertiary Education,Not born in Germany,0.08048,51,516,0.05699,0.10398
1989,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91263,610,698,0.89167,0.93360
1989,Second Stage of Tertiary Education,Not born in Germany,0.08737,88,698,0.06640,0.10833
1990,Pre-primary Level,Born in Germany or immigrated <1950,0.93438,166,166,0.89660,0.97217
1990,Primary Level,Born in Germany or immigrated <1950,0.39275,93,643,0.35497,0.43053
1990,Primary Level,Not born in Germany,0.60399,550,643,0.56616,0.64183
1990,Lower Secondary Level,Born in Germany or immigrated <1950,0.86715,2112,2985,0.85497,0.87932
1990,Lower Secondary Level,Not born in Germany,0.13254,873,2985,0.12038,0.14471
1990,Upper Secondary Level,Born in Germany or immigrated <1950,0.92801,6197,7067,0.92198,0.93403
1990,Upper Secondary Level,Not born in Germany,0.07199,870,7067,0.06597,0.07802
1990,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.87383,275,372,0.84004,0.90762
1990,Post-secondary Non-tertiary Level,Not born in Germany,0.12617,97,372,0.09238,0.15996
1990,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92388,710,770,0.90513,0.94262
1990,First Stage of Tertiary Education,Not born in Germany,0.07612,60,770,0.05738,0.09487
1990,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92611,1564,1691,0.91363,0.93858
1990,Second Stage of Tertiary Education,Not born in Germany,0.07389,127,1691,0.06142,0.08637
1991,Pre-primary Level,Born in Germany or immigrated <1950,0.92025,142,142,0.87553,0.96496
1991,Primary Level,Born in Germany or immigrated <1950,0.40717,123,659,0.36963,0.44471
1991,Primary Level,Not born in Germany,0.59283,536,659,0.55529,0.63037
1991,Lower Secondary Level,Born in Germany or immigrated <1950,0.85622,2011,2858,0.84335,0.86908
1991,Lower Secondary Level,Not born in Germany,0.14345,847,2858,0.13060,0.15631
1991,Upper Secondary Level,Born in Germany or immigrated <1950,0.92453,6041,6910,0.91830,0.93075
1991,Upper Secondary Level,Not born in Germany,0.07547,869,6910,0.06925,0.08170
1991,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.86316,278,378,0.82847,0.89786
1991,Post-secondary Non-tertiary Level,Not born in Germany,0.13684,100,378,0.10214,0.17153
1991,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91840,698,756,0.89888,0.93793
1991,First Stage of Tertiary Education,Not born in Germany,0.08160,58,756,0.06207,0.10112
1991,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92341,1552,1678,0.91068,0.93613
1991,Second Stage of Tertiary Education,Not born in Germany,0.07659,126,1678,0.06387,0.08932
1992,Pre-primary Level,Born in Germany or immigrated <1950,0.92491,173,173,0.88553,0.96430
1992,Primary Level,Born in Germany or immigrated <1950,0.37435,115,628,0.33647,0.41223
1992,Primary Level,Not born in Germany,0.62565,513,628,0.58777,0.66353
1992,Lower Secondary Level,Born in Germany or immigrated <1950,0.84543,1963,2784,0.83200,0.85886
1992,Lower Secondary Level,Not born in Germany,0.15401,821,2784,0.14060,0.16742
1992,Upper Secondary Level,Born in Germany or immigrated <1950,0.92152,5873,6720,0.91509,0.92795
1992,Upper Secondary Level,Not born in Germany,0.07848,847,6720,0.07205,0.08491
1992,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.85572,287,383,0.82048,0.89095
1992,Post-secondary Non-tertiary Level,Not born in Germany,0.14428,96,383,0.10905,0.17952
1992,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91615,703,765,0.89649,0.93580
1992,First Stage of Tertiary Education,Not born in Germany,0.08385,62,765,0.06420,0.10351
1992,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91930,1524,1655,0.90618,0.93243
1992,Second Stage of Tertiary Education,Not born in Germany,0.08070,131,1655,0.06757,0.09382
1993,Pre-primary Level,Born in Germany or immigrated <1950,0.94010,175,175,0.90485,0.97536
1993,Primary Level,Born in Germany or immigrated <1950,0.36472,108,611,0.32652,0.40291
1993,Primary Level,Not born in Germany,0.63528,503,611,0.59709,0.67348
1993,Lower Secondary Level,Born in Germany or immigrated <1950,0.84211,1895,2678,0.82829,0.85592
1993,Lower Secondary Level,Not born in Germany,0.15789,783,2678,0.14408,0.17171
1993,Upper Secondary Level,Born in Germany or immigrated <1950,0.91616,5825,6663,0.90950,0.92281
1993,Upper Secondary Level,Not born in Germany,0.08384,838,6663,0.07719,0.09050
1993,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.84783,290,384,0.81186,0.88380
1993,Post-secondary Non-tertiary Level,Not born in Germany,0.15217,94,384,0.11620,0.18814
1993,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91168,686,743,0.89127,0.93210
1993,First Stage of Tertiary Education,Not born in Germany,0.08832,57,743,0.06790,0.10873
1993,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91054,1505,1636,0.89670,0.92437
1993,Second Stage of Tertiary Education,Not born in Germany,0.08946,131,1636,0.07563,0.10330
1994,Pre-primary Level,Born in Germany or immigrated <1950,0.94386,226,226,0.91378,0.97394
1994,Primary Level,Born in Germany or immigrated <1950,0.33975,89,556,0.30035,0.37916
1994,Primary Level,Not born in Germany,0.66025,467,556,0.62084,0.69965
1994,Lower Secondary Level,Born in Germany or immigrated <1950,0.83957,1784,2492,0.82515,0.85398
1994,Lower Secondary Level,Not born in Germany,0.16043,708,2492,0.14602,0.17485
1994,Upper Secondary Level,Born in Germany or immigrated <1950,0.91205,5750,6567,0.90520,0.91890
1994,Upper Secondary Level,Not born in Germany,0.08795,817,6567,0.08110,0.09480
1994,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.86065,305,390,0.82623,0.89506
1994,Post-secondary Non-tertiary Level,Not born in Germany,0.13935,85,390,0.10494,0.17377
1994,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90572,692,751,0.88480,0.92663
1994,First Stage of Tertiary Education,Not born in Germany,0.09428,59,751,0.07337,0.11520
1994,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90772,1529,1653,0.89377,0.92168
1994,Second Stage of Tertiary Education,Not born in Germany,0.09228,124,1653,0.07832,0.10623
1995,Pre-primary Level,Born in Germany or immigrated <1950,0.86292,249,287,0.82306,0.90278
1995,Pre-primary Level,Not born in Germany,0.13543,38,287,0.09577,0.17509
1995,Primary Level,Born in Germany or immigrated <1950,0.30151,75,534,0.26255,0.34047
1995,Primary Level,Not born in Germany,0.69849,459,534,0.65953,0.73745
1995,Lower Secondary Level,Born in Germany or immigrated <1950,0.81963,1712,2492,0.80454,0.83473
1995,Lower Secondary Level,Not born in Germany,0.18037,780,2492,0.16527,0.19546
1995,Upper Secondary Level,Born in Germany or immigrated <1950,0.89681,5740,6726,0.88954,0.90408
1995,Upper Secondary Level,Not born in Germany,0.10319,986,6726,0.09592,0.11046
1995,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.76835,317,470,0.73017,0.80654
1995,Post-secondary Non-tertiary Level,Not born in Germany,0.23165,153,470,0.19346,0.26983
1995,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90735,699,756,0.88666,0.92803
1995,First Stage of Tertiary Education,Not born in Germany,0.09265,57,756,0.07197,0.11334
1995,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87101,1561,1753,0.85531,0.88670
1995,Second Stage of Tertiary Education,Not born in Germany,0.12899,192,1753,0.11330,0.14469
1996,Pre-primary Level,Born in Germany or immigrated <1950,0.88686,264,264,0.84857,0.92514
1996,Primary Level,Born in Germany or immigrated <1950,0.30374,70,492,0.26306,0.34442
1996,Primary Level,Not born in Germany,0.69626,422,492,0.65558,0.73694
1996,Lower Secondary Level,Born in Germany or immigrated <1950,0.81640,1660,2385,0.80086,0.83194
1996,Lower Secondary Level,Not born in Germany,0.18360,725,2385,0.16806,0.19914
1996,Upper Secondary Level,Born in Germany or immigrated <1950,0.89801,5686,6618,0.89072,0.90531
1996,Upper Secondary Level,Not born in Germany,0.10199,932,6618,0.09469,0.10928
1996,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.78363,329,471,0.74640,0.82086
1996,Post-secondary Non-tertiary Level,Not born in Germany,0.21637,142,471,0.17914,0.25360
1996,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90644,703,763,0.88576,0.92711
1996,First Stage of Tertiary Education,Not born in Germany,0.09356,60,763,0.07289,0.11424
1996,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87153,1579,1764,0.85591,0.88715
1996,Second Stage of Tertiary Education,Not born in Germany,0.12847,185,1764,0.11285,0.14409
1997,Pre-primary Level,Born in Germany or immigrated <1950,0.89943,287,287,0.86457,0.93429
1997,Primary Level,Born in Germany or immigrated <1950,0.29659,69,464,0.25498,0.33819
1997,Primary Level,Not born in Germany,0.70341,395,464,0.66181,0.74502
1997,Lower Secondary Level,Born in Germany or immigrated <1950,0.81279,1638,2329,0.79694,0.82863
1997,Lower Secondary Level,Not born in Germany,0.18721,691,2329,0.17137,0.20306
1997,Upper Secondary Level,Born in Germany or immigrated <1950,0.89649,5584,6480,0.88907,0.90391
1997,Upper Secondary Level,Not born in Germany,0.10351,896,6480,0.09609,0.11093
1997,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.79190,323,451,0.75439,0.82940
1997,Post-secondary Non-tertiary Level,Not born in Germany,0.20810,128,451,0.17060,0.24561
1997,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91713,700,755,0.89746,0.93681
1997,First Stage of Tertiary Education,Not born in Germany,0.08287,55,755,0.06319,0.10254
1997,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87507,1586,1767,0.85965,0.89049
1997,Second Stage of Tertiary Education,Not born in Germany,0.12493,181,1767,0.10951,0.14035
1998,Pre-primary Level,Born in Germany or immigrated <1950,0.89901,304,304,0.86508,0.93293
1998,Primary Level,Born in Germany or immigrated <1950,0.30084,83,446,0.25823,0.34345
1998,Primary Level,Not born in Germany,0.69916,363,446,0.65655,0.74177
1998,Lower Secondary Level,Born in Germany or immigrated <1950,0.81683,1881,2539,0.80178,0.83188
1998,Lower Secondary Level,Not born in Germany,0.18317,658,2539,0.16812,0.19822
1998,Upper Secondary Level,Born in Germany or immigrated <1950,0.90324,6179,7022,0.89632,0.91015
1998,Upper Secondary Level,Not born in Germany,0.09676,843,7022,0.08985,0.10368
1998,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77433,372,505,0.73784,0.81083
1998,Post-secondary Non-tertiary Level,Not born in Germany,0.22567,133,505,0.18917,0.26216
1998,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92513,767,820,0.90710,0.94315
1998,First Stage of Tertiary Education,Not born in Germany,0.07487,53,820,0.05685,0.09290
1998,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88351,1779,1969,0.86934,0.89769
1998,Second Stage of Tertiary Education,Not born in Germany,0.11649,190,1969,0.10231,0.13066
1999,Pre-primary Level,Born in Germany or immigrated <1950,0.92927,295,295,0.89996,0.95857
1999,Primary Level,Born in Germany or immigrated <1950,0.30256,87,427,0.25894,0.34618
1999,Primary Level,Not born in Germany,0.69744,340,427,0.65382,0.74106
1999,Lower Secondary Level,Born in Germany or immigrated <1950,0.81801,1828,2439,0.80269,0.83332
1999,Lower Secondary Level,Not born in Germany,0.18199,611,2439,0.16668,0.19731
1999,Upper Secondary Level,Born in Germany or immigrated <1950,0.90511,6142,6930,0.89821,0.91201
1999,Upper Secondary Level,Not born in Germany,0.09489,788,6930,0.08799,0.10179
1999,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77967,378,503,0.74342,0.81593
1999,Post-secondary Non-tertiary Level,Not born in Germany,0.22033,125,503,0.18407,0.25658
1999,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92843,762,814,0.91071,0.94615
1999,First Stage of Tertiary Education,Not born in Germany,0.07157,52,814,0.05385,0.08929
1999,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88708,1780,1959,0.87307,0.90110
1999,Second Stage of Tertiary Education,Not born in Germany,0.11292,179,1959,0.09890,0.12693
2000,Pre-primary Level,Born in Germany or immigrated <1950,0.87836,437,494,0.84950,0.90721
2000,Pre-primary Level,Not born in Germany,0.11916,57,494,0.09056,0.14776
2000,Primary Level,Born in Germany or immigrated <1950,0.32855,119,404,0.28269,0.37441
2000,Primary Level,Not born in Germany,0.67145,285,404,0.62559,0.71731
2000,Lower Secondary Level,Born in Germany or immigrated <1950,0.79701,2702,3553,0.78378,0.81024
2000,Lower Secondary Level,Not born in Germany,0.20189,851,3553,0.18869,0.21509
2000,Upper Secondary Level,Born in Germany or immigrated <1950,0.91144,11571,12797,0.90652,0.91637
2000,Upper Secondary Level,Not born in Germany,0.08856,1226,12797,0.08363,0.09348
2000,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77343,846,1119,0.74889,0.79797
2000,Post-secondary Non-tertiary Level,Not born in Germany,0.22657,273,1119,0.20203,0.25111
2000,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89566,1690,1883,0.88185,0.90947
2000,First Stage of Tertiary Education,Not born in Germany,0.10434,193,1883,0.09053,0.11815
2000,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87719,3418,3816,0.86677,0.88760
2000,Second Stage of Tertiary Education,Not born in Germany,0.12227,398,3816,0.11187,0.13266
2001,Pre-primary Level,Born in Germany or immigrated <1950,0.88948,494,540,0.86302,0.91595
2001,Pre-primary Level,Not born in Germany,0.11052,46,540,0.08405,0.13698
2001,Primary Level,Born in Germany or immigrated <1950,0.38121,104,313,0.32732,0.43511
2001,Primary Level,Not born in Germany,0.61879,209,313,0.56489,0.67268
2001,Lower Secondary Level,Born in Germany or immigrated <1950,0.78502,2310,3082,0.77051,0.79952
2001,Lower Secondary Level,Not born in Germany,0.21498,772,3082,0.20048,0.22949
2001,Upper Secondary Level,Born in Germany or immigrated <1950,0.91348,10488,11573,0.90836,0.91861
2001,Upper Secondary Level,Not born in Germany,0.08652,1085,11573,0.08139,0.09164
2001,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77912,815,1068,0.75423,0.80402
2001,Post-secondary Non-tertiary Level,Not born in Germany,0.22088,253,1068,0.19598,0.24577
2001,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90402,1512,1676,0.88992,0.91813
2001,First Stage of Tertiary Education,Not born in Germany,0.09598,164,1676,0.08187,0.11008
2001,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87781,3189,3550,0.86703,0.88858
2001,Second Stage of Tertiary Education,Not born in Germany,0.12219,361,3550,0.11142,0.13297
2002,Pre-primary Level,Born in Germany or immigrated <1950,0.86158,560,612,0.83420,0.88897
2002,Pre-primary Level,Not born in Germany,0.13842,52,612,0.11103,0.16580
2002,Primary Level,Born in Germany or immigrated <1950,0.38644,98,287,0.33001,0.44287
2002,Primary Level,Not born in Germany,0.61356,189,287,0.55713,0.66999
2002,Lower Secondary Level,Born in Germany or immigrated <1950,0.78051,2182,2891,0.76542,0.79560
2002,Lower Secondary Level,Not born in Germany,0.21949,709,2891,0.20440,0.23458
2002,Upper Secondary Level,Born in Germany or immigrated <1950,0.91353,10562,11581,0.90841,0.91865
2002,Upper Secondary Level,Not born in Germany,0.08647,1019,11581,0.08135,0.09159
2002,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.76015,923,1167,0.73564,0.78466
2002,Post-secondary Non-tertiary Level,Not born in Germany,0.23985,244,1167,0.21534,0.26436
2002,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90149,1584,1743,0.88750,0.91549
2002,First Stage of Tertiary Education,Not born in Germany,0.09851,159,1743,0.08451,0.11250
2002,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87767,4166,4559,0.86816,0.88718
2002,Second Stage of Tertiary Education,Not born in Germany,0.12233,393,4559,0.11282,0.13184
2003,Pre-primary Level,Born in Germany or immigrated <1950,0.86699,567,618,0.84020,0.89379
2003,Pre-primary Level,Not born in Germany,0.12866,51,618,0.10224,0.15508
2003,Primary Level,Born in Germany or immigrated <1950,0.42342,104,273,0.36470,0.48214
2003,Primary Level,Not born in Germany,0.57658,169,273,0.51786,0.63530
2003,Lower Secondary Level,Born in Germany or immigrated <1950,0.78273,2075,2734,0.76727,0.79819
2003,Lower Secondary Level,Not born in Germany,0.21727,659,2734,0.20181,0.23273
2003,Upper Secondary Level,Born in Germany or immigrated <1950,0.91072,10136,11103,0.90541,0.91602
2003,Upper Secondary Level,Not born in Germany,0.08928,967,11103,0.08398,0.09459
2003,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77418,927,1154,0.75005,0.79831
2003,Post-secondary Non-tertiary Level,Not born in Germany,0.22582,227,1154,0.20169,0.24995
2003,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90844,1545,1688,0.89468,0.92220
2003,First Stage of Tertiary Education,Not born in Germany,0.09156,143,1688,0.07780,0.10532
2003,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87520,3984,4354,0.86538,0.88502
2003,Second Stage of Tertiary Education,Not born in Germany,0.12480,370,4354,0.11498,0.13462
2004,Pre-primary Level,Born in Germany or immigrated <1950,0.85583,577,639,0.82858,0.88309
2004,Pre-primary Level,Not born in Germany,0.14176,62,639,0.11469,0.16883
2004,Primary Level,Born in Germany or immigrated <1950,0.43404,100,257,0.37332,0.49475
2004,Primary Level,Not born in Germany,0.56596,157,257,0.50525,0.62668
2004,Lower Secondary Level,Born in Germany or immigrated <1950,0.77977,1957,2574,0.76376,0.79578
2004,Lower Secondary Level,Not born in Germany,0.22023,617,2574,0.20422,0.23624
2004,Upper Secondary Level,Born in Germany or immigrated <1950,0.90808,9833,10778,0.90262,0.91353
2004,Upper Secondary Level,Not born in Germany,0.09192,945,10778,0.08647,0.09738
2004,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77499,936,1159,0.75094,0.79905
2004,Post-secondary Non-tertiary Level,Not born in Germany,0.22501,223,1159,0.20095,0.24906
2004,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90430,1502,1642,0.89007,0.91853
2004,First Stage of Tertiary Education,Not born in Germany,0.09570,140,1642,0.08147,0.10993
2004,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87866,3937,4295,0.86889,0.88843
2004,Second Stage of Tertiary Education,Not born in Germany,0.12134,358,4295,0.11157,0.13111
2005,Pre-primary Level,Born in Germany or immigrated <1950,0.89451,595,650,0.87088,0.91815
2005,Pre-primary Level,Not born in Germany,0.10422,55,650,0.08071,0.12773
2005,Primary Level,Born in Germany or immigrated <1950,0.44762,97,246,0.38535,0.50988
2005,Primary Level,Not born in Germany,0.55238,149,246,0.49012,0.61465
2005,Lower Secondary Level,Born in Germany or immigrated <1950,0.77099,1824,2391,0.75414,0.78784
2005,Lower Secondary Level,Not born in Germany,0.22901,567,2391,0.21216,0.24586
2005,Upper Secondary Level,Born in Germany or immigrated <1950,0.90849,9372,10244,0.90291,0.91408
2005,Upper Secondary Level,Not born in Germany,0.09151,872,10244,0.08592,0.09709
2005,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77369,916,1130,0.74928,0.79810
2005,Post-secondary Non-tertiary Level,Not born in Germany,0.22631,214,1130,0.20190,0.25072
2005,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90380,1428,1561,0.88916,0.91843
2005,First Stage of Tertiary Education,Not born in Germany,0.09620,133,1561,0.08157,0.11084
2005,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87916,3827,4166,0.86926,0.88906
2005,Second Stage of Tertiary Education,Not born in Germany,0.12084,339,4166,0.11094,0.13074
2006,Pre-primary Level,Born in Germany or immigrated <1950,0.91200,599,639,0.89002,0.93398
2006,Pre-primary Level,Not born in Germany,0.08800,40,639,0.06602,0.10998
2006,Primary Level,Born in Germany or immigrated <1950,0.48254,107,241,0.41932,0.54576
2006,Primary Level,Not born in Germany,0.51746,134,241,0.45424,0.58068
2006,Lower Secondary Level,Born in Germany or immigrated <1950,0.77967,1990,2535,0.76353,0.79580
2006,Lower Secondary Level,Not born in Germany,0.22033,545,2535,0.20420,0.23647
2006,Upper Secondary Level,Born in Germany or immigrated <1950,0.90574,10189,11084,0.90030,0.91118
2006,Upper Secondary Level,Not born in Germany,0.09426,895,11084,0.08882,0.09970
2006,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.78497,995,1214,0.76185,0.80809
2006,Post-secondary Non-tertiary Level,Not born in Germany,0.21503,219,1214,0.19191,0.23815
