year,quintil_oecd,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,3rd Quintile,Born in Germany or immigrated <1950,0.74926,1493,2008,0.73029,0.76822
1988,3rd Quintile,Not born in Germany,0.08253,515,2008,0.07049,0.09457
1988,4th Quintile,Born in Germany or immigrated <1950,0.78790,1579,2073,0.77030,0.80550
1988,4th Quintile,Not born in Germany,0.08278,494,2073,0.07092,0.09464
1988,5th Quintile,Born in Germany or immigrated <1950,0.85159,1687,1937,0.83575,0.86742
1988,5th Quintile,Not born in Germany,0.05840,250,1937,0.04796,0.06885
1989,1st Quintile,Born in Germany or immigrated <1950,0.66564,1147,1922,0.64454,0.68674
1989,1st Quintile,Not born in Germany,0.11764,775,1922,0.10324,0.13205
1989,2nd Quintile,Born in Germany or immigrated <1950,0.66512,1289,1963,0.64424,0.68601
1989,2nd Quintile,Not born in Germany,0.11181,674,1963,0.09786,0.12575
1989,3rd Quintile,Born in Germany or immigrated <1950,0.74419,1428,1894,0.72454,0.76385
1989,3rd Quintile,Not born in Germany,0.08589,466,1894,0.07327,0.09851
1989,4th Quintile,Born in Germany or immigrated <1950,0.81486,1578,2035,0.79798,0.83174
1989,4th Quintile,Not born in Germany,0.07655,457,2035,0.06500,0.08811
1989,5th Quintile,Born in Germany or immigrated <1950,0.84289,1633,1849,0.82630,0.85948
1989,5th Quintile,Not born in Germany,0.05938,216,1849,0.04860,0.07015
1990,1st Quintile,Born in Germany or immigrated <1950,0.64413,1100,1886,0.62251,0.66574
1990,1st Quintile,Not born in Germany,0.13223,786,1886,0.11693,0.14752
1990,2nd Quintile,Born in Germany or immigrated <1950,0.67324,1294,1892,0.65210,0.69438
1990,2nd Quintile,Not born in Germany,0.10621,598,1892,0.09233,0.12010
1990,3rd Quintile,Born in Germany or immigrated <1950,0.71554,1368,1913,0.69531,0.73576
1990,3rd Quintile,Not born in Germany,0.10576,545,1913,0.09197,0.11954
1990,4th Quintile,Born in Germany or immigrated <1950,0.81907,1567,1937,0.80192,0.83622
1990,4th Quintile,Not born in Germany,0.06916,370,1937,0.05786,0.08047
1990,5th Quintile,Born in Germany or immigrated <1950,0.83822,1599,1832,0.82136,0.85509
1990,5th Quintile,Not born in Germany,0.06544,233,1832,0.05411,0.07677
1991,1st Quintile,Born in Germany or immigrated <1950,0.64772,1103,1841,0.62589,0.66955
1991,1st Quintile,Not born in Germany,0.13024,738,1841,0.11486,0.14562
1991,2nd Quintile,Born in Germany or immigrated <1950,0.66039,1283,1889,0.63903,0.68175
1991,2nd Quintile,Not born in Germany,0.11854,606,1889,0.10396,0.13312
1991,3rd Quintile,Born in Germany or immigrated <1950,0.71103,1398,1900,0.69064,0.73142
1991,3rd Quintile,Not born in Germany,0.09667,502,1900,0.08338,0.10996
1991,4th Quintile,Born in Germany or immigrated <1950,0.78824,1541,1944,0.77008,0.80641
1991,4th Quintile,Not born in Germany,0.09041,403,1944,0.07766,0.10317
1991,5th Quintile,Born in Germany or immigrated <1950,0.83030,1602,1835,0.81312,0.84748
1991,5th Quintile,Not born in Germany,0.06663,233,1835,0.05522,0.07804
1992,1st Quintile,Born in Germany or immigrated <1950,0.69576,2261,2787,0.67868,0.71284
1992,1st Quintile,Not born in Germany,0.09365,526,2787,0.08283,0.10446
1992,2nd Quintile,Born in Germany or immigrated <1950,0.67409,2263,2851,0.65689,0.69130
1992,2nd Quintile,Not born in Germany,0.09026,588,2851,0.07974,0.10078
1992,3rd Quintile,Born in Germany or immigrated <1950,0.70590,2062,2669,0.68861,0.72319
1992,3rd Quintile,Not born in Germany,0.10323,607,2669,0.09169,0.11478
1992,4th Quintile,Born in Germany or immigrated <1950,0.76293,2078,2630,0.74667,0.77918
1992,4th Quintile,Not born in Germany,0.10075,552,2630,0.08925,0.11226
1992,5th Quintile,Born in Germany or immigrated <1950,0.82847,2100,2377,0.81331,0.84363
1992,5th Quintile,Not born in Germany,0.06492,277,2377,0.05501,0.07483
1993,1st Quintile,Born in Germany or immigrated <1950,0.67532,2023,2628,0.65742,0.69323
1993,1st Quintile,Not born in Germany,0.11151,605,2628,0.09948,0.12355
1993,2nd Quintile,Born in Germany or immigrated <1950,0.68141,2227,2821,0.66422,0.69861
1993,2nd Quintile,Not born in Germany,0.09744,594,2821,0.08650,0.10839
1993,3rd Quintile,Born in Germany or immigrated <1950,0.70350,2154,2666,0.68616,0.72084
1993,3rd Quintile,Not born in Germany,0.09467,512,2666,0.08355,0.10578
1993,4th Quintile,Born in Germany or immigrated <1950,0.76467,2147,2612,0.74840,0.78095
1993,4th Quintile,Not born in Germany,0.09361,465,2612,0.08244,0.10479
1993,5th Quintile,Born in Germany or immigrated <1950,0.81620,2073,2374,0.80062,0.83178
1993,5th Quintile,Not born in Germany,0.07850,301,2374,0.06768,0.08932
1994,1st Quintile,Born in Germany or immigrated <1950,0.64756,1848,2513,0.62888,0.66625
1994,1st Quintile,Not born in Germany,0.12857,665,2513,0.11548,0.14166
1994,2nd Quintile,Born in Germany or immigrated <1950,0.67478,2151,2699,0.65711,0.69246
1994,2nd Quintile,Not born in Germany,0.10007,548,2699,0.08875,0.11140
1994,3rd Quintile,Born in Germany or immigrated <1950,0.71962,2215,2707,0.70269,0.73654
1994,3rd Quintile,Not born in Germany,0.09099,492,2707,0.08016,0.10183
1994,4th Quintile,Born in Germany or immigrated <1950,0.76395,2163,2544,0.74744,0.78045
1994,4th Quintile,Not born in Germany,0.08828,381,2544,0.07726,0.09931
1994,5th Quintile,Born in Germany or immigrated <1950,0.81457,2134,2404,0.79903,0.83011
1994,5th Quintile,Not born in Germany,0.08312,270,2404,0.07209,0.09416
1995,1st Quintile,Born in Germany or immigrated <1950,0.58222,1715,2546,0.56306,0.60138
1995,1st Quintile,Not born in Germany,0.16821,831,2546,0.15367,0.18274
1995,2nd Quintile,Born in Germany or immigrated <1950,0.66008,2126,2867,0.64273,0.67742
1995,2nd Quintile,Not born in Germany,0.12667,741,2867,0.11450,0.13885
1995,3rd Quintile,Born in Germany or immigrated <1950,0.70150,2198,2715,0.68428,0.71872
1995,3rd Quintile,Not born in Germany,0.10917,517,2715,0.09743,0.12090
1995,4th Quintile,Born in Germany or immigrated <1950,0.76824,2268,2675,0.75225,0.78424
1995,4th Quintile,Not born in Germany,0.09478,407,2675,0.08368,0.10589
1995,5th Quintile,Born in Germany or immigrated <1950,0.81657,2195,2479,0.80133,0.83181
1995,5th Quintile,Not born in Germany,0.07998,284,2479,0.06930,0.09067
1996,1st Quintile,Born in Germany or immigrated <1950,0.59665,1731,2543,0.57758,0.61572
1996,1st Quintile,Not born in Germany,0.16761,812,2543,0.15309,0.18213
1996,2nd Quintile,Born in Germany or immigrated <1950,0.64914,2058,2734,0.63124,0.66703
1996,2nd Quintile,Not born in Germany,0.12325,676,2734,0.11093,0.13558
1996,3rd Quintile,Born in Germany or immigrated <1950,0.72188,2192,2655,0.70483,0.73892
1996,3rd Quintile,Not born in Germany,0.10505,463,2655,0.09338,0.11671
1996,4th Quintile,Born in Germany or immigrated <1950,0.75947,2321,2710,0.74338,0.77557
1996,4th Quintile,Not born in Germany,0.09258,389,2710,0.08166,0.10349
1996,5th Quintile,Born in Germany or immigrated <1950,0.81105,2143,2400,0.79538,0.82671
1996,5th Quintile,Not born in Germany,0.08673,257,2400,0.07547,0.09799
1997,1st Quintile,Born in Germany or immigrated <1950,0.59212,1615,2385,0.57239,0.61185
1997,1st Quintile,Not born in Germany,0.17346,770,2385,0.15826,0.18866
1997,2nd Quintile,Born in Germany or immigrated <1950,0.66266,2108,2772,0.64505,0.68026
1997,2nd Quintile,Not born in Germany,0.12608,664,2772,0.11372,0.13843
1997,3rd Quintile,Born in Germany or immigrated <1950,0.70820,2150,2564,0.69060,0.72580
1997,3rd Quintile,Not born in Germany,0.09944,414,2564,0.08786,0.11103
1997,4th Quintile,Born in Germany or immigrated <1950,0.76746,2295,2666,0.75142,0.78350
1997,4th Quintile,Not born in Germany,0.09246,371,2666,0.08146,0.10345
1997,5th Quintile,Born in Germany or immigrated <1950,0.81791,2190,2442,0.80260,0.83322
1997,5th Quintile,Not born in Germany,0.08159,252,2442,0.07073,0.09245
1998,1st Quintile,Born in Germany or immigrated <1950,0.57382,1609,2341,0.55378,0.59386
1998,1st Quintile,Not born in Germany,0.18542,732,2341,0.16968,0.20117
1998,2nd Quintile,Born in Germany or immigrated <1950,0.65766,2001,2567,0.63930,0.67602
1998,2nd Quintile,Not born in Germany,0.12119,566,2567,0.10856,0.13381
1998,3rd Quintile,Born in Germany or immigrated <1950,0.71967,2150,2543,0.70221,0.73713
1998,3rd Quintile,Not born in Germany,0.10522,393,2543,0.09329,0.11715
1998,4th Quintile,Born in Germany or immigrated <1950,0.77342,2275,2594,0.75731,0.78953
1998,4th Quintile,Not born in Germany,0.09493,319,2594,0.08365,0.10622
1998,5th Quintile,Born in Germany or immigrated <1950,0.81364,2071,2284,0.79767,0.82962
1998,5th Quintile,Not born in Germany,0.07766,213,2284,0.06668,0.08864
1999,1st Quintile,Born in Germany or immigrated <1950,0.60176,1890,2587,0.58290,0.62063
1999,1st Quintile,Not born in Germany,0.16033,697,2587,0.14619,0.17447
1999,2nd Quintile,Born in Germany or immigrated <1950,0.67328,2277,2876,0.65613,0.69042
1999,2nd Quintile,Not born in Germany,0.12688,599,2876,0.11471,0.13904
1999,3rd Quintile,Born in Germany or immigrated <1950,0.71489,2415,2822,0.69823,0.73155
1999,3rd Quintile,Not born in Germany,0.10153,407,2822,0.09038,0.11267
1999,4th Quintile,Born in Germany or immigrated <1950,0.77502,2480,2783,0.75950,0.79054
1999,4th Quintile,Not born in Germany,0.08744,303,2783,0.07695,0.09794
1999,5th Quintile,Born in Germany or immigrated <1950,0.82837,2408,2606,0.81390,0.84285
1999,5th Quintile,Not born in Germany,0.07044,198,2606,0.06061,0.08026
2000,1st Quintile,Born in Germany or immigrated <1950,0.59405,1875,2586,0.57512,0.61298
2000,1st Quintile,Not born in Germany,0.18324,711,2586,0.16833,0.19816
2000,2nd Quintile,Born in Germany or immigrated <1950,0.65400,2233,2763,0.63626,0.67174
2000,2nd Quintile,Not born in Germany,0.13159,530,2763,0.11899,0.14420
2000,3rd Quintile,Born in Germany or immigrated <1950,0.72745,2372,2712,0.71069,0.74421
2000,3rd Quintile,Not born in Germany,0.09025,340,2712,0.07946,0.10103
2000,4th Quintile,Born in Germany or immigrated <1950,0.75551,2384,2695,0.73928,0.77174
2000,4th Quintile,Not born in Germany,0.10074,311,2695,0.08938,0.11211
2000,5th Quintile,Born in Germany or immigrated <1950,0.81504,2329,2529,0.79991,0.83018
2000,5th Quintile,Not born in Germany,0.07337,200,2529,0.06321,0.08353
2001,1st Quintile,Born in Germany or immigrated <1950,0.59219,2911,3866,0.57669,0.60768
2001,1st Quintile,Not born in Germany,0.17971,955,3866,0.16761,0.19182
2001,2nd Quintile,Born in Germany or immigrated <1950,0.67611,3654,4384,0.66225,0.68996
2001,2nd Quintile,Not born in Germany,0.11719,730,4384,0.10767,0.12671
2001,3rd Quintile,Born in Germany or immigrated <1950,0.72705,3998,4534,0.71409,0.74002
2001,3rd Quintile,Not born in Germany,0.09757,536,4534,0.08893,0.10620
2001,4th Quintile,Born in Germany or immigrated <1950,0.78571,4200,4605,0.77386,0.79756
2001,4th Quintile,Not born in Germany,0.07429,405,4605,0.06671,0.08186
2001,5th Quintile,Born in Germany or immigrated <1950,0.84085,4240,4530,0.83019,0.85150
2001,5th Quintile,Not born in Germany,0.05447,290,4530,0.04786,0.06108
2002,1st Quintile,Born in Germany or immigrated <1950,0.59809,2638,3459,0.58175,0.61443
2002,1st Quintile,Not born in Germany,0.18075,821,3459,0.16793,0.19358
2002,2nd Quintile,Born in Germany or immigrated <1950,0.66850,3228,3944,0.65380,0.68319
2002,2nd Quintile,Not born in Germany,0.13898,716,3944,0.12819,0.14978
2002,3rd Quintile,Born in Germany or immigrated <1950,0.73316,3636,4067,0.71957,0.74676
2002,3rd Quintile,Not born in Germany,0.08091,431,4067,0.07253,0.08929
2002,4th Quintile,Born in Germany or immigrated <1950,0.77799,3967,4357,0.76565,0.79033
2002,4th Quintile,Not born in Germany,0.07550,390,4357,0.06766,0.08335
2002,5th Quintile,Born in Germany or immigrated <1950,0.85161,4638,4973,0.84173,0.86149
2002,5th Quintile,Not born in Germany,0.06303,335,4973,0.05627,0.06978
2003,1st Quintile,Born in Germany or immigrated <1950,0.60795,2642,3402,0.59154,0.62436
2003,1st Quintile,Not born in Germany,0.18239,760,3402,0.16941,0.19536
2003,2nd Quintile,Born in Germany or immigrated <1950,0.66755,3246,3870,0.65271,0.68240
2003,2nd Quintile,Not born in Germany,0.12871,624,3870,0.11816,0.13927
2003,3rd Quintile,Born in Germany or immigrated <1950,0.73456,3660,4128,0.72109,0.74803
2003,3rd Quintile,Not born in Germany,0.08592,468,4128,0.07737,0.09447
2003,4th Quintile,Born in Germany or immigrated <1950,0.78000,4021,4427,0.76780,0.79221
2003,4th Quintile,Not born in Germany,0.08021,406,4427,0.07221,0.08822
2003,5th Quintile,Born in Germany or immigrated <1950,0.83752,5974,6335,0.82843,0.84660
2003,5th Quintile,Not born in Germany,0.05936,361,6335,0.05354,0.06518
2004,1st Quintile,Born in Germany or immigrated <1950,0.60705,2557,3300,0.59038,0.62371
2004,1st Quintile,Not born in Germany,0.18681,743,3300,0.17351,0.20011
2004,2nd Quintile,Born in Germany or immigrated <1950,0.67038,3184,3817,0.65547,0.68530
2004,2nd Quintile,Not born in Germany,0.13317,633,3817,0.12239,0.14395
2004,3rd Quintile,Born in Germany or immigrated <1950,0.73475,3497,3939,0.72096,0.74853
2004,3rd Quintile,Not born in Germany,0.09266,442,3939,0.08361,0.10172
2004,4th Quintile,Born in Germany or immigrated <1950,0.77763,3980,4349,0.76527,0.78999
2004,4th Quintile,Not born in Germany,0.07995,369,4349,0.07189,0.08802
2004,5th Quintile,Born in Germany or immigrated <1950,0.84844,5856,6206,0.83952,0.85736
2004,5th Quintile,Not born in Germany,0.05446,350,6206,0.04881,0.06010
2005,1st Quintile,Born in Germany or immigrated <1950,0.61265,2514,3161,0.59567,0.62964
2005,1st Quintile,Not born in Germany,0.18274,647,3161,0.16926,0.19621
2005,2nd Quintile,Born in Germany or immigrated <1950,0.68237,3086,3686,0.66734,0.69740
2005,2nd Quintile,Not born in Germany,0.13804,600,3686,0.12690,0.14918
2005,3rd Quintile,Born in Germany or immigrated <1950,0.73705,3323,3744,0.72294,0.75115
2005,3rd Quintile,Not born in Germany,0.09302,421,3744,0.08371,0.10232
2005,4th Quintile,Born in Germany or immigrated <1950,0.78326,3832,4199,0.77080,0.79573
2005,4th Quintile,Not born in Germany,0.07625,367,4199,0.06822,0.08427
2005,5th Quintile,Born in Germany or immigrated <1950,0.84275,5574,5906,0.83347,0.85204
2005,5th Quintile,Not born in Germany,0.06066,332,5906,0.05457,0.06675
2006,1st Quintile,Born in Germany or immigrated <1950,0.61850,2410,3027,0.60119,0.63580
2006,1st Quintile,Not born in Germany,0.19253,617,3027,0.17848,0.20658
2006,2nd Quintile,Born in Germany or immigrated <1950,0.69085,2854,3357,0.67521,0.70648
2006,2nd Quintile,Not born in Germany,0.12437,503,3357,0.11320,0.13553
2006,3rd Quintile,Born in Germany or immigrated <1950,0.72580,3298,3701,0.71143,0.74017
2006,3rd Quintile,Not born in Germany,0.10391,403,3701,0.09407,0.11374
2006,4th Quintile,Born in Germany or immigrated <1950,0.77735,3679,4004,0.76447,0.79024
2006,4th Quintile,Not born in Germany,0.07993,325,4004,0.07153,0.08833
2006,5th Quintile,Born in Germany or immigrated <1950,0.84430,5245,5561,0.83476,0.85383
2006,5th Quintile,Not born in Germany,0.06407,316,5561,0.05763,0.07051
2007,1st Quintile,Born in Germany or immigrated <1950,0.64700,2647,3260,0.63059,0.66341
2007,1st Quintile,Not born in Germany,0.17907,613,3260,0.16591,0.19224
2007,2nd Quintile,Born in Germany or immigrated <1950,0.67301,3115,3636,0.65775,0.68826
2007,2nd Quintile,Not born in Germany,0.13586,521,3636,0.12473,0.14700
2007,3rd Quintile,Born in Germany or immigrated <1950,0.74161,3515,3901,0.72787,0.75535
2007,3rd Quintile,Not born in Germany,0.09659,386,3901,0.08732,0.10586
2007,4th Quintile,Born in Germany or immigrated <1950,0.79005,4065,4389,0.77800,0.80211
2007,4th Quintile,Not born in Germany,0.07191,324,4389,0.06427,0.07956
2007,5th Quintile,Born in Germany or immigrated <1950,0.84600,5371,5660,0.83660,0.85540
2007,5th Quintile,Not born in Germany,0.05809,289,5660,0.05199,0.06418
2008,1st Quintile,Born in Germany or immigrated <1950,0.62932,2505,3087,0.61228,0.64636
2008,1st Quintile,Not born in Germany,0.19180,582,3087,0.17791,0.20569
2008,2nd Quintile,Born in Germany or immigrated <1950,0.70221,2983,3407,0.68685,0.71757
2008,2nd Quintile,Not born in Germany,0.12125,424,3407,0.11028,0.13221
2008,3rd Quintile,Born in Germany or immigrated <1950,0.74066,3449,3818,0.72676,0.75457
2008,3rd Quintile,Not born in Germany,0.10092,369,3818,0.09137,0.11048
2008,4th Quintile,Born in Germany or immigrated <1950,0.79530,3687,3979,0.78276,0.80784
2008,4th Quintile,Not born in Germany,0.07291,292,3979,0.06483,0.08099
2008,5th Quintile,Born in Germany or immigrated <1950,0.85206,5035,5278,0.84248,0.86164
2008,5th Quintile,Not born in Germany,0.04979,243,5278,0.04392,0.05565
2009,1st Quintile,Born in Germany or immigrated <1950,0.65268,2417,2927,0.63543,0.66993
2009,1st Quintile,Not born in Germany,0.18094,510,2927,0.16699,0.19489
2009,2nd Quintile,Born in Germany or immigrated <1950,0.68967,2838,3229,0.67371,0.70563
2009,2nd Quintile,Not born in Germany,0.13099,391,3229,0.11935,0.14263
2009,3rd Quintile,Born in Germany or immigrated <1950,0.76477,3194,3477,0.75067,0.77887
2009,3rd Quintile,Not born in Germany,0.08556,283,3477,0.07626,0.09486
2009,4th Quintile,Born in Germany or immigrated <1950,0.79881,3514,3772,0.78601,0.81160
2009,4th Quintile,Not born in Germany,0.06157,258,3772,0.05390,0.06924
2009,5th Quintile,Born in Germany or immigrated <1950,0.84578,4620,4844,0.83560,0.85595
2009,5th Quintile,Not born in Germany,0.05793,224,4844,0.05135,0.06451
2010,1st Quintile,Born in Germany or immigrated <1950,0.72882,2243,2696,0.71203,0.74560
2010,1st Quintile,Not born in Germany,0.20411,453,2696,0.18890,0.21933
2010,2nd Quintile,Born in Germany or immigrated <1950,0.77627,2696,3035,0.76144,0.79109
2010,2nd Quintile,Not born in Germany,0.13198,339,3035,0.11993,0.14402
2010,3rd Quintile,Born in Germany or immigrated <1950,0.78748,2961,3217,0.77335,0.80162
2010,3rd Quintile,Not born in Germany,0.10341,256,3217,0.09289,0.11393
2010,4th Quintile,Born in Germany or immigrated <1950,0.81923,3230,3458,0.80640,0.83206
2010,4th Quintile,Not born in Germany,0.08035,228,3458,0.07128,0.08941
2010,5th Quintile,Born in Germany or immigrated <1950,0.86988,4225,4419,0.85996,0.87980
2010,5th Quintile,Not born in Germany,0.05529,194,4419,0.04855,0.06202
2011,1st Quintile,Born in Germany or immigrated <1950,0.64450,3670,4652,0.63074,0.65826
2011,1st Quintile,Not born in Germany,0.18380,982,4652,0.17266,0.19493
2011,2nd Quintile,Born in Germany or immigrated <1950,0.70372,3913,4532,0.69043,0.71702
2011,2nd Quintile,Not born in Germany,0.13426,619,4532,0.12434,0.14419
2011,3rd Quintile,Born in Germany or immigrated <1950,0.75809,3815,4172,0.74509,0.77108
2011,3rd Quintile,Not born in Germany,0.09316,357,4172,0.08434,0.10198
2011,4th Quintile,Born in Germany or immigrated <1950,0.79273,3806,4086,0.78030,0.80516
2011,4th Quintile,Not born in Germany,0.06982,280,4086,0.06201,0.07764
2011,5th Quintile,Born in Germany or immigrated <1950,0.83317,4578,4833,0.82266,0.84369
2011,5th Quintile,Not born in Germany,0.06091,255,4833,0.05416,0.06765
2012,1st Quintile,Born in Germany or immigrated <1950,0.63473,4497,5552,0.62206,0.64739
2012,1st Quintile,Not born in Germany,0.17840,1055,5552,0.16832,0.18847
2012,2nd Quintile,Born in Germany or immigrated <1950,0.68623,4362,5060,0.67344,0.69902
2012,2nd Quintile,Not born in Germany,0.14957,698,5060,0.13974,0.15940
2012,3rd Quintile,Born in Germany or immigrated <1950,0.74363,4488,4930,0.73144,0.75582
2012,3rd Quintile,Not born in Germany,0.10097,442,4930,0.09256,0.10938
2012,4th Quintile,Born in Germany or immigrated <1950,0.78745,4512,4851,0.77594,0.79896
2012,4th Quintile,Not born in Germany,0.07484,339,4851,0.06743,0.08224
2012,5th Quintile,Born in Germany or immigrated <1950,0.82722,5009,5299,0.81703,0.83740
2012,5th Quintile,Not born in Germany,0.06852,290,5299,0.06171,0.07532
2013,1st Quintile,Born in Germany or immigrated <1950,0.70697,4383,5376,0.69481,0.71914
2013,1st Quintile,Not born in Germany,0.12453,993,5376,0.11571,0.13336
2013,2nd Quintile,Born in Germany or immigrated <1950,0.74973,4640,5345,0.73812,0.76135
2013,2nd Quintile,Not born in Germany,0.09769,705,5345,0.08973,0.10565
2013,3rd Quintile,Born in Germany or immigrated <1950,0.78756,4561,5022,0.77625,0.79888
2013,3rd Quintile,Not born in Germany,0.06518,461,5022,0.05835,0.07200
2013,4th Quintile,Born in Germany or immigrated <1950,0.82267,4635,4957,0.81204,0.83331
2013,4th Quintile,Not born in Germany,0.05045,322,4957,0.04436,0.05654
2013,5th Quintile,Born in Germany or immigrated <1950,0.85373,5201,5533,0.84442,0.86304
2013,5th Quintile,Not born in Germany,0.05210,332,5533,0.04624,0.05795
2014,1st Quintile,Born in Germany or immigrated <1950,0.60429,4028,6000,0.59192,0.61667
2014,1st Quintile,Not born in Germany,0.20041,1972,6000,0.19028,0.21054
2014,2nd Quintile,Born in Germany or immigrated <1950,0.68355,4360,5671,0.67145,0.69566
2014,2nd Quintile,Not born in Germany,0.14856,1311,5671,0.13930,0.15782
2014,3rd Quintile,Born in Germany or immigrated <1950,0.74199,4384,5278,0.73018,0.75379
2014,3rd Quintile,Not born in Germany,0.11041,894,5278,0.10195,0.11886
2014,4th Quintile,Born in Germany or immigrated <1950,0.79782,4636,5238,0.78694,0.80869
2014,4th Quintile,Not born in Germany,0.07219,602,5238,0.06518,0.07920
2014,5th Quintile,Born in Germany or immigrated <1950,0.83306,4969,5461,0.82317,0.84295
2014,5th Quintile,Not born in Germany,0.07155,492,5461,0.06472,0.07839
2015,1st Quintile,Born in Germany or immigrated <1950,0.62103,3637,5229,0.60788,0.63418
2015,1st Quintile,Not born in Germany,0.19363,1592,5229,0.18292,0.20434
2015,2nd Quintile,Born in Germany or immigrated <1950,0.69880,4273,5419,0.68658,0.71101
2015,2nd Quintile,Not born in Germany,0.14161,1146,5419,0.13233,0.15089
2015,3rd Quintile,Born in Germany or immigrated <1950,0.75347,4183,4996,0.74151,0.76542
2015,3rd Quintile,Not born in Germany,0.09803,813,4996,0.08979,0.10628
2015,4th Quintile,Born in Germany or immigrated <1950,0.80432,4350,4855,0.79316,0.81548
2015,4th Quintile,Not born in Germany,0.06804,505,4855,0.06096,0.07512
2015,5th Quintile,Born in Germany or immigrated <1950,0.83119,4714,5168,0.82097,0.84140
2015,5th Quintile,Not born in Germany,0.07201,454,5168,0.06496,0.07906
2016,1st Quintile,Born in Germany or immigrated <1950,0.60261,3386,5201,0.58931,0.61591
2016,1st Quintile,Not born in Germany,0.19960,1815,5201,0.18874,0.21047
2016,2nd Quintile,Born in Germany or immigrated <1950,0.67522,4006,5303,0.66261,0.68782
2016,2nd Quintile,Not born in Germany,0.16377,1297,5303,0.15381,0.17373
2016,3rd Quintile,Born in Germany or immigrated <1950,0.73832,3947,4746,0.72582,0.75083
2016,3rd Quintile,Not born in Germany,0.10712,799,4746,0.09832,0.11592
2016,4th Quintile,Born in Germany or immigrated <1950,0.78948,4060,4671,0.77778,0.80117
