year,bula_h,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Mecklenburg-Western Pomerania,Born in Germany or immigrated <1950,0.76493,494,494,0.72750,0.80236
1990,Saxony,Born in Germany or immigrated <1950,0.76388,1299,1338,0.74111,0.78664
1990,Saxony,Not born in Germany,0.02308,39,1338,0.01504,0.03113
1990,Saxony-Anhalt,Born in Germany or immigrated <1950,0.76563,781,813,0.73649,0.79477
1990,Saxony-Anhalt,Not born in Germany,0.03695,32,813,0.02397,0.04992
1990,Thuringa,Born in Germany or immigrated <1950,0.73845,718,718,0.70628,0.77062
1991,Schleswig-Holstein,Born in Germany or immigrated <1950,0.73685,264,299,0.68686,0.78685
1991,Schleswig-Holstein,Not born in Germany,0.04475,35,299,0.02128,0.06823
1991,Hamburg,Born in Germany or immigrated <1950,0.79920,123,161,0.73712,0.86127
1991,Hamburg,Not born in Germany,0.08980,38,161,0.04550,0.13410
1991,Lower Saxony,Born in Germany or immigrated <1950,0.78049,825,973,0.75447,0.80651
1991,Lower Saxony,Not born in Germany,0.06449,148,973,0.04905,0.07993
1991,Bremen,Born in Germany or immigrated <1950,0.77945,81,81,0.68859,0.87031
1991,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.72408,1895,2547,0.70671,0.74144
1991,North Rhine-Westphalia,Not born in Germany,0.09699,652,2547,0.08550,0.10849
1991,Hesse,Born in Germany or immigrated <1950,0.70336,629,967,0.67455,0.73216
1991,Hesse,Not born in Germany,0.13985,338,967,0.11798,0.16172
1991,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.78499,555,669,0.75384,0.81615
1991,"Rhineland-Palatinate, Saarland",Not born in Germany,0.05986,114,669,0.04187,0.07785
1991,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.66777,1114,1797,0.64598,0.68955
1991,Baden-Wuerttemberg,Not born in Germany,0.14384,683,1797,0.12761,0.16007
1991,Bavaria,Born in Germany or immigrated <1950,0.72977,1244,1603,0.70803,0.75152
1991,Bavaria,Not born in Germany,0.09569,359,1603,0.08129,0.11010
1991,Berlin,Born in Germany or immigrated <1950,0.74662,492,605,0.71193,0.78130
1991,Berlin,Not born in Germany,0.09420,113,605,0.07090,0.11750
1991,Brandenburg,Born in Germany or immigrated <1950,0.77883,659,659,0.74711,0.81054
1991,Mecklenburg-Western Pomerania,Born in Germany or immigrated <1950,0.76712,460,460,0.72845,0.80579
1991,Saxony,Born in Germany or immigrated <1950,0.78436,1189,1229,0.76135,0.80736
1991,Saxony,Not born in Germany,0.03035,40,1229,0.02075,0.03994
1991,Saxony-Anhalt,Born in Germany or immigrated <1950,0.78657,764,764,0.75750,0.81565
1991,Thuringa,Born in Germany or immigrated <1950,0.75347,670,670,0.72081,0.78613
1992,Schleswig-Holstein,Born in Germany or immigrated <1950,0.73530,242,242,0.67960,0.79100
1992,Hamburg,Born in Germany or immigrated <1950,0.77492,114,152,0.70830,0.84153
1992,Hamburg,Not born in Germany,0.10233,38,152,0.05399,0.15068
1992,Lower Saxony,Born in Germany or immigrated <1950,0.77142,831,970,0.74498,0.79786
1992,Lower Saxony,Not born in Germany,0.06317,139,970,0.04786,0.07849
1992,Bremen,Born in Germany or immigrated <1950,0.81777,83,83,0.73422,0.90133
1992,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.71806,1888,2523,0.70050,0.73562
1992,North Rhine-Westphalia,Not born in Germany,0.10138,635,2523,0.08960,0.11316
1992,Hesse,Born in Germany or immigrated <1950,0.70884,633,953,0.67998,0.73770
1992,Hesse,Not born in Germany,0.14200,320,953,0.11982,0.16417
1992,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.77815,548,660,0.74642,0.80987
1992,"Rhineland-Palatinate, Saarland",Not born in Germany,0.06146,112,660,0.04312,0.07980
1992,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.65450,1087,1760,0.63227,0.67672
1992,Baden-Wuerttemberg,Not born in Germany,0.15382,673,1760,0.13696,0.17069
1992,Bavaria,Born in Germany or immigrated <1950,0.72269,1280,1640,0.70102,0.74436
1992,Bavaria,Not born in Germany,0.10225,360,1640,0.08758,0.11692
1992,Berlin,Born in Germany or immigrated <1950,0.75077,495,598,0.71607,0.78547
1992,Berlin,Not born in Germany,0.09380,103,598,0.07041,0.11719
1992,Brandenburg,Born in Germany or immigrated <1950,0.78720,641,641,0.75549,0.81891
1992,Mecklenburg-Western Pomerania,Born in Germany or immigrated <1950,0.77490,404,404,0.73413,0.81568
1992,Saxony,Born in Germany or immigrated <1950,0.78327,1121,1162,0.75957,0.80697
1992,Saxony,Not born in Germany,0.03298,41,1162,0.02271,0.04325
1992,Saxony-Anhalt,Born in Germany or immigrated <1950,0.79741,740,772,0.76904,0.82578
1992,Saxony-Anhalt,Not born in Germany,0.04470,32,772,0.03011,0.05928
1992,Thuringa,Born in Germany or immigrated <1950,0.75302,658,658,0.72004,0.78599
1993,Schleswig-Holstein,Born in Germany or immigrated <1950,0.75714,255,287,0.70745,0.80684
1993,Schleswig-Holstein,Not born in Germany,0.05252,32,287,0.02667,0.07837
1993,Hamburg,Born in Germany or immigrated <1950,0.80676,110,143,0.74181,0.87170
1993,Hamburg,Not born in Germany,0.09713,33,143,0.04843,0.14584
1993,Lower Saxony,Born in Germany or immigrated <1950,0.76136,836,979,0.73465,0.78808
1993,Lower Saxony,Not born in Germany,0.06574,143,979,0.05020,0.08127
1993,Bremen,Born in Germany or immigrated <1950,0.80218,79,79,0.71377,0.89058
1993,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.70370,1876,2501,0.68580,0.72160
1993,North Rhine-Westphalia,Not born in Germany,0.10958,625,2501,0.09733,0.12182
1993,Hesse,Born in Germany or immigrated <1950,0.69032,622,932,0.66062,0.72002
1993,Hesse,Not born in Germany,0.15617,310,932,0.13285,0.17949
1993,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.76967,541,640,0.73702,0.80232
1993,"Rhineland-Palatinate, Saarland",Not born in Germany,0.06447,99,640,0.04543,0.08351
1993,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.65284,1114,1780,0.63072,0.67496
1993,Baden-Wuerttemberg,Not born in Germany,0.15670,666,1780,0.13981,0.17360
1993,Bavaria,Born in Germany or immigrated <1950,0.72585,1277,1619,0.70412,0.74759
1993,Bavaria,Not born in Germany,0.10544,342,1619,0.09047,0.12040
1993,Berlin,Born in Germany or immigrated <1950,0.73606,483,575,0.70000,0.77212
1993,Berlin,Not born in Germany,0.09242,92,575,0.06872,0.11611
1993,Brandenburg,Born in Germany or immigrated <1950,0.79524,611,611,0.76322,0.82726
1993,Mecklenburg-Western Pomerania,Born in Germany or immigrated <1950,0.76129,394,394,0.71914,0.80343
1993,Saxony,Born in Germany or immigrated <1950,0.78881,1080,1118,0.76488,0.81275
1993,Saxony,Not born in Germany,0.03195,38,1118,0.02164,0.04227
1993,Saxony-Anhalt,Born in Germany or immigrated <1950,0.78509,708,739,0.75546,0.81473
1993,Saxony-Anhalt,Not born in Germany,0.04620,31,739,0.03106,0.06135
1993,Thuringa,Born in Germany or immigrated <1950,0.76793,640,640,0.73519,0.80066
1994,Schleswig-Holstein,Born in Germany or immigrated <1950,0.76782,261,261,0.71650,0.81914
1994,Hamburg,Born in Germany or immigrated <1950,0.77785,110,143,0.70948,0.84622
1994,Hamburg,Not born in Germany,0.10361,33,143,0.05348,0.15373
1994,Lower Saxony,Born in Germany or immigrated <1950,0.75708,834,967,0.73003,0.78412
1994,Lower Saxony,Not born in Germany,0.06957,133,967,0.05352,0.08561
1994,Bremen,Born in Germany or immigrated <1950,0.78269,75,75,0.68872,0.87665
1994,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.70374,1871,2448,0.68565,0.72184
1994,North Rhine-Westphalia,Not born in Germany,0.11000,577,2448,0.09761,0.12240
1994,Hesse,Born in Germany or immigrated <1950,0.70014,622,920,0.67052,0.72977
1994,Hesse,Not born in Germany,0.15392,298,920,0.13058,0.17725
1994,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.75256,533,635,0.71897,0.78615
1994,"Rhineland-Palatinate, Saarland",Not born in Germany,0.07142,102,635,0.05138,0.09147
1994,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.64773,1100,1732,0.62523,0.67024
1994,Baden-Wuerttemberg,Not born in Germany,0.16148,632,1732,0.14414,0.17881
1994,Bavaria,Born in Germany or immigrated <1950,0.71058,1259,1587,0.68827,0.73290
1994,Bavaria,Not born in Germany,0.11077,328,1587,0.09532,0.12621
1994,Berlin,Born in Germany or immigrated <1950,0.73166,465,552,0.69466,0.76866
1994,Berlin,Not born in Germany,0.09405,87,552,0.06968,0.11842
1994,Brandenburg,Born in Germany or immigrated <1950,0.79772,588,588,0.76523,0.83022
1994,Mecklenburg-Western Pomerania,Born in Germany or immigrated <1950,0.76356,400,400,0.72186,0.80525
1994,Saxony,Born in Germany or immigrated <1950,0.78942,1087,1128,0.76562,0.81323
1994,Saxony,Not born in Germany,0.03662,41,1128,0.02565,0.04759
1994,Saxony-Anhalt,Born in Germany or immigrated <1950,0.78526,671,703,0.75488,0.81563
1994,Saxony-Anhalt,Not born in Germany,0.05359,32,703,0.03693,0.07024
1994,Thuringa,Born in Germany or immigrated <1950,0.75578,640,640,0.72246,0.78909
1995,Schleswig-Holstein,Born in Germany or immigrated <1950,0.73605,250,284,0.68470,0.78741
1995,Schleswig-Holstein,Not born in Germany,0.05772,34,284,0.03055,0.08489
1995,Hamburg,Born in Germany or immigrated <1950,0.80645,104,104,0.73015,0.88275
1995,Lower Saxony,Born in Germany or immigrated <1950,0.70530,833,1043,0.67762,0.73298
1995,Lower Saxony,Not born in Germany,0.10471,210,1043,0.08612,0.12330
1995,Bremen,Born in Germany or immigrated <1950,0.75723,75,75,0.65953,0.85492
1995,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.69043,1894,2583,0.67260,0.70827
1995,North Rhine-Westphalia,Not born in Germany,0.12854,689,2583,0.11563,0.14144
1995,Hesse,Born in Germany or immigrated <1950,0.67083,626,944,0.64084,0.70083
1995,Hesse,Not born in Germany,0.17433,318,944,0.15012,0.19855
1995,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.68390,532,712,0.64973,0.71808
1995,"Rhineland-Palatinate, Saarland",Not born in Germany,0.12140,180,712,0.09740,0.14541
1995,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.63842,1113,1791,0.61616,0.66068
1995,Baden-Wuerttemberg,Not born in Germany,0.17128,678,1791,0.15382,0.18873
1995,Bavaria,Born in Germany or immigrated <1950,0.69490,1294,1689,0.67294,0.71687
1995,Bavaria,Not born in Germany,0.12863,395,1689,0.11266,0.14461
1995,Berlin,Born in Germany or immigrated <1950,0.71402,471,569,0.67686,0.75118
1995,Berlin,Not born in Germany,0.11999,98,569,0.09327,0.14672
1995,Brandenburg,Born in Germany or immigrated <1950,0.80080,571,571,0.76802,0.83359
1995,Mecklenburg-Western Pomerania,Born in Germany or immigrated <1950,0.78903,403,403,0.74915,0.82892
1995,Saxony,Born in Germany or immigrated <1950,0.78861,1057,1099,0.76446,0.81276
1995,Saxony,Not born in Germany,0.03736,42,1099,0.02614,0.04858
1995,Saxony-Anhalt,Born in Germany or immigrated <1950,0.79231,655,689,0.76200,0.82262
1995,Saxony-Anhalt,Not born in Germany,0.05694,34,689,0.03963,0.07426
1995,Thuringa,Born in Germany or immigrated <1950,0.75709,627,627,0.72350,0.79069
1996,Schleswig-Holstein,Born in Germany or immigrated <1950,0.73828,254,254,0.68412,0.79245
1996,Hamburg,Born in Germany or immigrated <1950,0.80894,101,101,0.73188,0.88599
1996,Lower Saxony,Born in Germany or immigrated <1950,0.71220,848,1042,0.68470,0.73971
1996,Lower Saxony,Not born in Germany,0.10269,194,1042,0.08425,0.12113
1996,Bremen,Born in Germany or immigrated <1950,0.70201,74,74,0.59708,0.80693
1996,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.69493,1897,2554,0.67707,0.71279
1996,North Rhine-Westphalia,Not born in Germany,0.12802,657,2554,0.11506,0.14098
1996,Hesse,Born in Germany or immigrated <1950,0.66700,617,908,0.63633,0.69767
1996,Hesse,Not born in Germany,0.17555,291,908,0.15079,0.20031
1996,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.68521,524,692,0.65058,0.71983
1996,"Rhineland-Palatinate, Saarland",Not born in Germany,0.11973,168,692,0.09552,0.14393
1996,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.63871,1083,1704,0.61589,0.66152
1996,Baden-Wuerttemberg,Not born in Germany,0.16731,621,1704,0.14958,0.18503
1996,Bavaria,Born in Germany or immigrated <1950,0.69885,1280,1660,0.67678,0.72093
1996,Bavaria,Not born in Germany,0.12660,380,1660,0.11060,0.14260
1996,Berlin,Born in Germany or immigrated <1950,0.71930,461,542,0.68144,0.75717
1996,Berlin,Not born in Germany,0.11063,81,542,0.08420,0.13706
1996,Brandenburg,Born in Germany or immigrated <1950,0.80199,581,581,0.76956,0.83442
1996,Mecklenburg-Western Pomerania,Born in Germany or immigrated <1950,0.80146,388,388,0.76171,0.84120
1996,Saxony,Born in Germany or immigrated <1950,0.79083,1068,1109,0.76688,0.81478
1996,Saxony,Not born in Germany,0.03779,41,1109,0.02656,0.04902
1996,Saxony-Anhalt,Born in Germany or immigrated <1950,0.78771,640,674,0.75682,0.81861
1996,Saxony-Anhalt,Not born in Germany,0.06091,34,674,0.04284,0.07898
1996,Thuringa,Born in Germany or immigrated <1950,0.76076,634,634,0.72753,0.79400
1997,Schleswig-Holstein,Born in Germany or immigrated <1950,0.74523,247,247,0.69078,0.79968
1997,Hamburg,Born in Germany or immigrated <1950,0.81876,100,100,0.74287,0.89464
1997,Lower Saxony,Born in Germany or immigrated <1950,0.71991,847,1037,0.69256,0.74725
1997,Lower Saxony,Not born in Germany,0.09630,190,1037,0.07834,0.11427
1997,Bremen,Born in Germany or immigrated <1950,0.69492,73,73,0.58857,0.80128
1997,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.70256,1898,2507,0.68466,0.72046
1997,North Rhine-Westphalia,Not born in Germany,0.12209,609,2507,0.10927,0.13491
1997,Hesse,Born in Germany or immigrated <1950,0.65329,574,847,0.62122,0.68536
1997,Hesse,Not born in Germany,0.18650,273,847,0.16025,0.21274
1997,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.69587,539,712,0.66205,0.72968
1997,"Rhineland-Palatinate, Saarland",Not born in Germany,0.12264,173,712,0.09853,0.14675
1997,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.63068,1088,1706,0.60777,0.65358
1997,Baden-Wuerttemberg,Not born in Germany,0.17232,618,1706,0.15439,0.19024
1997,Bavaria,Born in Germany or immigrated <1950,0.69387,1274,1623,0.67144,0.71630
1997,Bavaria,Not born in Germany,0.12701,349,1623,0.11080,0.14321
1997,Berlin,Born in Germany or immigrated <1950,0.72036,440,510,0.68137,0.75935
1997,Berlin,Not born in Germany,0.10517,70,510,0.07852,0.13182
1997,Brandenburg,Born in Germany or immigrated <1950,0.82081,581,581,0.78960,0.85202
1997,Mecklenburg-Western Pomerania,Born in Germany or immigrated <1950,0.81299,378,378,0.77363,0.85235
1997,Saxony,Born in Germany or immigrated <1950,0.79897,1049,1087,0.77514,0.82281
1997,Saxony,Not born in Germany,0.03616,38,1087,0.02505,0.04726
1997,Saxony-Anhalt,Born in Germany or immigrated <1950,0.80589,634,666,0.77583,0.83595
1997,Saxony-Anhalt,Not born in Germany,0.05901,32,666,0.04110,0.07692
1997,Thuringa,Born in Germany or immigrated <1950,0.74632,635,635,0.71245,0.78019
1998,Schleswig-Holstein,Born in Germany or immigrated <1950,0.75871,321,321,0.71183,0.80559
1998,Hamburg,Born in Germany or immigrated <1950,0.82748,133,133,0.76302,0.89194
1998,Lower Saxony,Born in Germany or immigrated <1950,0.72010,1013,1197,0.69466,0.74555
1998,Lower Saxony,Not born in Germany,0.09112,184,1197,0.07481,0.10743
