year,age_gr,regtyp,plj0589,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,17-29 y.,Rural regions,Sometimes,0.15569,166,881,0.13173,0.17964
2021,17-29 y.,Rural regions,Seldom,0.33022,287,881,0.29915,0.36130
2021,17-29 y.,Rural regions,Never,0.35186,329,881,0.32030,0.38341
2021,30-45 y.,Urban regions,Very often,0.02407,142,3758,0.01917,0.02897
2021,30-45 y.,Urban regions,Often,0.06496,306,3758,0.05708,0.07284
2021,30-45 y.,Urban regions,Sometimes,0.12229,577,3758,0.11181,0.13276
2021,30-45 y.,Urban regions,Seldom,0.30857,959,3758,0.29380,0.32334
2021,30-45 y.,Urban regions,Never,0.47548,1774,3758,0.45951,0.49145
2021,30-45 y.,Rural regions,Very often,0.01640,41,1571,0.01012,0.02268
2021,30-45 y.,Rural regions,Often,0.06343,127,1571,0.05138,0.07549
2021,30-45 y.,Rural regions,Sometimes,0.15850,233,1571,0.14043,0.17656
2021,30-45 y.,Rural regions,Seldom,0.31597,440,1571,0.29298,0.33897
2021,30-45 y.,Rural regions,Never,0.43894,730,1571,0.41439,0.46348
2021,46-65 y.,Urban regions,Very often,0.01479,109,4848,0.01139,0.01819
2021,46-65 y.,Urban regions,Often,0.05244,274,4848,0.04616,0.05872
2021,46-65 y.,Urban regions,Sometimes,0.10093,478,4848,0.09245,0.10941
2021,46-65 y.,Urban regions,Seldom,0.28514,1232,4848,0.27243,0.29785
2021,46-65 y.,Urban regions,Never,0.54350,2755,4848,0.52948,0.55753
2021,46-65 y.,Rural regions,Very often,0.01928,48,2461,0.01385,0.02472
2021,46-65 y.,Rural regions,Often,0.05895,136,2461,0.04964,0.06826
2021,46-65 y.,Rural regions,Sometimes,0.10541,240,2461,0.09328,0.11755
2021,46-65 y.,Rural regions,Seldom,0.32413,714,2461,0.30564,0.34263
2021,46-65 y.,Rural regions,Never,0.48824,1323,2461,0.46849,0.50800
2021,66 and older,Urban regions,Often,0.04150,78,2234,0.03323,0.04977
2021,66 and older,Urban regions,Sometimes,0.09645,185,2234,0.08420,0.10869
2021,66 and older,Urban regions,Seldom,0.29403,671,2234,0.27514,0.31293
2021,66 and older,Urban regions,Never,0.55614,1300,2234,0.53554,0.57675
2021,66 and older,Rural regions,Often,0.03714,55,1309,0.02689,0.04739
2021,66 and older,Rural regions,Sometimes,0.10627,122,1309,0.08956,0.12297
2021,66 and older,Rural regions,Seldom,0.32379,385,1309,0.29843,0.34915
2021,66 and older,Rural regions,Never,0.51756,747,1309,0.49048,0.54464
