"year","bildungsniveau","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"1994","AkademikerIn","maennlich","6.65","6.5","911","3","5","8","9","10","6.51","6.79","0","10","7","7"
"1994","AkademikerIn","weiblich","6.43","6.5","738","3","5","8","9","10","6.27","6.59","0","10","7","7"
"1994","Hauptschule","maennlich","6.13","5.5","2893","3","5","8","9","10","6.05","6.21","0","10","6","6"
"1994","Hauptschule","weiblich","6.27","6.5","3098","3","5","8","9","10","6.19","6.35","0","10","6","7"
"1994","Realschule","maennlich","6.11","5.5","1334","3","5","8","9","10","5.99","6.23","0","10","6","6"
"1994","Realschule","weiblich","6.26","6.5","1640","3","5","8","9","10","6.14","6.38","0","10","6","7"
"1995","(Fach-)Abitur","maennlich","5.99","5.5","540","3","4","8","9","10","5.79","6.19","0","10","6","7"
"1995","(Fach-)Abitur","weiblich","6.43","6.5","493","3","5","8","9","10","6.22","6.64","0","10","6","7"
"1995","(noch) kein Abschluss","maennlich","5.82","5.5","351","3","4","8","9","10","5.58","6.06","0","10","5","6"
"1995","(noch) kein Abschluss","weiblich","6.05","5.5","433","3","5","8","9","10","5.83","6.27","0","10","6","6"
"1995","AkademikerIn","maennlich","6.73","6.5","951","4","5","8","9","10","6.6","6.86","0","10","7","7"
"1995","AkademikerIn","weiblich","6.29","6.5","794","3","5","8","9","10","6.13","6.45","0","10","6","7"
"1995","Hauptschule","maennlich","6.2","5.5","2932","3","5","8","9","10","6.12","6.28","0","10","6","6"
"1995","Hauptschule","weiblich","6.37","6.5","3109","3","5","8","9","10","6.29","6.45","0","10","6","7"
"1995","Realschule","maennlich","6.16","5.5","1331","3","5","8","9","10","6.04","6.28","0","10","6","6"
"1995","Realschule","weiblich","6.31","6.5","1706","3","5","8","9","10","6.2","6.42","0","10","6","7"
"1996","(Fach-)Abitur","maennlich","6.07","6.5","516","3","5","8","9","10","5.87","6.27","0","10","6","7"
"1996","(Fach-)Abitur","weiblich","6.53","6.5","494","3","5","8","9","10","6.33","6.73","0","10","6","7"
"1996","(noch) kein Abschluss","maennlich","5.92","5.5","339","2","4","8","9","10","5.67","6.17","0","10","6","7"
"1996","(noch) kein Abschluss","weiblich","6.17","5.5","424","3","5","8","9","10","5.95","6.39","0","10","6","6"
"1996","AkademikerIn","maennlich","6.82","6.5","962","4","5","8","9","10","6.69","6.95","0","10","7","7"
"1996","AkademikerIn","weiblich","6.61","6.5","795","3","5","8","9","10","6.46","6.76","0","10","7","7"
"1996","Hauptschule","maennlich","6.22","6.5","2840","3","5","8","9","10","6.14","6.3","0","10","6","7"
"1996","Hauptschule","weiblich","6.4","6.5","3019","3","5","8","9","10","6.32","6.48","0","10","6","7"
"1996","Realschule","maennlich","6.18","6.5","1347","3","5","8","9","10","6.06","6.3","0","10","6","6"
"1996","Realschule","weiblich","6.36","6.5","1702","3","5","8","9","10","6.25","6.47","0","10","6","7"
"1997","(Fach-)Abitur","maennlich","6.03","5.5","499","3","5","8","8","10","5.84","6.22","0","10","6","7"
"1997","(Fach-)Abitur","weiblich","6.25","6.5","484","3","5","8","9","10","6.05","6.45","0","10","6","7"
"1997","(noch) kein Abschluss","maennlich","5.68","4.5","342","3","4","8","9","10","5.44","5.92","0","10","5","6"
"1997","(noch) kein Abschluss","weiblich","5.96","5.5","415","3","5","8","9","10","5.74","6.18","0","10","5","6"
"1997","AkademikerIn","maennlich","6.71","6.5","961","4","6","8","9","10","6.58","6.84","0","10","7","7"
"1997","AkademikerIn","weiblich","6.46","6.5","798","3","5","8","9","10","6.32","6.6","0","10","6","7"
"1997","Hauptschule","maennlich","5.94","5.5","2765","3","5","8","8","10","5.86","6.02","0","10","6","6"
"1997","Hauptschule","weiblich","6.11","5.5","2912","3","5","8","9","10","6.03","6.19","0","10","6","6"
"1997","Realschule","maennlich","6.01","5.5","1335","3","5","8","9","10","5.89","6.13","0","10","6","6"
"1997","Realschule","weiblich","6.23","6.5","1671","3","5","8","9","10","6.12","6.34","0","10","6","6"
"1998","(Fach-)Abitur","maennlich","6.04","6.5","542","3","5","8","9","10","5.85","6.23","0","10","6","7"
"1998","(Fach-)Abitur","weiblich","6.45","6.5","566","3","5","8","9","10","6.26","6.64","0","10","7","7"
"1998","(noch) kein Abschluss","maennlich","5.94","5.5","336","3","4","8","9","10","5.7","6.18","0","10","6","6"
"1998","(noch) kein Abschluss","weiblich","5.83","5.5","400","2","4","8","9","10","5.59","6.07","0","10","5","6"
"1998","AkademikerIn","maennlich","6.76","6.5","1070","3","5","8","9","10","6.63","6.89","0","10","7","7"
"1998","AkademikerIn","weiblich","6.47","6.5","886","3","5","8","9","10","6.32","6.62","0","10","6","7"
"1998","Hauptschule","maennlich","6.11","5.5","2960","3","5","8","9","10","6.03","6.19","0","10","6","6"
"1998","Hauptschule","weiblich","6.28","6.5","3107","3","5","8","9","10","6.2","6.36","0","10","6","7"
"1998","Realschule","maennlich","6.03","5.5","1486","3","5","8","9","10","5.92","6.14","0","10","6","6"
"1998","Realschule","weiblich","6.26","6.5","1845","3","5","8","9","10","6.15","6.37","0","10","6","7"
"1999","(Fach-)Abitur","maennlich","6.05","6.5","528","2","5","8","9","10","5.86","6.24","0","10","6","7"
"1999","(Fach-)Abitur","weiblich","6.44","6.5","584","4","5","8","9","10","6.27","6.61","0","10","6","7"
"1999","(noch) kein Abschluss","maennlich","5.99","5.5","320","3","5","8","9","10","5.75","6.23","0","10","5","6"
"1999","(noch) kein Abschluss","weiblich","6.09","5.5","384","3","5","8","9","10","5.86","6.32","0","10","6","6"
"1999","AkademikerIn","maennlich","6.81","6.5","1071","4","6","8","9","10","6.69","6.93","0","10","7","7"
"1999","AkademikerIn","weiblich","6.6","6.5","873","3","5","8","9","10","6.46","6.74","0","10","7","7"
"1999","Hauptschule","maennlich","6.16","5.5","2910","3","5","8","9","10","6.08","6.24","0","10","6","6"
"1999","Hauptschule","weiblich","6.33","6.5","3012","3","5","8","9","10","6.25","6.41","0","10","6","7"
"1999","Realschule","maennlich","6.25","6.5","1478","3","5","8","9","10","6.14","6.36","0","10","6","7"
"1999","Realschule","weiblich","6.31","6.5","1837","3","5","8","9","10","6.2","6.42","0","10","6","7"
"2000","(Fach-)Abitur","maennlich","6.16","6.5","1083","3","5","8","9","10","6.02","6.3","0","10","6","7"
"2000","(Fach-)Abitur","weiblich","6.73","6.5","1198","4","5","8","9","10","6.61","6.85","0","10","7","7"
"2000","(noch) kein Abschluss","maennlich","5.79","5.5","370","2","4","8","9","10","5.53","6.05","0","10","6","7"
"2000","(noch) kein Abschluss","weiblich","5.94","5.5","435","3","5","8","9","10","5.71","6.17","0","10","6","6"
"2000","AkademikerIn","maennlich","7.03","6.5","2151","4","6","8","10","10","6.94","7.12","0","10","7","7"
"2000","AkademikerIn","weiblich","6.86","6.5","1642","4","5","8","10","10","6.75","6.97","0","10","7","7"
"2000","Hauptschule","maennlich","6.31","6.5","5066","3","5","8","9","10","6.25","6.37","0","10","6","7"
"2000","Hauptschule","weiblich","6.47","6.5","5448","3","5","8","9","10","6.41","6.53","0","10","7","7"
"2000","Realschule","maennlich","6.33","6.5","2654","3","5","8","9","10","6.24","6.42","0","10","6","7"
"2000","Realschule","weiblich","6.54","6.5","3516","3","5","8","9","10","6.46","6.62","0","10","7","7"
"2001","(Fach-)Abitur","maennlich","6.32","6.5","1016","3","5","8","9","10","6.19","6.45","0","10","7","7"
"2001","(Fach-)Abitur","weiblich","6.69","6.5","1155","4","5","8","10","10","6.56","6.82","0","10","7","7"
"2001","(noch) kein Abschluss","maennlich","6.23","5.5","378","3","5","8","9","10","6","6.46","0","10","6","7"
"2001","(noch) kein Abschluss","weiblich","6.2","5.5","428","3","5","8","9","10","5.97","6.43","0","10","6","7"
"2001","AkademikerIn","maennlich","7.06","7.5","1980","4","6","8","9","10","6.97","7.15","0","10","7","8"
"2001","AkademikerIn","weiblich","7.03","6.5","1548","4","5","9","10","10","6.92","7.14","0","10","7","7"
"2001","Hauptschule","maennlich","6.4","6.5","4478","3","5","8","9","10","6.33","6.47","0","10","7","7"
"2001","Hauptschule","weiblich","6.52","6.5","4784","3","5","8","9","10","6.46","6.58","0","10","7","7"
"2001","Realschule","maennlich","6.41","6.5","2454","3","5","8","9","10","6.32","6.5","0","10","7","7"
"2001","Realschule","weiblich","6.57","6.5","3229","3","5","8","9","10","6.49","6.65","0","10","7","7"
"2002","(Fach-)Abitur","maennlich","6.11","5.5","1111","3","5","8","9","10","5.98","6.24","0","10","7","7"
"2002","(Fach-)Abitur","weiblich","6.52","6.5","1282","4","5","8","9","10","6.4","6.64","0","10","7","7"
"2002","(noch) kein Abschluss","maennlich","6.01","5.5","379","3","5","8","9","10","5.77","6.25","0","10","6","7"
"2002","(noch) kein Abschluss","weiblich","6.01","5.5","404","3","4","8","9","10","5.79","6.23","0","10","6","7"
"2002","AkademikerIn","maennlich","6.84","6.5","2586","4","6","8","9","10","6.76","6.92","0","10","8","8"
"2002","AkademikerIn","weiblich","6.79","6.5","1950","3","5","8","9","10","6.7","6.88","0","10","8","8"
"2002","Hauptschule","maennlich","6.13","5.5","4234","3","5","8","9","10","6.06","6.2","0","10","6","7"
"2002","Hauptschule","weiblich","6.25","6.5","4562","3","5","8","9","10","6.19","6.31","0","10","7","7"
"2002","Realschule","maennlich","6.14","6.5","2523","3","5","8","9","10","6.05","6.23","0","10","7","7"
"2002","Realschule","weiblich","6.3","6.5","3386","3","5","8","9","10","6.22","6.38","0","10","7","7"
"2003","(Fach-)Abitur","maennlich","6.02","5.5","1086","3","5","8","9","10","5.89","6.15","0","10","7","7"
"2003","(Fach-)Abitur","weiblich","6.31","6.5","1276","3","5","8","9","10","6.18","6.44","0","10","7","7"
"2003","(noch) kein Abschluss","maennlich","5.88","5.5","369","3","5","8","8","10","5.63","6.13","0","10","6","7"
"2003","(noch) kein Abschluss","weiblich","5.88","5.5","405","3","4","8","9","10","5.65","6.11","0","10","6","7"
"2003","AkademikerIn","maennlich","6.76","6.5","2452","4","5","8","9","10","6.68","6.84","0","10","7","8"
"2003","AkademikerIn","weiblich","6.66","6.5","1887","3","5","8","9","10","6.56","6.76","0","10","7","8"
"2003","Hauptschule","maennlich","6.02","5.5","4039","3","5","8","9","10","5.95","6.09","0","10","6","6"
"2003","Hauptschule","weiblich","6.23","6.5","4328","3","5","8","9","10","6.16","6.3","0","10","6","7"
"2003","Realschule","maennlich","6.03","5.5","2447","3","5","8","9","10","5.94","6.12","0","10","6","7"
"2003","Realschule","weiblich","6.12","5.5","3267","3","5","8","9","10","6.04","6.2","0","10","7","7"
"2004","(Fach-)Abitur","maennlich","6.01","5.5","1058","3","5","8","9","10","5.87","6.15","0","10","6","7"
"2004","(Fach-)Abitur","weiblich","6.29","6.5","1281","3","5","8","9","10","6.16","6.42","0","10","7","7"
"2004","(noch) kein Abschluss","maennlich","5.72","5.5","370","3","4","8","9","10","5.47","5.97","0","10","6","7"
"2004","(noch) kein Abschluss","weiblich","5.88","5.5","408","2","4","8","9","10","5.64","6.12","0","10","6","7"
"2004","AkademikerIn","maennlich","6.67","6.5","2401","4","5","8","9","10","6.59","6.75","0","10","7","8"
"2004","AkademikerIn","weiblich","6.52","6.5","1862","3","5","8","9","10","6.42","6.62","0","10","7","7"
"2004","Hauptschule","maennlich","5.81","5.5","3835","3","5","8","8","10","5.74","5.88","0","10","6","6"
"2004","Hauptschule","weiblich","5.98","5.5","4103","3","5","8","9","10","5.91","6.05","0","10","6","6"
"2004","Realschule","maennlich","5.88","5.5","2344","3","5","8","8","10","5.79","5.97","0","10","6","6"
"2004","Realschule","weiblich","5.96","5.5","3172","2","5","8","9","10","5.88","6.04","0","10","6","7"
"2005","(Fach-)Abitur","maennlich","5.87","5.5","1015","2","5","8","9","10","5.73","6.01","0","10","6","7"
"2005","(Fach-)Abitur","weiblich","6.2","6.5","1241","3","5","8","9","10","6.07","6.33","0","10","7","7"
"2005","(noch) kein Abschluss","maennlich","5.8","5.5","374","2","4","8","9","10","5.55","6.05","0","10","6","7"
"2005","(noch) kein Abschluss","weiblich","6.06","5.5","422","3","4","8","9","10","5.82","6.3","0","10","6","7"
"2005","AkademikerIn","maennlich","6.76","6.5","2293","4","5","8","9","10","6.68","6.84","0","10","7","8"
"2005","AkademikerIn","weiblich","6.5","6.5","1843","3","5","8","9","10","6.4","6.6","0","10","7","7"
"2005","Hauptschule","maennlich","5.79","5.5","3600","2","4","8","9","10","5.71","5.87","0","10","6","6"
"2005","Hauptschule","weiblich","6.02","5.5","3859","3","5","8","9","10","5.95","6.09","0","10","6","7"
"2005","Realschule","maennlich","5.99","5.5","2256","3","5","8","9","10","5.89","6.09","0","10","6","7"
"2005","Realschule","weiblich","5.96","5.5","3052","3","4","8","9","10","5.88","6.04","0","10","6","7"
"2006","(Fach-)Abitur","maennlich","5.93","5.5","1044","2","4","8","9","10","5.79","6.07","0","10","6","7"
"2006","(Fach-)Abitur","weiblich","6.18","6.5","1364","3","5","8","9","10","6.06","6.3","0","10","7","7"
"2006","(noch) kein Abschluss","maennlich","5.86","5.5","277","2","4","8","9","10","5.56","6.16","0","10","6","7"
"2006","(noch) kein Abschluss","weiblich","5.57","5.5","314","2","4","8","8","10","5.3","5.84","0","10","6","7"
"2006","AkademikerIn","maennlich","6.7","6.5","2541","3","5","8","9","10","6.62","6.78","0","10","7","7"
"2006","AkademikerIn","weiblich","6.57","6.5","2012","3","5","8","9","10","6.47","6.67","0","10","7","7"
"2006","Hauptschule","maennlich","5.79","5.5","3860","3","5","8","8","10","5.72","5.86","0","10","6","6"
"2006","Hauptschule","weiblich","5.99","5.5","4119","3","5","8","9","10","5.92","6.06","0","10","6","6"
"2006","Realschule","maennlich","5.87","5.5","2381","3","5","8","8","10","5.78","5.96","0","10","6","6"
"2006","Realschule","weiblich","5.92","5.5","3275","2","5","8","9","10","5.84","6","0","10","6","7"
"2007","(Fach-)Abitur","maennlich","6.01","5.5","1028","3","5","8","9","10","5.88","6.14","0","10","7","7"
"2007","(Fach-)Abitur","weiblich","6.26","6.5","1290","3","5","8","9","10","6.14","6.38","0","10","7","7"
"2007","(noch) kein Abschluss","maennlich","5.87","5.5","228","3","4","8","9","10","5.54","6.2","0","10","6","7"
"2007","(noch) kein Abschluss","weiblich","5.29","4.5","283","2","4","7","8","10","5","5.58","0","10","5","7"
"2007","AkademikerIn","maennlich","6.79","6.5","2389","4","6","8","9","10","6.71","6.87","0","10","7","7"
"2007","AkademikerIn","weiblich","6.61","6.5","1966","3","5","8","9","10","6.51","6.71","0","10","7","7"
"2007","Hauptschule","maennlich","5.77","5.5","3522","3","4","8","8","10","5.7","5.84","0","10","6","6"
"2007","Hauptschule","weiblich","5.93","5.5","3726","3","5","8","9","10","5.86","6","0","10","6","7"
"2007","Realschule","maennlich","5.95","5.5","2246","3","5","8","9","10","5.86","6.04","0","10","6","6"
"2007","Realschule","weiblich","6.04","5.5","3086","3","5","8","9","10","5.96","6.12","0","10","6","7"
"2008","(Fach-)Abitur","maennlich","5.95","5.5","944","3","4","8","9","10","5.8","6.1","0","10","7","7"
"2008","(Fach-)Abitur","weiblich","6.26","6.5","1186","3","5","8","9","10","6.13","6.39","0","10","7","7"
"2008","(noch) kein Abschluss","maennlich","5.91","5.5","232","2","5","8","9","10","5.59","6.23","0","10","7","7"
"2008","(noch) kein Abschluss","weiblich","5.66","5.5","256","2","4","8","9","10","5.36","5.96","0","10","6","7"
"2008","AkademikerIn","maennlich","6.82","6.5","2276","4","6","8","9","10","6.74","6.9","0","10","7","8"
"2008","AkademikerIn","weiblich","6.71","6.5","1884","3","5","8","9","10","6.61","6.81","0","10","7","8"
"2008","Hauptschule","maennlich","5.74","5.5","3253","3","4","7","8","10","5.66","5.82","0","10","6","6"
"2008","Hauptschule","weiblich","6.01","5.5","3471","3","5","8","9","10","5.93","6.09","0","10","6","6"
"2008","Realschule","maennlich","5.95","5.5","2140","3","5","8","8","10","5.85","6.05","0","10","6","7"
"2008","Realschule","weiblich","6.07","6.5","2924","3","5","8","9","10","5.99","6.15","0","10","7","7"
