year,sampreg,sex,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1995,Westdeutschland,maennlich,6.421274464407005,6.389804600097268,6.452744328716742,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4486.0
1995,Westdeutschland,weiblich,6.5085643890618,6.476693258318166,6.540435519805435,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4776.0
1995,Ostdeutschland,maennlich,5.478185572733491,5.427667688571543,5.528703456895438,4.0,6.0,7.0,0.0,10.0,6.0,6.0,7.0,1678.0
1995,Ostdeutschland,weiblich,5.649579650485677,5.597360470553671,5.701798830417683,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,1872.0
1996,Westdeutschland,maennlich,6.442986973144125,6.410856287970914,6.475117658317336,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4383.0
1996,Westdeutschland,weiblich,6.557208393739671,6.525415349538176,6.5890014379411666,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4673.0
1996,Ostdeutschland,maennlich,5.54810389791153,5.496514313091116,5.5996934827319444,4.0,6.0,7.0,0.0,10.0,6.0,6.0,7.0,1684.0
1996,Ostdeutschland,weiblich,5.754923144408988,5.703236997476335,5.8066092913416405,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,1867.0
1997,Westdeutschland,maennlich,6.255738379882383,6.223944507321558,6.287532252443209,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4293.0
1997,Westdeutschland,weiblich,6.343863384559952,6.311867448362105,6.375859320757798,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4577.0
1997,Ostdeutschland,maennlich,5.3299332653558595,5.2789746764777545,5.3808918542339645,4.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0,1659.0
1997,Ostdeutschland,weiblich,5.463093153428933,5.410958950168879,5.515227356688988,4.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0,1824.0
1998,Westdeutschland,maennlich,6.3595127658478585,6.328801603867771,6.390223927827946,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4831.0
1998,Westdeutschland,weiblich,6.4467742621914,6.416142350998355,6.477406173384445,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5164.0
1998,Ostdeutschland,maennlich,5.40950100677519,5.358731248107806,5.460270765442574,4.0,6.0,7.0,0.0,10.0,6.0,6.0,7.0,1791.0
1998,Ostdeutschland,weiblich,5.629179777629766,5.577797829260981,5.68056172599855,4.0,6.0,7.0,0.0,10.0,6.0,6.0,7.0,1909.0
1999,Westdeutschland,maennlich,6.435090278107025,6.404569992540921,6.465610563673129,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4639.0
1999,Westdeutschland,weiblich,6.5066240769561565,6.475329261739566,6.537918892172747,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4929.0
1999,Ostdeutschland,maennlich,5.5327923505260985,5.481468700592575,5.584116000459622,4.0,6.0,7.0,0.0,10.0,6.0,6.0,7.0,1743.0
1999,Ostdeutschland,weiblich,5.698510460126554,5.6476529368990045,5.749367983354104,4.0,6.0,7.0,0.0,10.0,6.0,6.0,6.0,1882.0
2000,Westdeutschland,maennlich,6.578389262797896,6.555080603911372,6.60169792168442,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8504.0
2000,Westdeutschland,weiblich,6.714874161538149,6.6922271599631475,6.737521163113151,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,9184.0
2000,Ostdeutschland,maennlich,5.708517282595343,5.665873108664978,5.7511614565257085,4.0,6.0,7.0,0.0,10.0,6.0,6.0,6.0,2687.0
2000,Ostdeutschland,weiblich,5.836672975352457,5.794671657238708,5.878674293466205,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,2944.0
2001,Westdeutschland,maennlich,6.679056412028376,6.655225655984963,6.702887168071789,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7678.0
2001,Westdeutschland,weiblich,6.770036292465674,6.746546913314506,6.793525671616842,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8328.0
2001,Ostdeutschland,maennlich,5.807595133739865,5.764212468262955,5.850977799216774,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,2537.0
2001,Ostdeutschland,weiblich,5.915308118246497,5.873307611527781,5.957308624965212,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,2735.0
2002,Westdeutschland,maennlich,6.424166774081995,6.401164774340177,6.4471687738238135,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8243.0
2002,Westdeutschland,weiblich,6.5152585503311125,6.492647469665594,6.537869630996631,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8822.0
2002,Ostdeutschland,maennlich,5.501440208725333,5.458514159980859,5.5443662574698065,4.0,6.0,7.0,0.0,10.0,6.0,6.0,7.0,2536.0
2002,Ostdeutschland,weiblich,5.631209107171626,5.589244921208114,5.673173293135139,4.0,6.0,7.0,0.0,10.0,6.0,6.0,6.0,2711.0
2003,Westdeutschland,maennlich,6.337577729847038,6.313559634002692,6.361595825691385,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7858.0
2003,Westdeutschland,weiblich,6.402963617028884,6.379332142925295,6.426595091132472,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8483.0
2003,Ostdeutschland,maennlich,5.347061625201665,5.302384524865043,5.3917387255382865,4.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0,2507.0
2003,Ostdeutschland,weiblich,5.5401418040944055,5.497222975943309,5.583060632245502,4.0,6.0,7.0,0.0,10.0,6.0,6.0,7.0,2668.0
2004,Westdeutschland,maennlich,6.188699357659738,6.164034002045238,6.213364713274238,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,7596.0
2004,Westdeutschland,weiblich,6.2442200101099505,6.219903544761035,6.268536475458866,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8213.0
2004,Ostdeutschland,maennlich,5.171398117472659,5.124752401710313,5.218043833235005,4.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0,2410.0
2004,Ostdeutschland,weiblich,5.313510935261593,5.26893541225298,5.358086458270205,4.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0,2613.0
2005,Westdeutschland,maennlich,6.178514558691695,6.152548518666879,6.204480598716512,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7230.0
2005,Westdeutschland,weiblich,6.220387970796795,6.1951317348541535,6.245644206739436,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7915.0
2005,Ostdeutschland,maennlich,5.320600727737528,5.273035934869585,5.36816552060547,4.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0,2346.0
2005,Ostdeutschland,weiblich,5.433020035460806,5.387479720319421,5.478560350602191,4.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0,2532.0
2006,Westdeutschland,maennlich,6.174355502215965,6.149818655495918,6.198892348936012,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,7808.0
2006,Westdeutschland,weiblich,6.197859201910255,6.173383122138866,6.2223352816816435,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,8585.0
2006,Ostdeutschland,maennlich,5.268074027883859,5.223017103722297,5.313130952045421,4.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0,2479.0
2006,Ostdeutschland,weiblich,5.345799411936588,5.300911829748068,5.390686994125109,4.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0,2692.0
2007,Westdeutschland,maennlich,6.214612997797841,6.189355397541123,6.239870598054559,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7256.0
2007,Westdeutschland,weiblich,6.213858107350577,6.188908373982409,6.238807840718746,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8013.0
2007,Ostdeutschland,maennlich,5.365246105442869,5.3189325943537265,5.411559616532011,4.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0,2374.0
2007,Ostdeutschland,weiblich,5.457530419863536,5.412395220234412,5.50266561949266,4.0,6.0,7.0,0.0,10.0,6.0,6.0,7.0,2550.0
2008,Westdeutschland,maennlich,6.222278878150163,6.196248670993198,6.2483090853071275,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6791.0
2008,Westdeutschland,weiblich,6.276414727392843,6.250998053312408,6.301831401473278,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,7507.0
2008,Ostdeutschland,maennlich,5.311460228240288,5.264147908059269,5.358772548421308,4.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0,2272.0
2008,Ostdeutschland,weiblich,5.566788215315835,5.521103919776181,5.61247251085549,4.0,6.0,7.0,0.0,10.0,6.0,6.0,7.0,2436.0
2009,Westdeutschland,maennlich,6.230615921245257,6.203366174748543,6.257865667741972,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6303.0
2009,Westdeutschland,weiblich,6.355788649665362,6.329347581229062,6.382229718101662,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6936.0
2009,Ostdeutschland,maennlich,5.431550017941363,5.382725701765053,5.4803743341176725,4.0,6.0,7.0,0.0,10.0,6.0,6.0,7.0,2156.0
2009,Ostdeutschland,weiblich,5.64242404199342,5.594910838364816,5.6899372456220245,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,2324.0
2010,Westdeutschland,maennlich,6.332092061752012,6.308211655187971,6.355972468316053,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8279.0
2010,Westdeutschland,weiblich,6.425911142002866,6.403720582661008,6.448101701344723,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,9959.0
2010,Ostdeutschland,maennlich,5.635983539608988,5.5904285407928835,5.681538538425093,4.0,6.0,7.0,0.0,10.0,6.0,6.0,6.0,2481.0
2010,Ostdeutschland,weiblich,5.781908767460111,5.739341621023198,5.824475913897024,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,2932.0
2011,Westdeutschland,-3,,,,,,,,,,,,
2011,Westdeutschland,-1,,,,,,,,,,,,
2011,Westdeutschland,maennlich,6.552581608794472,6.529955000461841,6.575208217127102,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,8896.0
2011,Westdeutschland,weiblich,6.550830760621887,6.5297539086234435,6.57190761262033,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,10856.0
2011,Ostdeutschland,maennlich,5.7783011941769304,5.7340359067871995,5.822566481566661,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,2600.0
2011,Ostdeutschland,weiblich,5.854813450382694,5.814611756616389,5.895015144148998,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,3128.0
2012,Westdeutschland,-3,,,,,,,,,,,,
2012,Westdeutschland,maennlich,6.640036546138817,6.618173246610013,6.661899845667621,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,9148.0
2012,Westdeutschland,weiblich,6.647668136386158,6.626929297665721,6.668406975106595,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,11060.0
2012,Ostdeutschland,maennlich,5.815990055156692,5.773499370704303,5.858480739609081,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,2682.0
2012,Ostdeutschland,weiblich,6.061081216771647,6.02209055073381,6.100071882809483,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,3208.0
2013,Westdeutschland,-3,,,,,,,,,,,,
2013,Westdeutschland,maennlich,6.759768882861615,6.739987711166112,6.779550054557118,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,11063.0
2013,Westdeutschland,weiblich,6.702634238476574,6.683335347855197,6.721933129097952,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,13160.0
2013,Ostdeutschland,maennlich,6.000764431799254,5.958026512702458,6.043502350896051,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,2764.0
2013,Ostdeutschland,weiblich,6.1872129544746475,6.148421500489511,6.226004408459784,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,3288.0
2014,Westdeutschland,-3,,,,,,,,,,,,
2014,Westdeutschland,-1,,,,,,,,,,,,
2014,Westdeutschland,maennlich,6.738363085583545,6.716991396986011,6.759734774181079,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,9726.0
2014,Westdeutschland,weiblich,6.73034251777533,6.710171239307511,6.75051379624315,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,11441.0
2014,Ostdeutschland,maennlich,6.068316970545974,6.023790908110261,6.1128430329816865,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,2518.0
2014,Ostdeutschland,weiblich,6.23066844965775,6.190077406648911,6.271259492666589,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3002.0
2015,Westdeutschland,-3,,,,,,,,,,,,
2015,Westdeutschland,-1,,,,,,,,,,,,
2015,Westdeutschland,maennlich,6.834600690066843,6.812592318103494,6.856609062030191,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,8919.0
2015,Westdeutschland,weiblich,6.90578564320756,6.885323695332148,6.926247591082972,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,10559.0
2015,Ostdeutschland,maennlich,6.16075979791233,6.115719949868609,6.20579964595605,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,2368.0
2015,Ostdeutschland,weiblich,6.429592625331933,6.388682950755801,6.470502299908065,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2821.0
2016,Westdeutschland,-3,,,,,,,,,,,,
2016,Westdeutschland,-1,,,,,,,,,,,,
2016,Westdeutschland,maennlich,6.8902302948171155,6.868665502891882,6.911795086742349,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,8639.0
2016,Westdeutschland,weiblich,6.96764834459653,6.946691419681963,6.988605269511096,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,10205.0
2016,Ostdeutschland,-1,,,,,,,,,,,,
2016,Ostdeutschland,maennlich,6.294416900136679,6.248548966500856,6.340284833772502,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2250.0
2016,Ostdeutschland,weiblich,6.505866019060392,6.464957427901625,6.546774610219158,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2714.0
2017,Westdeutschland,-3,,,,,,,,,,,,
2017,Westdeutschland,-1,,,,,,,,,,,,
2017,Westdeutschland,maennlich,6.908034562373079,6.887246757910527,6.92882236683563,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,9506.0
2017,Westdeutschland,weiblich,6.993341409200276,6.973503533277199,7.013179285123353,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,11039.0
2017,Ostdeutschland,maennlich,6.288396529713399,6.24631708805551,6.330475971371288,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2546.0
2017,Ostdeutschland,weiblich,6.518988168060897,6.480036996842408,6.557939339279386,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2980.0
2018,Westdeutschland,-3,,,,,,,,,,,,
2018,Westdeutschland,-1,,,,,,,,,,,,
2018,Westdeutschland,maennlich,6.949005405313525,6.928263002525317,6.969747808101732,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,9133.0
2018,Westdeutschland,weiblich,6.972648222368196,6.952761989836699,6.992534454899694,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,10715.0
2018,Ostdeutschland,-1,,,,,,,,,,,,
2018,Ostdeutschland,maennlich,6.356275906731845,6.314537881465715,6.398013931997975,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2503.0
2018,Ostdeutschland,weiblich,6.370078579747058,6.3309424890110195,6.409214670483096,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2929.0
2019,-2,-3,,,,,,,,,,,,
2019,-2,maennlich,6.6419448692211,6.188589097178404,7.095300641263796,5.0,7.0,9.0,0.0,10.0,7.0,5.0,9.0,36.0
2019,-2,weiblich,6.738961918289125,6.2845105220951725,7.193413314483078,5.0,8.0,9.0,1.0,10.0,8.0,7.0,11.0,37.0
2019,Westdeutschland,-3,,,,,,,,,,,,
2019,Westdeutschland,-1,,,,,,,,,,,,
2019,Westdeutschland,maennlich,7.11795505178178,7.097866852387842,7.138043251175718,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,9483.0
2019,Westdeutschland,weiblich,7.176432374876804,7.156697327557276,7.196167422196333,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,10375.0
2019,Ostdeutschland,-3,,,,,,,,,,,,
2019,Ostdeutschland,-1,,,,,,,,,,,,
2019,Ostdeutschland,maennlich,6.5483783723158915,6.508468933120901,6.588287811510882,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2618.0
2019,Ostdeutschland,weiblich,6.696297248825782,6.658096450786183,6.73449804686538,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2874.0
2020,Westdeutschland,-3,,,,,,,,,,,,
2020,Westdeutschland,-1,,,,,,,,,,,,
2020,Westdeutschland,maennlich,7.076969214301253,7.05714953459715,7.096788894005356,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,9584.0
2020,Westdeutschland,weiblich,7.091324758021736,7.0718093566513565,7.110840159392116,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,10438.0
2020,Ostdeutschland,-3,,,,,,,,,,,,
2020,Ostdeutschland,-1,,,,,,,,,,,,
2020,Ostdeutschland,maennlich,6.727225100696158,6.687351451863381,6.767098749528935,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2502.0
2020,Ostdeutschland,weiblich,6.837767111959969,6.7998841266834305,6.875650097236507,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2746.0
2021,Westdeutschland,-3,,,,,,,,,,,,
2021,Westdeutschland,-1,,,,,,,,,,,,
2021,Westdeutschland,maennlich,7.277263572409251,7.252974389551971,7.301552755266531,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,6344.0
2021,Westdeutschland,weiblich,7.424278194687092,7.4011098348107325,7.447446554563452,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,7109.0
2021,Ostdeutschland,-3,,,,,,,,,,,,
2021,Ostdeutschland,maennlich,6.903285509574424,6.855312146854021,6.951258872294827,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,1667.0
2021,Ostdeutschland,weiblich,7.0214240301124455,6.9748658501427885,7.067982210082103,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1930.0
