"ple0022","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Ja","2014","Hauptschule","Ostdeutschland","","","",""
"Ja","2014","Realschule","Westdeutschland","","","",""
"Ja","2014","Realschule","Ostdeutschland","","","",""
"Ja","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2014","AkademikerIn","Westdeutschland","","","",""
"Ja","2014","AkademikerIn","Ostdeutschland","","","",""
"Nein","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2014","Hauptschule","Westdeutschland","","","",""
"Nein","2014","Hauptschule","Ostdeutschland","","","",""
"Nein","2014","Realschule","Westdeutschland","","","",""
"Nein","2014","Realschule","Ostdeutschland","","","",""
"Nein","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2014","AkademikerIn","Westdeutschland","","","",""
"Nein","2014","AkademikerIn","Ostdeutschland","","","",""
"Ja","2015","(noch) kein Abschluss","Westdeutschland","99","0.194482468477742","0.165286460875237","0.223678476080247"
"Ja","2015","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2015","Hauptschule","Westdeutschland","1424","0.247816283947306","0.237074681145896","0.258557886748716"
"Ja","2015","Hauptschule","Ostdeutschland","262","0.245071883073906","0.220351353057333","0.26979241309048"
"Ja","2015","Realschule","Westdeutschland","708","0.172379090540158","0.161338483326556","0.18341969775376"
"Ja","2015","Realschule","Ostdeutschland","369","0.184658386158541","0.167665703829583","0.2016510684875"
"Ja","2015","(Fach-)Abitur","Westdeutschland","376","0.121162042973937","0.109802622992307","0.132521462955568"
"Ja","2015","(Fach-)Abitur","Ostdeutschland","56","0.146356206666514","0.114801184633348","0.177911228699681"
"Ja","2015","AkademikerIn","Westdeutschland","522","0.123294438950057","0.113695948502663","0.132892929397452"
"Ja","2015","AkademikerIn","Ostdeutschland","212","0.1518895918738","0.132856342165143","0.170922841582457"
"Nein","2015","(noch) kein Abschluss","Westdeutschland","607","0.805517531522258","0.776321523919753","0.834713539124763"
"Nein","2015","(noch) kein Abschluss","Ostdeutschland","100","0.867228699249198","0.803816812658376","0.930640585840019"
"Nein","2015","Hauptschule","Westdeutschland","4782","0.752183716052694","0.741442113251284","0.762925318854104"
"Nein","2015","Hauptschule","Ostdeutschland","901","0.754928116926094","0.73020758690952","0.779648646942667"
"Nein","2015","Realschule","Westdeutschland","3788","0.827620909459842","0.81658030224624","0.838661516673444"
"Nein","2015","Realschule","Ostdeutschland","1634","0.815341613841459","0.7983489315125","0.832334296170417"
"Nein","2015","(Fach-)Abitur","Westdeutschland","2794","0.878837957026063","0.867478537044432","0.890197377007693"
"Nein","2015","(Fach-)Abitur","Ostdeutschland","426","0.853643793333486","0.822088771300319","0.885198815366652"
"Nein","2015","AkademikerIn","Westdeutschland","3985","0.876705561049943","0.867107070602549","0.886304051497337"
"Nein","2015","AkademikerIn","Ostdeutschland","1154","0.8481104081262","0.829077158417543","0.867143657834857"
"Ja","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2016","Hauptschule","Westdeutschland","","","",""
"Ja","2016","Hauptschule","Ostdeutschland","","","",""
"Ja","2016","Realschule","Westdeutschland","","","",""
"Ja","2016","Realschule","Ostdeutschland","","","",""
"Ja","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2016","AkademikerIn","Westdeutschland","","","",""
"Ja","2016","AkademikerIn","Ostdeutschland","","","",""
"Nein","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2016","Hauptschule","Westdeutschland","","","",""
"Nein","2016","Hauptschule","Ostdeutschland","","","",""
"Nein","2016","Realschule","Westdeutschland","","","",""
"Nein","2016","Realschule","Ostdeutschland","","","",""
"Nein","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2016","AkademikerIn","Westdeutschland","","","",""
"Nein","2016","AkademikerIn","Ostdeutschland","","","",""
"Ja","2017","(noch) kein Abschluss","Westdeutschland","99","0.152257734910982","0.127516169062969","0.176999300758995"
"Ja","2017","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2017","Hauptschule","Westdeutschland","1351","0.245579855134818","0.234748966227843","0.256410744041794"
"Ja","2017","Hauptschule","Ostdeutschland","237","0.226678285731893","0.201947410077976","0.25140916138581"
"Ja","2017","Realschule","Westdeutschland","720","0.162784150028198","0.152279041830344","0.173289258226052"
"Ja","2017","Realschule","Ostdeutschland","404","0.192041802952954","0.175559339842977","0.208524266062932"
"Ja","2017","(Fach-)Abitur","Westdeutschland","413","0.105860997367554","0.0957461370512154","0.115975857683893"
"Ja","2017","(Fach-)Abitur","Ostdeutschland","72","0.121732114664607","0.0954593550209919","0.148004874308221"
"Ja","2017","AkademikerIn","Westdeutschland","518","0.107753246939933","0.0992283638538878","0.116278130025978"
"Ja","2017","AkademikerIn","Ostdeutschland","201","0.142605437040529","0.124501067722524","0.160709806358534"
"Nein","2017","(noch) kein Abschluss","Westdeutschland","711","0.847742265089018","0.823000699241005","0.872483830937031"
"Nein","2017","(noch) kein Abschluss","Ostdeutschland","115","0.850909247382362","0.788717924662835","0.913100570101889"
"Nein","2017","Hauptschule","Westdeutschland","4716","0.754420144865181","0.743589255958206","0.765251033772157"
"Nein","2017","Hauptschule","Ostdeutschland","864","0.773321714268107","0.74859083861419","0.798052589922024"
"Nein","2017","Realschule","Westdeutschland","4024","0.837215849971802","0.826710741773948","0.847720958169656"
"Nein","2017","Realschule","Ostdeutschland","1790","0.807958197047046","0.791475733937068","0.824440660157023"
"Nein","2017","(Fach-)Abitur","Westdeutschland","3141","0.894139002632446","0.884024142316107","0.904253862948785"
"Nein","2017","(Fach-)Abitur","Ostdeutschland","523","0.878267885335393","0.851995125691778","0.904540644979008"
"Nein","2017","AkademikerIn","Westdeutschland","4564","0.892246753060067","0.883721869974022","0.900771636146112"
"Nein","2017","AkademikerIn","Ostdeutschland","1232","0.857394562959471","0.839290193641466","0.875498932277476"
"Ja","2018","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2018","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2018","Hauptschule","Westdeutschland","","","",""
"Ja","2018","Hauptschule","Ostdeutschland","","","",""
"Ja","2018","Realschule","Westdeutschland","","","",""
"Ja","2018","Realschule","Ostdeutschland","","","",""
"Ja","2018","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2018","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2018","AkademikerIn","Westdeutschland","","","",""
"Ja","2018","AkademikerIn","Ostdeutschland","","","",""
"Nein","2018","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2018","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2018","Hauptschule","Westdeutschland","","","",""
"Nein","2018","Hauptschule","Ostdeutschland","","","",""
"Nein","2018","Realschule","Westdeutschland","","","",""
"Nein","2018","Realschule","Ostdeutschland","","","",""
"Nein","2018","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2018","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2018","AkademikerIn","Westdeutschland","","","",""
"Nein","2018","AkademikerIn","Ostdeutschland","","","",""
"Ja","2019","(noch) kein Abschluss","Westdeutschland","89","0.138242115446742","0.11216537062236","0.164318860271125"
"Ja","2019","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2019","Hauptschule","Westdeutschland","1183","0.245727740669544","0.234110931395612","0.257344549943476"
"Ja","2019","Hauptschule","Ostdeutschland","213","0.245762702803017","0.218225026891422","0.273300378714612"
"Ja","2019","Realschule","Westdeutschland","728","0.173851080131657","0.162880144856392","0.184822015406922"
"Ja","2019","Realschule","Ostdeutschland","375","0.190872204421025","0.174291526785257","0.207452882056794"
"Ja","2019","(Fach-)Abitur","Westdeutschland","429","0.114900737235287","0.104397032021948","0.125404442448627"
"Ja","2019","(Fach-)Abitur","Ostdeutschland","66","0.11368868976847","0.0883734877132519","0.139003891823687"
"Ja","2019","AkademikerIn","Westdeutschland","584","0.107868959289348","0.0996102720908952","0.1161276464878"
"Ja","2019","AkademikerIn","Ostdeutschland","236","0.155495676125567","0.137711741851758","0.173279610399376"
"Nein","2019","(noch) kein Abschluss","Westdeutschland","584","0.861757884553258","0.835681139728875","0.88783462937764"
"Nein","2019","(noch) kein Abschluss","Ostdeutschland","95","0.877276858282133","0.814215547984513","0.940338168579752"
"Nein","2019","Hauptschule","Westdeutschland","4093","0.754272259330456","0.742655450056524","0.765889068604388"
"Nein","2019","Hauptschule","Ostdeutschland","726","0.754237297196983","0.726699621285388","0.781774973108578"
"Nein","2019","Realschule","Westdeutschland","3856","0.826148919868343","0.815177984593078","0.837119855143608"
"Nein","2019","Realschule","Ostdeutschland","1783","0.809127795578975","0.792547117943206","0.825708473214743"
"Nein","2019","(Fach-)Abitur","Westdeutschland","3112","0.885099262764713","0.874595557551373","0.895602967978052"
"Nein","2019","(Fach-)Abitur","Ostdeutschland","538","0.88631131023153","0.860996108176313","0.911626512286748"
"Nein","2019","AkademikerIn","Westdeutschland","4836","0.892131040710653","0.8838723535122","0.900389727909105"
"Nein","2019","AkademikerIn","Ostdeutschland","1359","0.844504323874433","0.826720389600624","0.862288258148242"
