year,age_gr,sex,ple0022,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2015,17-29 y.,male,No,0.97289,1829,25040,0.97275,0.97302
2015,17-29 y.,female,Yes,0.04736,104,25040,0.04717,0.04755
2015,17-29 y.,female,No,0.95264,1933,25040,0.95245,0.95283
2015,30-45 y.,male,Yes,0.09171,295,25040,0.09150,0.09191
2015,30-45 y.,male,No,0.90829,2755,25040,0.90809,0.90850
2015,30-45 y.,female,Yes,0.11885,508,25040,0.11863,0.11908
2015,30-45 y.,female,No,0.88115,3798,25040,0.88092,0.88137
2015,46-65 y.,male,Yes,0.20068,783,25040,0.20045,0.20091
2015,46-65 y.,male,No,0.79932,3355,25040,0.79909,0.79955
2015,46-65 y.,female,Yes,0.23372,1031,25040,0.23348,0.23396
2015,46-65 y.,female,No,0.76628,3709,25040,0.76604,0.76652
2015,66 and older,male,Yes,0.25143,591,25040,0.25112,0.25174
2015,66 and older,male,No,0.74857,1793,25040,0.74826,0.74888
2015,66 and older,female,Yes,0.30271,736,25040,0.30241,0.30300
2015,66 and older,female,No,0.69729,1763,25040,0.69700,0.69759
2017,17-29 y.,male,Yes,0.02922,64,26549,0.02908,0.02936
2017,17-29 y.,male,No,0.97078,2073,26549,0.97064,0.97092
2017,17-29 y.,female,Yes,0.03475,103,26549,0.03459,0.03491
2017,17-29 y.,female,No,0.96525,2120,26549,0.96509,0.96541
2017,30-45 y.,male,Yes,0.09024,288,26549,0.09005,0.09044
2017,30-45 y.,male,No,0.90976,2763,26549,0.90956,0.90995
2017,30-45 y.,female,Yes,0.09189,430,26549,0.09169,0.09209
2017,30-45 y.,female,No,0.90811,3776,26549,0.90791,0.90831
2017,46-65 y.,male,Yes,0.19683,841,26549,0.19661,0.19705
2017,46-65 y.,male,No,0.80317,3780,26549,0.80295,0.80339
2017,46-65 y.,female,Yes,0.22490,1097,26549,0.22466,0.22513
2017,46-65 y.,female,No,0.77510,4255,26549,0.77487,0.77534
2017,66 and older,male,Yes,0.23253,554,26549,0.23223,0.23284
2017,66 and older,male,No,0.76747,1898,26549,0.76716,0.76777
2017,66 and older,female,Yes,0.28898,699,26549,0.28869,0.28928
2017,66 and older,female,No,0.71102,1808,26549,0.71072,0.71131
2019,17-29 y.,male,Yes,0.03155,53,25718,0.03140,0.03170
2019,17-29 y.,male,No,0.96845,1814,25718,0.96830,0.96860
2019,17-29 y.,female,Yes,0.05639,88,25718,0.05619,0.05659
2019,17-29 y.,female,No,0.94361,1885,25718,0.94341,0.94381
2019,30-45 y.,male,Yes,0.08022,232,25718,0.08004,0.08041
2019,30-45 y.,male,No,0.91978,2469,25718,0.91959,0.91996
2019,30-45 y.,female,Yes,0.09573,374,25718,0.09553,0.09594
2019,30-45 y.,female,No,0.90427,3210,25718,0.90406,0.90447
2019,46-65 y.,male,Yes,0.19033,874,25718,0.19011,0.19055
2019,46-65 y.,male,No,0.80967,4215,25718,0.80945,0.80989
2019,46-65 y.,female,Yes,0.21394,1053,25718,0.21371,0.21417
2019,46-65 y.,female,No,0.78606,4277,25718,0.78583,0.78629
2019,66 and older,male,Yes,0.24536,600,25718,0.24505,0.24566
2019,66 and older,male,No,0.75464,2021,25718,0.75434,0.75495
2019,66 and older,female,Yes,0.29760,690,25718,0.29730,0.29789
2019,66 and older,female,No,0.70240,1863,25718,0.70211,0.70270
2021,17-29 y.,male,Yes,0.03512,46,19157,0.03496,0.03527
2021,17-29 y.,male,No,0.96488,1580,19157,0.96473,0.96504
2021,17-29 y.,female,Yes,0.04597,85,19157,0.04579,0.04616
2021,17-29 y.,female,No,0.95403,1464,19157,0.95384,0.95421
2021,30-45 y.,male,Yes,0.09684,244,19157,0.09664,0.09703
2021,30-45 y.,male,No,0.90316,2196,19157,0.90297,0.90336
2021,30-45 y.,female,Yes,0.12660,358,19157,0.12637,0.12682
2021,30-45 y.,female,No,0.87340,2407,19157,0.87318,0.87363
2021,46-65 y.,male,Yes,0.22318,659,19157,0.22294,0.22341
2021,46-65 y.,male,No,0.77682,2776,19157,0.77659,0.77706
2021,46-65 y.,female,Yes,0.25106,899,19157,0.25081,0.25130
2021,46-65 y.,female,No,0.74894,2880,19157,0.74870,0.74919
2021,66 and older,male,Yes,0.24626,435,19157,0.24596,0.24657
2021,66 and older,male,No,0.75374,1356,19157,0.75343,0.75404
2021,66 and older,female,Yes,0.34251,535,19157,0.34221,0.34281
2021,66 and older,female,No,0.65749,1237,19157,0.65719,0.65779
