year,quintil_oecd,sampreg,ple0022,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,1st Quintile,East,Yes,0.22204,225,1203,0.19854,0.24553
2019,1st Quintile,East,No,0.77796,978,1203,0.75447,0.80146
2019,2nd Quintile,West,Yes,0.18970,615,3488,0.17669,0.20272
2019,2nd Quintile,West,No,0.81030,2873,3488,0.79728,0.82331
2019,2nd Quintile,East,Yes,0.18852,227,1281,0.16709,0.20995
2019,2nd Quintile,East,No,0.81148,1054,1281,0.79005,0.83291
2019,3rd Quintile,West,Yes,0.16752,507,3354,0.15488,0.18016
2019,3rd Quintile,West,No,0.83248,2847,3354,0.81984,0.84512
2019,3rd Quintile,East,Yes,0.18060,172,1068,0.15752,0.20368
2019,3rd Quintile,East,No,0.81940,896,1068,0.79632,0.84248
2019,4th Quintile,West,Yes,0.14357,522,3523,0.13199,0.15515
2019,4th Quintile,West,No,0.85643,3001,3523,0.84485,0.86801
2019,4th Quintile,East,Yes,0.13655,121,750,0.11195,0.16114
2019,4th Quintile,East,No,0.86345,629,750,0.83886,0.88805
2019,5th Quintile,West,Yes,0.13948,549,4204,0.12900,0.14995
2019,5th Quintile,West,No,0.86052,3655,4204,0.85005,0.87100
2019,5th Quintile,East,Yes,0.11921,77,614,0.09356,0.14486
2019,5th Quintile,East,No,0.88079,537,614,0.85514,0.90644
2021,1st Quintile,West,Yes,0.24140,686,3774,0.22775,0.25506
2021,1st Quintile,West,No,0.75860,3088,3774,0.74494,0.77225
2021,1st Quintile,East,Yes,0.22813,178,998,0.20209,0.25418
2021,1st Quintile,East,No,0.77187,820,998,0.74582,0.79791
2021,2nd Quintile,West,Yes,0.20241,496,2636,0.18707,0.21775
2021,2nd Quintile,West,No,0.79759,2140,2636,0.78225,0.81293
2021,2nd Quintile,East,Yes,0.19194,176,892,0.16608,0.21780
2021,2nd Quintile,East,No,0.80806,716,892,0.78220,0.83392
2021,3rd Quintile,West,Yes,0.19880,433,2438,0.18295,0.21464
2021,3rd Quintile,West,No,0.80120,2005,2438,0.78536,0.81705
2021,3rd Quintile,East,Yes,0.19376,129,686,0.16416,0.22336
2021,3rd Quintile,East,No,0.80624,557,686,0.77664,0.83584
2021,4th Quintile,West,Yes,0.17683,401,2596,0.16215,0.19151
2021,4th Quintile,West,No,0.82317,2195,2596,0.80849,0.83785
2021,4th Quintile,East,Yes,0.18873,99,586,0.15702,0.22043
2021,4th Quintile,East,No,0.81127,487,586,0.77957,0.84298
2021,5th Quintile,West,Yes,0.15024,519,3605,0.13858,0.16191
2021,5th Quintile,West,No,0.84976,3086,3605,0.83809,0.86142
2021,5th Quintile,East,Yes,0.14327,100,650,0.11632,0.17023
2021,5th Quintile,East,No,0.85673,550,650,0.82977,0.88368
