year,migback,regtyp,plh0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,No migration background,Urban regions,Very important,0.01686,98,5928,0.01358,0.02014
1995,No migration background,Urban regions,Important,0.15331,880,5928,0.14413,0.16248
1995,No migration background,Urban regions,Less important,0.50928,3071,5928,0.49655,0.52201
1995,No migration background,Urban regions,Unimportant,0.32056,1879,5928,0.30867,0.33244
1995,No migration background,Rural regions,Very important,0.01383,54,3955,0.01019,0.01747
1995,No migration background,Rural regions,Important,0.13564,506,3955,0.12497,0.14632
1995,No migration background,Rural regions,Less important,0.49728,2103,3955,0.48169,0.51286
1995,No migration background,Rural regions,Unimportant,0.35325,1292,3955,0.33835,0.36814
1995,Direct migration background,Urban regions,Important,0.12700,104,833,0.10437,0.14962
1995,Direct migration background,Urban regions,Less important,0.41983,361,833,0.38630,0.45337
1995,Direct migration background,Urban regions,Unimportant,0.43261,368,833,0.39895,0.46628
1995,Direct migration background,Rural regions,Important,0.12171,33,271,0.08271,0.16071
1995,Direct migration background,Rural regions,Less important,0.47096,126,271,0.41142,0.53050
1995,Direct migration background,Rural regions,Unimportant,0.39242,112,271,0.33418,0.45067
1995,Indirect migration background,Urban regions,Less important,0.48156,52,93,0.37946,0.58366
1995,Indirect migration background,Urban regions,Unimportant,0.29726,41,93,0.20386,0.39066
2004,No migration background,Urban regions,Very important,0.03336,412,11491,0.03008,0.03665
2004,No migration background,Urban regions,Important,0.24905,2954,11491,0.24115,0.25696
2004,No migration background,Urban regions,Less important,0.50995,5964,11491,0.50080,0.51909
2004,No migration background,Urban regions,Unimportant,0.20764,2161,11491,0.20022,0.21505
2004,No migration background,Rural regions,Very important,0.02254,152,6647,0.01897,0.02611
2004,No migration background,Rural regions,Important,0.21808,1427,6647,0.20815,0.22801
2004,No migration background,Rural regions,Less important,0.52408,3696,6647,0.51207,0.53609
2004,No migration background,Rural regions,Unimportant,0.23530,1372,6647,0.22510,0.24550
2004,Direct migration background,Urban regions,Very important,0.02202,40,2072,0.01570,0.02834
2004,Direct migration background,Urban regions,Important,0.17370,333,2072,0.15738,0.19001
2004,Direct migration background,Urban regions,Less important,0.44082,918,2072,0.41943,0.46220
2004,Direct migration background,Urban regions,Unimportant,0.36346,781,2072,0.34275,0.38418
2004,Direct migration background,Rural regions,Important,0.16682,65,427,0.13142,0.20222
2004,Direct migration background,Rural regions,Less important,0.45742,205,427,0.41011,0.50472
2004,Direct migration background,Rural regions,Unimportant,0.35303,157,427,0.30765,0.39842
2004,Indirect migration background,Urban regions,Important,0.24235,150,651,0.20941,0.27530
2004,Indirect migration background,Urban regions,Less important,0.48683,323,651,0.44841,0.52526
2004,Indirect migration background,Urban regions,Unimportant,0.25253,178,651,0.21913,0.28593
2004,Indirect migration background,Rural regions,Less important,0.45298,55,90,0.34956,0.55640
2004,Indirect migration background,Rural regions,Unimportant,0.36941,35,90,0.26913,0.46968
2008,No migration background,Urban regions,Very important,0.02006,230,10416,0.01737,0.02276
2008,No migration background,Urban regions,Important,0.19367,2118,10416,0.18608,0.20126
2008,No migration background,Urban regions,Less important,0.47798,5088,10416,0.46839,0.48757
2008,No migration background,Urban regions,Unimportant,0.30828,2980,10416,0.29941,0.31715
2008,No migration background,Rural regions,Very important,0.01682,101,6097,0.01359,0.02005
2008,No migration background,Rural regions,Important,0.14766,990,6097,0.13875,0.15657
2008,No migration background,Rural regions,Less important,0.50917,3113,6097,0.49662,0.52172
2008,No migration background,Rural regions,Unimportant,0.32635,1893,6097,0.31458,0.33812
2008,Direct migration background,Urban regions,Important,0.12645,191,1515,0.10970,0.14319
2008,Direct migration background,Urban regions,Less important,0.40825,598,1515,0.38349,0.43301
2008,Direct migration background,Urban regions,Unimportant,0.44826,726,1515,0.42321,0.47331
2008,Direct migration background,Rural regions,Important,0.13163,46,336,0.09542,0.16783
2008,Direct migration background,Rural regions,Less important,0.42286,136,336,0.36996,0.47576
2008,Direct migration background,Rural regions,Unimportant,0.43405,154,336,0.38098,0.48713
2008,Indirect migration background,Urban regions,Important,0.15719,107,640,0.12897,0.18541
2008,Indirect migration background,Urban regions,Less important,0.48911,311,640,0.45035,0.52787
2008,Indirect migration background,Urban regions,Unimportant,0.33402,222,640,0.29745,0.37059
2008,Indirect migration background,Rural regions,Less important,0.58541,65,97,0.48686,0.68396
2008,Indirect migration background,Rural regions,Unimportant,0.26027,32,97,0.17249,0.34804
2012,No migration background,Urban regions,Very important,0.03975,603,14124,0.03653,0.04297
2012,No migration background,Urban regions,Important,0.30583,4529,14124,0.29823,0.31343
2012,No migration background,Urban regions,Less important,0.48309,6847,14124,0.47485,0.49133
2012,No migration background,Urban regions,Unimportant,0.17133,2145,14124,0.16511,0.17754
2012,No migration background,Rural regions,Very important,0.03063,317,9013,0.02707,0.03418
2012,No migration background,Rural regions,Important,0.24373,2369,9013,0.23486,0.25259
2012,No migration background,Rural regions,Less important,0.52966,4673,9013,0.51935,0.53996
2012,No migration background,Rural regions,Unimportant,0.19599,1654,9013,0.18779,0.20418
2012,Direct migration background,Urban regions,Very important,0.03135,91,2362,0.02432,0.03837
2012,Direct migration background,Urban regions,Important,0.20360,538,2362,0.18736,0.21985
2012,Direct migration background,Urban regions,Less important,0.47140,1094,2362,0.45127,0.49154
2012,Direct migration background,Urban regions,Unimportant,0.29365,639,2362,0.27528,0.31202
2012,Direct migration background,Rural regions,Important,0.25300,191,791,0.22268,0.28331
2012,Direct migration background,Rural regions,Less important,0.41868,374,791,0.38428,0.45308
2012,Direct migration background,Rural regions,Unimportant,0.31585,226,791,0.28343,0.34827
2012,Indirect migration background,Urban regions,Very important,0.04206,44,961,0.02937,0.05476
2012,Indirect migration background,Urban regions,Important,0.25651,272,961,0.22889,0.28414
2012,Indirect migration background,Urban regions,Less important,0.52300,474,961,0.49141,0.55460
2012,Indirect migration background,Urban regions,Unimportant,0.17842,171,961,0.15420,0.20264
2012,Indirect migration background,Rural regions,Important,0.18183,58,223,0.13109,0.23257
2012,Indirect migration background,Rural regions,Less important,0.59058,127,223,0.52590,0.65527
2012,Indirect migration background,Rural regions,Unimportant,0.19698,38,223,0.14466,0.24930
2016,No migration background,Urban regions,Very important,0.04100,459,10815,0.03726,0.04474
2016,No migration background,Urban regions,Important,0.31591,3578,10815,0.30715,0.32468
2016,No migration background,Urban regions,Less important,0.48055,5163,10815,0.47113,0.48996
2016,No migration background,Urban regions,Unimportant,0.16254,1615,10815,0.15559,0.16950
2016,No migration background,Rural regions,Very important,0.03752,297,6865,0.03302,0.04201
2016,No migration background,Rural regions,Important,0.25812,1853,6865,0.24777,0.26848
2016,No migration background,Rural regions,Less important,0.52486,3556,6865,0.51304,0.53667
2016,No migration background,Rural regions,Unimportant,0.17950,1159,6865,0.17042,0.18858
2016,Direct migration background,Urban regions,Very important,0.04566,189,3703,0.03894,0.05239
2016,Direct migration background,Urban regions,Important,0.22752,889,3703,0.21402,0.24103
2016,Direct migration background,Urban regions,Less important,0.47809,1720,3703,0.46200,0.49418
2016,Direct migration background,Urban regions,Unimportant,0.24872,905,3703,0.23480,0.26265
2016,Direct migration background,Rural regions,Very important,0.03851,58,1302,0.02806,0.04897
2016,Direct migration background,Rural regions,Important,0.24088,302,1302,0.21764,0.26412
2016,Direct migration background,Rural regions,Less important,0.44146,592,1302,0.41448,0.46845
2016,Direct migration background,Rural regions,Unimportant,0.27914,350,1302,0.25477,0.30352
2016,Indirect migration background,Urban regions,Very important,0.05713,72,1176,0.04386,0.07040
2016,Indirect migration background,Urban regions,Important,0.32218,399,1176,0.29546,0.34890
2016,Indirect migration background,Urban regions,Less important,0.49273,553,1176,0.46414,0.52131
2016,Indirect migration background,Urban regions,Unimportant,0.12795,152,1176,0.10885,0.14706
2016,Indirect migration background,Rural regions,Important,0.25209,79,278,0.20096,0.30323
2016,Indirect migration background,Rural regions,Less important,0.52776,153,278,0.46897,0.58655
2016,Indirect migration background,Rural regions,Unimportant,0.19702,46,278,0.15018,0.24386
2021,No migration background,Urban regions,Very important,0.06493,616,8286,0.05962,0.07023
2021,No migration background,Urban regions,Important,0.37521,3373,8286,0.36479,0.38564
2021,No migration background,Urban regions,Less important,0.44174,3494,8286,0.43105,0.45243
2021,No migration background,Urban regions,Unimportant,0.11812,803,8286,0.11117,0.12507
2021,No migration background,Rural regions,Very important,0.05582,294,4829,0.04935,0.06230
2021,No migration background,Rural regions,Important,0.30171,1612,4829,0.28876,0.31466
2021,No migration background,Rural regions,Less important,0.49826,2244,4829,0.48416,0.51237
2021,No migration background,Rural regions,Unimportant,0.14421,679,4829,0.13430,0.15412
2021,Direct migration background,Urban regions,Very important,0.05091,132,2348,0.04201,0.05980
2021,Direct migration background,Urban regions,Important,0.26992,679,2348,0.25196,0.28788
2021,Direct migration background,Urban regions,Less important,0.46231,1059,2348,0.44214,0.48248
2021,Direct migration background,Urban regions,Unimportant,0.21686,478,2348,0.20019,0.23353
2021,Direct migration background,Rural regions,Very important,0.04127,38,744,0.02696,0.05557
2021,Direct migration background,Rural regions,Important,0.21779,174,744,0.18812,0.24747
2021,Direct migration background,Rural regions,Less important,0.43071,346,744,0.39510,0.46632
2021,Direct migration background,Rural regions,Unimportant,0.31023,186,744,0.27697,0.34349
2021,Indirect migration background,Urban regions,Very important,0.06317,63,734,0.04556,0.08078
2021,Indirect migration background,Urban regions,Important,0.34351,284,734,0.30913,0.37789
2021,Indirect migration background,Urban regions,Less important,0.44712,312,734,0.41113,0.48312
2021,Indirect migration background,Urban regions,Unimportant,0.14620,75,734,0.12063,0.17178
2021,Indirect migration background,Rural regions,Important,0.32191,62,151,0.24714,0.39668
2021,Indirect migration background,Rural regions,Less important,0.54335,89,151,0.46363,0.62306
