,Unnamed: 0,year,age_gr,sex,plh0111,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
130,130,2008,46-65 y.,female,Important,0.18412,683,19110,0.17177,0.19764
131,131,2008,46-65 y.,female,Less important,0.47574,1719,19110,0.4576,0.49992
132,132,2008,46-65 y.,female,Unimportant,0.32532,1019,19110,0.30523,0.34442
133,133,2008,66 and older,male,Very important,0.03093,73,19110,0.02529,0.036
134,134,2008,66 and older,male,Important,0.19714,423,19110,0.18317,0.21435
135,135,2008,66 and older,male,Less important,0.42562,843,19110,0.40517,0.44567
136,136,2008,66 and older,male,Unimportant,0.34631,672,19110,0.32894,0.36196
137,137,2008,66 and older,female,Very important,0.02022,48,19110,0.01661,0.02348
138,138,2008,66 and older,female,Important,0.14281,328,19110,0.12907,0.1538
139,139,2008,66 and older,female,Less important,0.36107,828,19110,0.34279,0.37499
140,140,2008,66 and older,female,Unimportant,0.4759,1003,19110,0.45866,0.49499
141,141,2012,17-29 y.,male,Very important,0.04933,102,27508,0.04047,0.05953
142,142,2012,17-29 y.,male,Important,0.26702,539,27508,0.24294,0.28885
143,143,2012,17-29 y.,male,Less important,0.49772,901,27508,0.45997,0.53708
144,144,2012,17-29 y.,male,Unimportant,0.18593,307,27508,0.16516,0.21092
145,145,2012,17-29 y.,female,Very important,0.04089,86,27508,0.03123,0.05244
146,146,2012,17-29 y.,female,Important,0.25333,554,27508,0.23359,0.28002
147,147,2012,17-29 y.,female,Less important,0.52396,1078,27508,0.48999,0.55776
148,148,2012,17-29 y.,female,Unimportant,0.18182,400,27508,0.1634,0.20246
149,149,2012,30-45 y.,male,Very important,0.02911,138,27508,0.02326,0.03603
150,150,2012,30-45 y.,male,Important,0.26401,1063,27508,0.24751,0.28369
151,151,2012,30-45 y.,male,Less important,0.52594,1932,27508,0.49484,0.558
152,152,2012,30-45 y.,male,Unimportant,0.18093,641,27508,0.16212,0.19931
153,153,2012,30-45 y.,female,Very important,0.02698,163,27508,0.02317,0.03251
154,154,2012,30-45 y.,female,Important,0.24202,1434,27508,0.22425,0.25565
155,155,2012,30-45 y.,female,Less important,0.53005,2737,27508,0.504,0.55712
156,156,2012,30-45 y.,female,Unimportant,0.20095,942,27508,0.18438,0.22066
157,157,2012,46-65 y.,male,Very important,0.03653,199,27508,0.03195,0.04053
158,158,2012,46-65 y.,male,Important,0.2824,1335,27508,0.26656,0.29764
159,159,2012,46-65 y.,male,Less important,0.50408,2162,27508,0.48005,0.52267
160,160,2012,46-65 y.,male,Unimportant,0.17699,678,27508,0.16248,0.1901
161,161,2012,46-65 y.,female,Very important,0.02917,180,27508,0.02531,0.03272
162,162,2012,46-65 y.,female,Important,0.28857,1553,27508,0.2734,0.30274
163,163,2012,46-65 y.,female,Less important,0.48927,2412,27508,0.46958,0.50949
164,164,2012,46-65 y.,female,Unimportant,0.19299,824,27508,0.18269,0.20855
165,165,2012,66 and older,male,Very important,0.05108,138,27508,0.04432,0.05743
166,166,2012,66 and older,male,Important,0.30891,793,27508,0.29299,0.32746
167,167,2012,66 and older,male,Less important,0.4515,1137,27508,0.42943,0.47225
168,168,2012,66 and older,male,Unimportant,0.1885,446,27508,0.17608,0.20167
169,169,2012,66 and older,female,Very important,0.03117,83,27508,0.02682,0.0361
170,170,2012,66 and older,female,Important,0.26358,686,27508,0.2482,0.27968
171,171,2012,66 and older,female,Less important,0.44587,1230,27508,0.42957,0.46634
172,172,2012,66 and older,female,Unimportant,0.25938,635,27508,0.24521,0.27279
173,173,2016,17-29 y.,male,Very important,0.06501,126,24159,0.04872,0.08384
174,174,2016,17-29 y.,male,Important,0.30218,541,24159,0.27195,0.33148
175,175,2016,17-29 y.,male,Less important,0.47006,850,24159,0.43097,0.50682
176,176,2016,17-29 y.,male,Unimportant,0.16274,304,24159,0.13916,0.19191
177,177,2016,17-29 y.,female,Very important,0.04229,100,24159,0.03234,0.05254
178,178,2016,17-29 y.,female,Important,0.28832,608,24159,0.26775,0.3197
179,179,2016,17-29 y.,female,Less important,0.51755,978,24159,0.4806,0.56137
180,180,2016,17-29 y.,female,Unimportant,0.15184,329,24159,0.12985,0.1828
181,181,2016,30-45 y.,male,Very important,0.03741,130,24159,0.02757,0.0473
182,182,2016,30-45 y.,male,Important,0.24952,804,24159,0.22711,0.27442
183,183,2016,30-45 y.,male,Less important,0.5516,1536,24159,0.50879,0.58767
184,184,2016,30-45 y.,male,Unimportant,0.16147,515,24159,0.14512,0.18282
185,185,2016,30-45 y.,female,Very important,0.03621,149,24159,0.02914,0.04371
186,186,2016,30-45 y.,female,Important,0.24093,1052,24159,0.22508,0.26125
187,187,2016,30-45 y.,female,Less important,0.5293,2082,24159,0.49539,0.5694
188,188,2016,30-45 y.,female,Unimportant,0.19355,802,24159,0.17534,0.21641
189,189,2016,46-65 y.,male,Very important,0.04061,208,24159,0.03295,0.04778
190,190,2016,46-65 y.,male,Important,0.29573,1220,24159,0.27767,0.31595
191,191,2016,46-65 y.,male,Less important,0.49215,1929,24159,0.46585,0.52134
192,192,2016,46-65 y.,male,Unimportant,0.17151,603,24159,0.15534,0.18718
193,193,2016,46-65 y.,female,Very important,0.03228,174,24159,0.02762,0.03806
194,194,2016,46-65 y.,female,Important,0.29797,1420,24159,0.28377,0.3135
195,195,2016,46-65 y.,female,Less important,0.49301,2232,24159,0.46784,0.51837
196,196,2016,46-65 y.,female,Unimportant,0.17674,789,24159,0.1626,0.19073
197,197,2016,66 and older,male,Very important,0.05553,125,24159,0.04651,0.06672
198,198,2016,66 and older,male,Important,0.33541,752,24159,0.31383,0.35885
199,199,2016,66 and older,male,Less important,0.43962,1052,24159,0.41734,0.46217
200,200,2016,66 and older,male,Unimportant,0.16944,366,24159,0.15602,0.1835
201,201,2016,66 and older,female,Very important,0.03372,83,24159,0.02821,0.04011
202,202,2016,66 and older,female,Important,0.28079,703,24159,0.26407,0.29816
203,203,2016,66 and older,female,Less important,0.44897,1078,24159,0.43047,0.47286
204,204,2016,66 and older,female,Unimportant,0.23652,519,24159,0.22262,0.25087
205,205,2021,17-29 y.,male,Very important,0.09783,131,17123,0.07623,0.12486
206,206,2021,17-29 y.,male,Important,0.36223,479,17123,0.31708,0.40306
207,207,2021,17-29 y.,male,Less important,0.43492,547,17123,0.38824,0.48743
208,208,2021,17-29 y.,male,Unimportant,0.10502,154,17123,0.08175,0.1336
209,209,2021,17-29 y.,female,Very important,0.07265,125,17123,0.05658,0.0969
210,210,2021,17-29 y.,female,Important,0.36217,510,17123,0.32269,0.39748
211,211,2021,17-29 y.,female,Less important,0.46334,606,17123,0.41504,0.51243
212,212,2021,17-29 y.,female,Unimportant,0.10184,136,17123,0.07523,0.13516
213,213,2021,30-45 y.,male,Very important,0.06752,125,17123,0.05204,0.08599
214,214,2021,30-45 y.,male,Important,0.29585,598,17123,0.26449,0.32889
215,215,2021,30-45 y.,male,Less important,0.49006,849,17123,0.44585,0.5366
216,216,2021,30-45 y.,male,Unimportant,0.14657,256,17123,0.12435,0.17267
217,217,2021,30-45 y.,female,Very important,0.04238,112,17123,0.03466,0.05232
218,218,2021,30-45 y.,female,Important,0.28435,693,17123,0.2582,0.31094
219,219,2021,30-45 y.,female,Less important,0.48129,1097,17123,0.44656,0.51933
220,220,2021,30-45 y.,female,Unimportant,0.19198,408,17123,0.16577,0.2234
221,221,2021,46-65 y.,male,Very important,0.04969,214,17123,0.04031,0.06204
222,222,2021,46-65 y.,male,Important,0.36628,1209,17123,0.33345,0.39274
223,223,2021,46-65 y.,male,Less important,0.4419,1357,17123,0.41078,0.46487
224,224,2021,46-65 y.,male,Unimportant,0.14214,374,17123,0.12464,0.1617
225,225,2021,46-65 y.,female,Very important,0.04422,192,17123,0.03644,0.05308
226,226,2021,46-65 y.,female,Important,0.31679,1333,17123,0.29774,0.3387
227,227,2021,46-65 y.,female,Less important,0.47934,1617,17123,0.44691,0.5065
228,228,2021,46-65 y.,female,Unimportant,0.15966,480,17123,0.14213,0.18022
229,229,2021,66 and older,male,Very important,0.07573,139,17123,0.06355,0.08992
230,230,2021,66 and older,male,Important,0.40508,756,17123,0.37049,0.4405
231,231,2021,66 and older,male,Less important,0.42046,689,17123,0.39033,0.45028
232,232,2021,66 and older,male,Unimportant,0.09873,175,17123,0.08419,0.11769
233,233,2021,66 and older,female,Very important,0.05912,117,17123,0.04771,0.07094
234,234,2021,66 and older,female,Important,0.3201,602,17123,0.29467,0.34661
235,235,2021,66 and older,female,Less important,0.46387,782,17123,0.43522,0.49793
236,236,2021,66 and older,female,Unimportant,0.1569,261,17123,0.14121,0.17435
