"plh0111","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Sehr wichtig","1990","Sachsen-Anhalt","Staedtischer Raum","","","",""
"1 Sehr wichtig","1990","Sachsen-Anhalt","Laendlicher Raum","","","",""
"1 Sehr wichtig","1990","Thueringen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1990","Thueringen","Laendlicher Raum","","","",""
"2 Wichtig","1990","Schleswig-Holstein","Staedtischer Raum","","","",""
"2 Wichtig","1990","Schleswig-Holstein","Laendlicher Raum","","","",""
"2 Wichtig","1990","Hamburg","Staedtischer Raum","38","0.246377434249456","0.171138916752647","0.321615951746266"
"2 Wichtig","1990","Hamburg","Laendlicher Raum","","","",""
"2 Wichtig","1990","Niedersachsen","Staedtischer Raum","85","0.222320155504548","0.180839627192401","0.263800683816695"
"2 Wichtig","1990","Niedersachsen","Laendlicher Raum","91","0.181673546938965","0.146127769574117","0.217219324303813"
"2 Wichtig","1990","Bremen","Staedtischer Raum","","","",""
"2 Wichtig","1990","Bremen","Laendlicher Raum","","","",""
"2 Wichtig","1990","Nordrhein-Westfalen","Staedtischer Raum","460","0.260965316366366","0.240910112361145","0.281020520371587"
"2 Wichtig","1990","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"2 Wichtig","1990","Hessen","Staedtischer Raum","128","0.24009772994282","0.204529184396315","0.275666275489325"
"2 Wichtig","1990","Hessen","Laendlicher Raum","","","",""
"2 Wichtig","1990","Rheinland-Pfalz,Saarland","Staedtischer Raum","81","0.171150966582711","0.136351768999058","0.205950164166363"
"2 Wichtig","1990","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"2 Wichtig","1990","Baden-Wuerttemberg","Staedtischer Raum","200","0.204928163582331","0.17978415578038","0.230072171384282"
"2 Wichtig","1990","Baden-Wuerttemberg","Laendlicher Raum","38","0.249171388492904","0.182359361790073","0.315983415195735"
"2 Wichtig","1990","Bayern","Staedtischer Raum","122","0.19059409172273","0.159652641265963","0.221535542179498"
"2 Wichtig","1990","Bayern","Laendlicher Raum","129","0.202018140559663","0.171175660633148","0.232860620486178"
"2 Wichtig","1990","Berlin","Staedtischer Raum","59","0.257819293891978","0.201163688149007","0.314474899634949"
"2 Wichtig","1990","Berlin","Laendlicher Raum","","","",""
"2 Wichtig","1990","Brandenburg","Staedtischer Raum","","","",""
"2 Wichtig","1990","Brandenburg","Laendlicher Raum","","","",""
"2 Wichtig","1990","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"2 Wichtig","1990","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"2 Wichtig","1990","Sachsen","Staedtischer Raum","","","",""
"2 Wichtig","1990","Sachsen","Laendlicher Raum","","","",""
"2 Wichtig","1990","Sachsen-Anhalt","Staedtischer Raum","","","",""
"2 Wichtig","1990","Sachsen-Anhalt","Laendlicher Raum","","","",""
"2 Wichtig","1990","Thueringen","Staedtischer Raum","","","",""
"2 Wichtig","1990","Thueringen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1990","Schleswig-Holstein","Staedtischer Raum","52","0.450448285629983","0.359514363456124","0.541382207803841"
"3 Weniger wichtig","1990","Schleswig-Holstein","Laendlicher Raum","80","0.580326937240011","0.497385692463776","0.663268182016247"
"3 Weniger wichtig","1990","Hamburg","Staedtischer Raum","70","0.590868950835776","0.505019084599054","0.676718817072498"
"3 Weniger wichtig","1990","Hamburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1990","Niedersachsen","Staedtischer Raum","198","0.50550868586391","0.455631943131385","0.555385428596435"
"3 Weniger wichtig","1990","Niedersachsen","Laendlicher Raum","237","0.533339001246424","0.487347106858251","0.579330895634596"
"3 Weniger wichtig","1990","Bremen","Staedtischer Raum","34","0.335903385926816","0.236082438127113","0.435724333726519"
"3 Weniger wichtig","1990","Bremen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1990","Nordrhein-Westfalen","Staedtischer Raum","886","0.471013378713931","0.448218239766339","0.493808517661523"
"3 Weniger wichtig","1990","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1990","Hessen","Staedtischer Raum","263","0.450516156730457","0.409085114587916","0.491947198872997"
"3 Weniger wichtig","1990","Hessen","Laendlicher Raum","59","0.516869131118392","0.424322253493202","0.609416008743581"
"3 Weniger wichtig","1990","Rheinland-Pfalz,Saarland","Staedtischer Raum","209","0.467573210180627","0.421473669958574","0.51367275040268"
"3 Weniger wichtig","1990","Rheinland-Pfalz,Saarland","Laendlicher Raum","61","0.538319700848752","0.444730519072482","0.631908882625022"
"3 Weniger wichtig","1990","Baden-Wuerttemberg","Staedtischer Raum","493","0.492185429701852","0.461043361677053","0.523327497726652"
"3 Weniger wichtig","1990","Baden-Wuerttemberg","Laendlicher Raum","79","0.469188521055925","0.392101902562745","0.546275139549105"
"3 Weniger wichtig","1990","Bayern","Staedtischer Raum","304","0.480903743915631","0.441543680101369","0.520263807729893"
"3 Weniger wichtig","1990","Bayern","Laendlicher Raum","333","0.48985008864899","0.451449480706991","0.528250696590989"
"3 Weniger wichtig","1990","Berlin","Staedtischer Raum","114","0.47497492871638","0.410297057947739","0.539652799485021"
"3 Weniger wichtig","1990","Berlin","Laendlicher Raum","","","",""
"3 Weniger wichtig","1990","Brandenburg","Staedtischer Raum","","","",""
"3 Weniger wichtig","1990","Brandenburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1990","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"3 Weniger wichtig","1990","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"3 Weniger wichtig","1990","Sachsen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1990","Sachsen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1990","Sachsen-Anhalt","Staedtischer Raum","","","",""
"3 Weniger wichtig","1990","Sachsen-Anhalt","Laendlicher Raum","","","",""
"3 Weniger wichtig","1990","Thueringen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1990","Thueringen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1990","Schleswig-Holstein","Staedtischer Raum","35","0.284081876152286","0.201658079936897","0.366505672367675"
"4 Ganz unwichtig","1990","Schleswig-Holstein","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1990","Hamburg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1990","Hamburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1990","Niedersachsen","Staedtischer Raum","95","0.252280205037473","0.208952522017604","0.295607888057341"
"4 Ganz unwichtig","1990","Niedersachsen","Laendlicher Raum","113","0.258999680162045","0.218613043692616","0.299386316631474"
"4 Ganz unwichtig","1990","Bremen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1990","Bremen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1990","Nordrhein-Westfalen","Staedtischer Raum","436","0.234898522823129","0.215538630336562","0.254258415309696"
"4 Ganz unwichtig","1990","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1990","Hessen","Staedtischer Raum","146","0.280108554586476","0.242715589735008","0.317501519437944"
"4 Ganz unwichtig","1990","Hessen","Laendlicher Raum","35","0.342935804673392","0.255023554526051","0.430848054820733"
"4 Ganz unwichtig","1990","Rheinland-Pfalz,Saarland","Staedtischer Raum","146","0.335132313542162","0.291519149042692","0.378745478041631"
"4 Ganz unwichtig","1990","Rheinland-Pfalz,Saarland","Laendlicher Raum","36","0.355298686851491","0.265450168318686","0.445147205384296"
"4 Ganz unwichtig","1990","Baden-Wuerttemberg","Staedtischer Raum","278","0.286026934247606","0.257877162767723","0.314176705727489"
"4 Ganz unwichtig","1990","Baden-Wuerttemberg","Laendlicher Raum","44","0.281640090451171","0.212161110445019","0.351119070457323"
"4 Ganz unwichtig","1990","Bayern","Staedtischer Raum","179","0.303595052984756","0.26737233492453","0.339817771044983"
"4 Ganz unwichtig","1990","Bayern","Laendlicher Raum","174","0.284468941726298","0.249812077094024","0.319125806358572"
"4 Ganz unwichtig","1990","Berlin","Staedtischer Raum","48","0.232287479166794","0.177593116985188","0.2869818413484"
"4 Ganz unwichtig","1990","Berlin","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1990","Brandenburg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1990","Brandenburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1990","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1990","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1990","Sachsen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1990","Sachsen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1990","Sachsen-Anhalt","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1990","Sachsen-Anhalt","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1990","Thueringen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1990","Thueringen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","Schleswig-Holstein","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","Schleswig-Holstein","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","Hamburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","Hamburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","Niedersachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","Niedersachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","Bremen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","Bremen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","Hessen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","Hessen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","Bayern","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","Bayern","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","Berlin","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","Berlin","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","Brandenburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","Brandenburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","Sachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","Sachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","Sachsen-Anhalt","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","Sachsen-Anhalt","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","Thueringen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","Thueringen","Laendlicher Raum","","","",""
"2 Wichtig","1991","Schleswig-Holstein","Staedtischer Raum","","","",""
"2 Wichtig","1991","Schleswig-Holstein","Laendlicher Raum","","","",""
"2 Wichtig","1991","Hamburg","Staedtischer Raum","","","",""
"2 Wichtig","1991","Hamburg","Laendlicher Raum","","","",""
"2 Wichtig","1991","Niedersachsen","Staedtischer Raum","","","",""
"2 Wichtig","1991","Niedersachsen","Laendlicher Raum","","","",""
"2 Wichtig","1991","Bremen","Staedtischer Raum","","","",""
"2 Wichtig","1991","Bremen","Laendlicher Raum","","","",""
"2 Wichtig","1991","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"2 Wichtig","1991","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"2 Wichtig","1991","Hessen","Staedtischer Raum","","","",""
"2 Wichtig","1991","Hessen","Laendlicher Raum","","","",""
"2 Wichtig","1991","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"2 Wichtig","1991","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"2 Wichtig","1991","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"2 Wichtig","1991","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"2 Wichtig","1991","Bayern","Staedtischer Raum","","","",""
"2 Wichtig","1991","Bayern","Laendlicher Raum","","","",""
"2 Wichtig","1991","Berlin","Staedtischer Raum","","","",""
"2 Wichtig","1991","Berlin","Laendlicher Raum","","","",""
"2 Wichtig","1991","Brandenburg","Staedtischer Raum","","","",""
"2 Wichtig","1991","Brandenburg","Laendlicher Raum","","","",""
"2 Wichtig","1991","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"2 Wichtig","1991","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"2 Wichtig","1991","Sachsen","Staedtischer Raum","","","",""
"2 Wichtig","1991","Sachsen","Laendlicher Raum","","","",""
"2 Wichtig","1991","Sachsen-Anhalt","Staedtischer Raum","","","",""
"2 Wichtig","1991","Sachsen-Anhalt","Laendlicher Raum","","","",""
"2 Wichtig","1991","Thueringen","Staedtischer Raum","","","",""
"2 Wichtig","1991","Thueringen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","Schleswig-Holstein","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","Schleswig-Holstein","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","Hamburg","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","Hamburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","Niedersachsen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","Niedersachsen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","Bremen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","Bremen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","Hessen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","Hessen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","Bayern","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","Bayern","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","Berlin","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","Berlin","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","Brandenburg","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","Brandenburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","Sachsen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","Sachsen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","Sachsen-Anhalt","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","Sachsen-Anhalt","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","Thueringen","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","Thueringen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","Schleswig-Holstein","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","Schleswig-Holstein","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","Hamburg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","Hamburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","Niedersachsen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","Niedersachsen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","Bremen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","Bremen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","Hessen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","Hessen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","Bayern","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","Bayern","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","Berlin","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","Berlin","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","Brandenburg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","Brandenburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","Sachsen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","Sachsen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","Sachsen-Anhalt","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","Sachsen-Anhalt","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","Thueringen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","Thueringen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1992","Schleswig-Holstein","Staedtischer Raum","","","",""
"1 Sehr wichtig","1992","Schleswig-Holstein","Laendlicher Raum","","","",""
"1 Sehr wichtig","1992","Hamburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1992","Hamburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1992","Niedersachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1992","Niedersachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1992","Bremen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1992","Bremen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1992","Nordrhein-Westfalen","Staedtischer Raum","37","0.0217995954684244","0.0150684804095806","0.0285307105272682"
"1 Sehr wichtig","1992","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1992","Hessen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1992","Hessen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1992","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","1992","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","1992","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1992","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1992","Bayern","Staedtischer Raum","","","",""
"1 Sehr wichtig","1992","Bayern","Laendlicher Raum","","","",""
"1 Sehr wichtig","1992","Berlin","Staedtischer Raum","","","",""
"1 Sehr wichtig","1992","Berlin","Laendlicher Raum","","","",""
"1 Sehr wichtig","1992","Brandenburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","1992","Brandenburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","1992","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"1 Sehr wichtig","1992","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"1 Sehr wichtig","1992","Sachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1992","Sachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","1992","Sachsen-Anhalt","Staedtischer Raum","","","",""
"1 Sehr wichtig","1992","Sachsen-Anhalt","Laendlicher Raum","","","",""
"1 Sehr wichtig","1992","Thueringen","Staedtischer Raum","","","",""
"1 Sehr wichtig","1992","Thueringen","Laendlicher Raum","","","",""
"2 Wichtig","1992","Schleswig-Holstein","Staedtischer Raum","","","",""
"2 Wichtig","1992","Schleswig-Holstein","Laendlicher Raum","","","",""
"2 Wichtig","1992","Hamburg","Staedtischer Raum","","","",""
"2 Wichtig","1992","Hamburg","Laendlicher Raum","","","",""
"2 Wichtig","1992","Niedersachsen","Staedtischer Raum","46","0.133873190730052","0.0994088476274247","0.168337533832679"
"2 Wichtig","1992","Niedersachsen","Laendlicher Raum","69","0.1455726320283","0.113202601259982","0.177942662796617"
"2 Wichtig","1992","Bremen","Staedtischer Raum","","","",""
"2 Wichtig","1992","Bremen","Laendlicher Raum","","","",""
"2 Wichtig","1992","Nordrhein-Westfalen","Staedtischer Raum","310","0.174759238112768","0.157254352186211","0.192264124039325"
"2 Wichtig","1992","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"2 Wichtig","1992","Hessen","Staedtischer Raum","78","0.143755177585956","0.113942361440611","0.173567993731302"
"2 Wichtig","1992","Hessen","Laendlicher Raum","","","",""
"2 Wichtig","1992","Rheinland-Pfalz,Saarland","Staedtischer Raum","72","0.152264838012855","0.1184635587484","0.18606611727731"
"2 Wichtig","1992","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"2 Wichtig","1992","Baden-Wuerttemberg","Staedtischer Raum","132","0.132499869520776","0.110803394958306","0.154196344083246"
"2 Wichtig","1992","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"2 Wichtig","1992","Bayern","Staedtischer Raum","104","0.181116522313344","0.150629995972147","0.211603048654542"
"2 Wichtig","1992","Bayern","Laendlicher Raum","82","0.124243077126547","0.0996129661230942","0.14887318813"
"2 Wichtig","1992","Berlin","Staedtischer Raum","88","0.198064605310536","0.162374037129148","0.233755173491925"
"2 Wichtig","1992","Berlin","Laendlicher Raum","","","",""
"2 Wichtig","1992","Brandenburg","Staedtischer Raum","","","",""
"2 Wichtig","1992","Brandenburg","Laendlicher Raum","88","0.135852438490424","0.107968008718267","0.163736868262581"
"2 Wichtig","1992","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"2 Wichtig","1992","Mecklenburg-Vorpommern","Laendlicher Raum","49","0.119975105777684","0.0863631397186095","0.153587071836758"
"2 Wichtig","1992","Sachsen","Staedtischer Raum","59","0.0899415946833804","0.0666980947686091","0.113185094598152"
"2 Wichtig","1992","Sachsen","Laendlicher Raum","61","0.116689157309022","0.0897104787527844","0.143667835865259"
"2 Wichtig","1992","Sachsen-Anhalt","Staedtischer Raum","","","",""
"2 Wichtig","1992","Sachsen-Anhalt","Laendlicher Raum","76","0.113575547193682","0.0877975078849935","0.139353586502371"
"2 Wichtig","1992","Thueringen","Staedtischer Raum","","","",""
"2 Wichtig","1992","Thueringen","Laendlicher Raum","46","0.0926216374444537","0.0665235094416703","0.118719765447237"
"3 Weniger wichtig","1992","Schleswig-Holstein","Staedtischer Raum","65","0.581602310977617","0.4910492019948","0.672155419960435"
"3 Weniger wichtig","1992","Schleswig-Holstein","Laendlicher Raum","72","0.558920255329662","0.472224806344258","0.645615704315066"
"3 Weniger wichtig","1992","Hamburg","Staedtischer Raum","52","0.442140019627579","0.35057040510048","0.533709634154678"
"3 Weniger wichtig","1992","Hamburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","1992","Niedersachsen","Staedtischer Raum","197","0.492317870490436","0.441717791411603","0.542917949569269"
"3 Weniger wichtig","1992","Niedersachsen","Laendlicher Raum","224","0.485869606095731","0.439996074553403","0.531743137638059"
"3 Weniger wichtig","1992","Bremen","Staedtischer Raum","41","0.42889067271887","0.324290646666344","0.533490698771397"
"3 Weniger wichtig","1992","Bremen","Laendlicher Raum","","","",""
"3 Weniger wichtig","1992","Nordrhein-Westfalen","Staedtischer Raum","889","0.487071549490033","0.464032017462406","0.510111081517659"
"3 Weniger wichtig","1992","Nordrhein-Westfalen","Laendlicher Raum","30","0.487439203085509","0.36592575816225","0.608952648008768"
"3 Weniger wichtig","1992","Hessen","Staedtischer Raum","255","0.465893444130349","0.423504799639083","0.508282088621615"
"3 Weniger wichtig","1992","Hessen","Laendlicher Raum","49","0.427211079714382","0.333916852557237","0.520505306871527"
"3 Weniger wichtig","1992","Rheinland-Pfalz,Saarland","Staedtischer Raum","180","0.413573900472822","0.367241325883467","0.459906475062177"
"3 Weniger wichtig","1992","Rheinland-Pfalz,Saarland","Laendlicher Raum","44","0.356011107484909","0.266531780098377","0.445490434871442"
"3 Weniger wichtig","1992","Baden-Wuerttemberg","Staedtischer Raum","461","0.502477043138236","0.470479889497325","0.534474196779146"
"3 Weniger wichtig","1992","Baden-Wuerttemberg","Laendlicher Raum","81","0.513692524113926","0.433439380646067","0.593945667581785"
"3 Weniger wichtig","1992","Bayern","Staedtischer Raum","302","0.475843621976506","0.436308742660202","0.51537850129281"
"3 Weniger wichtig","1992","Bayern","Laendlicher Raum","326","0.433313808692991","0.396313013326705","0.470314604059278"
"3 Weniger wichtig","1992","Berlin","Staedtischer Raum","236","0.481499195209751","0.436753337783746","0.526245052635756"
"3 Weniger wichtig","1992","Berlin","Laendlicher Raum","","","",""
