year,sampreg,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,East,White-collar worker,0.21854,1259,4110,0.20591,0.23118
1991,East,Apprentice/ Trainee/ Intern,0.03968,253,4110,0.03371,0.04564
1991,East,Not employed: Pensioner,0.18884,679,4110,0.17688,0.20081
1991,East,Not employed: registered unemployed,0.06312,334,4110,0.05568,0.07055
1991,East,Not employed: no further information,0.02908,145,4110,0.02394,0.03421
1992,West,Self-employed,0.04209,453,9326,0.03801,0.04616
1992,West,Blue-collar worker,0.15395,2386,9326,0.14663,0.16128
1992,West,Civil servant,0.03605,356,9326,0.03227,0.03983
1992,West,White-collar worker,0.20523,2122,9326,0.19703,0.21342
1992,West,Apprentice/ Trainee/ Intern,0.06380,858,9326,0.05884,0.06876
1992,West,Not employed: Pensioner,0.19867,1508,9326,0.19058,0.20677
1992,West,Not employed: Military/Community Service,0.00368,39,9326,0.00245,0.00491
1992,West,Not employed: registered unemployed,0.02419,333,9326,0.02108,0.02731
1992,West,Not employed: no further information,0.09790,1271,9326,0.09186,0.10393
1992,East,Self-employed,0.02895,150,3928,0.02371,0.03419
1992,East,Blue-collar worker,0.18417,998,3928,0.17205,0.19629
1992,East,White-collar worker,0.20038,1099,3928,0.18786,0.21290
1992,East,Apprentice/ Trainee/ Intern,0.05222,321,3928,0.04526,0.05918
1992,East,Not employed: Pensioner,0.21848,762,3928,0.20556,0.23140
1992,East,Not employed: registered unemployed,0.10622,522,3928,0.09658,0.11586
1992,East,Not employed: no further information,0.01477,76,3928,0.01100,0.01854
1993,West,Self-employed,0.04345,459,9260,0.03930,0.04760
1993,West,Blue-collar worker,0.15490,2319,9260,0.14753,0.16227
1993,West,Civil servant,0.03868,374,9260,0.03475,0.04261
1993,West,White-collar worker,0.20152,2105,9260,0.19335,0.20969
1993,West,Apprentice/ Trainee/ Intern,0.06108,813,9260,0.05620,0.06596
1993,West,Not employed: Pensioner,0.19873,1528,9260,0.19060,0.20686
1993,West,Not employed: Military/Community Service,0.00353,37,9260,0.00232,0.00473
1993,West,Not employed: registered unemployed,0.02972,397,9260,0.02626,0.03318
1993,West,Not employed: no further information,0.09312,1228,9260,0.08720,0.09904
1993,East,Self-employed,0.03179,163,3810,0.02622,0.03736
1993,East,Blue-collar worker,0.17034,894,3810,0.15840,0.18227
1993,East,Civil servant,0.00754,37,3810,0.00480,0.01029
1993,East,White-collar worker,0.18804,1001,3810,0.17563,0.20044
1993,East,Apprentice/ Trainee/ Intern,0.06039,342,3810,0.05283,0.06796
1993,East,Not employed: Pensioner,0.22469,782,3810,0.21143,0.23794
1993,East,Not employed: registered unemployed,0.11060,515,3810,0.10064,0.12056
1993,East,Not employed: no further information,0.01462,76,3810,0.01081,0.01844
1994,West,Self-employed,0.04284,458,9060,0.03867,0.04701
1994,West,Blue-collar worker,0.14303,2102,9060,0.13582,0.15024
1994,West,Civil servant,0.04045,384,9060,0.03639,0.04450
1994,West,White-collar worker,0.20210,2114,9060,0.19383,0.21037
1994,West,Apprentice/ Trainee/ Intern,0.05587,734,9060,0.05114,0.06060
1994,West,Not employed: Pensioner,0.20147,1529,9060,0.19321,0.20973
1994,West,Not employed: registered unemployed,0.03892,514,9060,0.03494,0.04290
1994,West,Not employed: no further information,0.09446,1225,9060,0.08843,0.10048
1994,East,Self-employed,0.03252,161,3743,0.02684,0.03820
1994,East,Blue-collar worker,0.16598,839,3743,0.15405,0.17790
1994,East,Civil servant,0.00873,45,3743,0.00575,0.01171
1994,East,White-collar worker,0.18926,995,3743,0.17671,0.20181
1994,East,Apprentice/ Trainee/ Intern,0.05672,337,3743,0.04930,0.06413
1994,East,Not employed: Pensioner,0.22651,766,3743,0.21309,0.23992
1994,East,Not employed: registered unemployed,0.11516,521,3743,0.10493,0.12539
1994,East,Not employed: no further information,0.01724,79,3743,0.01307,0.02141
1995,West,Self-employed,0.04037,450,9576,0.03643,0.04431
1995,West,Blue-collar worker,0.13919,2223,9576,0.13226,0.14612
1995,West,Civil servant,0.03824,375,9576,0.03440,0.04208
1995,West,White-collar worker,0.20441,2286,9576,0.19633,0.21248
1995,West,Apprentice/ Trainee/ Intern,0.05952,822,9576,0.05478,0.06426
1995,West,Not employed: Pensioner,0.20136,1568,9576,0.19332,0.20939
1995,West,Not employed: Military/Community Service,0.00362,38,9576,0.00242,0.00482
1995,West,Not employed: registered unemployed,0.04251,568,9576,0.03847,0.04655
1995,West,Not employed: no further information,0.09023,1246,9576,0.08449,0.09597
1995,East,Self-employed,0.03570,167,3681,0.02971,0.04170
1995,East,Blue-collar worker,0.17540,859,3681,0.16311,0.18768
1995,East,Civil servant,0.01053,54,3681,0.00723,0.01383
1995,East,White-collar worker,0.18851,969,3681,0.17588,0.20115
1995,East,Apprentice/ Trainee/ Intern,0.05702,340,3681,0.04953,0.06451
1995,East,Not employed: Pensioner,0.23959,767,3681,0.22580,0.25338
1995,East,Not employed: registered unemployed,0.09498,427,3681,0.08551,0.10445
1995,East,Not employed: no further information,0.02081,98,3681,0.01620,0.02543
1996,West,Self-employed,0.04383,473,9315,0.03967,0.04799
1996,West,Blue-collar worker,0.13753,2113,9315,0.13053,0.14452
1996,West,Civil servant,0.03595,356,9315,0.03217,0.03973
1996,West,White-collar worker,0.20647,2280,9315,0.19825,0.21469
1996,West,Apprentice/ Trainee/ Intern,0.05574,757,9315,0.05108,0.06040
1996,West,Not employed: Pensioner,0.20464,1575,9315,0.19644,0.21283
1996,West,Not employed: registered unemployed,0.04307,548,9315,0.03895,0.04720
1996,West,Not employed: no further information,0.08825,1213,9315,0.08249,0.09401
1996,East,Self-employed,0.03672,173,3664,0.03063,0.04281
1996,East,Blue-collar worker,0.17236,826,3664,0.16013,0.18459
1996,East,Civil servant,0.01123,57,3664,0.00782,0.01464
1996,East,White-collar worker,0.17754,915,3664,0.16517,0.18992
1996,East,Apprentice/ Trainee/ Intern,0.06218,361,3664,0.05436,0.07000
1996,East,Not employed: Pensioner,0.24281,772,3664,0.22892,0.25669
1996,East,Not employed: registered unemployed,0.09694,446,3664,0.08736,0.10652
1996,East,Not employed: no further information,0.02552,114,3664,0.02041,0.03063
1997,West,Self-employed,0.04166,458,9155,0.03757,0.04576
1997,West,Blue-collar worker,0.13032,1957,9155,0.12342,0.13721
1997,West,Civil servant,0.03648,360,9155,0.03264,0.04032
1997,West,White-collar worker,0.20671,2253,9155,0.19842,0.21501
1997,West,Apprentice/ Trainee/ Intern,0.05723,759,9155,0.05247,0.06199
1997,West,Not employed: Pensioner,0.21158,1622,9155,0.20322,0.21995
1997,West,Not employed: registered unemployed,0.04692,592,9155,0.04258,0.05125
1997,West,Not employed: no further information,0.08670,1154,9155,0.08094,0.09247
1997,East,Self-employed,0.04035,178,3596,0.03392,0.04679
1997,East,Blue-collar worker,0.14691,708,3596,0.13534,0.15848
1997,East,Civil servant,0.01395,70,3596,0.01011,0.01778
1997,East,White-collar worker,0.18753,937,3596,0.17477,0.20029
1997,East,Apprentice/ Trainee/ Intern,0.06526,376,3596,0.05718,0.07333
1997,East,Not employed: Pensioner,0.24653,775,3596,0.23244,0.26062
1997,East,Not employed: registered unemployed,0.10416,446,3596,0.09418,0.11415
1997,East,Not employed: no further information,0.02345,106,3596,0.01851,0.02840
1998,West,Self-employed,0.04291,544,10333,0.03901,0.04682
1998,West,Blue-collar worker,0.13129,2060,10333,0.12478,0.13780
1998,West,Civil servant,0.03477,406,10333,0.03123,0.03830
1998,West,White-collar worker,0.20922,2617,10333,0.20137,0.21706
1998,West,Apprentice/ Trainee/ Intern,0.06153,879,10333,0.05690,0.06617
1998,West,Not employed: Pensioner,0.21022,1949,10333,0.20237,0.21808
1998,West,Not employed: registered unemployed,0.04199,575,10333,0.03812,0.04586
1998,West,Not employed: no further information,0.08835,1303,10333,0.08287,0.09382
1998,East,Self-employed,0.03629,176,3841,0.03038,0.04221
1998,East,Blue-collar worker,0.15473,782,3841,0.14330,0.16617
1998,East,Civil servant,0.01442,75,3841,0.01065,0.01819
1998,East,White-collar worker,0.18062,946,3841,0.16845,0.19279
1998,East,Apprentice/ Trainee/ Intern,0.06477,383,3841,0.05698,0.07255
1998,East,Not employed: Pensioner,0.25162,851,3841,0.23789,0.26534
1998,East,Not employed: registered unemployed,0.10864,518,3841,0.09880,0.11849
1998,East,Not employed: no further information,0.02291,110,3841,0.01818,0.02764
1999,West,Self-employed,0.04754,557,9861,0.04334,0.05174
1999,West,Blue-collar worker,0.13698,2020,9861,0.13019,0.14376
1999,West,Civil servant,0.03319,382,9861,0.02966,0.03673
1999,West,White-collar worker,0.21474,2603,9861,0.20664,0.22285
1999,West,Apprentice/ Trainee/ Intern,0.05889,801,9861,0.05424,0.06353
1999,West,Not employed: Pensioner,0.21354,1882,9861,0.20545,0.22163
1999,West,Not employed: registered unemployed,0.03621,469,9861,0.03252,0.03990
1999,West,Not employed: no further information,0.08027,1147,9861,0.07491,0.08564
1999,East,Self-employed,0.03909,180,3757,0.03290,0.04529
1999,East,Blue-collar worker,0.16457,791,3757,0.15271,0.17643
1999,East,Civil servant,0.01438,71,3757,0.01057,0.01818
1999,East,White-collar worker,0.18260,947,3757,0.17025,0.19496
1999,East,Apprentice/ Trainee/ Intern,0.06973,387,3757,0.06158,0.07787
1999,East,Not employed: Pensioner,0.25741,853,3757,0.24343,0.27139
1999,East,Not employed: registered unemployed,0.09136,417,3757,0.08214,0.10057
1999,East,Not employed: no further information,0.02179,111,3757,0.01712,0.02646
2000,West,Self-employed,0.04866,1045,18215,0.04554,0.05179
2000,West,Blue-collar worker,0.14254,3370,18215,0.13747,0.14762
2000,West,Civil servant,0.03020,737,18215,0.02771,0.03268
2000,West,White-collar worker,0.21803,4871,18215,0.21203,0.22402
2000,West,Apprentice/ Trainee/ Intern,0.05445,1362,18215,0.05116,0.05775
2000,West,Not employed: Pensioner,0.20758,3810,18215,0.20169,0.21347
2000,West,Not employed: Military/Community Service,0.00247,61,18215,0.00175,0.00319
2000,West,Not employed: registered unemployed,0.02935,741,18215,0.02690,0.03180
2000,West,Not employed: no further information,0.08723,2218,18215,0.08314,0.09133
2000,East,Self-employed,0.04495,307,5841,0.03963,0.05026
2000,East,Blue-collar worker,0.15176,1086,5841,0.14256,0.16096
2000,East,Civil servant,0.01271,106,5841,0.00984,0.01558
2000,East,White-collar worker,0.18916,1446,5841,0.17911,0.19920
2000,East,Apprentice/ Trainee/ Intern,0.06655,558,5841,0.06016,0.07294
2000,East,Not employed: Pensioner,0.26799,1477,5841,0.25664,0.27935
2000,East,Not employed: Military/Community Service,0.00514,41,5841,0.00330,0.00697
2000,East,Not employed: registered unemployed,0.08965,668,5841,0.08232,0.09698
2000,East,Not employed: no further information,0.01917,152,5841,0.01566,0.02269
2001,West,Self-employed,0.04847,947,16449,0.04519,0.05175
2001,West,Blue-collar worker,0.13945,2994,16449,0.13415,0.14474
2001,West,Civil servant,0.03096,671,16449,0.02831,0.03361
2001,West,White-collar worker,0.21757,4454,16449,0.21127,0.22388
2001,West,Apprentice/ Trainee/ Intern,0.05594,1274,16449,0.05243,0.05945
2001,West,Not employed: Pensioner,0.21213,3541,16449,0.20588,0.21838
2001,West,Not employed: Military/Community Service,0.00356,67,16449,0.00265,0.00447
2001,West,Not employed: registered unemployed,0.03408,694,16449,0.03131,0.03686
2001,West,Not employed: no further information,0.07824,1807,16449,0.07414,0.08235
2001,East,Self-employed,0.04177,265,5403,0.03644,0.04711
2001,East,Blue-collar worker,0.15196,1002,5403,0.14238,0.16153
2001,East,Civil servant,0.01568,109,5403,0.01236,0.01899
2001,East,White-collar worker,0.19126,1347,5403,0.18078,0.20175
2001,East,Apprentice/ Trainee/ Intern,0.07012,534,5403,0.06331,0.07693
2001,East,Not employed: Pensioner,0.27172,1393,5403,0.25985,0.28358
2001,East,Not employed: registered unemployed,0.09374,621,5403,0.08597,0.10151
2001,East,Not employed: no further information,0.01667,132,5403,0.01326,0.02008
2002,West,Self-employed,0.04385,1151,17564,0.04082,0.04688
2002,West,Blue-collar worker,0.14086,2754,17564,0.13571,0.14600
2002,West,Civil servant,0.02920,959,17564,0.02671,0.03169
2002,West,White-collar worker,0.21533,5028,17564,0.20925,0.22141
2002,West,Apprentice/ Trainee/ Intern,0.05794,1418,17564,0.05449,0.06140
2002,West,Not employed: Pensioner,0.21740,3685,17564,0.21130,0.22350
2002,West,Not employed: Military/Community Service,0.00269,70,17564,0.00193,0.00346
2002,West,Not employed: registered unemployed,0.03833,704,17564,0.03549,0.04116
2002,West,Not employed: no further information,0.07677,1795,17564,0.07283,0.08070
2002,East,Self-employed,0.04029,277,5403,0.03505,0.04553
2002,East,Blue-collar worker,0.14153,891,5403,0.13224,0.15083
2002,East,Civil servant,0.01277,121,5403,0.00977,0.01576
2002,East,White-collar worker,0.18713,1411,5403,0.17672,0.19753
2002,East,Apprentice/ Trainee/ Intern,0.07547,547,5403,0.06842,0.08251
2002,East,Not employed: Pensioner,0.27820,1405,5403,0.26625,0.29015
2002,East,Not employed: registered unemployed,0.10225,606,5403,0.09418,0.11033
2002,East,Not employed: no further information,0.02221,145,5403,0.01828,0.02614
2003,West,Self-employed,0.04360,1058,16797,0.04051,0.04669
2003,West,Blue-collar worker,0.13562,2562,16797,0.13044,0.14080
2003,West,Civil servant,0.02932,877,16797,0.02677,0.03187
2003,West,White-collar worker,0.21699,4804,16797,0.21076,0.22323
2003,West,Apprentice/ Trainee/ Intern,0.05730,1374,16797,0.05378,0.06081
2003,West,Not employed: Pensioner,0.22111,3661,16797,0.21484,0.22739
2003,West,Not employed: Military/Community Service,0.00227,57,16797,0.00155,0.00299
2003,West,Not employed: registered unemployed,0.04390,764,16797,0.04080,0.04700
2003,West,Not employed: no further information,0.07357,1640,16797,0.06962,0.07752
2003,East,Self-employed,0.04022,280,5340,0.03495,0.04549
2003,East,Blue-collar worker,0.13857,840,5340,0.12931,0.14784
2003,East,Civil servant,0.01413,121,5340,0.01096,0.01729
2003,East,White-collar worker,0.18662,1363,5340,0.17617,0.19708
2003,East,Apprentice/ Trainee/ Intern,0.07066,523,5340,0.06379,0.07754
2003,East,Not employed: Pensioner,0.28183,1411,5340,0.26976,0.29390
2003,East,Not employed: Military/Community Service,0.00467,31,5340,0.00284,0.00650
2003,East,Not employed: registered unemployed,0.10858,640,5340,0.10023,0.11692
2003,East,Not employed: no further information,0.02161,131,5340,0.01771,0.02551
2004,West,Self-employed,0.04604,1082,16370,0.04283,0.04925
2004,West,Blue-collar worker,0.13295,2417,16370,0.12775,0.13815
2004,West,Civil servant,0.02854,837,16370,0.02599,0.03109
2004,West,White-collar worker,0.21583,4644,16370,0.20952,0.22213
2004,West,Apprentice/ Trainee/ Intern,0.06204,1418,16370,0.05835,0.06574
2004,West,Not employed: Pensioner,0.22377,3618,16370,0.21738,0.23015
2004,West,Not employed: Military/Community Service,0.00200,44,16370,0.00131,0.00268
2004,West,Not employed: registered unemployed,0.04773,805,16370,0.04446,0.05100
2004,West,Not employed: no further information,0.06873,1505,16370,0.06486,0.07261
2004,East,Self-employed,0.04302,281,5196,0.03750,0.04853
2004,East,Blue-collar worker,0.14284,841,5196,0.13333,0.15236
2004,East,Civil servant,0.01359,114,5196,0.01044,0.01674
2004,East,White-collar worker,0.18010,1321,5196,0.16965,0.19055
2004,East,Apprentice/ Trainee/ Intern,0.07501,523,5196,0.06785,0.08218
2004,East,Not employed: Pensioner,0.28515,1393,5196,0.27287,0.29743
2004,East,Not employed: registered unemployed,0.10751,585,5196,0.09909,0.11594
2004,East,Not employed: no further information,0.02217,138,5196,0.01816,0.02617
2005,West,Self-employed,0.04462,1008,15644,0.04138,0.04785
2005,West,Blue-collar worker,0.14039,2350,15644,0.13495,0.14584
2005,West,Civil servant,0.03052,800,15644,0.02783,0.03322
2005,West,White-collar worker,0.21842,4390,15644,0.21195,0.22490
2005,West,Apprentice/ Trainee/ Intern,0.06393,1344,15644,0.06010,0.06776
2005,West,Not employed: Pensioner,0.21803,3575,15644,0.21156,0.22450
2005,West,Not employed: Military/Community Service,0.00141,32,15644,0.00082,0.00200
2005,West,Not employed: registered unemployed,0.04779,758,15644,0.04445,0.05113
2005,West,Not employed: no further information,0.06812,1387,15644,0.06417,0.07206
2005,East,Self-employed,0.04533,289,5014,0.03957,0.05109
2005,East,Blue-collar worker,0.13466,766,5014,0.12521,0.14411
2005,East,Civil servant,0.01364,116,5014,0.01043,0.01685
2005,East,White-collar worker,0.18129,1248,5014,0.17063,0.19196
2005,East,Apprentice/ Trainee/ Intern,0.08138,491,5014,0.07381,0.08895
2005,East,Not employed: Pensioner,0.27820,1390,5014,0.26580,0.29061
2005,East,Not employed: registered unemployed,0.11168,570,5014,0.10296,0.12040
2005,East,Not employed: no further information,0.02288,144,5014,0.01874,0.02702
2006,West,Self-employed,0.04723,1136,16863,0.04403,0.05044
2006,West,Blue-collar worker,0.13284,2401,16863,0.12772,0.13797
2006,West,Civil servant,0.03002,823,16863,0.02745,0.03260
2006,West,White-collar worker,0.22013,4705,16863,0.21387,0.22638
2006,West,Apprentice/ Trainee/ Intern,0.05358,1137,16863,0.05018,0.05698
2006,West,Not employed: Pensioner,0.22026,4087,16863,0.21400,0.22651
2006,West,Not employed: Military/Community Service,0.00192,42,16863,0.00126,0.00258
2006,West,Not employed: registered unemployed,0.04980,843,16863,0.04651,0.05308
2006,West,Not employed: no further information,0.07668,1689,16863,0.07266,0.08070
2006,East,Self-employed,0.05405,325,5338,0.04798,0.06012
2006,East,Blue-collar worker,0.13101,782,5338,0.12196,0.14006
2006,East,Civil servant,0.01536,121,5338,0.01206,0.01866
2006,East,White-collar worker,0.18709,1330,5338,0.17662,0.19755
2006,East,Apprentice/ Trainee/ Intern,0.06392,419,5338,0.05736,0.07049
2006,East,Not employed: Pensioner,0.28009,1553,5338,0.26804,0.29213
2006,East,Not employed: registered unemployed,0.10713,588,5338,0.09883,0.11542
2006,East,Not employed: no further information,0.03768,220,5338,0.03257,0.04279
2007,West,Self-employed,0.04638,1036,15730,0.04309,0.04966
2007,West,Blue-collar worker,0.13988,2312,15730,0.13446,0.14530
2007,West,Civil servant,0.03212,786,15730,0.02936,0.03487
2007,West,White-collar worker,0.22414,4459,15730,0.21762,0.23065
2007,West,Apprentice/ Trainee/ Intern,0.05096,1037,15730,0.04752,0.05439
2007,West,Not employed: Pensioner,0.22486,3903,15730,0.21834,0.23139
2007,West,Not employed: Military/Community Service,0.00224,46,15730,0.00150,0.00298
2007,West,Not employed: registered unemployed,0.04410,671,15730,0.04089,0.04730
2007,West,Not employed: no further information,0.07177,1480,15730,0.06774,0.07581
2007,East,Self-employed,0.04725,281,5073,0.04141,0.05309
2007,East,Blue-collar worker,0.14661,793,5073,0.13687,0.15634
2007,East,Civil servant,0.01626,118,5073,0.01278,0.01975
2007,East,White-collar worker,0.19716,1296,5073,0.18622,0.20811
2007,East,Apprentice/ Trainee/ Intern,0.06909,421,5073,0.06211,0.07607
2007,East,Not employed: Pensioner,0.27966,1481,5073,0.26731,0.29202
2007,East,Not employed: registered unemployed,0.09631,493,5073,0.08819,0.10443
2007,East,Not employed: no further information,0.03190,190,5073,0.02706,0.03674
2008,West,Self-employed,0.04467,936,14708,0.04133,0.04800
2008,West,Blue-collar worker,0.14292,2171,14708,0.13727,0.14858
2008,West,Civil servant,0.03111,707,14708,0.02830,0.03391
2008,West,White-collar worker,0.23672,4316,14708,0.22985,0.24359
2008,West,Apprentice/ Trainee/ Intern,0.05427,1010,14708,0.05061,0.05793
2008,West,Not employed: Pensioner,0.22497,3751,14708,0.21822,0.23171
2008,West,Not employed: registered unemployed,0.03691,527,14708,0.03386,0.03996
2008,West,Not employed: no further information,0.06884,1290,14708,0.06475,0.07293
2008,East,Self-employed,0.05031,271,4788,0.04412,0.05650
2008,East,Blue-collar worker,0.15535,779,4788,0.14509,0.16561
2008,East,Civil servant,0.01478,110,4788,0.01136,0.01820
2008,East,White-collar worker,0.20383,1243,4788,0.19242,0.21525
2008,East,Apprentice/ Trainee/ Intern,0.06765,385,4788,0.06053,0.07476
2008,East,Not employed: Pensioner,0.27081,1418,4788,0.25822,0.28340
2008,East,Not employed: registered unemployed,0.09071,435,4788,0.08257,0.09884
2008,East,Not employed: no further information,0.02593,147,4788,0.02143,0.03043
2009,West,Self-employed,0.04548,877,13644,0.04199,0.04898
2009,West,Blue-collar worker,0.13954,1944,13644,0.13373,0.14536
2009,West,Civil servant,0.03178,652,13644,0.02883,0.03472
2009,West,White-collar worker,0.24004,4029,13644,0.23288,0.24721
2009,West,Apprentice/ Trainee/ Intern,0.05841,949,13644,0.05447,0.06234
2009,West,Not employed: Pensioner,0.22404,3509,13644,0.21704,0.23103
2009,West,Not employed: Military/Community Service,0.00298,42,13644,0.00206,0.00389
2009,West,Not employed: registered unemployed,0.03825,505,13644,0.03503,0.04147
2009,West,Not employed: no further information,0.06465,1137,13644,0.06052,0.06877
2009,East,Self-employed,0.05722,264,4543,0.05046,0.06397
2009,East,Blue-collar worker,0.14811,734,4543,0.13778,0.15844
2009,East,Civil servant,0.01748,107,4543,0.01367,0.02129
2009,East,White-collar worker,0.20693,1196,4543,0.19515,0.21871
2009,East,Apprentice/ Trainee/ Intern,0.05962,322,4543,0.05274,0.06651
2009,East,Not employed: Pensioner,0.26448,1385,4543,0.25165,0.27730
2009,East,Not employed: registered unemployed,0.09159,399,4543,0.08320,0.09998
2009,East,Not employed: no further information,0.02266,136,4543,0.01833,0.02699
2010,West,Self-employed,0.04428,1165,18738,0.04133,0.04723
2010,West,Blue-collar worker,0.12782,2584,18738,0.12304,0.13260
2010,West,Civil servant,0.03220,810,18738,0.02967,0.03473
2010,West,White-collar worker,0.24963,5906,18738,0.24343,0.25582
2010,West,Apprentice/ Trainee/ Intern,0.06064,1195,18738,0.05723,0.06406
2010,West,Not employed: Pensioner,0.22420,3405,18738,0.21822,0.23017
2010,West,Not employed: Military/Community Service,0.00198,33,18738,0.00134,0.00261
