year,age_gr,quintil_oecd,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,46-65 y.,2nd Quintile,Not employed: Pensioner,0.25518,132,601,0.22030,0.29007
1984,46-65 y.,2nd Quintile,Not employed: no further information,0.25979,171,601,0.22470,0.29488
1984,46-65 y.,3rd Quintile,Blue-collar worker,0.29804,283,653,0.26293,0.33315
1984,46-65 y.,3rd Quintile,White-collar worker,0.15887,94,653,0.13081,0.18693
1984,46-65 y.,3rd Quintile,Not employed: Pensioner,0.21437,124,653,0.18286,0.24587
1984,46-65 y.,3rd Quintile,Not employed: no further information,0.23615,152,653,0.20355,0.26875
1984,46-65 y.,4th Quintile,Self-employed,0.06264,43,744,0.04521,0.08006
1984,46-65 y.,4th Quintile,Blue-collar worker,0.23936,249,744,0.20868,0.27004
1984,46-65 y.,4th Quintile,Civil servant,0.05757,38,744,0.04082,0.07432
1984,46-65 y.,4th Quintile,White-collar worker,0.22835,153,744,0.19817,0.25854
1984,46-65 y.,4th Quintile,Not employed: Pensioner,0.20087,123,744,0.17206,0.22968
1984,46-65 y.,4th Quintile,Not employed: no further information,0.18834,138,744,0.16023,0.21646
1984,46-65 y.,5th Quintile,Self-employed,0.15204,130,862,0.12806,0.17602
1984,46-65 y.,5th Quintile,Blue-collar worker,0.14696,176,862,0.12331,0.17061
1984,46-65 y.,5th Quintile,Civil servant,0.09089,73,862,0.07169,0.11009
1984,46-65 y.,5th Quintile,White-collar worker,0.32785,266,862,0.29650,0.35921
1984,46-65 y.,5th Quintile,Not employed: Pensioner,0.14361,107,862,0.12019,0.16704
1984,46-65 y.,5th Quintile,Not employed: no further information,0.12916,110,862,0.10675,0.15156
1984,66 and older,1st Quintile,Not employed: Pensioner,0.86695,295,334,0.83048,0.90343
1984,66 and older,1st Quintile,Not employed: no further information,0.09239,39,334,0.06129,0.12349
1984,66 and older,2nd Quintile,Not employed: Pensioner,0.91092,242,242,0.87495,0.94688
1984,66 and older,3rd Quintile,Not employed: Pensioner,0.93399,224,224,0.90140,0.96658
1984,66 and older,4th Quintile,Not employed: Pensioner,0.87189,178,178,0.82266,0.92113
1984,66 and older,5th Quintile,Not employed: Pensioner,0.88448,169,169,0.83614,0.93281
1985,17-29 y.,1st Quintile,Blue-collar worker,0.17715,166,748,0.14977,0.20453
1985,17-29 y.,1st Quintile,White-collar worker,0.10434,59,748,0.08242,0.12626
1985,17-29 y.,1st Quintile,Apprentice/ Trainee/ Intern,0.41276,278,748,0.37745,0.44807
1985,17-29 y.,1st Quintile,Not employed: registered unemployed,0.13067,91,748,0.10650,0.15484
1985,17-29 y.,1st Quintile,Not employed: no further information,0.13523,154,748,0.11070,0.15975
1985,17-29 y.,2nd Quintile,Blue-collar worker,0.18691,139,555,0.15445,0.21938
1985,17-29 y.,2nd Quintile,White-collar worker,0.16105,72,555,0.13044,0.19166
1985,17-29 y.,2nd Quintile,Apprentice/ Trainee/ Intern,0.38545,217,555,0.34492,0.42598
1985,17-29 y.,2nd Quintile,Not employed: registered unemployed,0.06843,39,555,0.04741,0.08946
1985,17-29 y.,2nd Quintile,Not employed: no further information,0.12016,88,555,0.09309,0.14724
1985,17-29 y.,3rd Quintile,Blue-collar worker,0.23345,193,612,0.19991,0.26700
1985,17-29 y.,3rd Quintile,White-collar worker,0.19921,106,612,0.16754,0.23088
1985,17-29 y.,3rd Quintile,Apprentice/ Trainee/ Intern,0.41000,242,612,0.37100,0.44900
1985,17-29 y.,3rd Quintile,Not employed: registered unemployed,0.04760,35,612,0.03071,0.06448
1985,17-29 y.,3rd Quintile,Not employed: no further information,0.04715,36,612,0.03034,0.06396
1985,17-29 y.,4th Quintile,Blue-collar worker,0.26945,178,586,0.23350,0.30541
1985,17-29 y.,4th Quintile,Civil servant,0.06575,38,586,0.04567,0.08584
1985,17-29 y.,4th Quintile,White-collar worker,0.26157,153,586,0.22595,0.29718
1985,17-29 y.,4th Quintile,Apprentice/ Trainee/ Intern,0.30132,186,586,0.26414,0.33850
1985,17-29 y.,4th Quintile,Not employed: no further information,0.04170,31,586,0.02550,0.05790
1985,17-29 y.,5th Quintile,Blue-collar worker,0.22785,124,418,0.18759,0.26811
1985,17-29 y.,5th Quintile,White-collar worker,0.31371,149,418,0.26917,0.35825
1985,17-29 y.,5th Quintile,Apprentice/ Trainee/ Intern,0.31777,145,418,0.27308,0.36246
1985,30-45 y.,1st Quintile,Blue-collar worker,0.31245,260,642,0.27657,0.34833
1985,30-45 y.,1st Quintile,White-collar worker,0.16406,75,642,0.13539,0.19273
1985,30-45 y.,1st Quintile,Not employed: registered unemployed,0.13181,73,642,0.10562,0.15800
1985,30-45 y.,1st Quintile,Not employed: no further information,0.30840,234,642,0.27265,0.34415
1985,30-45 y.,2nd Quintile,Self-employed,0.05271,31,697,0.03611,0.06931
1985,30-45 y.,2nd Quintile,Blue-collar worker,0.34270,311,697,0.30744,0.37796
1985,30-45 y.,2nd Quintile,White-collar worker,0.22353,124,697,0.19258,0.25448
1985,30-45 y.,2nd Quintile,Not employed: registered unemployed,0.05373,41,697,0.03698,0.07048
1985,30-45 y.,2nd Quintile,Not employed: no further information,0.24386,190,697,0.21196,0.27576
1985,30-45 y.,3rd Quintile,Self-employed,0.05533,32,618,0.03729,0.07337
1985,30-45 y.,3rd Quintile,Blue-collar worker,0.28160,253,618,0.24611,0.31709
1985,30-45 y.,3rd Quintile,Civil servant,0.07794,41,618,0.05679,0.09909
1985,30-45 y.,3rd Quintile,White-collar worker,0.32398,170,618,0.28706,0.36091
1985,30-45 y.,3rd Quintile,Not employed: no further information,0.20772,122,618,0.17571,0.23973
1985,30-45 y.,4th Quintile,Self-employed,0.05768,40,646,0.03969,0.07567
1985,30-45 y.,4th Quintile,Blue-collar worker,0.24125,222,646,0.20823,0.27427
1985,30-45 y.,4th Quintile,Civil servant,0.09389,54,646,0.07138,0.11640
1985,30-45 y.,4th Quintile,White-collar worker,0.44424,252,646,0.40589,0.48258
1985,30-45 y.,4th Quintile,Not employed: no further information,0.12121,78,646,0.09602,0.14640
1985,30-45 y.,5th Quintile,Self-employed,0.13686,105,707,0.11151,0.16221
1985,30-45 y.,5th Quintile,Blue-collar worker,0.12972,123,707,0.10493,0.15450
1985,30-45 y.,5th Quintile,Civil servant,0.14956,100,707,0.12325,0.17586
1985,30-45 y.,5th Quintile,White-collar worker,0.46737,318,707,0.43056,0.50417
1985,30-45 y.,5th Quintile,Not employed: no further information,0.08599,61,707,0.06531,0.10667
1985,46-65 y.,1st Quintile,Blue-collar worker,0.15853,141,504,0.12661,0.19045
1985,46-65 y.,1st Quintile,White-collar worker,0.07809,35,504,0.05464,0.10153
1985,46-65 y.,1st Quintile,Not employed: Pensioner,0.34329,130,504,0.30179,0.38478
1985,46-65 y.,1st Quintile,Not employed: registered unemployed,0.09620,54,504,0.07043,0.12196
1985,46-65 y.,1st Quintile,Not employed: no further information,0.25123,144,504,0.21333,0.28914
1985,46-65 y.,2nd Quintile,Blue-collar worker,0.26305,186,535,0.22570,0.30039
1985,46-65 y.,2nd Quintile,White-collar worker,0.10019,54,535,0.07472,0.12566
1985,46-65 y.,2nd Quintile,Not employed: Pensioner,0.27354,120,535,0.23573,0.31135
1985,46-65 y.,2nd Quintile,Not employed: registered unemployed,0.04616,31,535,0.02836,0.06396
1985,46-65 y.,2nd Quintile,Not employed: no further information,0.24784,144,535,0.21122,0.28446
1985,46-65 y.,3rd Quintile,Blue-collar worker,0.28016,252,600,0.24419,0.31612
1985,46-65 y.,3rd Quintile,White-collar worker,0.16876,104,600,0.13876,0.19875
1985,46-65 y.,3rd Quintile,Not employed: Pensioner,0.24081,127,600,0.20657,0.27506
1985,46-65 y.,3rd Quintile,Not employed: no further information,0.18163,117,600,0.15075,0.21250
1985,46-65 y.,4th Quintile,Self-employed,0.06469,44,682,0.04621,0.08316
1985,46-65 y.,4th Quintile,Blue-collar worker,0.25132,236,682,0.21874,0.28390
1985,46-65 y.,4th Quintile,White-collar worker,0.26113,166,682,0.22814,0.29412
1985,46-65 y.,4th Quintile,Not employed: Pensioner,0.17202,102,682,0.14368,0.20037
1985,46-65 y.,4th Quintile,Not employed: no further information,0.19152,134,682,0.16197,0.22108
1985,46-65 y.,5th Quintile,Self-employed,0.13062,101,773,0.10685,0.15440
1985,46-65 y.,5th Quintile,Blue-collar worker,0.13733,147,773,0.11305,0.16161
1985,46-65 y.,5th Quintile,Civil servant,0.11314,81,773,0.09080,0.13549
1985,46-65 y.,5th Quintile,White-collar worker,0.33393,243,773,0.30067,0.36720
1985,46-65 y.,5th Quintile,Not employed: Pensioner,0.15599,108,773,0.13040,0.18159
1985,46-65 y.,5th Quintile,Not employed: no further information,0.11399,93,773,0.09157,0.13641
1985,66 and older,1st Quintile,Not employed: Pensioner,0.90435,226,226,0.86592,0.94278
1985,66 and older,2nd Quintile,Not employed: Pensioner,0.95041,238,238,0.92277,0.97805
1985,66 and older,3rd Quintile,Not employed: Pensioner,0.92005,205,205,0.88283,0.95727
1985,66 and older,4th Quintile,Not employed: Pensioner,0.88846,176,176,0.84182,0.93510
1985,66 and older,5th Quintile,Not employed: Pensioner,0.84513,140,140,0.78498,0.90527
1986,17-29 y.,1st Quintile,Blue-collar worker,0.16319,130,629,0.13428,0.19209
1986,17-29 y.,1st Quintile,White-collar worker,0.11424,53,629,0.08936,0.13912
1986,17-29 y.,1st Quintile,Apprentice/ Trainee/ Intern,0.42476,268,629,0.38610,0.46342
1986,17-29 y.,1st Quintile,Not employed: registered unemployed,0.10645,75,629,0.08233,0.13057
1986,17-29 y.,1st Quintile,Not employed: no further information,0.13124,103,629,0.10483,0.15765
1986,17-29 y.,2nd Quintile,Blue-collar worker,0.21359,155,574,0.18003,0.24715
1986,17-29 y.,2nd Quintile,White-collar worker,0.17327,76,574,0.14228,0.20426
1986,17-29 y.,2nd Quintile,Apprentice/ Trainee/ Intern,0.37173,221,574,0.33216,0.41130
1986,17-29 y.,2nd Quintile,Not employed: registered unemployed,0.06753,42,574,0.04699,0.08808
1986,17-29 y.,2nd Quintile,Not employed: no further information,0.10114,80,574,0.07645,0.12583
1986,17-29 y.,3rd Quintile,Blue-collar worker,0.24059,179,559,0.20512,0.27605
1986,17-29 y.,3rd Quintile,White-collar worker,0.22408,106,559,0.18949,0.25868
1986,17-29 y.,3rd Quintile,Apprentice/ Trainee/ Intern,0.38590,233,559,0.34550,0.42629
1986,17-29 y.,3rd Quintile,Not employed: no further information,0.04935,41,559,0.03138,0.06732
1986,17-29 y.,4th Quintile,Blue-collar worker,0.28778,218,597,0.25144,0.32413
1986,17-29 y.,4th Quintile,Civil servant,0.08951,44,597,0.06659,0.11243
1986,17-29 y.,4th Quintile,White-collar worker,0.24636,155,597,0.21176,0.28095
1986,17-29 y.,4th Quintile,Apprentice/ Trainee/ Intern,0.27776,180,597,0.24180,0.31372
1986,17-29 y.,5th Quintile,Blue-collar worker,0.21723,119,421,0.17779,0.25667
1986,17-29 y.,5th Quintile,White-collar worker,0.31184,147,421,0.26753,0.35614
1986,17-29 y.,5th Quintile,Apprentice/ Trainee/ Intern,0.31422,155,421,0.26983,0.35862
1986,30-45 y.,1st Quintile,Blue-collar worker,0.30465,225,550,0.26615,0.34315
1986,30-45 y.,1st Quintile,White-collar worker,0.11903,52,550,0.09194,0.14612
1986,30-45 y.,1st Quintile,Not employed: registered unemployed,0.13896,59,550,0.11002,0.16789
1986,30-45 y.,1st Quintile,Not employed: no further information,0.32201,214,550,0.28292,0.36109
1986,30-45 y.,2nd Quintile,Blue-collar worker,0.34863,288,623,0.31118,0.38608
1986,30-45 y.,2nd Quintile,White-collar worker,0.20978,110,623,0.17778,0.24178
1986,30-45 y.,2nd Quintile,Not employed: registered unemployed,0.04799,35,623,0.03119,0.06479
1986,30-45 y.,2nd Quintile,Not employed: no further information,0.27360,190,623,0.23856,0.30863
1986,30-45 y.,3rd Quintile,Blue-collar worker,0.27050,240,590,0.23462,0.30637
1986,30-45 y.,3rd Quintile,Civil servant,0.08162,47,590,0.05951,0.10373
1986,30-45 y.,3rd Quintile,White-collar worker,0.34775,188,590,0.30928,0.38621
1986,30-45 y.,3rd Quintile,Not employed: no further information,0.18964,115,590,0.15798,0.22130
1986,30-45 y.,4th Quintile,Self-employed,0.05370,39,609,0.03578,0.07161
1986,30-45 y.,4th Quintile,Blue-collar worker,0.24761,211,609,0.21330,0.28192
1986,30-45 y.,4th Quintile,Civil servant,0.08464,43,609,0.06251,0.10676
1986,30-45 y.,4th Quintile,White-collar worker,0.42895,230,609,0.38961,0.46829
1986,30-45 y.,4th Quintile,Not employed: no further information,0.13163,86,609,0.10476,0.15851
1986,30-45 y.,5th Quintile,Self-employed,0.13597,96,661,0.10982,0.16211
1986,30-45 y.,5th Quintile,Blue-collar worker,0.12994,112,661,0.10429,0.15560
1986,30-45 y.,5th Quintile,Civil servant,0.15168,96,661,0.12431,0.17905
1986,30-45 y.,5th Quintile,White-collar worker,0.46740,292,661,0.42934,0.50547
1986,30-45 y.,5th Quintile,Not employed: no further information,0.08957,65,661,0.06778,0.11135
1986,46-65 y.,1st Quintile,Blue-collar worker,0.15681,143,513,0.12532,0.18831
1986,46-65 y.,1st Quintile,Not employed: Pensioner,0.38841,150,513,0.34619,0.43062
1986,46-65 y.,1st Quintile,Not employed: registered unemployed,0.10392,66,513,0.07749,0.13035
1986,46-65 y.,1st Quintile,Not employed: no further information,0.26978,154,513,0.23134,0.30823
1986,46-65 y.,2nd Quintile,Blue-collar worker,0.25678,180,489,0.21802,0.29554
1986,46-65 y.,2nd Quintile,White-collar worker,0.11249,56,489,0.08445,0.14052
1986,46-65 y.,2nd Quintile,Not employed: Pensioner,0.27406,112,489,0.23449,0.31364
1986,46-65 y.,2nd Quintile,Not employed: no further information,0.25962,141,489,0.22072,0.29852
1986,46-65 y.,3rd Quintile,Blue-collar worker,0.31675,254,552,0.27791,0.35560
1986,46-65 y.,3rd Quintile,White-collar worker,0.18538,99,552,0.15293,0.21783
1986,46-65 y.,3rd Quintile,Not employed: Pensioner,0.19706,90,552,0.16385,0.23028
1986,46-65 y.,3rd Quintile,Not employed: no further information,0.18929,109,552,0.15658,0.22200
1986,46-65 y.,4th Quintile,Self-employed,0.05417,39,719,0.03761,0.07073
1986,46-65 y.,4th Quintile,Blue-collar worker,0.27984,267,719,0.24700,0.31268
1986,46-65 y.,4th Quintile,Civil servant,0.04732,33,719,0.03179,0.06286
1986,46-65 y.,4th Quintile,White-collar worker,0.25818,163,719,0.22617,0.29019
1986,46-65 y.,4th Quintile,Not employed: Pensioner,0.17747,107,719,0.14952,0.20542
1986,46-65 y.,4th Quintile,Not employed: no further information,0.15043,110,719,0.12429,0.17658
1986,46-65 y.,5th Quintile,Self-employed,0.15666,121,755,0.13072,0.18261
1986,46-65 y.,5th Quintile,Blue-collar worker,0.11217,120,755,0.08965,0.13470
1986,46-65 y.,5th Quintile,Civil servant,0.10499,76,755,0.08311,0.12687
1986,46-65 y.,5th Quintile,White-collar worker,0.34534,249,755,0.31140,0.37928
1986,46-65 y.,5th Quintile,Not employed: Pensioner,0.14173,94,755,0.11683,0.16662
1986,46-65 y.,5th Quintile,Not employed: no further information,0.11997,95,755,0.09678,0.14316
1986,66 and older,1st Quintile,Not employed: Pensioner,0.93472,234,234,0.90300,0.96644
1986,66 and older,2nd Quintile,Not employed: Pensioner,0.92768,225,225,0.89376,0.96160
1986,66 and older,3rd Quintile,Not employed: Pensioner,0.93567,201,201,0.90167,0.96968
1986,66 and older,4th Quintile,Not employed: Pensioner,0.91119,148,148,0.86520,0.95717
1986,66 and older,5th Quintile,Not employed: Pensioner,0.84322,126,126,0.77948,0.90696
1987,17-29 y.,1st Quintile,Blue-collar worker,0.16628,124,621,0.13697,0.19558
1987,17-29 y.,1st Quintile,White-collar worker,0.08985,44,621,0.06734,0.11236
1987,17-29 y.,1st Quintile,Apprentice/ Trainee/ Intern,0.44114,265,621,0.40206,0.48022
1987,17-29 y.,1st Quintile,Not employed: registered unemployed,0.12195,77,621,0.09620,0.14771
1987,17-29 y.,1st Quintile,Not employed: no further information,0.13656,111,621,0.10953,0.16359
1987,17-29 y.,2nd Quintile,Blue-collar worker,0.23556,171,595,0.20143,0.26969
1987,17-29 y.,2nd Quintile,White-collar worker,0.24217,100,595,0.20772,0.27662
1987,17-29 y.,2nd Quintile,Apprentice/ Trainee/ Intern,0.32263,217,595,0.28504,0.36022
1987,17-29 y.,2nd Quintile,Not employed: registered unemployed,0.04562,32,595,0.02884,0.06240
1987,17-29 y.,2nd Quintile,Not employed: no further information,0.10104,75,595,0.07680,0.12528
1987,17-29 y.,3rd Quintile,Blue-collar worker,0.28499,179,548,0.24716,0.32282
1987,17-29 y.,3rd Quintile,White-collar worker,0.21916,106,548,0.18449,0.25382
1987,17-29 y.,3rd Quintile,Apprentice/ Trainee/ Intern,0.32515,229,548,0.28589,0.36440
1987,17-29 y.,3rd Quintile,Not employed: no further information,0.05426,34,548,0.03528,0.07324
1987,17-29 y.,4th Quintile,Blue-collar worker,0.27973,202,590,0.24348,0.31598
1987,17-29 y.,4th Quintile,Civil servant,0.06103,34,590,0.04170,0.08036
1987,17-29 y.,4th Quintile,White-collar worker,0.27685,159,590,0.24071,0.31298
1987,17-29 y.,4th Quintile,Apprentice/ Trainee/ Intern,0.28031,195,590,0.24404,0.31659
1987,17-29 y.,5th Quintile,Blue-collar worker,0.23037,117,399,0.18900,0.27174
1987,17-29 y.,5th Quintile,White-collar worker,0.32651,143,399,0.28044,0.37258
1987,17-29 y.,5th Quintile,Apprentice/ Trainee/ Intern,0.28043,139,399,0.23629,0.32456
1987,30-45 y.,1st Quintile,Blue-collar worker,0.36793,226,518,0.32636,0.40950
1987,30-45 y.,1st Quintile,White-collar worker,0.12279,49,518,0.09450,0.15108
1987,30-45 y.,1st Quintile,Not employed: registered unemployed,0.11653,54,518,0.08887,0.14418
1987,30-45 y.,1st Quintile,Not employed: no further information,0.28968,189,518,0.25058,0.32878
1987,30-45 y.,2nd Quintile,Blue-collar worker,0.34859,275,565,0.30926,0.38792
1987,30-45 y.,2nd Quintile,White-collar worker,0.21155,108,565,0.17785,0.24526
1987,30-45 y.,2nd Quintile,Not employed: no further information,0.27525,182,565,0.23839,0.31211
1987,30-45 y.,3rd Quintile,Self-employed,0.06053,39,618,0.04172,0.07935
1987,30-45 y.,3rd Quintile,Blue-collar worker,0.29724,255,618,0.26118,0.33330
1987,30-45 y.,3rd Quintile,Civil servant,0.08078,41,618,0.05928,0.10228
1987,30-45 y.,3rd Quintile,White-collar worker,0.32970,169,618,0.29261,0.36679
1987,30-45 y.,3rd Quintile,Not employed: no further information,0.19119,114,618,0.16016,0.22222
1987,30-45 y.,4th Quintile,Self-employed,0.09081,52,595,0.06771,0.11392
1987,30-45 y.,4th Quintile,Blue-collar worker,0.22318,204,595,0.18970,0.25667
1987,30-45 y.,4th Quintile,Civil servant,0.09175,45,595,0.06853,0.11496
1987,30-45 y.,4th Quintile,White-collar worker,0.42244,216,595,0.38272,0.46217
1987,30-45 y.,4th Quintile,Not employed: no further information,0.12831,78,595,0.10141,0.15520
1987,30-45 y.,5th Quintile,Self-employed,0.12567,89,659,0.10034,0.15100
1987,30-45 y.,5th Quintile,Blue-collar worker,0.13865,112,659,0.11225,0.16506
1987,30-45 y.,5th Quintile,Civil servant,0.14649,92,659,0.11947,0.17351
1987,30-45 y.,5th Quintile,White-collar worker,0.48091,313,659,0.44273,0.51908
1987,30-45 y.,5th Quintile,Not employed: no further information,0.07564,53,659,0.05544,0.09585
1987,46-65 y.,1st Quintile,Blue-collar worker,0.15993,127,471,0.12680,0.19307
1987,46-65 y.,1st Quintile,Not employed: Pensioner,0.33669,127,471,0.29397,0.37942
1987,46-65 y.,1st Quintile,Not employed: registered unemployed,0.13030,77,471,0.09986,0.16073
1987,46-65 y.,1st Quintile,Not employed: no further information,0.26360,140,471,0.22377,0.30344
1987,46-65 y.,2nd Quintile,Blue-collar worker,0.28264,202,488,0.24265,0.32263
1987,46-65 y.,2nd Quintile,White-collar worker,0.11379,51,488,0.08559,0.14200
1987,46-65 y.,2nd Quintile,Not employed: Pensioner,0.27422,108,488,0.23460,0.31385
1987,46-65 y.,2nd Quintile,Not employed: no further information,0.23295,127,488,0.19541,0.27049
1987,46-65 y.,3rd Quintile,Self-employed,0.07324,43,607,0.05249,0.09398
1987,46-65 y.,3rd Quintile,Blue-collar worker,0.24699,210,607,0.21265,0.28133
1987,46-65 y.,3rd Quintile,White-collar worker,0.17782,98,607,0.14738,0.20827
1987,46-65 y.,3rd Quintile,Not employed: Pensioner,0.20108,96,607,0.16917,0.23300
1987,46-65 y.,3rd Quintile,Not employed: registered unemployed,0.04202,33,607,0.02604,0.05799
1987,46-65 y.,3rd Quintile,Not employed: no further information,0.20738,127,607,0.17510,0.23966
1987,46-65 y.,4th Quintile,Self-employed,0.07663,57,722,0.05721,0.09604
1987,46-65 y.,4th Quintile,Blue-collar worker,0.29595,265,722,0.26263,0.32927
1987,46-65 y.,4th Quintile,Civil servant,0.05258,38,722,0.03629,0.06887
1987,46-65 y.,4th Quintile,White-collar worker,0.25837,167,722,0.22641,0.29032
1987,46-65 y.,4th Quintile,Not employed: Pensioner,0.13480,90,722,0.10987,0.15973
1987,46-65 y.,4th Quintile,Not employed: no further information,0.14216,105,722,0.11667,0.16765
1987,46-65 y.,5th Quintile,Self-employed,0.12631,96,743,0.10241,0.15022
1987,46-65 y.,5th Quintile,Blue-collar worker,0.14921,152,743,0.12357,0.17485
1987,46-65 y.,5th Quintile,Civil servant,0.10975,77,743,0.08725,0.13224
1987,46-65 y.,5th Quintile,White-collar worker,0.34249,240,743,0.30835,0.37664
1987,46-65 y.,5th Quintile,Not employed: Pensioner,0.12293,83,743,0.09930,0.14656
1987,46-65 y.,5th Quintile,Not employed: no further information,0.12089,95,743,0.09744,0.14435
1987,66 and older,1st Quintile,Not employed: Pensioner,0.91681,282,282,0.88452,0.94910
1987,66 and older,2nd Quintile,Not employed: Pensioner,0.92983,209,209,0.89512,0.96455
1987,66 and older,3rd Quintile,Not employed: Pensioner,0.95012,200,200,0.91988,0.98037
1987,66 and older,4th Quintile,Not employed: Pensioner,0.91755,149,149,0.87323,0.96186
1987,66 and older,5th Quintile,Not employed: Pensioner,0.83300,123,123,0.76682,0.89919
1988,17-29 y.,1st Quintile,Blue-collar worker,0.17716,136,612,0.14688,0.20743
1988,17-29 y.,1st Quintile,White-collar worker,0.12109,53,612,0.09523,0.14696
1988,17-29 y.,1st Quintile,Apprentice/ Trainee/ Intern,0.43072,251,612,0.39146,0.46998
1988,17-29 y.,1st Quintile,Not employed: registered unemployed,0.07846,56,612,0.05713,0.09978
