year,age_gr,pgisced97,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,46-65 y.,Lower Secondary Level,Not employed: no further information,0.31646,305,991,0.28749,0.34543
1985,46-65 y.,Upper Secondary Level,Self-employed,0.07231,103,1474,0.05908,0.08554
1985,46-65 y.,Upper Secondary Level,Blue-collar worker,0.22486,399,1474,0.20354,0.24619
1985,46-65 y.,Upper Secondary Level,Civil servant,0.04581,65,1474,0.03513,0.05648
1985,46-65 y.,Upper Secondary Level,White-collar worker,0.24033,337,1474,0.21851,0.26215
1985,46-65 y.,Upper Secondary Level,Not employed: Pensioner,0.22882,287,1474,0.20736,0.25027
1985,46-65 y.,Upper Secondary Level,Not employed: registered unemployed,0.04053,61,1474,0.03046,0.05060
1985,46-65 y.,Upper Secondary Level,Not employed: no further information,0.14734,222,1474,0.12924,0.16544
1985,46-65 y.,First Stage of Tertiary Education,Self-employed,0.17070,33,144,0.10903,0.23237
1985,46-65 y.,First Stage of Tertiary Education,White-collar worker,0.37304,77,144,0.29377,0.45230
1985,46-65 y.,First Stage of Tertiary Education,Not employed: Pensioner,0.19727,34,144,0.13205,0.26250
1985,46-65 y.,Second Stage of Tertiary Education,Civil servant,0.27109,58,145,0.19848,0.34369
1985,46-65 y.,Second Stage of Tertiary Education,White-collar worker,0.40169,87,145,0.32162,0.48176
1985,66 and older,Lower Secondary Level,Not employed: Pensioner,0.89721,372,412,0.86785,0.92657
1985,66 and older,Lower Secondary Level,Not employed: no further information,0.07988,40,412,0.05367,0.10609
1985,66 and older,Upper Secondary Level,Not employed: Pensioner,0.91436,465,465,0.88890,0.93982
1985,66 and older,First Stage of Tertiary Education,Not employed: Pensioner,0.88320,70,70,0.80741,0.95898
1985,66 and older,Second Stage of Tertiary Education,Not employed: Pensioner,0.94544,51,51,0.88248,1.00839
1986,17-29 y.,Pre-primary Level,Apprentice/ Trainee/ Intern,0.96268,182,182,0.93506,0.99029
1986,17-29 y.,Primary Level,Blue-collar worker,0.35913,54,134,0.27760,0.44067
1986,17-29 y.,Primary Level,Apprentice/ Trainee/ Intern,0.25348,37,134,0.17955,0.32742
1986,17-29 y.,Primary Level,Not employed: no further information,0.17780,43,134,0.11282,0.24278
1986,17-29 y.,Lower Secondary Level,Blue-collar worker,0.18446,238,920,0.15939,0.20954
1986,17-29 y.,Lower Secondary Level,White-collar worker,0.08806,63,920,0.06973,0.10638
1986,17-29 y.,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.56679,476,920,0.53476,0.59883
1986,17-29 y.,Lower Secondary Level,Not employed: registered unemployed,0.05992,60,920,0.04457,0.07526
1986,17-29 y.,Lower Secondary Level,Not employed: no further information,0.06480,83,920,0.04889,0.08072
1986,17-29 y.,Upper Secondary Level,Self-employed,0.02670,35,1390,0.01822,0.03518
1986,17-29 y.,Upper Secondary Level,Blue-collar worker,0.29145,449,1390,0.26755,0.31535
1986,17-29 y.,Upper Secondary Level,Civil servant,0.04723,58,1390,0.03608,0.05839
1986,17-29 y.,Upper Secondary Level,White-collar worker,0.27283,341,1390,0.24941,0.29626
1986,17-29 y.,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.21018,288,1390,0.18876,0.23161
1986,17-29 y.,Upper Secondary Level,Not employed: Military/Community Service,0.03182,36,1390,0.02259,0.04106
1986,17-29 y.,Upper Secondary Level,Not employed: registered unemployed,0.04409,76,1390,0.03329,0.05488
1986,17-29 y.,Upper Secondary Level,Not employed: no further information,0.07091,107,1390,0.05741,0.08441
1986,17-29 y.,Post-secondary Non-tertiary Level,White-collar worker,0.44171,38,38,0.28170,0.60172
1986,17-29 y.,First Stage of Tertiary Education,White-collar worker,0.37052,37,37,0.21276,0.52828
1986,17-29 y.,Second Stage of Tertiary Education,White-collar worker,0.55139,46,46,0.40607,0.69670
1986,30-45 y.,Primary Level,Blue-collar worker,0.52566,155,252,0.46388,0.58743
1986,30-45 y.,Primary Level,Not employed: no further information,0.36906,97,252,0.30936,0.42875
1986,30-45 y.,Lower Secondary Level,Blue-collar worker,0.40956,318,592,0.36991,0.44920
1986,30-45 y.,Lower Secondary Level,White-collar worker,0.14361,62,592,0.11533,0.17188
1986,30-45 y.,Lower Secondary Level,Not employed: registered unemployed,0.06889,37,592,0.04847,0.08931
1986,30-45 y.,Lower Secondary Level,Not employed: no further information,0.33094,175,592,0.29300,0.36887
1986,30-45 y.,Upper Secondary Level,Self-employed,0.07023,112,1622,0.05779,0.08267
1986,30-45 y.,Upper Secondary Level,Blue-collar worker,0.27787,526,1622,0.25606,0.29968
1986,30-45 y.,Upper Secondary Level,Civil servant,0.06196,87,1622,0.05023,0.07370
1986,30-45 y.,Upper Secondary Level,White-collar worker,0.34130,504,1622,0.31822,0.36438
1986,30-45 y.,Upper Secondary Level,Not employed: registered unemployed,0.04713,76,1622,0.03681,0.05745
1986,30-45 y.,Upper Secondary Level,Not employed: no further information,0.18145,317,1622,0.16269,0.20021
1986,30-45 y.,Post-secondary Non-tertiary Level,Blue-collar worker,0.17906,33,72,0.08988,0.26825
1986,30-45 y.,Post-secondary Non-tertiary Level,White-collar worker,0.54365,39,72,0.42779,0.65951
1986,30-45 y.,First Stage of Tertiary Education,Self-employed,0.14497,32,171,0.09204,0.19789
1986,30-45 y.,First Stage of Tertiary Education,White-collar worker,0.49808,105,171,0.42291,0.57324
1986,30-45 y.,First Stage of Tertiary Education,Not employed: no further information,0.15109,34,171,0.09726,0.20493
1986,30-45 y.,Second Stage of Tertiary Education,Self-employed,0.10408,42,314,0.07025,0.13791
1986,30-45 y.,Second Stage of Tertiary Education,Civil servant,0.30204,117,314,0.25118,0.35291
1986,30-45 y.,Second Stage of Tertiary Education,White-collar worker,0.43376,155,314,0.37886,0.48867
1986,46-65 y.,Primary Level,Blue-collar worker,0.55378,184,260,0.49324,0.61432
1986,46-65 y.,Primary Level,Not employed: no further information,0.24512,76,260,0.19273,0.29751
1986,46-65 y.,Lower Secondary Level,Self-employed,0.05763,55,943,0.04275,0.07251
1986,46-65 y.,Lower Secondary Level,Blue-collar worker,0.25865,313,943,0.23069,0.28661
1986,46-65 y.,Lower Secondary Level,White-collar worker,0.08497,73,943,0.06717,0.10278
1986,46-65 y.,Lower Secondary Level,Not employed: Pensioner,0.24383,181,943,0.21641,0.27125
1986,46-65 y.,Lower Secondary Level,Not employed: registered unemployed,0.04150,41,943,0.02876,0.05423
1986,46-65 y.,Lower Secondary Level,Not employed: no further information,0.30717,280,943,0.27771,0.33663
1986,46-65 y.,Upper Secondary Level,Self-employed,0.06975,100,1463,0.05669,0.08281
1986,46-65 y.,Upper Secondary Level,Blue-collar worker,0.23637,421,1463,0.21459,0.25815
1986,46-65 y.,Upper Secondary Level,Civil servant,0.03611,54,1463,0.02655,0.04567
1986,46-65 y.,Upper Secondary Level,White-collar worker,0.24008,333,1463,0.21818,0.26197
1986,46-65 y.,Upper Secondary Level,Not employed: Pensioner,0.23600,288,1463,0.21423,0.25776
1986,46-65 y.,Upper Secondary Level,Not employed: registered unemployed,0.03443,57,1463,0.02508,0.04377
1986,46-65 y.,Upper Secondary Level,Not employed: no further information,0.14528,210,1463,0.12722,0.16335
1986,46-65 y.,First Stage of Tertiary Education,White-collar worker,0.37746,76,108,0.28561,0.46931
1986,46-65 y.,First Stage of Tertiary Education,Not employed: Pensioner,0.18627,32,108,0.11250,0.26004
1986,46-65 y.,Second Stage of Tertiary Education,Self-employed,0.14337,32,179,0.09189,0.19485
1986,46-65 y.,Second Stage of Tertiary Education,Civil servant,0.29730,65,179,0.23015,0.36445
1986,46-65 y.,Second Stage of Tertiary Education,White-collar worker,0.35409,82,179,0.28383,0.42435
1986,66 and older,Lower Secondary Level,Not employed: Pensioner,0.90425,350,386,0.87486,0.93364
1986,66 and older,Lower Secondary Level,Not employed: no further information,0.07637,36,386,0.04984,0.10290
1986,66 and older,Upper Secondary Level,Not employed: Pensioner,0.92779,438,438,0.90353,0.95206
1986,66 and older,First Stage of Tertiary Education,Not employed: Pensioner,0.93891,67,67,0.88113,0.99669
1986,66 and older,Second Stage of Tertiary Education,Not employed: Pensioner,0.91224,47,47,0.83047,0.99401
1987,17-29 y.,Pre-primary Level,Apprentice/ Trainee/ Intern,0.93793,182,182,0.90278,0.97308
1987,17-29 y.,Primary Level,Blue-collar worker,0.34792,43,109,0.25809,0.43775
1987,17-29 y.,Primary Level,Apprentice/ Trainee/ Intern,0.28123,34,109,0.19644,0.36603
1987,17-29 y.,Primary Level,Not employed: no further information,0.16103,32,109,0.09171,0.23035
1987,17-29 y.,Lower Secondary Level,Blue-collar worker,0.20736,220,902,0.18089,0.23384
1987,17-29 y.,Lower Secondary Level,White-collar worker,0.10328,66,902,0.08341,0.12315
1987,17-29 y.,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.53369,477,902,0.50111,0.56626
1987,17-29 y.,Lower Secondary Level,Not employed: registered unemployed,0.05431,54,902,0.03951,0.06911
1987,17-29 y.,Lower Secondary Level,Not employed: no further information,0.07319,85,902,0.05619,0.09020
1987,17-29 y.,Upper Secondary Level,Blue-collar worker,0.30715,472,1365,0.28267,0.33163
1987,17-29 y.,Upper Secondary Level,Civil servant,0.04227,53,1365,0.03160,0.05295
1987,17-29 y.,Upper Secondary Level,White-collar worker,0.29217,355,1365,0.26803,0.31630
1987,17-29 y.,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.19773,275,1365,0.17659,0.21887
1987,17-29 y.,Upper Secondary Level,Not employed: Military/Community Service,0.03528,40,1365,0.02549,0.04507
1987,17-29 y.,Upper Secondary Level,Not employed: registered unemployed,0.04161,69,1365,0.03101,0.05220
1987,17-29 y.,Upper Secondary Level,Not employed: no further information,0.06442,101,1365,0.05139,0.07745
1987,17-29 y.,Post-secondary Non-tertiary Level,White-collar worker,0.42378,40,40,0.26869,0.57887
1987,17-29 y.,First Stage of Tertiary Education,White-collar worker,0.43909,38,38,0.27918,0.59901
1987,17-29 y.,Second Stage of Tertiary Education,White-collar worker,0.45080,41,41,0.29660,0.60500
1987,30-45 y.,Primary Level,Blue-collar worker,0.51427,151,236,0.45036,0.57817
1987,30-45 y.,Primary Level,Not employed: no further information,0.31227,85,236,0.25302,0.37152
1987,30-45 y.,Lower Secondary Level,Blue-collar worker,0.44459,318,559,0.40336,0.48582
1987,30-45 y.,Lower Secondary Level,White-collar worker,0.12418,51,559,0.09682,0.15155
1987,30-45 y.,Lower Secondary Level,Not employed: registered unemployed,0.06220,35,559,0.04216,0.08224
1987,30-45 y.,Lower Secondary Level,Not employed: no further information,0.29868,155,559,0.26071,0.33666
1987,30-45 y.,Upper Secondary Level,Self-employed,0.06949,107,1571,0.05691,0.08207
1987,30-45 y.,Upper Secondary Level,Blue-collar worker,0.29498,539,1571,0.27242,0.31754
1987,30-45 y.,Upper Secondary Level,Civil servant,0.06580,90,1571,0.05354,0.07806
1987,30-45 y.,Upper Secondary Level,White-collar worker,0.33694,484,1571,0.31356,0.36032
1987,30-45 y.,Upper Secondary Level,Not employed: registered unemployed,0.03776,57,1571,0.02833,0.04718
1987,30-45 y.,Upper Secondary Level,Not employed: no further information,0.17613,294,1571,0.15728,0.19497
1987,30-45 y.,Post-secondary Non-tertiary Level,Blue-collar worker,0.20711,33,73,0.11350,0.30071
1987,30-45 y.,Post-secondary Non-tertiary Level,White-collar worker,0.56002,40,73,0.44536,0.67468
1987,30-45 y.,First Stage of Tertiary Education,Self-employed,0.16890,34,179,0.11386,0.22394
1987,30-45 y.,First Stage of Tertiary Education,White-collar worker,0.50491,108,179,0.43146,0.57836
1987,30-45 y.,First Stage of Tertiary Education,Not employed: no further information,0.16069,37,179,0.10674,0.21464
1987,30-45 y.,Second Stage of Tertiary Education,Self-employed,0.12417,45,312,0.08752,0.16082
1987,30-45 y.,Second Stage of Tertiary Education,Civil servant,0.27782,104,312,0.22803,0.32760
1987,30-45 y.,Second Stage of Tertiary Education,White-collar worker,0.45987,163,312,0.40447,0.51526
1987,46-65 y.,Primary Level,Blue-collar worker,0.51321,173,284,0.45498,0.57144
1987,46-65 y.,Primary Level,Not employed: registered unemployed,0.12164,37,284,0.08355,0.15972
1987,46-65 y.,Primary Level,Not employed: no further information,0.21096,74,284,0.16342,0.25849
1987,46-65 y.,Lower Secondary Level,Self-employed,0.06264,58,914,0.04692,0.07836
1987,46-65 y.,Lower Secondary Level,Blue-collar worker,0.28454,320,914,0.25527,0.31381
1987,46-65 y.,Lower Secondary Level,White-collar worker,0.08647,67,914,0.06824,0.10470
1987,46-65 y.,Lower Secondary Level,Not employed: Pensioner,0.20989,154,914,0.18348,0.23631
1987,46-65 y.,Lower Secondary Level,Not employed: registered unemployed,0.05023,51,914,0.03606,0.06440
1987,46-65 y.,Lower Secondary Level,Not employed: no further information,0.30062,264,914,0.27088,0.33037
1987,46-65 y.,Upper Secondary Level,Self-employed,0.07340,102,1463,0.06004,0.08677
1987,46-65 y.,Upper Secondary Level,Blue-collar worker,0.23491,417,1463,0.21318,0.25665
1987,46-65 y.,Upper Secondary Level,Civil servant,0.04237,61,1463,0.03204,0.05269
1987,46-65 y.,Upper Secondary Level,White-collar worker,0.24275,336,1463,0.22077,0.26473
1987,46-65 y.,Upper Secondary Level,Not employed: Pensioner,0.20740,256,1463,0.18662,0.22819
1987,46-65 y.,Upper Secondary Level,Not employed: registered unemployed,0.04109,69,1463,0.03092,0.05127
1987,46-65 y.,Upper Secondary Level,Not employed: no further information,0.15220,222,1463,0.13379,0.17062
1987,46-65 y.,First Stage of Tertiary Education,White-collar worker,0.37932,77,108,0.28738,0.47126
1987,46-65 y.,First Stage of Tertiary Education,Not employed: Pensioner,0.17614,31,108,0.10396,0.24832
1987,46-65 y.,Second Stage of Tertiary Education,Civil servant,0.30639,70,151,0.23262,0.38017
1987,46-65 y.,Second Stage of Tertiary Education,White-collar worker,0.34686,81,151,0.27069,0.42303
1987,66 and older,Lower Secondary Level,Not employed: Pensioner,0.89802,357,393,0.86807,0.92798
1987,66 and older,Lower Secondary Level,Not employed: no further information,0.07717,36,393,0.05075,0.10358
1987,66 and older,Upper Secondary Level,Not employed: Pensioner,0.93243,464,464,0.90957,0.95529
1987,66 and older,First Stage of Tertiary Education,Not employed: Pensioner,0.91485,62,62,0.84481,0.98490
1987,66 and older,Second Stage of Tertiary Education,Not employed: Pensioner,0.87977,49,49,0.78776,0.97178
1988,17-29 y.,Pre-primary Level,Apprentice/ Trainee/ Intern,0.96538,155,155,0.93651,0.99426
1988,17-29 y.,Primary Level,Blue-collar worker,0.29583,44,80,0.19518,0.39647
1988,17-29 y.,Primary Level,Not employed: no further information,0.23537,36,80,0.14182,0.32892
1988,17-29 y.,Lower Secondary Level,Blue-collar worker,0.18512,223,885,0.15952,0.21072
1988,17-29 y.,Lower Secondary Level,White-collar worker,0.09886,64,885,0.07918,0.11854
1988,17-29 y.,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.53489,450,885,0.50201,0.56777
1988,17-29 y.,Lower Secondary Level,Not employed: registered unemployed,0.04720,53,885,0.03322,0.06118
1988,17-29 y.,Lower Secondary Level,Not employed: no further information,0.08837,95,885,0.06966,0.10708
1988,17-29 y.,Upper Secondary Level,Blue-collar worker,0.30654,438,1278,0.28125,0.33183
1988,17-29 y.,Upper Secondary Level,Civil servant,0.04290,48,1278,0.03178,0.05401
1988,17-29 y.,Upper Secondary Level,White-collar worker,0.26901,310,1278,0.24469,0.29333
1988,17-29 y.,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.18794,250,1278,0.16652,0.20937
1988,17-29 y.,Upper Secondary Level,Not employed: Military/Community Service,0.03568,38,1278,0.02551,0.04585
1988,17-29 y.,Upper Secondary Level,Not employed: registered unemployed,0.05358,76,1278,0.04123,0.06593
1988,17-29 y.,Upper Secondary Level,Not employed: no further information,0.07963,118,1278,0.06478,0.09448
1988,17-29 y.,Post-secondary Non-tertiary Level,White-collar worker,0.44567,41,41,0.29164,0.59971
1988,17-29 y.,Second Stage of Tertiary Education,White-collar worker,0.60113,42,42,0.45124,0.75102
1988,30-45 y.,Primary Level,Blue-collar worker,0.54707,142,214,0.48022,0.61392
1988,30-45 y.,Primary Level,Not employed: no further information,0.33035,72,214,0.26718,0.39351
1988,30-45 y.,Lower Secondary Level,Blue-collar worker,0.45183,284,478,0.40717,0.49649
1988,30-45 y.,Lower Secondary Level,White-collar worker,0.12730,51,478,0.09738,0.15721
1988,30-45 y.,Lower Secondary Level,Not employed: no further information,0.27594,143,478,0.23582,0.31605
1988,30-45 y.,Upper Secondary Level,Self-employed,0.06433,99,1483,0.05184,0.07682
1988,30-45 y.,Upper Secondary Level,Blue-collar worker,0.28727,490,1483,0.26424,0.31031
1988,30-45 y.,Upper Secondary Level,Civil servant,0.06727,86,1483,0.05452,0.08003
1988,30-45 y.,Upper Secondary Level,White-collar worker,0.35223,476,1483,0.32791,0.37655
