year,age_gr,bula_h,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,46-65 y.,Baden-Wuerttemberg,Self-employed,0.08289,39,610,0.06099,0.10478
1984,46-65 y.,Baden-Wuerttemberg,Blue-collar worker,0.28438,258,610,0.24855,0.32021
1984,46-65 y.,Baden-Wuerttemberg,White-collar worker,0.22747,109,610,0.19418,0.26076
1984,46-65 y.,Baden-Wuerttemberg,Not employed: Pensioner,0.18046,86,610,0.14991,0.21100
1984,46-65 y.,Baden-Wuerttemberg,Not employed: no further information,0.17726,118,610,0.14693,0.20759
1984,46-65 y.,Bavaria,Self-employed,0.09359,50,564,0.06953,0.11765
1984,46-65 y.,Bavaria,Blue-collar worker,0.21160,174,564,0.17786,0.24534
1984,46-65 y.,Bavaria,White-collar worker,0.20708,115,564,0.17361,0.24055
1984,46-65 y.,Bavaria,Not employed: Pensioner,0.18847,97,564,0.15617,0.22078
1984,46-65 y.,Bavaria,Not employed: no further information,0.21919,128,564,0.18502,0.25337
1984,46-65 y.,Berlin,Blue-collar worker,0.26162,41,41,0.12541,0.39783
1984,66 and older,Schleswig-Holstein,Not employed: Pensioner,0.89364,38,38,0.79429,0.99298
1984,66 and older,Hamburg,Not employed: Pensioner,0.97877,45,45,0.93618,1.02136
1984,66 and older,Lower Saxony,Not employed: Pensioner,0.90616,136,136,0.85696,0.95535
1984,66 and older,North Rhine-Westphalia,Not employed: Pensioner,0.86937,239,239,0.82656,0.91219
1984,66 and older,Hesse,Not employed: Pensioner,0.88651,90,90,0.82061,0.95241
1984,66 and older,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.86578,95,95,0.79687,0.93470
1984,66 and older,Baden-Wuerttemberg,Not employed: Pensioner,0.91657,192,192,0.87736,0.95579
1984,66 and older,Bavaria,Not employed: Pensioner,0.86517,200,200,0.81771,0.91262
1984,66 and older,Berlin,Not employed: Pensioner,0.94126,44,44,0.87097,1.01154
1985,17-29 y.,Lower Saxony,Blue-collar worker,0.15495,48,230,0.10808,0.20181
1985,17-29 y.,Lower Saxony,White-collar worker,0.15060,42,230,0.10428,0.19693
1985,17-29 y.,Lower Saxony,Apprentice/ Trainee/ Intern,0.48824,140,230,0.42350,0.55298
1985,17-29 y.,North Rhine-Westphalia,Blue-collar worker,0.19922,201,808,0.17167,0.22678
1985,17-29 y.,North Rhine-Westphalia,White-collar worker,0.19075,135,808,0.16364,0.21786
1985,17-29 y.,North Rhine-Westphalia,Apprentice/ Trainee/ Intern,0.39659,324,808,0.36284,0.43034
1985,17-29 y.,North Rhine-Westphalia,Not employed: registered unemployed,0.05986,52,808,0.04349,0.07623
1985,17-29 y.,North Rhine-Westphalia,Not employed: no further information,0.08229,96,808,0.06333,0.10125
1985,17-29 y.,Hesse,Blue-collar worker,0.20066,88,292,0.15464,0.24667
1985,17-29 y.,Hesse,White-collar worker,0.21433,56,292,0.16718,0.26148
1985,17-29 y.,Hesse,Apprentice/ Trainee/ Intern,0.38619,106,292,0.33025,0.44213
1985,17-29 y.,Hesse,Not employed: no further information,0.07875,42,292,0.04780,0.10969
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.28580,71,181,0.21980,0.35180
1985,17-29 y.,"Rhineland-Palatinate, Saarland",White-collar worker,0.19315,40,181,0.13548,0.25082
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Apprentice/ Trainee/ Intern,0.28870,70,181,0.22250,0.35491
1985,17-29 y.,Baden-Wuerttemberg,Blue-collar worker,0.27230,206,551,0.23510,0.30951
1985,17-29 y.,Baden-Wuerttemberg,White-collar worker,0.20189,93,551,0.16835,0.23544
1985,17-29 y.,Baden-Wuerttemberg,Apprentice/ Trainee/ Intern,0.34614,188,551,0.30638,0.38590
1985,17-29 y.,Baden-Wuerttemberg,Not employed: no further information,0.07172,64,551,0.05016,0.09329
1985,17-29 y.,Bavaria,Blue-collar worker,0.24885,137,452,0.20894,0.28875
1985,17-29 y.,Bavaria,White-collar worker,0.23768,116,452,0.19840,0.27697
1985,17-29 y.,Bavaria,Apprentice/ Trainee/ Intern,0.31103,157,452,0.26831,0.35376
1985,17-29 y.,Bavaria,Not employed: no further information,0.05862,42,452,0.03694,0.08030
1985,30-45 y.,Schleswig-Holstein,Blue-collar worker,0.24179,35,80,0.14737,0.33621
1985,30-45 y.,Schleswig-Holstein,White-collar worker,0.37277,45,80,0.26615,0.47940
1985,30-45 y.,Hamburg,White-collar worker,0.55767,43,43,0.40747,0.70788
1985,30-45 y.,Lower Saxony,Self-employed,0.10061,34,325,0.06785,0.13337
1985,30-45 y.,Lower Saxony,Blue-collar worker,0.20708,87,325,0.16295,0.25120
1985,30-45 y.,Lower Saxony,Civil servant,0.10329,31,325,0.07015,0.13642
1985,30-45 y.,Lower Saxony,White-collar worker,0.34387,106,325,0.29215,0.39559
1985,30-45 y.,Lower Saxony,Not employed: no further information,0.17137,67,325,0.13034,0.21241
1985,30-45 y.,North Rhine-Westphalia,Self-employed,0.05217,51,973,0.03819,0.06615
1985,30-45 y.,North Rhine-Westphalia,Blue-collar worker,0.24847,311,973,0.22130,0.27563
1985,30-45 y.,North Rhine-Westphalia,Civil servant,0.09287,73,973,0.07462,0.11112
1985,30-45 y.,North Rhine-Westphalia,White-collar worker,0.32560,258,973,0.29614,0.35505
1985,30-45 y.,North Rhine-Westphalia,Not employed: registered unemployed,0.04825,48,973,0.03478,0.06173
1985,30-45 y.,North Rhine-Westphalia,Not employed: no further information,0.20814,232,973,0.18262,0.23366
1985,30-45 y.,Hesse,Blue-collar worker,0.29445,128,273,0.24028,0.34861
1985,30-45 y.,Hesse,White-collar worker,0.33069,85,273,0.27478,0.38660
1985,30-45 y.,Hesse,Not employed: no further information,0.15248,60,273,0.10975,0.19520
1985,30-45 y.,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.25992,57,138,0.18648,0.33336
1985,30-45 y.,"Rhineland-Palatinate, Saarland",White-collar worker,0.28884,41,138,0.21295,0.36474
1985,30-45 y.,"Rhineland-Palatinate, Saarland",Not employed: no further information,0.23794,40,138,0.16663,0.30924
1985,30-45 y.,Baden-Wuerttemberg,Blue-collar worker,0.31029,278,577,0.27251,0.34807
1985,30-45 y.,Baden-Wuerttemberg,Civil servant,0.09264,42,577,0.06897,0.11632
1985,30-45 y.,Baden-Wuerttemberg,White-collar worker,0.29102,130,577,0.25392,0.32811
1985,30-45 y.,Baden-Wuerttemberg,Not employed: no further information,0.18936,127,577,0.15736,0.22136
1985,30-45 y.,Bavaria,Self-employed,0.09418,49,577,0.07032,0.11803
1985,30-45 y.,Bavaria,Blue-collar worker,0.23433,197,577,0.19974,0.26892
1985,30-45 y.,Bavaria,Civil servant,0.07169,37,577,0.05062,0.09276
1985,30-45 y.,Bavaria,White-collar worker,0.36058,183,577,0.32136,0.39979
1985,30-45 y.,Bavaria,Not employed: no further information,0.18319,111,577,0.15160,0.21478
1985,30-45 y.,Berlin,Blue-collar worker,0.23446,41,83,0.14276,0.32617
1985,30-45 y.,Berlin,White-collar worker,0.43995,42,83,0.33251,0.54739
1985,46-65 y.,Lower Saxony,Blue-collar worker,0.21055,77,272,0.16201,0.25909
1985,46-65 y.,Lower Saxony,White-collar worker,0.19826,63,272,0.15079,0.24573
1985,46-65 y.,Lower Saxony,Not employed: Pensioner,0.24467,70,272,0.19349,0.29586
1985,46-65 y.,Lower Saxony,Not employed: no further information,0.18051,62,272,0.13471,0.22630
1985,46-65 y.,North Rhine-Westphalia,Self-employed,0.06725,54,859,0.05049,0.08401
1985,46-65 y.,North Rhine-Westphalia,Blue-collar worker,0.20393,245,859,0.17697,0.23089
1985,46-65 y.,North Rhine-Westphalia,Civil servant,0.04392,31,859,0.03021,0.05763
1985,46-65 y.,North Rhine-Westphalia,White-collar worker,0.19276,149,859,0.16637,0.21916
1985,46-65 y.,North Rhine-Westphalia,Not employed: Pensioner,0.23188,151,859,0.20364,0.26012
1985,46-65 y.,North Rhine-Westphalia,Not employed: registered unemployed,0.04277,41,859,0.02923,0.05631
1985,46-65 y.,North Rhine-Westphalia,Not employed: no further information,0.21615,188,859,0.18861,0.24370
1985,46-65 y.,Hesse,Blue-collar worker,0.19885,103,314,0.15464,0.24307
1985,46-65 y.,Hesse,White-collar worker,0.22337,73,314,0.17723,0.26951
1985,46-65 y.,Hesse,Not employed: Pensioner,0.26850,77,314,0.21940,0.31760
1985,46-65 y.,Hesse,Not employed: no further information,0.15552,61,314,0.11537,0.19567
1985,46-65 y.,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.23955,75,195,0.17949,0.29961
1985,46-65 y.,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.20438,50,195,0.14764,0.26113
1985,46-65 y.,"Rhineland-Palatinate, Saarland",Not employed: no further information,0.26964,70,195,0.20719,0.33209
1985,46-65 y.,Baden-Wuerttemberg,Self-employed,0.10481,49,569,0.07962,0.13000
1985,46-65 y.,Baden-Wuerttemberg,Blue-collar worker,0.27616,234,569,0.23939,0.31293
1985,46-65 y.,Baden-Wuerttemberg,White-collar worker,0.24950,109,569,0.21391,0.28508
1985,46-65 y.,Baden-Wuerttemberg,Not employed: Pensioner,0.17627,78,569,0.14493,0.20761
1985,46-65 y.,Baden-Wuerttemberg,Not employed: no further information,0.14357,99,569,0.11473,0.17241
1985,46-65 y.,Bavaria,Self-employed,0.11276,58,513,0.08536,0.14016
1985,46-65 y.,Bavaria,Blue-collar worker,0.19923,150,513,0.16463,0.23383
1985,46-65 y.,Bavaria,White-collar worker,0.19502,103,513,0.16070,0.22934
1985,46-65 y.,Bavaria,Not employed: Pensioner,0.21537,100,513,0.17976,0.25098
1985,46-65 y.,Bavaria,Not employed: no further information,0.18689,102,513,0.15312,0.22066
1985,66 and older,Schleswig-Holstein,Not employed: Pensioner,0.94425,36,36,0.86825,1.02026
1985,66 and older,Hamburg,Not employed: Pensioner,0.97512,43,43,0.92802,1.02223
1985,66 and older,Lower Saxony,Not employed: Pensioner,0.92829,116,116,0.88113,0.97545
1985,66 and older,Bremen,Not employed: Pensioner,0.93469,31,31,0.84628,1.02310
1985,66 and older,North Rhine-Westphalia,Not employed: Pensioner,0.89843,217,217,0.85814,0.93871
1985,66 and older,Hesse,Not employed: Pensioner,0.89201,83,83,0.82483,0.95919
1985,66 and older,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.91273,87,87,0.85308,0.97238
1985,66 and older,Baden-Wuerttemberg,Not employed: Pensioner,0.90005,157,157,0.85298,0.94711
1985,66 and older,Bavaria,Not employed: Pensioner,0.87906,179,179,0.83116,0.92696
1985,66 and older,Berlin,Not employed: Pensioner,0.95076,36,36,0.87908,1.02244
1986,17-29 y.,Lower Saxony,Blue-collar worker,0.16721,62,250,0.12086,0.21356
1986,17-29 y.,Lower Saxony,White-collar worker,0.15801,46,250,0.11271,0.20332
1986,17-29 y.,Lower Saxony,Apprentice/ Trainee/ Intern,0.44283,142,250,0.38113,0.50453
1986,17-29 y.,North Rhine-Westphalia,Blue-collar worker,0.19629,193,763,0.16809,0.22449
1986,17-29 y.,North Rhine-Westphalia,White-collar worker,0.17443,118,763,0.14748,0.20137
1986,17-29 y.,North Rhine-Westphalia,Apprentice/ Trainee/ Intern,0.39650,321,763,0.36177,0.43124
1986,17-29 y.,North Rhine-Westphalia,Not employed: registered unemployed,0.05510,53,763,0.03889,0.07130
1986,17-29 y.,North Rhine-Westphalia,Not employed: no further information,0.07790,78,763,0.05887,0.09693
1986,17-29 y.,Hesse,Blue-collar worker,0.21841,84,278,0.16976,0.26707
1986,17-29 y.,Hesse,White-collar worker,0.23428,56,278,0.18440,0.28415
1986,17-29 y.,Hesse,Apprentice/ Trainee/ Intern,0.39631,106,278,0.33871,0.45392
1986,17-29 y.,Hesse,Not employed: no further information,0.05825,32,278,0.03066,0.08583
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.27302,67,184,0.20848,0.33757
1986,17-29 y.,"Rhineland-Palatinate, Saarland",White-collar worker,0.21991,47,184,0.15990,0.27992
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Apprentice/ Trainee/ Intern,0.28760,70,184,0.22202,0.35318
1986,17-29 y.,Baden-Wuerttemberg,Blue-collar worker,0.29760,214,554,0.25949,0.33571
1986,17-29 y.,Baden-Wuerttemberg,White-collar worker,0.20125,95,554,0.16783,0.23467
1986,17-29 y.,Baden-Wuerttemberg,Apprentice/ Trainee/ Intern,0.30858,187,554,0.27008,0.34708
1986,17-29 y.,Baden-Wuerttemberg,Not employed: no further information,0.07223,58,554,0.05065,0.09381
1986,17-29 y.,Bavaria,Blue-collar worker,0.23872,122,425,0.19814,0.27930
1986,17-29 y.,Bavaria,White-collar worker,0.25850,115,425,0.21683,0.30017
1986,17-29 y.,Bavaria,Apprentice/ Trainee/ Intern,0.30472,155,425,0.26090,0.34853
1986,17-29 y.,Bavaria,Not employed: no further information,0.04980,33,425,0.02909,0.07050
1986,30-45 y.,Schleswig-Holstein,Blue-collar worker,0.24269,34,67,0.13926,0.34612
1986,30-45 y.,Schleswig-Holstein,White-collar worker,0.34315,33,67,0.22861,0.45769
1986,30-45 y.,Hamburg,White-collar worker,0.52828,38,38,0.36743,0.68914
1986,30-45 y.,Lower Saxony,Self-employed,0.10832,32,278,0.07172,0.14492
1986,30-45 y.,Lower Saxony,Blue-collar worker,0.23921,88,278,0.18897,0.28945
1986,30-45 y.,Lower Saxony,White-collar worker,0.32691,96,278,0.27167,0.38215
1986,30-45 y.,Lower Saxony,Not employed: no further information,0.17383,62,278,0.12920,0.21846
1986,30-45 y.,North Rhine-Westphalia,Self-employed,0.05136,52,915,0.03705,0.06567
1986,30-45 y.,North Rhine-Westphalia,Blue-collar worker,0.23620,273,915,0.20866,0.26373
1986,30-45 y.,North Rhine-Westphalia,Civil servant,0.08786,69,915,0.06951,0.10621
1986,30-45 y.,North Rhine-Westphalia,White-collar worker,0.32474,244,915,0.29438,0.35510
1986,30-45 y.,North Rhine-Westphalia,Not employed: registered unemployed,0.05900,51,915,0.04373,0.07428
1986,30-45 y.,North Rhine-Westphalia,Not employed: no further information,0.21370,226,915,0.18713,0.24028
1986,30-45 y.,Hesse,Blue-collar worker,0.25520,111,257,0.20179,0.30861
1986,30-45 y.,Hesse,White-collar worker,0.35263,86,257,0.29410,0.41116
1986,30-45 y.,Hesse,Not employed: no further information,0.16102,60,257,0.11600,0.20605
1986,30-45 y.,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.28737,61,150,0.21471,0.36003
1986,30-45 y.,"Rhineland-Palatinate, Saarland",White-collar worker,0.27283,43,150,0.20131,0.34435
1986,30-45 y.,"Rhineland-Palatinate, Saarland",Not employed: no further information,0.25504,46,150,0.18505,0.32503
1986,30-45 y.,Baden-Wuerttemberg,Blue-collar worker,0.28595,257,543,0.24791,0.32399
1986,30-45 y.,Baden-Wuerttemberg,Civil servant,0.09349,37,543,0.06898,0.11800
1986,30-45 y.,Baden-Wuerttemberg,White-collar worker,0.29979,127,543,0.26122,0.33837
1986,30-45 y.,Baden-Wuerttemberg,Not employed: no further information,0.20302,122,543,0.16916,0.23689
1986,30-45 y.,Bavaria,Self-employed,0.09187,43,535,0.06737,0.11637
1986,30-45 y.,Bavaria,Blue-collar worker,0.24763,183,535,0.21102,0.28424
1986,30-45 y.,Bavaria,Civil servant,0.08777,44,535,0.06377,0.11177
1986,30-45 y.,Bavaria,White-collar worker,0.35331,167,535,0.31277,0.39386
1986,30-45 y.,Bavaria,Not employed: no further information,0.16600,98,535,0.13444,0.19755
1986,30-45 y.,Berlin,Blue-collar worker,0.25951,38,69,0.15531,0.36370
1986,30-45 y.,Berlin,White-collar worker,0.36799,31,69,0.25337,0.48262
1986,46-65 y.,Lower Saxony,Blue-collar worker,0.19870,74,270,0.15101,0.24638
1986,46-65 y.,Lower Saxony,White-collar worker,0.18397,62,270,0.13766,0.23027
1986,46-65 y.,Lower Saxony,Not employed: Pensioner,0.23715,68,270,0.18632,0.28797
1986,46-65 y.,Lower Saxony,Not employed: no further information,0.19290,66,270,0.14575,0.24005
1986,46-65 y.,North Rhine-Westphalia,Self-employed,0.06783,56,855,0.05096,0.08469
1986,46-65 y.,North Rhine-Westphalia,Blue-collar worker,0.20890,255,855,0.18163,0.23616
1986,46-65 y.,North Rhine-Westphalia,Civil servant,0.04331,32,855,0.02966,0.05697
1986,46-65 y.,North Rhine-Westphalia,White-collar worker,0.18179,135,855,0.15592,0.20765
1986,46-65 y.,North Rhine-Westphalia,Not employed: Pensioner,0.22994,145,855,0.20171,0.25816
1986,46-65 y.,North Rhine-Westphalia,Not employed: registered unemployed,0.04491,42,855,0.03102,0.05881
1986,46-65 y.,North Rhine-Westphalia,Not employed: no further information,0.22136,190,855,0.19351,0.24920
1986,46-65 y.,Hesse,Blue-collar worker,0.19769,92,281,0.15104,0.24434
1986,46-65 y.,Hesse,White-collar worker,0.25920,74,281,0.20787,0.31052
1986,46-65 y.,Hesse,Not employed: Pensioner,0.26957,66,281,0.21760,0.32155
1986,46-65 y.,Hesse,Not employed: no further information,0.13197,49,281,0.09233,0.17162
1986,46-65 y.,"Rhineland-Palatinate, Saarland",Blue-collar worker,0.24586,75,223,0.18921,0.30250
1986,46-65 y.,"Rhineland-Palatinate, Saarland",White-collar worker,0.13334,31,223,0.08862,0.17806
1986,46-65 y.,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.21908,51,223,0.16467,0.27349
1986,46-65 y.,"Rhineland-Palatinate, Saarland",Not employed: no further information,0.25860,66,223,0.20100,0.31620
1986,46-65 y.,Baden-Wuerttemberg,Self-employed,0.08863,44,572,0.06531,0.11194
1986,46-65 y.,Baden-Wuerttemberg,Blue-collar worker,0.29544,248,572,0.25802,0.33287
1986,46-65 y.,Baden-Wuerttemberg,White-collar worker,0.24850,108,572,0.21306,0.28395
1986,46-65 y.,Baden-Wuerttemberg,Not employed: Pensioner,0.17232,80,572,0.14135,0.20330
1986,46-65 y.,Baden-Wuerttemberg,Not employed: no further information,0.13896,92,572,0.11059,0.16734
1986,46-65 y.,Bavaria,Self-employed,0.12554,60,483,0.09596,0.15512
1986,46-65 y.,Bavaria,Blue-collar worker,0.19003,137,483,0.15501,0.22506
1986,46-65 y.,Bavaria,White-collar worker,0.19017,99,483,0.15514,0.22521
1986,46-65 y.,Bavaria,Not employed: Pensioner,0.21300,87,483,0.17645,0.24955
1986,46-65 y.,Bavaria,Not employed: no further information,0.19441,100,483,0.15908,0.22974
1986,46-65 y.,Berlin,Blue-collar worker,0.20998,32,65,0.11020,0.30977
1986,46-65 y.,Berlin,White-collar worker,0.34973,33,65,0.23290,0.46657
1986,66 and older,Hamburg,Not employed: Pensioner,0.99575,40,40,0.97533,1.01617
1986,66 and older,Lower Saxony,Not employed: Pensioner,0.92106,110,110,0.87043,0.97168
1986,66 and older,Bremen,Not employed: Pensioner,0.93716,31,31,0.85031,1.02400
1986,66 and older,North Rhine-Westphalia,Not employed: Pensioner,0.90554,209,209,0.86580,0.94529
1986,66 and older,Hesse,Not employed: Pensioner,0.89366,81,81,0.82611,0.96121
1986,66 and older,"Rhineland-Palatinate, Saarland",Not employed: Pensioner,0.91834,87,87,0.86046,0.97622
1986,66 and older,Baden-Wuerttemberg,Not employed: Pensioner,0.94812,147,147,0.91214,0.98409
1986,66 and older,Bavaria,Not employed: Pensioner,0.89527,167,167,0.84869,0.94185
1986,66 and older,Berlin,Not employed: Pensioner,0.94749,34,34,0.87138,1.02359
1987,17-29 y.,Lower Saxony,Blue-collar worker,0.14050,55,247,0.09707,0.18392
1987,17-29 y.,Lower Saxony,White-collar worker,0.20301,58,247,0.15275,0.25328
1987,17-29 y.,Lower Saxony,Apprentice/ Trainee/ Intern,0.40144,134,247,0.34018,0.46269
1987,17-29 y.,North Rhine-Westphalia,Blue-collar worker,0.21346,187,755,0.18422,0.24271
1987,17-29 y.,North Rhine-Westphalia,White-collar worker,0.20918,131,755,0.18015,0.23822
1987,17-29 y.,North Rhine-Westphalia,Apprentice/ Trainee/ Intern,0.36764,316,755,0.33322,0.40205
1987,17-29 y.,North Rhine-Westphalia,Not employed: registered unemployed,0.05261,47,755,0.03667,0.06854
1987,17-29 y.,North Rhine-Westphalia,Not employed: no further information,0.07009,74,755,0.05187,0.08831
1987,17-29 y.,Hesse,Blue-collar worker,0.26331,96,283,0.21190,0.31471
1987,17-29 y.,Hesse,White-collar worker,0.20061,44,283,0.15387,0.24735
