year,sex,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,male,Apprentice/ Trainee/ Intern,0.06858,617,6619,0.06249,0.07467
1991,male,Not employed: Pensioner,0.15253,873,6619,0.14387,0.16119
1991,male,Not employed: Military/Community Service,0.00783,62,6619,0.00570,0.00995
1991,male,Not employed: registered unemployed,0.03014,295,6619,0.02602,0.03426
1991,male,Not employed: no further information,0.00900,83,6619,0.00672,0.01128
1991,female,Self-employed,0.02510,205,6938,0.02142,0.02878
1991,female,Blue-collar worker,0.10398,1189,6938,0.09679,0.11116
1991,female,Civil servant,0.01477,96,6938,0.01193,0.01761
1991,female,White-collar worker,0.22417,1971,6938,0.21436,0.23398
1991,female,Apprentice/ Trainee/ Intern,0.05174,519,6938,0.04652,0.05695
1991,female,Not employed: Pensioner,0.23494,1295,6938,0.22496,0.24491
1991,female,Not employed: registered unemployed,0.02757,317,6938,0.02371,0.03142
1991,female,Not employed: no further information,0.15136,1346,6938,0.14293,0.15980
1992,male,Self-employed,0.05579,401,6455,0.05019,0.06139
1992,male,Blue-collar worker,0.23952,2407,6455,0.22911,0.24994
1992,male,Civil servant,0.04587,296,6455,0.04076,0.05097
1992,male,White-collar worker,0.18527,1315,6455,0.17579,0.19475
1992,male,Apprentice/ Trainee/ Intern,0.06802,612,6455,0.06188,0.07416
1992,male,Not employed: Pensioner,0.16348,938,6455,0.15446,0.17251
1992,male,Not employed: Military/Community Service,0.00695,52,6455,0.00493,0.00898
1992,male,Not employed: registered unemployed,0.03940,364,6455,0.03465,0.04414
1992,male,Not employed: no further information,0.00840,70,6455,0.00617,0.01062
1992,female,Self-employed,0.02395,202,6842,0.02032,0.02757
1992,female,Blue-collar worker,0.08517,977,6842,0.07856,0.09179
1992,female,Civil servant,0.01448,90,6842,0.01165,0.01731
1992,female,White-collar worker,0.22214,1906,6842,0.21229,0.23199
1992,female,Apprentice/ Trainee/ Intern,0.05522,567,6842,0.04981,0.06064
1992,female,Not employed: Pensioner,0.23974,1332,6842,0.22963,0.24986
1992,female,Not employed: registered unemployed,0.04238,491,6842,0.03760,0.04715
1992,female,Not employed: no further information,0.14940,1277,6842,0.14095,0.15785
1993,male,Self-employed,0.05753,414,6361,0.05181,0.06325
1993,male,Blue-collar worker,0.23132,2264,6361,0.22096,0.24169
1993,male,Civil servant,0.05000,310,6361,0.04464,0.05536
1993,male,White-collar worker,0.17774,1258,6361,0.16834,0.18713
1993,male,Apprentice/ Trainee/ Intern,0.06941,606,6361,0.06316,0.07565
1993,male,Not employed: Pensioner,0.16600,968,6361,0.15686,0.17515
1993,male,Not employed: Military/Community Service,0.00714,52,6361,0.00507,0.00921
1993,male,Not employed: registered unemployed,0.04703,411,6361,0.04183,0.05224
1993,male,Not employed: no further information,0.00788,78,6361,0.00571,0.01006
1993,female,Self-employed,0.02549,208,6724,0.02172,0.02926
1993,female,Blue-collar worker,0.08846,949,6724,0.08167,0.09524
1993,female,Civil servant,0.01566,101,6724,0.01269,0.01863
1993,female,White-collar worker,0.21877,1848,6724,0.20889,0.22865
1993,female,Apprentice/ Trainee/ Intern,0.05291,549,6724,0.04756,0.05826
1993,female,Not employed: Pensioner,0.24002,1342,6724,0.22981,0.25023
1993,female,Not employed: registered unemployed,0.04518,501,6724,0.04022,0.05015
1993,female,Not employed: no further information,0.14305,1226,6724,0.13468,0.15142
1994,male,Self-employed,0.05777,424,6209,0.05197,0.06357
1994,male,Blue-collar worker,0.21978,2088,6209,0.20947,0.23008
1994,male,Civil servant,0.05109,315,6209,0.04561,0.05656
1994,male,White-collar worker,0.17754,1260,6209,0.16803,0.18704
1994,male,Apprentice/ Trainee/ Intern,0.06195,536,6209,0.05596,0.06795
1994,male,Not employed: Pensioner,0.16888,960,6209,0.15956,0.17820
1994,male,Not employed: Military/Community Service,0.00752,60,6209,0.00537,0.00967
1994,male,Not employed: registered unemployed,0.05606,487,6209,0.05034,0.06179
1994,male,Not employed: no further information,0.00923,79,6209,0.00685,0.01161
1994,female,Self-employed,0.02465,195,6654,0.02092,0.02837
1994,female,Blue-collar worker,0.07905,853,6654,0.07256,0.08553
1994,female,Civil servant,0.01803,114,6654,0.01483,0.02123
1994,female,White-collar worker,0.22045,1849,6654,0.21049,0.23041
1994,female,Apprentice/ Trainee/ Intern,0.05042,535,6654,0.04517,0.05568
1994,female,Not employed: Pensioner,0.24214,1335,6654,0.23184,0.25243
1994,female,Not employed: registered unemployed,0.05223,548,6654,0.04689,0.05758
1994,female,Not employed: no further information,0.14543,1225,6654,0.13696,0.15390
1995,male,Self-employed,0.05500,416,6403,0.04942,0.06058
1995,male,Blue-collar worker,0.21951,2209,6403,0.20937,0.22965
1995,male,Civil servant,0.04756,302,6403,0.04235,0.05278
1995,male,White-collar worker,0.18132,1307,6403,0.17188,0.19076
1995,male,Apprentice/ Trainee/ Intern,0.06653,605,6403,0.06043,0.07264
1995,male,Not employed: Pensioner,0.17009,981,6403,0.16088,0.17929
1995,male,Not employed: Military/Community Service,0.00687,50,6403,0.00484,0.00889
1995,male,Not employed: registered unemployed,0.05306,455,6403,0.04757,0.05855
1995,male,Not employed: no further information,0.00904,78,6403,0.00672,0.01135
1995,female,Self-employed,0.02469,201,6866,0.02102,0.02836
1995,female,Blue-collar worker,0.07640,873,6866,0.07012,0.08269
1995,female,Civil servant,0.01893,127,6866,0.01571,0.02216
1995,female,White-collar worker,0.22038,1948,6866,0.21058,0.23019
1995,female,Apprentice/ Trainee/ Intern,0.05190,557,6866,0.04665,0.05715
1995,female,Not employed: Pensioner,0.24551,1354,6866,0.23533,0.25569
1995,female,Not employed: registered unemployed,0.05223,540,6866,0.04697,0.05749
1995,female,Not employed: no further information,0.14134,1266,6866,0.13309,0.14958
1996,male,Self-employed,0.05965,435,6281,0.05379,0.06550
1996,male,Blue-collar worker,0.21070,2077,6281,0.20062,0.22079
1996,male,Civil servant,0.04530,286,6281,0.04015,0.05044
1996,male,White-collar worker,0.18314,1298,6281,0.17357,0.19271
1996,male,Apprentice/ Trainee/ Intern,0.06166,570,6281,0.05571,0.06761
1996,male,Not employed: Pensioner,0.17543,992,6281,0.16602,0.18484
1996,male,Not employed: Military/Community Service,0.00630,49,6281,0.00435,0.00826
1996,male,Not employed: registered unemployed,0.05510,481,6281,0.04946,0.06074
1996,male,Not employed: no further information,0.01026,93,6281,0.00777,0.01276
1996,female,Self-employed,0.02611,211,6747,0.02231,0.02992
1996,female,Blue-collar worker,0.08061,862,6747,0.07411,0.08710
1996,female,Civil servant,0.01789,127,6747,0.01473,0.02106
1996,female,White-collar worker,0.21802,1897,6747,0.20816,0.22787
1996,female,Apprentice/ Trainee/ Intern,0.05247,548,6747,0.04715,0.05779
1996,female,Not employed: Pensioner,0.24662,1355,6747,0.23633,0.25691
1996,female,Not employed: registered unemployed,0.05153,513,6747,0.04626,0.05681
1996,female,Not employed: no further information,0.13943,1234,6747,0.13117,0.14770
1997,male,Self-employed,0.05769,423,6201,0.05189,0.06349
1997,male,Blue-collar worker,0.19845,1929,6201,0.18852,0.20837
1997,male,Civil servant,0.04655,291,6201,0.04130,0.05179
1997,male,White-collar worker,0.18556,1301,6201,0.17588,0.19523
1997,male,Apprentice/ Trainee/ Intern,0.06196,583,6201,0.05596,0.06796
1997,male,Not employed: Pensioner,0.18268,1021,6201,0.17306,0.19230
1997,male,Not employed: Military/Community Service,0.00684,58,6201,0.00479,0.00889
1997,male,Not employed: registered unemployed,0.06335,525,6201,0.05729,0.06942
1997,male,Not employed: no further information,0.00870,70,6201,0.00639,0.01101
1997,female,Self-employed,0.02587,213,6608,0.02204,0.02970
1997,female,Blue-collar worker,0.07132,736,6608,0.06511,0.07753
1997,female,Civil servant,0.01859,139,6608,0.01534,0.02185
1997,female,White-collar worker,0.21988,1889,6608,0.20990,0.22987
1997,female,Apprentice/ Trainee/ Intern,0.05566,552,6608,0.05013,0.06119
1997,female,Not employed: Pensioner,0.25203,1376,6608,0.24156,0.26250
1997,female,Not employed: registered unemployed,0.05223,513,6608,0.04687,0.05760
1997,female,Not employed: no further information,0.13800,1190,6608,0.12968,0.14632
1998,male,Self-employed,0.05854,478,6882,0.05299,0.06408
1998,male,Blue-collar worker,0.20252,2046,6882,0.19303,0.21202
1998,male,Civil servant,0.04286,323,6882,0.03808,0.04765
1998,male,White-collar worker,0.18737,1475,6882,0.17815,0.19659
1998,male,Apprentice/ Trainee/ Intern,0.06587,643,6882,0.06001,0.07173
1998,male,Not employed: Pensioner,0.18700,1233,6882,0.17778,0.19621
1998,male,Not employed: Military/Community Service,0.00497,50,6882,0.00331,0.00663
1998,male,Not employed: registered unemployed,0.05933,562,6882,0.05374,0.06491
1998,male,Not employed: no further information,0.00802,72,6882,0.00591,0.01013
1998,female,Self-employed,0.02553,242,7342,0.02192,0.02913
1998,female,Blue-collar worker,0.07189,796,7342,0.06598,0.07780
1998,female,Civil servant,0.01949,158,7342,0.01633,0.02265
1998,female,White-collar worker,0.21951,2088,7342,0.21004,0.22897
1998,female,Apprentice/ Trainee/ Intern,0.05859,619,7342,0.05322,0.06396
1998,female,Not employed: Pensioner,0.24776,1567,7342,0.23789,0.25764
1998,female,Not employed: registered unemployed,0.05013,531,7342,0.04514,0.05512
1998,female,Not employed: no further information,0.14087,1341,7342,0.13292,0.14883
1999,male,Self-employed,0.06205,476,6606,0.05623,0.06787
1999,male,Blue-collar worker,0.20950,1997,6606,0.19969,0.21932
1999,male,Civil servant,0.04054,298,6606,0.03578,0.04530
1999,male,White-collar worker,0.18709,1457,6606,0.17768,0.19649
1999,male,Apprentice/ Trainee/ Intern,0.06398,592,6606,0.05807,0.06988
1999,male,Not employed: Pensioner,0.19204,1208,6606,0.18254,0.20154
1999,male,Not employed: Military/Community Service,0.00558,51,6606,0.00379,0.00738
1999,male,Not employed: registered unemployed,0.05170,463,6606,0.04636,0.05704
1999,male,Not employed: no further information,0.00745,64,6606,0.00538,0.00953
1999,female,Self-employed,0.03058,261,7063,0.02656,0.03459
1999,female,Blue-collar worker,0.07753,814,7063,0.07129,0.08377
1999,female,Civil servant,0.01934,155,7063,0.01613,0.02255
1999,female,White-collar worker,0.22957,2093,7063,0.21977,0.23938
1999,female,Apprentice/ Trainee/ Intern,0.05794,596,7063,0.05249,0.06339
1999,female,Not employed: Pensioner,0.25003,1527,7063,0.23993,0.26013
1999,female,Not employed: registered unemployed,0.04136,423,7063,0.03672,0.04600
1999,female,Not employed: no further information,0.12881,1194,7063,0.12100,0.13662
2000,male,Self-employed,0.06585,886,11561,0.06133,0.07037
2000,male,Blue-collar worker,0.21071,3126,11561,0.20328,0.21815
2000,male,Civil servant,0.03769,568,11561,0.03422,0.04116
2000,male,White-collar worker,0.18923,2639,11561,0.18209,0.19637
2000,male,Apprentice/ Trainee/ Intern,0.06044,965,11561,0.05609,0.06478
2000,male,Not employed: Pensioner,0.19205,2413,11561,0.18487,0.19923
2000,male,Not employed: Military/Community Service,0.00582,99,11561,0.00444,0.00721
2000,male,Not employed: registered unemployed,0.04403,718,11561,0.04029,0.04777
2000,male,Not employed: no further information,0.01041,147,11561,0.00856,0.01226
2000,female,Self-employed,0.03085,466,12492,0.02782,0.03388
2000,female,Blue-collar worker,0.08062,1330,12492,0.07585,0.08540
2000,female,Civil servant,0.01664,275,12492,0.01440,0.01889
2000,female,White-collar worker,0.23507,3678,12492,0.22764,0.24251
2000,female,Apprentice/ Trainee/ Intern,0.05314,955,12492,0.04920,0.05707
2000,female,Not employed: Pensioner,0.24450,2874,12492,0.23697,0.25204
2000,female,Not employed: registered unemployed,0.03730,691,12492,0.03397,0.04062
2000,female,Not employed: no further information,0.13597,2223,12492,0.12996,0.14198
2001,male,Self-employed,0.06589,801,10510,0.06115,0.07064
2001,male,Blue-collar worker,0.20278,2758,10510,0.19509,0.21047
2001,male,Civil servant,0.03850,520,10510,0.03482,0.04218
2001,male,White-collar worker,0.19131,2423,10510,0.18379,0.19883
2001,male,Apprentice/ Trainee/ Intern,0.05945,868,10510,0.05493,0.06397
2001,male,Not employed: Pensioner,0.19667,2268,10510,0.18907,0.20427
2001,male,Not employed: Military/Community Service,0.00740,93,10510,0.00576,0.00903
2001,male,Not employed: registered unemployed,0.04943,667,10510,0.04529,0.05357
2001,male,Not employed: no further information,0.00849,112,10510,0.00674,0.01025
2001,female,Self-employed,0.02935,411,11368,0.02625,0.03245
2001,female,Blue-collar worker,0.08317,1238,11368,0.07809,0.08824
2001,female,Civil servant,0.01824,260,11368,0.01578,0.02070
2001,female,White-collar worker,0.23334,3378,11368,0.22556,0.24111
2001,female,Apprentice/ Trainee/ Intern,0.05766,940,11368,0.05337,0.06195
2001,female,Not employed: Pensioner,0.24834,2666,11368,0.24040,0.25629
2001,female,Not employed: registered unemployed,0.04076,648,11368,0.03713,0.04440
2001,female,Not employed: no further information,0.12308,1827,11368,0.11704,0.12912
2002,male,Self-employed,0.06091,953,11106,0.05646,0.06536
2002,male,Blue-collar worker,0.19653,2493,11106,0.18914,0.20392
2002,male,Civil servant,0.03546,647,11106,0.03202,0.03890
2002,male,White-collar worker,0.18847,2753,11106,0.18119,0.19574
2002,male,Apprentice/ Trainee/ Intern,0.06260,961,11106,0.05810,0.06711
2002,male,Not employed: Pensioner,0.20502,2393,11106,0.19751,0.21253
2002,male,Not employed: Military/Community Service,0.00550,90,11106,0.00412,0.00688
2002,male,Not employed: registered unemployed,0.05499,676,11106,0.05075,0.05923
2002,male,Not employed: no further information,0.01152,140,11106,0.00953,0.01350
2002,female,Self-employed,0.02618,475,11881,0.02331,0.02906
2002,female,Blue-collar worker,0.08760,1152,11881,0.08251,0.09268
2002,female,Civil servant,0.01732,433,11881,0.01497,0.01966
2002,female,White-collar worker,0.23107,3686,11881,0.22349,0.23865
2002,female,Apprentice/ Trainee/ Intern,0.05972,1004,11881,0.05546,0.06399
2002,female,Not employed: Pensioner,0.25102,2697,11881,0.24322,0.25882
2002,female,Not employed: registered unemployed,0.04516,634,11881,0.04142,0.04889
2002,female,Not employed: no further information,0.11998,1800,11881,0.11413,0.12582
2003,male,Self-employed,0.06108,897,10667,0.05653,0.06562
2003,male,Blue-collar worker,0.19084,2314,10667,0.18338,0.19829
2003,male,Civil servant,0.03585,592,10667,0.03232,0.03938
2003,male,White-collar worker,0.18644,2596,10667,0.17905,0.19383
2003,male,Apprentice/ Trainee/ Intern,0.06342,940,10667,0.05880,0.06805
2003,male,Not employed: Pensioner,0.20927,2397,10667,0.20155,0.21699
2003,male,Not employed: Military/Community Service,0.00507,78,10667,0.00372,0.00641
2003,male,Not employed: registered unemployed,0.06324,735,10667,0.05862,0.06786
2003,male,Not employed: no further information,0.00926,118,10667,0.00744,0.01108
2003,female,Self-employed,0.02558,441,11460,0.02269,0.02847
2003,female,Blue-collar worker,0.08354,1088,11460,0.07848,0.08861
2003,female,Civil servant,0.01764,406,11460,0.01523,0.02005
2003,female,White-collar worker,0.23560,3571,11460,0.22783,0.24337
2003,female,Apprentice/ Trainee/ Intern,0.05616,957,11460,0.05194,0.06037
2003,female,Not employed: Pensioner,0.25408,2675,11460,0.24611,0.26205
2003,female,Not employed: registered unemployed,0.04827,669,11460,0.04434,0.05219
2003,female,Not employed: no further information,0.11699,1653,11460,0.11110,0.12287
2004,male,Self-employed,0.06491,917,10371,0.06017,0.06965
2004,male,Blue-collar worker,0.18669,2208,10371,0.17919,0.19419
2004,male,Civil servant,0.03552,567,10371,0.03196,0.03908
2004,male,White-collar worker,0.18264,2484,10371,0.17520,0.19008
2004,male,Apprentice/ Trainee/ Intern,0.06779,956,10371,0.06295,0.07263
2004,male,Not employed: Pensioner,0.21047,2350,10371,0.20262,0.21831
2004,male,Not employed: Military/Community Service,0.00377,57,10371,0.00259,0.00495
2004,male,Not employed: registered unemployed,0.06644,725,10371,0.06165,0.07124
2004,male,Not employed: no further information,0.01016,107,10371,0.00823,0.01209
2004,female,Self-employed,0.02681,446,11208,0.02382,0.02980
2004,female,Blue-collar worker,0.08468,1050,11208,0.07952,0.08983
2004,female,Civil servant,0.01656,384,11208,0.01420,0.01893
2004,female,White-collar worker,0.23523,3481,11208,0.22738,0.24309
2004,female,Apprentice/ Trainee/ Intern,0.06106,985,11208,0.05663,0.06549
2004,female,Not employed: Pensioner,0.25813,2661,11208,0.25003,0.26624
2004,female,Not employed: registered unemployed,0.05071,665,11208,0.04665,0.05477
2004,female,Not employed: no further information,0.10878,1536,11208,0.10302,0.11455
2005,male,Self-employed,0.06186,838,9890,0.05711,0.06661
2005,male,Blue-collar worker,0.19157,2096,9890,0.18382,0.19933
2005,male,Civil servant,0.03676,541,9890,0.03305,0.04047
2005,male,White-collar worker,0.18473,2337,9890,0.17708,0.19238
2005,male,Apprentice/ Trainee/ Intern,0.07031,899,9890,0.06527,0.07535
2005,male,Not employed: Pensioner,0.20556,2323,9890,0.19760,0.21353
2005,male,Not employed: Military/Community Service,0.00286,41,9890,0.00181,0.00391
2005,male,Not employed: registered unemployed,0.06789,705,9890,0.06293,0.07285
2005,male,Not employed: no further information,0.00986,110,9890,0.00791,0.01181
2005,female,Self-employed,0.02827,459,10777,0.02514,0.03140
2005,female,Blue-collar worker,0.08908,1020,10777,0.08371,0.09446
2005,female,Civil servant,0.01855,375,10777,0.01601,0.02110
2005,female,White-collar worker,0.23775,3301,10777,0.22971,0.24578
2005,female,Apprentice/ Trainee/ Intern,0.06395,936,10777,0.05933,0.06857
2005,female,Not employed: Pensioner,0.25130,2642,10777,0.24311,0.25949
2005,female,Not employed: registered unemployed,0.05101,623,10777,0.04685,0.05516
2005,female,Not employed: no further information,0.10823,1421,10777,0.10236,0.11409
2006,male,Self-employed,0.06582,935,10607,0.06110,0.07054
2006,male,Blue-collar worker,0.18738,2160,10607,0.17995,0.19480
2006,male,Civil servant,0.03675,560,10607,0.03317,0.04033
2006,male,White-collar worker,0.18720,2464,10607,0.17978,0.19463
2006,male,Apprentice/ Trainee/ Intern,0.05751,751,10607,0.05308,0.06194
2006,male,Not employed: Pensioner,0.20685,2671,10607,0.19914,0.21456
2006,male,Not employed: Military/Community Service,0.00430,59,10607,0.00305,0.00554
2006,male,Not employed: registered unemployed,0.06504,729,10607,0.06035,0.06973
2006,male,Not employed: no further information,0.02290,278,10607,0.02005,0.02575
2006,female,Self-employed,0.03174,526,11611,0.02855,0.03493
2006,female,Blue-collar worker,0.07961,1023,11611,0.07469,0.08454
2006,female,Civil servant,0.01833,384,11611,0.01589,0.02077
2006,female,White-collar worker,0.24013,3571,11611,0.23236,0.24790
2006,female,Apprentice/ Trainee/ Intern,0.05346,805,11611,0.04937,0.05756
2006,female,Not employed: Pensioner,0.25444,2969,11611,0.24652,0.26236
2006,female,Not employed: registered unemployed,0.05547,702,11611,0.05131,0.05963
2006,female,Not employed: no further information,0.11468,1631,11611,0.10888,0.12047
2007,male,Self-employed,0.06354,843,9939,0.05875,0.06834
2007,male,Blue-collar worker,0.19924,2112,9939,0.19139,0.20709
2007,male,Civil servant,0.03715,524,9939,0.03343,0.04087
2007,male,White-collar worker,0.19030,2340,9939,0.18259,0.19802
2007,male,Apprentice/ Trainee/ Intern,0.05565,707,9939,0.05114,0.06016
