year,migback,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,Direct migration background,White-collar worker,0.12397,221,2573,0.11124,0.13671
1989,Direct migration background,Apprentice/ Trainee/ Intern,0.04402,143,2573,0.03609,0.05195
1989,Direct migration background,Not employed: Pensioner,0.15282,182,2573,0.13891,0.16672
1989,Direct migration background,Not employed: registered unemployed,0.04539,125,2573,0.03735,0.05344
1989,Direct migration background,Not employed: no further information,0.17267,522,2573,0.15806,0.18727
1989,Indirect migration background,Blue-collar worker,0.03686,57,212,0.01144,0.06228
1989,Indirect migration background,White-collar worker,0.02567,37,212,0.00433,0.04701
1989,Indirect migration background,Apprentice/ Trainee/ Intern,0.07463,118,212,0.03917,0.11009
1990,No migration background,Self-employed,0.03837,480,10877,0.03476,0.04198
1990,No migration background,Blue-collar worker,0.17179,2720,10877,0.16470,0.17888
1990,No migration background,Civil servant,0.03464,370,10877,0.03120,0.03807
1990,No migration background,White-collar worker,0.22297,3277,10877,0.21514,0.23079
1990,No migration background,Apprentice/ Trainee/ Intern,0.06329,864,10877,0.05871,0.06786
1990,No migration background,Not employed: Pensioner,0.19496,1876,10877,0.18751,0.20240
1990,No migration background,Not employed: Military/Community Service,0.00501,74,10877,0.00369,0.00634
1990,No migration background,Not employed: registered unemployed,0.01643,167,10877,0.01404,0.01881
1990,No migration background,Not employed: no further information,0.08466,1049,10877,0.07943,0.08989
1990,Direct migration background,Self-employed,0.03257,79,2657,0.02581,0.03932
1990,Direct migration background,Blue-collar worker,0.36216,1312,2657,0.34389,0.38044
1990,Direct migration background,White-collar worker,0.14551,280,2657,0.13210,0.15893
1990,Direct migration background,Apprentice/ Trainee/ Intern,0.04591,136,2657,0.03795,0.05387
1990,Direct migration background,Not employed: Pensioner,0.16365,234,2657,0.14958,0.17772
1990,Direct migration background,Not employed: registered unemployed,0.04399,142,2657,0.03619,0.05179
1990,Direct migration background,Not employed: no further information,0.15088,474,2657,0.13726,0.16449
1990,Indirect migration background,Blue-collar worker,0.03624,69,275,0.01411,0.05837
1990,Indirect migration background,White-collar worker,0.03192,39,275,0.01111,0.05273
1990,Indirect migration background,Apprentice/ Trainee/ Intern,0.07299,135,275,0.04219,0.10379
1990,Indirect migration background,Not employed: no further information,0.02341,32,275,0.00550,0.04131
1991,No migration background,Self-employed,0.04058,513,10596,0.03682,0.04434
1991,No migration background,Blue-collar worker,0.16400,2452,10596,0.15695,0.17105
1991,No migration background,Civil servant,0.03553,402,10596,0.03201,0.03906
1991,No migration background,White-collar worker,0.21736,2990,10596,0.20950,0.22521
1991,No migration background,Apprentice/ Trainee/ Intern,0.06016,837,10596,0.05563,0.06468
1991,No migration background,Not employed: Pensioner,0.20536,1912,10596,0.19767,0.21305
1991,No migration background,Not employed: Military/Community Service,0.00421,59,10596,0.00297,0.00544
1991,No migration background,Not employed: registered unemployed,0.02772,458,10596,0.02459,0.03084
1991,No migration background,Not employed: no further information,0.08006,973,10596,0.07489,0.08522
1991,Direct migration background,Self-employed,0.03568,86,2605,0.02856,0.04281
1991,Direct migration background,Blue-collar worker,0.35520,1268,2605,0.33682,0.37358
1991,Direct migration background,White-collar worker,0.15721,295,2605,0.14323,0.17119
1991,Direct migration background,Apprentice/ Trainee/ Intern,0.04644,128,2605,0.03835,0.05452
1991,Direct migration background,Not employed: Pensioner,0.17377,253,2605,0.15921,0.18832
1991,Direct migration background,Not employed: registered unemployed,0.04960,142,2605,0.04126,0.05794
1991,Direct migration background,Not employed: no further information,0.13561,433,2605,0.12246,0.14876
1991,Indirect migration background,Blue-collar worker,0.04964,80,299,0.02498,0.07431
1991,Indirect migration background,White-collar worker,0.03488,48,299,0.01405,0.05571
1991,Indirect migration background,Apprentice/ Trainee/ Intern,0.08501,171,299,0.05335,0.11668
1992,No migration background,Self-employed,0.04079,503,10344,0.03697,0.04460
1992,No migration background,Blue-collar worker,0.14658,2139,10344,0.13976,0.15339
1992,No migration background,Civil servant,0.03299,375,10344,0.02954,0.03643
1992,No migration background,White-collar worker,0.21736,2880,10344,0.20941,0.22531
1992,No migration background,Apprentice/ Trainee/ Intern,0.06037,858,10344,0.05578,0.06496
1992,No migration background,Not employed: Pensioner,0.21382,1984,10344,0.20592,0.22172
1992,No migration background,Not employed: Military/Community Service,0.00390,52,10344,0.00270,0.00510
1992,No migration background,Not employed: registered unemployed,0.03996,655,10344,0.03619,0.04373
1992,No migration background,Not employed: no further information,0.07742,898,10344,0.07227,0.08257
1992,Direct migration background,Self-employed,0.03913,91,2538,0.03159,0.04668
1992,Direct migration background,Blue-collar worker,0.33672,1158,2538,0.31833,0.35511
1992,Direct migration background,White-collar worker,0.15591,286,2538,0.14180,0.17003
1992,Direct migration background,Apprentice/ Trainee/ Intern,0.04487,117,2538,0.03682,0.05293
1992,Direct migration background,Not employed: Pensioner,0.18509,284,2538,0.16998,0.20020
1992,Direct migration background,Not employed: registered unemployed,0.06342,182,2538,0.05394,0.07290
1992,Direct migration background,Not employed: no further information,0.14181,420,2538,0.12824,0.15539
1992,Indirect migration background,Blue-collar worker,0.04827,87,346,0.02566,0.07089
1992,Indirect migration background,White-collar worker,0.03639,55,346,0.01663,0.05615
1992,Indirect migration background,Apprentice/ Trainee/ Intern,0.12126,204,346,0.08682,0.15571
1993,No migration background,Self-employed,0.04344,529,10142,0.03947,0.04740
1993,No migration background,Blue-collar worker,0.14371,2032,10142,0.13688,0.15054
1993,No migration background,Civil servant,0.03673,401,10142,0.03307,0.04039
1993,No migration background,White-collar worker,0.21091,2757,10142,0.20297,0.21886
1993,No migration background,Apprentice/ Trainee/ Intern,0.05801,822,10142,0.05346,0.06256
1993,No migration background,Not employed: Pensioner,0.21472,1993,10142,0.20672,0.22271
1993,No migration background,Not employed: Military/Community Service,0.00405,52,10142,0.00282,0.00529
1993,No migration background,Not employed: registered unemployed,0.04584,699,10142,0.04177,0.04991
1993,No migration background,Not employed: no further information,0.07347,857,10142,0.06840,0.07855
1993,Direct migration background,Self-employed,0.03767,83,2468,0.03015,0.04518
1993,Direct migration background,Blue-collar worker,0.33486,1092,2468,0.31624,0.35348
1993,Direct migration background,White-collar worker,0.16145,278,2468,0.14693,0.17597
1993,Direct migration background,Apprentice/ Trainee/ Intern,0.03966,97,2468,0.03196,0.04736
1993,Direct migration background,Not employed: Pensioner,0.20090,315,2468,0.18509,0.21671
1993,Direct migration background,Not employed: registered unemployed,0.06501,193,2468,0.05528,0.07473
1993,Direct migration background,Not employed: no further information,0.13572,410,2468,0.12220,0.14923
1993,Indirect migration background,Blue-collar worker,0.05210,89,433,0.03114,0.07305
1993,Indirect migration background,White-collar worker,0.04930,71,433,0.02888,0.06972
1993,Indirect migration background,Apprentice/ Trainee/ Intern,0.16164,236,433,0.12693,0.19636
1993,Indirect migration background,Not employed: no further information,0.02380,37,433,0.00942,0.03817
1994,No migration background,Self-employed,0.04251,525,10018,0.03855,0.04646
1994,No migration background,Blue-collar worker,0.13504,1891,10018,0.12835,0.14173
1994,No migration background,Civil servant,0.03840,417,10018,0.03463,0.04216
1994,No migration background,White-collar worker,0.21267,2753,10018,0.20466,0.22068
1994,No migration background,Apprentice/ Trainee/ Intern,0.05310,773,10018,0.04871,0.05749
1994,No migration background,Not employed: Pensioner,0.21627,1958,10018,0.20821,0.22433
1994,No migration background,Not employed: Military/Community Service,0.00388,55,10018,0.00267,0.00510
1994,No migration background,Not employed: registered unemployed,0.05245,772,10018,0.04809,0.05682
1994,No migration background,Not employed: no further information,0.07579,874,10018,0.07061,0.08098
1994,Direct migration background,Self-employed,0.04157,82,2344,0.03349,0.04965
1994,Direct migration background,Blue-collar worker,0.29874,954,2344,0.28021,0.31727
1994,Direct migration background,White-collar worker,0.15694,272,2344,0.14221,0.17167
1994,Direct migration background,Apprentice/ Trainee/ Intern,0.03644,85,2344,0.02885,0.04403
1994,Direct migration background,Not employed: Pensioner,0.21833,335,2344,0.20160,0.23506
1994,Direct migration background,Not employed: registered unemployed,0.08567,230,2344,0.07434,0.09700
1994,Direct migration background,Not employed: no further information,0.13357,386,2344,0.11980,0.14735
1994,Indirect migration background,Blue-collar worker,0.05771,96,470,0.03661,0.07882
1994,Indirect migration background,White-collar worker,0.05515,84,470,0.03449,0.07581
1994,Indirect migration background,Apprentice/ Trainee/ Intern,0.14867,213,470,0.11647,0.18087
1994,Indirect migration background,Not employed: registered unemployed,0.01807,33,470,0.00601,0.03012
1994,Indirect migration background,Not employed: no further information,0.02474,44,470,0.01068,0.03880
1995,No migration background,Self-employed,0.04215,517,9989,0.03821,0.04609
1995,No migration background,Blue-collar worker,0.13473,1944,9989,0.12803,0.14142
1995,No migration background,Civil servant,0.03735,412,9989,0.03363,0.04107
1995,No migration background,White-collar worker,0.21595,2799,9989,0.20788,0.22402
1995,No migration background,Apprentice/ Trainee/ Intern,0.05505,810,9989,0.05057,0.05952
1995,No migration background,Not employed: Pensioner,0.22059,1926,9989,0.21246,0.22872
1995,No migration background,Not employed: Military/Community Service,0.00360,44,9989,0.00242,0.00477
1995,No migration background,Not employed: registered unemployed,0.04822,676,9989,0.04401,0.05242
1995,No migration background,Not employed: no further information,0.07292,861,9989,0.06782,0.07802
1995,Direct migration background,Self-employed,0.03168,85,2761,0.02515,0.03821
1995,Direct migration background,Blue-collar worker,0.25887,1046,2761,0.24253,0.27521
1995,Direct migration background,White-collar worker,0.15481,348,2761,0.14131,0.16830
1995,Direct migration background,Apprentice/ Trainee/ Intern,0.05960,154,2761,0.05077,0.06844
1995,Direct migration background,Not employed: Pensioner,0.20185,406,2761,0.18687,0.21682
1995,Direct migration background,Not employed: registered unemployed,0.09470,281,2761,0.08378,0.10562
1995,Direct migration background,Not employed: no further information,0.12160,441,2761,0.10941,0.13380
1995,Indirect migration background,Blue-collar worker,0.05094,92,478,0.03121,0.07067
1995,Indirect migration background,White-collar worker,0.06091,108,478,0.03945,0.08237
1995,Indirect migration background,Apprentice/ Trainee/ Intern,0.13001,198,478,0.09983,0.16019
1995,Indirect migration background,Not employed: registered unemployed,0.01976,38,478,0.00727,0.03225
1995,Indirect migration background,Not employed: no further information,0.02742,42,478,0.01277,0.04208
1996,No migration background,Self-employed,0.04611,552,9892,0.04197,0.05024
1996,No migration background,Blue-collar worker,0.13117,1861,9892,0.12451,0.13782
1996,No migration background,Civil servant,0.03639,402,9892,0.03270,0.04008
1996,No migration background,White-collar worker,0.21746,2767,9892,0.20933,0.22559
1996,No migration background,Apprentice/ Trainee/ Intern,0.05333,789,9892,0.04890,0.05776
1996,No migration background,Not employed: Pensioner,0.22418,1932,9892,0.21597,0.23240
1996,No migration background,Not employed: Military/Community Service,0.00273,36,9892,0.00170,0.00376
1996,No migration background,Not employed: registered unemployed,0.04857,689,9892,0.04434,0.05281
1996,No migration background,Not employed: no further information,0.07216,864,9892,0.06706,0.07726
1996,Direct migration background,Self-employed,0.03055,78,2580,0.02391,0.03719
1996,Direct migration background,Blue-collar worker,0.26928,970,2580,0.25216,0.28640
1996,Direct migration background,White-collar worker,0.14552,320,2580,0.13191,0.15913
1996,Direct migration background,Apprentice/ Trainee/ Intern,0.05291,130,2580,0.04427,0.06155
1996,Direct migration background,Not employed: Pensioner,0.20850,411,2580,0.19282,0.22418
1996,Direct migration background,Not employed: registered unemployed,0.09692,262,2580,0.08550,0.10833
1996,Direct migration background,Not employed: no further information,0.12333,409,2580,0.11064,0.13602
1996,Indirect migration background,Blue-collar worker,0.05211,108,512,0.03284,0.07138
1996,Indirect migration background,White-collar worker,0.06068,108,512,0.03998,0.08138
1996,Indirect migration background,Apprentice/ Trainee/ Intern,0.12825,199,512,0.09926,0.15724
1996,Indirect migration background,Not employed: registered unemployed,0.02429,43,512,0.01094,0.03764
1996,Indirect migration background,Not employed: no further information,0.03089,54,512,0.01589,0.04590
1997,No migration background,Self-employed,0.04533,550,9774,0.04121,0.04946
1997,No migration background,Blue-collar worker,0.11868,1682,9774,0.11227,0.12510
1997,No migration background,Civil servant,0.03742,415,9774,0.03365,0.04118
1997,No migration background,White-collar worker,0.21821,2747,9774,0.21002,0.22640
1997,No migration background,Apprentice/ Trainee/ Intern,0.05478,811,9774,0.05027,0.05929
1997,No migration background,Not employed: Pensioner,0.23132,1982,9774,0.22296,0.23968
1997,No migration background,Not employed: Military/Community Service,0.00322,46,9774,0.00210,0.00434
1997,No migration background,Not employed: registered unemployed,0.05483,721,9774,0.05032,0.05935
1997,No migration background,Not employed: no further information,0.06969,820,9774,0.06465,0.07474
1997,Direct migration background,Self-employed,0.02777,71,2456,0.02127,0.03427
1997,Direct migration background,Blue-collar worker,0.26786,874,2456,0.25034,0.28538
1997,Direct migration background,White-collar worker,0.15253,319,2456,0.13831,0.16675
1997,Direct migration background,Apprentice/ Trainee/ Intern,0.05028,113,2456,0.04163,0.05892
1997,Direct migration background,Not employed: Pensioner,0.21460,410,2456,0.19836,0.23084
1997,Direct migration background,Not employed: registered unemployed,0.09272,274,2456,0.08125,0.10420
1997,Direct migration background,Not employed: no further information,0.13015,395,2456,0.11684,0.14346
1997,Indirect migration background,Blue-collar worker,0.05461,109,532,0.03529,0.07394
1997,Indirect migration background,White-collar worker,0.07958,124,532,0.05656,0.10260
1997,Indirect migration background,Apprentice/ Trainee/ Intern,0.14207,211,532,0.11238,0.17177
1997,Indirect migration background,Not employed: registered unemployed,0.02085,43,532,0.00870,0.03301
1997,Indirect migration background,Not employed: no further information,0.02733,45,532,0.01346,0.04120
1998,No migration background,Self-employed,0.04605,626,11228,0.04217,0.04992
1998,No migration background,Blue-collar worker,0.11931,1875,11228,0.11332,0.12531
1998,No migration background,Civil servant,0.03522,460,11228,0.03181,0.03863
1998,No migration background,White-collar worker,0.22093,3158,11228,0.21325,0.22860
1998,No migration background,Apprentice/ Trainee/ Intern,0.05725,918,11228,0.05296,0.06155
1998,No migration background,Not employed: Pensioner,0.23418,2372,11228,0.22634,0.24201
1998,No migration background,Not employed: Military/Community Service,0.00230,41,11228,0.00142,0.00319
1998,No migration background,Not employed: registered unemployed,0.05140,797,11228,0.04731,0.05548
1998,No migration background,Not employed: no further information,0.07099,981,11228,0.06624,0.07574
1998,Direct migration background,Self-employed,0.02581,74,2380,0.01943,0.03218
1998,Direct migration background,Blue-collar worker,0.28556,849,2380,0.26741,0.30371
1998,Direct migration background,White-collar worker,0.14230,287,2380,0.12826,0.15634
1998,Direct migration background,Apprentice/ Trainee/ Intern,0.05296,116,2380,0.04396,0.06196
1998,Direct migration background,Not employed: Pensioner,0.20385,423,2380,0.18766,0.22004
1998,Direct migration background,Not employed: registered unemployed,0.08866,245,2380,0.07724,0.10008
1998,Direct migration background,Not employed: no further information,0.13101,386,2380,0.11745,0.14457
1998,Indirect migration background,Blue-collar worker,0.06377,118,561,0.04353,0.08401
1998,Indirect migration background,White-collar worker,0.07884,118,561,0.05652,0.10116
1998,Indirect migration background,Apprentice/ Trainee/ Intern,0.15433,228,561,0.12441,0.18425
1998,Indirect migration background,Not employed: registered unemployed,0.03075,51,561,0.01645,0.04505
1998,Indirect migration background,Not employed: no further information,0.03343,46,561,0.01854,0.04832
1999,No migration background,Self-employed,0.05009,647,10862,0.04599,0.05419
1999,No migration background,Blue-collar worker,0.12604,1899,10862,0.11980,0.13228
1999,No migration background,Civil servant,0.03436,438,10862,0.03094,0.03779
1999,No migration background,White-collar worker,0.22547,3134,10862,0.21761,0.23333
1999,No migration background,Apprentice/ Trainee/ Intern,0.05789,888,10862,0.05349,0.06228
1999,No migration background,Not employed: Pensioner,0.23769,2316,10862,0.22968,0.24569
1999,No migration background,Not employed: Military/Community Service,0.00294,43,10862,0.00192,0.00396
1999,No migration background,Not employed: registered unemployed,0.04390,653,10862,0.04005,0.04775
1999,No migration background,Not employed: no further information,0.06332,844,10862,0.05874,0.06790
1999,Direct migration background,Self-employed,0.03504,76,2188,0.02733,0.04274
1999,Direct migration background,Blue-collar worker,0.29203,781,2188,0.27297,0.31108
1999,Direct migration background,White-collar worker,0.15149,278,2188,0.13647,0.16652
1999,Direct migration background,Apprentice/ Trainee/ Intern,0.03697,85,2188,0.02906,0.04487
1999,Direct migration background,Not employed: Pensioner,0.21623,412,2188,0.19898,0.23348
1999,Direct migration background,Not employed: registered unemployed,0.07723,200,2188,0.06604,0.08842
1999,Direct migration background,Not employed: no further information,0.12877,356,2188,0.11473,0.14281
1999,Indirect migration background,Blue-collar worker,0.07445,131,575,0.05297,0.09592
1999,Indirect migration background,White-collar worker,0.08789,138,575,0.06473,0.11105
1999,Indirect migration background,Apprentice/ Trainee/ Intern,0.14915,215,575,0.12001,0.17830
1999,Indirect migration background,Not employed: registered unemployed,0.02165,33,575,0.00974,0.03355
1999,Indirect migration background,Not employed: no further information,0.03962,58,575,0.02367,0.05558
2000,No migration background,Self-employed,0.05249,1211,19941,0.04939,0.05558
2000,No migration background,Blue-collar worker,0.12830,3181,19941,0.12366,0.13294
2000,No migration background,Civil servant,0.03110,812,19941,0.02869,0.03351
2000,No migration background,White-collar worker,0.22942,5643,19941,0.22358,0.23526
2000,No migration background,Apprentice/ Trainee/ Intern,0.05291,1471,19941,0.04980,0.05601
2000,No migration background,Not employed: Pensioner,0.23890,4708,19941,0.23299,0.24482
2000,No migration background,Not employed: Military/Community Service,0.00297,85,19941,0.00221,0.00372
2000,No migration background,Not employed: registered unemployed,0.03937,1106,19941,0.03667,0.04207
2000,No migration background,Not employed: no further information,0.06747,1724,19941,0.06399,0.07095
2000,Direct migration background,Self-employed,0.03397,117,3269,0.02776,0.04018
2000,Direct migration background,Blue-collar worker,0.29144,1100,3269,0.27586,0.30702
2000,Direct migration background,White-collar worker,0.15245,490,3269,0.14012,0.16477
2000,Direct migration background,Apprentice/ Trainee/ Intern,0.05326,191,3269,0.04556,0.06096
2000,Direct migration background,Not employed: Pensioner,0.17681,559,3269,0.16373,0.18989
2000,Direct migration background,Not employed: registered unemployed,0.06067,264,3269,0.05248,0.06885
2000,Direct migration background,Not employed: no further information,0.13752,548,3269,0.12571,0.14933
2000,Indirect migration background,Blue-collar worker,0.07642,175,754,0.05744,0.09540
2000,Indirect migration background,White-collar worker,0.09253,184,754,0.07184,0.11323
2000,Indirect migration background,Apprentice/ Trainee/ Intern,0.11856,258,754,0.09547,0.14165
2000,Indirect migration background,Not employed: registered unemployed,0.01755,39,754,0.00817,0.02693
2000,Indirect migration background,Not employed: no further information,0.04900,98,754,0.03358,0.06442
2001,No migration background,Self-employed,0.05171,1084,18208,0.04849,0.05492
2001,No migration background,Blue-collar worker,0.12705,2855,18208,0.12221,0.13188
2001,No migration background,Civil servant,0.03280,751,18208,0.03021,0.03539
2001,No migration background,White-collar worker,0.23065,5206,18208,0.22453,0.23677
2001,No migration background,Apprentice/ Trainee/ Intern,0.05358,1393,18208,0.05031,0.05686
2001,No migration background,Not employed: Pensioner,0.24378,4394,18208,0.23755,0.25002
2001,No migration background,Not employed: Military/Community Service,0.00377,80,18208,0.00288,0.00466
2001,No migration background,Not employed: registered unemployed,0.04248,1028,18208,0.03955,0.04541
2001,No migration background,Not employed: no further information,0.06073,1417,18208,0.05726,0.06420
2001,Direct migration background,Self-employed,0.03408,105,2885,0.02745,0.04070
2001,Direct migration background,Blue-collar worker,0.28584,984,2885,0.26935,0.30233
2001,Direct migration background,White-collar worker,0.15031,428,2885,0.13727,0.16336
2001,Direct migration background,Apprentice/ Trainee/ Intern,0.06396,171,2885,0.05503,0.07289
2001,Direct migration background,Not employed: Pensioner,0.18349,520,2885,0.16936,0.19761
2001,Direct migration background,Not employed: registered unemployed,0.07733,236,2885,0.06758,0.08708
2001,Direct migration background,Not employed: no further information,0.13053,441,2885,0.11824,0.14283
2001,Indirect migration background,Blue-collar worker,0.07692,157,700,0.05717,0.09668
2001,Indirect migration background,White-collar worker,0.08474,167,700,0.06409,0.10538
2001,Indirect migration background,Apprentice/ Trainee/ Intern,0.11567,244,700,0.09196,0.13938
2001,Indirect migration background,Not employed: registered unemployed,0.02004,51,700,0.00965,0.03043
