year,regtyp,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,Urban regions,Not employed: Pensioner,0.19216,1344,8738,0.18390,0.20042
1991,Urban regions,Not employed: Military/Community Service,0.00305,32,8738,0.00189,0.00420
1991,Urban regions,Not employed: registered unemployed,0.02348,316,8738,0.02031,0.02666
1991,Urban regions,Not employed: no further information,0.08961,1068,8738,0.08363,0.09560
1991,Rural regions,Self-employed,0.04184,226,4699,0.03612,0.04757
1991,Rural regions,Blue-collar worker,0.19845,1390,4699,0.18704,0.20985
1991,Rural regions,Civil servant,0.02643,116,4699,0.02184,0.03102
1991,Rural regions,White-collar worker,0.17828,1148,4699,0.16734,0.18923
1991,Rural regions,Apprentice/ Trainee/ Intern,0.05576,362,4699,0.04920,0.06232
1991,Rural regions,Not employed: Pensioner,0.20130,809,4699,0.18983,0.21276
1991,Rural regions,Not employed: registered unemployed,0.03984,291,4699,0.03424,0.04543
1991,Rural regions,Not employed: no further information,0.06818,357,4699,0.06098,0.07539
1992,Urban regions,Self-employed,0.03935,388,8608,0.03524,0.04346
1992,Urban regions,Blue-collar worker,0.15349,2174,8608,0.14588,0.16111
1992,Urban regions,Civil servant,0.03154,273,8608,0.02785,0.03523
1992,Urban regions,White-collar worker,0.21847,2141,8608,0.20974,0.22720
1992,Urban regions,Apprentice/ Trainee/ Intern,0.06247,778,8608,0.05736,0.06758
1992,Urban regions,Not employed: Pensioner,0.19597,1391,8608,0.18759,0.20436
1992,Urban regions,Not employed: registered unemployed,0.03406,446,8608,0.03022,0.03789
1992,Urban regions,Not employed: no further information,0.08830,1017,8608,0.08231,0.09430
1992,Rural regions,Self-employed,0.03990,210,4518,0.03419,0.04561
1992,Rural regions,Blue-collar worker,0.17400,1181,4518,0.16295,0.18506
1992,Rural regions,Civil servant,0.02643,113,4518,0.02175,0.03110
1992,Rural regions,White-collar worker,0.17264,1042,4518,0.16162,0.18367
1992,Rural regions,Apprentice/ Trainee/ Intern,0.05937,389,4518,0.05248,0.06627
1992,Rural regions,Not employed: Pensioner,0.21848,863,4518,0.20643,0.23053
1992,Rural regions,Not employed: registered unemployed,0.05549,398,4518,0.04882,0.06217
1992,Rural regions,Not employed: no further information,0.06584,322,4518,0.05861,0.07308
1993,Urban regions,Self-employed,0.04056,401,8547,0.03638,0.04474
1993,Urban regions,Blue-collar worker,0.15506,2105,8547,0.14739,0.16274
1993,Urban regions,Civil servant,0.03506,295,8547,0.03116,0.03896
1993,Urban regions,White-collar worker,0.21143,2091,8547,0.20277,0.22008
1993,Urban regions,Apprentice/ Trainee/ Intern,0.06269,772,8547,0.05755,0.06783
1993,Urban regions,Not employed: Pensioner,0.19516,1425,8547,0.18676,0.20357
1993,Urban regions,Not employed: registered unemployed,0.03761,476,8547,0.03357,0.04164
1993,Urban regions,Not employed: no further information,0.08410,982,8547,0.07822,0.08999
1993,Rural regions,Self-employed,0.04223,221,4486,0.03634,0.04811
1993,Rural regions,Blue-collar worker,0.16437,1108,4486,0.15353,0.17522
1993,Rural regions,Civil servant,0.02662,116,4486,0.02191,0.03134
1993,Rural regions,White-collar worker,0.17168,1015,4486,0.16064,0.18272
1993,Rural regions,Apprentice/ Trainee/ Intern,0.05719,383,4486,0.05039,0.06399
1993,Rural regions,Not employed: Pensioner,0.22290,885,4486,0.21072,0.23508
1993,Rural regions,Not employed: registered unemployed,0.06428,436,4486,0.05710,0.07145
1993,Rural regions,Not employed: no further information,0.06249,322,4486,0.05541,0.06958
1994,Urban regions,Self-employed,0.04084,399,8452,0.03662,0.04506
1994,Urban regions,Blue-collar worker,0.14302,1920,8452,0.13555,0.15048
1994,Urban regions,Civil servant,0.03478,295,8452,0.03087,0.03869
1994,Urban regions,White-collar worker,0.21495,2108,8452,0.20619,0.22371
1994,Urban regions,Apprentice/ Trainee/ Intern,0.05697,701,8452,0.05203,0.06191
1994,Urban regions,Not employed: Pensioner,0.20150,1444,8452,0.19295,0.21005
1994,Urban regions,Not employed: Military/Community Service,0.00341,33,8452,0.00217,0.00466
1994,Urban regions,Not employed: registered unemployed,0.04403,558,8452,0.03966,0.04841
1994,Urban regions,Not employed: no further information,0.08588,994,8452,0.07990,0.09185
1994,Rural regions,Self-employed,0.04065,220,4384,0.03481,0.04650
1994,Rural regions,Blue-collar worker,0.15758,1021,4384,0.14680,0.16837
1994,Rural regions,Civil servant,0.03272,134,4384,0.02745,0.03799
1994,Rural regions,White-collar worker,0.16598,1001,4384,0.15497,0.17700
1994,Rural regions,Apprentice/ Trainee/ Intern,0.05401,370,4384,0.04732,0.06070
1994,Rural regions,Not employed: Pensioner,0.21724,851,4384,0.20503,0.22945
1994,Rural regions,Not employed: registered unemployed,0.07603,477,4384,0.06819,0.08388
1994,Rural regions,Not employed: no further information,0.06428,310,4384,0.05702,0.07154
1995,Urban regions,Self-employed,0.03887,390,8704,0.03481,0.04293
1995,Urban regions,Blue-collar worker,0.14035,1992,8704,0.13306,0.14765
1995,Urban regions,Civil servant,0.03492,298,8704,0.03106,0.03877
1995,Urban regions,White-collar worker,0.21354,2182,8704,0.20493,0.22215
1995,Urban regions,Apprentice/ Trainee/ Intern,0.06011,753,8704,0.05511,0.06510
1995,Urban regions,Not employed: Pensioner,0.20541,1485,8704,0.19692,0.21390
1995,Urban regions,Not employed: Military/Community Service,0.00380,34,8704,0.00251,0.00510
1995,Urban regions,Not employed: registered unemployed,0.04669,577,8704,0.04226,0.05113
1995,Urban regions,Not employed: no further information,0.08153,993,8704,0.07578,0.08728
1995,Rural regions,Self-employed,0.04074,227,4549,0.03499,0.04648
1995,Rural regions,Blue-collar worker,0.15854,1090,4549,0.14792,0.16915
1995,Rural regions,Civil servant,0.02859,131,4549,0.02375,0.03344
1995,Rural regions,White-collar worker,0.17545,1073,4549,0.16439,0.18650
1995,Rural regions,Apprentice/ Trainee/ Intern,0.05675,409,4549,0.05003,0.06348
1995,Rural regions,Not employed: Pensioner,0.21579,850,4549,0.20383,0.22775
1995,Rural regions,Not employed: registered unemployed,0.06525,418,4549,0.05807,0.07242
1995,Rural regions,Not employed: no further information,0.06686,351,4549,0.05960,0.07412
1996,Urban regions,Self-employed,0.04179,408,8478,0.03753,0.04605
1996,Urban regions,Blue-collar worker,0.13802,1884,8478,0.13067,0.14536
1996,Urban regions,Civil servant,0.03286,281,8478,0.02906,0.03665
1996,Urban regions,White-collar worker,0.21224,2156,8478,0.20354,0.22094
1996,Urban regions,Apprentice/ Trainee/ Intern,0.05830,724,8478,0.05331,0.06329
1996,Urban regions,Not employed: Pensioner,0.20676,1488,8478,0.19814,0.21538
1996,Urban regions,Not employed: registered unemployed,0.04822,561,8478,0.04366,0.05278
1996,Urban regions,Not employed: no further information,0.08146,976,8478,0.07564,0.08729
1996,Rural regions,Self-employed,0.04401,238,4501,0.03802,0.05000
1996,Rural regions,Blue-collar worker,0.15747,1055,4501,0.14683,0.16812
1996,Rural regions,Civil servant,0.02780,132,4501,0.02300,0.03261
1996,Rural regions,White-collar worker,0.17639,1039,4501,0.16525,0.18753
1996,Rural regions,Apprentice/ Trainee/ Intern,0.05402,394,4501,0.04741,0.06062
1996,Rural regions,Not employed: Pensioner,0.22302,859,4501,0.21086,0.23519
1996,Rural regions,Not employed: registered unemployed,0.06433,433,4501,0.05716,0.07150
1996,Rural regions,Not employed: no further information,0.06524,351,4501,0.05802,0.07245
1997,Urban regions,Self-employed,0.04159,411,8358,0.03731,0.04587
1997,Urban regions,Blue-collar worker,0.12613,1693,8358,0.11901,0.13325
1997,Urban regions,Civil servant,0.03339,286,8358,0.02954,0.03725
1997,Urban regions,White-collar worker,0.21656,2137,8358,0.20773,0.22539
1997,Urban regions,Apprentice/ Trainee/ Intern,0.05998,740,8358,0.05489,0.06507
1997,Urban regions,Not employed: Pensioner,0.21461,1535,8358,0.20581,0.22341
1997,Urban regions,Not employed: Military/Community Service,0.00300,34,8358,0.00183,0.00417
1997,Urban regions,Not employed: registered unemployed,0.05206,611,8358,0.04730,0.05683
1997,Urban regions,Not employed: no further information,0.07953,911,8358,0.07373,0.08533
1997,Rural regions,Self-employed,0.04106,225,4426,0.03521,0.04691
1997,Rural regions,Blue-collar worker,0.14943,972,4426,0.13892,0.15993
1997,Rural regions,Civil servant,0.02977,144,4426,0.02476,0.03478
1997,Rural regions,White-collar worker,0.17384,1053,4426,0.16267,0.18500
1997,Rural regions,Apprentice/ Trainee/ Intern,0.05565,394,4426,0.04890,0.06240
1997,Rural regions,Not employed: Pensioner,0.22595,862,4426,0.21363,0.23828
1997,Rural regions,Not employed: registered unemployed,0.06991,427,4426,0.06240,0.07743
1997,Rural regions,Not employed: no further information,0.06460,349,4426,0.05735,0.07184
1998,Urban regions,Self-employed,0.04286,476,9262,0.03874,0.04699
1998,Urban regions,Blue-collar worker,0.13213,1810,9262,0.12523,0.13903
1998,Urban regions,Civil servant,0.03200,322,9262,0.02841,0.03558
1998,Urban regions,White-collar worker,0.21638,2394,9262,0.20800,0.22477
1998,Urban regions,Apprentice/ Trainee/ Intern,0.06315,814,9262,0.05820,0.06811
1998,Urban regions,Not employed: Pensioner,0.21450,1798,9262,0.20614,0.22286
1998,Urban regions,Not employed: Military/Community Service,0.00238,33,9262,0.00139,0.00337
1998,Urban regions,Not employed: registered unemployed,0.04697,590,9262,0.04266,0.05127
1998,Urban regions,Not employed: no further information,0.08019,1025,9262,0.07466,0.08572
1998,Rural regions,Self-employed,0.03907,244,4945,0.03367,0.04447
1998,Rural regions,Blue-collar worker,0.14348,1032,4945,0.13371,0.15325
1998,Rural regions,Civil servant,0.02857,159,4945,0.02393,0.03322
1998,Rural regions,White-collar worker,0.17672,1169,4945,0.16609,0.18735
1998,Rural regions,Apprentice/ Trainee/ Intern,0.05998,448,4945,0.05337,0.06660
1998,Rural regions,Not employed: Pensioner,0.22574,1002,4945,0.21409,0.23740
1998,Rural regions,Not employed: registered unemployed,0.07110,503,4945,0.06393,0.07826
1998,Rural regions,Not employed: no further information,0.06681,388,4945,0.05985,0.07377
1999,Urban regions,Self-employed,0.04670,472,8851,0.04230,0.05110
1999,Urban regions,Blue-collar worker,0.13454,1755,8851,0.12743,0.14165
1999,Urban regions,Civil servant,0.03129,309,8851,0.02766,0.03491
1999,Urban regions,White-collar worker,0.22423,2407,8851,0.21554,0.23292
1999,Urban regions,Apprentice/ Trainee/ Intern,0.06118,759,8851,0.05619,0.06618
1999,Urban regions,Not employed: Pensioner,0.21786,1736,8851,0.20926,0.22646
1999,Urban regions,Not employed: registered unemployed,0.04237,508,8851,0.03817,0.04657
1999,Urban regions,Not employed: no further information,0.07207,905,8851,0.06668,0.07746
1999,Rural regions,Self-employed,0.04439,265,4767,0.03854,0.05024
1999,Rural regions,Blue-collar worker,0.15854,1056,4767,0.14817,0.16891
1999,Rural regions,Civil servant,0.02628,144,4767,0.02174,0.03082
1999,Rural regions,White-collar worker,0.17512,1143,4767,0.16433,0.18591
1999,Rural regions,Apprentice/ Trainee/ Intern,0.06026,429,4767,0.05350,0.06701
1999,Rural regions,Not employed: Pensioner,0.22996,999,4767,0.21802,0.24191
1999,Rural regions,Not employed: registered unemployed,0.05524,378,4767,0.04875,0.06173
1999,Rural regions,Not employed: no further information,0.06373,353,4767,0.05679,0.07066
2000,Urban regions,Self-employed,0.04809,878,15675,0.04474,0.05144
2000,Urban regions,Blue-collar worker,0.13752,2760,15675,0.13213,0.14291
2000,Urban regions,Civil servant,0.02880,588,15675,0.02618,0.03142
2000,Urban regions,White-collar worker,0.22541,4325,15675,0.21887,0.23195
2000,Urban regions,Apprentice/ Trainee/ Intern,0.05585,1224,15675,0.05225,0.05944
2000,Urban regions,Not employed: Pensioner,0.21453,3367,15675,0.20810,0.22095
2000,Urban regions,Not employed: Military/Community Service,0.00252,55,15675,0.00174,0.00331
2000,Urban regions,Not employed: registered unemployed,0.03458,778,15675,0.03172,0.03744
2000,Urban regions,Not employed: no further information,0.07980,1700,15675,0.07556,0.08404
2000,Rural regions,Self-employed,0.04771,474,8381,0.04315,0.05227
2000,Rural regions,Blue-collar worker,0.15859,1696,8381,0.15077,0.16641
2000,Rural regions,Civil servant,0.02298,255,8381,0.01977,0.02618
2000,Rural regions,White-collar worker,0.18552,1992,8381,0.17720,0.19384
2000,Rural regions,Apprentice/ Trainee/ Intern,0.05853,696,8381,0.05351,0.06356
2000,Rural regions,Not employed: Pensioner,0.22802,1920,8381,0.21903,0.23700
2000,Rural regions,Not employed: Military/Community Service,0.00392,47,8381,0.00258,0.00526
2000,Rural regions,Not employed: registered unemployed,0.05337,631,8381,0.04856,0.05818
2000,Rural regions,Not employed: no further information,0.06338,670,8381,0.05816,0.06860
2001,Urban regions,Self-employed,0.04836,809,14274,0.04484,0.05188
2001,Urban regions,Blue-collar worker,0.13350,2469,14274,0.12792,0.13908
2001,Urban regions,Civil servant,0.02997,543,14274,0.02718,0.03277
2001,Urban regions,White-collar worker,0.22713,4011,14274,0.22026,0.23401
2001,Urban regions,Apprentice/ Trainee/ Intern,0.05777,1144,14274,0.05395,0.06160
2001,Urban regions,Not employed: Pensioner,0.21649,3137,14274,0.20974,0.22325
2001,Urban regions,Not employed: Military/Community Service,0.00338,56,14274,0.00243,0.00433
2001,Urban regions,Not employed: registered unemployed,0.03784,691,14274,0.03471,0.04097
2001,Urban regions,Not employed: no further information,0.07214,1414,14274,0.06790,0.07639
2001,Rural regions,Self-employed,0.04485,403,7606,0.04020,0.04951
2001,Rural regions,Blue-collar worker,0.15939,1527,7606,0.15117,0.16762
2001,Rural regions,Civil servant,0.02428,237,7606,0.02082,0.02774
2001,Rural regions,White-collar worker,0.18195,1790,7606,0.17328,0.19062
2001,Rural regions,Apprentice/ Trainee/ Intern,0.06017,664,7606,0.05483,0.06552
2001,Rural regions,Not employed: Pensioner,0.23706,1797,7606,0.22750,0.24662
2001,Rural regions,Not employed: Military/Community Service,0.00437,39,7606,0.00289,0.00586
2001,Rural regions,Not employed: registered unemployed,0.06036,624,7606,0.05501,0.06571
2001,Rural regions,Not employed: no further information,0.05589,525,7606,0.05073,0.06105
2002,Urban regions,Self-employed,0.04408,998,15246,0.04082,0.04734
2002,Urban regions,Blue-collar worker,0.13436,2249,15246,0.12895,0.13978
2002,Urban regions,Civil servant,0.02708,769,15246,0.02451,0.02966
2002,Urban regions,White-collar worker,0.22277,4512,15246,0.21617,0.22938
2002,Urban regions,Apprentice/ Trainee/ Intern,0.05938,1256,15246,0.05562,0.06313
2002,Urban regions,Not employed: Pensioner,0.22589,3284,15246,0.21925,0.23253
2002,Urban regions,Not employed: Military/Community Service,0.00272,58,15246,0.00189,0.00355
2002,Urban regions,Not employed: registered unemployed,0.04314,714,15246,0.03991,0.04636
2002,Urban regions,Not employed: no further information,0.07034,1406,15246,0.06628,0.07440
2002,Rural regions,Self-employed,0.04135,430,7743,0.03691,0.04578
2002,Rural regions,Blue-collar worker,0.15501,1396,7743,0.14695,0.16307
2002,Rural regions,Civil servant,0.02436,311,7743,0.02092,0.02779
2002,Rural regions,White-collar worker,0.18352,1927,7743,0.17490,0.19215
2002,Rural regions,Apprentice/ Trainee/ Intern,0.06487,709,7743,0.05938,0.07035
2002,Rural regions,Not employed: Pensioner,0.23395,1806,7743,0.22452,0.24338
2002,Rural regions,Not employed: Military/Community Service,0.00284,34,7743,0.00165,0.00402
2002,Rural regions,Not employed: registered unemployed,0.06447,596,7743,0.05900,0.06994
2002,Rural regions,Not employed: no further information,0.05937,534,7743,0.05411,0.06463
2003,Urban regions,Self-employed,0.04308,918,14715,0.03980,0.04636
2003,Urban regions,Blue-collar worker,0.13158,2131,14715,0.12612,0.13704
2003,Urban regions,Civil servant,0.02783,715,14715,0.02517,0.03048
2003,Urban regions,White-collar worker,0.22050,4282,14715,0.21380,0.22720
2003,Urban regions,Apprentice/ Trainee/ Intern,0.05912,1226,14715,0.05531,0.06293
2003,Urban regions,Not employed: Pensioner,0.22842,3282,14715,0.22163,0.23520
2003,Urban regions,Not employed: Military/Community Service,0.00237,55,14715,0.00158,0.00316
2003,Urban regions,Not employed: registered unemployed,0.04859,794,14715,0.04512,0.05207
2003,Urban regions,Not employed: no further information,0.06903,1312,14715,0.06493,0.07312
2003,Rural regions,Self-employed,0.04278,420,7422,0.03818,0.04739
2003,Rural regions,Blue-collar worker,0.14602,1271,7422,0.13798,0.15405
2003,Rural regions,Civil servant,0.02385,283,7422,0.02038,0.02732
2003,Rural regions,White-collar worker,0.19209,1885,7422,0.18313,0.20105
2003,Rural regions,Apprentice/ Trainee/ Intern,0.06101,671,7422,0.05556,0.06645
2003,Rural regions,Not employed: Pensioner,0.24005,1790,7422,0.23034,0.24977
2003,Rural regions,Not employed: Military/Community Service,0.00344,33,7422,0.00211,0.00477
2003,Rural regions,Not employed: registered unemployed,0.07073,610,7422,0.06490,0.07657
2003,Rural regions,Not employed: no further information,0.05367,459,7422,0.04854,0.05880
2004,Urban regions,Self-employed,0.04614,947,14331,0.04271,0.04958
2004,Urban regions,Blue-collar worker,0.12898,2015,14331,0.12349,0.13447
2004,Urban regions,Civil servant,0.02688,685,14331,0.02423,0.02952
2004,Urban regions,White-collar worker,0.22116,4147,14331,0.21437,0.22796
2004,Urban regions,Apprentice/ Trainee/ Intern,0.06508,1282,14331,0.06104,0.06911
2004,Urban regions,Not employed: Pensioner,0.22879,3223,14331,0.22191,0.23567
2004,Urban regions,Not employed: Military/Community Service,0.00187,36,14331,0.00117,0.00258
2004,Urban regions,Not employed: registered unemployed,0.05096,798,14331,0.04736,0.05456
2004,Urban regions,Not employed: no further information,0.06328,1198,14331,0.05929,0.06726
2004,Rural regions,Self-employed,0.04411,416,7227,0.03937,0.04884
2004,Rural regions,Blue-collar worker,0.14720,1243,7227,0.13903,0.15537
2004,Rural regions,Civil servant,0.02366,266,7227,0.02016,0.02717
2004,Rural regions,White-collar worker,0.18395,1818,7227,0.17502,0.19289
2004,Rural regions,Apprentice/ Trainee/ Intern,0.06281,659,7227,0.05722,0.06841
2004,Rural regions,Not employed: Pensioner,0.24771,1788,7227,0.23775,0.25766
2004,Rural regions,Not employed: registered unemployed,0.07465,592,7227,0.06859,0.08071
2004,Rural regions,Not employed: no further information,0.05416,445,7227,0.04894,0.05938
2005,Urban regions,Self-employed,0.04366,871,13739,0.04024,0.04707
2005,Urban regions,Blue-collar worker,0.13502,1935,13739,0.12931,0.14074
2005,Urban regions,Civil servant,0.02834,666,13739,0.02557,0.03112
2005,Urban regions,White-collar worker,0.22440,3934,13739,0.21742,0.23138
2005,Urban regions,Apprentice/ Trainee/ Intern,0.06698,1221,13739,0.06280,0.07116
2005,Urban regions,Not employed: Pensioner,0.22432,3200,13739,0.21734,0.23129
2005,Urban regions,Not employed: Military/Community Service,0.00183,34,13739,0.00111,0.00254
2005,Urban regions,Not employed: registered unemployed,0.05326,759,13739,0.04951,0.05702
2005,Urban regions,Not employed: no further information,0.06188,1119,13739,0.05785,0.06591
2005,Rural regions,Self-employed,0.04710,426,6921,0.04211,0.05209
2005,Rural regions,Blue-collar worker,0.14874,1181,6921,0.14035,0.15712
2005,Rural regions,Civil servant,0.02563,250,6921,0.02190,0.02935
2005,Rural regions,White-collar worker,0.18437,1704,6921,0.17524,0.19351
2005,Rural regions,Apprentice/ Trainee/ Intern,0.06727,614,6921,0.06137,0.07318
2005,Rural regions,Not employed: Pensioner,0.23868,1765,6921,0.22864,0.24873
2005,Rural regions,Not employed: registered unemployed,0.07232,569,6921,0.06622,0.07842
