year,quintil_oecd,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,3rd Quintile,Apprentice/ Trainee/ Intern,0.09612,248,2194,0.08378,0.10846
1985,3rd Quintile,Not employed: Pensioner,0.19703,335,2194,0.18038,0.21368
1985,3rd Quintile,Not employed: registered unemployed,0.02978,86,2194,0.02267,0.03690
1985,3rd Quintile,Not employed: no further information,0.11028,289,2194,0.09717,0.12339
1985,4th Quintile,Self-employed,0.04197,109,2221,0.03363,0.05031
1985,4th Quintile,Blue-collar worker,0.18953,638,2221,0.17323,0.20584
1985,4th Quintile,Civil servant,0.04934,122,2221,0.04033,0.05835
1985,4th Quintile,White-collar worker,0.23466,571,2221,0.21703,0.25229
1985,4th Quintile,Apprentice/ Trainee/ Intern,0.07142,192,2221,0.06070,0.08213
1985,4th Quintile,Not employed: Pensioner,0.16656,282,2221,0.15106,0.18205
1985,4th Quintile,Not employed: registered unemployed,0.01440,48,2221,0.00944,0.01935
1985,4th Quintile,Not employed: no further information,0.10087,259,2221,0.08834,0.11340
1985,5th Quintile,Self-employed,0.09355,236,2170,0.08130,0.10581
1985,5th Quintile,Blue-collar worker,0.12455,394,2170,0.11065,0.13844
1985,5th Quintile,Civil servant,0.09179,210,2170,0.07964,0.10394
1985,5th Quintile,White-collar worker,0.30336,715,2170,0.28401,0.32271
1985,5th Quintile,Apprentice/ Trainee/ Intern,0.06074,149,2170,0.05069,0.07079
1985,5th Quintile,Not employed: Pensioner,0.14053,251,2170,0.12591,0.15516
1985,5th Quintile,Not employed: registered unemployed,0.01519,40,2170,0.01004,0.02034
1985,5th Quintile,Not employed: no further information,0.07148,175,2170,0.06064,0.08233
1986,1st Quintile,Self-employed,0.02371,61,2042,0.01711,0.03031
1986,1st Quintile,Blue-collar worker,0.11684,498,2042,0.10290,0.13078
1986,1st Quintile,White-collar worker,0.05051,122,2042,0.04100,0.06001
1986,1st Quintile,Apprentice/ Trainee/ Intern,0.09326,276,2042,0.08064,0.10587
1986,1st Quintile,Not employed: Pensioner,0.27179,397,2042,0.25249,0.29109
1986,1st Quintile,Not employed: registered unemployed,0.06679,200,2042,0.05596,0.07763
1986,1st Quintile,Not employed: no further information,0.14807,488,2042,0.13266,0.16348
1986,2nd Quintile,Self-employed,0.02788,63,2067,0.02078,0.03498
1986,2nd Quintile,Blue-collar worker,0.16884,626,2067,0.15268,0.18499
1986,2nd Quintile,Civil servant,0.01602,41,2067,0.01060,0.02143
1986,2nd Quintile,White-collar worker,0.10000,243,2067,0.08706,0.11294
1986,2nd Quintile,Apprentice/ Trainee/ Intern,0.07176,227,2067,0.06063,0.08289
1986,2nd Quintile,Not employed: Pensioner,0.23281,342,2067,0.21458,0.25103
1986,2nd Quintile,Not employed: registered unemployed,0.02836,97,2067,0.02120,0.03551
1986,2nd Quintile,Not employed: no further information,0.14076,428,2067,0.12576,0.15575
1986,3rd Quintile,Self-employed,0.02932,71,2095,0.02209,0.03655
1986,3rd Quintile,Blue-collar worker,0.19149,675,2095,0.17463,0.20834
1986,3rd Quintile,Civil servant,0.03292,80,2095,0.02528,0.04056
1986,3rd Quintile,White-collar worker,0.17303,395,2095,0.15682,0.18923
1986,3rd Quintile,Apprentice/ Trainee/ Intern,0.08777,241,2095,0.07565,0.09989
1986,3rd Quintile,Not employed: Pensioner,0.18711,300,2095,0.17040,0.20381
1986,3rd Quintile,Not employed: registered unemployed,0.01942,62,2095,0.01351,0.02534
1986,3rd Quintile,Not employed: no further information,0.10301,271,2095,0.08999,0.11603
1986,4th Quintile,Self-employed,0.03365,90,2203,0.02612,0.04118
1986,4th Quintile,Blue-collar worker,0.21028,696,2203,0.19326,0.22730
1986,4th Quintile,Civil servant,0.05499,120,2203,0.04547,0.06451
1986,4th Quintile,White-collar worker,0.23579,549,2203,0.21806,0.25352
1986,4th Quintile,Apprentice/ Trainee/ Intern,0.06933,187,2203,0.05872,0.07994
1986,4th Quintile,Not employed: Pensioner,0.15404,261,2203,0.13896,0.16912
1986,4th Quintile,Not employed: registered unemployed,0.02329,61,2203,0.01699,0.02958
1986,4th Quintile,Not employed: no further information,0.09210,239,2203,0.08002,0.10418
1986,5th Quintile,Self-employed,0.10394,248,2094,0.09087,0.11702
1986,5th Quintile,Blue-collar worker,0.11661,352,2094,0.10286,0.13036
1986,5th Quintile,Civil servant,0.08717,197,2094,0.07509,0.09926
1986,5th Quintile,White-collar worker,0.30504,688,2094,0.28531,0.32476
1986,5th Quintile,Apprentice/ Trainee/ Intern,0.06515,162,2094,0.05457,0.07572
1986,5th Quintile,Not employed: Pensioner,0.13109,223,2094,0.11663,0.14555
1986,5th Quintile,Not employed: registered unemployed,0.01348,38,2094,0.00854,0.01843
1986,5th Quintile,Not employed: no further information,0.07792,186,2094,0.06644,0.08941
1987,1st Quintile,Self-employed,0.02271,48,2006,0.01619,0.02923
1987,1st Quintile,Blue-collar worker,0.12382,480,2006,0.10940,0.13824
1987,1st Quintile,White-collar worker,0.04617,115,2006,0.03699,0.05536
1987,1st Quintile,Apprentice/ Trainee/ Intern,0.08794,274,2006,0.07554,0.10034
1987,1st Quintile,Not employed: Pensioner,0.29132,418,2006,0.27143,0.31121
1987,1st Quintile,Not employed: registered unemployed,0.06701,208,2006,0.05606,0.07795
1987,1st Quintile,Not employed: no further information,0.13876,463,2006,0.12363,0.15389
1987,2nd Quintile,Self-employed,0.02267,51,2035,0.01620,0.02914
1987,2nd Quintile,Blue-collar worker,0.18003,649,2035,0.16333,0.19672
1987,2nd Quintile,Civil servant,0.01830,46,2035,0.01247,0.02412
1987,2nd Quintile,White-collar worker,0.11554,259,2035,0.10165,0.12943
1987,2nd Quintile,Apprentice/ Trainee/ Intern,0.06700,226,2035,0.05613,0.07786
1987,2nd Quintile,Not employed: Pensioner,0.21873,324,2035,0.20077,0.23670
1987,2nd Quintile,Not employed: registered unemployed,0.02307,81,2035,0.01655,0.02960
1987,2nd Quintile,Not employed: no further information,0.13550,399,2035,0.12062,0.15037
1987,3rd Quintile,Self-employed,0.03456,92,2085,0.02671,0.04240
1987,3rd Quintile,Blue-collar worker,0.18712,646,2085,0.17038,0.20387
1987,3rd Quintile,Civil servant,0.03547,77,2085,0.02753,0.04342
1987,3rd Quintile,White-collar worker,0.16283,375,2085,0.14698,0.17868
1987,3rd Quintile,Apprentice/ Trainee/ Intern,0.07036,232,2085,0.05938,0.08134
1987,3rd Quintile,Not employed: Pensioner,0.18965,301,2085,0.17282,0.20649
1987,3rd Quintile,Not employed: registered unemployed,0.02721,81,2085,0.02023,0.03420
1987,3rd Quintile,Not employed: no further information,0.10861,281,2085,0.09525,0.12197
1987,4th Quintile,Self-employed,0.04989,121,2172,0.04073,0.05904
1987,4th Quintile,Blue-collar worker,0.20909,672,2172,0.19198,0.22619
1987,4th Quintile,Civil servant,0.05150,117,2172,0.04221,0.06080
1987,4th Quintile,White-collar worker,0.24226,543,2172,0.22424,0.26029
1987,4th Quintile,Apprentice/ Trainee/ Intern,0.06813,200,2172,0.05753,0.07872
1987,4th Quintile,Not employed: Pensioner,0.14196,244,2172,0.12728,0.15665
1987,4th Quintile,Not employed: registered unemployed,0.02120,58,2172,0.01514,0.02726
1987,4th Quintile,Not employed: no further information,0.08804,217,2172,0.07612,0.09996
1987,5th Quintile,Self-employed,0.09117,220,2066,0.07875,0.10358
1987,5th Quintile,Blue-collar worker,0.13256,381,2066,0.11794,0.14719
1987,5th Quintile,Civil servant,0.08759,193,2066,0.07540,0.09978
1987,5th Quintile,White-collar worker,0.31121,699,2066,0.29124,0.33118
1987,5th Quintile,Apprentice/ Trainee/ Intern,0.05805,150,2066,0.04796,0.06813
1987,5th Quintile,Not employed: Pensioner,0.12282,208,2066,0.10866,0.13698
1987,5th Quintile,Not employed: registered unemployed,0.01574,43,2066,0.01037,0.02111
1987,5th Quintile,Not employed: no further information,0.07362,172,2066,0.06236,0.08489
1988,1st Quintile,Self-employed,0.02202,49,1943,0.01550,0.02855
1988,1st Quintile,Blue-collar worker,0.12845,482,1943,0.11357,0.14333
1988,1st Quintile,White-collar worker,0.04875,117,1943,0.03917,0.05833
1988,1st Quintile,Apprentice/ Trainee/ Intern,0.08730,259,1943,0.07474,0.09985
1988,1st Quintile,Not employed: Pensioner,0.27439,387,1943,0.25454,0.29423
1988,1st Quintile,Not employed: registered unemployed,0.06188,180,1943,0.05117,0.07260
1988,1st Quintile,Not employed: no further information,0.14556,469,1943,0.12987,0.16125
1988,2nd Quintile,Self-employed,0.02358,66,1974,0.01688,0.03028
1988,2nd Quintile,Blue-collar worker,0.15276,574,1974,0.13688,0.16863
1988,2nd Quintile,Civil servant,0.01715,37,1974,0.01142,0.02288
1988,2nd Quintile,White-collar worker,0.12074,277,1974,0.10636,0.13511
1988,2nd Quintile,Apprentice/ Trainee/ Intern,0.06391,213,1974,0.05312,0.07471
1988,2nd Quintile,Not employed: Pensioner,0.25232,362,1974,0.23315,0.27149
1988,2nd Quintile,Not employed: registered unemployed,0.02380,72,1974,0.01707,0.03053
1988,2nd Quintile,Not employed: no further information,0.12700,373,1974,0.11230,0.14169
1988,3rd Quintile,Self-employed,0.03542,74,1992,0.02730,0.04354
1988,3rd Quintile,Blue-collar worker,0.20051,641,1992,0.18292,0.21809
1988,3rd Quintile,Civil servant,0.03354,71,1992,0.02563,0.04145
1988,3rd Quintile,White-collar worker,0.16873,360,1992,0.15228,0.18518
1988,3rd Quintile,Apprentice/ Trainee/ Intern,0.08579,238,1992,0.07349,0.09809
1988,3rd Quintile,Not employed: Pensioner,0.16694,259,1992,0.15056,0.18332
1988,3rd Quintile,Not employed: registered unemployed,0.03010,85,1992,0.02259,0.03760
1988,3rd Quintile,Not employed: no further information,0.10368,264,1992,0.09029,0.11707
1988,4th Quintile,Self-employed,0.03792,95,2058,0.02967,0.04617
1988,4th Quintile,Blue-collar worker,0.20295,622,2058,0.18557,0.22034
1988,4th Quintile,Civil servant,0.05205,108,2058,0.04245,0.06165
1988,4th Quintile,White-collar worker,0.24136,511,2058,0.22287,0.25985
1988,4th Quintile,Apprentice/ Trainee/ Intern,0.06149,174,2058,0.05111,0.07187
1988,4th Quintile,Not employed: Pensioner,0.15125,248,2058,0.13577,0.16674
1988,4th Quintile,Not employed: registered unemployed,0.03053,87,2058,0.02309,0.03796
1988,4th Quintile,Not employed: no further information,0.08665,213,2058,0.07449,0.09881
1988,5th Quintile,Self-employed,0.09882,217,1917,0.08546,0.11219
1988,5th Quintile,Blue-collar worker,0.12019,335,1917,0.10563,0.13475
1988,5th Quintile,Civil servant,0.08939,183,1917,0.07662,0.10217
1988,5th Quintile,White-collar worker,0.33950,684,1917,0.31830,0.36070
1988,5th Quintile,Apprentice/ Trainee/ Intern,0.04532,108,1917,0.03601,0.05463
1988,5th Quintile,Not employed: Pensioner,0.12597,201,1917,0.11111,0.14082
1988,5th Quintile,Not employed: registered unemployed,0.01371,33,1917,0.00851,0.01892
1988,5th Quintile,Not employed: no further information,0.06672,156,1917,0.05554,0.07789
1989,1st Quintile,Self-employed,0.01692,44,1890,0.01110,0.02273
1989,1st Quintile,Blue-collar worker,0.11819,474,1890,0.10363,0.13275
1989,1st Quintile,White-collar worker,0.06122,133,1890,0.05041,0.07204
1989,1st Quintile,Apprentice/ Trainee/ Intern,0.09357,255,1890,0.08044,0.10670
1989,1st Quintile,Not employed: Pensioner,0.29958,405,1890,0.27893,0.32024
1989,1st Quintile,Not employed: registered unemployed,0.04846,127,1890,0.03878,0.05814
1989,1st Quintile,Not employed: no further information,0.13087,452,1890,0.11566,0.14608
1989,2nd Quintile,Self-employed,0.02433,59,1946,0.01748,0.03117
1989,2nd Quintile,Blue-collar worker,0.17227,611,1946,0.15549,0.18905
1989,2nd Quintile,Civil servant,0.02122,45,1946,0.01481,0.02762
1989,2nd Quintile,White-collar worker,0.12251,270,1946,0.10794,0.13709
1989,2nd Quintile,Apprentice/ Trainee/ Intern,0.06146,196,1946,0.05079,0.07213
1989,2nd Quintile,Not employed: Pensioner,0.21326,304,1946,0.19505,0.23146
1989,2nd Quintile,Not employed: registered unemployed,0.02588,79,1946,0.01883,0.03294
1989,2nd Quintile,Not employed: no further information,0.12940,382,1946,0.11448,0.14431
1989,3rd Quintile,Self-employed,0.02428,59,1889,0.01734,0.03123
1989,3rd Quintile,Blue-collar worker,0.20534,603,1889,0.18712,0.22356
1989,3rd Quintile,Civil servant,0.02856,62,1889,0.02105,0.03608
1989,3rd Quintile,White-collar worker,0.18840,397,1889,0.17076,0.20604
1989,3rd Quintile,Apprentice/ Trainee/ Intern,0.07234,185,1889,0.06066,0.08403
1989,3rd Quintile,Not employed: Pensioner,0.18376,285,1889,0.16629,0.20123
1989,3rd Quintile,Not employed: registered unemployed,0.01978,48,1889,0.01350,0.02606
1989,3rd Quintile,Not employed: no further information,0.10570,250,1889,0.09183,0.11957
1989,4th Quintile,Self-employed,0.04670,96,2025,0.03751,0.05589
1989,4th Quintile,Blue-collar worker,0.19386,606,2025,0.17664,0.21108
1989,4th Quintile,Civil servant,0.05007,100,2025,0.04057,0.05958
1989,4th Quintile,White-collar worker,0.25309,528,2025,0.23415,0.27203
1989,4th Quintile,Apprentice/ Trainee/ Intern,0.07581,188,2025,0.06427,0.08734
1989,4th Quintile,Not employed: Pensioner,0.15762,245,2025,0.14174,0.17349
1989,4th Quintile,Not employed: registered unemployed,0.01655,45,2025,0.01099,0.02211
1989,4th Quintile,Not employed: no further information,0.09272,217,2025,0.08009,0.10536
1989,5th Quintile,Self-employed,0.09135,201,1806,0.07806,0.10464
1989,5th Quintile,Blue-collar worker,0.11439,299,1806,0.09971,0.12907
1989,5th Quintile,Civil servant,0.08557,164,1806,0.07267,0.09848
1989,5th Quintile,White-collar worker,0.34786,692,1806,0.32588,0.36983
1989,5th Quintile,Apprentice/ Trainee/ Intern,0.04602,102,1806,0.03636,0.05569
1989,5th Quintile,Not employed: Pensioner,0.12740,202,1806,0.11202,0.14278
1989,5th Quintile,Not employed: no further information,0.07245,146,1806,0.06049,0.08441
1990,1st Quintile,Self-employed,0.01670,38,1864,0.01088,0.02251
1990,1st Quintile,Blue-collar worker,0.14186,500,1864,0.12602,0.15770
1990,1st Quintile,White-collar worker,0.05526,119,1864,0.04488,0.06563
1990,1st Quintile,Apprentice/ Trainee/ Intern,0.07806,219,1864,0.06587,0.09024
1990,1st Quintile,Not employed: Pensioner,0.28852,413,1864,0.26794,0.30909
1990,1st Quintile,Not employed: registered unemployed,0.04636,136,1864,0.03681,0.05591
1990,1st Quintile,Not employed: no further information,0.14038,439,1864,0.12460,0.15615
1990,2nd Quintile,Self-employed,0.02199,52,1870,0.01534,0.02864
1990,2nd Quintile,Blue-collar worker,0.17164,582,1870,0.15455,0.18874
1990,2nd Quintile,Civil servant,0.02597,48,1870,0.01876,0.03319
1990,2nd Quintile,White-collar worker,0.12946,268,1870,0.11424,0.14468
1990,2nd Quintile,Apprentice/ Trainee/ Intern,0.07355,200,1870,0.06171,0.08538
1990,2nd Quintile,Not employed: Pensioner,0.20574,315,1870,0.18741,0.22406
1990,2nd Quintile,Not employed: registered unemployed,0.02049,58,1870,0.01406,0.02691
1990,2nd Quintile,Not employed: no further information,0.12255,347,1870,0.10768,0.13741
1990,3rd Quintile,Self-employed,0.02455,59,1895,0.01758,0.03152
1990,3rd Quintile,Blue-collar worker,0.19608,616,1895,0.17820,0.21396
1990,3rd Quintile,Civil servant,0.03318,65,1895,0.02511,0.04124
1990,3rd Quintile,White-collar worker,0.18154,377,1895,0.16418,0.19890
1990,3rd Quintile,Apprentice/ Trainee/ Intern,0.06967,187,1895,0.05821,0.08114
1990,3rd Quintile,Not employed: Pensioner,0.18409,292,1895,0.16663,0.20154
1990,3rd Quintile,Not employed: registered unemployed,0.01812,52,1895,0.01211,0.02413
1990,3rd Quintile,Not employed: no further information,0.10583,247,1895,0.09197,0.11968
1990,4th Quintile,Self-employed,0.04417,97,1918,0.03498,0.05337
1990,4th Quintile,Blue-collar worker,0.20557,580,1918,0.18748,0.22366
1990,4th Quintile,Civil servant,0.05263,103,1918,0.04263,0.06262
1990,4th Quintile,White-collar worker,0.26574,520,1918,0.24597,0.28552
1990,4th Quintile,Apprentice/ Trainee/ Intern,0.06419,153,1918,0.05322,0.07516
1990,4th Quintile,Not employed: Pensioner,0.15533,247,1918,0.13912,0.17155
1990,4th Quintile,Not employed: registered unemployed,0.01745,43,1918,0.01159,0.02331
1990,4th Quintile,Not employed: no further information,0.07339,175,1918,0.06171,0.08506
1990,5th Quintile,Self-employed,0.09959,209,1796,0.08574,0.11344
1990,5th Quintile,Blue-collar worker,0.10585,271,1796,0.09162,0.12008
1990,5th Quintile,Civil servant,0.07955,152,1796,0.06703,0.09207
1990,5th Quintile,White-collar worker,0.35514,709,1796,0.33300,0.37728
1990,5th Quintile,Apprentice/ Trainee/ Intern,0.05193,107,1796,0.04166,0.06219
1990,5th Quintile,Not employed: Pensioner,0.12649,212,1796,0.11111,0.14187
1990,5th Quintile,Not employed: no further information,0.06751,136,1796,0.05590,0.07911
1991,1st Quintile,Self-employed,0.01714,44,1823,0.01118,0.02310
1991,1st Quintile,Blue-collar worker,0.13517,476,1823,0.11947,0.15087
1991,1st Quintile,White-collar worker,0.05814,127,1823,0.04740,0.06889
1991,1st Quintile,Apprentice/ Trainee/ Intern,0.07908,230,1823,0.06669,0.09148
1991,1st Quintile,Not employed: Pensioner,0.30983,427,1823,0.28860,0.33106
1991,1st Quintile,Not employed: registered unemployed,0.04180,124,1823,0.03261,0.05099
1991,1st Quintile,Not employed: no further information,0.12725,395,1823,0.11194,0.14255
1991,2nd Quintile,Self-employed,0.02549,53,1874,0.01835,0.03263
1991,2nd Quintile,Blue-collar worker,0.17490,592,1874,0.15770,0.19211
1991,2nd Quintile,Civil servant,0.01789,40,1874,0.01189,0.02390
1991,2nd Quintile,White-collar worker,0.13333,301,1874,0.11793,0.14872
1991,2nd Quintile,Apprentice/ Trainee/ Intern,0.07104,194,1874,0.05941,0.08268
1991,2nd Quintile,Not employed: Pensioner,0.22102,327,1874,0.20222,0.23981
1991,2nd Quintile,Not employed: registered unemployed,0.02323,57,1874,0.01641,0.03005
1991,2nd Quintile,Not employed: no further information,0.10648,310,1874,0.09251,0.12045
1991,3rd Quintile,Self-employed,0.02555,62,1888,0.01843,0.03267
1991,3rd Quintile,Blue-collar worker,0.19030,604,1888,0.17258,0.20801
1991,3rd Quintile,Civil servant,0.03114,62,1888,0.02330,0.03898
1991,3rd Quintile,White-collar worker,0.19048,381,1888,0.17276,0.20820
1991,3rd Quintile,Apprentice/ Trainee/ Intern,0.06720,194,1888,0.05590,0.07850
1991,3rd Quintile,Not employed: Pensioner,0.16980,276,1888,0.15285,0.18674
1991,3rd Quintile,Not employed: registered unemployed,0.01515,44,1888,0.00964,0.02066
1991,3rd Quintile,Not employed: no further information,0.11122,265,1888,0.09704,0.12541
1991,4th Quintile,Self-employed,0.04971,113,1897,0.03993,0.05950
1991,4th Quintile,Blue-collar worker,0.19192,560,1897,0.17419,0.20965
1991,4th Quintile,Civil servant,0.05601,102,1897,0.04566,0.06636
1991,4th Quintile,White-collar worker,0.26118,525,1897,0.24140,0.28095
1991,4th Quintile,Apprentice/ Trainee/ Intern,0.06121,156,1897,0.05042,0.07200
1991,4th Quintile,Not employed: Pensioner,0.16701,263,1897,0.15022,0.18380
1991,4th Quintile,Not employed: no further information,0.07595,178,1897,0.06403,0.08787
1991,5th Quintile,Self-employed,0.09215,187,1804,0.07880,0.10550
1991,5th Quintile,Blue-collar worker,0.11799,294,1804,0.10310,0.13288
1991,5th Quintile,Civil servant,0.08410,165,1804,0.07129,0.09692
1991,5th Quintile,White-collar worker,0.36232,726,1804,0.34013,0.38451
1991,5th Quintile,Apprentice/ Trainee/ Intern,0.04632,103,1804,0.03662,0.05602
1991,5th Quintile,Not employed: Pensioner,0.11828,196,1804,0.10337,0.13319
1991,5th Quintile,Not employed: no further information,0.06193,133,1804,0.05080,0.07305
1992,1st Quintile,Self-employed,0.01254,54,2770,0.00840,0.01669
1992,1st Quintile,Blue-collar worker,0.12522,618,2770,0.11290,0.13755
1992,1st Quintile,White-collar worker,0.07923,317,2770,0.06917,0.08929
1992,1st Quintile,Apprentice/ Trainee/ Intern,0.06271,258,2770,0.05368,0.07174
1992,1st Quintile,Not employed: Pensioner,0.33521,843,2770,0.31763,0.35280
1992,1st Quintile,Not employed: registered unemployed,0.08866,372,2770,0.07807,0.09925
1992,1st Quintile,Not employed: no further information,0.08075,308,2770,0.07060,0.09090
1992,2nd Quintile,Self-employed,0.01768,71,2833,0.01283,0.02254
1992,2nd Quintile,Blue-collar worker,0.18139,844,2833,0.16719,0.19558
1992,2nd Quintile,Civil servant,0.00961,35,2833,0.00602,0.01320
1992,2nd Quintile,White-collar worker,0.13749,581,2833,0.12481,0.15018
1992,2nd Quintile,Apprentice/ Trainee/ Intern,0.06841,297,2833,0.05912,0.07771
1992,2nd Quintile,Not employed: Pensioner,0.20880,454,2833,0.19383,0.22377
1992,2nd Quintile,Not employed: registered unemployed,0.04296,200,2833,0.03549,0.05043
1992,2nd Quintile,Not employed: no further information,0.09329,351,2833,0.08257,0.10400
1992,3rd Quintile,Self-employed,0.03204,102,2651,0.02533,0.03875
1992,3rd Quintile,Blue-collar worker,0.17712,761,2651,0.16259,0.19166
1992,3rd Quintile,Civil servant,0.02117,62,2651,0.01569,0.02665
1992,3rd Quintile,White-collar worker,0.20236,659,2651,0.18706,0.21765
1992,3rd Quintile,Apprentice/ Trainee/ Intern,0.06779,271,2651,0.05822,0.07736
1992,3rd Quintile,Not employed: Pensioner,0.18075,360,2651,0.16610,0.19540
1992,3rd Quintile,Not employed: registered unemployed,0.03358,145,2651,0.02672,0.04044
1992,3rd Quintile,Not employed: no further information,0.08844,291,2651,0.07763,0.09925
1992,4th Quintile,Self-employed,0.04350,126,2618,0.03569,0.05132
1992,4th Quintile,Blue-collar worker,0.19951,771,2618,0.18420,0.21482
1992,4th Quintile,Civil servant,0.04507,112,2618,0.03712,0.05302
1992,4th Quintile,White-collar worker,0.24221,717,2618,0.22579,0.25862
1992,4th Quintile,Apprentice/ Trainee/ Intern,0.06297,218,2618,0.05366,0.07227
1992,4th Quintile,Not employed: Pensioner,0.16230,349,2618,0.14817,0.17643
1992,4th Quintile,Not employed: registered unemployed,0.02221,85,2618,0.01657,0.02786
1992,4th Quintile,Not employed: no further information,0.08253,240,2618,0.07199,0.09307
1992,5th Quintile,Self-employed,0.09118,249,2366,0.07958,0.10279
1992,5th Quintile,Blue-collar worker,0.11737,390,2366,0.10439,0.13034
1992,5th Quintile,Civil servant,0.07214,173,2366,0.06171,0.08257
1992,5th Quintile,White-collar worker,0.35993,946,2366,0.34058,0.37927
1992,5th Quintile,Apprentice/ Trainee/ Intern,0.04531,135,2366,0.03693,0.05370
1992,5th Quintile,Not employed: Pensioner,0.12652,264,2366,0.11312,0.13992
1992,5th Quintile,Not employed: registered unemployed,0.01723,53,2366,0.01198,0.02247
1992,5th Quintile,Not employed: no further information,0.05961,156,2366,0.05007,0.06915
