year,age_gr,migback,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,30-45 y.,No migration background,White-collar worker,0.37019,834,2235,0.35016,0.39021
1985,30-45 y.,No migration background,Not employed: registered unemployed,0.04598,98,2235,0.03729,0.05466
1985,30-45 y.,No migration background,Not employed: no further information,0.17922,436,2235,0.16332,0.19513
1985,30-45 y.,Direct migration background,Self-employed,0.04925,48,1155,0.03677,0.06174
1985,30-45 y.,Direct migration background,Blue-collar worker,0.49149,691,1155,0.46265,0.52034
1985,30-45 y.,Direct migration background,White-collar worker,0.14882,102,1155,0.12828,0.16935
1985,30-45 y.,Direct migration background,Not employed: registered unemployed,0.07597,70,1155,0.06068,0.09125
1985,30-45 y.,Direct migration background,Not employed: no further information,0.19821,244,1155,0.17521,0.22121
1985,46-65 y.,No migration background,Self-employed,0.08080,200,2427,0.06996,0.09165
1985,46-65 y.,No migration background,Blue-collar worker,0.19780,485,2427,0.18195,0.21366
1985,46-65 y.,No migration background,Civil servant,0.05410,139,2427,0.04510,0.06310
1985,46-65 y.,No migration background,White-collar worker,0.21518,540,2427,0.19883,0.23153
1985,46-65 y.,No migration background,Not employed: Pensioner,0.22489,498,2427,0.20827,0.24150
1985,46-65 y.,No migration background,Not employed: registered unemployed,0.03501,80,2427,0.02769,0.04232
1985,46-65 y.,No migration background,Not employed: no further information,0.19103,485,2427,0.17539,0.20667
1985,46-65 y.,Direct migration background,Blue-collar worker,0.38531,478,827,0.35212,0.41850
1985,46-65 y.,Direct migration background,White-collar worker,0.12730,59,827,0.10457,0.15003
1985,46-65 y.,Direct migration background,Not employed: Pensioner,0.21570,88,827,0.18765,0.24375
1985,46-65 y.,Direct migration background,Not employed: registered unemployed,0.05256,59,827,0.03734,0.06778
1985,46-65 y.,Direct migration background,Not employed: no further information,0.16295,143,827,0.13776,0.18813
1985,66 and older,No migration background,Not employed: Pensioner,0.90938,956,1021,0.89176,0.92700
1985,66 and older,No migration background,Not employed: no further information,0.05372,65,1021,0.03989,0.06756
1986,17-29 y.,No migration background,Self-employed,0.02456,53,2124,0.01798,0.03115
1986,17-29 y.,No migration background,Blue-collar worker,0.21320,451,2124,0.19578,0.23062
1986,17-29 y.,No migration background,Civil servant,0.04227,86,2124,0.03371,0.05082
1986,17-29 y.,No migration background,White-collar worker,0.22284,464,2124,0.20513,0.24054
1986,17-29 y.,No migration background,Apprentice/ Trainee/ Intern,0.36116,787,2124,0.34073,0.38159
1986,17-29 y.,No migration background,Not employed: Military/Community Service,0.02283,47,2124,0.01648,0.02918
1986,17-29 y.,No migration background,Not employed: registered unemployed,0.04783,97,2124,0.03875,0.05691
1986,17-29 y.,No migration background,Not employed: no further information,0.06070,139,2124,0.05055,0.07086
1986,17-29 y.,Direct migration background,Blue-collar worker,0.37577,332,780,0.34176,0.40979
1986,17-29 y.,Direct migration background,White-collar worker,0.11876,58,780,0.09604,0.14148
1986,17-29 y.,Direct migration background,Apprentice/ Trainee/ Intern,0.25580,199,780,0.22516,0.28644
1986,17-29 y.,Direct migration background,Not employed: registered unemployed,0.07443,69,780,0.05600,0.09286
1986,17-29 y.,Direct migration background,Not employed: no further information,0.14267,122,780,0.11811,0.16722
1986,17-29 y.,Indirect migration background,Apprentice/ Trainee/ Intern,0.45074,72,72,0.33500,0.56648
1986,30-45 y.,No migration background,Self-employed,0.07547,167,2102,0.06417,0.08676
1986,30-45 y.,No migration background,Blue-collar worker,0.21530,448,2102,0.19773,0.23288
1986,30-45 y.,No migration background,Civil servant,0.09523,204,2102,0.08268,0.10779
1986,30-45 y.,No migration background,White-collar worker,0.36229,766,2102,0.34174,0.38285
1986,30-45 y.,No migration background,Not employed: registered unemployed,0.04346,88,2102,0.03474,0.05217
1986,30-45 y.,No migration background,Not employed: no further information,0.18604,429,2102,0.16940,0.20268
1986,30-45 y.,Direct migration background,Self-employed,0.05970,50,1070,0.04549,0.07390
1986,30-45 y.,Direct migration background,Blue-collar worker,0.46441,623,1070,0.43451,0.49431
1986,30-45 y.,Direct migration background,White-collar worker,0.15848,100,1070,0.13659,0.18037
1986,30-45 y.,Direct migration background,Not employed: registered unemployed,0.07699,62,1070,0.06101,0.09297
1986,30-45 y.,Direct migration background,Not employed: no further information,0.20011,235,1070,0.17613,0.22410
1986,46-65 y.,No migration background,Self-employed,0.08004,192,2337,0.06903,0.09104
1986,46-65 y.,No migration background,Blue-collar worker,0.19836,471,2337,0.18219,0.21453
1986,46-65 y.,No migration background,Civil servant,0.05088,132,2337,0.04197,0.05980
1986,46-65 y.,No migration background,White-collar worker,0.21950,531,2337,0.20272,0.23629
1986,46-65 y.,No migration background,Not employed: Pensioner,0.22340,466,2337,0.20651,0.24030
1986,46-65 y.,No migration background,Not employed: registered unemployed,0.03586,81,2337,0.02832,0.04340
1986,46-65 y.,No migration background,Not employed: no further information,0.18981,464,2337,0.17391,0.20572
1986,46-65 y.,Direct migration background,Self-employed,0.05653,39,868,0.04116,0.07190
1986,46-65 y.,Direct migration background,Blue-collar worker,0.40197,491,868,0.36933,0.43461
1986,46-65 y.,Direct migration background,White-collar worker,0.11445,51,868,0.09326,0.13564
1986,46-65 y.,Direct migration background,Not employed: Pensioner,0.19751,85,868,0.17101,0.22401
1986,46-65 y.,Direct migration background,Not employed: registered unemployed,0.04511,60,868,0.03129,0.05892
1986,46-65 y.,Direct migration background,Not employed: no further information,0.16439,142,868,0.13972,0.18907
1986,66 and older,No migration background,Not employed: Pensioner,0.92008,892,949,0.90282,0.93734
1986,66 and older,No migration background,Not employed: no further information,0.05120,57,949,0.03717,0.06523
1986,66 and older,Direct migration background,Not employed: Pensioner,0.85889,40,40,0.74963,0.96815
1987,17-29 y.,No migration background,Self-employed,0.01696,38,2068,0.01139,0.02253
1987,17-29 y.,No migration background,Blue-collar worker,0.22945,449,2068,0.21132,0.24757
1987,17-29 y.,No migration background,Civil servant,0.03911,78,2068,0.03076,0.04747
1987,17-29 y.,No migration background,White-collar worker,0.24567,469,2068,0.22711,0.26422
1987,17-29 y.,No migration background,Apprentice/ Trainee/ Intern,0.33346,762,2068,0.31314,0.35379
1987,17-29 y.,No migration background,Not employed: Military/Community Service,0.02627,50,2068,0.01938,0.03317
1987,17-29 y.,No migration background,Not employed: registered unemployed,0.04586,92,2068,0.03684,0.05488
1987,17-29 y.,No migration background,Not employed: no further information,0.06079,130,2068,0.05049,0.07109
1987,17-29 y.,Direct migration background,Blue-collar worker,0.38284,322,773,0.34855,0.41713
1987,17-29 y.,Direct migration background,White-collar worker,0.10879,66,773,0.08682,0.13075
1987,17-29 y.,Direct migration background,Apprentice/ Trainee/ Intern,0.26665,208,773,0.23546,0.29784
1987,17-29 y.,Direct migration background,Not employed: registered unemployed,0.06970,63,773,0.05173,0.08766
1987,17-29 y.,Direct migration background,Not employed: no further information,0.12804,114,773,0.10447,0.15162
1987,17-29 y.,Indirect migration background,Apprentice/ Trainee/ Intern,0.37114,76,76,0.26180,0.48048
1987,30-45 y.,No migration background,Self-employed,0.08305,174,2054,0.07111,0.09498
1987,30-45 y.,No migration background,Blue-collar worker,0.22479,464,2054,0.20674,0.24285
1987,30-45 y.,No migration background,Civil servant,0.09664,200,2054,0.08386,0.10942
1987,30-45 y.,No migration background,White-collar worker,0.36364,752,2054,0.34283,0.38445
1987,30-45 y.,No migration background,Not employed: registered unemployed,0.03677,74,2054,0.02863,0.04491
1987,30-45 y.,No migration background,Not employed: no further information,0.17466,390,2054,0.15823,0.19108
1987,30-45 y.,Direct migration background,Self-employed,0.05430,47,1020,0.04038,0.06821
1987,30-45 y.,Direct migration background,Blue-collar worker,0.48669,604,1020,0.45600,0.51738
1987,30-45 y.,Direct migration background,White-collar worker,0.15546,98,1020,0.13321,0.17771
1987,30-45 y.,Direct migration background,Not employed: registered unemployed,0.05485,52,1020,0.04087,0.06883
1987,30-45 y.,Direct migration background,Not employed: no further information,0.20264,219,1020,0.17796,0.22732
1987,46-65 y.,No migration background,Self-employed,0.08258,191,2276,0.07127,0.09389
1987,46-65 y.,No migration background,Blue-collar worker,0.20468,470,2276,0.18810,0.22126
1987,46-65 y.,No migration background,Civil servant,0.05687,142,2276,0.04735,0.06638
1987,46-65 y.,No migration background,White-collar worker,0.22241,521,2276,0.20533,0.23950
1987,46-65 y.,No migration background,Not employed: Pensioner,0.19870,410,2276,0.18231,0.21510
1987,46-65 y.,No migration background,Not employed: registered unemployed,0.04381,95,2276,0.03540,0.05222
1987,46-65 y.,No migration background,Not employed: no further information,0.18588,447,2276,0.16990,0.20187
1987,46-65 y.,Direct migration background,Self-employed,0.05849,45,905,0.04320,0.07379
1987,46-65 y.,Direct migration background,Blue-collar worker,0.39100,483,905,0.35919,0.42281
1987,46-65 y.,Direct migration background,White-collar worker,0.12204,55,905,0.10070,0.14337
1987,46-65 y.,Direct migration background,Not employed: Pensioner,0.18194,92,905,0.15679,0.20709
1987,46-65 y.,Direct migration background,Not employed: registered unemployed,0.07135,86,905,0.05457,0.08813
1987,46-65 y.,Direct migration background,Not employed: no further information,0.15721,144,905,0.13349,0.18094
1987,66 and older,No migration background,Not employed: Pensioner,0.91852,917,974,0.90133,0.93571
1987,66 and older,No migration background,Not employed: no further information,0.05097,57,974,0.03715,0.06479
1987,66 and older,Direct migration background,Not employed: Pensioner,0.84374,44,44,0.73521,0.95227
1988,17-29 y.,No migration background,Self-employed,0.02385,46,1905,0.01700,0.03070
1988,17-29 y.,No migration background,Blue-collar worker,0.21655,393,1905,0.19805,0.23505
1988,17-29 y.,No migration background,Civil servant,0.03883,74,1905,0.03015,0.04751
1988,17-29 y.,No migration background,White-collar worker,0.23872,419,1905,0.21957,0.25787
1988,17-29 y.,No migration background,Apprentice/ Trainee/ Intern,0.32904,687,1905,0.30793,0.35014
1988,17-29 y.,No migration background,Not employed: Military/Community Service,0.02715,50,1905,0.01985,0.03445
1988,17-29 y.,No migration background,Not employed: registered unemployed,0.04724,88,1905,0.03771,0.05677
1988,17-29 y.,No migration background,Not employed: no further information,0.07330,148,1905,0.06159,0.08500
1988,17-29 y.,Direct migration background,Blue-collar worker,0.39931,327,748,0.36419,0.43443
1988,17-29 y.,Direct migration background,White-collar worker,0.11668,61,748,0.09366,0.13971
1988,17-29 y.,Direct migration background,Apprentice/ Trainee/ Intern,0.24894,173,748,0.21793,0.27995
1988,17-29 y.,Direct migration background,Not employed: registered unemployed,0.04975,62,748,0.03416,0.06534
1988,17-29 y.,Direct migration background,Not employed: no further information,0.14040,125,748,0.11549,0.16531
1988,17-29 y.,Indirect migration background,Blue-collar worker,0.18250,45,141,0.11851,0.24648
1988,17-29 y.,Indirect migration background,Apprentice/ Trainee/ Intern,0.43014,96,141,0.34813,0.51215
1988,30-45 y.,No migration background,Self-employed,0.07644,158,1960,0.06467,0.08820
1988,30-45 y.,No migration background,Blue-collar worker,0.22610,449,1960,0.20758,0.24463
1988,30-45 y.,No migration background,Civil servant,0.09725,188,1960,0.08413,0.11038
1988,30-45 y.,No migration background,White-collar worker,0.37259,730,1960,0.35118,0.39400
1988,30-45 y.,No migration background,Not employed: registered unemployed,0.04038,73,1960,0.03166,0.04909
1988,30-45 y.,No migration background,Not employed: no further information,0.16456,362,1960,0.14814,0.18098
1988,30-45 y.,Direct migration background,Self-employed,0.04504,40,912,0.03157,0.05850
1988,30-45 y.,Direct migration background,Blue-collar worker,0.47211,533,912,0.43969,0.50453
1988,30-45 y.,Direct migration background,White-collar worker,0.18100,99,912,0.15600,0.20601
1988,30-45 y.,Direct migration background,Not employed: registered unemployed,0.05837,41,912,0.04314,0.07359
1988,30-45 y.,Direct migration background,Not employed: no further information,0.20229,199,912,0.17621,0.22838
1988,46-65 y.,No migration background,Self-employed,0.08083,179,2185,0.06940,0.09226
1988,46-65 y.,No migration background,Blue-collar worker,0.19573,435,2185,0.17909,0.21237
1988,46-65 y.,No migration background,Civil servant,0.05544,135,2185,0.04584,0.06503
1988,46-65 y.,No migration background,White-collar worker,0.24819,551,2185,0.23008,0.26631
1988,46-65 y.,No migration background,Not employed: Pensioner,0.19157,381,2185,0.17507,0.20808
1988,46-65 y.,No migration background,Not employed: registered unemployed,0.04319,87,2185,0.03467,0.05172
1988,46-65 y.,No migration background,Not employed: no further information,0.17899,417,2185,0.16291,0.19506
1988,46-65 y.,Direct migration background,Self-employed,0.05458,42,898,0.03971,0.06944
1988,46-65 y.,Direct migration background,Blue-collar worker,0.37574,458,898,0.34405,0.40744
1988,46-65 y.,Direct migration background,White-collar worker,0.11935,55,898,0.09814,0.14057
1988,46-65 y.,Direct migration background,Not employed: Pensioner,0.18663,98,898,0.16113,0.21213
1988,46-65 y.,Direct migration background,Not employed: registered unemployed,0.09196,98,898,0.07305,0.11087
1988,46-65 y.,Direct migration background,Not employed: no further information,0.15493,147,898,0.13125,0.17861
1988,66 and older,No migration background,Not employed: Pensioner,0.92819,893,934,0.91162,0.94476
1988,66 and older,No migration background,Not employed: no further information,0.03773,41,934,0.02550,0.04996
1988,66 and older,Direct migration background,Not employed: Pensioner,0.85294,51,51,0.75477,0.95111
1989,17-29 y.,No migration background,Self-employed,0.01914,36,1857,0.01290,0.02537
1989,17-29 y.,No migration background,Blue-collar worker,0.22363,412,1857,0.20468,0.24259
1989,17-29 y.,No migration background,Civil servant,0.03329,67,1857,0.02513,0.04146
1989,17-29 y.,No migration background,White-collar worker,0.26655,470,1857,0.24644,0.28667
1989,17-29 y.,No migration background,Apprentice/ Trainee/ Intern,0.33583,636,1857,0.31434,0.35732
1989,17-29 y.,No migration background,Not employed: Military/Community Service,0.02111,46,1857,0.01457,0.02764
1989,17-29 y.,No migration background,Not employed: registered unemployed,0.03267,63,1857,0.02458,0.04076
1989,17-29 y.,No migration background,Not employed: no further information,0.06184,127,1857,0.05088,0.07280
1989,17-29 y.,Direct migration background,Blue-collar worker,0.37825,326,723,0.34288,0.41363
1989,17-29 y.,Direct migration background,White-collar worker,0.12792,70,723,0.10356,0.15229
1989,17-29 y.,Direct migration background,Apprentice/ Trainee/ Intern,0.20612,140,723,0.17661,0.23563
1989,17-29 y.,Direct migration background,Not employed: registered unemployed,0.06259,39,723,0.04492,0.08026
1989,17-29 y.,Direct migration background,Not employed: no further information,0.16844,148,723,0.14114,0.19574
1989,17-29 y.,Indirect migration background,Blue-collar worker,0.17224,46,163,0.11410,0.23039
1989,17-29 y.,Indirect migration background,Apprentice/ Trainee/ Intern,0.56042,117,163,0.48399,0.63685
1989,30-45 y.,No migration background,Self-employed,0.07850,161,1908,0.06643,0.09058
1989,30-45 y.,No migration background,Blue-collar worker,0.22476,435,1908,0.20603,0.24350
1989,30-45 y.,No migration background,Civil servant,0.09473,174,1908,0.08159,0.10787
1989,30-45 y.,No migration background,White-collar worker,0.38784,737,1908,0.36597,0.40971
1989,30-45 y.,No migration background,Not employed: registered unemployed,0.02388,45,1908,0.01703,0.03073
1989,30-45 y.,No migration background,Not employed: no further information,0.17011,356,1908,0.15325,0.18697
1989,30-45 y.,Direct migration background,Self-employed,0.04104,34,831,0.02754,0.05453
1989,30-45 y.,Direct migration background,Blue-collar worker,0.49383,516,831,0.45981,0.52784
1989,30-45 y.,Direct migration background,White-collar worker,0.18544,94,831,0.15900,0.21188
1989,30-45 y.,Direct migration background,Not employed: no further information,0.21582,187,831,0.18783,0.24381
1989,46-65 y.,No migration background,Self-employed,0.07361,163,2057,0.06232,0.08490
1989,46-65 y.,No migration background,Blue-collar worker,0.18080,375,2057,0.16416,0.19744
1989,46-65 y.,No migration background,Civil servant,0.05802,133,2057,0.04791,0.06812
1989,46-65 y.,No migration background,White-collar worker,0.26064,546,2057,0.24166,0.27962
1989,46-65 y.,No migration background,Not employed: Pensioner,0.19779,366,2057,0.18058,0.21501
1989,46-65 y.,No migration background,Not employed: registered unemployed,0.04005,82,2057,0.03157,0.04852
1989,46-65 y.,No migration background,Not employed: no further information,0.18410,392,2057,0.16735,0.20085
1989,46-65 y.,Direct migration background,Self-employed,0.03499,31,901,0.02298,0.04699
1989,46-65 y.,Direct migration background,Blue-collar worker,0.39126,466,901,0.35937,0.42314
1989,46-65 y.,Direct migration background,White-collar worker,0.11856,57,901,0.09744,0.13968
1989,46-65 y.,Direct migration background,Not employed: Pensioner,0.19243,108,901,0.16668,0.21819
1989,46-65 y.,Direct migration background,Not employed: registered unemployed,0.06050,60,901,0.04492,0.07608
1989,46-65 y.,Direct migration background,Not employed: no further information,0.19320,179,901,0.16741,0.21900
1989,66 and older,No migration background,Not employed: Pensioner,0.93890,873,873,0.92300,0.95479
1989,66 and older,Direct migration background,Not employed: Pensioner,0.94247,61,61,0.88355,1.00139
1990,17-29 y.,No migration background,Self-employed,0.01847,51,2873,0.01355,0.02339
1990,17-29 y.,No migration background,Blue-collar worker,0.26414,843,2873,0.24802,0.28026
1990,17-29 y.,No migration background,Civil servant,0.02892,70,2873,0.02279,0.03505
1990,17-29 y.,No migration background,White-collar worker,0.25804,732,2873,0.24203,0.27404
1990,17-29 y.,No migration background,Apprentice/ Trainee/ Intern,0.30013,822,2873,0.28337,0.31689
1990,17-29 y.,No migration background,Not employed: Military/Community Service,0.02517,74,2873,0.01945,0.03090
1990,17-29 y.,No migration background,Not employed: registered unemployed,0.02386,53,2873,0.01828,0.02944
1990,17-29 y.,No migration background,Not employed: no further information,0.07369,228,2873,0.06413,0.08324
1990,17-29 y.,Direct migration background,Blue-collar worker,0.37087,303,687,0.33473,0.40702
1990,17-29 y.,Direct migration background,White-collar worker,0.14519,73,687,0.11883,0.17155
1990,17-29 y.,Direct migration background,Apprentice/ Trainee/ Intern,0.21640,130,687,0.18559,0.24722
1990,17-29 y.,Direct migration background,Not employed: registered unemployed,0.04675,40,687,0.03095,0.06254
1990,17-29 y.,Direct migration background,Not employed: no further information,0.17491,141,687,0.14648,0.20334
1990,17-29 y.,Indirect migration background,Blue-collar worker,0.17594,58,224,0.12596,0.22592
1990,17-29 y.,Indirect migration background,White-collar worker,0.15975,31,224,0.11167,0.20784
1990,17-29 y.,Indirect migration background,Apprentice/ Trainee/ Intern,0.51798,135,224,0.45240,0.58357
1990,30-45 y.,No migration background,Self-employed,0.06860,204,3375,0.06007,0.07713
1990,30-45 y.,No migration background,Blue-collar worker,0.27376,1069,3375,0.25871,0.28880
1990,30-45 y.,No migration background,Civil servant,0.07420,172,3375,0.06535,0.08304
1990,30-45 y.,No migration background,White-collar worker,0.41717,1484,3375,0.40054,0.43381
1990,30-45 y.,No migration background,Apprentice/ Trainee/ Intern,0.01129,32,3375,0.00773,0.01486
1990,30-45 y.,No migration background,Not employed: registered unemployed,0.02015,50,3375,0.01541,0.02490
1990,30-45 y.,No migration background,Not employed: no further information,0.12418,364,3375,0.11305,0.13530
1990,30-45 y.,Direct migration background,Self-employed,0.05361,37,831,0.03829,0.06894
1990,30-45 y.,Direct migration background,Blue-collar worker,0.48955,513,831,0.45554,0.52356
1990,30-45 y.,Direct migration background,White-collar worker,0.20569,114,831,0.17819,0.23319
1990,30-45 y.,Direct migration background,Not employed: no further information,0.20045,167,831,0.17321,0.22768
1990,46-65 y.,No migration background,Self-employed,0.06527,202,3243,0.05677,0.07377
1990,46-65 y.,No migration background,Blue-collar worker,0.21857,798,3243,0.20434,0.23279
1990,46-65 y.,No migration background,Civil servant,0.04692,128,3243,0.03964,0.05420
1990,46-65 y.,No migration background,White-collar worker,0.29487,1047,3243,0.27917,0.31057
1990,46-65 y.,No migration background,Not employed: Pensioner,0.19101,570,3243,0.17748,0.20454
1990,46-65 y.,No migration background,Not employed: registered unemployed,0.02726,64,3243,0.02166,0.03287
1990,46-65 y.,No migration background,Not employed: no further information,0.15023,434,3243,0.13793,0.16253
1990,46-65 y.,Direct migration background,Self-employed,0.03470,32,983,0.02325,0.04615
1990,46-65 y.,Direct migration background,Blue-collar worker,0.39266,496,983,0.36211,0.42320
1990,46-65 y.,Direct migration background,White-collar worker,0.15296,93,983,0.13045,0.17547
1990,46-65 y.,Direct migration background,Not employed: Pensioner,0.18033,125,983,0.15628,0.20438
1990,46-65 y.,Direct migration background,Not employed: registered unemployed,0.06990,78,983,0.05395,0.08585
1990,46-65 y.,Direct migration background,Not employed: no further information,0.14908,159,983,0.12681,0.17136
1990,66 and older,No migration background,Not employed: Pensioner,0.95385,1281,1281,0.94235,0.96534
1990,66 and older,Direct migration background,Not employed: Pensioner,0.97221,98,98,0.93950,1.00492
1991,17-29 y.,No migration background,Self-employed,0.01830,49,2703,0.01325,0.02335
1991,17-29 y.,No migration background,Blue-collar worker,0.25712,733,2703,0.24064,0.27360
1991,17-29 y.,No migration background,Civil servant,0.03076,80,2703,0.02425,0.03727
1991,17-29 y.,No migration background,White-collar worker,0.25731,662,2703,0.24083,0.27380
1991,17-29 y.,No migration background,Apprentice/ Trainee/ Intern,0.29006,780,2703,0.27295,0.30717
1991,17-29 y.,No migration background,Not employed: Military/Community Service,0.02204,59,2703,0.01650,0.02757
1991,17-29 y.,No migration background,Not employed: registered unemployed,0.04092,129,2703,0.03345,0.04839
1991,17-29 y.,No migration background,Not employed: no further information,0.07781,211,2703,0.06771,0.08791
1991,17-29 y.,Direct migration background,Blue-collar worker,0.32710,280,645,0.29086,0.36333
1991,17-29 y.,Direct migration background,White-collar worker,0.15657,77,645,0.12850,0.18464
1991,17-29 y.,Direct migration background,Apprentice/ Trainee/ Intern,0.23523,121,645,0.20247,0.26799
1991,17-29 y.,Direct migration background,Not employed: registered unemployed,0.05868,32,645,0.04053,0.07683
1991,17-29 y.,Direct migration background,Not employed: no further information,0.16269,135,645,0.13419,0.19120
1991,17-29 y.,Indirect migration background,Blue-collar worker,0.22532,68,276,0.17594,0.27470
1991,17-29 y.,Indirect migration background,White-collar worker,0.14251,38,276,0.10119,0.18382
1991,17-29 y.,Indirect migration background,Apprentice/ Trainee/ Intern,0.52955,170,276,0.47056,0.58855
1991,30-45 y.,No migration background,Self-employed,0.06862,227,3432,0.06016,0.07708
1991,30-45 y.,No migration background,Blue-collar worker,0.26485,1037,3432,0.25008,0.27961
1991,30-45 y.,No migration background,Civil servant,0.07328,189,3432,0.06456,0.08200
1991,30-45 y.,No migration background,White-collar worker,0.41116,1415,3432,0.39469,0.42762
1991,30-45 y.,No migration background,Apprentice/ Trainee/ Intern,0.01805,50,3432,0.01360,0.02251
1991,30-45 y.,No migration background,Not employed: registered unemployed,0.03921,174,3432,0.03271,0.04570
1991,30-45 y.,No migration background,Not employed: no further information,0.11658,340,3432,0.10585,0.12732
1991,30-45 y.,Direct migration background,Self-employed,0.06351,40,818,0.04678,0.08023
1991,30-45 y.,Direct migration background,Blue-collar worker,0.47065,484,818,0.43643,0.50488
