year,pgisced97,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Primary Level,Blue-collar worker,0.43050,393,752,0.39509,0.46592
1986,Primary Level,Apprentice/ Trainee/ Intern,0.09327,38,752,0.07247,0.11407
1986,Primary Level,Not employed: Pensioner,0.10340,42,752,0.08162,0.12518
1986,Primary Level,Not employed: registered unemployed,0.09265,59,752,0.07191,0.11339
1986,Primary Level,Not employed: no further information,0.25080,220,752,0.21980,0.28180
1986,Lower Secondary Level,Self-employed,0.02823,86,2886,0.02219,0.03427
1986,Lower Secondary Level,Blue-collar worker,0.19750,873,2886,0.18297,0.21203
1986,Lower Secondary Level,White-collar worker,0.07427,200,2886,0.06470,0.08383
1986,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.14545,477,2886,0.13258,0.15831
1986,Lower Secondary Level,Not employed: Pensioner,0.31582,538,2886,0.29886,0.33278
1986,Lower Secondary Level,Not employed: registered unemployed,0.03950,138,2886,0.03239,0.04660
1986,Lower Secondary Level,Not employed: no further information,0.19043,574,2886,0.17610,0.20476
1986,Upper Secondary Level,Self-employed,0.05111,255,4984,0.04500,0.05723
1986,Upper Secondary Level,Blue-collar worker,0.22482,1398,4984,0.21323,0.23642
1986,Upper Secondary Level,Civil servant,0.04054,199,4984,0.03506,0.04602
1986,Upper Secondary Level,White-collar worker,0.23992,1180,4984,0.22806,0.25178
1986,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.05375,301,4984,0.04749,0.06001
1986,Upper Secondary Level,Not employed: Pensioner,0.22398,749,4984,0.21241,0.23556
1986,Upper Secondary Level,Not employed: Military/Community Service,0.00774,36,4984,0.00531,0.01018
1986,Upper Secondary Level,Not employed: registered unemployed,0.03499,209,4984,0.02989,0.04009
1986,Upper Secondary Level,Not employed: no further information,0.12169,657,4984,0.11261,0.13076
1986,Post-secondary Non-tertiary Level,Blue-collar worker,0.14163,69,162,0.08778,0.19549
1986,Post-secondary Non-tertiary Level,White-collar worker,0.38861,93,162,0.31331,0.46390
1986,First Stage of Tertiary Education,Self-employed,0.11861,71,552,0.09161,0.14561
1986,First Stage of Tertiary Education,Blue-collar worker,0.09279,62,552,0.06856,0.11702
1986,First Stage of Tertiary Education,Civil servant,0.06562,39,552,0.04495,0.08630
1986,First Stage of Tertiary Education,White-collar worker,0.34993,218,552,0.31010,0.38975
1986,First Stage of Tertiary Education,Not employed: Pensioner,0.22882,99,552,0.19375,0.26390
1986,First Stage of Tertiary Education,Not employed: no further information,0.09655,63,552,0.07189,0.12121
1986,Second Stage of Tertiary Education,Self-employed,0.10479,84,678,0.08172,0.12786
1986,Second Stage of Tertiary Education,Civil servant,0.24759,191,678,0.21508,0.28010
1986,Second Stage of Tertiary Education,White-collar worker,0.37441,283,678,0.33795,0.41086
1986,Second Stage of Tertiary Education,Not employed: Pensioner,0.13273,68,678,0.10717,0.15829
1986,Second Stage of Tertiary Education,Not employed: no further information,0.06081,52,678,0.04280,0.07881
1987,Pre-primary Level,Apprentice/ Trainee/ Intern,0.93693,182,182,0.90152,0.97235
1987,Primary Level,Blue-collar worker,0.43228,368,719,0.39605,0.46852
1987,Primary Level,Apprentice/ Trainee/ Intern,0.08435,34,719,0.06402,0.10468
1987,Primary Level,Not employed: Pensioner,0.11070,50,719,0.08775,0.13365
1987,Primary Level,Not employed: registered unemployed,0.12153,74,719,0.09763,0.14543
1987,Primary Level,Not employed: no further information,0.21899,193,719,0.18873,0.24924
1987,Lower Secondary Level,Self-employed,0.03225,92,2816,0.02572,0.03877
1987,Lower Secondary Level,Blue-collar worker,0.21637,864,2816,0.20116,0.23158
1987,Lower Secondary Level,White-collar worker,0.07342,185,2816,0.06379,0.08306
1987,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.12596,478,2816,0.11370,0.13822
1987,Lower Secondary Level,Not employed: Pensioner,0.31714,517,2816,0.29995,0.33433
1987,Lower Secondary Level,Not employed: registered unemployed,0.03943,140,2816,0.03224,0.04662
1987,Lower Secondary Level,Not employed: no further information,0.18714,540,2816,0.17273,0.20155
1987,Upper Secondary Level,Self-employed,0.04806,241,4953,0.04210,0.05402
1987,Upper Secondary Level,Blue-collar worker,0.23072,1428,4953,0.21898,0.24245
1987,Upper Secondary Level,Civil servant,0.04190,204,4953,0.03632,0.04748
1987,Upper Secondary Level,White-collar worker,0.24261,1179,4953,0.23067,0.25455
1987,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.05216,291,4953,0.04597,0.05836
1987,Upper Secondary Level,Not employed: Pensioner,0.22055,735,4953,0.20901,0.23210
1987,Upper Secondary Level,Not employed: Military/Community Service,0.00866,40,4953,0.00608,0.01124
1987,Upper Secondary Level,Not employed: registered unemployed,0.03353,195,4953,0.02851,0.03854
1987,Upper Secondary Level,Not employed: no further information,0.11903,640,4953,0.11001,0.12805
1987,Post-secondary Non-tertiary Level,Blue-collar worker,0.13051,63,189,0.08235,0.17866
1987,Post-secondary Non-tertiary Level,White-collar worker,0.39095,94,189,0.32120,0.46070
1987,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.12177,32,189,0.07502,0.16852
1987,First Stage of Tertiary Education,Self-employed,0.11399,64,539,0.08714,0.14085
1987,First Stage of Tertiary Education,Blue-collar worker,0.08088,51,539,0.05784,0.10392
1987,First Stage of Tertiary Education,Civil servant,0.06819,38,539,0.04689,0.08949
1987,First Stage of Tertiary Education,White-collar worker,0.36559,224,539,0.32490,0.40629
1987,First Stage of Tertiary Education,Not employed: Pensioner,0.22123,93,539,0.18615,0.25630
1987,First Stage of Tertiary Education,Not employed: no further information,0.11060,69,539,0.08409,0.13710
1987,Second Stage of Tertiary Education,Self-employed,0.11592,89,685,0.09193,0.13991
1987,Second Stage of Tertiary Education,Civil servant,0.23682,187,685,0.20496,0.26868
1987,Second Stage of Tertiary Education,White-collar worker,0.36674,285,685,0.33062,0.40285
1987,Second Stage of Tertiary Education,Not employed: Pensioner,0.14706,75,685,0.12052,0.17361
1987,Second Stage of Tertiary Education,Not employed: no further information,0.05773,49,685,0.04025,0.07521
1988,Pre-primary Level,Apprentice/ Trainee/ Intern,0.95664,155,155,0.92447,0.98881
1988,Primary Level,Blue-collar worker,0.40938,336,644,0.37138,0.44739
1988,Primary Level,Not employed: Pensioner,0.11526,50,644,0.09057,0.13994
1988,Primary Level,Not employed: registered unemployed,0.12000,67,644,0.09488,0.14512
1988,Primary Level,Not employed: no further information,0.25968,191,644,0.22579,0.29357
1988,Lower Secondary Level,Self-employed,0.03359,87,2695,0.02678,0.04039
1988,Lower Secondary Level,Blue-collar worker,0.21087,831,2695,0.19547,0.22628
1988,Lower Secondary Level,White-collar worker,0.07705,191,2695,0.06698,0.08712
1988,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.12553,451,2695,0.11302,0.13804
1988,Lower Secondary Level,Not employed: Pensioner,0.31946,489,2695,0.30186,0.33707
1988,Lower Secondary Level,Not employed: registered unemployed,0.04081,138,2695,0.03334,0.04829
1988,Lower Secondary Level,Not employed: no further information,0.18285,508,2695,0.16826,0.19745
1988,Upper Secondary Level,Self-employed,0.04720,232,4733,0.04115,0.05324
1988,Upper Secondary Level,Blue-collar worker,0.22270,1312,4733,0.21084,0.23455
1988,Upper Secondary Level,Civil servant,0.04224,191,4733,0.03651,0.04797
1988,Upper Secondary Level,White-collar worker,0.24841,1142,4733,0.23610,0.26072
1988,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04806,263,4733,0.04196,0.05415
1988,Upper Secondary Level,Not employed: Pensioner,0.22325,728,4733,0.21138,0.23511
1988,Upper Secondary Level,Not employed: Military/Community Service,0.00853,38,4733,0.00591,0.01115
1988,Upper Secondary Level,Not employed: registered unemployed,0.04103,207,4733,0.03538,0.04669
1988,Upper Secondary Level,Not employed: no further information,0.11619,620,4733,0.10706,0.12532
1988,Post-secondary Non-tertiary Level,Blue-collar worker,0.12004,62,151,0.06803,0.17205
1988,Post-secondary Non-tertiary Level,White-collar worker,0.39914,89,151,0.32077,0.47751
1988,First Stage of Tertiary Education,Self-employed,0.11666,65,530,0.08930,0.14401
1988,First Stage of Tertiary Education,Blue-collar worker,0.09182,55,530,0.06721,0.11642
1988,First Stage of Tertiary Education,Civil servant,0.06788,39,530,0.04644,0.08932
1988,First Stage of Tertiary Education,White-collar worker,0.37147,211,530,0.33030,0.41265
1988,First Stage of Tertiary Education,Not employed: Pensioner,0.23422,94,530,0.19813,0.27031
1988,First Stage of Tertiary Education,Not employed: no further information,0.10257,66,530,0.07672,0.12843
1988,Second Stage of Tertiary Education,Self-employed,0.10619,77,641,0.08232,0.13006
1988,Second Stage of Tertiary Education,Civil servant,0.23219,166,641,0.19947,0.26490
1988,Second Stage of Tertiary Education,White-collar worker,0.40466,293,641,0.36663,0.44269
1988,Second Stage of Tertiary Education,Not employed: Pensioner,0.13270,65,641,0.10642,0.15899
1988,Second Stage of Tertiary Education,Not employed: no further information,0.04968,40,641,0.03285,0.06652
1989,Pre-primary Level,Apprentice/ Trainee/ Intern,0.95379,164,164,0.92156,0.98602
1989,Primary Level,Blue-collar worker,0.42316,310,607,0.38382,0.46249
1989,Primary Level,Not employed: Pensioner,0.12573,59,607,0.09933,0.15212
1989,Primary Level,Not employed: registered unemployed,0.07913,36,607,0.05764,0.10062
1989,Primary Level,Not employed: no further information,0.27626,202,607,0.24066,0.31186
1989,Lower Secondary Level,Self-employed,0.03037,80,2554,0.02371,0.03702
1989,Lower Secondary Level,Blue-collar worker,0.21018,807,2554,0.19437,0.22598
1989,Lower Secondary Level,White-collar worker,0.08436,201,2554,0.07358,0.09515
1989,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.12450,393,2554,0.11170,0.13731
1989,Lower Secondary Level,Not employed: Pensioner,0.33716,489,2554,0.31882,0.35550
1989,Lower Secondary Level,Not employed: registered unemployed,0.03094,102,2554,0.02422,0.03765
1989,Lower Secondary Level,Not employed: no further information,0.17626,482,2554,0.16148,0.19104
1989,Upper Secondary Level,Self-employed,0.04415,210,4610,0.03822,0.05008
1989,Upper Secondary Level,Blue-collar worker,0.22584,1307,4610,0.21377,0.23791
1989,Upper Secondary Level,Civil servant,0.04195,184,4610,0.03617,0.04774
1989,Upper Secondary Level,White-collar worker,0.26247,1167,4610,0.24977,0.27518
1989,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04747,254,4610,0.04133,0.05361
1989,Upper Secondary Level,Not employed: Pensioner,0.22138,699,4610,0.20940,0.23337
1989,Upper Secondary Level,Not employed: Military/Community Service,0.00618,34,4610,0.00391,0.00844
1989,Upper Secondary Level,Not employed: registered unemployed,0.03024,149,4610,0.02530,0.03519
1989,Upper Secondary Level,Not employed: no further information,0.11782,606,4610,0.10851,0.12713
1989,Post-secondary Non-tertiary Level,Blue-collar worker,0.07758,50,195,0.03994,0.11523
1989,Post-secondary Non-tertiary Level,White-collar worker,0.44192,112,195,0.37204,0.51180
1989,Post-secondary Non-tertiary Level,Not employed: no further information,0.08597,33,195,0.04652,0.12542
1989,First Stage of Tertiary Education,Self-employed,0.10785,59,502,0.08069,0.13501
1989,First Stage of Tertiary Education,Blue-collar worker,0.08983,52,502,0.06479,0.11487
1989,First Stage of Tertiary Education,Civil servant,0.06774,36,502,0.04573,0.08974
1989,First Stage of Tertiary Education,White-collar worker,0.38148,208,502,0.33894,0.42402
1989,First Stage of Tertiary Education,Not employed: Pensioner,0.23433,90,502,0.19724,0.27142
1989,First Stage of Tertiary Education,Not employed: no further information,0.09317,57,502,0.06772,0.11862
1989,Second Stage of Tertiary Education,Self-employed,0.10198,77,645,0.07860,0.12535
1989,Second Stage of Tertiary Education,Civil servant,0.21466,151,645,0.18295,0.24637
1989,Second Stage of Tertiary Education,White-collar worker,0.41427,301,645,0.37623,0.45232
1989,Second Stage of Tertiary Education,Not employed: Pensioner,0.14104,73,645,0.11415,0.16792
1989,Second Stage of Tertiary Education,Not employed: no further information,0.06524,43,645,0.04616,0.08431
1990,Pre-primary Level,Apprentice/ Trainee/ Intern,0.95124,185,185,0.92012,0.98236
1990,Primary Level,Blue-collar worker,0.45526,320,602,0.41544,0.49507
1990,Primary Level,Not employed: Pensioner,0.13510,66,602,0.10777,0.16243
1990,Primary Level,Not employed: registered unemployed,0.06811,38,602,0.04797,0.08826
1990,Primary Level,Not employed: no further information,0.25748,178,602,0.22253,0.29244
1990,Lower Secondary Level,Self-employed,0.02617,84,2963,0.02042,0.03192
1990,Lower Secondary Level,Blue-collar worker,0.21485,902,2963,0.20006,0.22964
1990,Lower Secondary Level,White-collar worker,0.07841,218,2963,0.06873,0.08809
1990,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.13211,502,2963,0.11991,0.14430
1990,Lower Secondary Level,Not employed: Pensioner,0.35028,686,2963,0.33310,0.36746
1990,Lower Secondary Level,Not employed: registered unemployed,0.02939,98,2963,0.02331,0.03548
1990,Lower Secondary Level,Not employed: no further information,0.15951,473,2963,0.14632,0.17269
1990,Upper Secondary Level,Self-employed,0.03989,260,7036,0.03532,0.04446
1990,Upper Secondary Level,Blue-collar worker,0.28049,2563,7036,0.27000,0.29099
1990,Upper Secondary Level,Civil servant,0.03341,182,7036,0.02921,0.03760
1990,Upper Secondary Level,White-collar worker,0.26003,1803,7036,0.24978,0.27028
1990,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04394,306,7036,0.03915,0.04873
1990,Upper Secondary Level,Not employed: Pensioner,0.21151,1045,7036,0.20196,0.22105
1990,Upper Secondary Level,Not employed: Military/Community Service,0.00721,55,7036,0.00523,0.00918
1990,Upper Secondary Level,Not employed: registered unemployed,0.02039,134,7036,0.01709,0.02370
1990,Upper Secondary Level,Not employed: no further information,0.09889,688,7036,0.09191,0.10586
1990,Post-secondary Non-tertiary Level,Blue-collar worker,0.12316,78,299,0.08585,0.16047
1990,Post-secondary Non-tertiary Level,White-collar worker,0.43568,145,299,0.37938,0.49198
1990,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.12346,42,299,0.08611,0.16081
1990,Post-secondary Non-tertiary Level,Not employed: no further information,0.07885,34,299,0.04825,0.10944
1990,First Stage of Tertiary Education,Self-employed,0.10649,86,753,0.08444,0.12854
1990,First Stage of Tertiary Education,Blue-collar worker,0.11951,139,753,0.09632,0.14269
1990,First Stage of Tertiary Education,Civil servant,0.05841,38,753,0.04165,0.07518
1990,First Stage of Tertiary Education,White-collar worker,0.37815,305,753,0.34349,0.41281
1990,First Stage of Tertiary Education,Not employed: Pensioner,0.23019,126,753,0.20010,0.26027
1990,First Stage of Tertiary Education,Not employed: no further information,0.07937,59,753,0.06005,0.09869
1990,Second Stage of Tertiary Education,Self-employed,0.07781,103,1671,0.06496,0.09066
1990,Second Stage of Tertiary Education,Blue-collar worker,0.01928,45,1671,0.01269,0.02588
1990,Second Stage of Tertiary Education,Civil servant,0.13444,144,1671,0.11808,0.15080
1990,Second Stage of Tertiary Education,White-collar worker,0.54810,1092,1671,0.52423,0.57197
1990,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.02527,36,1671,0.01774,0.03279
1990,Second Stage of Tertiary Education,Not employed: Pensioner,0.12974,157,1671,0.11363,0.14586
1990,Second Stage of Tertiary Education,Not employed: no further information,0.04991,94,1671,0.03946,0.06035
1991,Pre-primary Level,Apprentice/ Trainee/ Intern,0.92285,151,151,0.88015,0.96555
1991,Primary Level,Blue-collar worker,0.44812,315,634,0.40938,0.48686
1991,Primary Level,Apprentice/ Trainee/ Intern,0.09095,48,634,0.06855,0.11335
1991,Primary Level,Not employed: Pensioner,0.13460,77,634,0.10801,0.16119
1991,Primary Level,Not employed: registered unemployed,0.05861,31,634,0.04031,0.07691
1991,Primary Level,Not employed: no further information,0.23423,163,634,0.20124,0.26722
1991,Lower Secondary Level,Self-employed,0.02546,77,2833,0.01966,0.03126
1991,Lower Secondary Level,Blue-collar worker,0.21547,850,2833,0.20033,0.23062
1991,Lower Secondary Level,White-collar worker,0.07524,210,2833,0.06553,0.08496
1991,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.12283,465,2833,0.11074,0.13492
1991,Lower Secondary Level,Not employed: Pensioner,0.37242,675,2833,0.35461,0.39022
1991,Lower Secondary Level,Not employed: registered unemployed,0.02969,119,2833,0.02344,0.03594
1991,Lower Secondary Level,Not employed: no further information,0.14894,437,2833,0.13582,0.16205
1991,Upper Secondary Level,Self-employed,0.04009,271,6889,0.03546,0.04472
1991,Upper Secondary Level,Blue-collar worker,0.26590,2322,6889,0.25547,0.27634
1991,Upper Secondary Level,Civil servant,0.03243,189,6889,0.02824,0.03661
1991,Upper Secondary Level,White-collar worker,0.25431,1674,6889,0.24402,0.26459
1991,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04372,329,6889,0.03889,0.04855
1991,Upper Secondary Level,Not employed: Pensioner,0.22306,1080,6889,0.21322,0.23289
1991,Upper Secondary Level,Not employed: Military/Community Service,0.00580,43,6889,0.00401,0.00759
1991,Upper Secondary Level,Not employed: registered unemployed,0.03817,347,6889,0.03364,0.04269
1991,Upper Secondary Level,Not employed: no further information,0.09367,634,6889,0.08679,0.10055
1991,Post-secondary Non-tertiary Level,Blue-collar worker,0.14389,77,279,0.10263,0.18515
1991,Post-secondary Non-tertiary Level,White-collar worker,0.45487,157,279,0.39633,0.51341
1991,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.10815,45,279,0.07164,0.14466
1991,First Stage of Tertiary Education,Self-employed,0.11577,95,732,0.09257,0.13896
1991,First Stage of Tertiary Education,Blue-collar worker,0.12705,134,732,0.10291,0.15119
1991,First Stage of Tertiary Education,Civil servant,0.05640,39,732,0.03967,0.07312
1991,First Stage of Tertiary Education,White-collar worker,0.37097,281,732,0.33595,0.40599
1991,First Stage of Tertiary Education,Not employed: Pensioner,0.21996,118,732,0.18993,0.24999
1991,First Stage of Tertiary Education,Not employed: no further information,0.08595,65,732,0.06563,0.10627
1991,Second Stage of Tertiary Education,Self-employed,0.08771,124,1674,0.07415,0.10126
1991,Second Stage of Tertiary Education,Blue-collar worker,0.02040,45,1674,0.01362,0.02717
1991,Second Stage of Tertiary Education,Civil servant,0.13854,167,1674,0.12199,0.15510
1991,Second Stage of Tertiary Education,White-collar worker,0.49307,967,1674,0.46912,0.51703
1991,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.02538,36,1674,0.01784,0.03292
1991,Second Stage of Tertiary Education,Not employed: Pensioner,0.14588,182,1674,0.12897,0.16280
1991,Second Stage of Tertiary Education,Not employed: registered unemployed,0.04105,80,1674,0.03155,0.05056
1991,Second Stage of Tertiary Education,Not employed: no further information,0.04463,73,1674,0.03473,0.05452
1992,Pre-primary Level,Apprentice/ Trainee/ Intern,0.92020,177,177,0.88016,0.96023
1992,Primary Level,Blue-collar worker,0.40462,277,576,0.36450,0.44473
1992,Primary Level,Not employed: Pensioner,0.14815,78,576,0.11911,0.17719
1992,Primary Level,Not employed: registered unemployed,0.09991,67,576,0.07540,0.12443
1992,Primary Level,Not employed: no further information,0.25170,154,576,0.21623,0.28718
1992,Lower Secondary Level,Self-employed,0.02094,65,2763,0.01560,0.02627
1992,Lower Secondary Level,Blue-collar worker,0.19809,761,2763,0.18322,0.21295
1992,Lower Secondary Level,White-collar worker,0.08313,220,2763,0.07284,0.09343
1992,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.13068,487,2763,0.11811,0.14325
1992,Lower Secondary Level,Not employed: Pensioner,0.37703,676,2763,0.35896,0.39511
1992,Lower Secondary Level,Not employed: registered unemployed,0.04274,147,2763,0.03520,0.05029
1992,Lower Secondary Level,Not employed: no further information,0.14084,407,2763,0.12787,0.15381
1992,Upper Secondary Level,Self-employed,0.04122,270,6716,0.03647,0.04598
1992,Upper Secondary Level,Blue-collar worker,0.23903,2034,6716,0.22883,0.24923
1992,Upper Secondary Level,Civil servant,0.02908,174,6716,0.02506,0.03310
1992,Upper Secondary Level,White-collar worker,0.25237,1636,6716,0.24198,0.26276
1992,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.04673,335,6716,0.04168,0.05178
1992,Upper Secondary Level,Not employed: Pensioner,0.23992,1159,6716,0.22971,0.25013
1992,Upper Secondary Level,Not employed: Military/Community Service,0.00616,41,6716,0.00429,0.00803
1992,Upper Secondary Level,Not employed: registered unemployed,0.05509,472,6716,0.04963,0.06054
1992,Upper Secondary Level,Not employed: no further information,0.09002,595,6716,0.08317,0.09686
1992,Post-secondary Non-tertiary Level,Blue-collar worker,0.12506,69,340,0.08985,0.16027
1992,Post-secondary Non-tertiary Level,White-collar worker,0.44341,150,340,0.39052,0.49629
1992,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.10635,52,340,0.07353,0.13917
1992,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.11974,31,340,0.08518,0.15430
1992,Post-secondary Non-tertiary Level,Not employed: no further information,0.09376,38,340,0.06273,0.12479
1992,First Stage of Tertiary Education,Self-employed,0.11799,99,731,0.09459,0.14139
1992,First Stage of Tertiary Education,Blue-collar worker,0.12495,131,731,0.10097,0.14894
1992,First Stage of Tertiary Education,Civil servant,0.06759,47,731,0.04937,0.08580
1992,First Stage of Tertiary Education,White-collar worker,0.35792,272,731,0.32314,0.39269
1992,First Stage of Tertiary Education,Not employed: Pensioner,0.21956,123,731,0.18953,0.24959
1992,First Stage of Tertiary Education,Not employed: no further information,0.07856,59,731,0.05904,0.09808
1992,Second Stage of Tertiary Education,Self-employed,0.09873,136,1651,0.08433,0.11312
1992,Second Stage of Tertiary Education,Blue-collar worker,0.01802,49,1651,0.01160,0.02443
