"hlf0071_h","year","bula_h","quintil","n","percent","lower_confidence","upper_confidence"
"Viel zu klein","1984","Sachsen","2","","","",""
"Viel zu klein","1984","Sachsen","3","","","",""
"Viel zu klein","1984","Sachsen","4","","","",""
"Viel zu klein","1984","Sachsen","5","","","",""
"Viel zu klein","1984","Sachsen-Anhalt","1","","","",""
"Viel zu klein","1984","Sachsen-Anhalt","2","","","",""
"Viel zu klein","1984","Sachsen-Anhalt","3","","","",""
"Viel zu klein","1984","Sachsen-Anhalt","4","","","",""
"Viel zu klein","1984","Sachsen-Anhalt","5","","","",""
"Viel zu klein","1984","Thüringen","1","","","",""
"Viel zu klein","1984","Thüringen","2","","","",""
"Viel zu klein","1984","Thüringen","3","","","",""
"Viel zu klein","1984","Thüringen","4","","","",""
"Viel zu klein","1984","Thüringen","5","","","",""
"Etwas zu klein","1984","Schleswig-Holstein","1","51","0.122877933726774","0.0898261079820755","0.155929759471472"
"Etwas zu klein","1984","Schleswig-Holstein","2","30","0.24884326677032","0.174523447622984","0.323163085917656"
"Etwas zu klein","1984","Schleswig-Holstein","3","","","",""
"Etwas zu klein","1984","Schleswig-Holstein","4","","","",""
"Etwas zu klein","1984","Schleswig-Holstein","5","","","",""
"Etwas zu klein","1984","Hamburg","1","64","0.197883344733578","0.152420095494043","0.243346593973112"
"Etwas zu klein","1984","Hamburg","2","","","",""
"Etwas zu klein","1984","Hamburg","3","","","",""
"Etwas zu klein","1984","Hamburg","4","","","",""
"Etwas zu klein","1984","Hamburg","5","","","",""
"Etwas zu klein","1984","Niedersachsen","1","175","0.127438698302354","0.108081419610398","0.146795976994309"
"Etwas zu klein","1984","Niedersachsen","2","64","0.0957095572582816","0.0690843318166338","0.122334782699929"
"Etwas zu klein","1984","Niedersachsen","3","","","",""
"Etwas zu klein","1984","Niedersachsen","4","","","",""
"Etwas zu klein","1984","Niedersachsen","5","","","",""
"Etwas zu klein","1984","Bremen","1","","","",""
"Etwas zu klein","1984","Bremen","2","","","",""
"Etwas zu klein","1984","Bremen","3","","","",""
"Etwas zu klein","1984","Bremen","4","","","",""
"Etwas zu klein","1984","Bremen","5","","","",""
"Etwas zu klein","1984","Nordrhein-Westfalen","1","505","0.137832902454492","0.125414251841557","0.150251553067427"
"Etwas zu klein","1984","Nordrhein-Westfalen","2","293","0.192563084868886","0.172154432263124","0.212971737474647"
"Etwas zu klein","1984","Nordrhein-Westfalen","3","","","",""
"Etwas zu klein","1984","Nordrhein-Westfalen","4","","","",""
"Etwas zu klein","1984","Nordrhein-Westfalen","5","","","",""
"Etwas zu klein","1984","Hessen","1","167","0.0895947782950945","0.0727554148064747","0.106434141783714"
"Etwas zu klein","1984","Hessen","2","118","0.234469875358796","0.198055648944891","0.270884101772701"
"Etwas zu klein","1984","Hessen","3","","","",""
"Etwas zu klein","1984","Hessen","4","","","",""
"Etwas zu klein","1984","Hessen","5","","","",""
"Etwas zu klein","1984","Rheinland-Pfalz,Saarland","1","89","0.0911143364266962","0.0705328798377821","0.11169579301561"
"Etwas zu klein","1984","Rheinland-Pfalz,Saarland","2","58","0.147885627657157","0.109815284864158","0.185955970450156"
"Etwas zu klein","1984","Rheinland-Pfalz,Saarland","3","","","",""
"Etwas zu klein","1984","Rheinland-Pfalz,Saarland","4","","","",""
"Etwas zu klein","1984","Rheinland-Pfalz,Saarland","5","","","",""
"Etwas zu klein","1984","Baden-Württemberg","1","338","0.136749117072356","0.121642057612301","0.15185617653241"
"Etwas zu klein","1984","Baden-Württemberg","2","218","0.123988289189943","0.10470429675902","0.143272281620865"
"Etwas zu klein","1984","Baden-Württemberg","3","","","",""
"Etwas zu klein","1984","Baden-Württemberg","4","","","",""
"Etwas zu klein","1984","Baden-Württemberg","5","","","",""
"Etwas zu klein","1984","Bayern","1","317","0.145707247296639","0.129880594875537","0.16153389971774"
"Etwas zu klein","1984","Bayern","2","200","0.242458414479327","0.213160679108667","0.271756149849986"
"Etwas zu klein","1984","Bayern","3","","","",""
"Etwas zu klein","1984","Bayern","4","","","",""
"Etwas zu klein","1984","Bayern","5","","","",""
"Etwas zu klein","1984","Saarland","1","","","",""
"Etwas zu klein","1984","Saarland","2","","","",""
"Etwas zu klein","1984","Saarland","3","","","",""
"Etwas zu klein","1984","Saarland","4","","","",""
"Etwas zu klein","1984","Saarland","5","","","",""
"Etwas zu klein","1984","Berlin","1","104","0.214004457217432","0.174353960606067","0.253654953828798"
"Etwas zu klein","1984","Berlin","2","61","0.296252843969487","0.217458902346681","0.375046785592293"
"Etwas zu klein","1984","Berlin","3","","","",""
"Etwas zu klein","1984","Berlin","4","","","",""
"Etwas zu klein","1984","Berlin","5","","","",""
"Etwas zu klein","1984","Brandenburg","1","","","",""
"Etwas zu klein","1984","Brandenburg","2","","","",""
"Etwas zu klein","1984","Brandenburg","3","","","",""
"Etwas zu klein","1984","Brandenburg","4","","","",""
"Etwas zu klein","1984","Brandenburg","5","","","",""
"Etwas zu klein","1984","Mecklenburg-Vorpommern","1","","","",""
"Etwas zu klein","1984","Mecklenburg-Vorpommern","2","","","",""
"Etwas zu klein","1984","Mecklenburg-Vorpommern","3","","","",""
"Etwas zu klein","1984","Mecklenburg-Vorpommern","4","","","",""
"Etwas zu klein","1984","Mecklenburg-Vorpommern","5","","","",""
"Etwas zu klein","1984","Sachsen","1","","","",""
"Etwas zu klein","1984","Sachsen","2","","","",""
"Etwas zu klein","1984","Sachsen","3","","","",""
"Etwas zu klein","1984","Sachsen","4","","","",""
"Etwas zu klein","1984","Sachsen","5","","","",""
"Etwas zu klein","1984","Sachsen-Anhalt","1","","","",""
"Etwas zu klein","1984","Sachsen-Anhalt","2","","","",""
"Etwas zu klein","1984","Sachsen-Anhalt","3","","","",""
"Etwas zu klein","1984","Sachsen-Anhalt","4","","","",""
"Etwas zu klein","1984","Sachsen-Anhalt","5","","","",""
"Etwas zu klein","1984","Thüringen","1","","","",""
"Etwas zu klein","1984","Thüringen","2","","","",""
"Etwas zu klein","1984","Thüringen","3","","","",""
"Etwas zu klein","1984","Thüringen","4","","","",""
"Etwas zu klein","1984","Thüringen","5","","","",""
"Gerade richtig","1984","Schleswig-Holstein","1","273","0.718368078437618","0.673084270676875","0.76365188619836"
"Gerade richtig","1984","Schleswig-Holstein","2","68","0.477265519140959","0.39140430636342","0.563126731918497"
"Gerade richtig","1984","Schleswig-Holstein","3","","","",""
"Gerade richtig","1984","Schleswig-Holstein","4","","","",""
"Gerade richtig","1984","Schleswig-Holstein","5","","","",""
"Gerade richtig","1984","Hamburg","1","212","0.727958876182645","0.677177111800923","0.778740640564368"
"Gerade richtig","1984","Hamburg","2","55","0.465265626346083","0.366511650731876","0.56401960196029"
"Gerade richtig","1984","Hamburg","3","","","",""
"Gerade richtig","1984","Hamburg","4","","","",""
"Gerade richtig","1984","Hamburg","5","","","",""
"Gerade richtig","1984","Niedersachsen","1","857","0.769792930994749","0.745356265024899","0.794229596964599"
"Gerade richtig","1984","Niedersachsen","2","346","0.754295535151078","0.715333739664499","0.793257330637656"
"Gerade richtig","1984","Niedersachsen","3","","","",""
"Gerade richtig","1984","Niedersachsen","4","","","",""
"Gerade richtig","1984","Niedersachsen","5","","","",""
"Gerade richtig","1984","Bremen","1","106","0.809577169066646","0.742596457006376","0.876557881126916"
"Gerade richtig","1984","Bremen","2","","","",""
"Gerade richtig","1984","Bremen","3","","","",""
"Gerade richtig","1984","Bremen","4","","","",""
"Gerade richtig","1984","Bremen","5","","","",""
"Gerade richtig","1984","Nordrhein-Westfalen","1","2152","0.762564727461011","0.747235749128568","0.777893705793453"
"Gerade richtig","1984","Nordrhein-Westfalen","2","974","0.682541135753855","0.658448647282707","0.706633624225004"
"Gerade richtig","1984","Nordrhein-Westfalen","3","","","",""
"Gerade richtig","1984","Nordrhein-Westfalen","4","","","",""
"Gerade richtig","1984","Nordrhein-Westfalen","5","","","",""
"Gerade richtig","1984","Hessen","1","830","0.818810332147559","0.796099903910747","0.841520760384371"
"Gerade richtig","1984","Hessen","2","348","0.702603787661877","0.663314932050377","0.741892643273378"
"Gerade richtig","1984","Hessen","3","","","",""
"Gerade richtig","1984","Hessen","4","","","",""
"Gerade richtig","1984","Hessen","5","","","",""
"Gerade richtig","1984","Rheinland-Pfalz,Saarland","1","536","0.745197905679933","0.71403302761536","0.776362783744505"
"Gerade richtig","1984","Rheinland-Pfalz,Saarland","2","239","0.740369087306503","0.693349675032233","0.787388499580773"
"Gerade richtig","1984","Rheinland-Pfalz,Saarland","3","","","",""
"Gerade richtig","1984","Rheinland-Pfalz,Saarland","4","","","",""
"Gerade richtig","1984","Rheinland-Pfalz,Saarland","5","","","",""
"Gerade richtig","1984","Baden-Württemberg","1","1498","0.773747335804248","0.755350395813622","0.792144275794874"
"Gerade richtig","1984","Baden-Württemberg","2","785","0.793055954039668","0.769351495179094","0.816760412900242"
"Gerade richtig","1984","Baden-Württemberg","3","","","",""
"Gerade richtig","1984","Baden-Württemberg","4","","","",""
"Gerade richtig","1984","Baden-Württemberg","5","","","",""
"Gerade richtig","1984","Bayern","1","1424","0.770876370242901","0.752023718984896","0.789729021500906"
"Gerade richtig","1984","Bayern","2","540","0.653858673748842","0.621336403558689","0.686380943938995"
"Gerade richtig","1984","Bayern","3","","","",""
"Gerade richtig","1984","Bayern","4","","","",""
"Gerade richtig","1984","Bayern","5","","","",""
"Gerade richtig","1984","Saarland","1","","","",""
"Gerade richtig","1984","Saarland","2","","","",""
"Gerade richtig","1984","Saarland","3","","","",""
"Gerade richtig","1984","Saarland","4","","","",""
"Gerade richtig","1984","Saarland","5","","","",""
"Gerade richtig","1984","Berlin","1","264","0.6798173159798","0.634712573065556","0.724922058894044"
"Gerade richtig","1984","Berlin","2","64","0.650423798420322","0.568138475640219","0.732709121200426"
"Gerade richtig","1984","Berlin","3","","","",""
"Gerade richtig","1984","Berlin","4","","","",""
"Gerade richtig","1984","Berlin","5","","","",""
"Gerade richtig","1984","Brandenburg","1","","","",""
"Gerade richtig","1984","Brandenburg","2","","","",""
"Gerade richtig","1984","Brandenburg","3","","","",""
"Gerade richtig","1984","Brandenburg","4","","","",""
"Gerade richtig","1984","Brandenburg","5","","","",""
"Gerade richtig","1984","Mecklenburg-Vorpommern","1","","","",""
"Gerade richtig","1984","Mecklenburg-Vorpommern","2","","","",""
"Gerade richtig","1984","Mecklenburg-Vorpommern","3","","","",""
"Gerade richtig","1984","Mecklenburg-Vorpommern","4","","","",""
"Gerade richtig","1984","Mecklenburg-Vorpommern","5","","","",""
"Gerade richtig","1984","Sachsen","1","","","",""
"Gerade richtig","1984","Sachsen","2","","","",""
"Gerade richtig","1984","Sachsen","3","","","",""
"Gerade richtig","1984","Sachsen","4","","","",""
"Gerade richtig","1984","Sachsen","5","","","",""
"Gerade richtig","1984","Sachsen-Anhalt","1","","","",""
"Gerade richtig","1984","Sachsen-Anhalt","2","","","",""
"Gerade richtig","1984","Sachsen-Anhalt","3","","","",""
"Gerade richtig","1984","Sachsen-Anhalt","4","","","",""
"Gerade richtig","1984","Sachsen-Anhalt","5","","","",""
"Gerade richtig","1984","Thüringen","1","","","",""
"Gerade richtig","1984","Thüringen","2","","","",""
"Gerade richtig","1984","Thüringen","3","","","",""
"Gerade richtig","1984","Thüringen","4","","","",""
"Gerade richtig","1984","Thüringen","5","","","",""
"Etwas zu gross","1984","Schleswig-Holstein","1","42","0.119667818985794","0.0869909480364449","0.152344689935143"
"Etwas zu gross","1984","Schleswig-Holstein","2","","","",""
"Etwas zu gross","1984","Schleswig-Holstein","3","","","",""
"Etwas zu gross","1984","Schleswig-Holstein","4","","","",""
"Etwas zu gross","1984","Schleswig-Holstein","5","","","",""
"Etwas zu gross","1984","Hamburg","1","","","",""
"Etwas zu gross","1984","Hamburg","2","","","",""
"Etwas zu gross","1984","Hamburg","3","","","",""
"Etwas zu gross","1984","Hamburg","4","","","",""
"Etwas zu gross","1984","Hamburg","5","","","",""
"Etwas zu gross","1984","Niedersachsen","1","81","0.0777735044434983","0.0622270879903087","0.0933199208966878"
"Etwas zu gross","1984","Niedersachsen","2","","","",""
"Etwas zu gross","1984","Niedersachsen","3","","","",""
"Etwas zu gross","1984","Niedersachsen","4","","","",""
"Etwas zu gross","1984","Niedersachsen","5","","","",""
"Etwas zu gross","1984","Bremen","1","","","",""
"Etwas zu gross","1984","Bremen","2","","","",""
"Etwas zu gross","1984","Bremen","3","","","",""
"Etwas zu gross","1984","Bremen","4","","","",""
"Etwas zu gross","1984","Bremen","5","","","",""
"Etwas zu gross","1984","Nordrhein-Westfalen","1","175","0.0709175402511398","0.0616704265444397","0.0801646539578399"
"Etwas zu gross","1984","Nordrhein-Westfalen","2","35","0.0386524334016554","0.028675383341794","0.0486294834615169"
"Etwas zu gross","1984","Nordrhein-Westfalen","3","","","",""
"Etwas zu gross","1984","Nordrhein-Westfalen","4","","","",""
"Etwas zu gross","1984","Nordrhein-Westfalen","5","","","",""
"Etwas zu gross","1984","Hessen","1","49","0.0605813058713439","0.046515459605305","0.0746471521373827"
"Etwas zu gross","1984","Hessen","2","","","",""
"Etwas zu gross","1984","Hessen","3","","","",""
"Etwas zu gross","1984","Hessen","4","","","",""
"Etwas zu gross","1984","Hessen","5","","","",""
"Etwas zu gross","1984","Rheinland-Pfalz,Saarland","1","77","0.117792588825058","0.0947371996872857","0.140847977962831"
"Etwas zu gross","1984","Rheinland-Pfalz,Saarland","2","","","",""
"Etwas zu gross","1984","Rheinland-Pfalz,Saarland","3","","","",""
"Etwas zu gross","1984","Rheinland-Pfalz,Saarland","4","","","",""
"Etwas zu gross","1984","Rheinland-Pfalz,Saarland","5","","","",""
"Etwas zu gross","1984","Baden-Württemberg","1","71","0.055360140108724","0.0453051677445468","0.0654151124729011"
"Etwas zu gross","1984","Baden-Württemberg","2","33","0.0456867805610698","0.0334689974811931","0.0579045636409465"
"Etwas zu gross","1984","Baden-Württemberg","3","","","",""
"Etwas zu gross","1984","Baden-Württemberg","4","","","",""
"Etwas zu gross","1984","Baden-Württemberg","5","","","",""
"Etwas zu gross","1984","Bayern","1","94","0.0582056151718237","0.0477028025594719","0.0687084277841755"
"Etwas zu gross","1984","Bayern","2","34","0.0399377300231733","0.0265516452233839","0.0533238148229627"
"Etwas zu gross","1984","Bayern","3","","","",""
"Etwas zu gross","1984","Bayern","4","","","",""
"Etwas zu gross","1984","Bayern","5","","","",""
"Etwas zu gross","1984","Saarland","1","","","",""
"Etwas zu gross","1984","Saarland","2","","","",""
"Etwas zu gross","1984","Saarland","3","","","",""
"Etwas zu gross","1984","Saarland","4","","","",""
"Etwas zu gross","1984","Saarland","5","","","",""
"Etwas zu gross","1984","Berlin","1","","","",""
"Etwas zu gross","1984","Berlin","2","","","",""
"Etwas zu gross","1984","Berlin","3","","","",""
"Etwas zu gross","1984","Berlin","4","","","",""
"Etwas zu gross","1984","Berlin","5","","","",""
"Etwas zu gross","1984","Brandenburg","1","","","",""
"Etwas zu gross","1984","Brandenburg","2","","","",""
"Etwas zu gross","1984","Brandenburg","3","","","",""
"Etwas zu gross","1984","Brandenburg","4","","","",""
"Etwas zu gross","1984","Brandenburg","5","","","",""
"Etwas zu gross","1984","Mecklenburg-Vorpommern","1","","","",""
"Etwas zu gross","1984","Mecklenburg-Vorpommern","2","","","",""
"Etwas zu gross","1984","Mecklenburg-Vorpommern","3","","","",""
"Etwas zu gross","1984","Mecklenburg-Vorpommern","4","","","",""
"Etwas zu gross","1984","Mecklenburg-Vorpommern","5","","","",""
"Etwas zu gross","1984","Sachsen","1","","","",""
"Etwas zu gross","1984","Sachsen","2","","","",""
"Etwas zu gross","1984","Sachsen","3","","","",""
"Etwas zu gross","1984","Sachsen","4","","","",""
"Etwas zu gross","1984","Sachsen","5","","","",""
"Etwas zu gross","1984","Sachsen-Anhalt","1","","","",""
"Etwas zu gross","1984","Sachsen-Anhalt","2","","","",""
"Etwas zu gross","1984","Sachsen-Anhalt","3","","","",""
"Etwas zu gross","1984","Sachsen-Anhalt","4","","","",""
"Etwas zu gross","1984","Sachsen-Anhalt","5","","","",""
"Etwas zu gross","1984","Thüringen","1","","","",""
"Etwas zu gross","1984","Thüringen","2","","","",""
"Etwas zu gross","1984","Thüringen","3","","","",""
"Etwas zu gross","1984","Thüringen","4","","","",""
"Etwas zu gross","1984","Thüringen","5","","","",""
"Viel zu gross","1984","Schleswig-Holstein","1","","","",""
"Viel zu gross","1984","Schleswig-Holstein","2","","","",""
"Viel zu gross","1984","Schleswig-Holstein","3","","","",""
"Viel zu gross","1984","Schleswig-Holstein","4","","","",""
"Viel zu gross","1984","Schleswig-Holstein","5","","","",""
"Viel zu gross","1984","Hamburg","1","","","",""
"Viel zu gross","1984","Hamburg","2","","","",""
"Viel zu gross","1984","Hamburg","3","","","",""
"Viel zu gross","1984","Hamburg","4","","","",""
"Viel zu gross","1984","Hamburg","5","","","",""
"Viel zu gross","1984","Niedersachsen","1","","","",""
"Viel zu gross","1984","Niedersachsen","2","","","",""
"Viel zu gross","1984","Niedersachsen","3","","","",""
"Viel zu gross","1984","Niedersachsen","4","","","",""
"Viel zu gross","1984","Niedersachsen","5","","","",""
"Viel zu gross","1984","Bremen","1","","","",""
"Viel zu gross","1984","Bremen","2","","","",""
"Viel zu gross","1984","Bremen","3","","","",""
"Viel zu gross","1984","Bremen","4","","","",""
"Viel zu gross","1984","Bremen","5","","","",""
"Viel zu gross","1984","Nordrhein-Westfalen","1","","","",""
"Viel zu gross","1984","Nordrhein-Westfalen","2","","","",""
"Viel zu gross","1984","Nordrhein-Westfalen","3","","","",""
"Viel zu gross","1984","Nordrhein-Westfalen","4","","","",""
"Viel zu gross","1984","Nordrhein-Westfalen","5","","","",""
"Viel zu gross","1984","Hessen","1","","","",""
"Viel zu gross","1984","Hessen","2","","","",""
"Viel zu gross","1984","Hessen","3","","","",""
"Viel zu gross","1984","Hessen","4","","","",""
"Viel zu gross","1984","Hessen","5","","","",""
"Viel zu gross","1984","Rheinland-Pfalz,Saarland","1","","","",""
"Viel zu gross","1984","Rheinland-Pfalz,Saarland","2","","","",""
"Viel zu gross","1984","Rheinland-Pfalz,Saarland","3","","","",""
"Viel zu gross","1984","Rheinland-Pfalz,Saarland","4","","","",""
"Viel zu gross","1984","Rheinland-Pfalz,Saarland","5","","","",""
"Viel zu gross","1984","Baden-Württemberg","1","","","",""
"Viel zu gross","1984","Baden-Württemberg","2","","","",""
"Viel zu gross","1984","Baden-Württemberg","3","","","",""
"Viel zu gross","1984","Baden-Württemberg","4","","","",""
"Viel zu gross","1984","Baden-Württemberg","5","","","",""
"Viel zu gross","1984","Bayern","1","","","",""
"Viel zu gross","1984","Bayern","2","","","",""
"Viel zu gross","1984","Bayern","3","","","",""
"Viel zu gross","1984","Bayern","4","","","",""
"Viel zu gross","1984","Bayern","5","","","",""
"Viel zu gross","1984","Saarland","1","","","",""
"Viel zu gross","1984","Saarland","2","","","",""
"Viel zu gross","1984","Saarland","3","","","",""
"Viel zu gross","1984","Saarland","4","","","",""
"Viel zu gross","1984","Saarland","5","","","",""
"Viel zu gross","1984","Berlin","1","","","",""
"Viel zu gross","1984","Berlin","2","","","",""
"Viel zu gross","1984","Berlin","3","","","",""
"Viel zu gross","1984","Berlin","4","","","",""
"Viel zu gross","1984","Berlin","5","","","",""
"Viel zu gross","1984","Brandenburg","1","","","",""
"Viel zu gross","1984","Brandenburg","2","","","",""
"Viel zu gross","1984","Brandenburg","3","","","",""
"Viel zu gross","1984","Brandenburg","4","","","",""
"Viel zu gross","1984","Brandenburg","5","","","",""
"Viel zu gross","1984","Mecklenburg-Vorpommern","1","","","",""
"Viel zu gross","1984","Mecklenburg-Vorpommern","2","","","",""
"Viel zu gross","1984","Mecklenburg-Vorpommern","3","","","",""
"Viel zu gross","1984","Mecklenburg-Vorpommern","4","","","",""
"Viel zu gross","1984","Mecklenburg-Vorpommern","5","","","",""
"Viel zu gross","1984","Sachsen","1","","","",""
"Viel zu gross","1984","Sachsen","2","","","",""
"Viel zu gross","1984","Sachsen","3","","","",""
"Viel zu gross","1984","Sachsen","4","","","",""
"Viel zu gross","1984","Sachsen","5","","","",""
"Viel zu gross","1984","Sachsen-Anhalt","1","","","",""
"Viel zu gross","1984","Sachsen-Anhalt","2","","","",""
"Viel zu gross","1984","Sachsen-Anhalt","3","","","",""
"Viel zu gross","1984","Sachsen-Anhalt","4","","","",""
"Viel zu gross","1984","Sachsen-Anhalt","5","","","",""
"Viel zu gross","1984","Thüringen","1","","","",""
"Viel zu gross","1984","Thüringen","2","","","",""
"Viel zu gross","1984","Thüringen","3","","","",""
"Viel zu gross","1984","Thüringen","4","","","",""
"Viel zu gross","1984","Thüringen","5","","","",""
"Viel zu klein","1985","Schleswig-Holstein","1","","","",""
"Viel zu klein","1985","Schleswig-Holstein","2","","","",""
"Viel zu klein","1985","Schleswig-Holstein","3","","","",""
"Viel zu klein","1985","Schleswig-Holstein","4","","","",""
"Viel zu klein","1985","Schleswig-Holstein","5","","","",""
"Viel zu klein","1985","Hamburg","1","","","",""
"Viel zu klein","1985","Hamburg","2","","","",""
"Viel zu klein","1985","Hamburg","3","","","",""
"Viel zu klein","1985","Hamburg","4","","","",""
"Viel zu klein","1985","Hamburg","5","","","",""
"Viel zu klein","1985","Niedersachsen","1","","","",""
"Viel zu klein","1985","Niedersachsen","2","","","",""
"Viel zu klein","1985","Niedersachsen","3","","","",""
"Viel zu klein","1985","Niedersachsen","4","","","",""
"Viel zu klein","1985","Niedersachsen","5","","","",""
"Viel zu klein","1985","Bremen","1","","","",""
"Viel zu klein","1985","Bremen","2","","","",""
"Viel zu klein","1985","Bremen","3","","","",""
"Viel zu klein","1985","Bremen","4","","","",""
"Viel zu klein","1985","Bremen","5","","","",""
"Viel zu klein","1985","Nordrhein-Westfalen","1","85","0.0227390734650619","0.0170494349354927","0.0284287119946312"
"Viel zu klein","1985","Nordrhein-Westfalen","2","96","0.0583501718937936","0.0456470634776035","0.0710532803099837"
"Viel zu klein","1985","Nordrhein-Westfalen","3","","","",""
"Viel zu klein","1985","Nordrhein-Westfalen","4","","","",""
"Viel zu klein","1985","Nordrhein-Westfalen","5","","","",""
"Viel zu klein","1985","Hessen","1","61","0.0306087383043754","0.0200011749871231","0.0412163016216277"
"Viel zu klein","1985","Hessen","2","40","0.0164351317827289","0.00491617195212531","0.0279540916133325"
"Viel zu klein","1985","Hessen","3","","","",""
"Viel zu klein","1985","Hessen","4","","","",""
"Viel zu klein","1985","Hessen","5","","","",""
"Viel zu klein","1985","Rheinland-Pfalz,Saarland","1","","","",""
"Viel zu klein","1985","Rheinland-Pfalz,Saarland","2","41","0.139422440909552","0.099624285286248","0.179220596532857"
"Viel zu klein","1985","Rheinland-Pfalz,Saarland","3","","","",""
"Viel zu klein","1985","Rheinland-Pfalz,Saarland","4","","","",""
"Viel zu klein","1985","Rheinland-Pfalz,Saarland","5","","","",""
"Viel zu klein","1985","Baden-Württemberg","1","48","0.0180564833960785","0.0118584549780494","0.0242545118141076"
"Viel zu klein","1985","Baden-Württemberg","2","50","0.0467577775557878","0.0338583936221678","0.0596571614894077"
"Viel zu klein","1985","Baden-Württemberg","3","","","",""
"Viel zu klein","1985","Baden-Württemberg","4","","","",""
"Viel zu klein","1985","Baden-Württemberg","5","","","",""
"Viel zu klein","1985","Bayern","1","49","0.0186968592949616","0.0122636646566677","0.0251300539332556"
"Viel zu klein","1985","Bayern","2","","","",""
"Viel zu klein","1985","Bayern","3","","","",""
"Viel zu klein","1985","Bayern","4","","","",""
"Viel zu klein","1985","Bayern","5","","","",""
