"hlf0071_h","year","hhtyp","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Etwas zu gross","1995","(Ehe-)Paar ohne Kind(er)","3","70","0.0821204666476773","0.0633290417673338","0.100911891528021"
"Etwas zu gross","1995","(Ehe-)Paar ohne Kind(er)","4","78","0.110205505819923","0.0868740656591307","0.133536945980715"
"Etwas zu gross","1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu gross","1995","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu gross","1995","Alleinerziehende","2","16","","",""
"Etwas zu gross","1995","Alleinerziehende","3","10","","",""
"Etwas zu gross","1995","Alleinerziehende","4","4","","",""
"Etwas zu gross","1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu gross","1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu gross","1995","Paar mit Kind(ern)","2","118","0.0403428991035654","0.0333815848510366","0.0473042133560942"
"Etwas zu gross","1995","Paar mit Kind(ern)","3","115","0.0777779137173074","0.0646835000422029","0.0908723273924118"
"Etwas zu gross","1995","Paar mit Kind(ern)","4","67","0.106189464985396","0.0845133881718811","0.127865541798911"
"Etwas zu gross","1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu gross","1995","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu gross","1995","Sonstige","2","12","","",""
"Etwas zu gross","1995","Sonstige","3","18","","",""
"Etwas zu gross","1995","Sonstige","4","5","","",""
"Etwas zu gross","1995","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Viel zu gross","1995","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Viel zu gross","1995","1-Pers.- Haushalt","2","5","","",""
"Viel zu gross","1995","1-Pers.- Haushalt","3","4","","",""
"Viel zu gross","1995","1-Pers.- Haushalt","4","2","","",""
"Viel zu gross","1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Viel zu gross","1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Viel zu gross","1995","(Ehe-)Paar ohne Kind(er)","2","4","","",""
"Viel zu gross","1995","(Ehe-)Paar ohne Kind(er)","3","2","","",""
"Viel zu gross","1995","(Ehe-)Paar ohne Kind(er)","4","4","","",""
"Viel zu gross","1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Viel zu gross","1995","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Viel zu gross","1995","Alleinerziehende","2","4","","",""
"Viel zu gross","1995","Alleinerziehende","3","2","","",""
"Viel zu gross","1995","Alleinerziehende","4","","","",""
"Viel zu gross","1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Viel zu gross","1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Viel zu gross","1995","Paar mit Kind(ern)","2","10","","",""
"Viel zu gross","1995","Paar mit Kind(ern)","3","6","","",""
"Viel zu gross","1995","Paar mit Kind(ern)","4","3","","",""
"Viel zu gross","1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Viel zu gross","1995","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Viel zu gross","1995","Sonstige","2","3","","",""
"Viel zu gross","1995","Sonstige","3","","","",""
"Viel zu gross","1995","Sonstige","4","","","",""
"Viel zu gross","1995","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Viel zu klein","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Viel zu klein","1996","1-Pers.- Haushalt","2","3","","",""
"Viel zu klein","1996","1-Pers.- Haushalt","3","5","","",""
"Viel zu klein","1996","1-Pers.- Haushalt","4","1","","",""
"Viel zu klein","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Viel zu klein","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Viel zu klein","1996","(Ehe-)Paar ohne Kind(er)","2","4","","",""
"Viel zu klein","1996","(Ehe-)Paar ohne Kind(er)","3","8","","",""
"Viel zu klein","1996","(Ehe-)Paar ohne Kind(er)","4","14","","",""
"Viel zu klein","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Viel zu klein","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Viel zu klein","1996","Alleinerziehende","2","3","","",""
"Viel zu klein","1996","Alleinerziehende","3","6","","",""
"Viel zu klein","1996","Alleinerziehende","4","","","",""
"Viel zu klein","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Viel zu klein","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Viel zu klein","1996","Paar mit Kind(ern)","2","112","0.0268516765257323","0.0212271201034453","0.0324762329480193"
"Viel zu klein","1996","Paar mit Kind(ern)","3","53","0.0276815012748115","0.0199840053165116","0.0353789972331115"
"Viel zu klein","1996","Paar mit Kind(ern)","4","29","","",""
"Viel zu klein","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Viel zu klein","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Viel zu klein","1996","Sonstige","2","3","","",""
"Viel zu klein","1996","Sonstige","3","3","","",""
"Viel zu klein","1996","Sonstige","4","","","",""
"Viel zu klein","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu klein","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu klein","1996","1-Pers.- Haushalt","2","49","0.126104518402146","0.0938136187418878","0.158395418062405"
"Etwas zu klein","1996","1-Pers.- Haushalt","3","26","","",""
"Etwas zu klein","1996","1-Pers.- Haushalt","4","16","","",""
"Etwas zu klein","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu klein","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu klein","1996","(Ehe-)Paar ohne Kind(er)","2","90","0.102195526222145","0.0819745889095284","0.122416463534761"
"Etwas zu klein","1996","(Ehe-)Paar ohne Kind(er)","3","90","0.0968632252399625","0.076692835333825","0.1170336151461"
"Etwas zu klein","1996","(Ehe-)Paar ohne Kind(er)","4","118","0.130588500714141","0.106112099735927","0.155064901692354"
"Etwas zu klein","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu klein","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu klein","1996","Alleinerziehende","2","31","0.201836203433147","0.143998935021328","0.259673471844966"
"Etwas zu klein","1996","Alleinerziehende","3","24","","",""
"Etwas zu klein","1996","Alleinerziehende","4","8","","",""
"Etwas zu klein","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu klein","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu klein","1996","Paar mit Kind(ern)","2","802","0.253028745345563","0.237901845527454","0.268155645163673"
"Etwas zu klein","1996","Paar mit Kind(ern)","3","394","0.233234146944588","0.213392495124032","0.253075798765144"
"Etwas zu klein","1996","Paar mit Kind(ern)","4","133","0.195231343279376","0.168117766644381","0.222344919914372"
"Etwas zu klein","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu klein","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu klein","1996","Sonstige","2","82","0.299777841898598","0.245027146420872","0.354528537376324"
"Etwas zu klein","1996","Sonstige","3","28","","",""
"Etwas zu klein","1996","Sonstige","4","6","","",""
"Etwas zu klein","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Gerade richtig","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Gerade richtig","1996","1-Pers.- Haushalt","2","308","0.752102776630661","0.710101789124656","0.794103764136667"
"Gerade richtig","1996","1-Pers.- Haushalt","3","171","0.744967363292286","0.689238438531314","0.800696288053257"
"Gerade richtig","1996","1-Pers.- Haushalt","4","107","0.676966373749694","0.602624464260791","0.751308283238596"
"Gerade richtig","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Gerade richtig","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Gerade richtig","1996","(Ehe-)Paar ohne Kind(er)","2","678","0.797111676337133","0.770265491841961","0.823957860832305"
"Gerade richtig","1996","(Ehe-)Paar ohne Kind(er)","3","632","0.761009184846811","0.731925888951957","0.790092480741666"
"Gerade richtig","1996","(Ehe-)Paar ohne Kind(er)","4","524","0.725931554556479","0.693530454381603","0.758332654731354"
"Gerade richtig","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Gerade richtig","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Gerade richtig","1996","Alleinerziehende","2","142","0.735374877927678","0.671807813311281","0.798941942544076"
"Gerade richtig","1996","Alleinerziehende","3","82","0.647543665635517","0.563794541405692","0.731292789865342"
"Gerade richtig","1996","Alleinerziehende","4","47","0.64161413031885","0.530073956829483","0.753154303808218"
"Gerade richtig","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Gerade richtig","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Gerade richtig","1996","Paar mit Kind(ern)","2","2132","0.670191708393146","0.653833212656573","0.686550204129718"
"Gerade richtig","1996","Paar mit Kind(ern)","3","1205","0.684808689740976","0.663010414878007","0.706606964603946"
"Gerade richtig","1996","Paar mit Kind(ern)","4","569","0.665997760501959","0.63373603540404","0.698259485599878"
"Gerade richtig","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Gerade richtig","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Gerade richtig","1996","Sonstige","2","170","0.573702881315401","0.514605033519665","0.632800729111138"
"Gerade richtig","1996","Sonstige","3","161","0.752645523957467","0.693144075950344","0.81214697196459"
"Gerade richtig","1996","Sonstige","4","91","0.737682688332976","0.654719681167991","0.820645695497961"
"Gerade richtig","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu gross","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu gross","1996","1-Pers.- Haushalt","2","41","0.100564286147547","0.0713098302001198","0.129818742094974"
"Etwas zu gross","1996","1-Pers.- Haushalt","3","28","","",""
"Etwas zu gross","1996","1-Pers.- Haushalt","4","23","","",""
"Etwas zu gross","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu gross","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu gross","1996","(Ehe-)Paar ohne Kind(er)","2","80","0.0870613659495937","0.068241003216382","0.105881728682805"
"Etwas zu gross","1996","(Ehe-)Paar ohne Kind(er)","3","94","0.129826403910108","0.106904930456497","0.152747877363719"
"Etwas zu gross","1996","(Ehe-)Paar ohne Kind(er)","4","72","0.134020119044264","0.109273190620779","0.15876704746775"
"Etwas zu gross","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu gross","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu gross","1996","Alleinerziehende","2","9","","",""
"Etwas zu gross","1996","Alleinerziehende","3","13","","",""
"Etwas zu gross","1996","Alleinerziehende","4","16","","",""
"Etwas zu gross","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu gross","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu gross","1996","Paar mit Kind(ern)","2","118","0.0448021081226143","0.0376041559350157","0.052000060310213"
"Etwas zu gross","1996","Paar mit Kind(ern)","3","93","0.0542756620396243","0.0436456141036359","0.0649057099756128"
"Etwas zu gross","1996","Paar mit Kind(ern)","4","87","0.110338589428606","0.0889070877337224","0.13177009112349"
"Etwas zu gross","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu gross","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu gross","1996","Sonstige","2","14","","",""
"Etwas zu gross","1996","Sonstige","3","10","","",""
"Etwas zu gross","1996","Sonstige","4","11","","",""
"Etwas zu gross","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Viel zu gross","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Viel zu gross","1996","1-Pers.- Haushalt","2","5","","",""
"Viel zu gross","1996","1-Pers.- Haushalt","3","5","","",""
"Viel zu gross","1996","1-Pers.- Haushalt","4","5","","",""
"Viel zu gross","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Viel zu gross","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Viel zu gross","1996","(Ehe-)Paar ohne Kind(er)","2","10","","",""
"Viel zu gross","1996","(Ehe-)Paar ohne Kind(er)","3","2","","",""
"Viel zu gross","1996","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Viel zu gross","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Viel zu gross","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Viel zu gross","1996","Alleinerziehende","2","","","",""
"Viel zu gross","1996","Alleinerziehende","3","","","",""
"Viel zu gross","1996","Alleinerziehende","4","","","",""
"Viel zu gross","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Viel zu gross","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Viel zu gross","1996","Paar mit Kind(ern)","2","9","","",""
"Viel zu gross","1996","Paar mit Kind(ern)","3","","","",""
"Viel zu gross","1996","Paar mit Kind(ern)","4","3","","",""
"Viel zu gross","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Viel zu gross","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Viel zu gross","1996","Sonstige","2","","","",""
"Viel zu gross","1996","Sonstige","3","","","",""
"Viel zu gross","1996","Sonstige","4","","","",""
"Viel zu gross","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Viel zu klein","1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Viel zu klein","1997","1-Pers.- Haushalt","2","10","","",""
"Viel zu klein","1997","1-Pers.- Haushalt","3","2","","",""
"Viel zu klein","1997","1-Pers.- Haushalt","4","2","","",""
"Viel zu klein","1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Viel zu klein","1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Viel zu klein","1997","(Ehe-)Paar ohne Kind(er)","2","8","","",""
"Viel zu klein","1997","(Ehe-)Paar ohne Kind(er)","3","10","","",""
"Viel zu klein","1997","(Ehe-)Paar ohne Kind(er)","4","6","","",""
"Viel zu klein","1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Viel zu klein","1997","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Viel zu klein","1997","Alleinerziehende","2","8","","",""
"Viel zu klein","1997","Alleinerziehende","3","6","","",""
"Viel zu klein","1997","Alleinerziehende","4","","","",""
"Viel zu klein","1997","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Viel zu klein","1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Viel zu klein","1997","Paar mit Kind(ern)","2","97","0.0309524889957956","0.0247623314683723","0.0371426465232189"
"Viel zu klein","1997","Paar mit Kind(ern)","3","42","0.0160657037843225","0.0101342572190762","0.0219971503495688"
"Viel zu klein","1997","Paar mit Kind(ern)","4","14","","",""
"Viel zu klein","1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Viel zu klein","1997","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Viel zu klein","1997","Sonstige","2","","","",""
"Viel zu klein","1997","Sonstige","3","4","","",""
"Viel zu klein","1997","Sonstige","4","4","","",""
"Viel zu klein","1997","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu klein","1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu klein","1997","1-Pers.- Haushalt","2","47","0.108222095256707","0.0781147294108038","0.13832946110261"
"Etwas zu klein","1997","1-Pers.- Haushalt","3","44","0.164401932760055","0.118272892022658","0.210530973497451"
"Etwas zu klein","1997","1-Pers.- Haushalt","4","14","","",""
"Etwas zu klein","1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu klein","1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu klein","1997","(Ehe-)Paar ohne Kind(er)","2","82","0.0991064274647376","0.0796065232951047","0.118606331634371"
"Etwas zu klein","1997","(Ehe-)Paar ohne Kind(er)","3","100","0.0972978564596357","0.0781682293873571","0.116427483531914"
"Etwas zu klein","1997","(Ehe-)Paar ohne Kind(er)","4","104","0.123374673099005","0.0997118720236992","0.147037474174311"
"Etwas zu klein","1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu klein","1997","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu klein","1997","Alleinerziehende","2","13","","",""
"Etwas zu klein","1997","Alleinerziehende","3","10","","",""
"Etwas zu klein","1997","Alleinerziehende","4","9","","",""
"Etwas zu klein","1997","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu klein","1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu klein","1997","Paar mit Kind(ern)","2","700","0.220147602981893","0.205337960880889","0.234957245082897"
"Etwas zu klein","1997","Paar mit Kind(ern)","3","428","0.25796856679933","0.237327970384805","0.278609163213854"
"Etwas zu klein","1997","Paar mit Kind(ern)","4","129","0.134897659678061","0.111685134974866","0.158110184381255"
"Etwas zu klein","1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Etwas zu klein","1997","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Etwas zu klein","1997","Sonstige","2","74","0.235394260221599","0.18631207906251","0.284476441380688"
"Etwas zu klein","1997","Sonstige","3","38","0.186441075977869","0.13497725145611","0.237904900499627"
"Etwas zu klein","1997","Sonstige","4","14","","",""
"Etwas zu klein","1997","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Gerade richtig","1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Gerade richtig","1997","1-Pers.- Haushalt","2","309","0.75738316207453","0.715839504587259","0.7989268195618"
"Gerade richtig","1997","1-Pers.- Haushalt","3","171","0.691496988489814","0.634012972560266","0.748981004419363"
"Gerade richtig","1997","1-Pers.- Haushalt","4","113","0.683769797332557","0.611718014766758","0.755821579898355"
"Gerade richtig","1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Gerade richtig","1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Gerade richtig","1997","(Ehe-)Paar ohne Kind(er)","2","726","0.792098983027529","0.765616246674027","0.81858171938103"
"Gerade richtig","1997","(Ehe-)Paar ohne Kind(er)","3","710","0.774284022537642","0.747299550190892","0.801268494884393"
"Gerade richtig","1997","(Ehe-)Paar ohne Kind(er)","4","546","0.719591289042827","0.687270285446159","0.751912292639495"
"Gerade richtig","1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Gerade richtig","1997","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Gerade richtig","1997","Alleinerziehende","2","181","0.822656148681431","0.77099599598642","0.874316301376441"
"Gerade richtig","1997","Alleinerziehende","3","113","0.771004780742872","0.700899571298523","0.841109990187221"
"Gerade richtig","1997","Alleinerziehende","4","63","0.832735498028418","0.749911494465894","0.915559501590942"
