year,migback,pgisced97,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,No migration background,Lower Secondary Level,Seldom,0.53467,831,1533,0.50969,0.55965
1995,No migration background,Lower Secondary Level,Never,0.20694,287,1533,0.18666,0.22723
1995,No migration background,Upper Secondary Level,At least once per week,0.06256,319,5516,0.05616,0.06895
1995,No migration background,Upper Secondary Level,At least once per month,0.27992,1576,5516,0.26807,0.29177
1995,No migration background,Upper Secondary Level,Seldom,0.54919,3116,5516,0.53606,0.56232
1995,No migration background,Upper Secondary Level,Never,0.10645,505,5516,0.09831,0.11459
1995,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.40487,122,272,0.34643,0.46332
1995,No migration background,Post-secondary Non-tertiary Level,Seldom,0.49405,150,272,0.43452,0.55358
1995,No migration background,First Stage of Tertiary Education,At least once per week,0.07924,42,685,0.05900,0.09949
1995,No migration background,First Stage of Tertiary Education,At least once per month,0.33784,223,685,0.30239,0.37329
1995,No migration background,First Stage of Tertiary Education,Seldom,0.49367,373,685,0.45620,0.53114
1995,No migration background,First Stage of Tertiary Education,Never,0.08615,47,685,0.06513,0.10718
1995,No migration background,Second Stage of Tertiary Education,At least once per week,0.09066,118,1545,0.07634,0.10498
1995,No migration background,Second Stage of Tertiary Education,At least once per month,0.41175,624,1545,0.38720,0.43630
1995,No migration background,Second Stage of Tertiary Education,Seldom,0.45992,756,1545,0.43506,0.48478
1995,No migration background,Second Stage of Tertiary Education,Never,0.03703,47,1545,0.02761,0.04645
1995,Direct migration background,No answer / don't know,Seldom,0.53920,61,61,0.41307,0.66532
1995,Direct migration background,Primary Level,At least once per month,0.08572,47,445,0.05968,0.11176
1995,Direct migration background,Primary Level,Seldom,0.52903,248,445,0.48260,0.57546
1995,Direct migration background,Primary Level,Never,0.36028,150,445,0.31562,0.40493
1995,Direct migration background,Lower Secondary Level,At least once per month,0.13845,105,741,0.11356,0.16333
1995,Direct migration background,Lower Secondary Level,Seldom,0.57369,446,741,0.53805,0.60932
1995,Direct migration background,Lower Secondary Level,Never,0.24554,190,741,0.21453,0.27655
1995,Direct migration background,Upper Secondary Level,At least once per month,0.23008,216,950,0.20330,0.25686
1995,Direct migration background,Upper Secondary Level,Seldom,0.56039,537,950,0.52881,0.59197
1995,Direct migration background,Upper Secondary Level,Never,0.17006,197,950,0.14616,0.19396
1995,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.16973,37,123,0.10312,0.23635
1995,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.60805,86,123,0.52142,0.69468
1995,Direct migration background,First Stage of Tertiary Education,Seldom,0.55753,32,32,0.38269,0.73238
1995,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.44321,70,159,0.36575,0.52067
1995,Direct migration background,Second Stage of Tertiary Education,Seldom,0.40377,89,159,0.32727,0.48028
1995,Indirect migration background,Pre-primary Level,Seldom,0.68150,38,38,0.53138,0.83163
1995,Indirect migration background,Lower Secondary Level,At least once per month,0.18209,33,129,0.11523,0.24895
1995,Indirect migration background,Lower Secondary Level,Seldom,0.67390,96,129,0.59269,0.75511
1995,Indirect migration background,Upper Secondary Level,At least once per month,0.20953,41,145,0.14306,0.27601
1995,Indirect migration background,Upper Secondary Level,Seldom,0.58937,104,145,0.50901,0.66972
1998,No migration background,No answer / don't know,At least once per month,0.25711,113,392,0.21379,0.30043
1998,No migration background,No answer / don't know,Seldom,0.52217,216,392,0.47266,0.57168
1998,No migration background,No answer / don't know,Never,0.15448,63,392,0.11865,0.19030
1998,No migration background,Pre-primary Level,At least once per month,0.30718,67,220,0.24608,0.36828
1998,No migration background,Pre-primary Level,Seldom,0.61900,153,220,0.55468,0.68332
1998,No migration background,Primary Level,Seldom,0.49489,35,35,0.32683,0.66295
1998,No migration background,Lower Secondary Level,At least once per week,0.04414,82,1673,0.03430,0.05399
1998,No migration background,Lower Secondary Level,At least once per month,0.20225,338,1673,0.18300,0.22150
1998,No migration background,Lower Secondary Level,Seldom,0.56000,970,1673,0.53621,0.58379
1998,No migration background,Lower Secondary Level,Never,0.19302,283,1673,0.17410,0.21194
1998,No migration background,Upper Secondary Level,At least once per week,0.05294,307,5930,0.04724,0.05864
1998,No migration background,Upper Secondary Level,At least once per month,0.24835,1463,5930,0.23735,0.25935
1998,No migration background,Upper Secondary Level,Seldom,0.60936,3661,5930,0.59694,0.62178
1998,No migration background,Upper Secondary Level,Never,0.08913,499,5930,0.08188,0.09638
1998,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.31974,101,322,0.26872,0.37076
1998,No migration background,Post-secondary Non-tertiary Level,Seldom,0.57063,221,322,0.51648,0.62478
1998,No migration background,First Stage of Tertiary Education,At least once per week,0.05810,34,746,0.04130,0.07490
1998,No migration background,First Stage of Tertiary Education,At least once per month,0.27649,190,746,0.24437,0.30860
1998,No migration background,First Stage of Tertiary Education,Seldom,0.59973,481,746,0.56455,0.63492
1998,No migration background,First Stage of Tertiary Education,Never,0.06568,41,746,0.04790,0.08347
1998,No migration background,Second Stage of Tertiary Education,At least once per week,0.05795,96,1743,0.04698,0.06892
1998,No migration background,Second Stage of Tertiary Education,At least once per month,0.37349,625,1743,0.35077,0.39620
1998,No migration background,Second Stage of Tertiary Education,Seldom,0.53538,976,1743,0.51196,0.55880
1998,No migration background,Second Stage of Tertiary Education,Never,0.03092,46,1743,0.02279,0.03905
1998,Direct migration background,No answer / don't know,At least once per month,0.31506,35,102,0.22446,0.40566
1998,Direct migration background,No answer / don't know,Seldom,0.49451,67,102,0.39700,0.59201
1998,Direct migration background,Primary Level,Seldom,0.58031,211,324,0.52649,0.63413
1998,Direct migration background,Primary Level,Never,0.31079,113,324,0.26032,0.36127
1998,Direct migration background,Lower Secondary Level,At least once per month,0.16847,99,633,0.13929,0.19765
1998,Direct migration background,Lower Secondary Level,Seldom,0.58920,395,633,0.55084,0.62755
1998,Direct migration background,Lower Secondary Level,Never,0.21324,139,633,0.18131,0.24517
1998,Direct migration background,Upper Secondary Level,At least once per month,0.19530,147,809,0.16797,0.22264
1998,Direct migration background,Upper Secondary Level,Seldom,0.60085,522,809,0.56708,0.63462
1998,Direct migration background,Upper Secondary Level,Never,0.17303,140,809,0.14694,0.19911
1998,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.20605,33,120,0.13338,0.27873
1998,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.69571,87,120,0.61304,0.77838
1998,Direct migration background,First Stage of Tertiary Education,Seldom,0.64092,32,32,0.47204,0.80980
1998,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.40111,64,163,0.32564,0.47659
1998,Direct migration background,Second Stage of Tertiary Education,Seldom,0.47989,99,163,0.40295,0.55682
1998,Indirect migration background,No answer / don't know,Seldom,0.64451,32,32,0.47601,0.81301
1998,Indirect migration background,Pre-primary Level,Seldom,0.72865,50,50,0.60415,0.85315
1998,Indirect migration background,Lower Secondary Level,At least once per month,0.22445,45,158,0.15918,0.28971
1998,Indirect migration background,Lower Secondary Level,Seldom,0.61374,113,158,0.53758,0.68990
1998,Indirect migration background,Upper Secondary Level,At least once per month,0.24880,52,178,0.18511,0.31249
1998,Indirect migration background,Upper Secondary Level,Seldom,0.61272,126,178,0.54096,0.68449
2003,No migration background,No answer / don't know,At least once per month,0.18307,36,147,0.12034,0.24580
2003,No migration background,No answer / don't know,Seldom,0.64794,111,147,0.57046,0.72541
2003,No migration background,Pre-primary Level,At least once per month,0.21167,120,472,0.17478,0.24856
2003,No migration background,Pre-primary Level,Seldom,0.62860,302,472,0.58496,0.67223
2003,No migration background,Pre-primary Level,Never,0.11723,50,472,0.08818,0.14629
2003,No migration background,Primary Level,Seldom,0.40617,36,72,0.29193,0.52041
2003,No migration background,Primary Level,Never,0.37641,36,72,0.26372,0.48911
2003,No migration background,Lower Secondary Level,At least once per week,0.03529,66,1878,0.02694,0.04364
2003,No migration background,Lower Secondary Level,At least once per month,0.16501,322,1878,0.14822,0.18180
2003,No migration background,Lower Secondary Level,Seldom,0.54905,1058,1878,0.52654,0.57156
2003,No migration background,Lower Secondary Level,Never,0.24952,432,1878,0.22994,0.26910
2003,No migration background,Upper Secondary Level,At least once per week,0.04432,444,9757,0.04024,0.04840
2003,No migration background,Upper Secondary Level,At least once per month,0.23362,2315,9757,0.22523,0.24202
2003,No migration background,Upper Secondary Level,Seldom,0.59233,5902,9757,0.58258,0.60208
2003,No migration background,Upper Secondary Level,Never,0.12874,1096,9757,0.12210,0.13539
2003,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.06231,51,878,0.04631,0.07831
2003,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.28511,269,878,0.25523,0.31499
2003,No migration background,Post-secondary Non-tertiary Level,Seldom,0.58684,505,878,0.55425,0.61943
2003,No migration background,Post-secondary Non-tertiary Level,Never,0.06574,53,878,0.04934,0.08214
2003,No migration background,First Stage of Tertiary Education,At least once per week,0.05073,71,1495,0.03960,0.06186
2003,No migration background,First Stage of Tertiary Education,At least once per month,0.27521,410,1495,0.25256,0.29786
2003,No migration background,First Stage of Tertiary Education,Seldom,0.60054,919,1495,0.57571,0.62538
2003,No migration background,First Stage of Tertiary Education,Never,0.07173,95,1495,0.05864,0.08481
2003,No migration background,Second Stage of Tertiary Education,At least once per week,0.07216,293,3894,0.06403,0.08029
2003,No migration background,Second Stage of Tertiary Education,At least once per month,0.36656,1500,3894,0.35142,0.38170
2003,No migration background,Second Stage of Tertiary Education,Seldom,0.52225,1980,3894,0.50656,0.53794
2003,No migration background,Second Stage of Tertiary Education,Never,0.03743,121,3894,0.03146,0.04339
2003,Direct migration background,Primary Level,Seldom,0.50507,84,151,0.42506,0.58508
2003,Direct migration background,Primary Level,Never,0.41384,67,151,0.33502,0.49266
2003,Direct migration background,Lower Secondary Level,At least once per month,0.14993,94,643,0.12232,0.17755
2003,Direct migration background,Lower Secondary Level,Seldom,0.56128,376,643,0.52290,0.59967
2003,Direct migration background,Lower Secondary Level,Never,0.27204,173,643,0.23761,0.30646
2003,Direct migration background,Upper Secondary Level,At least once per month,0.18057,178,937,0.15593,0.20521
2003,Direct migration background,Upper Secondary Level,Seldom,0.55885,539,937,0.52704,0.59066
2003,Direct migration background,Upper Secondary Level,Never,0.23857,220,937,0.21126,0.26587
2003,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.27469,52,216,0.21503,0.33436
2003,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.51826,132,216,0.45147,0.58505
2003,Direct migration background,Post-secondary Non-tertiary Level,Never,0.17023,32,216,0.11999,0.22047
2003,Direct migration background,First Stage of Tertiary Education,Seldom,0.59417,81,81,0.48656,0.70178
2003,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.27849,103,342,0.23091,0.32607
2003,Direct migration background,Second Stage of Tertiary Education,Seldom,0.55572,201,342,0.50298,0.60846
2003,Direct migration background,Second Stage of Tertiary Education,Never,0.12104,38,342,0.08642,0.15566
2003,Indirect migration background,Pre-primary Level,Seldom,0.67008,45,45,0.53115,0.80901
2003,Indirect migration background,Lower Secondary Level,At least once per month,0.19501,34,172,0.13563,0.25440
2003,Indirect migration background,Lower Secondary Level,Seldom,0.51147,103,172,0.43654,0.58639
2003,Indirect migration background,Lower Secondary Level,Never,0.21949,35,172,0.15745,0.28152
2003,Indirect migration background,Upper Secondary Level,At least once per month,0.15938,68,313,0.11877,0.20000
2003,Indirect migration background,Upper Secondary Level,Seldom,0.57268,181,313,0.51779,0.62758
2003,Indirect migration background,Upper Secondary Level,Never,0.23272,64,313,0.18583,0.27961
2003,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.57563,38,38,0.41637,0.73489
2008,No migration background,No answer / don't know,At least once per month,0.22306,49,224,0.16842,0.27770
2008,No migration background,No answer / don't know,Seldom,0.48373,117,224,0.41814,0.54932
2008,No migration background,No answer / don't know,Never,0.25775,58,224,0.20034,0.31516
2008,No migration background,Pre-primary Level,At least once per month,0.31242,67,256,0.25553,0.36931
2008,No migration background,Pre-primary Level,Seldom,0.58937,189,256,0.52899,0.64975
2008,No migration background,Primary Level,Seldom,0.41799,31,69,0.30075,0.53522
2008,No migration background,Primary Level,Never,0.46866,38,69,0.35005,0.58727
2008,No migration background,Lower Secondary Level,At least once per month,0.11498,178,1391,0.09821,0.13175
2008,No migration background,Lower Secondary Level,Seldom,0.52177,767,1391,0.49551,0.54803
2008,No migration background,Lower Secondary Level,Never,0.34137,446,1391,0.31644,0.36630
2008,No migration background,Upper Secondary Level,At least once per week,0.02532,210,8649,0.02201,0.02863
2008,No migration background,Upper Secondary Level,At least once per month,0.18944,1708,8649,0.18118,0.19769
2008,No migration background,Upper Secondary Level,Seldom,0.60499,5315,8649,0.59469,0.61530
2008,No migration background,Upper Secondary Level,Never,0.17948,1416,8649,0.17139,0.18757
2008,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.25128,197,837,0.22188,0.28069
2008,No migration background,Post-secondary Non-tertiary Level,Seldom,0.64017,558,837,0.60763,0.67270
2008,No migration background,Post-secondary Non-tertiary Level,Never,0.09286,82,837,0.07318,0.11253
2008,No migration background,First Stage of Tertiary Education,At least once per week,0.03062,41,1263,0.02112,0.04013
2008,No migration background,First Stage of Tertiary Education,At least once per month,0.22237,281,1263,0.19943,0.24531
2008,No migration background,First Stage of Tertiary Education,Seldom,0.63249,817,1263,0.60589,0.65909
2008,No migration background,First Stage of Tertiary Education,Never,0.11181,124,1263,0.09442,0.12920
2008,No migration background,Second Stage of Tertiary Education,At least once per week,0.05236,192,3785,0.04526,0.05946
2008,No migration background,Second Stage of Tertiary Education,At least once per month,0.31342,1279,3785,0.29864,0.32820
2008,No migration background,Second Stage of Tertiary Education,Seldom,0.57835,2141,3785,0.56262,0.59409
2008,No migration background,Second Stage of Tertiary Education,Never,0.05541,173,3785,0.04812,0.06270
2008,Direct migration background,Primary Level,Seldom,0.44982,41,94,0.34871,0.55093
2008,Direct migration background,Primary Level,Never,0.52578,53,94,0.42429,0.62726
2008,Direct migration background,Lower Secondary Level,At least once per month,0.08233,34,424,0.05613,0.10852
2008,Direct migration background,Lower Secondary Level,Seldom,0.55414,244,424,0.50678,0.60151
2008,Direct migration background,Lower Secondary Level,Never,0.34625,146,424,0.30091,0.39159
2008,Direct migration background,Upper Secondary Level,At least once per month,0.11758,95,697,0.09365,0.14151
2008,Direct migration background,Upper Secondary Level,Seldom,0.62939,444,697,0.59351,0.66527
2008,Direct migration background,Upper Secondary Level,Never,0.23587,158,697,0.20433,0.26741
2008,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.18617,35,163,0.12623,0.24611
2008,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.64434,128,163,0.57062,0.71806
2008,Direct migration background,First Stage of Tertiary Education,Seldom,0.59474,69,69,0.47805,0.71143
2008,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.25969,82,301,0.21007,0.30930
2008,Direct migration background,Second Stage of Tertiary Education,Seldom,0.55057,183,301,0.49428,0.60686
2008,Direct migration background,Second Stage of Tertiary Education,Never,0.14745,36,301,0.10733,0.18757
2008,Indirect migration background,No answer / don't know,Seldom,0.67941,37,37,0.52695,0.83187
2008,Indirect migration background,Pre-primary Level,Seldom,0.63273,35,35,0.47069,0.79477
2008,Indirect migration background,Lower Secondary Level,Seldom,0.61569,96,135,0.53333,0.69805
2008,Indirect migration background,Lower Secondary Level,Never,0.27344,39,135,0.19797,0.34891
2008,Indirect migration background,Upper Secondary Level,At least once per month,0.19451,61,312,0.15052,0.23850
2008,Indirect migration background,Upper Secondary Level,Seldom,0.63270,196,312,0.57912,0.68628
2008,Indirect migration background,Upper Secondary Level,Never,0.16122,55,312,0.12035,0.20209
2008,Indirect migration background,Post-secondary Non-tertiary Level,Seldom,0.72772,32,32,0.57102,0.88442
2008,Indirect migration background,Second Stage of Tertiary Education,At least once per month,0.34664,36,75,0.23821,0.45507
2008,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.46377,39,75,0.35015,0.57740
2013,No migration background,No answer / don't know,At least once per month,0.22431,74,314,0.17810,0.27052
2013,No migration background,No answer / don't know,Seldom,0.50662,175,314,0.45123,0.56200
2013,No migration background,No answer / don't know,Never,0.23955,65,314,0.19227,0.28684
2013,No migration background,Pre-primary Level,At least once per month,0.28430,106,298,0.23300,0.33560
2013,No migration background,Pre-primary Level,Seldom,0.61782,192,298,0.56255,0.67308
2013,No migration background,Primary Level,Seldom,0.37282,60,147,0.29438,0.45126
2013,No migration background,Primary Level,Never,0.48109,87,147,0.40004,0.56213
2013,No migration background,Lower Secondary Level,At least once per week,0.03016,70,1847,0.02236,0.03796
2013,No migration background,Lower Secondary Level,At least once per month,0.15391,309,1847,0.13745,0.17037
2013,No migration background,Lower Secondary Level,Seldom,0.51121,951,1847,0.48841,0.53401
2013,No migration background,Lower Secondary Level,Never,0.30452,517,1847,0.28352,0.32551
2013,No migration background,Upper Secondary Level,At least once per week,0.02984,376,10869,0.02664,0.03304
2013,No migration background,Upper Secondary Level,At least once per month,0.23602,2676,10869,0.22803,0.24400
2013,No migration background,Upper Secondary Level,Seldom,0.58210,6300,10869,0.57283,0.59138
2013,No migration background,Upper Secondary Level,Never,0.15062,1517,10869,0.14389,0.15734
2013,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.03512,59,1376,0.02539,0.04485
2013,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.30849,473,1376,0.28408,0.33290
2013,No migration background,Post-secondary Non-tertiary Level,Seldom,0.57669,767,1376,0.55057,0.60281
2013,No migration background,Post-secondary Non-tertiary Level,Never,0.07464,77,1376,0.06074,0.08853
2013,No migration background,First Stage of Tertiary Education,At least once per week,0.04455,75,1516,0.03416,0.05494
2013,No migration background,First Stage of Tertiary Education,At least once per month,0.29028,473,1516,0.26743,0.31314
2013,No migration background,First Stage of Tertiary Education,Seldom,0.58124,859,1516,0.55640,0.60608
2013,No migration background,First Stage of Tertiary Education,Never,0.08380,109,1516,0.06984,0.09775
2013,No migration background,Second Stage of Tertiary Education,At least once per week,0.06190,343,5052,0.05526,0.06855
2013,No migration background,Second Stage of Tertiary Education,At least once per month,0.41136,2119,5052,0.39779,0.42493
2013,No migration background,Second Stage of Tertiary Education,Seldom,0.48320,2396,5052,0.46942,0.49698
2013,No migration background,Second Stage of Tertiary Education,Never,0.04191,194,5052,0.03639,0.04744
2013,Direct migration background,Primary Level,Seldom,0.40140,56,105,0.30719,0.49561
2013,Direct migration background,Primary Level,Never,0.44879,49,105,0.35319,0.54438
2013,Direct migration background,Lower Secondary Level,At least once per month,0.10305,65,515,0.07677,0.12934
2013,Direct migration background,Lower Secondary Level,Seldom,0.49605,279,515,0.45283,0.53927
2013,Direct migration background,Lower Secondary Level,Never,0.37738,171,515,0.33548,0.41929
2013,Direct migration background,Upper Secondary Level,At least once per week,0.02303,42,1042,0.01392,0.03214
2013,Direct migration background,Upper Secondary Level,At least once per month,0.17772,203,1042,0.15450,0.20094
2013,Direct migration background,Upper Secondary Level,Seldom,0.60066,602,1042,0.57091,0.63041
2013,Direct migration background,Upper Secondary Level,Never,0.19724,195,1042,0.17307,0.22141
2013,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.19468,70,305,0.15017,0.23919
2013,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.50429,180,305,0.44809,0.56050
2013,Direct migration background,Post-secondary Non-tertiary Level,Never,0.18284,55,305,0.13939,0.22629
2013,Direct migration background,First Stage of Tertiary Education,Seldom,0.57362,62,62,0.44951,0.69773
2013,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.06707,50,599,0.04702,0.08711
2013,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.37879,193,599,0.33991,0.41766
2013,Direct migration background,Second Stage of Tertiary Education,Seldom,0.46436,294,599,0.42439,0.50433
2013,Direct migration background,Second Stage of Tertiary Education,Never,0.08973,62,599,0.06682,0.11263
2013,Indirect migration background,No answer / don't know,Seldom,0.60191,36,36,0.43973,0.76408
2013,Indirect migration background,Pre-primary Level,Seldom,0.65375,60,60,0.53235,0.77516
2013,Indirect migration background,Lower Secondary Level,At least once per month,0.11619,33,194,0.07098,0.16139
2013,Indirect migration background,Lower Secondary Level,Seldom,0.63781,120,194,0.57000,0.70562
2013,Indirect migration background,Lower Secondary Level,Never,0.21095,41,194,0.15339,0.26851
2013,Indirect migration background,Upper Secondary Level,At least once per month,0.22245,109,424,0.18282,0.26208
2013,Indirect migration background,Upper Secondary Level,Seldom,0.62347,263,424,0.57729,0.66964
2013,Indirect migration background,Upper Secondary Level,Never,0.10965,52,424,0.07987,0.13942
2013,Indirect migration background,Post-secondary Non-tertiary Level,Seldom,0.70345,38,38,0.55628,0.85062
2013,Indirect migration background,First Stage of Tertiary Education,Seldom,0.81722,36,36,0.68918,0.94526
2013,Indirect migration background,Second Stage of Tertiary Education,At least once per month,0.44583,76,146,0.36493,0.52674
2013,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.47531,70,146,0.39402,0.55659
2019,No migration background,No answer / don't know,At least once per month,0.28140,85,329,0.23273,0.33006
2019,No migration background,No answer / don't know,Seldom,0.50542,191,329,0.45132,0.55953
2019,No migration background,No answer / don't know,Never,0.15714,53,329,0.11776,0.19653
2019,No migration background,Pre-primary Level,At least once per month,0.29324,71,185,0.22746,0.35902
2019,No migration background,Pre-primary Level,Seldom,0.56456,114,185,0.49292,0.63621
2019,No migration background,Primary Level,Seldom,0.38291,59,121,0.29594,0.46988
2019,No migration background,Primary Level,Never,0.40765,62,121,0.31973,0.49558
2019,No migration background,Lower Secondary Level,At least once per week,0.03769,67,1565,0.02825,0.04713
2019,No migration background,Lower Secondary Level,At least once per month,0.20488,344,1565,0.18487,0.22488
2019,No migration background,Lower Secondary Level,Seldom,0.49668,802,1565,0.47190,0.52146
2019,No migration background,Lower Secondary Level,Never,0.25836,352,1565,0.23667,0.28005
2019,No migration background,Upper Secondary Level,At least once per week,0.04375,444,9168,0.03956,0.04793
2019,No migration background,Upper Secondary Level,At least once per month,0.28755,2818,9168,0.27829,0.29682
2019,No migration background,Upper Secondary Level,Seldom,0.54214,4939,9168,0.53195,0.55234
2019,No migration background,Upper Secondary Level,Never,0.12557,967,9168,0.11879,0.13235
2019,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.04538,72,1505,0.03486,0.05590
2019,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.35675,585,1505,0.33254,0.38096
2019,No migration background,Post-secondary Non-tertiary Level,Seldom,0.54603,787,1505,0.52087,0.57119
2019,No migration background,Post-secondary Non-tertiary Level,Never,0.04815,61,1505,0.03733,0.05897
2019,No migration background,First Stage of Tertiary Education,At least once per week,0.02968,69,1508,0.02111,0.03825
2019,No migration background,First Stage of Tertiary Education,At least once per month,0.35093,587,1508,0.32684,0.37503
2019,No migration background,First Stage of Tertiary Education,Seldom,0.55764,774,1508,0.53256,0.58271
2019,No migration background,First Stage of Tertiary Education,Never,0.06097,78,1508,0.04889,0.07305
2019,No migration background,Second Stage of Tertiary Education,At least once per week,0.06324,402,5602,0.05686,0.06961
2019,No migration background,Second Stage of Tertiary Education,At least once per month,0.44162,2662,5602,0.42862,0.45463
2019,No migration background,Second Stage of Tertiary Education,Seldom,0.45286,2380,5602,0.43983,0.46590
2019,No migration background,Second Stage of Tertiary Education,Never,0.04086,158,5602,0.03567,0.04604
2019,Direct migration background,No answer / don't know,At least once per week,0.03012,37,318,0.01131,0.04894
2019,Direct migration background,No answer / don't know,At least once per month,0.13113,82,318,0.09398,0.16829
2019,Direct migration background,No answer / don't know,Seldom,0.43607,120,318,0.38148,0.49066
2019,Direct migration background,No answer / don't know,Never,0.39724,79,318,0.34337,0.45110
2019,Direct migration background,Primary Level,At least once per week,0.03711,152,1317,0.02690,0.04733
2019,Direct migration background,Primary Level,At least once per month,0.12893,398,1317,0.11082,0.14703
2019,Direct migration background,Primary Level,Seldom,0.53538,499,1317,0.50843,0.56233
2019,Direct migration background,Primary Level,Never,0.29530,268,1317,0.27065,0.31995
