year,quintil_oecd,sex,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,1st Quintile,male,At least once per month,0.13975,156,1021,0.11847,0.16103
1998,1st Quintile,male,Seldom,0.59552,613,1021,0.56540,0.62564
1998,1st Quintile,male,Never,0.21382,206,1021,0.18865,0.23898
1998,1st Quintile,female,At least once per week,0.03186,43,1290,0.02227,0.04145
1998,1st Quintile,female,At least once per month,0.15080,195,1290,0.13126,0.17033
1998,1st Quintile,female,Seldom,0.57379,761,1290,0.54679,0.60079
1998,1st Quintile,female,Never,0.24337,291,1290,0.21995,0.26680
1998,2nd Quintile,male,At least once per week,0.04944,54,1171,0.03702,0.06186
1998,2nd Quintile,male,At least once per month,0.22668,257,1171,0.20268,0.25067
1998,2nd Quintile,male,Seldom,0.59936,717,1171,0.57128,0.62744
1998,2nd Quintile,male,Never,0.12453,143,1171,0.10561,0.14345
1998,2nd Quintile,female,At least once per week,0.03919,54,1322,0.02873,0.04966
1998,2nd Quintile,female,At least once per month,0.20275,260,1322,0.18107,0.22443
1998,2nd Quintile,female,Seldom,0.59610,805,1322,0.56964,0.62256
1998,2nd Quintile,female,Never,0.16196,203,1322,0.14209,0.18182
1998,3rd Quintile,male,At least once per week,0.04268,46,1231,0.03138,0.05398
1998,3rd Quintile,male,At least once per month,0.25748,317,1231,0.23304,0.28191
1998,3rd Quintile,male,Seldom,0.61971,780,1231,0.59258,0.64684
1998,3rd Quintile,male,Never,0.07794,88,1231,0.06296,0.09292
1998,3rd Quintile,female,At least once per week,0.02854,32,1324,0.01957,0.03751
1998,3rd Quintile,female,At least once per month,0.24825,318,1324,0.22497,0.27152
1998,3rd Quintile,female,Seldom,0.63819,879,1324,0.61229,0.66408
1998,3rd Quintile,female,Never,0.08490,95,1324,0.06988,0.09992
1998,4th Quintile,male,At least once per week,0.04818,63,1306,0.03656,0.05980
1998,4th Quintile,male,At least once per month,0.28265,360,1306,0.25822,0.30708
1998,4th Quintile,male,Seldom,0.59044,791,1306,0.56376,0.61712
1998,4th Quintile,male,Never,0.07722,92,1306,0.06274,0.09171
1998,4th Quintile,female,At least once per week,0.04745,60,1282,0.03581,0.05909
1998,4th Quintile,female,At least once per month,0.25714,315,1282,0.23321,0.28108
1998,4th Quintile,female,Seldom,0.61927,815,1282,0.59268,0.64586
1998,4th Quintile,female,Never,0.07614,92,1282,0.06161,0.09066
1998,5th Quintile,male,At least once per week,0.06580,72,1179,0.05164,0.07996
1998,5th Quintile,male,At least once per month,0.34507,370,1179,0.31792,0.37222
1998,5th Quintile,male,Seldom,0.56143,695,1179,0.53309,0.58976
1998,5th Quintile,male,Never,0.02770,42,1179,0.01833,0.03708
1998,5th Quintile,female,At least once per week,0.06002,67,1102,0.04599,0.07405
1998,5th Quintile,female,At least once per month,0.31498,336,1102,0.28754,0.34242
1998,5th Quintile,female,Seldom,0.59601,663,1102,0.56703,0.62500
1998,5th Quintile,female,Never,0.02597,36,1102,0.01658,0.03537
2003,1st Quintile,male,At least once per week,0.02859,40,1439,0.01998,0.03720
2003,1st Quintile,male,At least once per month,0.15883,225,1439,0.13994,0.17772
2003,1st Quintile,male,Seldom,0.53729,797,1439,0.51152,0.56306
2003,1st Quintile,male,Never,0.27405,377,1439,0.25100,0.29710
2003,1st Quintile,female,At least once per week,0.02409,51,1944,0.01727,0.03091
2003,1st Quintile,female,At least once per month,0.13564,274,1944,0.12042,0.15087
2003,1st Quintile,female,Seldom,0.54357,1084,1944,0.52142,0.56572
2003,1st Quintile,female,Never,0.29540,535,1944,0.27511,0.31568
2003,2nd Quintile,male,At least once per week,0.04958,79,1752,0.03941,0.05975
2003,2nd Quintile,male,At least once per month,0.21746,355,1752,0.19814,0.23679
2003,2nd Quintile,male,Seldom,0.58888,1064,1752,0.56583,0.61193
2003,2nd Quintile,male,Never,0.14187,254,1752,0.12553,0.15821
2003,2nd Quintile,female,At least once per week,0.04248,86,2090,0.03383,0.05113
2003,2nd Quintile,female,At least once per month,0.19367,386,2090,0.17672,0.21061
2003,2nd Quintile,female,Seldom,0.57624,1253,2090,0.55505,0.59744
2003,2nd Quintile,female,Never,0.18760,365,2090,0.17086,0.20435
2003,3rd Quintile,male,At least once per week,0.05091,95,1989,0.04125,0.06057
2003,3rd Quintile,male,At least once per month,0.22498,472,1989,0.20662,0.24333
2003,3rd Quintile,male,Seldom,0.61426,1209,1989,0.59286,0.63566
2003,3rd Quintile,male,Never,0.10946,213,1989,0.09574,0.12319
2003,3rd Quintile,female,At least once per week,0.03715,74,2054,0.02896,0.04533
2003,3rd Quintile,female,At least once per month,0.23233,482,2054,0.21406,0.25059
2003,3rd Quintile,female,Seldom,0.61142,1273,2054,0.59033,0.63250
2003,3rd Quintile,female,Never,0.11810,225,2054,0.10414,0.13206
2003,4th Quintile,male,At least once per week,0.05971,120,2207,0.04982,0.06960
2003,4th Quintile,male,At least once per month,0.28081,608,2207,0.26206,0.29956
2003,4th Quintile,male,Seldom,0.57597,1303,2207,0.55535,0.59659
2003,4th Quintile,male,Never,0.08283,176,2207,0.07133,0.09433
2003,4th Quintile,female,At least once per week,0.03981,93,2225,0.03169,0.04794
2003,4th Quintile,female,At least once per month,0.26205,588,2225,0.24377,0.28032
2003,4th Quintile,female,Seldom,0.60836,1360,2225,0.58807,0.62864
2003,4th Quintile,female,Never,0.08938,184,2225,0.07752,0.10124
2003,5th Quintile,male,At least once per week,0.06635,228,3225,0.05776,0.07494
2003,5th Quintile,male,At least once per month,0.34783,1178,3225,0.33139,0.36427
2003,5th Quintile,male,Seldom,0.53475,1701,3225,0.51753,0.55197
2003,5th Quintile,male,Never,0.04858,118,3225,0.04116,0.05600
2003,5th Quintile,female,At least once per week,0.05606,206,3095,0.04796,0.06417
2003,5th Quintile,female,At least once per month,0.32863,1065,3095,0.31208,0.34518
2003,5th Quintile,female,Seldom,0.54841,1676,3095,0.53087,0.56594
2003,5th Quintile,female,Never,0.06570,148,3095,0.05697,0.07443
2008,1st Quintile,male,At least once per month,0.09727,132,1203,0.08052,0.11402
2008,1st Quintile,male,Seldom,0.51529,643,1203,0.48704,0.54355
2008,1st Quintile,male,Never,0.36098,428,1203,0.33383,0.38813
2008,1st Quintile,female,At least once per month,0.11283,201,1687,0.09773,0.12793
2008,1st Quintile,female,Seldom,0.50024,873,1687,0.47638,0.52411
2008,1st Quintile,female,Never,0.37067,613,1687,0.34761,0.39372
2008,2nd Quintile,male,At least once per week,0.03499,43,1529,0.02578,0.04420
2008,2nd Quintile,male,At least once per month,0.16023,244,1529,0.14184,0.17862
2008,2nd Quintile,male,Seldom,0.59614,948,1529,0.57154,0.62074
2008,2nd Quintile,male,Never,0.20742,294,1529,0.18709,0.22775
2008,2nd Quintile,female,At least once per week,0.02593,40,1835,0.01866,0.03320
2008,2nd Quintile,female,At least once per month,0.14513,287,1835,0.12901,0.16125
2008,2nd Quintile,female,Seldom,0.57864,1078,1835,0.55604,0.60124
2008,2nd Quintile,female,Never,0.25030,430,1835,0.23048,0.27013
2008,3rd Quintile,male,At least once per week,0.02902,53,1831,0.02133,0.03671
2008,3rd Quintile,male,At least once per month,0.20540,373,1831,0.18689,0.22391
2008,3rd Quintile,male,Seldom,0.61566,1156,1831,0.59337,0.63794
2008,3rd Quintile,male,Never,0.14739,249,1831,0.13115,0.16363
2008,3rd Quintile,female,At least once per week,0.02015,49,1968,0.01394,0.02636
2008,3rd Quintile,female,At least once per month,0.18551,377,1968,0.16833,0.20269
2008,3rd Quintile,female,Seldom,0.64093,1265,1968,0.61973,0.66214
2008,3rd Quintile,female,Never,0.15237,277,1968,0.13648,0.16825
2008,4th Quintile,male,At least once per week,0.02849,58,1927,0.02106,0.03592
2008,4th Quintile,male,At least once per month,0.22016,436,1927,0.20165,0.23866
2008,4th Quintile,male,Seldom,0.64173,1224,1927,0.62031,0.66314
2008,4th Quintile,male,Never,0.10947,209,1927,0.09553,0.12342
2008,4th Quintile,female,At least once per week,0.01929,39,1937,0.01316,0.02542
2008,4th Quintile,female,At least once per month,0.20272,418,1937,0.18481,0.22063
2008,4th Quintile,female,Seldom,0.67286,1285,1937,0.65196,0.69376
2008,4th Quintile,female,Never,0.10500,195,1937,0.09134,0.11865
2008,5th Quintile,male,At least once per week,0.04200,115,2645,0.03436,0.04965
2008,5th Quintile,male,At least once per month,0.33059,889,2645,0.31266,0.34852
2008,5th Quintile,male,Seldom,0.57880,1522,2645,0.55997,0.59762
2008,5th Quintile,male,Never,0.04756,119,2645,0.03945,0.05568
2008,5th Quintile,female,At least once per week,0.03591,95,2598,0.02876,0.04307
2008,5th Quintile,female,At least once per month,0.30967,823,2598,0.29189,0.32746
2008,5th Quintile,female,Seldom,0.58516,1543,2598,0.56621,0.60411
2008,5th Quintile,female,Never,0.06619,137,2598,0.05663,0.07575
2013,1st Quintile,male,At least once per week,0.02730,70,1959,0.02008,0.03451
2013,1st Quintile,male,At least once per month,0.15323,326,1959,0.13728,0.16919
2013,1st Quintile,male,Seldom,0.49264,995,1959,0.47050,0.51479
2013,1st Quintile,male,Never,0.31954,568,1959,0.29888,0.34019
2013,1st Quintile,female,At least once per week,0.03172,113,3120,0.02557,0.03787
2013,1st Quintile,female,At least once per month,0.14770,516,3120,0.13524,0.16015
2013,1st Quintile,female,Seldom,0.51287,1656,3120,0.49533,0.53042
2013,1st Quintile,female,Never,0.30604,835,3120,0.28987,0.32222
2013,2nd Quintile,male,At least once per week,0.04149,107,2250,0.03325,0.04973
2013,2nd Quintile,male,At least once per month,0.20524,514,2250,0.18855,0.22193
2013,2nd Quintile,male,Seldom,0.56014,1261,2250,0.53963,0.58066
2013,2nd Quintile,male,Never,0.19301,368,2250,0.17670,0.20932
2013,2nd Quintile,female,At least once per week,0.02456,103,2941,0.01896,0.03015
2013,2nd Quintile,female,At least once per month,0.20013,675,2941,0.18566,0.21459
2013,2nd Quintile,female,Seldom,0.56398,1668,2941,0.54605,0.58190
2013,2nd Quintile,female,Never,0.21107,495,2941,0.19632,0.22582
2013,3rd Quintile,male,At least once per week,0.03993,104,2248,0.03184,0.04803
2013,3rd Quintile,male,At least once per month,0.25383,604,2248,0.23584,0.27182
2013,3rd Quintile,male,Seldom,0.58335,1323,2248,0.56297,0.60374
2013,3rd Quintile,male,Never,0.12053,217,2248,0.10707,0.13399
2013,3rd Quintile,female,At least once per week,0.03122,105,2600,0.02453,0.03791
2013,3rd Quintile,female,At least once per month,0.23532,729,2600,0.21901,0.25163
2013,3rd Quintile,female,Seldom,0.60248,1502,2600,0.58366,0.62129
2013,3rd Quintile,female,Never,0.12943,264,2600,0.11653,0.14234
2013,4th Quintile,male,At least once per week,0.05050,129,2306,0.04156,0.05944
2013,4th Quintile,male,At least once per month,0.32882,764,2306,0.30964,0.34800
2013,4th Quintile,male,Seldom,0.54797,1268,2306,0.52766,0.56829
2013,4th Quintile,male,Never,0.07189,145,2306,0.06135,0.08244
2013,4th Quintile,female,At least once per week,0.03982,132,2512,0.03218,0.04747
2013,4th Quintile,female,At least once per month,0.28409,784,2512,0.26645,0.30173
2013,4th Quintile,female,Seldom,0.58917,1412,2512,0.56992,0.60841
2013,4th Quintile,female,Never,0.08550,184,2512,0.07456,0.09643
2013,5th Quintile,male,At least once per week,0.04498,148,2726,0.03720,0.05277
2013,5th Quintile,male,At least once per month,0.40355,1149,2726,0.38513,0.42197
2013,5th Quintile,male,Seldom,0.51120,1330,2726,0.49243,0.52997
2013,5th Quintile,male,Never,0.03989,99,2726,0.03254,0.04723
2013,5th Quintile,female,At least once per week,0.04433,136,2735,0.03661,0.05204
2013,5th Quintile,female,At least once per month,0.36685,1069,2735,0.34878,0.38491
2013,5th Quintile,female,Seldom,0.54441,1428,2735,0.52575,0.56308
2013,5th Quintile,female,Never,0.04361,102,2735,0.03596,0.05127
2017,1st Quintile,male,At least once per week,0.10932,100,911,0.08904,0.12959
2017,1st Quintile,male,At least once per month,0.24414,194,911,0.21623,0.27205
2017,1st Quintile,male,Seldom,0.32371,331,911,0.29331,0.35412
2017,1st Quintile,male,Never,0.30862,286,911,0.27860,0.33863
2017,1st Quintile,female,At least once per week,0.04732,35,580,0.03002,0.06461
2017,1st Quintile,female,At least once per month,0.16077,86,580,0.13085,0.19069
2017,1st Quintile,female,Seldom,0.34393,223,580,0.30523,0.38262
2017,1st Quintile,female,Never,0.44312,236,580,0.40265,0.48358
2018,1st Quintile,male,Daily,0.03271,42,1441,0.02352,0.04189
2018,1st Quintile,male,At least once per week,0.17069,243,1441,0.15126,0.19012
2018,1st Quintile,male,At least once per month,0.28538,392,1441,0.26205,0.30870
2018,1st Quintile,male,Seldom,0.31820,490,1441,0.29414,0.34225
2018,1st Quintile,male,Never,0.19303,274,1441,0.17264,0.21342
2018,1st Quintile,female,At least once per week,0.13889,141,967,0.11708,0.16069
2018,1st Quintile,female,At least once per month,0.20652,221,967,0.18099,0.23205
2018,1st Quintile,female,Seldom,0.38453,391,967,0.35385,0.41520
2018,1st Quintile,female,Never,0.26313,214,967,0.23536,0.29090
2018,2nd Quintile,male,At least once per week,0.30936,39,71,0.20108,0.41764
2018,2nd Quintile,male,At least once per month,0.28052,32,71,0.17528,0.38576
2019,1st Quintile,male,Daily,0.00237,53,3438,0.00074,0.00400
2019,1st Quintile,male,At least once per week,0.04981,330,3438,0.04254,0.05709
2019,1st Quintile,male,At least once per month,0.21433,927,3438,0.20061,0.22805
2019,1st Quintile,male,Seldom,0.47154,1419,3438,0.45485,0.48823
2019,1st Quintile,male,Never,0.26195,709,3438,0.24725,0.27665
2019,1st Quintile,female,At least once per week,0.03910,242,3613,0.03277,0.04542
2019,1st Quintile,female,At least once per month,0.20385,828,3613,0.19071,0.21699
2019,1st Quintile,female,Seldom,0.49759,1726,3613,0.48129,0.51390
2019,1st Quintile,female,Never,0.25814,817,3613,0.24387,0.27241
2019,2nd Quintile,male,At least once per week,0.04318,122,2193,0.03467,0.05168
2019,2nd Quintile,male,At least once per month,0.27181,615,2193,0.25319,0.29044
2019,2nd Quintile,male,Seldom,0.53198,1145,2193,0.51109,0.55287
2019,2nd Quintile,male,Never,0.15092,311,2193,0.13594,0.16591
2019,2nd Quintile,female,At least once per week,0.04378,143,2707,0.03607,0.05148
2019,2nd Quintile,female,At least once per month,0.23718,727,2707,0.22116,0.25321
2019,2nd Quintile,female,Seldom,0.56677,1491,2707,0.54809,0.58544
2019,2nd Quintile,female,Never,0.14911,346,2707,0.13569,0.16253
2019,3rd Quintile,male,At least once per week,0.04311,106,2025,0.03426,0.05196
2019,3rd Quintile,male,At least once per month,0.32570,679,2025,0.30528,0.34612
2019,3rd Quintile,male,Seldom,0.52109,1073,2025,0.49933,0.54286
2019,3rd Quintile,male,Never,0.10897,167,2025,0.09540,0.12255
2019,3rd Quintile,female,At least once per week,0.04726,123,2404,0.03877,0.05574
2019,3rd Quintile,female,At least once per month,0.29704,781,2404,0.27877,0.31531
2019,3rd Quintile,female,Seldom,0.54777,1324,2404,0.52787,0.56767
2019,3rd Quintile,female,Never,0.10429,176,2404,0.09207,0.11651
2019,4th Quintile,male,At least once per week,0.04746,101,2021,0.03819,0.05673
2019,4th Quintile,male,At least once per month,0.36830,785,2021,0.34726,0.38933
2019,4th Quintile,male,Seldom,0.52688,1033,2021,0.50511,0.54865
2019,4th Quintile,male,Never,0.05650,102,2021,0.04644,0.06657
2019,4th Quintile,female,At least once per week,0.04791,96,2250,0.03908,0.05673
2019,4th Quintile,female,At least once per month,0.34984,878,2250,0.33013,0.36955
2019,4th Quintile,female,Seldom,0.53629,1157,2250,0.51568,0.55690
2019,4th Quintile,female,Never,0.06547,119,2250,0.05525,0.07570
2019,5th Quintile,male,At least once per week,0.05624,149,2414,0.04705,0.06544
2019,5th Quintile,male,At least once per month,0.42809,1093,2414,0.40835,0.44783
2019,5th Quintile,male,Seldom,0.48108,1102,2414,0.46115,0.50102
2019,5th Quintile,male,Never,0.03394,70,2414,0.02672,0.04117
2019,5th Quintile,female,At least once per week,0.04663,121,2391,0.03818,0.05509
2019,5th Quintile,female,At least once per month,0.42578,1061,2391,0.40596,0.44561
2019,5th Quintile,female,Seldom,0.49133,1144,2391,0.47129,0.51138
2019,5th Quintile,female,Never,0.03570,65,2391,0.02826,0.04313
