year,bula_h,sex,pli0082,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1995,"Rhineland-Palatinate, Saarland",male,Seldom,0.50618,174,12463,0.50548,0.50688
1995,"Rhineland-Palatinate, Saarland",male,Never,0.19198,62,12463,0.19143,0.19253
1995,"Rhineland-Palatinate, Saarland",female,At least once per month,0.28687,91,12463,0.28624,0.28749
1995,"Rhineland-Palatinate, Saarland",female,Seldom,0.52400,196,12463,0.52331,0.52469
1995,"Rhineland-Palatinate, Saarland",female,Never,0.18913,64,12463,0.18859,0.18967
1995,Baden-Wuerttemberg,male,At least once per week,0.07836,48,12463,0.07809,0.07862
1995,Baden-Wuerttemberg,male,At least once per month,0.29930,245,12463,0.29885,0.29974
1995,Baden-Wuerttemberg,male,Seldom,0.52060,474,12463,0.52012,0.52109
1995,Baden-Wuerttemberg,male,Never,0.10174,108,12463,0.10145,0.10204
1995,Baden-Wuerttemberg,female,At least once per week,0.05740,40,12463,0.05718,0.05762
1995,Baden-Wuerttemberg,female,At least once per month,0.23214,206,12463,0.23175,0.23253
1995,Baden-Wuerttemberg,female,Seldom,0.58356,529,12463,0.58310,0.58402
1995,Baden-Wuerttemberg,female,Never,0.12690,128,12463,0.12659,0.12721
1995,Bavaria,male,At least once per week,0.08578,58,12463,0.08553,0.08604
1995,Bavaria,male,At least once per month,0.31898,249,12463,0.31855,0.31940
1995,Bavaria,male,Seldom,0.51654,451,12463,0.51608,0.51699
1995,Bavaria,male,Never,0.07870,58,12463,0.07845,0.07895
1995,Bavaria,female,At least once per week,0.06203,51,12463,0.06181,0.06224
1995,Bavaria,female,At least once per month,0.30360,259,12463,0.30319,0.30401
1995,Bavaria,female,Seldom,0.49217,453,12463,0.49173,0.49262
1995,Bavaria,female,Never,0.14220,97,12463,0.14189,0.14251
1995,Berlin,male,At least once per month,0.41128,84,12463,0.41039,0.41218
1995,Berlin,male,Seldom,0.58872,130,12463,0.58782,0.58961
1995,Berlin,female,At least once per month,0.29615,83,12463,0.29539,0.29691
1995,Berlin,female,Seldom,0.59535,159,12463,0.59453,0.59616
1995,Berlin,female,Never,0.10850,34,12463,0.10799,0.10902
1995,Brandenburg,male,At least once per month,0.31757,82,12463,0.31662,0.31853
1995,Brandenburg,male,Seldom,0.68243,158,12463,0.68147,0.68338
1995,Brandenburg,female,At least once per month,0.25135,79,12463,0.25052,0.25218
1995,Brandenburg,female,Seldom,0.57858,175,12463,0.57763,0.57952
1995,Brandenburg,female,Never,0.17007,43,12463,0.16935,0.17079
1995,Mecklenburg-Western Pomerania,male,At least once per month,0.37147,68,12463,0.37027,0.37268
1995,Mecklenburg-Western Pomerania,male,Seldom,0.62853,112,12463,0.62732,0.62973
1995,Mecklenburg-Western Pomerania,female,At least once per month,0.37396,73,12463,0.37277,0.37514
1995,Mecklenburg-Western Pomerania,female,Seldom,0.62604,111,12463,0.62486,0.62723
1995,Saxony,male,At least once per month,0.37160,183,12463,0.37088,0.37232
1995,Saxony,male,Seldom,0.52131,264,12463,0.52057,0.52206
1995,Saxony,male,Never,0.10709,42,12463,0.10662,0.10755
1995,Saxony,female,At least once per month,0.29286,175,12463,0.29222,0.29351
1995,Saxony,female,Seldom,0.54678,304,12463,0.54607,0.54748
1995,Saxony,female,Never,0.16036,65,12463,0.15984,0.16088
1995,Saxony-Anhalt,male,At least once per month,0.28829,90,12463,0.28740,0.28917
1995,Saxony-Anhalt,male,Seldom,0.58832,181,12463,0.58736,0.58928
1995,Saxony-Anhalt,male,Never,0.12340,33,12463,0.12276,0.12404
1995,Saxony-Anhalt,female,At least once per month,0.22075,94,12463,0.22000,0.22150
1995,Saxony-Anhalt,female,Seldom,0.64740,220,12463,0.64653,0.64826
1995,Saxony-Anhalt,female,Never,0.13186,36,12463,0.13124,0.13247
1995,Thuringa,male,At least once per month,0.38171,96,12463,0.38061,0.38281
1995,Thuringa,male,Seldom,0.61829,165,12463,0.61719,0.61939
1995,Thuringa,female,At least once per month,0.33129,95,12463,0.33027,0.33231
1995,Thuringa,female,Seldom,0.66871,185,12463,0.66769,0.66973
1998,Schleswig-Holstein,male,At least once per month,0.28854,42,13587,0.28768,0.28941
1998,Schleswig-Holstein,male,Seldom,0.71146,101,13587,0.71059,0.71232
1998,Schleswig-Holstein,female,At least once per month,0.33906,59,13587,0.33819,0.33994
1998,Schleswig-Holstein,female,Seldom,0.66094,104,13587,0.66006,0.66181
1998,Hamburg,male,Seldom,1.00000,36,13587,1.00000,1.00000
1998,Hamburg,female,Seldom,1.00000,43,13587,1.00000,1.00000
1998,Lower Saxony,male,At least once per week,0.06111,32,13587,0.06084,0.06137
1998,Lower Saxony,male,At least once per month,0.24787,139,13587,0.24739,0.24835
1998,Lower Saxony,male,Seldom,0.61399,370,13587,0.61344,0.61453
1998,Lower Saxony,male,Never,0.07704,52,13587,0.07674,0.07734
1998,Lower Saxony,female,At least once per month,0.26934,149,13587,0.26884,0.26984
1998,Lower Saxony,female,Seldom,0.62065,363,13587,0.62010,0.62120
1998,Lower Saxony,female,Never,0.11001,56,13587,0.10965,0.11036
1998,Bremen,male,Seldom,1.00000,32,13587,1.00000,1.00000
1998,Bremen,female,Seldom,1.00000,34,13587,1.00000,1.00000
1998,North Rhine-Westphalia,male,At least once per week,0.04199,54,13587,0.04184,0.04214
1998,North Rhine-Westphalia,male,At least once per month,0.25568,332,13587,0.25535,0.25601
1998,North Rhine-Westphalia,male,Seldom,0.59987,831,13587,0.59950,0.60023
1998,North Rhine-Westphalia,male,Never,0.10246,138,13587,0.10224,0.10269
1998,North Rhine-Westphalia,female,At least once per week,0.03749,49,13587,0.03736,0.03763
1998,North Rhine-Westphalia,female,At least once per month,0.22100,308,13587,0.22070,0.22130
1998,North Rhine-Westphalia,female,Seldom,0.61768,910,13587,0.61732,0.61803
1998,North Rhine-Westphalia,female,Never,0.12383,181,13587,0.12359,0.12407
1998,Hesse,male,At least once per month,0.30114,120,13587,0.30055,0.30172
1998,Hesse,male,Seldom,0.58139,256,13587,0.58076,0.58202
1998,Hesse,male,Never,0.11747,58,13587,0.11706,0.11789
1998,Hesse,female,At least once per month,0.26619,113,13587,0.26563,0.26676
1998,Hesse,female,Seldom,0.61585,277,13587,0.61523,0.61648
1998,Hesse,female,Never,0.11795,59,13587,0.11754,0.11837
1998,"Rhineland-Palatinate, Saarland",male,At least once per month,0.24638,78,13587,0.24576,0.24700
1998,"Rhineland-Palatinate, Saarland",male,Seldom,0.60714,230,13587,0.60644,0.60784
1998,"Rhineland-Palatinate, Saarland",male,Never,0.14648,53,13587,0.14597,0.14698
1998,"Rhineland-Palatinate, Saarland",female,At least once per month,0.22972,81,13587,0.22915,0.23029
1998,"Rhineland-Palatinate, Saarland",female,Seldom,0.60372,246,13587,0.60306,0.60439
1998,"Rhineland-Palatinate, Saarland",female,Never,0.16656,70,13587,0.16605,0.16707
1998,Baden-Wuerttemberg,male,At least once per week,0.04216,37,13587,0.04197,0.04236
1998,Baden-Wuerttemberg,male,At least once per month,0.27020,204,13587,0.26977,0.27064
1998,Baden-Wuerttemberg,male,Seldom,0.60023,541,13587,0.59975,0.60071
1998,Baden-Wuerttemberg,male,Never,0.08741,96,13587,0.08713,0.08768
1998,Baden-Wuerttemberg,female,At least once per week,0.04549,40,13587,0.04530,0.04569
1998,Baden-Wuerttemberg,female,At least once per month,0.23152,197,13587,0.23113,0.23192
1998,Baden-Wuerttemberg,female,Seldom,0.58753,560,13587,0.58706,0.58799
1998,Baden-Wuerttemberg,female,Never,0.13546,129,13587,0.13514,0.13578
1998,Bavaria,male,At least once per week,0.07766,56,13587,0.07741,0.07790
1998,Bavaria,male,At least once per month,0.31349,268,13587,0.31306,0.31391
1998,Bavaria,male,Seldom,0.54585,514,13587,0.54539,0.54631
1998,Bavaria,male,Never,0.06300,58,13587,0.06278,0.06323
1998,Bavaria,female,At least once per week,0.05808,52,13587,0.05787,0.05829
1998,Bavaria,female,At least once per month,0.28002,264,13587,0.27962,0.28041
1998,Bavaria,female,Seldom,0.55826,554,13587,0.55782,0.55870
1998,Bavaria,female,Never,0.10364,87,13587,0.10337,0.10391
1998,Berlin,male,At least once per month,0.38161,79,13587,0.38071,0.38252
1998,Berlin,male,Seldom,0.61839,137,13587,0.61748,0.61929
1998,Berlin,female,At least once per month,0.29725,74,13587,0.29644,0.29805
1998,Berlin,female,Seldom,0.70275,172,13587,0.70195,0.70356
1998,Brandenburg,male,At least once per month,0.21378,69,13587,0.21300,0.21457
1998,Brandenburg,male,Seldom,0.64093,188,13587,0.64001,0.64185
1998,Brandenburg,male,Never,0.14528,34,13587,0.14461,0.14596
1998,Brandenburg,female,At least once per month,0.21847,69,13587,0.21769,0.21926
1998,Brandenburg,female,Seldom,0.62289,200,13587,0.62197,0.62381
1998,Brandenburg,female,Never,0.15863,40,13587,0.15794,0.15933
1998,Mecklenburg-Western Pomerania,male,At least once per month,0.26838,50,13587,0.26724,0.26952
1998,Mecklenburg-Western Pomerania,male,Seldom,0.73162,117,13587,0.73048,0.73276
1998,Mecklenburg-Western Pomerania,female,At least once per month,0.34320,59,13587,0.34203,0.34437
1998,Mecklenburg-Western Pomerania,female,Seldom,0.65680,124,13587,0.65563,0.65797
1998,Saxony,male,At least once per week,0.06768,32,13587,0.06732,0.06803
1998,Saxony,male,At least once per month,0.27309,164,13587,0.27246,0.27372
1998,Saxony,male,Seldom,0.59688,336,13587,0.59618,0.59757
1998,Saxony,male,Never,0.06235,33,13587,0.06201,0.06269
1998,Saxony,female,At least once per month,0.28262,158,13587,0.28199,0.28326
1998,Saxony,female,Seldom,0.59505,362,13587,0.59436,0.59574
1998,Saxony,female,Never,0.12233,56,13587,0.12187,0.12279
1998,Saxony-Anhalt,male,At least once per month,0.24458,74,13587,0.24373,0.24543
1998,Saxony-Anhalt,male,Seldom,0.57931,191,13587,0.57834,0.58028
1998,Saxony-Anhalt,male,Never,0.17611,46,13587,0.17536,0.17686
1998,Saxony-Anhalt,female,At least once per month,0.22956,81,13587,0.22878,0.23034
1998,Saxony-Anhalt,female,Seldom,0.60912,217,13587,0.60821,0.61003
1998,Saxony-Anhalt,female,Never,0.16132,46,13587,0.16064,0.16201
1998,Thuringa,male,At least once per month,0.28281,89,13587,0.28183,0.28379
1998,Thuringa,male,Seldom,0.71719,214,13587,0.71621,0.71817
1998,Thuringa,female,At least once per month,0.21989,85,13587,0.21909,0.22069
1998,Thuringa,female,Seldom,0.65944,243,13587,0.65853,0.66036
1998,Thuringa,female,Never,0.12066,35,13587,0.12003,0.12129
2003,Schleswig-Holstein,male,At least once per month,0.27949,79,21583,0.27865,0.28034
2003,Schleswig-Holstein,male,Seldom,0.72051,195,21583,0.71966,0.72135
2003,Schleswig-Holstein,female,At least once per month,0.21242,84,21583,0.21170,0.21313
2003,Schleswig-Holstein,female,Seldom,0.63318,213,21583,0.63234,0.63402
2003,Schleswig-Holstein,female,Never,0.15440,39,21583,0.15377,0.15503
2003,Hamburg,male,At least once per month,0.27306,37,21583,0.27170,0.27442
2003,Hamburg,male,Seldom,0.72694,79,21583,0.72558,0.72830
2003,Hamburg,female,At least once per month,0.28725,44,21583,0.28605,0.28844
2003,Hamburg,female,Seldom,0.71275,98,21583,0.71156,0.71395
2003,Lower Saxony,male,At least once per week,0.04178,41,21583,0.04156,0.04200
2003,Lower Saxony,male,At least once per month,0.24868,254,21583,0.24821,0.24916
2003,Lower Saxony,male,Seldom,0.60095,544,21583,0.60041,0.60148
2003,Lower Saxony,male,Never,0.10859,79,21583,0.10825,0.10893
2003,Lower Saxony,female,At least once per week,0.02996,31,21583,0.02978,0.03014
2003,Lower Saxony,female,At least once per month,0.22938,245,21583,0.22893,0.22983
2003,Lower Saxony,female,Seldom,0.60863,601,21583,0.60811,0.60915
2003,Lower Saxony,female,Never,0.13203,104,21583,0.13167,0.13239
2003,Bremen,male,Seldom,1.00000,44,21583,1.00000,1.00000
2003,Bremen,female,Seldom,1.00000,51,21583,1.00000,1.00000
2003,North Rhine-Westphalia,male,At least once per week,0.04882,104,21583,0.04866,0.04898
2003,North Rhine-Westphalia,male,At least once per month,0.24514,568,21583,0.24482,0.24545
2003,North Rhine-Westphalia,male,Seldom,0.57882,1327,21583,0.57846,0.57919
2003,North Rhine-Westphalia,male,Never,0.12722,249,21583,0.12698,0.12747
2003,North Rhine-Westphalia,female,At least once per week,0.04364,104,21583,0.04349,0.04379
2003,North Rhine-Westphalia,female,At least once per month,0.21381,531,21583,0.21351,0.21410
2003,North Rhine-Westphalia,female,Seldom,0.57207,1400,21583,0.57171,0.57243
2003,North Rhine-Westphalia,female,Never,0.17048,346,21583,0.17021,0.17075
2003,Hesse,male,At least once per week,0.05392,37,21583,0.05364,0.05420
2003,Hesse,male,At least once per month,0.25414,190,21583,0.25361,0.25468
2003,Hesse,male,Seldom,0.55752,415,21583,0.55690,0.55813
2003,Hesse,male,Never,0.13442,85,21583,0.13400,0.13484
2003,Hesse,female,At least once per week,0.03540,37,21583,0.03517,0.03563
2003,Hesse,female,At least once per month,0.24721,200,21583,0.24668,0.24775
2003,Hesse,female,Seldom,0.56004,429,21583,0.55943,0.56066
2003,Hesse,female,Never,0.15734,98,21583,0.15689,0.15779
2003,"Rhineland-Palatinate, Saarland",male,At least once per week,0.07372,44,21583,0.07336,0.07408
2003,"Rhineland-Palatinate, Saarland",male,At least once per month,0.23980,154,21583,0.23921,0.24038
2003,"Rhineland-Palatinate, Saarland",male,Seldom,0.49713,331,21583,0.49644,0.49781
2003,"Rhineland-Palatinate, Saarland",male,Never,0.18936,102,21583,0.18882,0.18989
2003,"Rhineland-Palatinate, Saarland",female,At least once per month,0.17678,138,21583,0.17627,0.17729
2003,"Rhineland-Palatinate, Saarland",female,Seldom,0.61155,412,21583,0.61090,0.61220
2003,"Rhineland-Palatinate, Saarland",female,Never,0.21166,129,21583,0.21112,0.21221
2003,Baden-Wuerttemberg,male,At least once per week,0.03703,51,21583,0.03685,0.03721
2003,Baden-Wuerttemberg,male,At least once per month,0.26221,380,21583,0.26179,0.26263
2003,Baden-Wuerttemberg,male,Seldom,0.57273,712,21583,0.57225,0.57320
2003,Baden-Wuerttemberg,male,Never,0.12803,156,21583,0.12771,0.12835
2003,Baden-Wuerttemberg,female,At least once per week,0.03379,57,21583,0.03362,0.03395
2003,Baden-Wuerttemberg,female,At least once per month,0.25653,371,21583,0.25612,0.25694
2003,Baden-Wuerttemberg,female,Seldom,0.56042,744,21583,0.55996,0.56088
2003,Baden-Wuerttemberg,female,Never,0.14926,199,21583,0.14893,0.14959
2003,Bavaria,male,At least once per week,0.06940,110,21583,0.06917,0.06964
2003,Bavaria,male,At least once per month,0.30217,464,21583,0.30175,0.30259
2003,Bavaria,male,Seldom,0.53091,770,21583,0.53045,0.53136
2003,Bavaria,male,Never,0.09752,119,21583,0.09725,0.09779
2003,Bavaria,female,At least once per week,0.04708,89,21583,0.04690,0.04726
2003,Bavaria,female,At least once per month,0.25848,458,21583,0.25811,0.25886
2003,Bavaria,female,Seldom,0.54616,903,21583,0.54573,0.54658
2003,Bavaria,female,Never,0.14828,185,21583,0.14798,0.14858
2003,Berlin,male,At least once per month,0.26486,103,21583,0.26411,0.26561
2003,Berlin,male,Seldom,0.64362,251,21583,0.64281,0.64444
2003,Berlin,male,Never,0.09152,31,21583,0.09103,0.09201
2003,Berlin,female,At least once per month,0.25557,106,21583,0.25483,0.25631
2003,Berlin,female,Seldom,0.62029,249,21583,0.61947,0.62112
2003,Berlin,female,Never,0.12414,37,21583,0.12358,0.12470
2003,Brandenburg,male,At least once per month,0.21843,100,21583,0.21765,0.21920
2003,Brandenburg,male,Seldom,0.65569,290,21583,0.65479,0.65658
2003,Brandenburg,male,Never,0.12589,54,21583,0.12526,0.12651
2003,Brandenburg,female,At least once per month,0.23813,118,21583,0.23735,0.23892
2003,Brandenburg,female,Seldom,0.57742,283,21583,0.57650,0.57833
2003,Brandenburg,female,Never,0.18445,74,21583,0.18374,0.18517
2003,Mecklenburg-Western Pomerania,male,At least once per month,0.30608,63,21583,0.30483,0.30733
2003,Mecklenburg-Western Pomerania,male,Seldom,0.69392,134,21583,0.69267,0.69517
2003,Mecklenburg-Western Pomerania,female,At least once per month,0.29908,71,21583,0.29793,0.30024
2003,Mecklenburg-Western Pomerania,female,Seldom,0.70092,163,21583,0.69976,0.70207
2003,Saxony,male,At least once per week,0.04747,39,21583,0.04717,0.04776
2003,Saxony,male,At least once per month,0.25904,213,21583,0.25842,0.25965
2003,Saxony,male,Seldom,0.55863,446,21583,0.55793,0.55932
2003,Saxony,male,Never,0.13487,92,21583,0.13439,0.13535
2003,Saxony,female,At least once per week,0.06263,47,21583,0.06228,0.06297
2003,Saxony,female,At least once per month,0.23302,202,21583,0.23243,0.23362
2003,Saxony,female,Seldom,0.58358,484,21583,0.58288,0.58427
2003,Saxony,female,Never,0.12077,84,21583,0.12031,0.12123
2003,Saxony-Anhalt,male,At least once per month,0.24488,101,21583,0.24402,0.24574
2003,Saxony-Anhalt,male,Seldom,0.57998,247,21583,0.57899,0.58097
2003,Saxony-Anhalt,male,Never,0.17514,63,21583,0.17438,0.17590
2003,Saxony-Anhalt,female,At least once per month,0.19843,109,21583,0.19769,0.19918
2003,Saxony-Anhalt,female,Seldom,0.62133,290,21583,0.62042,0.62224
2003,Saxony-Anhalt,female,Never,0.18024,71,21583,0.17952,0.18096
2003,Thuringa,male,At least once per month,0.24172,111,21583,0.24085,0.24259
2003,Thuringa,male,Seldom,0.66959,290,21583,0.66864,0.67055
2003,Thuringa,male,Never,0.08869,40,21583,0.08811,0.08927
2003,Thuringa,female,At least once per month,0.20335,99,21583,0.20253,0.20417
2003,Thuringa,female,Seldom,0.68447,327,21583,0.68353,0.68542
2003,Thuringa,female,Never,0.11218,41,21583,0.11154,0.11282
2008,Schleswig-Holstein,male,At least once per month,0.24604,63,18822,0.24520,0.24687
2008,Schleswig-Holstein,male,Seldom,0.59387,142,18822,0.59292,0.59482
2008,Schleswig-Holstein,male,Never,0.16009,41,18822,0.15938,0.16080
2008,Schleswig-Holstein,female,At least once per month,0.26467,77,18822,0.26389,0.26545
2008,Schleswig-Holstein,female,Seldom,0.55645,152,18822,0.55557,0.55733
2008,Schleswig-Holstein,female,Never,0.17888,51,18822,0.17820,0.17956
2008,Hamburg,male,At least once per month,0.47184,54,18822,0.47053,0.47316
2008,Hamburg,male,Seldom,0.52816,60,18822,0.52684,0.52947
2008,Hamburg,female,At least once per month,0.39659,48,18822,0.39529,0.39790
2008,Hamburg,female,Seldom,0.60341,79,18822,0.60210,0.60471
2008,Lower Saxony,male,At least once per month,0.21785,189,18822,0.21739,0.21832
2008,Lower Saxony,male,Seldom,0.59972,509,18822,0.59917,0.60027
2008,Lower Saxony,male,Never,0.18242,107,18822,0.18199,0.18286
2008,Lower Saxony,female,At least once per month,0.17498,185,18822,0.17456,0.17539
2008,Lower Saxony,female,Seldom,0.61675,546,18822,0.61623,0.61728
2008,Lower Saxony,female,Never,0.20827,146,18822,0.20783,0.20871
2008,Bremen,male,Seldom,1.00000,35,18822,1.00000,1.00000
2008,Bremen,female,Seldom,1.00000,42,18822,1.00000,1.00000
2008,North Rhine-Westphalia,male,At least once per week,0.03226,59,18822,0.03213,0.03239
2008,North Rhine-Westphalia,male,At least once per month,0.17298,363,18822,0.17271,0.17326
2008,North Rhine-Westphalia,male,Seldom,0.62422,1157,18822,0.62387,0.62458
2008,North Rhine-Westphalia,male,Never,0.17053,279,18822,0.17026,0.17081
2008,North Rhine-Westphalia,female,At least once per week,0.01955,43,18822,0.01945,0.01964
2008,North Rhine-Westphalia,female,At least once per month,0.15057,361,18822,0.15031,0.15082
2008,North Rhine-Westphalia,female,Seldom,0.61561,1262,18822,0.61526,0.61596
2008,North Rhine-Westphalia,female,Never,0.21428,384,18822,0.21399,0.21457
2008,Hesse,male,At least once per month,0.21050,150,18822,0.21000,0.21101
2008,Hesse,male,Seldom,0.63418,368,18822,0.63358,0.63477
2008,Hesse,male,Never,0.15532,85,18822,0.15487,0.15577
2008,Hesse,female,At least once per month,0.20822,158,18822,0.20771,0.20873
2008,Hesse,female,Seldom,0.61022,399,18822,0.60961,0.61083
2008,Hesse,female,Never,0.18156,108,18822,0.18108,0.18204
2008,"Rhineland-Palatinate, Saarland",male,At least once per month,0.19740,97,18822,0.19681,0.19800
2008,"Rhineland-Palatinate, Saarland",male,Seldom,0.62697,308,18822,0.62624,0.62769
2008,"Rhineland-Palatinate, Saarland",male,Never,0.17563,81,18822,0.17506,0.17620
2008,"Rhineland-Palatinate, Saarland",female,At least once per month,0.14696,105,18822,0.14650,0.14743
2008,"Rhineland-Palatinate, Saarland",female,Seldom,0.59013,357,18822,0.58948,0.59077
2008,"Rhineland-Palatinate, Saarland",female,Never,0.26291,131,18822,0.26233,0.26349
2008,Baden-Wuerttemberg,male,At least once per month,0.22743,272,18822,0.22703,0.22783
2008,Baden-Wuerttemberg,male,Seldom,0.63211,686,18822,0.63165,0.63257
