year,quintil_oecd,sampreg,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,4th Quintile,East,At least once per month,0.37099,298,721,0.33570,0.40627
2019,4th Quintile,East,Seldom,0.54544,384,721,0.50906,0.58181
2019,4th Quintile,East,Never,0.05428,39,721,0.03773,0.07083
2019,5th Quintile,West,At least once per week,0.05043,231,4193,0.04381,0.05706
2019,5th Quintile,West,At least once per month,0.42504,1867,4193,0.41007,0.44000
2019,5th Quintile,West,Seldom,0.48768,1971,4193,0.47255,0.50281
2019,5th Quintile,West,Never,0.03648,124,4193,0.03080,0.04215
2019,5th Quintile,East,At least once per week,0.06616,39,601,0.04627,0.08605
2019,5th Quintile,East,At least once per month,0.44741,287,601,0.40762,0.48720
2019,5th Quintile,East,Seldom,0.46642,275,601,0.42651,0.50634
