year,bula_h,quintil_oecd,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Hesse,2nd Quintile,At least once per month,0.24630,37,144,0.17568,0.31692
1990,Hesse,2nd Quintile,Seldom,0.48951,75,144,0.40757,0.57144
1990,Hesse,2nd Quintile,Never,0.16211,32,144,0.10171,0.22252
1990,Hesse,3rd Quintile,At least once per month,0.39058,65,163,0.31545,0.46571
1990,Hesse,3rd Quintile,Seldom,0.46403,98,163,0.38724,0.54083
1990,Hesse,4th Quintile,At least once per month,0.36953,65,196,0.30178,0.43727
1990,Hesse,4th Quintile,Seldom,0.43189,92,196,0.36237,0.50142
1990,Hesse,4th Quintile,Never,0.11899,39,196,0.07354,0.16443
1990,Hesse,5th Quintile,At least once per month,0.37413,78,174,0.30203,0.44624
1990,Hesse,5th Quintile,Seldom,0.48573,96,174,0.41125,0.56021
1990,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per month,0.23278,37,99,0.14911,0.31645
1990,"Rhineland-Palatinate, Saarland",1st Quintile,Seldom,0.44649,62,99,0.34806,0.54492
1990,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per month,0.22190,34,110,0.14389,0.29991
1990,"Rhineland-Palatinate, Saarland",2nd Quintile,Seldom,0.47258,76,110,0.37886,0.56631
1990,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per month,0.34052,41,116,0.25391,0.42713
1990,"Rhineland-Palatinate, Saarland",3rd Quintile,Seldom,0.46888,75,116,0.37767,0.56009
1990,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per month,0.38844,49,115,0.29897,0.47791
1990,"Rhineland-Palatinate, Saarland",4th Quintile,Seldom,0.45357,66,115,0.36218,0.54496
1990,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per month,0.45259,42,78,0.34141,0.56377
1990,"Rhineland-Palatinate, Saarland",5th Quintile,Seldom,0.33969,36,78,0.23391,0.44548
1990,Baden-Wuerttemberg,1st Quintile,At least once per month,0.16483,58,291,0.12213,0.20754
1990,Baden-Wuerttemberg,1st Quintile,Seldom,0.45175,161,291,0.39447,0.50902
1990,Baden-Wuerttemberg,1st Quintile,Never,0.28762,72,291,0.23552,0.33972
1990,Baden-Wuerttemberg,2nd Quintile,At least once per month,0.30887,103,351,0.26047,0.35728
1990,Baden-Wuerttemberg,2nd Quintile,Seldom,0.54923,206,351,0.49710,0.60136
1990,Baden-Wuerttemberg,2nd Quintile,Never,0.07644,42,351,0.04860,0.10427
1990,Baden-Wuerttemberg,3rd Quintile,At least once per month,0.31190,118,374,0.26488,0.35891
1990,Baden-Wuerttemberg,3rd Quintile,Seldom,0.53962,207,374,0.48904,0.59020
1990,Baden-Wuerttemberg,3rd Quintile,Never,0.07585,49,374,0.04898,0.10272
1990,Baden-Wuerttemberg,4th Quintile,At least once per month,0.39569,132,333,0.34309,0.44829
1990,Baden-Wuerttemberg,4th Quintile,Seldom,0.42879,166,333,0.37555,0.48203
1990,Baden-Wuerttemberg,4th Quintile,Never,0.06910,35,333,0.04181,0.09638
1990,Baden-Wuerttemberg,5th Quintile,At least once per week,0.08594,31,306,0.05449,0.11740
1990,Baden-Wuerttemberg,5th Quintile,At least once per month,0.42752,134,306,0.37200,0.48305
1990,Baden-Wuerttemberg,5th Quintile,Seldom,0.44520,141,306,0.38942,0.50098
1990,Bavaria,1st Quintile,At least once per month,0.19628,50,222,0.14391,0.24865
1990,Bavaria,1st Quintile,Seldom,0.54778,134,222,0.48216,0.61340
1990,Bavaria,1st Quintile,Never,0.17344,38,222,0.12352,0.22336
1990,Bavaria,2nd Quintile,At least once per month,0.35936,105,284,0.30345,0.41526
1990,Bavaria,2nd Quintile,Seldom,0.44542,143,284,0.38751,0.50333
1990,Bavaria,2nd Quintile,Never,0.09199,36,284,0.05832,0.12567
1990,Bavaria,3rd Quintile,At least once per month,0.36195,103,251,0.30238,0.42152
1990,Bavaria,3rd Quintile,Seldom,0.53265,148,251,0.47080,0.59450
1990,Bavaria,4th Quintile,At least once per week,0.13587,52,365,0.10067,0.17108
1990,Bavaria,4th Quintile,At least once per month,0.38202,147,365,0.33210,0.43193
1990,Bavaria,4th Quintile,Seldom,0.43797,166,365,0.38700,0.48894
1990,Bavaria,5th Quintile,At least once per week,0.14815,44,354,0.11109,0.18521
1990,Bavaria,5th Quintile,At least once per month,0.39240,148,354,0.34146,0.44334
1990,Bavaria,5th Quintile,Seldom,0.42629,162,354,0.37470,0.47788
1990,Berlin,4th Quintile,Seldom,0.42948,34,34,0.26059,0.59837
1990,Berlin,5th Quintile,At least once per month,0.62439,36,36,0.46395,0.78483
1995,Schleswig-Holstein,1st Quintile,Seldom,0.66742,31,31,0.49883,0.83602
1995,Schleswig-Holstein,2nd Quintile,Seldom,0.52994,33,33,0.35701,0.70287
1995,Schleswig-Holstein,3rd Quintile,Seldom,0.51724,32,32,0.34133,0.69315
1995,Schleswig-Holstein,4th Quintile,Seldom,0.62261,35,35,0.45967,0.78555
1995,Schleswig-Holstein,5th Quintile,Seldom,0.56129,34,34,0.39198,0.73060
1995,Lower Saxony,1st Quintile,At least once per month,0.22278,41,187,0.16298,0.28258
1995,Lower Saxony,1st Quintile,Seldom,0.54005,114,187,0.46843,0.61168
1995,Lower Saxony,1st Quintile,Never,0.20619,32,187,0.14804,0.26433
1995,Lower Saxony,2nd Quintile,At least once per month,0.19857,39,157,0.13597,0.26117
1995,Lower Saxony,2nd Quintile,Seldom,0.62246,118,157,0.54639,0.69854
1995,Lower Saxony,3rd Quintile,At least once per month,0.25772,55,193,0.19585,0.31959
1995,Lower Saxony,3rd Quintile,Seldom,0.61229,138,193,0.54337,0.68121
1995,Lower Saxony,4th Quintile,At least once per month,0.31170,61,177,0.24327,0.38013
1995,Lower Saxony,4th Quintile,Seldom,0.53776,116,177,0.46410,0.61142
1995,Lower Saxony,5th Quintile,At least once per month,0.48558,95,217,0.41893,0.55223
1995,Lower Saxony,5th Quintile,Seldom,0.47054,122,217,0.40398,0.53711
1995,North Rhine-Westphalia,1st Quintile,At least once per month,0.21072,92,502,0.17501,0.24643
1995,North Rhine-Westphalia,1st Quintile,Seldom,0.51699,268,502,0.47323,0.56075
1995,North Rhine-Westphalia,1st Quintile,Never,0.22863,142,502,0.19186,0.26540
1995,North Rhine-Westphalia,2nd Quintile,At least once per month,0.23013,98,492,0.19290,0.26736
1995,North Rhine-Westphalia,2nd Quintile,Seldom,0.51219,287,492,0.46797,0.55640
1995,North Rhine-Westphalia,2nd Quintile,Never,0.21307,107,492,0.17685,0.24929
1995,North Rhine-Westphalia,3rd Quintile,At least once per month,0.26753,104,467,0.22734,0.30772
1995,North Rhine-Westphalia,3rd Quintile,Seldom,0.59698,303,467,0.55245,0.64152
1995,North Rhine-Westphalia,3rd Quintile,Never,0.08770,60,467,0.06201,0.11338
1995,North Rhine-Westphalia,4th Quintile,At least once per month,0.25404,126,450,0.21377,0.29431
1995,North Rhine-Westphalia,4th Quintile,Seldom,0.59611,289,450,0.55072,0.64150
1995,North Rhine-Westphalia,4th Quintile,Never,0.08804,35,450,0.06183,0.11425
1995,North Rhine-Westphalia,5th Quintile,At least once per month,0.34615,183,498,0.30432,0.38798
1995,North Rhine-Westphalia,5th Quintile,Seldom,0.54815,315,498,0.50440,0.59191
1995,Hesse,1st Quintile,At least once per month,0.25120,35,157,0.18314,0.31926
1995,Hesse,1st Quintile,Seldom,0.44485,72,157,0.36686,0.52283
1995,Hesse,1st Quintile,Never,0.26833,50,157,0.19880,0.33786
1995,Hesse,2nd Quintile,Seldom,0.52302,98,137,0.43907,0.60696
1995,Hesse,2nd Quintile,Never,0.21240,39,137,0.14366,0.28114
1995,Hesse,3rd Quintile,At least once per month,0.20394,39,173,0.14373,0.26416
1995,Hesse,3rd Quintile,Seldom,0.54742,92,173,0.47303,0.62181
1995,Hesse,3rd Quintile,Never,0.19099,42,173,0.13225,0.24974
1995,Hesse,4th Quintile,At least once per month,0.29908,54,156,0.22700,0.37116
1995,Hesse,4th Quintile,Seldom,0.53010,102,156,0.45153,0.60867
1995,Hesse,5th Quintile,At least once per month,0.34411,82,193,0.27691,0.41131
1995,Hesse,5th Quintile,Seldom,0.51619,111,193,0.44550,0.58687
1995,"Rhineland-Palatinate, Saarland",1st Quintile,Seldom,0.47777,88,129,0.39124,0.56431
1995,"Rhineland-Palatinate, Saarland",1st Quintile,Never,0.28646,41,129,0.20813,0.36478
1995,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per month,0.25587,31,102,0.17077,0.34097
1995,"Rhineland-Palatinate, Saarland",2nd Quintile,Seldom,0.56615,71,102,0.46949,0.66280
1995,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per month,0.30847,40,114,0.22332,0.39363
1995,"Rhineland-Palatinate, Saarland",3rd Quintile,Seldom,0.45370,74,114,0.36190,0.54549
1995,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per month,0.29587,36,104,0.20772,0.38402
1995,"Rhineland-Palatinate, Saarland",4th Quintile,Seldom,0.47974,68,104,0.38326,0.57622
1995,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per month,0.36084,46,115,0.27268,0.44899
1995,"Rhineland-Palatinate, Saarland",5th Quintile,Seldom,0.48484,69,115,0.39309,0.57658
1995,Baden-Wuerttemberg,1st Quintile,At least once per month,0.14534,52,284,0.10428,0.18641
1995,Baden-Wuerttemberg,1st Quintile,Seldom,0.50206,164,284,0.44380,0.56031
1995,Baden-Wuerttemberg,1st Quintile,Never,0.27763,68,284,0.22545,0.32980
1995,Baden-Wuerttemberg,2nd Quintile,At least once per month,0.19248,71,372,0.15236,0.23259
1995,Baden-Wuerttemberg,2nd Quintile,Seldom,0.58754,228,372,0.53745,0.63764
1995,Baden-Wuerttemberg,2nd Quintile,Never,0.17208,73,372,0.13367,0.21048
1995,Baden-Wuerttemberg,3rd Quintile,At least once per month,0.24628,81,325,0.19936,0.29319
1995,Baden-Wuerttemberg,3rd Quintile,Seldom,0.57351,196,325,0.51965,0.62736
1995,Baden-Wuerttemberg,3rd Quintile,Never,0.11113,48,325,0.07690,0.14535
1995,Baden-Wuerttemberg,4th Quintile,At least once per month,0.29840,115,327,0.24873,0.34807
1995,Baden-Wuerttemberg,4th Quintile,Seldom,0.57426,212,327,0.52059,0.62794
1995,Baden-Wuerttemberg,5th Quintile,At least once per month,0.36248,132,335,0.31092,0.41403
1995,Baden-Wuerttemberg,5th Quintile,Seldom,0.52399,203,335,0.47043,0.57756
1995,Bavaria,1st Quintile,At least once per month,0.16000,40,228,0.11230,0.20769
1995,Bavaria,1st Quintile,Seldom,0.51399,138,228,0.44897,0.57901
1995,Bavaria,1st Quintile,Never,0.26455,50,228,0.20717,0.32193
1995,Bavaria,2nd Quintile,At least once per month,0.23359,63,271,0.18312,0.28406
1995,Bavaria,2nd Quintile,Seldom,0.53340,162,271,0.47390,0.59291
1995,Bavaria,2nd Quintile,Never,0.20018,46,271,0.15245,0.24791
1995,Bavaria,3rd Quintile,At least once per month,0.25551,79,280,0.20433,0.30669
1995,Bavaria,3rd Quintile,Seldom,0.60238,201,280,0.54495,0.65981
1995,Bavaria,4th Quintile,At least once per month,0.34800,146,363,0.29893,0.39707
1995,Bavaria,4th Quintile,Seldom,0.52543,217,363,0.47399,0.57687
1995,Bavaria,5th Quintile,At least once per week,0.10767,44,410,0.07763,0.13771
1995,Bavaria,5th Quintile,At least once per month,0.43654,180,410,0.38847,0.48460
1995,Bavaria,5th Quintile,Seldom,0.39935,186,410,0.35188,0.44682
1995,Berlin,1st Quintile,Seldom,0.56198,51,51,0.42446,0.69951
1995,Berlin,2nd Quintile,Seldom,0.56014,55,55,0.42774,0.69253
1995,Berlin,3rd Quintile,Seldom,0.48032,46,46,0.33434,0.62630
1995,Berlin,4th Quintile,At least once per month,0.29902,36,119,0.21641,0.38162
1995,Berlin,4th Quintile,Seldom,0.55613,83,119,0.46649,0.64578
1995,Berlin,5th Quintile,At least once per month,0.43317,57,111,0.34057,0.52577
1995,Berlin,5th Quintile,Seldom,0.43963,54,111,0.34687,0.53239
1995,Brandenburg,1st Quintile,Seldom,0.51910,58,58,0.38939,0.64881
1995,Brandenburg,2nd Quintile,At least once per month,0.25766,51,148,0.18696,0.32836
1995,Brandenburg,2nd Quintile,Seldom,0.53935,97,148,0.45877,0.61993
1995,Brandenburg,3rd Quintile,At least once per month,0.28211,34,108,0.19684,0.36739
1995,Brandenburg,3rd Quintile,Seldom,0.61193,74,108,0.51960,0.70427
1995,Brandenburg,4th Quintile,Seldom,0.63737,61,61,0.51572,0.75902
1995,Brandenburg,5th Quintile,Seldom,0.56268,43,43,0.41265,0.71270
1995,Mecklenburg-Western Pomerania,1st Quintile,Seldom,0.61187,53,53,0.47942,0.74433
1995,Mecklenburg-Western Pomerania,2nd Quintile,At least once per month,0.32528,37,96,0.23107,0.41949
1995,Mecklenburg-Western Pomerania,2nd Quintile,Seldom,0.51214,59,96,0.41162,0.61266
1995,Mecklenburg-Western Pomerania,3rd Quintile,Seldom,0.61084,56,56,0.48198,0.73970
1995,Mecklenburg-Western Pomerania,4th Quintile,At least once per month,0.36580,31,70,0.25215,0.47945
1995,Mecklenburg-Western Pomerania,4th Quintile,Seldom,0.49756,39,70,0.37958,0.61553
1995,Saxony,1st Quintile,At least once per month,0.22489,64,245,0.17250,0.27728
1995,Saxony,1st Quintile,Seldom,0.48563,130,245,0.42292,0.54835
1995,Saxony,1st Quintile,Never,0.21918,51,245,0.16727,0.27108
1995,Saxony,2nd Quintile,At least once per month,0.30419,112,317,0.25346,0.35491
1995,Saxony,2nd Quintile,Seldom,0.47874,167,317,0.42366,0.53382
1995,Saxony,2nd Quintile,Never,0.16441,38,317,0.12354,0.20528
1995,Saxony,3rd Quintile,At least once per month,0.34052,82,208,0.27597,0.40508
1995,Saxony,3rd Quintile,Seldom,0.51409,126,208,0.44600,0.58218
1995,Saxony,4th Quintile,At least once per month,0.37992,67,172,0.30717,0.45267
1995,Saxony,4th Quintile,Seldom,0.56545,105,172,0.49115,0.63975
1995,Saxony,5th Quintile,At least once per month,0.42505,33,73,0.31086,0.53923
1995,Saxony,5th Quintile,Seldom,0.51694,40,73,0.40151,0.63236
1995,Saxony-Anhalt,1st Quintile,Seldom,0.52059,71,71,0.40356,0.63762
1995,Saxony-Anhalt,2nd Quintile,At least once per month,0.24394,45,143,0.17331,0.31458
1995,Saxony-Anhalt,2nd Quintile,Seldom,0.55553,98,143,0.47380,0.63726
1995,Saxony-Anhalt,3rd Quintile,At least once per month,0.23860,45,152,0.17061,0.30658
1995,Saxony-Anhalt,3rd Quintile,Seldom,0.62196,107,152,0.54462,0.69930
1995,Saxony-Anhalt,4th Quintile,At least once per month,0.31206,47,134,0.23331,0.39080
1995,Saxony-Anhalt,4th Quintile,Seldom,0.63027,87,134,0.54823,0.71232
1995,Saxony-Anhalt,5th Quintile,Seldom,0.71628,38,38,0.57102,0.86154
1995,Thuringa,1st Quintile,At least once per month,0.24322,36,110,0.16268,0.32376
1995,Thuringa,1st Quintile,Seldom,0.44779,74,110,0.35444,0.54114
1995,Thuringa,2nd Quintile,At least once per month,0.33475,66,164,0.26230,0.40719
1995,Thuringa,2nd Quintile,Seldom,0.49537,98,164,0.41861,0.57212
1995,Thuringa,3rd Quintile,At least once per month,0.27652,57,145,0.20346,0.34957
1995,Thuringa,3rd Quintile,Seldom,0.48734,88,145,0.40570,0.56898
1995,Thuringa,4th Quintile,Seldom,0.57517,67,67,0.45591,0.69442
1998,Schleswig-Holstein,2nd Quintile,Seldom,0.58987,31,31,0.41387,0.76588
1998,Schleswig-Holstein,4th Quintile,Seldom,0.64467,36,36,0.48610,0.80323
1998,Schleswig-Holstein,5th Quintile,Seldom,0.64343,41,41,0.49499,0.79187
1998,Lower Saxony,1st Quintile,Seldom,0.66544,128,128,0.58337,0.74750
1998,Lower Saxony,2nd Quintile,At least once per month,0.20772,42,166,0.14582,0.26962
1998,Lower Saxony,2nd Quintile,Seldom,0.66585,124,166,0.59388,0.73783
1998,Lower Saxony,3rd Quintile,At least once per month,0.20695,39,167,0.14532,0.26858
1998,Lower Saxony,3rd Quintile,Seldom,0.69923,128,167,0.62947,0.76899
1998,Lower Saxony,4th Quintile,At least once per month,0.23337,45,184,0.17209,0.29466
1998,Lower Saxony,4th Quintile,Seldom,0.61611,139,184,0.54564,0.68657
1998,Lower Saxony,5th Quintile,At least once per month,0.40750,78,186,0.33669,0.47831
1998,Lower Saxony,5th Quintile,Seldom,0.48576,108,186,0.41373,0.55778
1998,North Rhine-Westphalia,1st Quintile,At least once per month,0.15023,89,525,0.11963,0.18082
1998,North Rhine-Westphalia,1st Quintile,Seldom,0.59327,321,525,0.55121,0.63533
1998,North Rhine-Westphalia,1st Quintile,Never,0.23835,115,525,0.20187,0.27483
1998,North Rhine-Westphalia,2nd Quintile,At least once per month,0.16782,64,385,0.13044,0.20520
1998,North Rhine-Westphalia,2nd Quintile,Seldom,0.63958,260,385,0.59156,0.68760
1998,North Rhine-Westphalia,2nd Quintile,Never,0.16076,61,385,0.12402,0.19750
1998,North Rhine-Westphalia,3rd Quintile,At least once per month,0.26645,110,430,0.22462,0.30829
1998,North Rhine-Westphalia,3rd Quintile,Seldom,0.61111,281,430,0.56498,0.65724
1998,North Rhine-Westphalia,3rd Quintile,Never,0.09878,39,430,0.07055,0.12701
1998,North Rhine-Westphalia,4th Quintile,At least once per month,0.24429,110,439,0.20405,0.28453
1998,North Rhine-Westphalia,4th Quintile,Seldom,0.58689,282,439,0.54078,0.63300
1998,North Rhine-Westphalia,4th Quintile,Never,0.10492,47,439,0.07622,0.13362
1998,North Rhine-Westphalia,5th Quintile,At least once per month,0.28793,151,495,0.24800,0.32786
1998,North Rhine-Westphalia,5th Quintile,Seldom,0.64027,344,495,0.59795,0.68259
1998,Hesse,1st Quintile,Seldom,0.56091,82,124,0.47321,0.64862
1998,Hesse,1st Quintile,Never,0.26103,42,124,0.18341,0.33865
1998,Hesse,2nd Quintile,At least once per month,0.24620,37,131,0.17214,0.32025
1998,Hesse,2nd Quintile,Seldom,0.51246,94,131,0.42654,0.59839
1998,Hesse,3rd Quintile,At least once per month,0.25743,34,110,0.17535,0.33951
1998,Hesse,3rd Quintile,Seldom,0.62831,76,110,0.53759,0.71904
1998,Hesse,4th Quintile,At least once per month,0.32795,53,151,0.25282,0.40308
1998,Hesse,4th Quintile,Seldom,0.57269,98,151,0.49352,0.65186
1998,Hesse,5th Quintile,At least once per month,0.31601,52,175,0.24693,0.38509
1998,Hesse,5th Quintile,Seldom,0.60306,123,175,0.53036,0.67576
1998,"Rhineland-Palatinate, Saarland",1st Quintile,Seldom,0.52693,75,112,0.43405,0.61982
1998,"Rhineland-Palatinate, Saarland",1st Quintile,Never,0.26514,37,112,0.18302,0.34725
1998,"Rhineland-Palatinate, Saarland",2nd Quintile,Seldom,0.58021,88,121,0.49191,0.66852
1998,"Rhineland-Palatinate, Saarland",2nd Quintile,Never,0.19003,33,121,0.11984,0.26023
1998,"Rhineland-Palatinate, Saarland",3rd Quintile,Seldom,0.71270,98,98,0.62265,0.80275
1998,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per month,0.25529,37,135,0.18147,0.32912
1998,"Rhineland-Palatinate, Saarland",4th Quintile,Seldom,0.58109,98,135,0.49755,0.66462
1998,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per month,0.41146,36,98,0.31353,0.50940
1998,"Rhineland-Palatinate, Saarland",5th Quintile,Seldom,0.47303,62,98,0.37367,0.57238
1998,Baden-Wuerttemberg,1st Quintile,Seldom,0.66142,214,290,0.60686,0.71598
1998,Baden-Wuerttemberg,1st Quintile,Never,0.23431,76,290,0.18548,0.28315
1998,Baden-Wuerttemberg,2nd Quintile,At least once per month,0.24330,64,309,0.19538,0.29122
1998,Baden-Wuerttemberg,2nd Quintile,Seldom,0.57155,188,309,0.51629,0.62682
1998,Baden-Wuerttemberg,2nd Quintile,Never,0.14742,57,309,0.10782,0.18701
1998,Baden-Wuerttemberg,3rd Quintile,At least once per month,0.25903,75,260,0.20567,0.31238
1998,Baden-Wuerttemberg,3rd Quintile,Seldom,0.61967,185,260,0.56055,0.67880
1998,Baden-Wuerttemberg,4th Quintile,At least once per month,0.26481,77,302,0.21496,0.31466
1998,Baden-Wuerttemberg,4th Quintile,Seldom,0.62578,225,302,0.57111,0.68045
1998,Baden-Wuerttemberg,5th Quintile,At least once per month,0.33176,95,281,0.27661,0.38691
1998,Baden-Wuerttemberg,5th Quintile,Seldom,0.59334,186,281,0.53580,0.65087
1998,Bavaria,1st Quintile,At least once per month,0.14374,40,212,0.09640,0.19107
1998,Bavaria,1st Quintile,Seldom,0.62057,136,212,0.55509,0.68604
1998,Bavaria,1st Quintile,Never,0.21602,36,212,0.16049,0.27154
1998,Bavaria,2nd Quintile,At least once per month,0.22232,57,267,0.17235,0.27229
1998,Bavaria,2nd Quintile,Seldom,0.58206,175,267,0.52279,0.64133
1998,Bavaria,2nd Quintile,Never,0.15565,35,267,0.11209,0.19922
1998,Bavaria,3rd Quintile,At least once per month,0.30800,89,299,0.25558,0.36041
1998,Bavaria,3rd Quintile,Seldom,0.57919,210,299,0.52313,0.63524
1998,Bavaria,4th Quintile,At least once per month,0.32684,125,342,0.27706,0.37663
1998,Bavaria,4th Quintile,Seldom,0.58441,217,342,0.53210,0.63672
1998,Bavaria,5th Quintile,At least once per week,0.12724,39,339,0.09172,0.16277
1998,Bavaria,5th Quintile,At least once per month,0.34761,120,339,0.29684,0.39837
1998,Bavaria,5th Quintile,Seldom,0.48704,180,339,0.43375,0.54032
1998,Berlin,1st Quintile,Seldom,0.48067,38,38,0.31968,0.64166
1998,Berlin,2nd Quintile,Seldom,0.54760,43,43,0.39707,0.69813
1998,Berlin,3rd Quintile,Seldom,0.77753,73,73,0.68146,0.87360
1998,Berlin,4th Quintile,Seldom,0.70556,73,73,0.60028,0.81085
1998,Berlin,5th Quintile,At least once per month,0.46872,42,92,0.36619,0.57125
1998,Berlin,5th Quintile,Seldom,0.49617,50,92,0.39344,0.59890
1998,Brandenburg,1st Quintile,Seldom,0.58806,58,58,0.46029,0.71584
1998,Brandenburg,2nd Quintile,Seldom,0.64568,97,97,0.55000,0.74136
1998,Brandenburg,3rd Quintile,At least once per month,0.18289,33,120,0.11343,0.25234
1998,Brandenburg,3rd Quintile,Seldom,0.54032,87,120,0.45077,0.62986
1998,Brandenburg,4th Quintile,Seldom,0.69396,73,73,0.58751,0.80041
1998,Brandenburg,5th Quintile,Seldom,0.70632,58,58,0.58808,0.82456
1998,Mecklenburg-Western Pomerania,2nd Quintile,Seldom,0.70937,63,63,0.59635,0.82240
1998,Mecklenburg-Western Pomerania,3rd Quintile,Seldom,0.67037,60,60,0.55042,0.79032
1998,Mecklenburg-Western Pomerania,4th Quintile,At least once per month,0.36085,33,74,0.25068,0.47102
1998,Mecklenburg-Western Pomerania,4th Quintile,Seldom,0.51889,41,74,0.40427,0.63351
1998,Saxony,1st Quintile,At least once per month,0.17526,32,173,0.11844,0.23208
1998,Saxony,1st Quintile,Seldom,0.57469,110,173,0.50081,0.64858
1998,Saxony,1st Quintile,Never,0.16710,31,173,0.11135,0.22286
1998,Saxony,2nd Quintile,At least once per month,0.25659,74,231,0.20014,0.31303
1998,Saxony,2nd Quintile,Seldom,0.52701,157,231,0.46249,0.59154
1998,Saxony,3rd Quintile,At least once per month,0.26981,87,287,0.21837,0.32126
1998,Saxony,3rd Quintile,Seldom,0.66831,200,287,0.61374,0.72288
1998,Saxony,4th Quintile,At least once per month,0.30485,54,175,0.23645,0.37325
1998,Saxony,4th Quintile,Seldom,0.57856,121,175,0.50519,0.65193
1998,Saxony,5th Quintile,At least once per month,0.31763,31,84,0.21747,0.41779
1998,Saxony,5th Quintile,Seldom,0.61857,53,84,0.51406,0.72307
1998,Saxony-Anhalt,1st Quintile,Seldom,0.48548,67,108,0.39078,0.58018
1998,Saxony-Anhalt,1st Quintile,Never,0.32156,41,108,0.23305,0.41006
1998,Saxony-Anhalt,2nd Quintile,At least once per month,0.26672,33,104,0.18131,0.35212
1998,Saxony-Anhalt,2nd Quintile,Seldom,0.52633,71,104,0.42990,0.62275
1998,Saxony-Anhalt,3rd Quintile,At least once per month,0.22656,40,159,0.16128,0.29183
1998,Saxony-Anhalt,3rd Quintile,Seldom,0.61330,119,159,0.53736,0.68923
1998,Saxony-Anhalt,4th Quintile,At least once per month,0.25892,32,107,0.17553,0.34231
1998,Saxony-Anhalt,4th Quintile,Seldom,0.65881,75,107,0.56855,0.74907
