year,pgisced97,regtyp,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,First Stage of Tertiary Education,Rural regions,At least once per month,0.24706,68,269,0.19542,0.29870
1998,First Stage of Tertiary Education,Rural regions,Seldom,0.61087,201,269,0.55250,0.66925
1998,Second Stage of Tertiary Education,Urban regions,At least once per week,0.06253,72,1238,0.04904,0.07603
1998,Second Stage of Tertiary Education,Urban regions,At least once per month,0.39444,466,1238,0.36721,0.42168
1998,Second Stage of Tertiary Education,Urban regions,Seldom,0.50971,664,1238,0.48185,0.53757
1998,Second Stage of Tertiary Education,Urban regions,Never,0.03104,36,1238,0.02137,0.04070
1998,Second Stage of Tertiary Education,Rural regions,At least once per week,0.05147,36,693,0.03501,0.06793
1998,Second Stage of Tertiary Education,Rural regions,At least once per month,0.33418,234,693,0.29903,0.36932
1998,Second Stage of Tertiary Education,Rural regions,Seldom,0.57336,423,693,0.53651,0.61022
2003,No answer / don't know,Urban regions,At least once per month,0.17200,31,131,0.10713,0.23687
2003,No answer / don't know,Urban regions,Seldom,0.64759,100,131,0.56546,0.72971
2003,No answer / don't know,Rural regions,Seldom,0.63163,51,51,0.49793,0.76533
2003,Pre-primary Level,Urban regions,At least once per month,0.18751,95,398,0.14911,0.22590
2003,Pre-primary Level,Urban regions,Seldom,0.63055,256,398,0.58307,0.67803
2003,Pre-primary Level,Urban regions,Never,0.13399,47,398,0.10048,0.16750
2003,Pre-primary Level,Rural regions,At least once per month,0.22151,47,168,0.15852,0.28449
2003,Pre-primary Level,Rural regions,Seldom,0.65938,121,168,0.58750,0.73126
2003,Primary Level,Urban regions,Seldom,0.44740,98,183,0.37516,0.51964
2003,Primary Level,Urban regions,Never,0.42801,85,183,0.35612,0.49989
2003,Lower Secondary Level,Urban regions,At least once per week,0.03231,61,1837,0.02422,0.04039
2003,Lower Secondary Level,Urban regions,At least once per month,0.16815,303,1837,0.15105,0.18526
2003,Lower Secondary Level,Urban regions,Seldom,0.54491,1027,1837,0.52213,0.56769
2003,Lower Secondary Level,Urban regions,Never,0.25342,446,1837,0.23353,0.27332
2003,Lower Secondary Level,Rural regions,At least once per month,0.15325,147,851,0.12904,0.17747
2003,Lower Secondary Level,Rural regions,Seldom,0.55965,510,851,0.52628,0.59303
2003,Lower Secondary Level,Rural regions,Never,0.25128,194,851,0.22212,0.28044
2003,Upper Secondary Level,Urban regions,At least once per week,0.04366,314,7038,0.03888,0.04843
2003,Upper Secondary Level,Urban regions,At least once per month,0.22829,1654,7038,0.21848,0.23810
2003,Upper Secondary Level,Urban regions,Seldom,0.57946,4165,7038,0.56792,0.59099
2003,Upper Secondary Level,Urban regions,Never,0.14768,905,7038,0.13939,0.15597
2003,Upper Secondary Level,Rural regions,At least once per week,0.03907,170,4009,0.03307,0.04507
2003,Upper Secondary Level,Rural regions,At least once per month,0.22469,907,4009,0.21177,0.23761
2003,Upper Secondary Level,Rural regions,Seldom,0.60703,2457,4009,0.59191,0.62215
2003,Upper Secondary Level,Rural regions,Never,0.12844,475,4009,0.11808,0.13880
2003,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.06239,49,878,0.04638,0.07839
2003,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.28893,260,878,0.25893,0.31893
2003,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.55152,493,878,0.51861,0.58444
2003,Post-secondary Non-tertiary Level,Urban regions,Never,0.09716,76,878,0.07756,0.11677
2003,Post-secondary Non-tertiary Level,Rural regions,At least once per month,0.23998,68,238,0.18561,0.29435
2003,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.65448,170,238,0.59394,0.71503
2003,First Stage of Tertiary Education,Urban regions,At least once per week,0.05025,50,1061,0.03710,0.06340
2003,First Stage of Tertiary Education,Urban regions,At least once per month,0.28032,296,1061,0.25328,0.30736
2003,First Stage of Tertiary Education,Urban regions,Seldom,0.58445,640,1061,0.55478,0.61412
2003,First Stage of Tertiary Education,Urban regions,Never,0.08258,75,1061,0.06601,0.09915
2003,First Stage of Tertiary Education,Rural regions,At least once per month,0.23968,155,585,0.20506,0.27430
2003,First Stage of Tertiary Education,Rural regions,Seldom,0.63206,385,585,0.59295,0.67117
2003,First Stage of Tertiary Education,Rural regions,Never,0.08018,45,585,0.05815,0.10221
2003,Second Stage of Tertiary Education,Urban regions,At least once per week,0.06832,227,3061,0.05939,0.07726
2003,Second Stage of Tertiary Education,Urban regions,At least once per month,0.35971,1181,3061,0.34271,0.37671
2003,Second Stage of Tertiary Education,Urban regions,Seldom,0.52436,1545,3061,0.50666,0.54205
2003,Second Stage of Tertiary Education,Urban regions,Never,0.04571,108,3061,0.03831,0.05311
2003,Second Stage of Tertiary Education,Rural regions,At least once per week,0.06659,86,1258,0.05281,0.08037
2003,Second Stage of Tertiary Education,Rural regions,At least once per month,0.34538,446,1258,0.31909,0.37167
2003,Second Stage of Tertiary Education,Rural regions,Seldom,0.53438,674,1258,0.50681,0.56196
2003,Second Stage of Tertiary Education,Rural regions,Never,0.05365,52,1258,0.04119,0.06611
2008,No answer / don't know,Urban regions,At least once per month,0.15697,36,215,0.10823,0.20570
2008,No answer / don't know,Urban regions,Seldom,0.53881,121,215,0.47202,0.60560
2008,No answer / don't know,Urban regions,Never,0.27026,58,215,0.21076,0.32976
2008,No answer / don't know,Rural regions,Seldom,0.51864,55,86,0.41242,0.62486
2008,No answer / don't know,Rural regions,Never,0.25432,31,86,0.16174,0.34690
2008,Pre-primary Level,Urban regions,At least once per month,0.25796,50,209,0.19850,0.31741
2008,Pre-primary Level,Urban regions,Seldom,0.62153,159,209,0.55561,0.68744
2008,Pre-primary Level,Rural regions,Seldom,0.57003,72,72,0.45488,0.68519
2008,Primary Level,Urban regions,Seldom,0.46375,57,124,0.37562,0.55189
2008,Primary Level,Urban regions,Never,0.50353,67,124,0.41517,0.59190
2008,Lower Secondary Level,Urban regions,At least once per month,0.09927,146,1302,0.08302,0.11552
2008,Lower Secondary Level,Urban regions,Seldom,0.55045,752,1302,0.52342,0.57749
2008,Lower Secondary Level,Urban regions,Never,0.32695,404,1302,0.30146,0.35244
2008,Lower Secondary Level,Rural regions,At least once per month,0.11658,85,667,0.09221,0.14096
2008,Lower Secondary Level,Rural regions,Seldom,0.50704,355,667,0.46907,0.54501
2008,Lower Secondary Level,Rural regions,Never,0.35980,227,667,0.32335,0.39625
2008,Upper Secondary Level,Urban regions,At least once per week,0.02462,146,6069,0.02072,0.02852
2008,Upper Secondary Level,Urban regions,At least once per month,0.18407,1204,6069,0.17432,0.19382
2008,Upper Secondary Level,Urban regions,Seldom,0.61191,3729,6069,0.59965,0.62417
2008,Upper Secondary Level,Urban regions,Never,0.17852,990,6069,0.16889,0.18816
2008,Upper Secondary Level,Rural regions,At least once per week,0.02283,81,3606,0.01795,0.02770
2008,Upper Secondary Level,Rural regions,At least once per month,0.18111,660,3606,0.16854,0.19368
2008,Upper Secondary Level,Rural regions,Seldom,0.60172,2226,3606,0.58574,0.61770
2008,Upper Secondary Level,Rural regions,Never,0.19405,639,3606,0.18114,0.20696
2008,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.23377,177,792,0.20428,0.26327
2008,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.65139,538,792,0.61818,0.68460
2008,Post-secondary Non-tertiary Level,Urban regions,Never,0.10278,77,792,0.08162,0.12394
2008,Post-secondary Non-tertiary Level,Rural regions,At least once per month,0.24569,61,241,0.19123,0.30016
2008,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.62060,180,241,0.55921,0.68199
2008,First Stage of Tertiary Education,Urban regions,At least once per month,0.22061,201,853,0.19276,0.24845
2008,First Stage of Tertiary Education,Urban regions,Seldom,0.62957,564,853,0.59715,0.66200
2008,First Stage of Tertiary Education,Urban regions,Never,0.12585,88,853,0.10358,0.14812
2008,First Stage of Tertiary Education,Rural regions,At least once per month,0.20504,107,513,0.17007,0.24001
2008,First Stage of Tertiary Education,Rural regions,Seldom,0.63354,348,513,0.59180,0.67528
2008,First Stage of Tertiary Education,Rural regions,Never,0.11684,58,513,0.08901,0.14466
2008,Second Stage of Tertiary Education,Urban regions,At least once per week,0.05209,144,2969,0.04409,0.06008
2008,Second Stage of Tertiary Education,Urban regions,At least once per month,0.31262,1000,2969,0.29594,0.32929
2008,Second Stage of Tertiary Education,Urban regions,Seldom,0.56462,1672,2969,0.54678,0.58246
2008,Second Stage of Tertiary Education,Urban regions,Never,0.06897,153,2969,0.05986,0.07809
2008,Second Stage of Tertiary Education,Rural regions,At least once per week,0.04938,61,1211,0.03717,0.06159
2008,Second Stage of Tertiary Education,Rural regions,At least once per month,0.29563,397,1211,0.26991,0.32134
2008,Second Stage of Tertiary Education,Rural regions,Seldom,0.59484,691,1211,0.56718,0.62250
2008,Second Stage of Tertiary Education,Rural regions,Never,0.06016,62,1211,0.04676,0.07355
2013,No answer / don't know,Urban regions,At least once per month,0.24736,72,295,0.19804,0.29668
2013,No answer / don't know,Urban regions,Seldom,0.55889,172,295,0.50213,0.61564
2013,No answer / don't know,Urban regions,Never,0.17618,51,295,0.13263,0.21973
2013,No answer / don't know,Rural regions,At least once per month,0.12234,32,140,0.06786,0.17681
2013,No answer / don't know,Rural regions,Seldom,0.43795,69,140,0.35547,0.52043
2013,No answer / don't know,Rural regions,Never,0.38305,39,140,0.30223,0.46387
2013,Pre-primary Level,Urban regions,At least once per month,0.27771,93,277,0.22488,0.33055
2013,Pre-primary Level,Urban regions,Seldom,0.63374,184,277,0.57690,0.69058
2013,Pre-primary Level,Rural regions,At least once per month,0.28418,46,124,0.20448,0.36389
2013,Pre-primary Level,Rural regions,Seldom,0.59201,78,124,0.50516,0.67887
2013,Primary Level,Urban regions,Seldom,0.42255,82,175,0.34915,0.49595
2013,Primary Level,Urban regions,Never,0.44580,93,175,0.37195,0.51966
2013,Primary Level,Rural regions,Seldom,0.29718,44,96,0.20528,0.38909
2013,Primary Level,Rural regions,Never,0.48835,52,96,0.38783,0.58887
2013,Lower Secondary Level,Urban regions,At least once per week,0.02640,57,1668,0.01871,0.03410
2013,Lower Secondary Level,Urban regions,At least once per month,0.13999,268,1668,0.12334,0.15665
2013,Lower Secondary Level,Urban regions,Seldom,0.52015,871,1668,0.49616,0.54413
2013,Lower Secondary Level,Urban regions,Never,0.31340,472,1668,0.29113,0.33567
2013,Lower Secondary Level,Rural regions,At least once per week,0.03455,38,913,0.02269,0.04640
2013,Lower Secondary Level,Rural regions,At least once per month,0.15044,139,913,0.12724,0.17364
2013,Lower Secondary Level,Rural regions,Seldom,0.50193,479,913,0.46948,0.53438
2013,Lower Secondary Level,Rural regions,Never,0.31262,257,913,0.28253,0.34270
2013,Upper Secondary Level,Urban regions,At least once per week,0.02810,258,7251,0.02430,0.03191
2013,Upper Secondary Level,Urban regions,At least once per month,0.23272,1785,7251,0.22299,0.24245
2013,Upper Secondary Level,Urban regions,Seldom,0.58110,4177,7251,0.56974,0.59246
2013,Upper Secondary Level,Urban regions,Never,0.15669,1031,7251,0.14832,0.16505
2013,Upper Secondary Level,Rural regions,At least once per week,0.03195,178,5102,0.02712,0.03677
2013,Upper Secondary Level,Rural regions,At least once per month,0.23033,1203,5102,0.21878,0.24189
2013,Upper Secondary Level,Rural regions,Seldom,0.58963,2988,5102,0.57613,0.60313
2013,Upper Secondary Level,Rural regions,Never,0.14626,733,5102,0.13656,0.15595
2013,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.04923,61,1269,0.03732,0.06114
2013,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.27883,398,1269,0.25415,0.30352
2013,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.57704,709,1269,0.54985,0.60424
2013,Post-secondary Non-tertiary Level,Urban regions,Never,0.08952,101,1269,0.07381,0.10524
2013,Post-secondary Non-tertiary Level,Rural regions,At least once per month,0.32233,163,475,0.28026,0.36441
2013,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.54801,276,475,0.50321,0.59282
2013,Post-secondary Non-tertiary Level,Rural regions,Never,0.08996,36,475,0.06420,0.11572
2013,First Stage of Tertiary Education,Urban regions,At least once per week,0.04162,51,990,0.02917,0.05407
2013,First Stage of Tertiary Education,Urban regions,At least once per month,0.28382,309,990,0.25572,0.31191
2013,First Stage of Tertiary Education,Urban regions,Seldom,0.58850,558,990,0.55783,0.61917
2013,First Stage of Tertiary Education,Urban regions,Never,0.08588,72,990,0.06841,0.10334
2013,First Stage of Tertiary Education,Rural regions,At least once per month,0.28277,196,650,0.24812,0.31741
2013,First Stage of Tertiary Education,Rural regions,Seldom,0.57662,399,650,0.53860,0.61463
2013,First Stage of Tertiary Education,Rural regions,Never,0.09546,55,650,0.07285,0.11807
2013,Second Stage of Tertiary Education,Urban regions,At least once per week,0.05756,287,4161,0.05049,0.06464
2013,Second Stage of Tertiary Education,Urban regions,At least once per month,0.42084,1746,4161,0.40584,0.43584
2013,Second Stage of Tertiary Education,Urban regions,Seldom,0.47935,1956,4161,0.46417,0.49454
2013,Second Stage of Tertiary Education,Urban regions,Never,0.04029,172,4161,0.03431,0.04626
2013,Second Stage of Tertiary Education,Rural regions,At least once per week,0.07487,117,1651,0.06217,0.08757
2013,Second Stage of Tertiary Education,Rural regions,At least once per month,0.37738,642,1651,0.35399,0.40076
2013,Second Stage of Tertiary Education,Rural regions,Seldom,0.48712,804,1651,0.46300,0.51124
2013,Second Stage of Tertiary Education,Rural regions,Never,0.06061,88,1651,0.04910,0.07213
2017,No answer / don't know,Urban regions,Seldom,0.34641,61,121,0.26127,0.43154
2017,No answer / don't know,Urban regions,Never,0.30611,60,121,0.22365,0.38857
2017,Primary Level,Urban regions,At least once per week,0.06146,76,945,0.04614,0.07678
2017,Primary Level,Urban regions,At least once per month,0.14892,145,945,0.12621,0.17163
2017,Primary Level,Urban regions,Seldom,0.30250,304,945,0.27320,0.33181
2017,Primary Level,Urban regions,Never,0.47773,420,945,0.44586,0.50959
2017,Primary Level,Rural regions,At least once per month,0.09318,55,433,0.06577,0.12060
2017,Primary Level,Rural regions,Seldom,0.31886,171,433,0.27491,0.36281
2017,Primary Level,Rural regions,Never,0.48834,207,433,0.44120,0.53548
2017,Lower Secondary Level,Urban regions,At least once per week,0.06859,49,545,0.04735,0.08983
2017,Lower Secondary Level,Urban regions,At least once per month,0.20430,106,545,0.17041,0.23818
2017,Lower Secondary Level,Urban regions,Seldom,0.32255,195,545,0.28326,0.36183
2017,Lower Secondary Level,Urban regions,Never,0.38926,195,545,0.34829,0.43024
2017,Lower Secondary Level,Rural regions,At least once per month,0.14354,35,230,0.09813,0.18895
2017,Lower Secondary Level,Rural regions,Seldom,0.38966,98,230,0.32650,0.45282
2017,Lower Secondary Level,Rural regions,Never,0.35347,97,230,0.29155,0.41539
2017,Upper Secondary Level,Urban regions,At least once per week,0.10994,49,456,0.08119,0.13868
2017,Upper Secondary Level,Urban regions,At least once per month,0.20339,79,456,0.16640,0.24037
2017,Upper Secondary Level,Urban regions,Seldom,0.30073,155,456,0.25859,0.34287
2017,Upper Secondary Level,Urban regions,Never,0.36135,173,456,0.31721,0.40549
2017,Upper Secondary Level,Rural regions,At least once per month,0.20455,38,182,0.14578,0.26331
2017,Upper Secondary Level,Rural regions,Seldom,0.36018,76,182,0.29024,0.43011
2017,Upper Secondary Level,Rural regions,Never,0.31658,68,182,0.24882,0.38435
2017,Second Stage of Tertiary Education,Urban regions,At least once per week,0.10505,54,528,0.07888,0.13123
2017,Second Stage of Tertiary Education,Urban regions,At least once per month,0.18795,104,528,0.15460,0.22131
2017,Second Stage of Tertiary Education,Urban regions,Seldom,0.36004,193,528,0.31906,0.40103
2017,Second Stage of Tertiary Education,Urban regions,Never,0.32862,177,528,0.28851,0.36872
2017,Second Stage of Tertiary Education,Rural regions,At least once per month,0.13576,32,175,0.08486,0.18665
2017,Second Stage of Tertiary Education,Rural regions,Seldom,0.35258,81,175,0.28158,0.42357
2017,Second Stage of Tertiary Education,Rural regions,Never,0.37076,62,175,0.29899,0.44253
2018,No answer / don't know,Urban regions,At least once per month,0.32835,43,141,0.25056,0.40614
2018,No answer / don't know,Urban regions,Seldom,0.25583,48,141,0.18355,0.32810
2018,No answer / don't know,Urban regions,Never,0.22805,50,141,0.15855,0.29755
2018,Primary Level,Urban regions,At least once per week,0.16362,129,791,0.13783,0.18942
2018,Primary Level,Urban regions,At least once per month,0.22866,196,791,0.19937,0.25794
2018,Primary Level,Urban regions,Seldom,0.33471,281,791,0.30180,0.36762
2018,Primary Level,Urban regions,Never,0.26524,185,791,0.23445,0.29602
2018,Primary Level,Rural regions,At least once per week,0.11218,47,308,0.07687,0.14748
2018,Primary Level,Rural regions,At least once per month,0.18619,67,308,0.14264,0.22973
2018,Primary Level,Rural regions,Seldom,0.41499,134,308,0.35987,0.47011
2018,Primary Level,Rural regions,Never,0.21079,60,308,0.16516,0.25641
2018,Lower Secondary Level,Urban regions,At least once per week,0.19785,78,442,0.16067,0.23504
2018,Lower Secondary Level,Urban regions,At least once per month,0.27083,126,442,0.22936,0.31231
2018,Lower Secondary Level,Urban regions,Seldom,0.31513,154,442,0.27177,0.35849
2018,Lower Secondary Level,Urban regions,Never,0.20693,84,442,0.16912,0.24474
2018,Lower Secondary Level,Rural regions,At least once per month,0.24900,46,153,0.18026,0.31775
2018,Lower Secondary Level,Rural regions,Seldom,0.31275,74,153,0.23905,0.38646
2018,Lower Secondary Level,Rural regions,Never,0.18408,33,153,0.12247,0.24569
2018,Upper Secondary Level,Urban regions,At least once per week,0.15783,63,388,0.12151,0.19416
2018,Upper Secondary Level,Urban regions,At least once per month,0.26956,96,388,0.22535,0.31377
2018,Upper Secondary Level,Urban regions,Seldom,0.37615,163,388,0.32789,0.42441
