year,migback,quintil_oecd,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Direct migration background,2nd Quintile,At least once per month,0.17846,89,505,0.14503,0.21189
1998,Direct migration background,2nd Quintile,Seldom,0.58735,307,505,0.54437,0.63033
1998,Direct migration background,2nd Quintile,Never,0.15480,109,505,0.12322,0.18638
1998,Direct migration background,3rd Quintile,At least once per month,0.19438,70,388,0.15496,0.23381
1998,Direct migration background,3rd Quintile,Seldom,0.58775,257,388,0.53870,0.63679
1998,Direct migration background,3rd Quintile,Never,0.17325,61,388,0.13554,0.21096
1998,Direct migration background,4th Quintile,At least once per month,0.26047,77,318,0.21215,0.30878
1998,Direct migration background,4th Quintile,Seldom,0.55806,189,318,0.50339,0.61273
1998,Direct migration background,4th Quintile,Never,0.13414,52,318,0.09662,0.17165
1998,Direct migration background,5th Quintile,At least once per month,0.34780,58,182,0.27842,0.41719
1998,Direct migration background,5th Quintile,Seldom,0.52736,124,182,0.45462,0.60009
1998,Indirect migration background,1st Quintile,Seldom,0.18776,101,138,0.12236,0.25315
1998,Indirect migration background,1st Quintile,Never,0.06757,37,138,0.02554,0.10960
1998,Indirect migration background,2nd Quintile,Seldom,0.22958,91,91,0.14269,0.31647
1998,Indirect migration background,3rd Quintile,Seldom,0.31292,68,68,0.20189,0.42396
1998,Indirect migration background,4th Quintile,At least once per month,0.18313,36,94,0.10452,0.26174
1998,Indirect migration background,4th Quintile,Seldom,0.36676,58,94,0.26881,0.46470
1998,Indirect migration background,5th Quintile,Seldom,0.24595,36,36,0.10327,0.38862
2003,No migration background,1st Quintile,At least once per week,0.02246,71,2418,0.01655,0.02837
2003,No migration background,1st Quintile,At least once per month,0.13100,388,2418,0.11755,0.14445
2003,No migration background,1st Quintile,Seldom,0.43533,1339,2418,0.41556,0.45509
2003,No migration background,1st Quintile,Never,0.22112,620,2418,0.20458,0.23767
2003,No migration background,2nd Quintile,At least once per week,0.04022,137,3087,0.03329,0.04715
2003,No migration background,2nd Quintile,At least once per month,0.16740,601,3087,0.15423,0.18057
2003,No migration background,2nd Quintile,Seldom,0.48039,1909,3087,0.46277,0.49802
2003,No migration background,2nd Quintile,Never,0.12190,440,3087,0.11036,0.13344
2003,No migration background,3rd Quintile,At least once per week,0.03826,150,3436,0.03185,0.04468
2003,No migration background,3rd Quintile,At least once per month,0.19313,830,3436,0.17993,0.20633
2003,No migration background,3rd Quintile,Seldom,0.50867,2126,3436,0.49195,0.52539
2003,No migration background,3rd Quintile,Never,0.08709,330,3436,0.07767,0.09652
2003,No migration background,4th Quintile,At least once per week,0.04358,193,3892,0.03717,0.05000
2003,No migration background,4th Quintile,At least once per month,0.23465,1065,3892,0.22133,0.24796
2003,No migration background,4th Quintile,Seldom,0.51249,2358,3892,0.49678,0.52819
2003,No migration background,4th Quintile,Never,0.06644,276,3892,0.05861,0.07427
2003,No migration background,5th Quintile,At least once per week,0.05659,403,5820,0.05065,0.06252
2003,No migration background,5th Quintile,At least once per month,0.30977,2104,5820,0.29789,0.32165
2003,No migration background,5th Quintile,Seldom,0.48534,3079,5820,0.47250,0.49819
2003,No migration background,5th Quintile,Never,0.04932,234,5820,0.04376,0.05489
2003,Direct migration background,1st Quintile,At least once per month,0.09466,90,769,0.07396,0.11536
2003,Direct migration background,1st Quintile,Seldom,0.50568,433,769,0.47032,0.54104
2003,Direct migration background,1st Quintile,Never,0.29028,246,769,0.25818,0.32238
2003,Direct migration background,2nd Quintile,At least once per month,0.18922,113,583,0.15740,0.22104
2003,Direct migration background,2nd Quintile,Seldom,0.49727,324,583,0.45665,0.53789
2003,Direct migration background,2nd Quintile,Never,0.22828,146,583,0.19418,0.26238
2003,Direct migration background,3rd Quintile,At least once per month,0.18584,86,443,0.14958,0.22210
2003,Direct migration background,3rd Quintile,Seldom,0.57481,274,443,0.52873,0.62090
2003,Direct migration background,3rd Quintile,Never,0.16889,83,443,0.13397,0.20382
2003,Direct migration background,4th Quintile,At least once per month,0.26034,97,391,0.21679,0.30389
2003,Direct migration background,4th Quintile,Seldom,0.52142,220,391,0.47184,0.57100
2003,Direct migration background,4th Quintile,Never,0.16495,74,391,0.12811,0.20178
2003,Direct migration background,5th Quintile,At least once per month,0.30315,97,305,0.25148,0.35481
2003,Direct migration background,5th Quintile,Seldom,0.55582,208,305,0.49996,0.61167
2003,Indirect migration background,1st Quintile,Seldom,0.16537,109,155,0.10669,0.22405
2003,Indirect migration background,1st Quintile,Never,0.10545,46,155,0.05694,0.15396
2003,Indirect migration background,2nd Quintile,Seldom,0.21411,84,117,0.13946,0.28876
2003,Indirect migration background,2nd Quintile,Never,0.06709,33,117,0.02156,0.11262
2003,Indirect migration background,3rd Quintile,At least once per month,0.08216,38,120,0.03282,0.13150
2003,Indirect migration background,3rd Quintile,Seldom,0.23485,82,120,0.15869,0.31102
2003,Indirect migration background,4th Quintile,At least once per month,0.11667,34,119,0.05875,0.17459
2003,Indirect migration background,4th Quintile,Seldom,0.32754,85,119,0.24286,0.41222
2003,Indirect migration background,5th Quintile,At least once per month,0.14411,42,132,0.08397,0.20425
2003,Indirect migration background,5th Quintile,Seldom,0.37756,90,132,0.29454,0.46057
2008,No migration background,1st Quintile,At least once per week,0.01709,45,2165,0.01163,0.02255
2008,No migration background,1st Quintile,At least once per month,0.09142,257,2165,0.07928,0.10356
2008,No migration background,1st Quintile,Seldom,0.38602,1081,2165,0.36551,0.40654
2008,No migration background,1st Quintile,Never,0.31030,782,2165,0.29081,0.32979
2008,No migration background,2nd Quintile,At least once per week,0.02600,71,2813,0.02011,0.03188
2008,No migration background,2nd Quintile,At least once per month,0.13665,472,2813,0.12395,0.14935
2008,No migration background,2nd Quintile,Seldom,0.48868,1699,2813,0.47021,0.50716
2008,No migration background,2nd Quintile,Never,0.17735,571,2813,0.16324,0.19147
2008,No migration background,3rd Quintile,At least once per week,0.02353,95,3265,0.01833,0.02874
2008,No migration background,3rd Quintile,At least once per month,0.16907,665,3265,0.15621,0.18193
2008,No migration background,3rd Quintile,Seldom,0.52509,2075,3265,0.50796,0.54223
2008,No migration background,3rd Quintile,Never,0.12144,430,3265,0.11023,0.13264
2008,No migration background,4th Quintile,At least once per week,0.01960,86,3456,0.01498,0.02422
2008,No migration background,4th Quintile,At least once per month,0.18603,773,3456,0.17305,0.19900
2008,No migration background,4th Quintile,Seldom,0.56260,2245,3456,0.54605,0.57914
2008,No migration background,4th Quintile,Never,0.08797,352,3456,0.07852,0.09741
2008,No migration background,5th Quintile,At least once per week,0.03710,204,4865,0.03179,0.04242
2008,No migration background,5th Quintile,At least once per month,0.28922,1597,4865,0.27648,0.30196
2008,No migration background,5th Quintile,Seldom,0.52662,2833,4865,0.51259,0.54065
2008,No migration background,5th Quintile,Never,0.04908,231,4865,0.04301,0.05516
2008,Direct migration background,1st Quintile,At least once per month,0.08173,55,585,0.05951,0.10395
2008,Direct migration background,1st Quintile,Seldom,0.53321,321,585,0.49275,0.57367
2008,Direct migration background,1st Quintile,Never,0.33721,209,585,0.29886,0.37555
2008,Direct migration background,2nd Quintile,At least once per month,0.09370,42,399,0.06507,0.12233
2008,Direct migration background,2nd Quintile,Seldom,0.52637,242,399,0.47731,0.57542
2008,Direct migration background,2nd Quintile,Never,0.30001,115,399,0.25499,0.34504
2008,Direct migration background,3rd Quintile,At least once per month,0.15751,54,362,0.11993,0.19509
2008,Direct migration background,3rd Quintile,Seldom,0.62651,239,362,0.57661,0.67641
2008,Direct migration background,3rd Quintile,Never,0.18792,69,362,0.14762,0.22821
2008,Direct migration background,4th Quintile,At least once per month,0.15330,54,275,0.11064,0.19596
2008,Direct migration background,4th Quintile,Seldom,0.68392,185,275,0.62887,0.73897
2008,Direct migration background,4th Quintile,Never,0.12629,36,275,0.08696,0.16562
2008,Direct migration background,5th Quintile,At least once per month,0.33451,72,223,0.27244,0.39657
2008,Direct migration background,5th Quintile,Seldom,0.54455,151,223,0.47904,0.61006
2008,Indirect migration background,1st Quintile,Seldom,0.26547,114,164,0.19768,0.33326
2008,Indirect migration background,1st Quintile,Never,0.10163,50,164,0.05524,0.14801
2008,Indirect migration background,2nd Quintile,Seldom,0.28872,85,123,0.20831,0.36914
2008,Indirect migration background,2nd Quintile,Never,0.11647,38,123,0.05955,0.17339
2008,Indirect migration background,3rd Quintile,At least once per month,0.10246,31,138,0.05168,0.15324
2008,Indirect migration background,3rd Quintile,Seldom,0.36570,107,138,0.28505,0.44635
2008,Indirect migration background,4th Quintile,Seldom,0.33490,79,79,0.23016,0.43964
2008,Indirect migration background,5th Quintile,At least once per month,0.19168,43,124,0.12212,0.26124
2008,Indirect migration background,5th Quintile,Seldom,0.37585,81,124,0.29026,0.46145
2013,No migration background,1st Quintile,At least once per week,0.02372,133,3802,0.01888,0.02855
2013,No migration background,1st Quintile,At least once per month,0.12667,656,3802,0.11610,0.13725
2013,No migration background,1st Quintile,Seldom,0.41092,1981,3802,0.39528,0.42656
2013,No migration background,1st Quintile,Never,0.24637,1032,3802,0.23267,0.26007
2013,No migration background,2nd Quintile,At least once per week,0.02781,163,4229,0.02285,0.03277
2013,No migration background,2nd Quintile,At least once per month,0.17791,1013,4229,0.16639,0.18944
2013,No migration background,2nd Quintile,Seldom,0.46650,2378,4229,0.45147,0.48154
2013,No migration background,2nd Quintile,Never,0.16356,675,4229,0.15241,0.17471
2013,No migration background,3rd Quintile,At least once per week,0.02985,173,4182,0.02469,0.03501
2013,No migration background,3rd Quintile,At least once per month,0.20982,1168,4182,0.19748,0.22217
2013,No migration background,3rd Quintile,Seldom,0.50234,2437,4182,0.48718,0.51749
2013,No migration background,3rd Quintile,Never,0.10101,404,4182,0.09188,0.11015
2013,No migration background,4th Quintile,At least once per week,0.03842,227,4321,0.03268,0.04415
2013,No migration background,4th Quintile,At least once per month,0.26583,1398,4321,0.25265,0.27900
2013,No migration background,4th Quintile,Seldom,0.49271,2404,4321,0.47780,0.50762
2013,No migration background,4th Quintile,Never,0.06820,292,4321,0.06068,0.07572
2013,No migration background,5th Quintile,At least once per week,0.03844,256,4949,0.03309,0.04380
2013,No migration background,5th Quintile,At least once per month,0.34681,2016,4949,0.33355,0.36007
2013,No migration background,5th Quintile,Seldom,0.47100,2498,4949,0.45709,0.48491
2013,No migration background,5th Quintile,Never,0.03859,179,4949,0.03323,0.04396
2013,Direct migration background,1st Quintile,At least once per week,0.03232,42,973,0.02121,0.04344
2013,Direct migration background,1st Quintile,At least once per month,0.09797,121,973,0.07928,0.11666
2013,Direct migration background,1st Quintile,Seldom,0.46533,505,973,0.43398,0.49669
2013,Direct migration background,1st Quintile,Never,0.35662,305,973,0.32651,0.38674
2013,Direct migration background,2nd Quintile,At least once per week,0.02296,35,714,0.01197,0.03396
2013,Direct migration background,2nd Quintile,At least once per month,0.12496,125,714,0.10069,0.14923
2013,Direct migration background,2nd Quintile,Seldom,0.55417,401,714,0.51768,0.59066
2013,Direct migration background,2nd Quintile,Never,0.25279,153,714,0.22089,0.28469
2013,Direct migration background,3rd Quintile,At least once per month,0.21453,115,445,0.17635,0.25272
2013,Direct migration background,3rd Quintile,Seldom,0.54711,269,445,0.50081,0.59341
2013,Direct migration background,3rd Quintile,Never,0.19167,61,445,0.15506,0.22828
2013,Direct migration background,4th Quintile,At least once per month,0.29553,92,306,0.24433,0.34674
2013,Direct migration background,4th Quintile,Seldom,0.52488,182,306,0.46884,0.58093
2013,Direct migration background,4th Quintile,Never,0.10111,32,306,0.06727,0.13494
2013,Direct migration background,5th Quintile,At least once per month,0.36950,133,289,0.31375,0.42525
2013,Direct migration background,5th Quintile,Seldom,0.47833,156,289,0.42064,0.53602
2013,Indirect migration background,1st Quintile,At least once per month,0.08612,65,296,0.05410,0.11813
2013,Indirect migration background,1st Quintile,Seldom,0.20474,165,296,0.15869,0.25079
2013,Indirect migration background,1st Quintile,Never,0.08889,66,296,0.05641,0.12136
2013,Indirect migration background,2nd Quintile,At least once per month,0.05936,51,236,0.02915,0.08957
2013,Indirect migration background,2nd Quintile,Seldom,0.22260,150,236,0.16941,0.27579
2013,Indirect migration background,2nd Quintile,Never,0.06470,35,236,0.03325,0.09615
2013,Indirect migration background,3rd Quintile,At least once per month,0.10050,50,169,0.05504,0.14597
2013,Indirect migration background,3rd Quintile,Seldom,0.33262,119,169,0.26137,0.40387
2013,Indirect migration background,4th Quintile,At least once per month,0.17644,58,152,0.11564,0.23724
2013,Indirect migration background,4th Quintile,Seldom,0.35285,94,152,0.27663,0.42907
2013,Indirect migration background,5th Quintile,At least once per month,0.21366,69,173,0.15240,0.27491
2013,Indirect migration background,5th Quintile,Seldom,0.37609,104,173,0.30370,0.44849
2017,Direct migration background,1st Quintile,At least once per week,0.00577,135,1491,0.00192,0.00961
2017,Direct migration background,1st Quintile,At least once per month,0.01383,280,1491,0.00790,0.01976
2017,Direct migration background,1st Quintile,Seldom,0.02058,554,1491,0.01337,0.02779
2017,Direct migration background,1st Quintile,Never,0.02160,522,1491,0.01421,0.02898
2017,Direct migration background,2nd Quintile,Seldom,0.00123,34,70,-0.00704,0.00951
2017,Direct migration background,2nd Quintile,Never,0.00192,36,70,-0.00841,0.01224
2018,Direct migration background,1st Quintile,Daily,0.00236,52,2418,0.00042,0.00429
2018,Direct migration background,1st Quintile,At least once per week,0.01556,384,2418,0.01062,0.02049
2018,Direct migration background,1st Quintile,At least once per month,0.02520,613,2418,0.01895,0.03144
2018,Direct migration background,1st Quintile,Seldom,0.03300,881,2418,0.02587,0.04012
2018,Direct migration background,1st Quintile,Never,0.02097,488,2418,0.01525,0.02668
2018,Direct migration background,2nd Quintile,At least once per week,0.00281,59,159,-0.00544,0.01106
2018,Direct migration background,2nd Quintile,At least once per month,0.00349,52,159,-0.00571,0.01269
2018,Direct migration background,2nd Quintile,Seldom,0.00321,48,159,-0.00561,0.01202
2019,No migration background,1st Quintile,At least once per week,0.03146,111,2707,0.02489,0.03804
2019,No migration background,1st Quintile,At least once per month,0.18152,569,2707,0.16700,0.19605
2019,No migration background,1st Quintile,Seldom,0.41030,1361,2707,0.39177,0.42883
2019,No migration background,1st Quintile,Never,0.21459,666,2707,0.19912,0.23005
2019,No migration background,2nd Quintile,At least once per week,0.03497,167,3465,0.02886,0.04109
2019,No migration background,2nd Quintile,At least once per month,0.21613,968,3465,0.20243,0.22984
2019,No migration background,2nd Quintile,Seldom,0.46169,1900,3465,0.44508,0.47829
2019,No migration background,2nd Quintile,Never,0.12036,430,3465,0.10953,0.13120
2019,No migration background,3rd Quintile,At least once per week,0.03762,164,3476,0.03130,0.04395
2019,No migration background,3rd Quintile,At least once per month,0.25491,1127,3476,0.24042,0.26940
2019,No migration background,3rd Quintile,Seldom,0.45952,1921,3476,0.44295,0.47609
2019,No migration background,3rd Quintile,Never,0.09269,264,3476,0.08305,0.10233
2019,No migration background,4th Quintile,At least once per week,0.04153,164,3639,0.03504,0.04801
2019,No migration background,4th Quintile,At least once per month,0.31472,1434,3639,0.29963,0.32981
2019,No migration background,4th Quintile,Seldom,0.45034,1853,3639,0.43417,0.46651
2019,No migration background,4th Quintile,Never,0.05219,188,3639,0.04496,0.05942
2019,No migration background,5th Quintile,At least once per week,0.04879,245,4141,0.04222,0.05535
2019,No migration background,5th Quintile,At least once per month,0.38454,1820,4141,0.36972,0.39936
2019,No migration background,5th Quintile,Seldom,0.44229,1961,4141,0.42716,0.45742
2019,No migration background,5th Quintile,Never,0.03117,115,4141,0.02588,0.03646
2019,Direct migration background,1st Quintile,Daily,0.00246,69,3947,0.00092,0.00401
2019,Direct migration background,1st Quintile,At least once per week,0.05076,442,3947,0.04391,0.05761
2019,Direct migration background,1st Quintile,At least once per month,0.16937,1095,3947,0.15767,0.18108
2019,Direct migration background,1st Quintile,Seldom,0.40215,1546,3947,0.38685,0.41745
2019,Direct migration background,1st Quintile,Never,0.27101,795,3947,0.25714,0.28488
2019,Direct migration background,2nd Quintile,At least once per week,0.05040,80,1126,0.03762,0.06318
2019,Direct migration background,2nd Quintile,At least once per month,0.24512,298,1126,0.21999,0.27026
2019,Direct migration background,2nd Quintile,Seldom,0.49139,563,1126,0.46217,0.52060
2019,Direct migration background,2nd Quintile,Never,0.18201,185,1126,0.15946,0.20456
2019,Direct migration background,3rd Quintile,At least once per week,0.03717,37,673,0.02286,0.05147
2019,Direct migration background,3rd Quintile,At least once per month,0.35678,247,673,0.32056,0.39300
2019,Direct migration background,3rd Quintile,Seldom,0.47461,325,673,0.43685,0.51237
2019,Direct migration background,3rd Quintile,Never,0.10620,64,673,0.08290,0.12949
2019,Direct migration background,4th Quintile,At least once per month,0.30487,157,385,0.25882,0.35091
2019,Direct migration background,4th Quintile,Seldom,0.54457,228,385,0.49476,0.59438
2019,Direct migration background,5th Quintile,At least once per month,0.44409,233,420,0.39651,0.49167
2019,Direct migration background,5th Quintile,Seldom,0.48239,187,420,0.43454,0.53023
2019,Indirect migration background,1st Quintile,At least once per month,0.08815,91,394,0.06012,0.11618
2019,Indirect migration background,1st Quintile,Seldom,0.23819,238,394,0.19608,0.28031
2019,Indirect migration background,1st Quintile,Never,0.06135,65,394,0.03762,0.08507
2019,Indirect migration background,2nd Quintile,At least once per month,0.09142,76,291,0.05825,0.12459
2019,Indirect migration background,2nd Quintile,Seldom,0.31438,173,291,0.26095,0.36782
2019,Indirect migration background,2nd Quintile,Never,0.05172,42,291,0.02623,0.07721
2019,Indirect migration background,3rd Quintile,At least once per month,0.16515,86,237,0.11777,0.21252
2019,Indirect migration background,3rd Quintile,Seldom,0.31099,151,237,0.25193,0.37004
2019,Indirect migration background,4th Quintile,At least once per month,0.20304,72,181,0.14427,0.26180
2019,Indirect migration background,4th Quintile,Seldom,0.38890,109,181,0.31768,0.46011
2019,Indirect migration background,5th Quintile,At least once per month,0.28847,101,199,0.22536,0.35157
2019,Indirect migration background,5th Quintile,Seldom,0.29851,98,199,0.23477,0.36225
