year,migback,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Indirect migration background,At least once per month,0.08253,139,748,0.06279,0.10226
2008,Indirect migration background,Seldom,0.31094,466,748,0.27774,0.34413
2008,Indirect migration background,Never,0.09470,143,748,0.07370,0.11570
2013,No migration background,At least once per week,0.03190,952,21487,0.02955,0.03424
2013,No migration background,At least once per month,0.23008,6252,21487,0.22445,0.23570
2013,No migration background,Seldom,0.46661,11700,21487,0.45994,0.47329
2013,No migration background,Never,0.11516,2583,21487,0.11089,0.11943
2013,Direct migration background,At least once per week,0.02239,146,2811,0.01692,0.02786
2013,Direct migration background,At least once per month,0.10957,586,2811,0.09802,0.12112
2013,Direct migration background,Seldom,0.29186,1513,2811,0.27505,0.30867
2013,Direct migration background,Never,0.12565,566,2811,0.11339,0.13791
2013,Indirect migration background,At least once per week,0.01017,49,1104,0.00425,0.01609
2013,Indirect migration background,At least once per month,0.06637,293,1104,0.05168,0.08106
2013,Indirect migration background,Seldom,0.16295,633,1104,0.14115,0.18474
2013,Indirect migration background,Never,0.02944,129,1104,0.01946,0.03942
2017,Direct migration background,Daily,0.00060,47,3958,-0.00016,0.00137
2017,Direct migration background,At least once per week,0.00356,339,3958,0.00171,0.00542
2017,Direct migration background,At least once per month,0.00724,662,3958,0.00460,0.00988
2017,Direct migration background,Seldom,0.01330,1385,3958,0.00973,0.01687
2017,Direct migration background,Never,0.01604,1525,3958,0.01213,0.01996
2018,Direct migration background,Daily,0.00089,63,3172,-0.00015,0.00193
2018,Direct migration background,At least once per week,0.00668,532,3172,0.00385,0.00952
2018,Direct migration background,At least once per month,0.00993,806,3172,0.00648,0.01339
2018,Direct migration background,Seldom,0.01342,1147,3172,0.00942,0.01743
2018,Direct migration background,Never,0.00850,624,3172,0.00530,0.01169
2019,No migration background,Daily,0.00119,40,20087,0.00071,0.00166
2019,No migration background,At least once per week,0.04037,1084,20087,0.03764,0.04309
2019,No migration background,At least once per month,0.27966,7175,20087,0.27345,0.28586
2019,No migration background,Seldom,0.44284,10046,20087,0.43597,0.44971
2019,No migration background,Never,0.09321,1742,20087,0.08919,0.09723
2019,Direct migration background,Daily,0.00205,97,7128,0.00100,0.00310
2019,Direct migration background,At least once per week,0.04644,657,7128,0.04156,0.05133
2019,Direct migration background,At least once per month,0.27214,2201,7128,0.26180,0.28247
2019,Direct migration background,Seldom,0.45713,3029,7128,0.44556,0.46869
2019,Direct migration background,Never,0.16573,1144,7128,0.15710,0.17437
2019,Indirect migration background,At least once per week,0.02879,101,1564,0.02050,0.03708
2019,Indirect migration background,At least once per month,0.14680,502,1564,0.12925,0.16434
2019,Indirect migration background,Seldom,0.29356,828,1564,0.27098,0.31614
2019,Indirect migration background,Never,0.04197,133,1564,0.03203,0.05192
