year,migback,regtyp,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Direct migration background,Urban regions,Never,0.23771,488,2138,0.21966,0.25576
2003,Direct migration background,Rural regions,At least once per month,0.21673,93,437,0.17805,0.25540
2003,Direct migration background,Rural regions,Seldom,0.56808,264,437,0.52159,0.61458
2003,Direct migration background,Rural regions,Never,0.18413,80,437,0.14775,0.22051
2003,Indirect migration background,Urban regions,At least once per month,0.17902,139,642,0.14934,0.20870
2003,Indirect migration background,Urban regions,Seldom,0.58236,388,642,0.54418,0.62053
2003,Indirect migration background,Urban regions,Never,0.18633,115,642,0.15618,0.21647
2003,Indirect migration background,Rural regions,Seldom,0.57370,62,62,0.44959,0.69780
2008,No migration background,Urban regions,At least once per week,0.03064,326,10439,0.02733,0.03394
2008,No migration background,Urban regions,At least once per month,0.22129,2485,10439,0.21333,0.22926
2008,No migration background,Urban regions,Seldom,0.59364,6254,10439,0.58421,0.60306
2008,No migration background,Urban regions,Never,0.15344,1374,10439,0.14652,0.16035
2008,No migration background,Rural regions,At least once per week,0.02751,175,6127,0.02341,0.03161
2008,No migration background,Rural regions,At least once per month,0.19518,1279,6127,0.18525,0.20510
2008,No migration background,Rural regions,Seldom,0.58995,3681,6127,0.57763,0.60227
2008,No migration background,Rural regions,Never,0.18684,992,6127,0.17707,0.19660
2008,Direct migration background,Urban regions,At least once per month,0.12841,221,1522,0.11160,0.14523
2008,Direct migration background,Urban regions,Seldom,0.59682,943,1522,0.57217,0.62147
2008,Direct migration background,Urban regions,Never,0.25476,358,1522,0.23286,0.27666
2008,Direct migration background,Rural regions,At least once per month,0.16588,56,335,0.12599,0.20577
2008,Direct migration background,Rural regions,Seldom,0.54933,195,335,0.49597,0.60269
2008,Direct migration background,Rural regions,Never,0.25757,84,335,0.21067,0.30447
2008,Indirect migration background,Urban regions,At least once per month,0.14476,115,639,0.11745,0.17206
2008,Indirect migration background,Urban regions,Seldom,0.62337,395,639,0.58578,0.66097
2008,Indirect migration background,Urban regions,Never,0.20920,129,639,0.17764,0.24077
2008,Indirect migration background,Rural regions,Seldom,0.62450,71,71,0.51105,0.73794
2013,No migration background,Urban regions,At least once per week,0.03704,608,13152,0.03381,0.04027
2013,No migration background,Urban regions,At least once per month,0.28156,4010,13152,0.27387,0.28925
2013,No migration background,Urban regions,Seldom,0.54829,7044,13152,0.53978,0.55679
2013,No migration background,Urban regions,Never,0.13146,1490,13152,0.12568,0.13723
2013,No migration background,Rural regions,At least once per week,0.03903,344,8335,0.03487,0.04319
2013,No migration background,Rural regions,At least once per month,0.25551,2242,8335,0.24614,0.26487
2013,No migration background,Rural regions,Seldom,0.55935,4656,8335,0.54869,0.57001
2013,No migration background,Rural regions,Never,0.14505,1093,8335,0.13749,0.15261
2013,Direct migration background,Urban regions,At least once per week,0.03644,99,2114,0.02845,0.04443
2013,Direct migration background,Urban regions,At least once per month,0.19711,442,2114,0.18015,0.21407
2013,Direct migration background,Urban regions,Seldom,0.54096,1152,2114,0.51971,0.56221
2013,Direct migration background,Urban regions,Never,0.22483,421,2114,0.20703,0.24263
2013,Direct migration background,Rural regions,At least once per week,0.05552,47,697,0.03850,0.07253
2013,Direct migration background,Rural regions,At least once per month,0.20610,144,697,0.17604,0.23615
2013,Direct migration background,Rural regions,Seldom,0.49347,361,697,0.45633,0.53062
2013,Direct migration background,Rural regions,Never,0.24054,145,697,0.20879,0.27229
2013,Indirect migration background,Urban regions,At least once per week,0.02749,36,892,0.01676,0.03823
2013,Indirect migration background,Urban regions,At least once per month,0.26331,243,892,0.23439,0.29223
2013,Indirect migration background,Urban regions,Seldom,0.61412,513,892,0.58215,0.64608
2013,Indirect migration background,Urban regions,Never,0.09424,100,892,0.07506,0.11343
2013,Indirect migration background,Rural regions,At least once per month,0.17977,50,170,0.12187,0.23766
2013,Indirect migration background,Rural regions,Seldom,0.56501,120,170,0.49027,0.63976
2017,Direct migration background,Urban regions,Daily,0.01517,34,2749,0.01060,0.01974
2017,Direct migration background,Urban regions,At least once per week,0.08398,251,2749,0.07361,0.09435
2017,Direct migration background,Urban regions,At least once per month,0.19000,478,2749,0.17533,0.20466
2017,Direct migration background,Urban regions,Seldom,0.31926,931,2749,0.30182,0.33669
2017,Direct migration background,Urban regions,Never,0.39160,1055,2749,0.37335,0.40985
2017,Direct migration background,Rural regions,At least once per week,0.09530,88,1196,0.07865,0.11195
2017,Direct migration background,Rural regions,At least once per month,0.14978,184,1196,0.12954,0.17001
2017,Direct migration background,Rural regions,Seldom,0.34255,454,1196,0.31564,0.36946
2017,Direct migration background,Rural regions,Never,0.39828,470,1196,0.37052,0.42603
2018,Direct migration background,Urban regions,Daily,0.01446,43,2320,0.00960,0.01932
2018,Direct migration background,Urban regions,At least once per week,0.17303,399,2320,0.15763,0.18843
2018,Direct migration background,Urban regions,At least once per month,0.25527,598,2320,0.23752,0.27302
2018,Direct migration background,Urban regions,Seldom,0.32928,809,2320,0.31016,0.34841
2018,Direct migration background,Urban regions,Never,0.22795,471,2320,0.21088,0.24503
2018,Direct migration background,Rural regions,At least once per week,0.16008,133,832,0.13515,0.18501
2018,Direct migration background,Rural regions,At least once per month,0.24330,208,832,0.21412,0.27247
2018,Direct migration background,Rural regions,Seldom,0.37000,338,832,0.33717,0.40283
2018,Direct migration background,Rural regions,Never,0.18262,153,832,0.15635,0.20889
2019,No migration background,No answer / don't know,At least once per week,0.08021,38,483,0.05596,0.10446
2019,No migration background,No answer / don't know,At least once per month,0.39638,212,483,0.35271,0.44005
2019,No migration background,No answer / don't know,Seldom,0.43945,191,483,0.39514,0.48376
2019,No migration background,No answer / don't know,Never,0.08327,42,483,0.05860,0.10793
2019,No migration background,Urban regions,At least once per week,0.04710,682,12137,0.04333,0.05087
2019,No migration background,Urban regions,At least once per month,0.34101,4480,12137,0.33258,0.34945
2019,No migration background,Urban regions,Seldom,0.50909,6019,12137,0.50019,0.51798
2019,No migration background,Urban regions,Never,0.10140,956,12137,0.09603,0.10677
2019,No migration background,Rural regions,At least once per week,0.04529,364,7427,0.04056,0.05002
2019,No migration background,Rural regions,At least once per month,0.29456,2483,7427,0.28419,0.30493
2019,No migration background,Rural regions,Seldom,0.53483,3836,7427,0.52349,0.54618
2019,No migration background,Rural regions,Never,0.12392,744,7427,0.11643,0.13142
2019,Direct migration background,Urban regions,Daily,0.00204,75,5234,0.00082,0.00326
2019,Direct migration background,Urban regions,At least once per week,0.03993,467,5234,0.03462,0.04523
2019,Direct migration background,Urban regions,At least once per month,0.28915,1607,5234,0.27687,0.30144
2019,Direct migration background,Urban regions,Seldom,0.49173,2253,5234,0.47819,0.50528
2019,Direct migration background,Urban regions,Never,0.17715,832,5234,0.16680,0.18749
2019,Direct migration background,Rural regions,At least once per week,0.08139,186,1840,0.06889,0.09389
2019,Direct migration background,Rural regions,At least once per month,0.27760,577,1840,0.25713,0.29806
2019,Direct migration background,Rural regions,Seldom,0.46271,766,1840,0.43992,0.48550
2019,Direct migration background,Rural regions,Never,0.17554,311,1840,0.15815,0.19292
2019,Indirect migration background,Urban regions,At least once per week,0.05812,79,1238,0.04508,0.07116
2019,Indirect migration background,Urban regions,At least once per month,0.28538,396,1238,0.26022,0.31055
2019,Indirect migration background,Urban regions,Seldom,0.56808,657,1238,0.54048,0.59569
2019,Indirect migration background,Urban regions,Never,0.08594,106,1238,0.07032,0.10156
2019,Indirect migration background,Rural regions,At least once per month,0.27793,90,245,0.22172,0.33414
2019,Indirect migration background,Rural regions,Seldom,0.61570,155,245,0.55466,0.67673
