"year","age_gr","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"2004","35-65","AkademikerIn","47.32","35.5","323","38.87","55.77"
"2004","35-65","Hauptschule","43","29","333","37.32","48.68"
"2004","35-65","Realschule","48.04","33.5","342","42.45","53.63"
"2004","66 +","(Fach-)Abitur","","","","",""
"2004","66 +","(noch) kein Abschluss","","","","",""
"2004","66 +","AkademikerIn","89.91","77.5","88","71.22","108.6"
"2004","66 +","Hauptschule","69.61","72","105","60.18","79.04"
"2004","66 +","Realschule","98.5","84.5","74","82.59","114.41"
"2005","17-34","(Fach-)Abitur","23.43","17.5","110","19.48","27.38"
"2005","17-34","(noch) kein Abschluss","","","","",""
"2005","17-34","AkademikerIn","28.14","20.5","62","20.35","35.93"
"2005","17-34","Hauptschule","23.14","15.5","70","17.29","28.99"
"2005","17-34","Realschule","27.87","14.5","156","22.69","33.05"
"2005","35-65","(Fach-)Abitur","52.16","33.5","125","41.68","62.64"
"2005","35-65","(noch) kein Abschluss","","","","",""
"2005","35-65","AkademikerIn","46.89","34","314","38.77","55.01"
"2005","35-65","Hauptschule","41.3","24.5","342","35.32","47.28"
"2005","35-65","Realschule","45.01","29.5","385","40.37","49.65"
"2005","66 +","(Fach-)Abitur","","","","",""
"2005","66 +","(noch) kein Abschluss","","","","",""
"2005","66 +","AkademikerIn","87.72","71.5","92","70.26","105.18"
"2005","66 +","Hauptschule","72.14","59.5","120","59.81","84.47"
"2005","66 +","Realschule","82.89","72","85","68.88","96.9"
"2006","17-34","(Fach-)Abitur","21.79","17.5","135","19.37","24.21"
"2006","17-34","(noch) kein Abschluss","","","","",""
"2006","17-34","AkademikerIn","29.33","25.5","89","22.83","35.83"
"2006","17-34","Hauptschule","19.2","15.5","60","15.72","22.68"
"2006","17-34","Realschule","22.27","14.5","156","18.4","26.14"
"2006","35-65","(Fach-)Abitur","43.92","33.5","165","34.76","53.08"
"2006","35-65","(noch) kein Abschluss","","","","",""
"2006","35-65","AkademikerIn","42.65","30.5","399","37.55","47.75"
"2006","35-65","Hauptschule","36.27","24","447","32.98","39.56"
"2006","35-65","Realschule","39.18","24.5","517","34.69","43.67"
"2006","66 +","(Fach-)Abitur","84.06","79.5","33","56.92","111.2"
"2006","66 +","(noch) kein Abschluss","","","","",""
"2006","66 +","AkademikerIn","80.55","63.5","124","61.23","99.87"
"2006","66 +","Hauptschule","61.57","49.5","153","51.43","71.71"
"2006","66 +","Realschule","89.75","73","101","77.9","101.6"
"2007","17-34","(Fach-)Abitur","23.05","19.5","132","19.96","26.14"
"2007","17-34","(noch) kein Abschluss","","","","",""
"2007","17-34","AkademikerIn","31.15","24.5","77","24.35","37.95"
"2007","17-34","Hauptschule","23.41","14.5","56","17.76","29.06"
"2007","17-34","Realschule","21.77","14.5","146","18.18","25.36"
"2007","35-65","(Fach-)Abitur","40.45","29.5","165","33.2","47.7"
"2007","35-65","(noch) kein Abschluss","","","","",""
"2007","35-65","AkademikerIn","41.98","29.5","405","36.38","47.58"
"2007","35-65","Hauptschule","34.79","21.5","435","30.5","39.08"
"2007","35-65","Realschule","39.54","22.5","525","32.32","46.76"
"2007","66 +","(Fach-)Abitur","78.97","57","36","45.08","112.86"
"2007","66 +","(noch) kein Abschluss","","","","",""
"2007","66 +","AkademikerIn","74.17","58.5","143","60.84","87.5"
"2007","66 +","Hauptschule","51.74","39.5","172","43.98","59.5"
"2007","66 +","Realschule","66.26","64.5","125","54.83","77.69"
"2008","17-34","(Fach-)Abitur","20.43","15.5","127","17.23","23.63"
"2008","17-34","(noch) kein Abschluss","","","","",""
"2008","17-34","AkademikerIn","26.82","19.5","85","21.66","31.98"
"2008","17-34","Hauptschule","26.83","19","56","20.54","33.12"
"2008","17-34","Realschule","22.39","14.5","166","19.02","25.76"
"2008","35-65","(Fach-)Abitur","33.44","19.5","169","27.16","39.72"
"2008","35-65","(noch) kein Abschluss","","","","",""
"2008","35-65","AkademikerIn","37.97","27.5","449","33.96","41.98"
"2008","35-65","Hauptschule","28.43","18.5","467","25.64","31.22"
"2008","35-65","Realschule","32.4","19.5","549","29.84","34.96"
"2008","66 +","(Fach-)Abitur","69.84","55","38","40.98","98.7"
"2008","66 +","(noch) kein Abschluss","","","","",""
"2008","66 +","AkademikerIn","70.23","50.5","164","59.38","81.08"
"2008","66 +","Hauptschule","50.23","24.5","227","43.3","57.16"
"2008","66 +","Realschule","70.18","59.5","142","60.52","79.84"
"2009","17-34","(Fach-)Abitur","","","","",""
"2009","17-34","(noch) kein Abschluss","","","","",""
"2009","17-34","AkademikerIn","","","","",""
"2009","17-34","Hauptschule","","","","",""
"2009","17-34","Realschule","","","","",""
"2009","35-65","(Fach-)Abitur","","","","",""
"2009","35-65","(noch) kein Abschluss","","","","",""
"2009","35-65","AkademikerIn","","","","",""
"2009","35-65","Hauptschule","","","","",""
"2009","35-65","Realschule","","","","",""
"2009","66 +","(Fach-)Abitur","","","","",""
"2009","66 +","(noch) kein Abschluss","","","","",""
"2009","66 +","AkademikerIn","","","","",""
"2009","66 +","Hauptschule","","","","",""
"2009","66 +","Realschule","","","","",""
"2010","17-34","(Fach-)Abitur","20.65","19","109","17.3","24"
"2010","17-34","(noch) kein Abschluss","","","","",""
"2010","17-34","AkademikerIn","24.57","19.5","105","19.79","29.35"
"2010","17-34","Hauptschule","21.41","14.5","47","16.45","26.37"
"2010","17-34","Realschule","21.71","17.5","131","18.6","24.82"
"2010","35-65","(Fach-)Abitur","29.9","19.5","214","26.19","33.61"
"2010","35-65","(noch) kein Abschluss","","","","",""
"2010","35-65","AkademikerIn","32.85","24.5","425","29.05","36.65"
"2010","35-65","Hauptschule","32.16","18.5","391","23.84","40.48"
"2010","35-65","Realschule","31.97","20.5","557","29.41","34.53"
"2010","66 +","(Fach-)Abitur","45.46","28","40","18.21","72.71"
"2010","66 +","(noch) kein Abschluss","","","","",""
"2010","66 +","AkademikerIn","69.08","48","177","55.19","82.97"
"2010","66 +","Hauptschule","54.81","26.5","219","45.74","63.88"
"2010","66 +","Realschule","62.45","57.5","142","54.25","70.65"
"2011","17-34","(Fach-)Abitur","18.19","14.5","151","15.9","20.48"
"2011","17-34","(noch) kein Abschluss","","","","",""
"2011","17-34","AkademikerIn","29.7","21.5","131","24.72","34.68"
"2011","17-34","Hauptschule","17.94","14.5","61","13.86","22.02"
"2011","17-34","Realschule","23.59","16","153","20.75","26.43"
"2011","35-65","(Fach-)Abitur","31.34","23.5","250","27.55","35.13"
"2011","35-65","(noch) kein Abschluss","","","","",""
"2011","35-65","AkademikerIn","35.08","24.5","518","32.03","38.13"
"2011","35-65","Hauptschule","31.38","19.5","530","27.66","35.1"
"2011","35-65","Realschule","33.34","19.5","772","31.13","35.55"
"2011","66 +","(Fach-)Abitur","65.82","48","62","43.7","87.94"
"2011","66 +","(noch) kein Abschluss","","","","",""
"2011","66 +","AkademikerIn","64.42","34.5","224","53.93","74.91"
"2011","66 +","Hauptschule","39.13","20.5","299","34.1","44.16"
"2011","66 +","Realschule","57.96","42.5","190","49.93","65.99"
"2012","17-34","(Fach-)Abitur","26.94","17.5","142","22.5","31.38"
"2012","17-34","(noch) kein Abschluss","","","","",""
"2012","17-34","AkademikerIn","26.28","19.5","144","22.06","30.5"
"2012","17-34","Hauptschule","22.71","12.5","42","16.53","28.89"
"2012","17-34","Realschule","23.2","16.5","154","20.37","26.03"
"2012","35-65","(Fach-)Abitur","32.3","24.5","290","28.57","36.03"
"2012","35-65","(noch) kein Abschluss","","","","",""
"2012","35-65","AkademikerIn","33.72","24.5","548","30.41","37.03"
"2012","35-65","Hauptschule","27.7","19.5","604","25.51","29.89"
"2012","35-65","Realschule","32.2","19.5","812","30.1","34.3"
"2012","66 +","(Fach-)Abitur","52.28","29","56","28.92","75.64"
"2012","66 +","(noch) kein Abschluss","","","","",""
"2012","66 +","AkademikerIn","57.07","43","223","44.53","69.61"
"2012","66 +","Hauptschule","40.25","24.5","350","35.76","44.74"
"2012","66 +","Realschule","57.58","49.5","199","50.7","64.46"
"2013","17-34","(Fach-)Abitur","21.48","14.5","125","18.07","24.89"
"2013","17-34","(noch) kein Abschluss","","","","",""
"2013","17-34","AkademikerIn","29.33","24","130","24.7","33.96"
"2013","17-34","Hauptschule","21.31","19.5","40","16.02","26.6"
"2013","17-34","Realschule","25.06","18.5","136","21.68","28.44"
"2013","35-65","(Fach-)Abitur","30.51","24.5","286","27.45","33.57"
"2013","35-65","(noch) kein Abschluss","","","","",""
"2013","35-65","AkademikerIn","35.41","25.5","544","32.54","38.28"
"2013","35-65","Hauptschule","29.69","19.5","556","27.4","31.98"
"2013","35-65","Realschule","30.64","19.5","798","28.69","32.59"
"2013","66 +","(Fach-)Abitur","72.57","57.5","63","50.16","94.98"
"2013","66 +","(noch) kein Abschluss","","","","",""
"2013","66 +","AkademikerIn","57.9","37.5","230","50.04","65.76"
"2013","66 +","Hauptschule","45.08","27.5","358","40.64","49.52"
"2013","66 +","Realschule","54.46","43.5","208","46.98","61.94"
"2014","17-34","(Fach-)Abitur","25.39","17.5","171","21.9","28.88"
"2014","17-34","(noch) kein Abschluss","21.31","15.5","36","16.68","25.94"
"2014","17-34","AkademikerIn","26.69","19","163","21.81","31.57"
"2014","17-34","Hauptschule","21.11","19","88","18.03","24.19"
"2014","17-34","Realschule","18.63","14.5","220","16.22","21.04"
"2014","35-65","(Fach-)Abitur","31.69","24.5","506","29.11","34.27"
"2014","35-65","(noch) kein Abschluss","","","","",""
"2014","35-65","AkademikerIn","37.05","29.5","843","34.67","39.43"
"2014","35-65","Hauptschule","28.19","21.5","692","26.08","30.3"
"2014","35-65","Realschule","27.53","19.5","1086","26.07","28.99"
"2014","66 +","(Fach-)Abitur","59.65","42.5","62","37.59","81.71"
"2014","66 +","(noch) kein Abschluss","","","","",""
"2014","66 +","AkademikerIn","48.94","36.5","240","41.94","55.94"
"2014","66 +","Hauptschule","34.09","22.5","374","30.73","37.45"
"2014","66 +","Realschule","48.8","36.5","248","43.51","54.09"
"2015","17-34","(Fach-)Abitur","","","","",""
"2015","17-34","(noch) kein Abschluss","","","","",""
"2015","17-34","AkademikerIn","","","","",""
"2015","17-34","Hauptschule","","","","",""
"2015","17-34","Realschule","","","","",""
"2015","35-65","(Fach-)Abitur","","","","",""
"2015","35-65","(noch) kein Abschluss","","","","",""
"2015","35-65","AkademikerIn","","","","",""
"2015","35-65","Hauptschule","","","","",""
"2015","35-65","Realschule","","","","",""
"2015","66 +","(Fach-)Abitur","","","","",""
"2015","66 +","(noch) kein Abschluss","","","","",""
"2015","66 +","AkademikerIn","","","","",""
"2015","66 +","Hauptschule","","","","",""
"2015","66 +","Realschule","","","","",""
"2016","17-34","(Fach-)Abitur","29.86","19.5","119","23.51","36.21"
"2016","17-34","(noch) kein Abschluss","","","","",""
"2016","17-34","AkademikerIn","22.69","15.5","113","18.44","26.94"
"2016","17-34","Hauptschule","23.79","21.5","54","19.5","28.08"
"2016","17-34","Realschule","20.68","18.5","135","18.59","22.77"
"2016","35-65","(Fach-)Abitur","32.39","24.5","447","30.35","34.43"
"2016","35-65","(noch) kein Abschluss","","","","",""
"2016","35-65","AkademikerIn","35.17","27.5","713","32.66","37.68"
"2016","35-65","Hauptschule","28.8","21.5","503","26.82","30.78"
"2016","35-65","Realschule","27.15","19.5","888","25.61","28.69"
"2016","66 +","(Fach-)Abitur","51.99","29","53","29.58","74.4"
"2016","66 +","(noch) kein Abschluss","","","","",""
"2016","66 +","AkademikerIn","53.24","44","211","47.12","59.36"
"2016","66 +","Hauptschule","43.46","25.5","297","38.84","48.08"
"2016","66 +","Realschule","52.9","39","180","44.99","60.81"
"2017","17-34","(Fach-)Abitur","","","","",""
"2017","17-34","(noch) kein Abschluss","","","","",""
"2017","17-34","AkademikerIn","","","","",""
"2017","17-34","Hauptschule","","","","",""
"2017","17-34","Realschule","","","","",""
"2017","35-65","(Fach-)Abitur","","","","",""
"2017","35-65","(noch) kein Abschluss","","","","",""
"2017","35-65","AkademikerIn","","","","",""
"2017","35-65","Hauptschule","","","","",""
"2017","35-65","Realschule","","","","",""
"2017","66 +","(Fach-)Abitur","","","","",""
"2017","66 +","(noch) kein Abschluss","","","","",""
"2017","66 +","AkademikerIn","","","","",""
"2017","66 +","Hauptschule","","","","",""
"2017","66 +","Realschule","","","","",""
"2018","17-34","(Fach-)Abitur","20.91","14.5","136","16.79","25.03"
"2018","17-34","(noch) kein Abschluss","","","","",""
"2018","17-34","AkademikerIn","24.2","17.5","157","21.36","27.04"
"2018","17-34","Hauptschule","32.27","19.5","53","19.46","45.08"
"2018","17-34","Realschule","20.83","17.5","135","18.13","23.53"
"2018","35-65","(Fach-)Abitur","31.18","24.5","489","28.9","33.46"
"2018","35-65","(noch) kein Abschluss","","","","",""
"2018","35-65","AkademikerIn","38.86","29.5","831","36.27","41.45"
"2018","35-65","Hauptschule","32.17","23.5","475","29.67","34.67"
"2018","35-65","Realschule","29.57","22.5","1029","27.97","31.17"
"2018","66 +","(Fach-)Abitur","57.7","48","59","44.2","71.2"
"2018","66 +","(noch) kein Abschluss","","","","",""
"2018","66 +","AkademikerIn","49.48","37","216","43.15","55.81"
"2018","66 +","Hauptschule","36.89","25.5","322","32.87","40.91"
"2018","66 +","Realschule","49.31","36.5","223","44.35","54.27"
"2019","17-34","(Fach-)Abitur","","","","",""
"2019","17-34","(noch) kein Abschluss","","","","",""
"2019","17-34","AkademikerIn","","","","",""
"2019","17-34","Hauptschule","","","","",""
"2019","17-34","Realschule","","","","",""
"2019","35-65","(Fach-)Abitur","","","","",""
"2019","35-65","(noch) kein Abschluss","","","","",""
"2019","35-65","AkademikerIn","","","","",""
"2019","35-65","Hauptschule","","","","",""
"2019","35-65","Realschule","","","","",""
"2019","66 +","(Fach-)Abitur","","","","",""
"2019","66 +","(noch) kein Abschluss","","","","",""
"2019","66 +","AkademikerIn","","","","",""
"2019","66 +","Hauptschule","","","","",""
"2019","66 +","Realschule","","","","",""
"2020","17-34","(Fach-)Abitur","22.9","18.5","144","19.97","25.83"
"2020","17-34","(noch) kein Abschluss","","","","",""
"2020","17-34","AkademikerIn","22.81","19.5","174","20.13","25.49"
"2020","17-34","Hauptschule","18.2","14.5","48","14.07","22.33"
"2020","17-34","Realschule","23.57","18.5","114","20.18","26.96"
"2020","35-65","(Fach-)Abitur","31.26","27.5","537","28.78","33.74"
"2020","35-65","(noch) kein Abschluss","","","","",""
"2020","35-65","AkademikerIn","35.98","27.5","883","33.28","38.68"
"2020","35-65","Hauptschule","36.56","29.5","401","33.57","39.55"
"2020","35-65","Realschule","31.44","24.5","933","29.63","33.25"
"2020","66 +","(Fach-)Abitur","46.42","45.5","58","23.43","69.41"
"2020","66 +","(noch) kein Abschluss","","","","",""
"2020","66 +","AkademikerIn","53.01","39.5","235","45.16","60.86"
"2020","66 +","Hauptschule","41.97","29.5","295","32.91","51.03"
"2020","66 +","Realschule","48.44","39.5","225","41.79","55.09"
