"year","bildungsniveau","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2002","AkademikerIn","Westdeutschland","64.08","49.5","391","57.34","70.82"
"2002","Hauptschule","Ostdeutschland","","","","",""
"2002","Hauptschule","Westdeutschland","50.72","35.5","473","45.39","56.05"
"2002","Realschule","Ostdeutschland","21.67","12.5","82","12.8","30.54"
"2002","Realschule","Westdeutschland","53.2","42","485","48.29","58.11"
"2003","(Fach-)Abitur","Ostdeutschland","","","","",""
"2003","(Fach-)Abitur","Westdeutschland","50.47","30.5","202","43.88","57.06"
"2003","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2003","(noch) kein Abschluss","Westdeutschland","","","","",""
"2003","AkademikerIn","Ostdeutschland","16.96","10.5","75","7.48","26.44"
"2003","AkademikerIn","Westdeutschland","60.22","45.5","359","53.2","67.24"
"2003","Hauptschule","Ostdeutschland","","","","",""
"2003","Hauptschule","Westdeutschland","53.57","33.5","455","48.24","58.9"
"2003","Realschule","Ostdeutschland","22.01","11.5","83","13.23","30.79"
"2003","Realschule","Westdeutschland","54.45","41","477","49.77","59.13"
"2004","(Fach-)Abitur","Ostdeutschland","","","","",""
"2004","(Fach-)Abitur","Westdeutschland","43.49","28","220","36.46","50.52"
"2004","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2004","(noch) kein Abschluss","Westdeutschland","","","","",""
"2004","AkademikerIn","Ostdeutschland","18.03","10.5","88","13.49","22.57"
"2004","AkademikerIn","Westdeutschland","60.58","49","375","52.06","69.1"
"2004","Hauptschule","Ostdeutschland","28.67","19","30","15.57","41.77"
"2004","Hauptschule","Westdeutschland","47.1","31.5","479","42.52","51.68"
"2004","Realschule","Ostdeutschland","21.51","10.5","94","10.09","32.93"
"2004","Realschule","Westdeutschland","57.03","42.5","460","52.16","61.9"
"2005","(Fach-)Abitur","Ostdeutschland","13.95","12.5","30","10.08","17.82"
"2005","(Fach-)Abitur","Westdeutschland","46.73","29","232","39.67","53.79"
"2005","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2005","(noch) kein Abschluss","Westdeutschland","","","","",""
"2005","AkademikerIn","Ostdeutschland","20.5","11.5","107","6.57","34.43"
"2005","AkademikerIn","Westdeutschland","58.62","44.5","361","51.24","66"
"2005","Hauptschule","Ostdeutschland","","","","",""
"2005","Hauptschule","Westdeutschland","48.16","29","506","42.93","53.39"
"2005","Realschule","Ostdeutschland","15.04","11.5","109","11.99","18.09"
"2005","Realschule","Westdeutschland","51.78","30.5","517","47.29","56.27"
"2006","(Fach-)Abitur","Ostdeutschland","14.59","11","37","10.45","18.73"
"2006","(Fach-)Abitur","Westdeutschland","41.24","29.5","296","34.75","47.73"
"2006","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2006","(noch) kein Abschluss","Westdeutschland","","","","",""
"2006","AkademikerIn","Ostdeutschland","21.55","10.5","129","15.31","27.79"
"2006","AkademikerIn","Westdeutschland","53.59","38.5","483","47.09","60.09"
"2006","Hauptschule","Ostdeutschland","16.67","13.5","41","11.85","21.49"
"2006","Hauptschule","Westdeutschland","41.88","24","619","38.26","45.5"
"2006","Realschule","Ostdeutschland","14.83","11.5","126","12.27","17.39"
"2006","Realschule","Westdeutschland","47.54","29.5","648","43.32","51.76"
"2007","(Fach-)Abitur","Ostdeutschland","17.74","13.5","32","13.44","22.04"
"2007","(Fach-)Abitur","Westdeutschland","39.95","24.5","301","33.74","46.16"
"2007","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2007","(noch) kein Abschluss","Westdeutschland","","","","",""
"2007","AkademikerIn","Ostdeutschland","17.77","11.5","161","14.26","21.28"
"2007","AkademikerIn","Westdeutschland","54.34","36.5","464","48.14","60.54"
"2007","Hauptschule","Ostdeutschland","15.2","12.5","53","12.39","18.01"
"2007","Hauptschule","Westdeutschland","39.51","23.5","610","35.72","43.3"
"2007","Realschule","Ostdeutschland","28.54","11.5","137","3.45","53.63"
"2007","Realschule","Westdeutschland","42.45","27.5","659","38.82","46.08"
"2008","(Fach-)Abitur","Ostdeutschland","18.43","14.5","39","13.95","22.91"
"2008","(Fach-)Abitur","Westdeutschland","34.5","20.5","295","28.85","40.15"
"2008","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2008","(noch) kein Abschluss","Westdeutschland","","","","",""
"2008","AkademikerIn","Ostdeutschland","16.28","12.5","182","14.18","18.38"
"2008","AkademikerIn","Westdeutschland","49.68","34.5","516","44.88","54.48"
"2008","Hauptschule","Ostdeutschland","14.08","11.5","58","11.77","16.39"
"2008","Hauptschule","Westdeutschland","36.07","19.5","692","33.04","39.1"
"2008","Realschule","Ostdeutschland","15.79","12.5","160","13.4","18.18"
"2008","Realschule","Westdeutschland","40.38","24.5","697","37.33","43.43"
"2009","(Fach-)Abitur","Ostdeutschland","","","","",""
"2009","(Fach-)Abitur","Westdeutschland","","","","",""
"2009","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2009","(noch) kein Abschluss","Westdeutschland","","","","",""
"2009","AkademikerIn","Ostdeutschland","","","","",""
"2009","AkademikerIn","Westdeutschland","","","","",""
"2009","Hauptschule","Ostdeutschland","","","","",""
"2009","Hauptschule","Westdeutschland","","","","",""
"2009","Realschule","Ostdeutschland","","","","",""
"2009","Realschule","Westdeutschland","","","","",""
"2010","(Fach-)Abitur","Ostdeutschland","14.99","9","40","10.69","19.29"
"2010","(Fach-)Abitur","Westdeutschland","30.02","19.5","323","25.68","34.36"
"2010","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2010","(noch) kein Abschluss","Westdeutschland","","","","",""
"2010","AkademikerIn","Ostdeutschland","19.82","14.5","193","16.08","23.56"
"2010","AkademikerIn","Westdeutschland","44.51","29.5","514","38.93","50.09"
"2010","Hauptschule","Ostdeutschland","42.55","9.5","52","-18.6","103.7"
"2010","Hauptschule","Westdeutschland","39.12","19.5","605","35.33","42.91"
"2010","Realschule","Ostdeutschland","17.84","15.5","162","15.27","20.41"
"2010","Realschule","Westdeutschland","39.64","25.5","668","36.78","42.5"
"2011","(Fach-)Abitur","Ostdeutschland","19.4","15.5","57","16.47","22.33"
"2011","(Fach-)Abitur","Westdeutschland","33.48","21.5","406","29.05","37.91"
"2011","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2011","(noch) kein Abschluss","Westdeutschland","25.76","18.5","31","16.15","35.37"
"2011","AkademikerIn","Ostdeutschland","18.93","15.5","239","16.91","20.95"
"2011","AkademikerIn","Westdeutschland","48.2","31.5","634","43.72","52.68"
"2011","Hauptschule","Ostdeutschland","18.96","11","46","13.51","24.41"
"2011","Hauptschule","Westdeutschland","33.33","19.5","844","30.37","36.29"
"2011","Realschule","Ostdeutschland","19.5","14.5","229","16.48","22.52"
"2011","Realschule","Westdeutschland","40.25","24.5","886","37.67","42.83"
"2012","(Fach-)Abitur","Ostdeutschland","16.97","14.5","64","14.65","19.29"
"2012","(Fach-)Abitur","Westdeutschland","35.29","24.5","424","30.95","39.63"
"2012","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2012","(noch) kein Abschluss","Westdeutschland","26.85","13","34","14.6","39.1"
"2012","AkademikerIn","Ostdeutschland","21.37","14.5","233","11.19","31.55"
"2012","AkademikerIn","Westdeutschland","41.92","29.5","682","38.36","45.48"
"2012","Hauptschule","Ostdeutschland","20.81","17","63","16.27","25.35"
"2012","Hauptschule","Westdeutschland","32.39","21.5","933","30.16","34.62"
"2012","Realschule","Ostdeutschland","18.98","14.5","246","16.28","21.68"
"2012","Realschule","Westdeutschland","38.82","24.5","919","36.42","41.22"
"2013","(Fach-)Abitur","Ostdeutschland","20.42","17.5","58","17.5","23.34"
"2013","(Fach-)Abitur","Westdeutschland","36.41","24.5","416","32.05","40.77"
"2013","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2013","(noch) kein Abschluss","Westdeutschland","19.31","14.5","37","10.42","28.2"
"2013","AkademikerIn","Ostdeutschland","19.07","15.5","257","16.73","21.41"
"2013","AkademikerIn","Westdeutschland","46.07","32.5","647","42.45","49.69"
"2013","Hauptschule","Ostdeutschland","17.38","14.5","65","14.9","19.86"
"2013","Hauptschule","Westdeutschland","36.26","23.5","889","33.94","38.58"
"2013","Realschule","Ostdeutschland","19.34","14.5","240","17.27","21.41"
"2013","Realschule","Westdeutschland","37.6","24.5","902","35.09","40.11"
"2014","(Fach-)Abitur","Ostdeutschland","18.48","14.5","82","16.02","20.94"
"2014","(Fach-)Abitur","Westdeutschland","35.36","24.5","657","32.25","38.47"
"2014","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2014","(noch) kein Abschluss","Westdeutschland","20.42","14.5","51","15.58","25.26"
"2014","AkademikerIn","Ostdeutschland","23.16","19.5","287","19.85","26.47"
"2014","AkademikerIn","Westdeutschland","41.39","29.5","959","38.75","44.03"
"2014","Hauptschule","Ostdeutschland","15.1","10.5","76","11.21","18.99"
"2014","Hauptschule","Westdeutschland","30.78","22.5","1078","28.99","32.57"
"2014","Realschule","Ostdeutschland","16.55","12.5","309","14.37","18.73"
"2014","Realschule","Westdeutschland","33.43","22.5","1245","31.76","35.1"
"2015","(Fach-)Abitur","Ostdeutschland","","","","",""
"2015","(Fach-)Abitur","Westdeutschland","","","","",""
"2015","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2015","(noch) kein Abschluss","Westdeutschland","","","","",""
"2015","AkademikerIn","Ostdeutschland","","","","",""
"2015","AkademikerIn","Westdeutschland","","","","",""
"2015","Hauptschule","Ostdeutschland","","","","",""
"2015","Hauptschule","Westdeutschland","","","","",""
"2015","Realschule","Ostdeutschland","","","","",""
"2015","Realschule","Westdeutschland","","","","",""
"2016","(Fach-)Abitur","Ostdeutschland","18.36","17.5","75","15.92","20.8"
"2016","(Fach-)Abitur","Westdeutschland","36.2","27.5","544","33.04","39.36"
"2016","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2016","(noch) kein Abschluss","Westdeutschland","17.2","14.5","32","14.07","20.33"
"2016","AkademikerIn","Ostdeutschland","21.7","19.5","226","19.35","24.05"
"2016","AkademikerIn","Westdeutschland","40.18","29.5","811","37.51","42.85"
"2016","Hauptschule","Ostdeutschland","18.05","18","53","14.93","21.17"
"2016","Hauptschule","Westdeutschland","34.71","24.5","801","32.54","36.88"
"2016","Realschule","Ostdeutschland","17.34","16.5","256","15.69","18.99"
"2016","Realschule","Westdeutschland","33.97","23.5","947","31.86","36.08"
"2017","(Fach-)Abitur","Ostdeutschland","","","","",""
"2017","(Fach-)Abitur","Westdeutschland","","","","",""
"2017","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2017","(noch) kein Abschluss","Westdeutschland","","","","",""
"2017","AkademikerIn","Ostdeutschland","","","","",""
"2017","AkademikerIn","Westdeutschland","","","","",""
"2017","Hauptschule","Ostdeutschland","","","","",""
"2017","Hauptschule","Westdeutschland","","","","",""
"2017","Realschule","Ostdeutschland","","","","",""
"2017","Realschule","Westdeutschland","","","","",""
"2018","(Fach-)Abitur","Ostdeutschland","20.67","18.5","98","18.14","23.2"
"2018","(Fach-)Abitur","Westdeutschland","34.26","24.5","586","31.72","36.8"
"2018","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2018","(noch) kein Abschluss","Westdeutschland","38.02","18","30","12.44","63.6"
"2018","AkademikerIn","Ostdeutschland","21.09","17.5","257","18.47","23.71"
"2018","AkademikerIn","Westdeutschland","41.65","29.5","947","39.03","44.27"
"2018","Hauptschule","Ostdeutschland","22.65","18.5","56","15.93","29.37"
"2018","Hauptschule","Westdeutschland","34.74","24.5","794","32.41","37.07"
"2018","Realschule","Ostdeutschland","17.87","14.5","368","16.15","19.59"
"2018","Realschule","Westdeutschland","36.19","24.5","1019","34.32","38.06"
"2019","(Fach-)Abitur","Ostdeutschland","","","","",""
"2019","(Fach-)Abitur","Westdeutschland","","","","",""
"2019","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2019","(noch) kein Abschluss","Westdeutschland","","","","",""
"2019","AkademikerIn","Ostdeutschland","","","","",""
"2019","AkademikerIn","Westdeutschland","","","","",""
"2019","Hauptschule","Ostdeutschland","","","","",""
"2019","Hauptschule","Westdeutschland","","","","",""
"2019","Realschule","Ostdeutschland","","","","",""
"2019","Realschule","Westdeutschland","","","","",""
"2020","(Fach-)Abitur","Ostdeutschland","20.4","18.5","106","14.79","26.01"
"2020","(Fach-)Abitur","Westdeutschland","32.85","27.5","633","29.88","35.82"
"2020","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2020","(noch) kein Abschluss","Westdeutschland","","","","",""
"2020","AkademikerIn","Ostdeutschland","22.02","16.5","293","19.35","24.69"
"2020","AkademikerIn","Westdeutschland","40.29","29.5","999","37.35","43.23"
"2020","Hauptschule","Ostdeutschland","24.78","19.5","59","14.32","35.24"
"2020","Hauptschule","Westdeutschland","38.78","29.5","685","34.57","42.99"
"2020","Realschule","Ostdeutschland","21.34","15.5","314","19.33","23.35"
"2020","Realschule","Westdeutschland","37.09","27.5","958","34.81","39.37"
