"year","bildungsniveau","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"2009","AkademikerIn","Laendlicher Raum","6.25","6.5","1211","3","5","8","9","10","6.12","6.38","0","10","7","7"
"2009","AkademikerIn","Staedtischer Raum","6.55","6.5","2781","3","5","8","9","10","6.46","6.64","0","10","7","7"
"2009","Hauptschule","Laendlicher Raum","5.44","5.5","2241","2","4","7","8","10","5.34","5.54","0","10","5","6"
"2009","Hauptschule","Staedtischer Raum","5.39","5.5","3859","2","4","7","8","10","5.31","5.47","0","10","6","6"
"2009","Realschule","Laendlicher Raum","5.41","5.5","2002","2","4","7","8","10","5.3","5.52","0","10","6","6"
"2009","Realschule","Staedtischer Raum","5.71","5.5","2713","2","4","8","9","10","5.61","5.81","0","10","6","6"
"2010","(Fach-)Abitur","Laendlicher Raum","5.72","5.5","777","2","4","8","9","10","5.54","5.9","0","10","6","6"
"2010","(Fach-)Abitur","Staedtischer Raum","5.79","5.5","2199","2","4","8","9","10","5.68","5.9","0","10","6","6"
"2010","(noch) kein Abschluss","Laendlicher Raum","4.89","4.5","212","1","3","7","9","10","4.47","5.31","0","10","4","5"
"2010","(noch) kein Abschluss","Staedtischer Raum","4.88","4.5","471","0","2","7","9","10","4.6","5.16","0","10","4","5"
"2010","AkademikerIn","Laendlicher Raum","6.44","6.5","1470","3","5","8","9","10","6.32","6.56","0","10","7","7"
"2010","AkademikerIn","Staedtischer Raum","6.55","6.5","3845","3","5","8","9","10","6.47","6.63","0","10","7","7"
"2010","Hauptschule","Laendlicher Raum","5.41","4.5","2713","2","4","7","8","10","5.31","5.51","0","10","5","6"
"2010","Hauptschule","Staedtischer Raum","5.5","5.5","4623","2","4","8","8","10","5.42","5.58","0","10","5","6"
"2010","Realschule","Laendlicher Raum","5.64","5.5","2891","2","4","8","9","10","5.54","5.74","0","10","5","6"
"2010","Realschule","Staedtischer Raum","5.86","5.5","3766","2","4","8","9","10","5.78","5.94","0","10","6","6"
"2011","(Fach-)Abitur","Laendlicher Raum","5.96","5.5","867","2","4","8","9","10","5.79","6.13","0","10","6","7"
"2011","(Fach-)Abitur","Staedtischer Raum","5.97","5.5","2261","2","5","8","9","10","5.86","6.08","0","10","6","7"
"2011","(noch) kein Abschluss","Laendlicher Raum","4.84","4.5","212","1","3","7","9","10","4.45","5.23","0","10","5","5"
"2011","(noch) kein Abschluss","Staedtischer Raum","5.23","4.5","468","1","3","8","9","10","4.96","5.5","0","10","5","5"
"2011","AkademikerIn","Laendlicher Raum","6.59","6.5","1604","3","5","8","9","10","6.47","6.71","0","10","7","7"
"2011","AkademikerIn","Staedtischer Raum","6.86","6.5","4057","4","5","8","9","10","6.79","6.93","0","10","7","8"
"2011","Hauptschule","Laendlicher Raum","5.53","5.5","2930","2","4","8","9","10","5.43","5.63","0","10","5","6"
"2011","Hauptschule","Staedtischer Raum","5.68","5.5","4750","2","4","8","9","10","5.61","5.75","0","10","6","6"
"2011","Realschule","Laendlicher Raum","5.68","5.5","3110","2","4","8","9","10","5.59","5.77","0","10","6","6"
"2011","Realschule","Staedtischer Raum","5.99","6.5","3917","2","5","8","9","10","5.91","6.07","0","10","6","6"
"2012","(Fach-)Abitur","Laendlicher Raum","6.11","6.5","898","2","5","8","9","10","5.94","6.28","0","10","6","7"
"2012","(Fach-)Abitur","Staedtischer Raum","6.05","5.5","2319","2","5","8","9","10","5.94","6.16","0","10","6","7"
"2012","(noch) kein Abschluss","Laendlicher Raum","4.79","4.5","226","0","3","7","8","10","4.39","5.19","0","10","5","6"
"2012","(noch) kein Abschluss","Staedtischer Raum","5.44","5.5","459","2","3","8","9","10","5.17","5.71","0","10","5","6"
"2012","AkademikerIn","Laendlicher Raum","6.64","6.5","1689","3","5","8","9","10","6.53","6.75","0","10","7","7"
"2012","AkademikerIn","Staedtischer Raum","6.87","6.5","4114","3","6","8","9","10","6.8","6.94","0","10","7","8"
"2012","Hauptschule","Laendlicher Raum","5.76","5.5","3132","2","4","8","9","10","5.67","5.85","0","10","6","6"
"2012","Hauptschule","Staedtischer Raum","5.78","5.5","4853","2","4","8","9","10","5.71","5.85","0","10","6","6"
"2012","Realschule","Laendlicher Raum","5.81","5.5","3238","2","4","8","9","10","5.72","5.9","0","10","6","6"
"2012","Realschule","Staedtischer Raum","6.07","6.5","4033","2","5","8","9","10","5.99","6.15","0","10","6","7"
"2013","(Fach-)Abitur","Laendlicher Raum","6.21","6.5","866","2","5","8","9","10","6.04","6.38","0","10","7","7"
"2013","(Fach-)Abitur","Staedtischer Raum","6.14","6.5","2255","2","5","8","9","10","6.04","6.24","0","10","6","7"
"2013","(noch) kein Abschluss","Laendlicher Raum","4.8","4.5","230","0","2","7","9","10","4.39","5.21","0","10","5","6"
"2013","(noch) kein Abschluss","Staedtischer Raum","5.52","5.5","435","2","3","8","9","10","5.24","5.8","0","10","5","6"
"2013","AkademikerIn","Laendlicher Raum","6.85","6.5","1652","3","5","9","9","10","6.74","6.96","0","10","7","8"
"2013","AkademikerIn","Staedtischer Raum","7","7.5","4100","4","6","9","10","10","6.93","7.07","0","10","7","8"
"2013","Hauptschule","Laendlicher Raum","5.84","5.5","2983","2","4","8","9","10","5.75","5.93","0","10","6","6"
"2013","Hauptschule","Staedtischer Raum","5.88","5.5","4570","2","4","8","9","10","5.81","5.95","0","10","6","6"
"2013","Realschule","Laendlicher Raum","5.86","5.5","3130","2","4","8","9","10","5.77","5.95","0","10","6","6"
"2013","Realschule","Staedtischer Raum","6.24","6.5","3883","3","5","8","9","10","6.16","6.32","0","10","7","7"
"2014","(Fach-)Abitur","Laendlicher Raum","6.3","6.5","1007","3","5","8","9","10","6.15","6.45","0","10","6","7"
"2014","(Fach-)Abitur","Staedtischer Raum","6.05","6.5","2765","2","4","8","9","10","5.96","6.14","0","10","6","7"
"2014","(noch) kein Abschluss","Laendlicher Raum","4.45","4.5","251","0","2","7","8","10","4.08","4.82","0","10","4","5"
"2014","(noch) kein Abschluss","Staedtischer Raum","4.89","4.5","550","0","2","7","9","10","4.64","5.14","0","10","5","5"
"2014","AkademikerIn","Laendlicher Raum","6.88","6.5","1700","3","6","8","9","10","6.77","6.99","0","10","7","8"
"2014","AkademikerIn","Staedtischer Raum","6.99","6.5","4416","4","6","9","10","10","6.92","7.06","0","10","7","8"
"2014","Hauptschule","Laendlicher Raum","5.87","5.5","3055","2","4","8","9","10","5.78","5.96","0","10","6","6"
"2014","Hauptschule","Staedtischer Raum","5.88","5.5","4909","2","4","8","9","10","5.81","5.95","0","10","6","6"
"2014","Realschule","Laendlicher Raum","5.95","5.5","2912","2","5","8","9","10","5.86","6.04","0","10","6","7"
"2014","Realschule","Staedtischer Raum","6.17","6.5","3791","3","5","8","9","10","6.09","6.25","0","10","6","7"
"2015","(Fach-)Abitur","Laendlicher Raum","6.28","6.5","1056","2","5","8","9","10","6.13","6.43","0","10","7","7"
"2015","(Fach-)Abitur","Staedtischer Raum","6.36","6.5","2913","3","5","8","9","10","6.27","6.45","0","10","7","7"
"2015","(noch) kein Abschluss","Laendlicher Raum","5.07","4.5","245","1","3","7","9","10","4.71","5.43","0","10","5","6"
"2015","(noch) kein Abschluss","Staedtischer Raum","4.83","4.5","552","0","2","7","8","10","4.58","5.08","0","10","5","5"
"2015","AkademikerIn","Laendlicher Raum","6.86","6.5","1748","3","6","8","9","10","6.75","6.97","0","10","7","8"
"2015","AkademikerIn","Staedtischer Raum","7.02","7.5","4566","4","6","9","10","10","6.95","7.09","0","10","7","8"
"2015","Hauptschule","Laendlicher Raum","6.11","6.5","2929","3","5","8","9","10","6.02","6.2","0","10","6","7"
"2015","Hauptschule","Staedtischer Raum","6","6.5","4659","2","4","8","9","10","5.93","6.07","0","10","6","6"
"2015","Realschule","Laendlicher Raum","6.11","6.5","2794","3","5","8","9","10","6.02","6.2","0","10","6","7"
"2015","Realschule","Staedtischer Raum","6.33","6.5","3592","3","5","8","9","10","6.25","6.41","0","10","7","7"
"2016","(Fach-)Abitur","Laendlicher Raum","6.4","6.5","972","3","5","8","9","10","6.24","6.56","0","10","7","7"
"2016","(Fach-)Abitur","Staedtischer Raum","6.4","6.5","2665","3","5","8","9","10","6.31","6.49","0","10","7","7"
"2016","(noch) kein Abschluss","Laendlicher Raum","5.21","4.5","219","1","4","7","8","10","4.83","5.59","0","10","5","6"
"2016","(noch) kein Abschluss","Staedtischer Raum","5.29","4.5","545","1","3","7","9","10","5.04","5.54","0","10","5","6"
"2016","AkademikerIn","Laendlicher Raum","6.91","6.5","1667","3","6","9","10","10","6.8","7.02","0","10","7","8"
"2016","AkademikerIn","Staedtischer Raum","7.01","7.5","4226","4","6","9","10","10","6.94","7.08","0","10","7","8"
"2016","Hauptschule","Laendlicher Raum","6.18","6.5","2694","3","5","8","9","10","6.08","6.28","0","10","6","7"
"2016","Hauptschule","Staedtischer Raum","6.16","6.5","4204","3","5","8","9","10","6.08","6.24","0","10","6","7"
"2016","Realschule","Laendlicher Raum","6.32","6.5","2606","3","5","8","9","10","6.23","6.41","0","10","7","7"
"2016","Realschule","Staedtischer Raum","6.38","6.5","3285","3","5","8","9","10","6.3","6.46","0","10","7","7"
"2017","(Fach-)Abitur","Laendlicher Raum","6.4","6.5","1200","3","5","8","9","10","6.26","6.54","0","10","7","7"
"2017","(Fach-)Abitur","Staedtischer Raum","6.27","6.5","3158","3","5","8","9","10","6.18","6.36","0","10","7","7"
"2017","(noch) kein Abschluss","Laendlicher Raum","5.22","4.5","459","1","3","7","9","10","4.96","5.48","0","10","5","6"
"2017","(noch) kein Abschluss","Staedtischer Raum","5.42","5.5","1052","1","3","8","9","10","5.24","5.6","0","10","5","6"
"2017","AkademikerIn","Laendlicher Raum","7.09","7.5","1944","4","6","9","10","10","6.99","7.19","0","10","7","8"
"2017","AkademikerIn","Staedtischer Raum","7.15","7.5","4933","4","6","9","10","10","7.09","7.21","0","10","8","8"
"2017","Hauptschule","Laendlicher Raum","6.14","6.5","2902","3","5","8","9","10","6.05","6.23","0","10","6","7"
"2017","Hauptschule","Staedtischer Raum","6.15","6.5","4571","3","5","8","9","10","6.08","6.22","0","10","6","7"
"2017","Realschule","Laendlicher Raum","6.34","6.5","3028","3","5","8","9","10","6.26","6.42","0","10","7","7"
"2017","Realschule","Staedtischer Raum","6.42","6.5","3762","3","5","8","9","10","6.35","6.49","0","10","7","7"
"2018","(Fach-)Abitur","Laendlicher Raum","6.31","6.5","1217","3","5","8","9","10","6.17","6.45","0","10","6","7"
"2018","(Fach-)Abitur","Staedtischer Raum","6.39","6.5","3196","3","5","8","9","10","6.3","6.48","0","10","7","7"
"2018","(noch) kein Abschluss","Laendlicher Raum","5.19","4.5","529","0","3","8","9","10","4.97","5.41","0","10","5","6"
"2018","(noch) kein Abschluss","Staedtischer Raum","5.19","4.5","1392","1","3","7","9","10","5.04","5.34","0","10","5","6"
"2018","AkademikerIn","Laendlicher Raum","6.94","7.5","1875","3","6","9","9","10","6.84","7.04","0","10","7","8"
"2018","AkademikerIn","Staedtischer Raum","7.09","7.5","4983","4","6","9","10","10","7.03","7.15","0","10","7","7"
"2018","Hauptschule","Laendlicher Raum","6.11","6.5","2798","3","5","8","9","10","6.02","6.2","0","10","6","6"
"2018","Hauptschule","Staedtischer Raum","6.16","6.5","4549","3","5","8","9","10","6.09","6.23","0","10","6","6"
"2018","Realschule","Laendlicher Raum","6.21","6.5","2919","3","5","8","9","10","6.13","6.29","0","10","6","7"
"2018","Realschule","Staedtischer Raum","6.4","6.5","3631","3","5","8","9","10","6.32","6.48","0","10","7","7"
"2019","(Fach-)Abitur","Laendlicher Raum","6.61","6.5","1192","3","5","8","9","10","6.48","6.74","0","10","7","7"
"2019","(Fach-)Abitur","Staedtischer Raum","6.46","6.5","3192","3","5","8","9","10","6.38","6.54","0","10","7","7"
"2019","(noch) kein Abschluss","Laendlicher Raum","5.36","4.5","508","0","3","8","9","10","5.14","5.58","0","10","6","6"
"2019","(noch) kein Abschluss","Staedtischer Raum","5.38","4.5","1309","1","4","8","9","10","5.24","5.52","0","10","6","6"
"2019","AkademikerIn","Laendlicher Raum","7.21","7.5","2029","4","6","9","10","10","7.11","7.31","0","10","8","8"
"2019","AkademikerIn","Staedtischer Raum","7.35","7.5","5297","4","6","9","10","10","7.29","7.41","0","10","8","8"
"2019","Hauptschule","Laendlicher Raum","6.27","6.5","2548","3","5","8","9","10","6.18","6.36","0","10","7","7"
"2019","Hauptschule","Staedtischer Raum","6.36","6.5","4140","3","5","8","9","10","6.29","6.43","0","10","7","7"
"2019","Realschule","Laendlicher Raum","6.48","6.5","2926","3","5","8","9","10","6.39","6.57","0","10","7","7"
"2019","Realschule","Staedtischer Raum","6.62","6.5","3608","3","5","8","9","10","6.54","6.7","0","10","7","7"
"2020","(Fach-)Abitur","Laendlicher Raum","6.52","6.5","1266","3","5","8","9","10","6.39","6.65","0","10","7","7"
"2020","(Fach-)Abitur","Staedtischer Raum","6.43","6.5","3554","3","5","8","9","10","6.35","6.51","0","10","7","7"
"2020","(noch) kein Abschluss","Laendlicher Raum","5.57","5.5","541","2","4","8","9","10","5.35","5.79","0","10","6","6"
"2020","(noch) kein Abschluss","Staedtischer Raum","5.44","5.5","1344","1","3","8","9","10","5.3","5.58","0","10","6","6"
"2020","AkademikerIn","Laendlicher Raum","7.35","7.5","2030","5","6","9","10","10","7.26","7.44","0","10","8","8"
"2020","AkademikerIn","Staedtischer Raum","7.24","7.5","5631","4","6","9","10","10","7.18","7.3","0","10","8","8"
"2020","Hauptschule","Laendlicher Raum","6.25","6.5","2438","3","5","8","9","10","6.15","6.35","0","10","7","7"
"2020","Hauptschule","Staedtischer Raum","6.26","6.5","4061","3","5","8","9","10","6.18","6.34","0","10","6","7"
"2020","Realschule","Laendlicher Raum","6.5","6.5","2726","3","5","8","9","10","6.41","6.59","0","10","7","7"
"2020","Realschule","Staedtischer Raum","6.56","6.5","3426","3","5","8","9","10","6.48","6.64","0","10","7","7"
