syear,age_gr,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1999,30-45 J.,Rural regions,,,,,,,,,,,,
1999,46-65 J.,Urban regions,,,,,,,,,,,,
1999,46-65 J.,Rural regions,,,,,,,,,,,,
1999,66 und älter,Urban regions,,,,,,,,,,,,
1999,66 und älter,Rural regions,,,,,,,,,,,,
2000,17-29 J.,Urban regions,,,,,,,,,,,,
2000,17-29 J.,Rural regions,,,,,,,,,,,,
2000,30-45 J.,Urban regions,,,,,,,,,,,,
2000,30-45 J.,Rural regions,,,,,,,,,,,,
2000,46-65 J.,Urban regions,,,,,,,,,,,,
2000,46-65 J.,Rural regions,,,,,,,,,,,,
2000,66 und älter,Urban regions,,,,,,,,,,,,
2000,66 und älter,Rural regions,,,,,,,,,,,,
2001,17-29 J.,Urban regions,,,,,,,,,,,,
2001,17-29 J.,Rural regions,,,,,,,,,,,,
2001,30-45 J.,Urban regions,,,,,,,,,,,,
2001,30-45 J.,Rural regions,,,,,,,,,,,,
2001,46-65 J.,Urban regions,,,,,,,,,,,,
2001,46-65 J.,Rural regions,,,,,,,,,,,,
2001,66 und älter,Urban regions,,,,,,,,,,,,
2001,66 und älter,Rural regions,,,,,,,,,,,,
2002,17-29 J.,Urban regions,,,,,,,,,,,,
2002,17-29 J.,Rural regions,,,,,,,,,,,,
2002,30-45 J.,Urban regions,,,,,,,,,,,,
2002,30-45 J.,Rural regions,,,,,,,,,,,,
2002,46-65 J.,Urban regions,,,,,,,,,,,,
2002,46-65 J.,Rural regions,,,,,,,,,,,,
2002,66 und älter,Urban regions,,,,,,,,,,,,
2002,66 und älter,Rural regions,,,,,,,,,,,,
2003,17-29 J.,Urban regions,,,,,,,,,,,,
2003,17-29 J.,Rural regions,,,,,,,,,,,,
2003,30-45 J.,Urban regions,,,,,,,,,,,,
2003,30-45 J.,Rural regions,,,,,,,,,,,,
2003,46-65 J.,Urban regions,,,,,,,,,,,,
2003,46-65 J.,Rural regions,,,,,,,,,,,,
2003,66 und älter,Urban regions,,,,,,,,,,,,
2003,66 und älter,Rural regions,,,,,,,,,,,,
2004,17-29 J.,Urban regions,4.9720567359795345,4.920998648770907,5.023114823188162,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0,2393.0
2004,17-29 J.,Rural regions,4.824444134970538,4.7511381920157145,4.897750077925361,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0,1295.0
2004,30-45 J.,Urban regions,5.54115802297177,5.503713434978092,5.578602610965447,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,4272.0
2004,30-45 J.,Rural regions,5.26060300901529,5.204197772330357,5.317008245700224,3.0,6.0,7.0,0.0,10.0,6.0,6.0,7.0,2039.0
2004,46-65 J.,Urban regions,5.647796219834794,5.612121339683893,5.683471099985696,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,4683.0
2004,46-65 J.,Rural regions,5.342391997754989,5.290500097199009,5.394283898310969,3.0,6.0,7.0,0.0,10.0,6.0,6.0,7.0,2440.0
2004,66 und älter,Urban regions,6.067571701418445,6.021124010871162,6.114019391965728,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,2415.0
2004,66 und älter,Rural regions,6.182137839404591,6.120345830893671,6.243929847915512,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,1271.0
2005,17-29 J.,Urban regions,4.779115204104153,4.724360871353061,4.833869536855246,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0,2340.0
2005,17-29 J.,Rural regions,4.761933246399991,4.685446884867279,4.838419607932703,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0,1210.0
2005,30-45 J.,Urban regions,5.556914454480141,5.518404432833701,5.595424476126582,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,3986.0
2005,30-45 J.,Rural regions,5.224513592315611,5.165619098421558,5.283408086209663,3.0,6.0,7.0,0.0,10.0,6.0,6.0,7.0,1908.0
2005,46-65 J.,Urban regions,5.637640195099446,5.600453171003792,5.6748272191951,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,4457.0
2005,46-65 J.,Rural regions,5.377919802372294,5.3242086746746065,5.431630930069982,3.0,6.0,8.0,0.0,10.0,6.0,6.0,7.0,2350.0
2005,66 und älter,Urban regions,6.227349605831092,6.1795252268527046,6.27517398480948,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,2429.0
2005,66 und älter,Rural regions,6.1995844333529435,6.1354445669333,6.263724299772587,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,1267.0
2006,17-29 J.,Urban regions,4.984565867105643,4.929012804500588,5.040118929710698,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0,2274.0
2006,17-29 J.,Rural regions,5.104106568170666,5.028773015249911,5.179440121091421,3.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0,1212.0
2006,30-45 J.,Urban regions,5.510835008187504,5.472276036140455,5.549393980234553,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,4099.0
2006,30-45 J.,Rural regions,5.368289282894011,5.313217241596448,5.423361324191575,3.0,6.0,7.0,0.0,10.0,6.0,6.0,7.0,2009.0
2006,46-65 J.,Urban regions,5.603777520786691,5.567667528357104,5.639887513216278,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,4780.0
2006,46-65 J.,Rural regions,5.292454632838629,5.242114266131459,5.342794999545799,3.0,5.0,8.0,0.0,10.0,5.0,4.0,5.0,2578.0
2006,66 und älter,Urban regions,6.084166983793465,6.0404323756935145,6.127901591893416,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,2806.0
2006,66 und älter,Rural regions,5.950204657642064,5.891361292488003,6.009048022796124,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,1536.0
2007,17-29 J.,Urban regions,5.053716865465509,4.996073435110148,5.1113602958208695,3.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0,2084.0
2007,17-29 J.,Rural regions,5.041294223933343,4.959582126641364,5.123006321225321,3.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0,1104.0
2007,30-45 J.,Urban regions,5.560560745818116,5.520272114226545,5.600849377409688,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,3720.0
2007,30-45 J.,Rural regions,5.532541613110368,5.476484516132786,5.5885987100879495,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,1854.0
2007,46-65 J.,Urban regions,5.466570102472044,5.429251999992723,5.503888204951365,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,4443.0
2007,46-65 J.,Rural regions,5.190465598916839,5.140305593554628,5.24062560427905,3.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0,2443.0
2007,66 und älter,Urban regions,6.079959157854739,6.0361134439717254,6.123804871737752,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,2776.0
2007,66 und älter,Rural regions,5.734255932125832,5.673935319584975,5.794576544666689,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,1491.0
2008,17-29 J.,Urban regions,5.16465265838319,5.1067012058468135,5.2226041109195664,3.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0,1954.0
2008,17-29 J.,Rural regions,4.99235476737677,4.912286412439639,5.072423122313901,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0,997.0
2008,30-45 J.,Urban regions,5.698737622334542,5.657910456010484,5.739564788658599,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,3361.0
2008,30-45 J.,Rural regions,5.6336977508800805,5.576302555717307,5.691092946042854,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,1697.0
2008,46-65 J.,Urban regions,5.532955411386177,5.494979813617803,5.570931009154551,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,4214.0
2008,46-65 J.,Rural regions,5.256179252629846,5.203523400442697,5.308835104816995,3.0,6.0,7.0,0.0,10.0,6.0,6.0,7.0,2317.0
2008,66 und älter,Urban regions,6.067996616131416,6.0241862438006315,6.111806988462201,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,2749.0
2008,66 und älter,Rural regions,5.88135278765065,5.824458496651532,5.938247078649768,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,1484.0
2009,17-29 J.,Urban regions,5.267705383696138,5.206047103545257,5.32936366384702,3.0,5.852319999398864,7.0,0.0,10.0,6.0,6.0,7.0,1788.0
2009,17-29 J.,Rural regions,5.057879378150091,4.9731331706813355,5.142625585618846,3.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0,928.0
2009,30-45 J.,Urban regions,5.728699133761386,5.6839531237622,5.773445143760571,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,3015.0
2009,30-45 J.,Rural regions,5.588993641575036,5.528116115082076,5.649871168067996,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,1581.0
2009,46-65 J.,Urban regions,5.575760464886654,5.536919712721058,5.61460121705225,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,3952.0
2009,46-65 J.,Rural regions,5.387413714849109,5.333908310513261,5.440919119184957,3.0,6.0,8.0,0.0,10.0,6.0,6.0,7.0,2241.0
2009,66 und älter,Urban regions,6.108681509068629,6.063617440370177,6.153745577767081,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,2666.0
2009,66 und älter,Rural regions,5.944193462735091,5.882846710329057,6.005540215141126,4.0,6.0,8.0,0.0,10.0,6.0,5.0,6.0,1446.0
2010,17-29 J.,Urban regions,5.322233337469349,5.268009597129524,5.3764570778091745,3.0,6.0,7.0,0.0,10.0,6.0,6.0,7.0,2439.0
2010,17-29 J.,Rural regions,5.342300418420771,5.270004042946386,5.414596793895155,3.0,5.0,7.0,0.0,10.0,5.0,4.0,5.0,1288.0
2010,30-45 J.,Urban regions,5.914262377581676,5.882387901522655,5.946136853640697,4.0,6.0,8.0,0.0,10.0,6.0,5.0,6.0,5837.0
2010,30-45 J.,Rural regions,5.766568426832303,5.722953899438206,5.8101829542264,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,3061.0
2010,46-65 J.,Urban regions,5.639569315439012,5.601584786807512,5.677553844070511,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,4371.0
2010,46-65 J.,Rural regions,5.423423939649772,5.37217806942341,5.474669809876134,3.0,6.0,8.0,0.0,10.0,6.0,6.0,7.0,2440.0
2010,66 und älter,Urban regions,6.283610683009621,6.239098779029224,6.328122586990018,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2578.0
2010,66 und älter,Rural regions,5.990800141572513,5.929830518519851,6.051769764625175,4.0,6.0,8.0,0.0,10.0,6.0,5.0,6.0,1393.0
2011,17-29 J.,Urban regions,5.663223397323294,5.610457474720779,5.715989319925808,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,2284.0
2011,17-29 J.,Rural regions,5.440549323151885,5.369769617567091,5.511329028736679,4.0,5.0,8.0,0.0,10.0,5.0,4.0,5.0,1270.0
2011,30-45 J.,Urban regions,6.177189677733809,6.146117243680703,6.208262111786915,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5788.0
2011,30-45 J.,Rural regions,5.850830204469497,5.807467124730924,5.894193284208069,4.0,6.0,8.0,0.0,10.0,6.0,5.0,6.0,3180.0
2011,46-65 J.,Urban regions,5.901088066678544,5.866517246222451,5.935658887134637,4.0,6.0,8.0,0.0,10.0,6.0,5.0,6.0,4990.0
2011,46-65 J.,Rural regions,5.660872488627465,5.615033897842217,5.706711079412713,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,2968.0
2011,66 und älter,Urban regions,6.286461935891957,6.243347748537906,6.3295761232460075,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,2867.0
2011,66 und älter,Rural regions,5.979313268905811,5.918769807796747,6.039856730014875,4.0,6.0,8.0,0.0,10.0,6.0,5.0,6.0,1532.0
2012,17-29 J.,Urban regions,5.6275698893849535,5.574513465481565,5.680626313288342,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,2245.0
2012,17-29 J.,Rural regions,5.671736858440881,5.599291746458094,5.744181970423669,4.0,6.0,8.0,0.0,10.0,6.0,5.0,6.0,1254.0
2012,30-45 J.,Urban regions,6.291248558079228,6.259961904715358,6.322535211443097,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5436.0
2012,30-45 J.,Rural regions,5.979840311850203,5.936980140145899,6.022700483554507,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,3073.0
2012,46-65 J.,Urban regions,6.010229782591601,5.977382105116432,6.04307746006677,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,5373.0
2012,46-65 J.,Rural regions,5.786007042342201,5.74288374124382,5.829130343440583,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,3308.0
2012,66 und älter,Urban regions,6.365574366288056,6.323986921672825,6.407161810903288,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3093.0
2012,66 und älter,Rural regions,6.138345757967095,6.082943155537004,6.193748360397185,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,1743.0
2013,17-29 J.,Urban regions,5.721201579648221,5.6672535897990794,5.775149569497362,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,2130.0
2013,17-29 J.,Rural regions,5.52027016549502,5.4443572447375255,5.596183086252515,3.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,1153.0
2013,30-45 J.,Urban regions,6.346569179039614,6.313818616910415,6.379319741168813,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4972.0
2013,30-45 J.,Rural regions,6.094086695364557,6.0494970304064415,6.138676360322672,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,2795.0
2013,46-65 J.,Urban regions,6.191624675467951,6.158883817397907,6.224365533537995,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5422.0
2013,46-65 J.,Rural regions,5.915865783166297,5.87391737183024,5.957814194502355,4.0,6.0,8.0,0.0,10.0,6.0,5.0,6.0,3365.0
2013,66 und älter,Urban regions,6.525929831134083,6.484784832895753,6.567074829372413,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3134.0
2013,66 und älter,Rural regions,6.301007267602039,6.245606942584431,6.3564075926196475,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1750.0
2014,17-29 J.,Urban regions,5.7014589189107525,5.652585002978722,5.750332834842783,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,2632.0
2014,17-29 J.,Rural regions,5.594483261022148,5.524383670773474,5.664582851270822,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,1259.0
2014,30-45 J.,Urban regions,6.223194826296953,6.191418678449256,6.2549709741446495,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5429.0
2014,30-45 J.,Rural regions,6.171227517635357,6.126872665964243,6.21558236930647,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2796.0
2014,46-65 J.,Urban regions,6.17318459271289,6.141657877556034,6.204711307869746,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5753.0
2014,46-65 J.,Rural regions,5.955457575743061,5.912760020691986,5.998155130794136,4.0,7.0,8.0,0.0,10.0,7.0,7.0,8.0,3348.0
2014,66 und älter,Urban regions,6.546198629602479,6.505266716500097,6.587130542704861,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3125.0
2014,66 und älter,Rural regions,6.363121080752892,6.308553419300555,6.417688742205229,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1771.0
2015,17-29 J.,Urban regions,5.812158713333297,5.762860003779298,5.8614574228872955,4.0,6.0,8.0,0.0,10.0,6.0,5.0,6.0,2737.0
2015,17-29 J.,Rural regions,5.588459966699162,5.520063037157404,5.65685689624092,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,1282.0
2015,30-45 J.,Urban regions,6.3088229195994705,6.276823432022198,6.340822407176743,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5343.0
2015,30-45 J.,Rural regions,6.220143867019475,6.176738041503907,6.263549692535043,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2692.0
2015,46-65 J.,Urban regions,6.316294734177903,6.284750973132446,6.347838495223361,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5656.0
2015,46-65 J.,Rural regions,6.118332188036864,6.076333329343196,6.160331046730532,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,3261.0
2015,66 und älter,Urban regions,6.7642769884577625,6.724460308978214,6.804093667937311,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3071.0
2015,66 und älter,Rural regions,6.634725729501051,6.583733005378873,6.685718453623229,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1791.0
2016,17-29 J.,Urban regions,6.031941846014824,5.980134315087462,6.083749376942186,4.0,7.0,8.0,0.0,10.0,7.0,7.0,8.0,2455.0
2016,17-29 J.,Rural regions,5.815593533640326,5.7423960057974375,5.888791061483215,4.0,6.0,8.0,0.0,10.0,6.0,5.0,6.0,1169.0
2016,30-45 J.,Urban regions,6.342867881082274,6.309757093473234,6.375978668691314,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,4681.0
2016,30-45 J.,Rural regions,6.369989099507046,6.324528963552388,6.415449235461703,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2394.0
2016,46-65 J.,Urban regions,6.396310830500653,6.3646548778966805,6.427966783104625,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5374.0
2016,46-65 J.,Rural regions,6.270675417420178,6.228586557594669,6.312764277245687,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3110.0
2016,66 und älter,Urban regions,6.8076916441498225,6.767616311199657,6.8477669770999885,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2931.0
2016,66 und älter,Rural regions,6.743876041248658,6.69252417296625,6.795227909531066,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1733.0
2017,17-29 J.,Urban regions,6.078939731390211,6.03373878737441,6.124140675406012,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,3143.0
2017,17-29 J.,Rural regions,6.02735001315917,5.96529555416741,6.08940447215093,4.0,6.0,8.0,0.0,10.0,6.0,5.0,6.0,1513.0
2017,30-45 J.,Urban regions,6.412617629726759,6.382166856037271,6.443068403416246,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5514.0
2017,30-45 J.,Rural regions,6.364545170361386,6.32250280839355,6.406587532329222,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2718.0
2017,46-65 J.,Urban regions,6.449182068005235,6.419965768261273,6.478398367749197,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6376.0
2017,46-65 J.,Rural regions,6.286307918725748,6.248424089889738,6.324191747561757,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3743.0
2017,66 und älter,Urban regions,6.743600499385994,6.703878413335278,6.78332258543671,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3079.0
2017,66 und älter,Rural regions,6.680934415632975,6.631209991860329,6.730658839405621,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1843.0
2018,17-29 J.,Urban regions,6.0786728496919045,6.037416695884783,6.119929003499026,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0,3419.0
2018,17-29 J.,Rural regions,5.855662566665531,5.79430079551647,5.917024337814592,4.0,6.0,8.0,0.0,10.0,6.0,6.0,6.0,1538.0
2018,30-45 J.,Urban regions,6.404966403270021,6.374958318090902,6.434974488449139,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5548.0
2018,30-45 J.,Rural regions,6.3147317856679654,6.2736302996911375,6.355833271644793,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2624.0
2018,46-65 J.,Urban regions,6.469124755310534,6.440591178122158,6.49765833249891,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6359.0
2018,46-65 J.,Rural regions,6.205227719002708,6.167160904677434,6.2432945333279815,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3653.0
2018,66 und älter,Urban regions,6.7523669865163285,6.7137556912030645,6.7909782818295925,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3148.0
2018,66 und älter,Rural regions,6.57948204836737,6.527990105946001,6.630973990788739,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1828.0
2019,17-29 J.,Urban regions,6.255391607293815,6.210758594355073,6.3000246202325565,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3007.0
2019,17-29 J.,Rural regions,6.104194384960571,6.0368659668533144,6.171522803067827,4.967346681451194,7.0,8.0,0.4183667036279859,10.0,7.0,7.0,8.0,1324.0
2019,30-45 J.,Urban regions,6.673012719804647,6.6435325006167085,6.702492938992585,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5114.0
2019,30-45 J.,Rural regions,6.579424208195627,6.536170659811419,6.622677756579836,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2480.0
