year,hhtyp,quintil_oecd_hh,pet_bird,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Single parent,1st Quintile,No,0.88655,264,298,0.85048,0.92262
2001,Single parent,2nd Quintile,No,0.95880,165,165,0.92838,0.98922
2001,Single parent,3rd Quintile,No,0.95512,105,105,0.91533,0.99491
2001,Single parent,4th Quintile,No,0.96096,69,69,0.91492,1.00700
2001,Single parent,5th Quintile,No,0.98184,49,49,0.94405,1.01962
2001,Couple with children,1st Quintile,Yes,0.14587,97,642,0.11854,0.17319
2001,Couple with children,1st Quintile,No,0.85413,545,642,0.82681,0.88146
2001,Couple with children,2nd Quintile,Yes,0.12158,125,995,0.10126,0.14189
2001,Couple with children,2nd Quintile,No,0.87842,870,995,0.85811,0.89874
2001,Couple with children,3rd Quintile,Yes,0.10942,114,996,0.09003,0.12882
2001,Couple with children,3rd Quintile,No,0.89058,882,996,0.87118,0.90997
2001,Couple with children,4th Quintile,Yes,0.08664,78,896,0.06821,0.10507
2001,Couple with children,4th Quintile,No,0.91336,818,896,0.89493,0.93179
2001,Couple with children,5th Quintile,Yes,0.06552,40,646,0.04643,0.08462
2001,Couple with children,5th Quintile,No,0.93448,606,646,0.91538,0.95357
2001,Multi-generational household,2nd Quintile,No,0.93045,41,41,0.85162,1.00929
2006,Single-person household,1st Quintile,Yes,0.03752,32,847,0.02471,0.05033
2006,Single-person household,1st Quintile,No,0.96248,815,847,0.94967,0.97529
2006,Single-person household,2nd Quintile,No,0.96292,624,624,0.94808,0.97776
2006,Single-person household,3rd Quintile,No,0.96387,581,581,0.94868,0.97906
2006,Single-person household,4th Quintile,No,0.97248,575,575,0.95910,0.98587
2006,Single-person household,5th Quintile,No,0.98473,589,589,0.97482,0.99464
2006,Couple without children,1st Quintile,No,0.93921,400,400,0.91577,0.96266
2006,Couple without children,2nd Quintile,Yes,0.05407,32,664,0.03685,0.07128
2006,Couple without children,2nd Quintile,No,0.94593,632,664,0.92872,0.96315
2006,Couple without children,3rd Quintile,Yes,0.05157,38,770,0.03594,0.06720
2006,Couple without children,3rd Quintile,No,0.94843,732,770,0.93280,0.96406
2006,Couple without children,4th Quintile,Yes,0.04365,43,834,0.02978,0.05753
2006,Couple without children,4th Quintile,No,0.95635,791,834,0.94247,0.97022
2006,Couple without children,5th Quintile,Yes,0.04531,62,1463,0.03465,0.05598
2006,Couple without children,5th Quintile,No,0.95469,1401,1463,0.94402,0.96535
2006,Single parent,1st Quintile,No,0.92734,311,311,0.89844,0.95624
2006,Single parent,2nd Quintile,No,0.93674,145,145,0.89698,0.97650
2006,Single parent,3rd Quintile,No,0.91585,113,113,0.86444,0.96727
2006,Single parent,4th Quintile,No,0.94220,90,90,0.89371,0.99068
2006,Single parent,5th Quintile,No,0.97078,60,60,0.92781,1.01376
2006,Couple with children,1st Quintile,Yes,0.09781,48,459,0.07061,0.12502
2006,Couple with children,1st Quintile,No,0.90219,411,459,0.87498,0.92939
2006,Couple with children,2nd Quintile,Yes,0.08991,69,709,0.06884,0.11098
2006,Couple with children,2nd Quintile,No,0.91009,640,709,0.88902,0.93116
2006,Couple with children,3rd Quintile,Yes,0.08581,74,857,0.06704,0.10457
2006,Couple with children,3rd Quintile,No,0.91419,783,857,0.89543,0.93296
2006,Couple with children,4th Quintile,Yes,0.07879,67,920,0.06138,0.09621
2006,Couple with children,4th Quintile,No,0.92121,853,920,0.90379,0.93862
2006,Couple with children,5th Quintile,Yes,0.04142,45,892,0.02834,0.05451
2006,Couple with children,5th Quintile,No,0.95858,847,892,0.94549,0.97166
2011,Single-person household,1st Quintile,No,0.96664,987,987,0.95543,0.97785
2011,Single-person household,2nd Quintile,No,0.97043,704,704,0.95791,0.98295
2011,Single-person household,3rd Quintile,No,0.96275,635,635,0.94800,0.97749
2011,Single-person household,4th Quintile,No,0.97878,537,537,0.96658,0.99098
2011,Single-person household,5th Quintile,No,0.98273,550,550,0.97183,0.99363
2011,Couple without children,1st Quintile,Yes,0.05989,34,475,0.03853,0.08125
2011,Couple without children,1st Quintile,No,0.93989,441,475,0.91849,0.96129
2011,Couple without children,2nd Quintile,No,0.96195,693,693,0.94770,0.97621
2011,Couple without children,3rd Quintile,Yes,0.05002,32,804,0.03494,0.06510
2011,Couple without children,3rd Quintile,No,0.94998,772,804,0.93490,0.96506
2011,Couple without children,4th Quintile,Yes,0.04561,37,955,0.03237,0.05884
2011,Couple without children,4th Quintile,No,0.95325,918,955,0.93985,0.96664
2011,Couple without children,5th Quintile,No,0.97946,1386,1386,0.97199,0.98693
2011,Single parent,1st Quintile,No,0.41080,308,308,0.35577,0.46584
2011,Single parent,2nd Quintile,No,0.45790,162,162,0.38094,0.53486
2011,Single parent,3rd Quintile,No,0.60837,134,134,0.52542,0.69133
2011,Single parent,4th Quintile,No,0.62967,88,88,0.52820,0.73114
2011,Single parent,5th Quintile,No,0.68986,56,56,0.56762,0.81211
2011,Couple with children,1st Quintile,Yes,0.05526,46,405,0.03298,0.07754
2011,Couple with children,1st Quintile,No,0.52030,359,405,0.47159,0.56902
2011,Couple with children,2nd Quintile,Yes,0.04989,41,584,0.03222,0.06757
2011,Couple with children,2nd Quintile,No,0.67991,543,584,0.64204,0.71778
2011,Couple with children,3rd Quintile,Yes,0.03590,38,734,0.02243,0.04937
2011,Couple with children,3rd Quintile,No,0.78733,696,734,0.75771,0.81696
2011,Couple with children,4th Quintile,Yes,0.05924,43,800,0.04287,0.07561
2011,Couple with children,4th Quintile,No,0.81107,757,800,0.78392,0.83821
2011,Couple with children,5th Quintile,No,0.85122,696,696,0.82477,0.87768
2016,Single-person household,1st Quintile,No,0.94755,963,963,0.93347,0.96164
2016,Single-person household,2nd Quintile,No,0.97710,711,711,0.96610,0.98810
2016,Single-person household,3rd Quintile,No,0.97729,621,621,0.96556,0.98902
2016,Single-person household,4th Quintile,No,0.98372,547,547,0.97310,0.99433
2016,Single-person household,5th Quintile,No,0.99580,478,478,0.98999,1.00160
2016,Couple without children,1st Quintile,No,0.95825,418,418,0.93905,0.97745
2016,Couple without children,2nd Quintile,No,0.97746,689,689,0.96637,0.98855
2016,Couple without children,3rd Quintile,No,0.96982,737,737,0.95746,0.98218
2016,Couple without children,4th Quintile,No,0.96790,902,902,0.95640,0.97941
2016,Couple without children,5th Quintile,No,0.98244,1244,1244,0.97514,0.98974
2016,Single parent,1st Quintile,No,0.93260,623,623,0.91290,0.95231
2016,Single parent,2nd Quintile,No,0.98405,397,397,0.97171,0.99639
2016,Single parent,3rd Quintile,No,0.94781,216,216,0.91808,0.97754
2016,Single parent,4th Quintile,No,0.99045,148,148,0.97473,1.00617
2016,Single parent,5th Quintile,No,0.96202,80,80,0.91987,1.00417
2016,Couple with children,1st Quintile,Yes,0.04711,48,926,0.03346,0.06077
2016,Couple with children,1st Quintile,No,0.89949,878,926,0.88012,0.91887
2016,Couple with children,2nd Quintile,Yes,0.05809,52,1112,0.04434,0.07185
2016,Couple with children,2nd Quintile,No,0.94191,1060,1112,0.92815,0.95566
2016,Couple with children,3rd Quintile,Yes,0.03120,44,1057,0.02072,0.04169
2016,Couple with children,3rd Quintile,No,0.96880,1013,1057,0.95831,0.97928
2016,Couple with children,4th Quintile,Yes,0.03747,33,993,0.02565,0.04929
2016,Couple with children,4th Quintile,No,0.96253,960,993,0.95071,0.97435
2016,Couple with children,5th Quintile,No,0.97965,879,879,0.97031,0.98899
2016,Multi-generational household,1st Quintile,No,0.94834,32,32,0.87042,1.02626
2016,Other Combinations,1st Quintile,No,0.78037,58,58,0.67289,0.88784
2016,Other Combinations,2nd Quintile,No,0.94705,43,43,0.87933,1.01478
2016,Other Combinations,3rd Quintile,No,0.92934,35,35,0.84320,1.01548
2021,Single-person household,1st Quintile,No,0.96006,919,919,0.94739,0.97273
2021,Single-person household,2nd Quintile,No,0.97330,616,616,0.96056,0.98604
2021,Single-person household,3rd Quintile,No,0.99327,553,553,0.98645,1.00009
2021,Single-person household,4th Quintile,No,0.97818,505,505,0.96543,0.99094
2021,Single-person household,5th Quintile,No,0.98961,537,537,0.98102,0.99819
2021,Couple without children,1st Quintile,No,0.94595,328,328,0.92145,0.97046
2021,Couple without children,2nd Quintile,No,0.95399,544,544,0.93637,0.97161
2021,Couple without children,3rd Quintile,No,0.97503,548,548,0.96196,0.98811
2021,Couple without children,4th Quintile,No,0.97520,681,681,0.96351,0.98689
2021,Couple without children,5th Quintile,No,0.98980,1236,1236,0.98420,0.99541
2021,Single parent,1st Quintile,No,0.93679,263,263,0.90732,0.96626
2021,Single parent,2nd Quintile,No,0.97609,273,273,0.95794,0.99425
2021,Single parent,3rd Quintile,No,0.95913,140,140,0.92622,0.99205
2021,Single parent,4th Quintile,No,0.98396,118,118,0.96120,1.00672
2021,Couple with children,1st Quintile,No,0.81876,388,388,0.78038,0.85714
2021,Couple with children,2nd Quintile,Yes,0.03916,31,631,0.02402,0.05431
2021,Couple with children,2nd Quintile,No,0.94965,600,631,0.93258,0.96673
2021,Couple with children,3rd Quintile,No,0.97779,660,660,0.96653,0.98904
2021,Couple with children,4th Quintile,No,0.96172,645,645,0.94691,0.97654
2021,Couple with children,5th Quintile,No,0.97518,758,758,0.96410,0.98627
2021,Other Combinations,1st Quintile,No,0.86163,53,53,0.76777,0.95548
2021,Other Combinations,2nd Quintile,No,0.99079,54,54,0.96508,1.01651
2021,Other Combinations,3rd Quintile,No,0.99664,50,50,0.98043,1.01285
2021,Other Combinations,4th Quintile,No,0.99976,52,52,0.99549,1.00402
2021,Other Combinations,5th Quintile,No,0.98767,51,51,0.95707,1.01826
