year,migback,pgisced97,ple0012,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,No migration background,Upper Secondary Level,No,0.90466,8514,9378,0.89872,0.91060
2011,No migration background,Post-secondary Non-tertiary Level,No,0.97032,918,918,0.95934,0.98131
2011,No migration background,First Stage of Tertiary Education,Yes,0.08877,116,1316,0.07339,0.10414
2011,No migration background,First Stage of Tertiary Education,No,0.91123,1200,1316,0.89586,0.92661
2011,No migration background,Second Stage of Tertiary Education,Yes,0.05848,279,4110,0.05130,0.06565
2011,No migration background,Second Stage of Tertiary Education,No,0.94152,3831,4110,0.93435,0.94870
2011,Direct migration background,No answer / don't know,No,0.98324,41,41,0.94347,1.02302
2011,Direct migration background,Primary Level,No,0.82343,84,84,0.74140,0.90546
2011,Direct migration background,Lower Secondary Level,Yes,0.14888,50,419,0.11475,0.18300
2011,Direct migration background,Lower Secondary Level,No,0.85112,369,419,0.81700,0.88525
2011,Direct migration background,Upper Secondary Level,Yes,0.08347,56,772,0.06394,0.10299
2011,Direct migration background,Upper Secondary Level,No,0.91653,716,772,0.89701,0.93606
2011,Direct migration background,Post-secondary Non-tertiary Level,No,0.94926,195,195,0.91838,0.98015
2011,Direct migration background,First Stage of Tertiary Education,No,0.93700,86,86,0.88535,0.98865
2011,Direct migration background,Second Stage of Tertiary Education,No,0.96430,352,352,0.94489,0.98371
2011,Indirect migration background,No answer / don't know,No,0.99459,61,61,0.97602,1.01315
2011,Indirect migration background,Lower Secondary Level,No,0.94162,131,131,0.90132,0.98192
2011,Indirect migration background,Upper Secondary Level,No,0.97033,333,333,0.95208,0.98858
2011,Indirect migration background,First Stage of Tertiary Education,No,0.99910,35,35,0.98903,1.00917
2011,Indirect migration background,Second Stage of Tertiary Education,No,0.99437,107,107,0.98012,1.00861
2013,No migration background,No answer / don't know,No,0.98626,196,196,0.96992,1.00260
2013,No migration background,Primary Level,No,0.92091,104,104,0.86879,0.97303
2013,No migration background,Lower Secondary Level,Yes,0.12628,172,1387,0.10880,0.14377
2013,No migration background,Lower Secondary Level,No,0.87372,1215,1387,0.85623,0.89120
2013,No migration background,Upper Secondary Level,Yes,0.10307,873,8447,0.09659,0.10955
2013,No migration background,Upper Secondary Level,No,0.89693,7574,8447,0.89045,0.90341
2013,No migration background,Post-secondary Non-tertiary Level,Yes,0.03529,33,870,0.02302,0.04756
2013,No migration background,Post-secondary Non-tertiary Level,No,0.96471,837,870,0.95244,0.97698
2013,No migration background,First Stage of Tertiary Education,Yes,0.09695,120,1221,0.08035,0.11356
2013,No migration background,First Stage of Tertiary Education,No,0.90305,1101,1221,0.88644,0.91965
2013,No migration background,Second Stage of Tertiary Education,Yes,0.06836,307,3989,0.06053,0.07619
2013,No migration background,Second Stage of Tertiary Education,No,0.93164,3682,3989,0.92381,0.93947
2013,Direct migration background,Primary Level,No,0.82045,59,59,0.72168,0.91923
2013,Direct migration background,Lower Secondary Level,Yes,0.14858,45,348,0.11116,0.18601
2013,Direct migration background,Lower Secondary Level,No,0.85142,303,348,0.81399,0.88884
2013,Direct migration background,Upper Secondary Level,Yes,0.09279,54,660,0.07064,0.11494
2013,Direct migration background,Upper Secondary Level,No,0.90721,606,660,0.88506,0.92936
2013,Direct migration background,Post-secondary Non-tertiary Level,No,0.89581,175,175,0.85041,0.94120
2013,Direct migration background,First Stage of Tertiary Education,No,0.95606,65,65,0.90585,1.00628
2013,Direct migration background,Second Stage of Tertiary Education,No,0.93685,347,347,0.91122,0.96248
2013,Indirect migration background,Lower Secondary Level,No,0.93278,112,112,0.88619,0.97936
2013,Indirect migration background,Upper Secondary Level,No,0.97410,290,290,0.95579,0.99242
2013,Indirect migration background,Post-secondary Non-tertiary Level,No,0.97073,36,36,0.91489,1.02657
2013,Indirect migration background,Second Stage of Tertiary Education,No,0.98773,108,108,0.96687,1.00859
2015,No migration background,No answer / don't know,No,0.99080,392,392,0.98133,1.00026
2015,No migration background,Primary Level,No,0.92454,141,141,0.88079,0.96830
2015,No migration background,Lower Secondary Level,Yes,0.11986,165,1586,0.10387,0.13586
2015,No migration background,Lower Secondary Level,No,0.88014,1421,1586,0.86414,0.89613
2015,No migration background,Upper Secondary Level,Yes,0.09865,855,9456,0.09264,0.10466
2015,No migration background,Upper Secondary Level,No,0.90135,8601,9456,0.89534,0.90736
2015,No migration background,Post-secondary Non-tertiary Level,Yes,0.03581,41,1222,0.02539,0.04624
2015,No migration background,Post-secondary Non-tertiary Level,No,0.96419,1181,1222,0.95376,0.97461
2015,No migration background,First Stage of Tertiary Education,Yes,0.10634,129,1360,0.08995,0.12273
2015,No migration background,First Stage of Tertiary Education,No,0.89366,1231,1360,0.87727,0.91005
2015,No migration background,Second Stage of Tertiary Education,Yes,0.07321,312,4630,0.06571,0.08071
2015,No migration background,Second Stage of Tertiary Education,No,0.92679,4318,4630,0.91929,0.93429
2015,Direct migration background,No answer / don't know,No,0.94642,109,109,0.90395,0.98889
2015,Direct migration background,Primary Level,No,0.83009,198,198,0.77765,0.88253
2015,Direct migration background,Lower Secondary Level,Yes,0.08261,53,785,0.06334,0.10189
2015,Direct migration background,Lower Secondary Level,No,0.91739,732,785,0.89811,0.93666
2015,Direct migration background,Upper Secondary Level,Yes,0.07231,94,1568,0.05948,0.08513
2015,Direct migration background,Upper Secondary Level,No,0.92769,1474,1568,0.91487,0.94052
2015,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.06780,41,628,0.04812,0.08747
2015,Direct migration background,Post-secondary Non-tertiary Level,No,0.93220,587,628,0.91253,0.95188
2015,Direct migration background,First Stage of Tertiary Education,No,0.95077,99,99,0.90793,0.99360
2015,Direct migration background,Second Stage of Tertiary Education,Yes,0.04585,41,1014,0.03297,0.05874
2015,Direct migration background,Second Stage of Tertiary Education,No,0.95415,973,1014,0.94126,0.96703
2015,Indirect migration background,No answer / don't know,No,0.99897,100,100,0.99267,1.00528
2015,Indirect migration background,Lower Secondary Level,No,0.95278,295,295,0.92853,0.97703
2015,Indirect migration background,Upper Secondary Level,No,0.97240,604,604,0.95933,0.98548
2015,Indirect migration background,Post-secondary Non-tertiary Level,No,0.96264,96,96,0.92451,1.00078
2015,Indirect migration background,First Stage of Tertiary Education,No,0.99958,52,52,0.99394,1.00522
2015,Indirect migration background,Second Stage of Tertiary Education,No,0.98035,224,224,0.96213,0.99857
2017,No migration background,No answer / don't know,No,0.98922,367,367,0.97864,0.99980
2017,No migration background,Primary Level,No,0.90249,147,147,0.85437,0.95061
2017,No migration background,Lower Secondary Level,Yes,0.13343,185,1686,0.11720,0.14967
2017,No migration background,Lower Secondary Level,No,0.86657,1501,1686,0.85033,0.88280
2017,No migration background,Upper Secondary Level,Yes,0.10172,887,9760,0.09572,0.10771
2017,No migration background,Upper Secondary Level,No,0.89828,8873,9760,0.89229,0.90428
2017,No migration background,Post-secondary Non-tertiary Level,Yes,0.04703,46,1434,0.03607,0.05799
2017,No migration background,Post-secondary Non-tertiary Level,No,0.95297,1388,1434,0.94201,0.96393
2017,No migration background,First Stage of Tertiary Education,Yes,0.08368,123,1372,0.06902,0.09834
2017,No migration background,First Stage of Tertiary Education,No,0.91632,1249,1372,0.90166,0.93098
2017,No migration background,Second Stage of Tertiary Education,Yes,0.07028,332,5038,0.06322,0.07734
2017,No migration background,Second Stage of Tertiary Education,No,0.92972,4706,5038,0.92266,0.93678
2017,Direct migration background,No answer / don't know,No,0.91895,121,121,0.87012,0.96778
2017,Direct migration background,Primary Level,No,0.87269,222,222,0.82874,0.91663
2017,Direct migration background,Lower Secondary Level,Yes,0.10051,64,785,0.07947,0.12156
2017,Direct migration background,Lower Secondary Level,No,0.89949,721,785,0.87844,0.92053
2017,Direct migration background,Upper Secondary Level,Yes,0.07231,98,1626,0.05972,0.08490
2017,Direct migration background,Upper Secondary Level,No,0.92769,1528,1626,0.91510,0.94028
2017,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.11154,49,661,0.08752,0.13555
2017,Direct migration background,Post-secondary Non-tertiary Level,No,0.88846,612,661,0.86445,0.91248
2017,Direct migration background,First Stage of Tertiary Education,No,0.95825,95,95,0.91781,0.99868
2017,Direct migration background,Second Stage of Tertiary Education,Yes,0.04348,43,1222,0.03204,0.05492
2017,Direct migration background,Second Stage of Tertiary Education,No,0.95652,1179,1222,0.94508,0.96796
2017,Indirect migration background,No answer / don't know,No,0.99703,108,108,0.98672,1.00734
2017,Indirect migration background,Pre-primary Level,No,0.96414,90,90,0.92551,1.00277
2017,Indirect migration background,Lower Secondary Level,No,0.96413,266,266,0.94174,0.98652
2017,Indirect migration background,Upper Secondary Level,No,0.97717,666,666,0.96581,0.98852
2017,Indirect migration background,Post-secondary Non-tertiary Level,No,0.98486,112,112,0.96214,1.00758
2017,Indirect migration background,First Stage of Tertiary Education,No,0.99789,52,52,0.98530,1.01048
2017,Indirect migration background,Second Stage of Tertiary Education,No,0.98453,250,250,0.96921,0.99986
2019,No migration background,No answer / don't know,No,0.97676,339,339,0.96070,0.99282
2019,No migration background,Pre-primary Level,No,0.99719,202,202,0.98987,1.00451
2019,No migration background,Primary Level,No,0.86956,130,130,0.81144,0.92768
2019,No migration background,Lower Secondary Level,Yes,0.11967,159,1577,0.10364,0.13569
2019,No migration background,Lower Secondary Level,No,0.88033,1418,1577,0.86431,0.89636
2019,No migration background,Upper Secondary Level,Yes,0.10372,865,9201,0.09749,0.10996
2019,No migration background,Upper Secondary Level,No,0.89628,8336,9201,0.89004,0.90251
2019,No migration background,Post-secondary Non-tertiary Level,Yes,0.04444,57,1509,0.03404,0.05484
2019,No migration background,Post-secondary Non-tertiary Level,No,0.95556,1452,1509,0.94516,0.96596
2019,No migration background,First Stage of Tertiary Education,Yes,0.07853,117,1512,0.06497,0.09210
2019,No migration background,First Stage of Tertiary Education,No,0.92147,1395,1512,0.90790,0.93503
2019,No migration background,Second Stage of Tertiary Education,Yes,0.06490,362,5621,0.05846,0.07134
2019,No migration background,Second Stage of Tertiary Education,No,0.93510,5259,5621,0.92866,0.94154
2019,Direct migration background,No answer / don't know,No,0.87777,103,103,0.81420,0.94134
2019,Direct migration background,Primary Level,No,0.85249,179,179,0.80040,0.90459
2019,Direct migration background,Lower Secondary Level,Yes,0.14724,55,613,0.11916,0.17531
2019,Direct migration background,Lower Secondary Level,No,0.85276,558,613,0.82469,0.88084
2019,Direct migration background,Upper Secondary Level,Yes,0.07802,89,1316,0.06353,0.09252
2019,Direct migration background,Upper Secondary Level,No,0.92198,1227,1316,0.90748,0.93647
2019,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.08876,37,534,0.06462,0.11290
2019,Direct migration background,Post-secondary Non-tertiary Level,No,0.91124,497,534,0.88710,0.93538
2019,Direct migration background,First Stage of Tertiary Education,No,0.93726,76,76,0.88238,0.99214
2019,Direct migration background,Second Stage of Tertiary Education,Yes,0.05439,54,1115,0.04107,0.06770
2019,Direct migration background,Second Stage of Tertiary Education,No,0.94561,1061,1115,0.93230,0.95893
2019,Indirect migration background,No answer / don't know,No,0.99719,110,110,0.98726,1.00713
2019,Indirect migration background,Pre-primary Level,No,0.98425,80,80,0.95679,1.01171
2019,Indirect migration background,Primary Level,No,0.92611,31,31,0.83250,1.01972
2019,Indirect migration background,Lower Secondary Level,No,0.96028,226,226,0.93476,0.98580
2019,Indirect migration background,Upper Secondary Level,Yes,0.05594,32,633,0.03802,0.07385
2019,Indirect migration background,Upper Secondary Level,No,0.94406,601,633,0.92615,0.96198
2019,Indirect migration background,Post-secondary Non-tertiary Level,No,0.99035,128,128,0.97336,1.00735
2019,Indirect migration background,First Stage of Tertiary Education,No,0.99628,60,60,0.98074,1.01182
2019,Indirect migration background,Second Stage of Tertiary Education,No,0.98429,279,279,0.96967,0.99891
2021,No migration background,No answer / don't know,No,0.97519,300,300,0.95756,0.99282
2021,No migration background,Primary Level,No,0.94155,76,76,0.88846,0.99465
2021,No migration background,Lower Secondary Level,Yes,0.13524,117,881,0.11264,0.15784
2021,No migration background,Lower Secondary Level,No,0.86476,764,881,0.84216,0.88736
2021,No migration background,Upper Secondary Level,Yes,0.10522,576,5678,0.09724,0.11320
2021,No migration background,Upper Secondary Level,No,0.89478,5102,5678,0.88680,0.90276
2021,No migration background,Post-secondary Non-tertiary Level,Yes,0.03450,43,1043,0.02342,0.04558
2021,No migration background,Post-secondary Non-tertiary Level,No,0.96550,1000,1043,0.95442,0.97658
2021,No migration background,First Stage of Tertiary Education,Yes,0.09611,86,896,0.07680,0.11542
2021,No migration background,First Stage of Tertiary Education,No,0.90389,810,896,0.88458,0.92320
2021,No migration background,Second Stage of Tertiary Education,Yes,0.05712,257,4054,0.04998,0.06427
2021,No migration background,Second Stage of Tertiary Education,No,0.94288,3797,4054,0.93573,0.95002
2021,Direct migration background,No answer / don't know,No,0.89835,417,417,0.86931,0.92739
2021,Direct migration background,Primary Level,Yes,0.06289,69,823,0.04629,0.07949
2021,Direct migration background,Primary Level,No,0.93711,754,823,0.92051,0.95371
2021,Direct migration background,Lower Secondary Level,Yes,0.13365,46,745,0.10920,0.15810
2021,Direct migration background,Lower Secondary Level,No,0.86635,699,745,0.84190,0.89080
2021,Direct migration background,Upper Secondary Level,Yes,0.06752,77,1235,0.05352,0.08152
2021,Direct migration background,Upper Secondary Level,No,0.93248,1158,1235,0.91848,0.94648
2021,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.06823,31,454,0.04501,0.09144
2021,Direct migration background,Post-secondary Non-tertiary Level,No,0.93177,423,454,0.90856,0.95499
2021,Direct migration background,First Stage of Tertiary Education,No,0.97034,54,54,0.92467,1.01601
2021,Direct migration background,Second Stage of Tertiary Education,Yes,0.04867,69,1373,0.03728,0.06005
2021,Direct migration background,Second Stage of Tertiary Education,No,0.95133,1304,1373,0.93995,0.96272
2021,Indirect migration background,Lower Secondary Level,No,0.90847,113,113,0.85507,0.96188
2021,Indirect migration background,Upper Secondary Level,No,0.90926,361,361,0.87959,0.93893
2021,Indirect migration background,Post-secondary Non-tertiary Level,No,0.98951,90,90,0.96834,1.01068
2021,Indirect migration background,First Stage of Tertiary Education,No,0.92120,34,34,0.82927,1.01312
2021,Indirect migration background,Second Stage of Tertiary Education,No,0.99247,201,201,0.98050,1.00445
