"ple0012","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2009","Hauptschule","direkter Migrationshintergrund","704","0.902837855440298","0.882025956001551","0.923649754879045"
"Nein","2009","Hauptschule","indirekter Migrationshintergrund","210","","",""
"Nein","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","Realschule","kein Migrationshintergrund","4275","0.943757708873052","0.937026336868016","0.950489080878088"
"Nein","2009","Realschule","direkter Migrationshintergrund","137","","",""
"Nein","2009","Realschule","indirekter Migrationshintergrund","167","","",""
"Nein","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","(Fach-)Abitur","kein Migrationshintergrund","1558","","",""
"Nein","2009","(Fach-)Abitur","direkter Migrationshintergrund","280","","",""
"Nein","2009","(Fach-)Abitur","indirekter Migrationshintergrund","104","","",""
"Nein","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","AkademikerIn","kein Migrationshintergrund","3432","0.945995810467545","0.938669196148482","0.953322424786607"
"Nein","2009","AkademikerIn","direkter Migrationshintergrund","279","","",""
"Nein","2009","AkademikerIn","indirekter Migrationshintergrund","86","0.994169678867523","0.978171705864544","1.0101676518705"
"Nein","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","Realschule","kein Migrationshintergrund","","","",""
"Ja","2010","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","Realschule","kein Migrationshintergrund","","","",""
"Nein","2010","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","(noch) kein Abschluss","kein Migrationshintergrund","12","","",""
"Ja","2011","(noch) kein Abschluss","direkter Migrationshintergrund","18","","",""
"Ja","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","Hauptschule","kein Migrationshintergrund","810","0.133370737072744","0.124805377846492","0.141936096298996"
"Ja","2011","Hauptschule","direkter Migrationshintergrund","90","0.121048583074927","0.0996189182662348","0.14247824788362"
"Ja","2011","Hauptschule","indirekter Migrationshintergrund","6","0.0283056365686977","0.00576751441385672","0.0508437587235388"
"Ja","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","Realschule","kein Migrationshintergrund","313","0.0674397262827102","0.0605938332159132","0.0742856193495071"
"Ja","2011","Realschule","direkter Migrationshintergrund","9","0.0520395988880112","0.0187497285147482","0.0853294692612742"
"Ja","2011","Realschule","indirekter Migrationshintergrund","4","0.0685812793240408","0.0325489397790373","0.104613618869044"
"Ja","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","(Fach-)Abitur","kein Migrationshintergrund","61","0.0312001856459314","0.023392969313139","0.0390074019787238"
"Ja","2011","(Fach-)Abitur","direkter Migrationshintergrund","24","","",""
"Ja","2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","AkademikerIn","kein Migrationshintergrund","279","","",""
"Ja","2011","AkademikerIn","direkter Migrationshintergrund","18","","",""
"Ja","2011","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Ja","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","(noch) kein Abschluss","kein Migrationshintergrund","350","0.96239413421123","0.942796750986289","0.981991517436171"
"Nein","2011","(noch) kein Abschluss","direkter Migrationshintergrund","114","","",""
"Nein","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","67","1","1","1"
"Nein","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","Hauptschule","kein Migrationshintergrund","5242","0.866629262927256","0.858063903701004","0.875194622153508"
"Nein","2011","Hauptschule","direkter Migrationshintergrund","800","0.878951416925073","0.85752175211638","0.900381081733765"
"Nein","2011","Hauptschule","indirekter Migrationshintergrund","202","","",""
"Nein","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","Realschule","kein Migrationshintergrund","4842","0.93256027371729","0.925714380650493","0.939406166784087"
"Nein","2011","Realschule","direkter Migrationshintergrund","162","","",""
"Nein","2011","Realschule","indirekter Migrationshintergrund","185","","",""
"Nein","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","(Fach-)Abitur","kein Migrationshintergrund","1844","","",""
"Nein","2011","(Fach-)Abitur","direkter Migrationshintergrund","369","0.941135437580966","0.917864984501603","0.96440589066033"
"Nein","2011","(Fach-)Abitur","indirekter Migrationshintergrund","143","","",""
"Nein","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","AkademikerIn","kein Migrationshintergrund","3831","0.941753923236637","0.934593655887334","0.94891419058594"
"Nein","2011","AkademikerIn","direkter Migrationshintergrund","352","0.963773245349152","0.944734015499787","0.982812475198517"
"Nein","2011","AkademikerIn","indirekter Migrationshintergrund","107","","",""
"Nein","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","Realschule","kein Migrationshintergrund","","","",""
"Ja","2012","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","Realschule","kein Migrationshintergrund","","","",""
"Nein","2012","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","(noch) kein Abschluss","kein Migrationshintergrund","12","","",""
"Ja","2013","(noch) kein Abschluss","direkter Migrationshintergrund","13","","",""
"Ja","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","Hauptschule","kein Migrationshintergrund","769","0.140756025715158","0.131407409086652","0.150104642343664"
"Ja","2013","Hauptschule","direkter Migrationshintergrund","84","0.1270083803482","0.102669260339827","0.151347500356572"
"Ja","2013","Hauptschule","indirekter Migrationshintergrund","7","0.0377402581612984","0.0100542088159149","0.0654263075066819"
"Ja","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","Realschule","kein Migrationshintergrund","346","0.0745526733269971","0.0670678926290111","0.0820374540249831"
"Ja","2013","Realschule","direkter Migrationshintergrund","9","0.100826002679949","0.0516475353718832","0.150004469988015"
"Ja","2013","Realschule","indirekter Migrationshintergrund","7","0.0502626770057214","0.0169253573468794","0.0835999966645635"
"Ja","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","(Fach-)Abitur","kein Migrationshintergrund","72","0.0361973336382796","0.0274537496703602","0.0449409176061991"
"Ja","2013","(Fach-)Abitur","direkter Migrationshintergrund","21","","",""
"Ja","2013","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Ja","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","AkademikerIn","kein Migrationshintergrund","307","0.0678762099897634","0.0600783289534178","0.075674091026109"
"Ja","2013","AkademikerIn","direkter Migrationshintergrund","21","","",""
"Ja","2013","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Ja","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","(noch) kein Abschluss","kein Migrationshintergrund","313","0.955141358396735","0.93263717310258","0.977645543690889"
"Nein","2013","(noch) kein Abschluss","direkter Migrationshintergrund","83","0.816373663414553","0.738923123011513","0.893824203817593"
"Nein","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","63","1","1","1"
"Nein","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","Hauptschule","kein Migrationshintergrund","4547","0.859243974284842","0.849895357656336","0.868592590913348"
"Nein","2013","Hauptschule","direkter Migrationshintergrund","635","0.8729916196518","0.848652499643428","0.897330739660173"
"Nein","2013","Hauptschule","indirekter Migrationshintergrund","175","","",""
"Nein","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","Realschule","kein Migrationshintergrund","4385","0.925447326673003","0.917962545975017","0.932932107370989"
"Nein","2013","Realschule","direkter Migrationshintergrund","135","","",""
"Nein","2013","Realschule","indirekter Migrationshintergrund","158","","",""
"Nein","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","(Fach-)Abitur","kein Migrationshintergrund","1681","","",""
"Nein","2013","(Fach-)Abitur","direkter Migrationshintergrund","317","0.922141910056962","0.893576497961619","0.950707322152305"
"Nein","2013","(Fach-)Abitur","indirekter Migrationshintergrund","122","","",""
"Nein","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","AkademikerIn","kein Migrationshintergrund","3690","0.932123790010236","0.924325908973891","0.939921671046582"
"Nein","2013","AkademikerIn","direkter Migrationshintergrund","334","0.934988424483925","0.909341672198612","0.960635176769239"
"Nein","2013","AkademikerIn","indirekter Migrationshintergrund","113","","",""
"Nein","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","Realschule","kein Migrationshintergrund","","","",""
"Ja","2014","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","Realschule","kein Migrationshintergrund","","","",""
"Nein","2014","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","(noch) kein Abschluss","kein Migrationshintergrund","19","","",""
"Ja","2015","(noch) kein Abschluss","direkter Migrationshintergrund","29","","",""
"Ja","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Hauptschule","kein Migrationshintergrund","715","0.139501774060768","0.130277901315304","0.148725646806233"
"Ja","2015","Hauptschule","direkter Migrationshintergrund","124","","",""
"Ja","2015","Hauptschule","indirekter Migrationshintergrund","11","","",""
"Ja","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Realschule","kein Migrationshintergrund","379","0.0729657273752296","0.0662427865292857","0.0796886682211736"
"Ja","2015","Realschule","direkter Migrationshintergrund","6","0.0381997503445283","0.0180610623236562","0.0583384383654003"
"Ja","2015","Realschule","indirekter Migrationshintergrund","16","","",""
"Ja","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","(Fach-)Abitur","kein Migrationshintergrund","85","0.0377271906084396","0.0300088538305949","0.0454455273862843"
"Ja","2015","(Fach-)Abitur","direkter Migrationshintergrund","51","0.0488878629299879","0.0355029083980972","0.0622728174618787"
"Ja","2015","(Fach-)Abitur","indirekter Migrationshintergrund","9","0.0215013619788894","0.00545796369889357","0.0375447602588853"
"Ja","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","AkademikerIn","kein Migrationshintergrund","313","0.0732135218165295","0.0657216993203731","0.0807053443126859"
"Ja","2015","AkademikerIn","direkter Migrationshintergrund","39","0.0479846837709607","0.0345619214898795","0.0614074460520419"
"Ja","2015","AkademikerIn","indirekter Migrationshintergrund","6","0.0209272827316963","0.00335849093928599","0.0384960745241067"
"Ja","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","(noch) kein Abschluss","kein Migrationshintergrund","374","0.952652653101005","0.931655184974998","0.973650121227012"
"Nein","2015","(noch) kein Abschluss","direkter Migrationshintergrund","267","","",""
"Nein","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","127","","",""
"Nein","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","Hauptschule","kein Migrationshintergrund","4705","0.860498225939232","0.851274353193767","0.869722098684696"
"Nein","2015","Hauptschule","direkter Migrationshintergrund","1429","","",""
"Nein","2015","Hauptschule","indirekter Migrationshintergrund","385","0.968238723901327","0.95096680088702","0.985510646915634"
"Nein","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","Realschule","kein Migrationshintergrund","5370","0.92703427262477","0.920311331778826","0.933757213470714"
"Nein","2015","Realschule","direkter Migrationshintergrund","342","0.961800249655472","0.9416615616346","0.981938937676344"
"Nein","2015","Realschule","indirekter Migrationshintergrund","386","0.960683893342275","0.941685775750108","0.979682010934443"
"Nein","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","(Fach-)Abitur","kein Migrationshintergrund","2256","","",""
"Nein","2015","(Fach-)Abitur","direkter Migrationshintergrund","946","0.951112137070012","0.937727182538121","0.964497091601903"
"Nein","2015","(Fach-)Abitur","indirekter Migrationshintergrund","305","0.978498638021111","0.962455239741115","0.994542036301106"
"Nein","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","AkademikerIn","kein Migrationshintergrund","4331","0.926786478183471","0.919294655687314","0.934278300679627"
"Nein","2015","AkademikerIn","direkter Migrationshintergrund","935","0.952015316229039","0.938592553947958","0.965438078510121"
"Nein","2015","AkademikerIn","indirekter Migrationshintergrund","249","","",""
"Nein","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Realschule","kein Migrationshintergrund","","","",""
"Ja","2016","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Realschule","kein Migrationshintergrund","","","",""
"Nein","2016","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","(noch) kein Abschluss","kein Migrationshintergrund","24","","",""
"Ja","2017","(noch) kein Abschluss","direkter Migrationshintergrund","34","0.120762590265386","0.0856588507650886","0.155866329765684"
"Ja","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Ja","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Hauptschule","kein Migrationshintergrund","688","0.143710077140632","0.134226450662041","0.153193703619224"
"Ja","2017","Hauptschule","direkter Migrationshintergrund","131","","",""
"Ja","2017","Hauptschule","indirekter Migrationshintergrund","13","","",""
"Ja","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Realschule","kein Migrationshintergrund","452","0.0780988401896845","0.0714154457954027","0.0847822345839663"
"Ja","2017","Realschule","direkter Migrationshintergrund","7","0.0516665743691489","0.0279631522611848","0.0753699964771129"
"Ja","2017","Realschule","indirekter Migrationshintergrund","15","","",""
"Ja","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","(Fach-)Abitur","kein Migrationshintergrund","92","0.0412257505648679","0.0336888796357711","0.0487626214939647"
"Ja","2017","(Fach-)Abitur","direkter Migrationshintergrund","66","0.0751916653165161","0.0595798453914338","0.0908034852415984"
"Ja","2017","(Fach-)Abitur","indirekter Migrationshintergrund","7","0.0135307871911636","0.0019147072442473","0.0251468671380798"
