year,age_gr,regtyp,ple0012,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2017,46-65 y.,Urban regions,Yes,0.023183605878700064,45410,0.021799474600158124,0.024567737157242003
2017,46-65 y.,Rural regions,No,0.9835119538334708,45410,0.9823406899839551,0.9846832176829865
2017,46-65 y.,Rural regions,Yes,0.016488046166529265,45410,0.015316782317013503,0.017659310016045027
2017,66 and older,Urban regions,No,0.925406439273191,45410,0.9229898811330094,0.9278229974133726
2017,66 and older,Urban regions,Yes,0.07459356072680905,45410,0.07217700258662742,0.07701011886699068
2017,66 and older,Rural regions,No,0.907272235739389,45410,0.9046044310894154,0.9099400403893626
2017,66 and older,Rural regions,Yes,0.09272776426061098,45410,0.09005995961063734,0.09539556891058462
2017,,Urban regions,No,0.8201740251369642,45410,0.8166417092254495,0.823706341048479
2017,,Urban regions,Yes,0.17982597486303578,45410,0.17629365895152113,0.18335829077455043
2017,,Rural regions,No,0.7941810344827587,45410,0.7904624061686856,0.7978996627968318
2017,,Rural regions,Yes,0.20581896551724138,45410,0.20210033720316833,0.20953759383131443
2019,30-45 y.,Urban regions,No,0.9902534113060428,42417,0.9893184673252415,0.9911883552868441
2019,30-45 y.,Urban regions,Yes,0.009746588693957114,42417,0.008811644713155865,0.010681532674758364
2019,30-45 y.,Rural regions,No,0.9905090595340811,42417,0.9895863395057455,0.9914317795624167
2019,30-45 y.,Rural regions,Yes,0.009490940465918895,42417,0.00856822043758326,0.010413660494254531
2019,46-65 y.,Urban regions,No,0.9753269183320997,42417,0.9738506241774231,0.9768032124867764
2019,46-65 y.,Urban regions,Yes,0.02467308166790032,42417,0.023196787513223658,0.026149375822576985
2019,46-65 y.,Rural regions,No,0.9769008662175168,42417,0.9754712838228692,0.9783304486121644
2019,46-65 y.,Rural regions,Yes,0.023099133782483156,42417,0.021669551387835568,0.024528716177130743
2019,66 and older,Urban regions,No,0.9308918173460006,42417,0.9284780220345723,0.9333056126574288
2019,66 and older,Urban regions,Yes,0.06910818265399939,42417,0.06669438734257112,0.07152197796542765
2019,66 and older,Rural regions,No,0.9131728428455504,42417,0.9104931168989016,0.9158525687921993
2019,66 and older,Rural regions,Yes,0.08682715715444955,42417,0.08414743120780066,0.08950688310109844
2019,,Urban regions,No,0.8208630859981372,42417,0.817213748716249,0.8245124232800254
2019,,Urban regions,Yes,0.17913691400186277,42417,0.17548757671997453,0.182786251283751
2019,,Rural regions,No,0.8039529914529915,42417,0.8001748211119899,0.8077311617939931
2019,,Rural regions,Yes,0.19604700854700854,42417,0.19226883820600693,0.19982517888801016
2021,30-45 y.,Urban regions,No,0.9918068132815869,27598,0.9907432649367591,0.9928703616264147
2021,30-45 y.,Urban regions,Yes,0.008193186718413108,27598,0.007129638373585332,0.009256735063240885
2021,30-45 y.,Rural regions,No,0.9895348837209302,27598,0.988334265722072,0.9907355017197885
2021,30-45 y.,Rural regions,Yes,0.010465116279069767,27598,0.009264498280211447,0.011665734277928087
2021,46-65 y.,Urban regions,No,0.9726999726999727,27598,0.970777375707037,0.9746225696929083
2021,46-65 y.,Urban regions,Yes,0.0273000273000273,27598,0.025377430307091733,0.029222624292962865
2021,46-65 y.,Rural regions,No,0.9708360337005832,27598,0.9688507914761249,0.9728212759250416
2021,46-65 y.,Rural regions,Yes,0.02916396629941672,27598,0.02717872407495828,0.03114920852387516
2021,66 and older,Urban regions,No,0.9136630343671417,27598,0.9103493687322334,0.91697670000205
2021,66 and older,Urban regions,Yes,0.08633696563285834,27598,0.08302329999794997,0.0896506312677667
2021,66 and older,Rural regions,No,0.9111384111384111,27598,0.9077812941080927,0.9144955281687295
2021,66 and older,Rural regions,Yes,0.08886158886158886,27598,0.08550447183127045,0.09221870589190727
2021,,Urban regions,No,0.8180196253345228,27598,0.8134675294104772,0.8225717212585684
2021,,Urban regions,Yes,0.18198037466547726,27598,0.17742827874143163,0.18653247058952288
2021,,Rural regions,No,0.8046934140802422,27598,0.8000161603089979,0.8093706678514865
2021,,Rural regions,Yes,0.19530658591975775,27598,0.1906293321485135,0.199983839691002
