,Unnamed: 0,year,bula_h,pgisced97,ple0012,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
51,51,2009,Berlin,Lower Secondary Level,No,1.0,38,16737,0.75588,1.20155
52,52,2009,Berlin,Upper Secondary Level,Yes,0.11859,31,16737,0.09463,0.14858
53,53,2009,Berlin,Upper Secondary Level,No,0.88141,237,16737,0.79041,0.96134
54,54,2009,Berlin,Post-secondary Non-tertiary Level,No,1.0,36,16737,0.74539,1.29686
55,55,2009,Berlin,First Stage of Tertiary Education,No,1.0,47,16737,0.7735,1.20381
56,56,2009,Berlin,Second Stage of Tertiary Education,No,1.0,233,16737,0.87667,1.128
57,57,2009,Brandenburg,Lower Secondary Level,No,1.0,47,16737,0.79324,1.24648
58,58,2009,Brandenburg,Upper Secondary Level,Yes,0.1238,45,16737,0.09182,0.1629
59,59,2009,Brandenburg,Upper Secondary Level,No,0.8762,338,16737,0.80327,0.96773
60,60,2009,Brandenburg,First Stage of Tertiary Education,No,1.0,55,16737,0.74362,1.25294
61,61,2009,Brandenburg,Second Stage of Tertiary Education,Yes,0.14453,34,16737,0.10359,0.19785
62,62,2009,Brandenburg,Second Stage of Tertiary Education,No,0.85547,204,16737,0.74142,0.96619
63,63,2009,Mecklenburg-Western Pomerania,Upper Secondary Level,No,1.0,222,16737,0.88493,1.10377
64,64,2009,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,1.0,37,16737,0.80522,1.25144
65,65,2009,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,127,16737,0.8694,1.14969
66,66,2009,Saxony,Lower Secondary Level,No,1.0,58,16737,0.71059,1.33286
67,67,2009,Saxony,Upper Secondary Level,Yes,0.08135,59,16737,0.0646,0.10012
68,68,2009,Saxony,Upper Secondary Level,No,0.91865,691,16737,0.84789,0.98501
69,69,2009,Saxony,Post-secondary Non-tertiary Level,No,1.0,49,16737,0.73276,1.36418
70,70,2009,Saxony,First Stage of Tertiary Education,No,1.0,111,16737,0.79671,1.25549
71,71,2009,Saxony,Second Stage of Tertiary Education,No,1.0,317,16737,0.88025,1.11803
72,72,2009,Saxony-Anhalt,Lower Secondary Level,No,1.0,38,16737,0.72132,1.33917
73,73,2009,Saxony-Anhalt,Upper Secondary Level,Yes,0.11933,48,16737,0.09941,0.14404
74,74,2009,Saxony-Anhalt,Upper Secondary Level,No,0.88067,350,16737,0.80529,0.98468
75,75,2009,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,59,16737,0.74464,1.30952
76,76,2009,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,175,16737,0.87111,1.1398
77,77,2009,Thuringa,Lower Secondary Level,No,1.0,47,16737,0.79826,1.22075
78,78,2009,Thuringa,Upper Secondary Level,Yes,0.0763,48,16737,0.06479,0.08894
79,79,2009,Thuringa,Upper Secondary Level,No,0.9237,443,16737,0.83929,1.0093
80,80,2009,Thuringa,First Stage of Tertiary Education,No,1.0,49,16737,0.74033,1.2555
81,81,2009,Thuringa,Second Stage of Tertiary Education,No,1.0,165,16737,0.81959,1.23312
82,82,2011,Schleswig-Holstein,Lower Secondary Level,No,1.0,63,19475,0.81863,1.18443
83,83,2011,Schleswig-Holstein,Upper Secondary Level,No,1.0,331,19475,0.90759,1.08324
84,84,2011,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,1.0,45,19475,0.72419,1.32638
85,85,2011,Schleswig-Holstein,First Stage of Tertiary Education,No,1.0,43,19475,0.79744,1.26989
86,86,2011,Schleswig-Holstein,Second Stage of Tertiary Education,No,1.0,98,19475,0.76425,1.21108
87,87,2011,Hamburg,Upper Secondary Level,No,1.0,129,19475,0.87094,1.13725
88,88,2011,Hamburg,Second Stage of Tertiary Education,No,1.0,90,19475,0.78643,1.25118
89,89,2011,Lower Saxony,Pre-primary Level,No,1.0,31,19475,0.68893,1.33666
90,90,2011,Lower Saxony,Lower Secondary Level,No,1.0,208,19475,0.89771,1.09247
91,91,2011,Lower Saxony,Upper Secondary Level,Yes,0.08674,97,19475,0.0748,0.09983
92,92,2011,Lower Saxony,Upper Secondary Level,No,0.91326,932,19475,0.86331,0.96249
93,93,2011,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,107,19475,0.81377,1.23514
94,94,2011,Lower Saxony,First Stage of Tertiary Education,No,1.0,106,19475,0.83284,1.18583
95,95,2011,Lower Saxony,Second Stage of Tertiary Education,No,1.0,326,19475,0.89506,1.11756
96,96,2011,Bremen,Upper Secondary Level,No,1.0,59,19475,0.7701,1.22651
97,97,2011,Bremen,Second Stage of Tertiary Education,No,1.0,32,19475,0.66129,1.34628
98,98,2011,North Rhine-Westphalia,Pre-primary Level,No,1.0,85,19475,0.79392,1.24622
99,99,2011,North Rhine-Westphalia,Primary Level,No,1.0,68,19475,0.83228,1.17515
100,100,2011,North Rhine-Westphalia,Lower Secondary Level,Yes,0.12911,53,19475,0.10639,0.15507
101,101,2011,North Rhine-Westphalia,Lower Secondary Level,No,0.87089,424,19475,0.79718,0.94055
102,102,2011,North Rhine-Westphalia,Upper Secondary Level,Yes,0.0871,176,19475,0.0784,0.09749
103,103,2011,North Rhine-Westphalia,Upper Secondary Level,No,0.9129,1820,19475,0.87764,0.95376
104,104,2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,303,19475,0.90428,1.12446
105,105,2011,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,228,19475,0.87643,1.14826
106,106,2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.05528,45,19475,0.04215,0.06969
107,107,2011,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.94472,790,19475,0.87552,1.00631
108,108,2011,Hesse,Pre-primary Level,No,1.0,34,19475,0.71641,1.32522
109,109,2011,Hesse,Lower Secondary Level,No,1.0,124,19475,0.84307,1.16374
110,110,2011,Hesse,Upper Secondary Level,Yes,0.11482,57,19475,0.09325,0.13357
111,111,2011,Hesse,Upper Secondary Level,No,0.88518,560,19475,0.82269,0.94515
112,112,2011,Hesse,Post-secondary Non-tertiary Level,No,1.0,105,19475,0.82055,1.19762
113,113,2011,Hesse,First Stage of Tertiary Education,No,1.0,75,19475,0.81261,1.20185
114,114,2011,Hesse,Second Stage of Tertiary Education,No,1.0,360,19475,0.89148,1.12404
115,115,2011,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,181,19475,0.88368,1.12954
116,116,2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.09404,56,19475,0.08005,0.10952
117,117,2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.90596,564,19475,0.84202,0.97558
118,118,2011,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,1.0,55,19475,0.77716,1.25681
119,119,2011,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,87,19475,0.80482,1.20961
120,120,2011,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,172,19475,0.83494,1.16332
121,121,2011,Baden-Wuerttemberg,Pre-primary Level,No,1.0,40,19475,0.76231,1.31188
122,122,2011,Baden-Wuerttemberg,Lower Secondary Level,No,1.0,308,19475,0.90732,1.11648
123,123,2011,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.08759,88,19475,0.07324,0.10592
124,124,2011,Baden-Wuerttemberg,Upper Secondary Level,No,0.91241,1095,19475,0.86434,0.96397
125,125,2011,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,155,19475,0.84861,1.13346
126,126,2011,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,165,19475,0.84459,1.16784
127,127,2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,511,19475,0.91854,1.079
128,128,2011,Bavaria,Pre-primary Level,No,1.0,39,19475,0.76775,1.25581
129,129,2011,Bavaria,Lower Secondary Level,No,1.0,318,19475,0.88773,1.1119
130,130,2011,Bavaria,Upper Secondary Level,Yes,0.07271,112,19475,0.06109,0.0861
131,131,2011,Bavaria,Upper Secondary Level,No,0.92729,1579,19475,0.8818,0.97657
132,132,2011,Bavaria,Post-secondary Non-tertiary Level,No,1.0,157,19475,0.87706,1.16881
133,133,2011,Bavaria,First Stage of Tertiary Education,No,1.0,214,19475,0.85921,1.14586
134,134,2011,Bavaria,Second Stage of Tertiary Education,Yes,0.04109,33,19475,0.03266,0.04888
135,135,2011,Bavaria,Second Stage of Tertiary Education,No,0.95891,613,19475,0.87629,1.034
136,136,2011,Berlin,Lower Secondary Level,No,1.0,42,19475,0.75952,1.18302
137,137,2011,Berlin,Upper Secondary Level,Yes,0.1397,35,19475,0.11185,0.17702
138,138,2011,Berlin,Upper Secondary Level,No,0.8603,277,19475,0.79771,0.93119
139,139,2011,Berlin,Post-secondary Non-tertiary Level,No,1.0,34,19475,0.66565,1.34419
140,140,2011,Berlin,First Stage of Tertiary Education,No,1.0,54,19475,0.82678,1.20753
141,141,2011,Berlin,Second Stage of Tertiary Education,No,1.0,278,19475,0.90093,1.1316
142,142,2011,Brandenburg,Lower Secondary Level,No,1.0,63,19475,0.82931,1.27313
143,143,2011,Brandenburg,Upper Secondary Level,Yes,0.15091,58,19475,0.11482,0.18638
144,144,2011,Brandenburg,Upper Secondary Level,No,0.84909,379,19475,0.76622,0.94448
145,145,2011,Brandenburg,Post-secondary Non-tertiary Level,No,1.0,35,19475,0.71036,1.3898
146,146,2011,Brandenburg,First Stage of Tertiary Education,No,1.0,54,19475,0.75682,1.27048
147,147,2011,Brandenburg,Second Stage of Tertiary Education,Yes,0.11883,34,19475,0.09019,0.14931
148,148,2011,Brandenburg,Second Stage of Tertiary Education,No,0.88117,211,19475,0.77745,1.00209
149,149,2011,Mecklenburg-Western Pomerania,Upper Secondary Level,No,1.0,238,19475,0.87356,1.13639
150,150,2011,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,1.0,43,19475,0.79978,1.22357
151,151,2011,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,134,19475,0.79603,1.15705
152,152,2011,Saxony,Lower Secondary Level,No,1.0,60,19475,0.81394,1.18648
153,153,2011,Saxony,Upper Secondary Level,Yes,0.11343,80,19475,0.09409,0.1364
154,154,2011,Saxony,Upper Secondary Level,No,0.88657,704,19475,0.8167,0.95179
155,155,2011,Saxony,Post-secondary Non-tertiary Level,No,1.0,57,19475,0.77361,1.24872
156,156,2011,Saxony,First Stage of Tertiary Education,No,1.0,108,19475,0.83626,1.25742
157,157,2011,Saxony,Second Stage of Tertiary Education,Yes,0.10356,35,19475,0.08439,0.1232
158,158,2011,Saxony,Second Stage of Tertiary Education,No,0.89644,316,19475,0.80825,0.99518
159,159,2011,Saxony-Anhalt,Lower Secondary Level,No,1.0,49,19475,0.76058,1.24852
160,160,2011,Saxony-Anhalt,Upper Secondary Level,Yes,0.11369,59,19475,0.09567,0.13614
161,161,2011,Saxony-Anhalt,Upper Secondary Level,No,0.88631,404,19475,0.79815,0.99016
162,162,2011,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,63,19475,0.67565,1.44512
163,163,2011,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.14699,33,19475,0.11206,0.19338
164,164,2011,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.85301,188,19475,0.76502,0.96079
165,165,2011,Thuringa,Lower Secondary Level,No,1.0,34,19475,0.77312,1.24328
166,166,2011,Thuringa,Upper Secondary Level,Yes,0.08786,50,19475,0.07453,0.10067
167,167,2011,Thuringa,Upper Secondary Level,No,0.91214,491,19475,0.8376,0.98204
168,168,2011,Thuringa,First Stage of Tertiary Education,No,1.0,58,19475,0.76223,1.30487
169,169,2011,Thuringa,Second Stage of Tertiary Education,No,1.0,171,19475,0.85198,1.13457
170,170,2013,Schleswig-Holstein,Lower Secondary Level,No,1.0,54,17628,0.82448,1.15779
171,171,2013,Schleswig-Holstein,Upper Secondary Level,Yes,0.08043,32,17628,0.06034,0.10456
172,172,2013,Schleswig-Holstein,Upper Secondary Level,No,0.91957,302,17628,0.84499,1.01545
173,173,2013,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,1.0,41,17628,0.74916,1.21966
174,174,2013,Schleswig-Holstein,First Stage of Tertiary Education,No,1.0,33,17628,0.79133,1.26411
175,175,2013,Schleswig-Holstein,Second Stage of Tertiary Education,No,1.0,90,17628,0.8163,1.20761
176,176,2013,Hamburg,Upper Secondary Level,No,1.0,123,17628,0.86485,1.14865
177,177,2013,Hamburg,Second Stage of Tertiary Education,No,1.0,97,17628,0.81187,1.26982
178,178,2013,Lower Saxony,Pre-primary Level,No,1.0,33,17628,0.70657,1.29423
179,179,2013,Lower Saxony,Lower Secondary Level,No,1.0,187,17628,0.85896,1.12781
180,180,2013,Lower Saxony,Upper Secondary Level,Yes,0.0869,88,17628,0.07293,0.10305
181,181,2013,Lower Saxony,Upper Secondary Level,No,0.9131,848,17628,0.85532,0.97044
182,182,2013,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,92,17628,0.82519,1.21411
183,183,2013,Lower Saxony,First Stage of Tertiary Education,No,1.0,93,17628,0.75655,1.19264
184,184,2013,Lower Saxony,Second Stage of Tertiary Education,No,1.0,336,17628,0.87627,1.12548
185,185,2013,Bremen,Upper Secondary Level,No,1.0,50,17628,0.69552,1.41413
186,186,2013,Bremen,Second Stage of Tertiary Education,No,1.0,39,17628,0.67197,1.349
187,187,2013,North Rhine-Westphalia,Pre-primary Level,No,1.0,83,17628,0.74895,1.23532
188,188,2013,North Rhine-Westphalia,Primary Level,No,1.0,38,17628,0.75577,1.24595
189,189,2013,North Rhine-Westphalia,Lower Secondary Level,Yes,0.1467,53,17628,0.12415,0.17579
190,190,2013,North Rhine-Westphalia,Lower Secondary Level,No,0.8533,366,17628,0.76953,0.93611
191,191,2013,North Rhine-Westphalia,Upper Secondary Level,Yes,0.09648,163,17628,0.08561,0.10718
192,192,2013,North Rhine-Westphalia,Upper Secondary Level,No,0.90352,1560,17628,0.86661,0.9424
193,193,2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,278,17628,0.87798,1.11876
194,194,2013,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,216,17628,0.89062,1.13269
195,195,2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.06135,49,17628,0.04791,0.07853
196,196,2013,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.93865,793,17628,0.87728,1.00279
197,197,2013,Hesse,Lower Secondary Level,No,1.0,113,17628,0.8367,1.1282
198,198,2013,Hesse,Upper Secondary Level,Yes,0.13915,65,17628,0.11725,0.16838
199,199,2013,Hesse,Upper Secondary Level,No,0.86085,506,17628,0.7866,0.93308
200,200,2013,Hesse,Post-secondary Non-tertiary Level,No,1.0,97,17628,0.80346,1.21549
201,201,2013,Hesse,First Stage of Tertiary Education,No,1.0,59,17628,0.77917,1.21432
202,202,2013,Hesse,Second Stage of Tertiary Education,No,1.0,339,17628,0.90434,1.09014
203,203,2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,149,17628,0.87517,1.14545
204,204,2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.10009,58,17628,0.08654,0.11442
205,205,2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.89991,493,17628,0.83485,0.96066
206,206,2013,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,1.0,56,17628,0.76659,1.30274
207,207,2013,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,76,17628,0.8156,1.27737
208,208,2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,184,17628,0.86126,1.14274
209,209,2013,Baden-Wuerttemberg,Lower Secondary Level,No,1.0,242,17628,0.88895,1.10439
210,210,2013,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.0771,78,17628,0.06555,0.08759
211,211,2013,Baden-Wuerttemberg,Upper Secondary Level,No,0.9229,933,17628,0.871,0.97642
212,212,2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,125,17628,0.84459,1.16765
213,213,2013,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,148,17628,0.81939,1.17174
214,214,2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,454,17628,0.89851,1.10345
215,215,2013,Bavaria,Pre-primary Level,No,1.0,33,17628,0.67366,1.36019
216,216,2013,Bavaria,Lower Secondary Level,Yes,0.11517,36,17628,0.08765,0.1383
217,217,2013,Bavaria,Lower Secondary Level,No,0.88483,254,17628,0.80115,0.99637
218,218,2013,Bavaria,Upper Secondary Level,Yes,0.07767,113,17628,0.06606,0.09057
219,219,2013,Bavaria,Upper Secondary Level,No,0.92233,1444,17628,0.87687,0.97299
220,220,2013,Bavaria,Post-secondary Non-tertiary Level,No,1.0,150,17628,0.82004,1.20193
221,221,2013,Bavaria,First Stage of Tertiary Education,No,1.0,202,17628,0.87332,1.10796
222,222,2013,Bavaria,Second Stage of Tertiary Education,Yes,0.04383,32,17628,0.03285,0.05659
223,223,2013,Bavaria,Second Stage of Tertiary Education,No,0.95617,590,17628,0.88641,1.03976
224,224,2013,Berlin,Lower Secondary Level,No,1.0,36,17628,0.75251,1.31786
225,225,2013,Berlin,Upper Secondary Level,Yes,0.16999,43,17628,0.13644,0.20442
226,226,2013,Berlin,Upper Secondary Level,No,0.83001,275,17628,0.75435,0.90726
227,227,2013,Berlin,First Stage of Tertiary Education,No,1.0,49,17628,0.75582,1.26865
228,228,2013,Berlin,Second Stage of Tertiary Education,No,1.0,278,17628,0.90478,1.12128
229,229,2013,Brandenburg,Lower Secondary Level,No,1.0,49,17628,0.72941,1.33123
230,230,2013,Brandenburg,Upper Secondary Level,Yes,0.15366,59,17628,0.11814,0.19499
231,231,2013,Brandenburg,Upper Secondary Level,No,0.84634,332,17628,0.75323,0.93972
232,232,2013,Brandenburg,First Stage of Tertiary Education,No,1.0,53,17628,0.76134,1.33055
233,233,2013,Brandenburg,Second Stage of Tertiary Education,Yes,0.16127,38,17628,0.1149,0.22931
234,234,2013,Brandenburg,Second Stage of Tertiary Education,No,0.83873,180,17628,0.72438,0.96156
235,235,2013,Mecklenburg-Western Pomerania,Upper Secondary Level,No,1.0,216,17628,0.86771,1.1252
236,236,2013,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,1.0,41,17628,0.82195,1.20129
237,237,2013,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,113,17628,0.78197,1.22444
238,238,2013,Saxony,Lower Secondary Level,No,1.0,50,17628,0.77442,1.2278
239,239,2013,Saxony,Upper Secondary Level,Yes,0.12226,82,17628,0.10241,0.14792
240,240,2013,Saxony,Upper Secondary Level,No,0.87774,634,17628,0.81284,0.9397
241,241,2013,Saxony,Post-secondary Non-tertiary Level,No,1.0,56,17628,0.72564,1.27874
242,242,2013,Saxony,First Stage of Tertiary Education,No,1.0,101,17628,0.7742,1.23751
243,243,2013,Saxony,Second Stage of Tertiary Education,Yes,0.09211,37,17628,0.0728,0.11491
244,244,2013,Saxony,Second Stage of Tertiary Education,No,0.90789,326,17628,0.80735,1.01893
245,245,2013,Saxony-Anhalt,Lower Secondary Level,No,1.0,46,17628,0.74662,1.36888
246,246,2013,Saxony-Anhalt,Upper Secondary Level,Yes,0.1538,65,17628,0.12725,0.18528
247,247,2013,Saxony-Anhalt,Upper Secondary Level,No,0.8462,333,17628,0.76455,0.9441
248,248,2013,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,54,17628,0.65246,1.44699
249,249,2013,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.18415,35,17628,0.13376,0.23229
250,250,2013,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.81585,159,17628,0.71114,0.94329
251,251,2013,Thuringa,Lower Secondary Level,No,1.0,33,17628,0.77445,1.23361
252,252,2013,Thuringa,Upper Secondary Level,Yes,0.10665,58,17628,0.09007,0.12354
253,253,2013,Thuringa,Upper Secondary Level,No,0.89335,420,17628,0.81826,0.96738
254,254,2013,Thuringa,First Stage of Tertiary Education,No,1.0,52,17628,0.66525,1.3455
255,255,2013,Thuringa,Second Stage of Tertiary Education,No,1.0,159,17628,0.84826,1.18522
256,256,2015,Schleswig-Holstein,Lower Secondary Level,No,1.0,86,23394,0.77538,1.20718
257,257,2015,Schleswig-Holstein,Upper Secondary Level,Yes,0.0634,35,23394,0.04729,0.08205
258,258,2015,Schleswig-Holstein,Upper Secondary Level,No,0.9366,395,23394,0.85403,1.0479
259,259,2015,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,1.0,74,23394,0.76475,1.25954
260,260,2015,Schleswig-Holstein,First Stage of Tertiary Education,No,1.0,46,23394,0.81312,1.20602
261,261,2015,Schleswig-Holstein,Second Stage of Tertiary Education,No,1.0,139,23394,0.79316,1.20104
262,262,2015,Hamburg,Upper Secondary Level,No,1.0,154,23394,0.86119,1.18082
263,263,2015,Hamburg,Post-secondary Non-tertiary Level,No,1.0,38,23394,0.65246,1.43161
264,264,2015,Hamburg,Second Stage of Tertiary Education,No,1.0,143,23394,0.77665,1.20627
265,265,2015,Lower Saxony,Pre-primary Level,No,1.0,39,23394,0.61546,1.4472
266,266,2015,Lower Saxony,Primary Level,No,1.0,51,23394,0.7387,1.40393
267,267,2015,Lower Saxony,Lower Secondary Level,No,1.0,297,23394,0.8539,1.16833
268,268,2015,Lower Saxony,Upper Secondary Level,Yes,0.08618,92,23394,0.07263,0.1012
269,269,2015,Lower Saxony,Upper Secondary Level,No,0.91382,1039,23394,0.85067,0.98
270,270,2015,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,178,23394,0.8326,1.18415
271,271,2015,Lower Saxony,First Stage of Tertiary Education,No,1.0,106,23394,0.81119,1.242
272,272,2015,Lower Saxony,Second Stage of Tertiary Education,No,1.0,474,23394,0.88867,1.09754
273,273,2015,Bremen,Upper Secondary Level,No,1.0,65,23394,0.63558,1.34406
274,274,2015,Bremen,Second Stage of Tertiary Education,No,1.0,38,23394,0.68085,1.4078
275,275,2015,North Rhine-Westphalia,Pre-primary Level,No,1.0,80,23394,0.77341,1.30522
276,276,2015,North Rhine-Westphalia,Primary Level,No,1.0,121,23394,0.77151,1.2558
277,277,2015,North Rhine-Westphalia,Lower Secondary Level,Yes,0.10853,49,23394,0.08755,0.13388
278,278,2015,North Rhine-Westphalia,Lower Secondary Level,No,0.89147,600,23394,0.81041,0.97006
